EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,Corner3Assists,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,LongMidRangePctBlocked,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,Clear Path Fouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,on,3pt And 1 Free Throw Trips
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,34199.0,570,-77.0,1002,1008,176,212,151,2010,39.0,64.0,13.0,26.0,6.0,10.0,11.0,20.0,5.0,18,1.0,1.0,55,102,1.0,27.0,137,1145,14.0,27.0,7.0,35.0,9.0,14.0,1.0,1.0,19.0,72.0,38,22.0,1.0,11.0,12.0,12.0,5.0,2.0,5.0,24.0,7.0,60.0,1.0,12.0,42,7.0,61,68.0,129,4.0,9.0,6.0,3.0,6.0,10.0,6.0,1.0,2.0,16.0,1.0,2.0,35.0,60.0,6.0,5.0,45.0,4.0,3.0,53,5.0,28.0,1.0,25.0,17.0,4.0,4.0,25.0,18.0,1.0,1.0,19.0,176,2.0,1.0,0.6545454545454545,0.8181818181818182,0.5392156862745098,0.5185185185185185,0.6428571428571429,0.5339805825242718,0.5185185185185185,0.6,0.5393700787401575,0.5303030303030303,0.59375,0.009708737864077669,0.10784313725490197,0.15625,0.05,12.016806722689076,0.375,0.25925925925925924,0.02702702702702703,0.11444141689373297,0.1388888888888889,0.11650485436893204,0.1044776119402985,0.1148936170212766,0.1342685370741483,0.19491525423728814,0.08108108108108109,0.12916666666666668,0.14705882352941177,0.06060606060606061,0.15,0.06666666666666667,0.11464968152866242,0.136986301369863,0.06666666666666667,0.1111111111111111,0.72,0.6213592233009708,0.609375,0.7222222222222222,0.6410256410256411,0.1941747572815534,0.55,0.5789473684210527,0.6363636363636364,0.17475728155339806,0.2777777777777778,0.2777777777777778,0.8,0.009708737864077669,0.9629629629629629,0.5,0.07692307692307693,0.6666666666666666,0.6,0.06666666666666667,0.6310679611650486,0.5015529411764706,0.5602079999999999,0.53575,0.2222222222222222,0.224,0.25547445255474455,0.1386861313868613,4.950980392156863,40.8,0.17564870259481039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101198,1610612765,Will Bynum,Will Bynum,101198,DET,21158.0,353,30.0,619,621,130,125,82,1240,29.0,56.0,2.0,5.0,3.0,8.0,9.0,23.0,26.0,57,3.0,2.0,64,136,3.0,44.0,172,684,5.0,15.0,4.0,14.0,9.0,22.0,2.0,22.0,40.0,40.0,88,2.0,2.0,16.0,59.0,73.0,13.0,6.0,40.0,160.0,2.0,6.0,,8.0,13,,21,8.0,29,1.0,14.0,5.0,9.0,20.0,14.0,8.0,,1.0,34.0,3.0,7.0,9.0,33.0,,4.0,39.0,2.0,3.0,52,4.0,22.0,5.0,1.0,1.0,,,1.0,,,,40.0,130,5.0,5.0,0.3125,0.31746031746031744,0.47058823529411764,0.3333333333333333,0.4090909090909091,0.460431654676259,0.3333333333333333,0.375,0.5246913580246914,0.4117647058823529,0.5428571428571428,0.02158273381294964,0.11764705882352941,0.16071428571428573,0.17391304347826086,27.22222222222222,0.5882352941176471,,,0.059907834101382486,0.025423728813559324,0.12121212121212122,0.047619047619047616,0.07420494699646643,0.02877697841726619,0.029850746268656716,,0.03278688524590164,0.058823529411764705,0.04,0.0641025641025641,0.10810810810810811,0.0392156862745098,0.11627906976744186,0.13043478260869565,0.018518518518518517,,0.4028776978417266,0.5178571428571429,0.6170212765957447,0.20689655172413793,0.16546762589928057,0.391304347826087,0.47368421052631576,,0.41007194244604317,0.45614035087719296,0.48148148148148145,0.5384615384615384,0.02158273381294964,0.3333333333333333,0.4,0.5,0.3333333333333333,0.375,0.08333333333333333,0.4244604316546763,0.4676470802919707,0.4207916666666666,0.44317727272727264,0.14012738853503184,0.14285714285714285,0.08139534883720931,0.23255813953488372,9.489705882352945,44.866666666666674,0.210016155088853,1.0,14.0,2.0,12.0,3.0,12.0,3.0,2.0,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,67013.0,1117,20.0,1992,1986,515,534,276,3978,57.0,82.0,9.0,14.0,19.0,27.0,36.0,87.0,116.0,279,52.0,15.0,209,448,97.0,94.0,614,2185,32.0,65.0,10.0,92.0,55.0,105.0,27.0,55.0,198.0,260.0,158,10.0,,25.0,147.0,168.0,58.0,11.0,78.0,357.0,4.0,17.0,,17.0,61,2.0,80,21.0,101,5.0,17.0,9.0,8.0,39.0,37.0,16.0,1.0,3.0,76.0,7.0,26.0,26.0,99.0,3.0,14.0,101.0,4.0,3.0,116,4.0,29.0,22.0,2.0,2.0,,,2.0,2.0,,,198.0,515,18.0,21.0,0.6220095693779905,0.6372549019607843,0.46651785714285715,0.49230769230769234,0.5238095238095238,0.47706422018348627,0.5394736842105263,0.5416666666666666,0.5076013513513513,0.5609756097560976,0.5950920245398773,0.1779816513761468,0.05580357142857143,0.13414634146341464,0.06896551724137931,28.71883061049011,0.5131578947368421,0.028169014084507043,,0.08379120879120878,0.021573604060913704,0.07834101382488479,0.023809523809523808,0.08253968253968254,0.021966527196652718,0.020100502512562814,0.020134228187919462,0.022727272727272728,0.018867924528301886,0.03225806451612903,0.06086956521739131,0.11949685534591195,0.08259587020648967,0.07006369426751592,0.1,0.01838235294117647,1.0,0.15045871559633028,0.6951219512195121,0.8028169014084507,0.5964912280701754,0.1596330275229358,0.41379310344827586,0.4444444444444444,0.5,0.5119266055045871,0.4157706093189964,0.4280442804428044,0.6724137931034483,0.09541284403669725,0.18421052631578946,0.6428571428571429,0.4444444444444444,0.20454545454545456,0.7037037037037037,0.11363636363636363,0.3284403669724771,0.45598504587155975,0.46604666666666666,0.4575435606060606,0.05087719298245614,0.0613107822410148,0.1498371335504886,0.32247557003257327,13.099553571428572,24.63298969072165,0.25853413654618473,52.0,21.0,14.0,7.0,12.0,23.0,3.0,18.0,0.02867383512544803,17.0,45.0,3.0,3.0,6.0,12.0,17.0,3.0,8.0,5.0,34.0,6.0,11.0,11.0,96.0,6.0,17.0,1.0,1.0,0.9411764705882353,0.35051546391752575,0.5454545454545454,0.4074074074074074,0.35051546391752575,0.010309278350515464,0.022222222222222223,0.08256880733944955,0.37777777777777777,0.38636363636363635,0.9411764705882353,0.3269230769230769,0.3269230769230769,0.9411764705882353,0.039473684210526314,1.0,0.6666666666666666,0.10526315789473684,0.375,1.0,0.09090909090909091,0.5,0.3333333333333333,0.3269230769230769,,,,,,,,,True,
200835,1610612765,Walter Herrmann,Walter Herrmann,200835,DET,12895.0,215,3.0,400,385,72,120,63,785,9.0,17.0,1.0,6.0,1.0,2.0,2.0,4.0,5.0,12,16.0,4.0,16,33,41.0,7.0,93,436,2.0,8.0,,13.0,4.0,6.0,10.0,2.0,25.0,22.0,10,2.0,,,8.0,10.0,3.0,2.0,3.0,22.0,4.0,6.0,,8.0,14,3.0,25,10.0,35,4.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,,6.0,2.0,1.0,10.0,13.0,,1.0,11.0,,2.0,10,2.0,6.0,,2.0,2.0,,,2.0,2.0,,,25.0,72,,,0.6875,0.7333333333333333,0.48484848484848486,0.25,0.6666666666666666,0.581081081081081,0.5416666666666666,0.71875,0.5961538461538461,0.5416666666666666,0.7352941176470589,0.5540540540540541,,,,17.68421052631579,0.5,0.25,,0.1044776119402985,0.03680981595092025,0.1951219512195122,0.10810810810810811,0.12571428571428572,0.05,0.04081632653061224,0.038461538461538464,0.03409090909090909,0.058823529411764705,0.15,0.10526315789473684,0.09090909090909091,0.10909090909090909,0.23076923076923078,0.13333333333333333,0.10810810810810811,1.0,0.22972972972972974,0.5294117647058824,0.5294117647058824,0.6666666666666666,0.05405405405405406,0.5,0.5,0.5,0.16216216216216217,0.4166666666666667,0.4166666666666667,0.8,0.21621621621621623,0.5,0.16666666666666666,,0.125,0.5,0.25,0.7837837837837838,0.5168364864864863,0.5527375,0.4436812500000001,0.07692307692307693,0.16216216216216217,0.13978494623655913,0.26881720430107525,7.918181818181817,24.060975609756092,0.18,16.0,2.0,,2.0,,2.0,,,,11.0,25.0,2.0,3.0,4.0,6.0,7.0,1.0,1.0,1.0,18.0,3.0,4.0,5.0,54.0,,7.0,,,1.0,0.43902439024390244,0.75,0.5,0.43902439024390244,,,0.33783783783783783,0.44,0.44,1.0,0.4375,0.4375,1.0,0.25,0.6666666666666666,1.0,0.08333333333333333,1.0,1.0,0.375,0.6666666666666666,0.25,0.4375,,,,,,,,,True,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,111977.0,1866,-70.0,3319,3313,760,866,460,6632,82.0,132.0,30.0,56.0,13.0,22.0,10.0,18.0,176.0,375,,,268,525,,60.0,596,3665,47.0,91.0,24.0,118.0,45.0,98.0,,24.0,114.0,464.0,72,52.0,,10.0,59.0,83.0,25.0,4.0,30.0,190.0,40.0,137.0,8.0,71.0,308,43.0,422,185.0,607,11.0,41.0,22.0,19.0,22.0,29.0,6.0,,3.0,51.0,7.0,10.0,122.0,191.0,14.0,11.0,110.0,24.0,11.0,86,15.0,39.0,12.0,48.0,32.0,6.0,10.0,50.0,32.0,2.0,3.0,114.0,760,15.0,12.0,0.8656716417910447,0.9586776859504132,0.5104761904761905,0.5164835164835165,0.45918367346938777,0.5104761904761905,0.5164835164835165,0.45918367346938777,0.5311942959001783,0.5784313725490197,0.5,,0.01904761904761905,0.06060606060606061,,15.759607944286818,0.43137254901960786,0.41346153846153844,0.08,0.2518397383483238,0.10155670867309118,0.20943952802359883,0.14035087719298245,0.24263764404609475,0.10832313341493269,0.10335195530726257,0.137546468401487,0.08725761772853186,0.13253012048192772,0.15126050420168066,0.23096446700507614,0.326007326007326,0.2302158273381295,0.24793388429752067,0.1134020618556701,0.044897959183673466,0.64,0.25142857142857145,0.6212121212121212,0.6612903225806451,0.6341463414634146,0.03428571428571429,0.5555555555555556,0.5555555555555556,0.8,0.7142857142857143,0.4693333333333333,0.4718498659517426,0.9772727272727273,,0.6153846153846154,0.5357142857142857,0.16666666666666666,0.22448979591836735,0.5909090909090909,,0.25142857142857145,0.4408619047619047,0.5027472972972974,0.43091836734693867,0.07103825136612021,0.07103825136612021,0.19798657718120805,0.1912751677852349,13.353142857142858,,0.22898463392588128,,24.0,13.0,11.0,6.0,16.0,3.0,,0.005333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,,,,True,
201167,1610612765,Arron Afflalo,Arron Afflalo,201167,DET,35039.0,584,-76.0,1032,1048,166,253,154,2080,15.0,31.0,3.0,9.0,2.0,4.0,,6.0,20.0,47,18.0,4.0,35,84,67.0,35.0,183,1169,7.0,16.0,3.0,32.0,3.0,7.0,15.0,18.0,39.0,40.0,30,6.0,,5.0,15.0,15.0,7.0,1.0,7.0,30.0,3.0,11.0,,8.0,29,3.0,40,14.0,54,3.0,8.0,7.0,1.0,5.0,11.0,2.0,,4.0,16.0,3.0,4.0,39.0,75.0,4.0,1.0,22.0,1.0,,40,2.0,10.0,6.0,5.0,4.0,1.0,,5.0,5.0,,,39.0,166,10.0,4.0,0.5714285714285714,0.625,0.4166666666666667,0.4375,0.42857142857142855,0.4900662251655629,0.6590909090909091,0.4772727272727273,0.536144578313253,0.6739130434782609,0.6333333333333333,0.44370860927152317,0.05952380952380952,0.0967741935483871,0.16666666666666666,14.979423868312757,0.3125,0.1,,0.07859078590785908,0.024830699774266364,0.08421052631578947,0.03333333333333333,0.07974137931034483,0.02626641651031895,0.044642857142857144,,0.02459016393442623,0.046511627906976744,0.02127659574468085,0.05660377358490566,0.11764705882352941,0.07303370786516854,0.07142857142857142,0.12,0.037037037037037035,1.0,0.2052980132450331,0.4838709677419355,0.5357142857142857,0.4,0.039735099337748346,,,,0.31125827814569534,0.425531914893617,0.43478260869565216,0.7,0.11920529801324503,0.4090909090909091,0.3333333333333333,,0.18181818181818182,0.5,0.18181818181818182,0.6490066225165563,0.5109807947019867,0.5381733333333333,0.5266681818181818,0.06875,0.10869565217391304,0.17486338797814208,0.21311475409836064,11.378571428571428,23.817910447761196,0.16085271317829458,18.0,,,,3.0,3.0,2.0,7.0,0.02127659574468085,21.0,49.0,3.0,4.0,4.0,11.0,5.0,2.0,2.0,1.0,26.0,5.0,6.0,5.0,75.0,3.0,5.0,2.0,,0.9615384615384616,0.3880597014925373,0.8333333333333334,0.3333333333333333,0.3880597014925373,0.029850746268656716,0.04081632653061224,0.32450331125827814,0.42857142857142855,0.44680851063829785,1.0,0.2777777777777778,0.2777777777777778,0.8,0.18181818181818182,0.75,1.0,0.09090909090909091,1.0,1.0,0.5,0.36363636363636365,0.25,0.2777777777777778,,,,,,1.0,0.014705882352941176,,True,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,88170.0,1470,-107.0,2617,2608,657,705,361,5225,77.0,114.0,17.0,23.0,13.0,22.0,50.0,128.0,66.0,164,24.0,4.0,193,406,76.0,76.0,561,2935,27.0,50.0,8.0,83.0,38.0,85.0,20.0,26.0,129.0,174.0,212,24.0,1.0,15.0,104.0,127.0,24.0,11.0,69.0,277.0,16.0,39.0,1.0,28.0,102,12.0,142,56.0,198,16.0,19.0,16.0,3.0,32.0,16.0,14.0,1.0,2.0,48.0,3.0,10.0,25.0,51.0,3.0,1.0,90.0,2.0,7.0,94,9.0,40.0,10.0,20.0,14.0,4.0,2.0,22.0,13.0,,,129.0,657,14.0,10.0,0.45077720207253885,0.48066298342541436,0.4753694581280788,0.54,0.4470588235294118,0.5031120331950207,0.5434782608695652,0.49047619047619045,0.5353728489483748,0.5763888888888888,0.5378151260504201,0.15767634854771784,0.03694581280788178,0.08771929824561403,0.03125,18.66623079437725,0.6666666666666666,0.1518987341772152,0.012987012987012988,0.10580912863070539,0.03672316384180791,0.10727969348659004,0.07239819004524888,0.10612244897959183,0.042868277474668745,0.050724637681159424,0.034934497816593885,0.03052064631956912,0.07751937984496124,0.06521739130434782,0.08517350157728706,0.04672897196261682,0.15011547344110854,0.07407407407407407,0.19444444444444445,0.06837606837606838,0.5909090909090909,0.23651452282157676,0.6754385964912281,0.7403846153846154,0.45454545454545453,0.26556016597510373,0.390625,0.4032258064516129,0.16,0.34024896265560167,0.4024390243902439,0.4049079754601227,0.6666666666666666,0.04979253112033195,0.3333333333333333,0.7391304347826086,0.11764705882352941,0.20952380952380953,0.5909090909090909,0.0380952380952381,0.3941908713692946,0.4616406444906444,0.5000058333333334,0.45494951923076926,0.07797270955165692,0.09153318077803203,0.14795008912655971,0.22994652406417113,10.150492610837437,24.446052631578947,0.25105082155139474,23.0,23.0,13.0,10.0,2.0,18.0,6.0,3.0,0.006097560975609756,26.0,52.0,4.0,11.0,7.0,16.0,7.0,3.0,8.0,2.0,33.0,7.0,19.0,9.0,93.0,6.0,7.0,,,0.9393939393939394,0.4342105263157895,0.3684210526315789,0.45,0.44,,,0.1078838174273859,0.5,0.5,0.9615384615384616,0.2916666666666667,0.2916666666666667,0.8571428571428571,0.15942028985507245,0.36363636363636365,0.75,0.11594202898550725,0.375,0.6666666666666666,0.1523809523809524,0.4375,0.5,0.30434782608695654,2.0,2.0,,,,,,,True,
947,1610612765,Allen Iverson,Allen Iverson,947,DET,40261.0,671,-49.0,1197,1194,292,372,147,2391,49.0,97.0,2.0,6.0,16.0,21.0,23.0,53.0,43.0,115,23.0,5.0,115,265,29.0,99.0,347,1290,12.0,24.0,10.0,40.0,38.0,68.0,6.0,22.0,101.0,54.0,176,2.0,1.0,18.0,76.0,98.0,30.0,3.0,43.0,218.0,3.0,7.0,,7.0,33,,40,10.0,50,1.0,25.0,18.0,7.0,35.0,17.0,14.0,1.0,3.0,52.0,5.0,11.0,14.0,25.0,1.0,2.0,117.0,1.0,6.0,128,10.0,60.0,9.0,2.0,2.0,,,2.0,2.0,,,101.0,292,2.0,8.0,0.23478260869565218,0.23684210526315788,0.4339622641509434,0.5,0.5588235294117647,0.4217687074829932,0.5,0.5337837837837838,0.4915014164305949,0.5405405405405406,0.5738636363636364,0.09863945578231292,0.06792452830188679,0.13402061855670103,0.05660377358490566,29.540481400437635,0.6730769230769231,,,0.07142857142857142,0.015021459227467811,0.06481481481481481,0.02631578947368421,0.07017543859649122,0.017241379310344827,0.0234375,,0.015873015873015872,0.028169014084507043,0.023255813953488372,0.07333333333333333,0.03773584905660377,0.08737864077669903,0.07692307692307693,0.03333333333333333,0.006578947368421052,1.0,0.3299319727891156,0.5051546391752577,0.5833333333333334,0.08163265306122448,0.18027210884353742,0.4339622641509434,0.46,0.08695652173913043,0.391156462585034,0.3739130434782609,0.3805309734513274,0.4883720930232558,0.0782312925170068,0.2,0.3333333333333333,,0.28378378378378377,0.7619047619047619,0.06756756756756757,0.42857142857142855,0.46946678082191773,0.47226190476190477,0.4430291666666667,0.1744186046511628,0.19047619047619047,0.11527377521613832,0.2910662824207493,9.884150943396227,26.458620689655174,0.24394319131161235,22.0,22.0,13.0,9.0,4.0,21.0,4.0,,0.017391304347826087,1.0,6.0,1.0,3.0,,1.0,5.0,1.0,3.0,1.0,6.0,2.0,6.0,1.0,15.0,3.0,5.0,,,0.8333333333333334,0.20689655172413793,0.3333333333333333,0.16666666666666666,0.21428571428571427,,,0.02040816326530612,0.16666666666666666,0.16666666666666666,,0.21739130434782608,0.21739130434782608,1.0,0.1,0.3333333333333333,,0.1,0.3333333333333333,1.0,0.013513513513513514,,0.2,0.22727272727272727,,,,,,,,,True,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,76980.0,1283,-76.0,2291,2275,527,578,322,4566,92.0,191.0,13.0,32.0,17.0,42.0,31.0,75.0,53.0,134,41.0,13.0,176,400,44.0,125.0,510,2529,23.0,52.0,15.0,67.0,35.0,80.0,13.0,33.0,112.0,110.0,242,16.0,2.0,46.0,158.0,195.0,40.0,13.0,105.0,427.0,10.0,33.0,,24.0,70,2.0,96,43.0,139,9.0,32.0,25.0,7.0,44.0,41.0,17.0,1.0,9.0,85.0,8.0,27.0,52.0,114.0,5.0,14.0,122.0,4.0,3.0,158,25.0,81.0,10.0,4.0,2.0,1.0,1.0,4.0,2.0,,,112.0,527,18.0,9.0,0.3125,0.3273809523809524,0.44,0.4423076923076923,0.4375,0.43355855855855857,0.4727272727272727,0.42473118279569894,0.49901960784313726,0.5234375,0.5045045045045045,0.0990990990990991,0.115,0.19895287958115182,0.09333333333333334,22.16417910447761,0.5176470588235295,0.02666666666666667,,0.08244994110718493,0.034736842105263156,0.09917355371900827,0.050505050505050504,0.08615948670944087,0.037456445993031356,0.06538461538461539,0.03076923076923077,0.020202020202020204,0.064,0.0273972602739726,0.06153846153846154,0.0784313725490196,0.0987012987012987,0.07692307692307693,0.1506849315068493,0.045,0.5,0.43018018018018017,0.4816753926701571,0.6013071895424836,0.30434782608695654,0.16891891891891891,0.41333333333333333,0.45588235294117646,0.12903225806451613,0.30180180180180183,0.39552238805970147,0.39849624060150374,0.4339622641509434,0.09234234234234234,0.5818181818181818,0.40625,0.23076923076923078,0.45161290322580644,0.40476190476190477,0.13978494623655913,0.5292792792792793,0.48234580498866225,0.5028970588235293,0.46606444444444434,0.162,0.17763157894736842,0.13137254901960785,0.2196078431372549,8.115,28.584090909090904,0.23003055434308162,39.0,37.0,16.0,21.0,13.0,27.0,3.0,1.0,0.007462686567164179,,3.0,,,,,11.0,2.0,3.0,3.0,11.0,2.0,3.0,3.0,24.0,9.0,11.0,,,0.7272727272727273,0.25,0.6666666666666666,0.23076923076923078,0.2619047619047619,,,0.006756756756756757,,,,0.2682926829268293,0.2682926829268293,0.7272727272727273,,,,0.05454545454545454,0.6666666666666666,1.0,,,0.23076923076923078,0.28205128205128205,,,,,,,,,True,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,1376.0,23,-1.0,45,45,5,37,7,90,,,,,,,,,1.0,2,3.0,,1,2,4.0,1.0,6,51,,,,,,1.0,,,,,2,,,,1.0,3.0,1.0,,,8.0,1.0,,,,4,,4,1.0,5,,1.0,1.0,,1.0,1.0,,,,2.0,1.0,,,,,,,,,1,,,,1.0,1.0,,,1.0,1.0,,,,5,,,,,0.5,,,0.4166666666666667,,,0.4166666666666667,,,0.6666666666666666,,,,15.094339622641508,0.5,,,0.26666666666666666,,,0.2,0.2,0.043478260869565216,,,,,0.25,0.125,,0.5,,,,1.0,,,,,,,,,0.3333333333333333,0.5,0.5,,0.5,,,,,,,0.6666666666666666,0.48658333333333337,,0.4112,,,,,19.85,25.799999999999997,0.1111111111111111,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,3.0,1.0,,,,0.25,,,0.25,,,0.16666666666666666,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,,,,,,,True,
