EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,FG3A,NonHeaveArc3FGA,FG3APct,Arc3Frequency,Avg3ptShotDistance,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,Clear Path Fouls,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,FTOffRebounds,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,PtsUnassisted3s,Fg3aBlocked,Travels,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,3SecondViolations,BlockedCorner3,on,OffensiveGoaltends,Corner3PctBlocked
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,19858.0,331,-37,609,596,233.0,189.0,79,1205,46.0,57.0,15.0,21.0,11.0,16.0,10.0,15.0,2.0,10.0,58.0,82.0,23.0,139.0,695,17.0,23.0,4.0,38.0,14.0,23.0,6.0,34.0,86.0,30.0,24.0,4.0,2.0,1.0,3.0,1.0,2.0,7.0,8.0,32.0,11.0,24.0,1.0,36.0,40.0,76.0,1.0,5.0,4.0,1.0,4.0,2.0,8.0,1.0,2.0,12.0,1.0,5.0,21.0,38.0,4.0,7.0,30.0,1.0,42.0,8.0,23.0,2.0,10.0,8.0,2.0,10.0,2.0,1.0,34.0,233.0,4.0,1.0,0.7413793103448276,0.9347826086956522,0.7073170731707317,0.7391304347826086,0.6086956521739131,0.7073170731707317,0.7391304347826086,0.6086956521739131,0.702020202020202,0.6785714285714286,0.6296296296296297,0.04878048780487805,0.07017543859649122,15.857142857142858,0.3333333333333333,0.058823529411764705,0.11214953271028037,0.14953271028037382,0.16923076923076924,0.12121212121212122,0.12544802867383512,0.14285714285714285,0.16666666666666666,0.1724137931034483,0.125,0.11627906976744186,0.13043478260869565,0.08333333333333333,0.15254237288135594,0.10526315789473684,0.20754716981132076,0.05,0.2,0.6951219512195121,0.8070175438596491,0.8679245283018868,0.7391304347826086,0.18292682926829268,0.6666666666666666,0.6666666666666666,0.7,0.12195121951219512,0.2,0.2,1.0,0.9130434782608695,0.7142857142857143,0.2,0.6956521739130435,0.6875,0.6951219512195121,0.537940243902439,0.5300941176470588,0.5299434782608695,0.23711340206185566,0.23711340206185566,0.2733812949640288,0.2446043165467626,3.879268292682927,0.3825944170771757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101165,1610612765,Alex Acker,Alex Acker,101165,DET,212.0,4,-4,6,6,,,1,12,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.53985,,,,,,,,,1.0,1.0,1.0,1.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101198,1610612765,Will Bynum,Will Bynum,101198,DET,11091.0,185,17,335,331,135.0,100.0,48,666,16.0,32.0,1.0,3.0,4.0,9.0,6.0,17.0,8.0,19.0,30.0,68.0,42.0,105.0,354,2.0,6.0,5.0,9.0,8.0,22.0,25.0,44.0,4.0,56.0,,8.0,17.0,16.0,33.0,9.0,6.0,82.0,3.0,2.0,4.0,7.0,,11.0,5.0,16.0,2.0,8.0,5.0,3.0,12.0,7.0,5.0,1.0,5.0,17.0,,7.0,5.0,19.0,,1.0,32.0,2.0,51.0,3.0,18.0,9.0,,,,,,,44.0,135.0,3.0,9.0,0.06666666666666667,0.06666666666666667,0.4411764705882353,0.3333333333333333,0.36363636363636365,0.4144736842105263,0.3333333333333333,0.3392857142857143,0.525,0.5,0.5365853658536586,0.11764705882352941,0.21875,30.077120822622106,0.7058823529411765,,0.05426356589147287,0.017241379310344827,0.0975609756097561,0.06818181818181818,0.06470588235294118,0.03125,,0.06060606060606061,,0.058823529411764705,0.1,0.05405405405405406,0.02702702702702703,0.07272727272727272,0.11428571428571428,0.0625,,0.42105263157894735,0.5,0.64,,0.2236842105263158,0.35294117647058826,0.375,0.16666666666666666,0.25,0.42105263157894735,0.42105263157894735,0.125,0.5,0.3333333333333333,,0.32142857142857145,0.4444444444444444,0.5263157894736842,0.4930013698630138,0.53695,0.446901923076923,0.1978021978021978,0.21686746987951808,0.08571428571428572,0.41904761904761906,7.454411764705882,0.40298507462686567,8.0,8.0,6.0,0.10526315789473684,0.10526315789473684,35.8125,1.0,1.0,6.0,1.0,1.0,6.0,3.0,2.0,1.0,7.0,2.0,9.0,3.0,1.0,1.0,1.0,0.125,0.16666666666666666,0.16666666666666666,0.058823529411764705,0.125,0.125,1.0,0.21428571428571427,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200835,1610612765,Walter Herrmann,Walter Herrmann,200835,DET,9868.0,164,-5,308,307,98.0,106.0,42,615,5.0,10.0,,1.0,1.0,4.0,,1.0,,3.0,5.0,14.0,2.0,51.0,353,,1.0,1.0,10.0,1.0,5.0,,11.0,10.0,,,2.0,2.0,2.0,4.0,2.0,1.0,10.0,4.0,4.0,2.0,8.0,8.0,18.0,9.0,27.0,1.0,,,,2.0,,5.0,1.0,2.0,7.0,2.0,1.0,8.0,16.0,1.0,1.0,8.0,2.0,3.0,1.0,2.0,,,,,,,,11.0,98.0,2.0,,1.0,1.0,0.35714285714285715,,0.2,0.5975609756097561,1.125,0.4583333333333333,0.6071428571428571,1.0,0.4583333333333333,0.14285714285714285,0.2,13.802816901408452,0.2857142857142857,0.5714285714285714,0.06956521739130435,0.0392156862745098,0.05555555555555555,0.08888888888888889,0.06622516556291391,0.05442176870748299,0.02631578947368421,0.045454545454545456,0.047619047619047616,0.037037037037037035,0.16666666666666666,0.02857142857142857,0.11764705882352941,0.06521739130434782,0.06666666666666667,0.05,,0.24390243902439024,0.5,0.625,1.0,0.024390243902439025,,,,0.07317073170731707,,,,0.25,,,0.3333333333333333,0.25,0.9024390243902439,0.5481337500000001,0.5338166666666666,0.5184681818181818,0.047619047619047616,0.13333333333333333,0.19607843137254902,0.21568627450980393,5.3500000000000005,0.3181818181818182,8.0,27.0,7.0,0.6585365853658537,0.1951219512195122,24.692592592592593,5.0,3.0,5.0,13.0,3.0,7.0,39.0,1.0,5.0,,,1.0,1.0,,3.0,1.0,0.48148148148148145,0.42857142857142855,0.5,,0.625,0.625,1.0,0.4166666666666667,0.6,0.7142857142857143,8.0,19.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.1,0.4634146341463415,0.42105263157894735,0.42105263157894735,1.0,0.25,1.0,1.0,0.5,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,True,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,127357.0,2123,84,3886,3861,1039.0,939.0,445,7747,39.0,65.0,14.0,24.0,7.0,13.0,73.0,143.0,77.0,193.0,189.0,401.0,78.0,795.0,4111,25.0,48.0,5.0,88.0,33.0,76.0,27.0,159.0,232.0,146.0,22.0,10.0,80.0,11.0,91.0,7.0,46.0,193.0,13.0,40.0,85.0,318.0,31.0,434.0,56.0,490.0,6.0,62.0,41.0,21.0,27.0,16.0,32.0,7.0,11.0,59.0,3.0,12.0,132.0,197.0,2.0,11.0,84.0,14.0,101.0,6.0,43.0,8.0,86.0,66.0,20.0,86.0,53.0,,159.0,1039.0,13.0,8.0,0.6137566137566137,0.651685393258427,0.4713216957605985,0.5208333333333334,0.4342105263157895,0.4979166666666667,0.532051282051282,0.39759036144578314,0.5169934640522876,0.5365853658536586,0.4368131868131868,0.02493765586034913,0.09230769230769231,18.70177031320926,0.4576271186440678,0.2719298245614035,0.2184065934065934,0.027303754266211604,0.20432692307692307,0.0325,0.2152777777777778,0.028418230563002682,0.022613065326633167,0.02881844380403458,0.029166666666666667,0.022058823529411766,0.0546875,0.2,0.2549019607843137,0.21076233183856502,0.189873417721519,0.015,0.6162790697674418,0.09027777777777778,0.6,0.6610169491525424,0.6666666666666666,0.1986111111111111,0.5104895104895105,0.5214285714285715,0.547945205479452,0.26805555555555555,0.39896373056994816,0.4010416666666667,0.6493506493506493,0.3076923076923077,0.5833333333333334,0.2857142857142857,0.0783132530120482,0.5384615384615384,0.5333333333333333,0.46005869262865096,0.4884038461538461,0.4513596969696971,0.05680317040951123,0.09817351598173515,0.11069182389937107,0.2,12.13266832917706,0.2673700463201235,276.0,319.0,275.0,0.44305555555555554,0.38333333333333336,25.731347962382443,101.0,19.0,73.0,113.0,22.0,90.0,336.0,1.0,101.0,4.0,17.0,17.0,9.0,,4.0,0.9911504424778761,0.3542319749216301,0.24444444444444444,0.3553459119496855,0.02097902097902098,0.36594202898550726,0.36727272727272725,0.9900990099009901,0.4397590361445783,0.2602739726027397,0.36727272727272725,12.0,43.0,1.0,6.0,17.0,10.0,24.0,11.0,30.0,3.0,1.0,0.36666666666666664,0.02830188679245283,0.059722222222222225,0.27906976744186046,0.27906976744186046,1.0,0.07692307692307693,0.16666666666666666,1.0,0.3076923076923077,0.4166666666666667,0.9,0.10240963855421686,3.0,3.0,1.0,3.0,5.0,0.003134796238244514,0.0051813471502590676,0.0036231884057971015,0.25,0.17647058823529413,,,,,,,,,,True,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,87074.0,1451,33,2680,2665,758.0,723.0,304,5345,75.0,116.0,12.0,19.0,26.0,40.0,45.0,96.0,130.0,310.0,250.0,522.0,146.0,766.0,2832,33.0,59.0,8.0,92.0,67.0,144.0,90.0,257.0,340.0,160.0,12.0,32.0,129.0,34.0,163.0,22.0,46.0,360.0,7.0,24.0,17.0,75.0,1.0,93.0,31.0,124.0,7.0,25.0,17.0,8.0,37.0,29.0,38.0,2.0,8.0,75.0,4.0,27.0,33.0,116.0,3.0,17.0,117.0,,163.0,5.0,43.0,32.0,3.0,3.0,,4.0,3.0,,257.0,758.0,17.0,31.0,0.68,0.6967213114754098,0.4789272030651341,0.559322033898305,0.4652777777777778,0.49050632911392406,0.5833333333333334,0.48265895953757226,0.5356125356125356,0.6052631578947368,0.5879629629629629,0.06130268199233716,0.14655172413793102,25.60131795716639,0.49333333333333335,0.012658227848101266,0.07692307692307693,0.023552502453385672,0.05862068965517241,0.02527075812274368,0.07272727272727272,0.023919753086419752,0.040740740740740744,0.03111111111111111,0.011450381679389313,0.0273224043715847,0.02127659574468085,0.07903780068728522,0.06278026905829596,0.0824295010845987,0.06666666666666667,0.02280130293159609,0.75,0.18354430379746836,0.646551724137931,0.7575757575757576,0.68,0.1518987341772152,0.46875,0.5056179775280899,0.4888888888888889,0.49050632911392406,0.41935483870967744,0.4304635761589404,0.7461538461538462,0.2638888888888889,0.631578947368421,0.3333333333333333,0.23121387283236994,0.65,0.3575949367088608,0.46776629746835446,0.4693556603773585,0.46023063583815027,0.06417910447761194,0.07678571428571429,0.12010443864229765,0.33550913838120106,12.436781609195405,0.2828358208955224,50.0,110.0,50.0,0.17405063291139242,0.07911392405063292,24.38636363636364,17.0,3.0,12.0,40.0,11.0,29.0,117.0,,17.0,12.0,21.0,62.0,13.0,,9.0,0.975,0.36363636363636365,0.3793103448275862,0.36363636363636365,0.07291666666666667,0.34,0.34,1.0,0.06936416184971098,0.25,0.34,23.0,60.0,5.0,7.0,17.0,1.0,6.0,6.0,13.0,,2.0,0.46153846153846156,,0.0949367088607595,0.38333333333333336,0.38333333333333336,0.9565217391304348,0.09722222222222222,0.7142857142857143,0.8,0.08333333333333333,0.16666666666666666,1.0,0.09826589595375723,8.0,3.0,,2.0,18.0,,0.025806451612903226,,0.03076923076923077,0.47058823529411764,1.0,1.0,,,,,,,,True,,
201167,1610612765,Arron Afflalo,Arron Afflalo,201167,DET,22272.0,371,38,709,716,276.0,233.0,78,1425,20.0,28.0,3.0,6.0,6.0,9.0,1.0,3.0,10.0,24.0,31.0,55.0,19.0,99.0,778,3.0,6.0,5.0,14.0,11.0,23.0,10.0,44.0,32.0,30.0,6.0,3.0,12.0,4.0,16.0,2.0,6.0,36.0,2.0,9.0,12.0,17.0,5.0,34.0,11.0,45.0,1.0,9.0,8.0,1.0,4.0,2.0,8.0,1.0,2.0,12.0,,7.0,21.0,44.0,,2.0,19.0,,25.0,4.0,9.0,3.0,5.0,2.0,1.0,5.0,1.0,,44.0,276.0,5.0,3.0,0.5161290322580645,0.5714285714285714,0.5636363636363636,0.5,0.4782608695652174,0.5194805194805194,0.45,0.4857142857142857,0.5697674418604651,0.5384615384615384,0.55,0.05454545454545454,0.07142857142857142,12.265331664580726,0.3333333333333333,0.19230769230769232,0.06719367588932806,0.039473684210526314,0.13636363636363635,0.02702702702702703,0.08504398826979472,0.03642384105960265,0.10714285714285714,0.017241379310344827,0.017543859649122806,0.038461538461538464,,0.04225352112676056,0.1,0.0625,0.125,0.03125,0.2,0.36363636363636365,0.7142857142857143,0.7692307692307693,0.45,0.03896103896103896,0.3333333333333333,0.3333333333333333,1.0,0.3116883116883117,0.4166666666666667,0.43478260869565216,0.6,0.6,0.5,,0.2571428571428571,0.6666666666666666,0.6493506493506493,0.5077493421052632,0.5609399999999999,0.4782132352941177,0.13253012048192772,0.15,0.1414141414141414,0.4444444444444444,8.916363636363638,0.38928067700987307,7.0,22.0,6.0,0.2857142857142857,0.09090909090909091,24.936363636363637,1.0,,4.0,6.0,4.0,12.0,15.0,1.0,1.0,2.0,3.0,3.0,1.0,,1.0,0.8333333333333334,0.2727272727272727,0.3333333333333333,0.2857142857142857,,0.14285714285714285,0.14285714285714285,,0.11428571428571428,,0.16666666666666666,5.0,15.0,,2.0,8.0,1.0,2.0,1.0,4.0,,,0.25,,0.19480519480519481,0.3333333333333333,0.3333333333333333,1.0,0.2,,,0.2,0.5,,0.22857142857142856,4.0,3.0,,2.0,1.0,,0.041666666666666664,,0.1875,0.5,,,1.0,2.0,2.0,0.08695652173913043,,,,True,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,108277.0,1805,70,3310,3284,858.0,786.0,374,6594,84.0,137.0,13.0,26.0,16.0,30.0,56.0,146.0,72.0,208.0,212.0,491.0,101.0,618.0,3475,21.0,51.0,14.0,65.0,44.0,105.0,44.0,165.0,204.0,220.0,22.0,17.0,106.0,47.0,153.0,41.0,26.0,353.0,23.0,58.0,45.0,163.0,19.0,227.0,83.0,310.0,23.0,30.0,23.0,7.0,32.0,16.0,25.0,7.0,16.0,57.0,6.0,15.0,33.0,66.0,6.0,4.0,114.0,5.0,130.0,12.0,53.0,16.0,22.0,15.0,6.0,27.0,13.0,,165.0,858.0,15.0,13.0,0.4811320754716981,0.5074626865671642,0.4317718940936864,0.4117647058823529,0.41904761904761906,0.45034843205574915,0.4396551724137931,0.4548872180451128,0.4889064976228209,0.5,0.5125,0.034623217922606926,0.08759124087591241,18.324886636436382,0.5614035087719298,0.2087912087912088,0.13092369477911647,0.045813586097946286,0.12968299711815562,0.06865671641791045,0.1306532663316583,0.05059337913803873,0.05934718100890208,0.04560260586319218,0.03858520900321544,0.07048458149779736,0.06481481481481481,0.10597826086956522,0.10101010101010101,0.16206896551724137,0.11610486891385768,0.07516339869281045,0.48148148148148145,0.23867595818815332,0.6131386861313869,0.672,0.47619047619047616,0.25435540069686413,0.3835616438356164,0.39436619718309857,0.23214285714285715,0.3623693379790941,0.34615384615384615,0.34782608695652173,0.6805555555555556,0.4482758620689655,0.5,0.07692307692307693,0.22556390977443608,0.5333333333333333,0.3832752613240418,0.46424179755671907,0.49604705882352934,0.45693901515151514,0.08617886178861789,0.09962406015037593,0.10517799352750809,0.2669902912621359,10.427291242362523,0.259214501510574,26.0,83.0,25.0,0.1445993031358885,0.04529616724738676,24.46987951807229,7.0,2.0,10.0,31.0,11.0,28.0,87.0,1.0,7.0,6.0,22.0,58.0,6.0,,10.0,0.9354838709677419,0.37349397590361444,0.39285714285714285,0.3780487804878049,0.0273972602739726,0.2692307692307692,0.2692307692307692,0.8571428571428571,0.07518796992481203,0.2,0.28,24.0,57.0,1.0,3.0,18.0,2.0,4.0,3.0,7.0,2.0,1.0,0.42857142857142855,0.023809523809523808,0.09930313588850175,0.42105263157894735,0.42105263157894735,0.9583333333333334,0.05172413793103448,0.3333333333333333,,0.06896551724137931,0.5,0.5,0.13533834586466165,9.0,6.0,,4.0,4.0,,0.004807692307692308,,0.175,0.5,5.0,5.0,,,1.0,,,,,True,,
947,1610612765,Allen Iverson,Allen Iverson,947,DET,80321.0,1339,38,2454,2433,588.0,533.0,251,4887,89.0,164.0,4.0,9.0,25.0,37.0,37.0,96.0,86.0,194.0,212.0,454.0,171.0,646.0,2544,21.0,44.0,18.0,69.0,50.0,99.0,66.0,178.0,108.0,316.0,2.0,32.0,133.0,53.0,186.0,28.0,56.0,425.0,6.0,12.0,21.0,70.0,1.0,92.0,18.0,110.0,3.0,62.0,40.0,22.0,46.0,32.0,34.0,5.0,14.0,80.0,10.0,21.0,17.0,52.0,1.0,8.0,201.0,1.0,213.0,20.0,89.0,27.0,3.0,1.0,2.0,3.0,1.0,1.0,178.0,588.0,3.0,27.0,0.25471698113207547,0.2559241706161137,0.4669603524229075,0.4772727272727273,0.5050505050505051,0.47310756972111556,0.51,0.5,0.540133779264214,0.5847457627118644,0.5855263157894737,0.07048458149779736,0.12804878048780488,24.762600438276113,0.575,0.014705882352941176,0.07494646680942184,0.01288936627282492,0.08641975308641975,0.024390243902439025,0.07731520815632965,0.015293118096856415,0.028112449799196786,,0.010964912280701754,0.023529411764705882,0.02631578947368421,0.07518796992481203,0.06611570247933884,0.07981220657276995,0.0893854748603352,0.012875536480686695,0.3333333333333333,0.32669322709163345,0.5426829268292683,0.6223776223776224,0.11235955056179775,0.19123505976095617,0.3854166666666667,0.4065934065934066,0.10810810810810811,0.38645418326693226,0.44329896907216493,0.4574468085106383,0.46511627906976744,0.18,0.4444444444444444,,0.33035714285714285,0.6756756756756757,0.42231075697211157,0.48018602794411175,0.4696414634146341,0.4575626126126125,0.15586690017513136,0.1701720841300191,0.10681114551083591,0.2755417956656347,9.92466960352423,0.2396088019559902,39.0,48.0,39.0,0.09561752988047809,0.07768924302788845,25.412499999999998,14.0,4.0,11.0,17.0,4.0,13.0,48.0,,14.0,25.0,20.0,57.0,15.0,,16.0,0.9411764705882353,0.3541666666666667,0.3076923076923077,0.3541666666666667,0.052083333333333336,0.358974358974359,0.3684210526315789,1.0,0.09821428571428571,0.36363636363636365,0.358974358974359,3.0,9.0,1.0,2.0,2.0,2.0,4.0,3.0,6.0,,1.0,0.5,,0.017928286852589643,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.04,0.5,,0.08,0.5,1.0,0.017857142857142856,,3.0,1.0,3.0,1.0,0.020833333333333332,0.030927835051546393,0.02564102564102564,0.078125,,,,,,,,,,,True,,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,81838.0,1364,92,2484,2467,586.0,512.0,275,4951,114.0,226.0,13.0,28.0,21.0,52.0,25.0,64.0,57.0,139.0,196.0,429.0,121.0,558.0,2601,20.0,48.0,17.0,63.0,36.0,88.0,49.0,127.0,98.0,294.0,14.0,45.0,160.0,42.0,202.0,29.0,54.0,446.0,9.0,29.0,26.0,83.0,2.0,111.0,38.0,149.0,10.0,45.0,30.0,15.0,33.0,19.0,51.0,2.0,14.0,84.0,6.0,24.0,53.0,128.0,3.0,19.0,131.0,3.0,146.0,22.0,72.0,12.0,7.0,3.0,1.0,7.0,3.0,,127.0,586.0,17.0,11.0,0.25,0.25925925925925924,0.4568764568764569,0.4166666666666667,0.4090909090909091,0.4648936170212766,0.45098039215686275,0.39,0.5244360902255639,0.525,0.508,0.1048951048951049,0.16371681415929204,21.906116642958747,0.39285714285714285,0.02666666666666667,0.0881104033970276,0.030494216614090432,0.09386281588447654,0.036585365853658534,0.08941755537325677,0.031746031746031744,0.0498220640569395,0.02727272727272727,0.02,0.047619047619047616,0.01282051282051282,0.07241379310344828,0.0815450643776824,0.1026252983293556,0.0825242718446602,0.04830917874396135,0.42857142857142855,0.4808510638297872,0.504424778761062,0.6031746031746031,0.21052631578947367,0.13617021276595745,0.390625,0.43859649122807015,0.12,0.2957446808510638,0.41007194244604317,0.41304347826086957,0.38596491228070173,0.5490196078431373,0.4642857142857143,0.07692307692307693,0.52,0.40384615384615385,0.5680851063829787,0.501618347639485,0.4930466666666667,0.500433505154639,0.13846153846153847,0.15031315240083507,0.11290322580645161,0.22759856630824374,7.694871794871796,0.2359098228663446,38.0,41.0,35.0,0.08723404255319149,0.08085106382978724,28.900000000000002,15.0,2.0,12.0,15.0,2.0,12.0,33.0,3.0,15.0,13.0,14.0,92.0,19.0,,7.0,0.7333333333333333,0.36585365853658536,0.16666666666666666,0.39473684210526316,0.109375,0.39473684210526316,0.39473684210526316,0.7333333333333333,0.12,0.16666666666666666,0.42857142857142855,,3.0,,,,2.0,3.0,2.0,3.0,,,0.6666666666666666,,0.006382978723404255,,,,,,,0.058823529411764705,0.6666666666666666,1.0,,,12.0,,5.0,,,0.007194244604316547,,0.1267605633802817,,,,,,3.0,,,,,True,,
