EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,OffThreePtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Fg3aBlocked,ShortMidRangeAssists,Travels,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,BlockedArc3,BlockedLongMidRange,Corner3PctBlocked,OffFTReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,DefensiveGoaltends,3SecondViolations,HeaveAttempts,OffensiveGoaltends,on
101214,1610612739,Jawad Williams,Jawad Williams,101214,CLE,197.0,3,7,7,8,4,7,1,15,2,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,4,12.5,1.0,0.5,0.5,0.5,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1887,1610612739,Wally Szczerbiak,Wally Szczerbiak,1887,CLE,29765.0,496,119,935,933,308,296,97,1868,949,4.0,9.0,64,13.0,8.0,14.0,7.0,23.0,1.0,308,16.236867239732568,0.6086956521739131,0.02962962962962963,0.022388059701492536,0.011111111111111112,0.32941176470588235,8.0,14.0,1.0,2.0,1.0,2.0,2.0,8.0,23.0,48.0,13.0,26.0,1.0,2.0,3.0,9.0,10.0,37.0,1.0,3.0,2.0,15.0,33.0,70.0,23.0,63.0,28.0,163.0,1.0,7.0,2.0,5.0,8.0,12.0,21.0,5.0,24.0,11.0,50.0,40.0,26.0,63.0,6.0,2.0,37.0,10.0,3.0,18.0,9.0,27.0,7.0,2.0,6.0,12.0,63.0,5.0,15.0,30.0,10.0,55.0,5.0,1.0,9.0,7.0,2.0,4.0,19.0,53.0,1.0,6.0,6.0,22.0,3.0,4.0,34.0,6.0,9.0,5.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,50.0,10.0,5.0,0.6060606060606061,0.625,0.9130434782608695,0.36507936507936506,0.4,0.20833333333333334,0.36507936507936506,0.4714285714285714,0.14285714285714285,0.5714285714285714,0.5075187969924813,0.3333333333333333,0.43333333333333335,0.5374149659863946,0.3333333333333333,0.4807692307692308,0.47368421052631576,0.04285714285714286,0.14285714285714285,0.125,0.3125,0.08928571428571429,0.018726591760299626,0.13392857142857142,0.10044642857142858,0.014084507042253521,0.03225806451612903,0.014925373134328358,0.06666666666666667,0.078125,0.1111111111111111,0.0847457627118644,0.12987012987012986,0.14285714285714285,0.5,0.10526315789473684,0.5714285714285714,0.6666666666666666,0.625,0.06015037593984962,0.25,0.2857142857142857,0.5,0.3609022556390977,0.4791666666666667,0.4791666666666667,0.6086956521739131,0.19548872180451127,0.5,0.5,1.0,0.2781954887218045,0.2702702702702703,0.2702702702702703,0.8,0.16666666666666666,0.5,0.16666666666666666,0.5,1.0,0.25,0.3333333333333333,1.0,0.044444444444444446,0.5,0.2,0.3333333333333333,0.3333333333333333,0.13333333333333333,0.5789473684210527,0.2702702702702703,0.5022627819548872,0.550975,0.502461111111111,0.06338028169014084,0.11392405063291139,0.049079754601226995,0.3067484662576687,14.237142857142857,24.560317460317467,,,,,,,,,,,,,,,,,,,,,,,,,True
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,33081.0,551,167,1053,1033,393,345,110,2086,1020,2.0,5.0,40,12.0,7.0,9.0,3.0,20.0,2.0,393,15.677966101694913,0.45,0.013333333333333334,0.011682242990654205,0.010526315789473684,0.3732193732193732,6.0,12.0,1.0,2.0,3.0,5.0,5.0,13.0,19.0,42.0,23.0,48.0,3.0,3.0,11.0,16.0,12.0,43.0,,3.0,3.0,13.0,30.0,67.0,35.0,91.0,19.0,184.0,2.0,3.0,3.0,6.0,13.0,8.0,22.0,14.0,29.0,12.0,70.0,28.0,32.0,99.0,6.0,2.0,43.0,12.0,7.0,22.0,11.0,33.0,5.0,6.0,15.0,6.0,77.0,3.0,9.0,26.0,,35.0,5.0,2.0,11.0,6.0,1.0,7.0,32.0,51.0,,2.0,3.0,17.0,,4.0,20.0,3.0,3.0,2.0,5.0,,3.0,,2.0,5.0,2.0,,70.0,3.0,2.0,0.4666666666666667,0.4827586206896552,0.9428571428571428,0.38461538461538464,0.5,0.4827586206896552,0.38461538461538464,0.44776119402985076,0.6666666666666666,0.36363636363636365,0.5221518987341772,0.7222222222222222,0.5686274509803921,0.5515151515151515,0.7222222222222222,0.6160714285714286,0.5759493670886076,0.1044776119402985,0.3333333333333333,0.07692307692307693,,0.06718346253229975,0.01079136690647482,0.06870229007633588,0.06756756756756757,0.0125,,0.014814814814814815,0.01818181818181818,0.07482993197278912,0.07142857142857142,0.057692307692307696,0.06329113924050633,0.07692307692307693,0.4,0.0759493670886076,0.5,0.75,0.5,0.08227848101265822,0.38461538461538464,0.4166666666666667,0.2,0.26582278481012656,0.4523809523809524,0.475,0.5263157894736842,0.3037974683544304,0.4791666666666667,0.4791666666666667,0.9565217391304348,0.2721518987341772,0.27906976744186046,0.2857142857142857,0.9166666666666666,0.2222222222222222,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,,,0.09803921568627451,0.6,0.3137254901960784,0.6875,0.2549019607843137,0.23076923076923078,0.6518987341772152,0.27906976744186046,0.5004208860759493,0.53875,0.4831441176470587,0.03680981595092025,0.04285714285714286,0.07065217391304347,0.3804347826086957,14.138805970149253,24.357142857142858,1.0,1.0,3.0,1.0,3.0,0.01098901098901099,0.047619047619047616,0.023255813953488372,0.03225806451612903,,,,,,,,,,,,,,,,True
2753,1610612739,Delonte West,Delonte West,2753,CLE,129105.0,2152,609,4005,3985,963,986,453,7990,3963,13.0,31.0,202,94.0,59.0,60.0,46.0,92.0,10.0,963,16.817479585080555,0.6521739130434783,0.025590551181102362,0.016292134831460674,0.027692307692307693,0.24044943820224718,90.0,147.0,12.0,18.0,25.0,31.0,34.0,90.0,70.0,159.0,42.0,107.0,4.0,9.0,4.0,25.0,49.0,121.0,8.0,21.0,12.0,30.0,194.0,396.0,91.0,228.0,90.0,751.0,18.0,36.0,12.0,30.0,79.0,43.0,75.0,16.0,55.0,37.0,171.0,104.0,284.0,252.0,21.0,12.0,121.0,49.0,29.0,181.0,45.0,226.0,23.0,22.0,100.0,61.0,497.0,16.0,29.0,137.0,5.0,171.0,35.0,8.0,32.0,14.0,4.0,21.0,52.0,125.0,1.0,1.0,8.0,92.0,1.0,6.0,108.0,2.0,46.0,14.0,9.0,4.0,4.0,2.0,2.0,13.0,8.0,4.0,171.0,20.0,12.0,0.26804123711340205,0.2765957446808511,0.9230769230769231,0.3991228070175439,0.4,0.2909090909090909,0.3991228070175439,0.4898989898989899,0.5,0.5733333333333334,0.5296474358974359,0.5454545454545454,0.5153846153846153,0.558955223880597,0.5652173913043478,0.5704697986577181,0.36538461538461536,0.07323232323232323,0.11564625850340136,0.1,0.04,0.09163879598662207,0.012578616352201259,0.061052631578947365,0.08426395939086294,0.008379888268156424,0.020477815699658702,0.011272141706924315,0.02185792349726776,0.08703703703703704,0.0943952802359882,0.09415584415584416,0.06432748538011696,0.05263157894736842,0.6153846153846154,0.23557692307692307,0.6122448979591837,0.6923076923076923,0.32222222222222224,0.14423076923076922,0.37777777777777777,0.41975308641975306,0.20588235294117646,0.2548076923076923,0.44025157232704404,0.44871794871794873,0.22857142857142856,0.17147435897435898,0.3925233644859813,0.39622641509433965,1.0,0.19391025641025642,0.4049586776859504,0.4049586776859504,0.8571428571428571,0.2727272727272727,0.6666666666666666,0.13636363636363635,0.4444444444444444,1.0,0.3181818181818182,0.38095238095238093,0.75,0.23846153846153847,0.8064516129032258,0.19230769230769232,0.16,0.23076923076923078,0.4,0.6009615384615384,0.4049586776859504,0.5209370192307693,0.524075,0.5142469230769228,0.0701219512195122,0.10747663551401869,0.1051930758988016,0.22769640479360853,9.902272727272727,24.39166666666666,1.0,20.0,6.0,,,0.0043859649122807015,0.018867924528301886,,,7.0,2.0,2.0,4.0,14.0,2.0,3.0,0.009345794392523364,0.016129032258064516,0.006644518272425249,0.16666666666666666,,,,,True
953,1610612739,Lorenzen Wright,Lorenzen Wright,953,CLE,2919.0,49,20,99,93,42,36,6,192,84,,2.0,12,2.0,1.0,3.0,2.0,5.0,,42,19.047619047619047,0.6,,0.06896551724137931,,0.42424242424242425,2.0,3.0,,,,1.0,,5.0,2.0,6.0,,,,,,,,,,,,,4.0,14.0,,,,8.0,,1.0,,,,1.0,6.0,,,,2.0,6.0,2.0,,,,,,3.0,1.0,,1.0,,,1.0,,2.0,2.0,4.0,6.0,,10.0,1.0,,2.0,1.0,,1.0,5.0,9.0,,1.0,2.0,1.0,1.0,,2.0,,,1.0,3.0,,1.0,,2.0,3.0,2.0,,2.0,1.0,1.0,0.75,0.75,,,,,,0.2857142857142857,,0.16666666666666666,0.2857142857142857,,0.16666666666666666,0.26666666666666666,,0.14285714285714285,,0.21428571428571427,0.3333333333333333,0.4,,0.2,0.08333333333333333,0.3333333333333333,0.23809523809523808,0.5,0.1111111111111111,,,0.18181818181818182,0.5,0.07692307692307693,0.2857142857142857,0.4,0.6666666666666666,0.21428571428571427,0.6666666666666666,1.0,0.5,0.35714285714285715,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,0.21428571428571427,,0.41477142857142857,0.4904,0.3579833333333333,,,,0.25,10.642857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,True
200814,1610612739,Tarence Kinsey,Tarence Kinsey,200814,CLE,1395.0,23,7,51,48,33,33,4,99,44,,,4,,,1.0,,1.0,,33,12.727272727272727,1.0,,,,0.6470588235294118,,,,,,,,,,3.0,,,,,,,,1.0,,,,1.0,,3.0,,1.0,4.0,4.0,,,,,,,2.0,,1.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,2.0,2.0,,4.0,,,,1.0,,1.0,1.0,2.0,,,,3.0,,,4.0,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.3333333333333333,,0.25,0.25,,,,,0.18181818181818182,,0.18181818181818182,0.18181818181818182,,,,,,,0.4,0.2857142857142857,,,,,,,,,,,0.75,,,,,,,,0.25,,,,,,,,,,,,,,,,0.3333333333333333,,0.25,,0.430075,,0.4226666666666666,0.3333333333333333,0.4,,0.5,20.333333333333332,25.2,,,,,,,,,,,,,,,,,,,,,,,,,True
201581,1610612739,JJ Hickson,JJ Hickson,201581,CLE,9837.0,164,53,315,320,146,142,20,635,296,1.0,8.0,34,2.0,1.0,7.0,4.0,12.0,1.0,146,20.298507462686565,0.5833333333333334,0.030303030303030304,0.0660377358490566,0.043478260869565216,0.4634920634920635,26.0,30.0,5.0,7.0,13.0,14.0,2.0,7.0,3.0,8.0,,,,,,,,,,,,,31.0,45.0,,,18.0,80.0,5.0,7.0,,,13.0,15.0,21.0,,,13.0,43.0,50.0,12.0,,,6.0,,,2.0,,,,,,,,,6.0,11.0,15.0,,26.0,1.0,,5.0,3.0,,6.0,9.0,22.0,,2.0,1.0,18.0,2.0,,28.0,,12.0,5.0,10.0,,9.0,,1.0,10.0,9.0,1.0,43.0,4.0,5.0,0.8064516129032258,0.8928571428571429,,,,,,0.6888888888888889,0.7142857142857143,0.7142857142857143,0.6888888888888889,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7222222222222222,0.7166666666666667,,0.044444444444444446,0.06666666666666667,,,0.13274336283185842,0.0821917808219178,0.19642857142857142,0.15384615384615385,0.1875,0.047619047619047616,0.05555555555555555,,0.1111111111111111,0.16666666666666666,0.13636363636363635,0.21951219512195122,0.13333333333333333,0.9,0.6666666666666666,0.8666666666666667,0.9285714285714286,0.7692307692307693,0.15555555555555556,0.2857142857142857,0.2857142857142857,1.0,0.17777777777777778,0.375,0.375,1.0,,,,,,,,,1.0,0.7142857142857143,,,,,,,0.6666666666666666,0.9285714285714286,,,,,0.6666666666666666,,0.5609666666666666,0.6104,0.5798190476190477,0.23529411764705882,0.23529411764705882,0.1625,0.5375,4.7333333333333325,,,,3.0,,,,,,,3.0,1.0,,,6.0,,,,0.06666666666666667,,0.2,1.0,1.0,,,True
1112,1610612739,Ben Wallace,Ben Wallace,1112,CLE,51269.0,854,274,1560,1568,263,269,193,3128,1530,23.0,95.0,244,30.0,18.0,9.0,5.0,22.0,3.0,263,8.944444444444445,0.4090909090909091,0.11165048543689321,0.128099173553719,0.11904761904761904,0.1685897435897436,48.0,87.0,16.0,33.0,5.0,12.0,4.0,18.0,2.0,12.0,,,,,,,,,,,,,54.0,117.0,,,20.0,128.0,16.0,35.0,,,34.0,5.0,15.0,,,7.0,17.0,70.0,38.0,,,24.0,,,8.0,23.0,3.0,26.0,2.0,1.0,9.0,12.0,55.0,70.0,28.0,111.0,10.0,149.0,12.0,2.0,13.0,4.0,,2.0,40.0,57.0,,2.0,3.0,39.0,5.0,7.0,46.0,,16.0,8.0,56.0,1.0,42.0,,9.0,57.0,34.0,1.0,17.0,4.0,8.0,0.6481481481481481,0.8333333333333334,,,,,,0.46153846153846156,0.45714285714285713,0.3333333333333333,0.46153846153846156,0.45714285714285713,0.3333333333333333,0.460431654676259,0.4358974358974359,0.34,,0.06837606837606838,0.06896551724137931,0.1111111111111111,0.22727272727272727,0.18686868686868688,0.1346153846153846,0.1728395061728395,0.18386243386243387,0.14634146341463414,0.16216216216216217,0.11428571428571428,0.1,0.10697674418604651,0.208,0.2440944881889764,0.16806722689075632,0.18604651162790697,0.5964912280701754,0.7435897435897436,0.5517241379310345,0.5925925925925926,0.6458333333333334,0.15384615384615385,0.2222222222222222,0.25,0.75,0.10256410256410256,0.16666666666666666,0.16666666666666666,0.5,,,,,,,,,0.9428571428571428,0.48484848484848486,,,,,,,0.8,0.4166666666666667,,,,,0.7435897435897436,,0.5723794871794872,0.589925,0.6005333333333333,0.12213740458015267,0.12213740458015267,0.265625,0.1328125,3.6094017094017095,,,2.0,2.0,,,,,,,2.0,2.0,9.0,4.0,2.0,1.0,5.0,,0.045454545454545456,0.16666666666666666,0.1875,1.0,1.0,,,True
2544,1610612739,LeBron James,LeBron James,2544,CLE,118735.0,1979,576,3692,3666,891,894,427,7358,3668,13.0,56.0,370,94.0,59.0,76.0,53.0,145.0,6.0,891,31.60535117056856,0.5241379310344828,0.027083333333333334,0.03202416918429003,0.013289036544850499,0.2413326110509209,258.0,346.0,31.0,43.0,64.0,79.0,44.0,117.0,110.0,282.0,11.0,28.0,1.0,2.0,,5.0,72.0,204.0,7.0,18.0,27.0,72.0,412.0,745.0,83.0,232.0,373.0,1446.0,42.0,67.0,8.0,20.0,134.0,102.0,176.0,27.0,77.0,126.0,411.0,304.0,520.0,120.0,129.0,30.0,202.0,72.0,27.0,225.0,140.0,365.0,56.0,84.0,109.0,94.0,870.0,40.0,73.0,201.0,40.0,314.0,35.0,23.0,69.0,23.0,2.0,41.0,36.0,92.0,1.0,1.0,21.0,358.0,4.0,8.0,474.0,4.0,229.0,32.0,65.0,2.0,48.0,1.0,14.0,67.0,36.0,,411.0,8.0,28.0,0.36893203883495146,0.38287153652392947,0.4819277108433735,0.3577586206896552,0.4,0.35064935064935066,0.36086956521739133,0.553020134228188,0.6268656716417911,0.5795454545454546,0.5491299897645855,0.6206896551724138,0.5632411067193676,0.6123833757421544,0.6519607843137255,0.6381987577639752,0.2374616171954964,0.036241610738255034,0.06069364161849711,0.042735042735042736,0.36036036036036034,0.1461818181818182,0.03404255319148936,0.17096018735362997,0.15205327413984462,0.050445103857566766,0.026515151515151516,0.027874564459930314,0.05027932960893855,0.08366533864541832,0.12258064516129032,0.21492007104795738,0.18006430868167203,0.14655172413793102,0.5373134328358209,0.3541453428863869,0.7456647398843931,0.7938461538461539,0.43410852713178294,0.11975435005117707,0.37606837606837606,0.39285714285714285,0.22727272727272727,0.28863868986693964,0.3900709219858156,0.3914590747330961,0.2727272727272727,0.028659160696008188,0.39285714285714285,0.39285714285714285,0.5454545454545454,0.20880245649948823,0.35294117647058826,0.35467980295566504,0.4722222222222222,0.4942528735632184,0.7209302325581395,0.022988505747126436,0.5,,0.20689655172413793,0.3888888888888889,0.5714285714285714,0.31225296442687744,0.810126582278481,0.019762845849802372,,0.2845849802371542,0.375,0.5916069600818833,0.3564356435643564,0.5248968172484598,0.5404492957746478,0.5001645418326695,0.2031386224934612,0.25109649122807015,0.09266943291839558,0.2842323651452282,8.976644295302016,25.931465517241378,1.0,22.0,8.0,1.0,4.0,0.004310344827586207,0.0035460992907801418,0.004901960784313725,0.01702127659574468,26.0,3.0,14.0,10.0,62.0,1.0,3.0,,0.025423728813559324,0.0319634703196347,0.3225806451612903,7.0,,2.0,1.0,True
2562,1610612739,Sasha Pavlovic,Sasha Pavlovic,2562,CLE,15278.0,255,37,490,495,187,261,47,985,492,2.0,7.0,30,6.0,3.0,6.0,2.0,9.0,1.0,187,14.074074074074073,0.6666666666666666,0.031746031746031744,0.029411764705882353,,0.3816326530612245,9.0,17.0,3.0,3.0,3.0,3.0,1.0,8.0,7.0,11.0,4.0,13.0,,1.0,,5.0,3.0,14.0,,1.0,2.0,5.0,17.0,36.0,7.0,27.0,4.0,59.0,3.0,5.0,,2.0,6.0,6.0,8.0,2.0,10.0,2.0,20.0,16.0,18.0,21.0,,4.0,14.0,3.0,4.0,11.0,4.0,15.0,3.0,1.0,8.0,3.0,34.0,4.0,6.0,12.0,5.0,23.0,3.0,,3.0,4.0,,1.0,14.0,30.0,,1.0,1.0,10.0,1.0,2.0,8.0,,4.0,,4.0,,3.0,,,4.0,1.0,,20.0,3.0,,0.47058823529411764,0.5333333333333333,1.0,0.25925925925925924,,0.2,0.25925925925925924,0.4722222222222222,0.6,0.75,0.4365079365079365,0.42857142857142855,0.5,0.44029850746268656,0.42857142857142855,0.5,0.42857142857142855,0.1111111111111111,0.23529411764705882,,0.20833333333333334,0.07017543859649122,0.028368794326241134,0.08333333333333333,0.07407407407407407,0.05128205128205128,0.03125,0.014285714285714285,0.08695652173913043,0.028985507246376812,0.11363636363636363,0.08620689655172414,0.09615384615384616,0.05,0.25,0.2698412698412698,0.5294117647058824,0.6923076923076923,0.4444444444444444,0.12698412698412698,0.125,0.125,,0.1746031746031746,0.6363636363636364,0.6363636363636364,0.5714285714285714,0.20634920634920634,0.3076923076923077,0.3076923076923077,1.0,0.2222222222222222,0.21428571428571427,0.21428571428571427,1.0,0.42857142857142855,1.0,0.14285714285714285,,,0.14285714285714285,,,0.16666666666666666,1.0,0.2777777777777778,,0.2777777777777778,0.4,0.6984126984126984,0.21428571428571427,0.527295238095238,0.511975,0.5019305555555555,0.05970149253731343,0.1,0.1016949152542373,0.3389830508474576,8.26388888888889,24.37037037037037,,,1.0,,,,,,,,1.0,1.0,,,,1.0,,0.045454545454545456,0.02857142857142857,0.3333333333333333,,1.0,,,True
