EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,DeadBallTurnovers,Travels,ShootingFouls,Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,DefThreePtRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,ShortMidRangePctBlocked,DefThreePtReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,2pt And 1 Free Throw Trips,DefCorner3ReboundPct,Corner3FGA,SecondChanceCorner3FGA,OffLongMidRangeReboundPct,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3FGA,PenaltyCorner3Frequency,Offensive Fouls Drawn,BadPassOutOfBoundsTurnovers,Offensive Fouls,BlockedShortMidRange,SecondChanceTurnovers,Corner3FGM,StepOutOfBoundsTurnovers,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,HeaveMakes,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,3SecondViolations,DefensiveGoaltends,SecondChanceAtRimPctAssisted,OffensiveGoaltends,Corner3PctBlocked
101109,1610612766,Raymond Felton,Raymond Felton,101109,CHA,1606.0,27,2.0,49,48,14.0,12,7.0,97,3.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,7.0,46,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,4.0,9.0,3.0,1.0,4.0,1.0,22.0,1.0,5.0,5.0,1.0,6.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,14.0,0.5,0.5,1.0,0.5,0.5,0.2857142857142857,0.5,0.3888888888888889,0.3333333333333333,0.3888888888888889,0.3333333333333333,0.2222222222222222,22.80701754385965,1.0,0.29411764705882354,0.05263157894736842,0.25,0.041666666666666664,0.1111111111111111,0.4,0.75,0.3333333333333333,0.4444444444444444,0.5,0.5,0.5,0.2222222222222222,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5,0.48766111111111105,0.4930833333333333,0.2857142857142857,9.857142857142858,26.75,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
101118,1610612766,Sean May,Sean May,101118,CHA,129.0,2,3.0,5,4,3.0,4,1.0,9,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
101204,1610612766,Dwayne Jones,Dwayne Jones,101204,CHA,3147.0,52,2.0,95,98,39.0,42,14.0,193,6.0,1.0,,,,,,4.0,7.0,,,12.0,98,1.0,1.0,,3.0,6.0,2.0,,,,,,,,,,,,4.0,5.0,6.0,6.0,12.0,,,3.0,,3.0,4.0,1.0,5.0,3.0,39.0,0.75,1.0,,,,0.5714285714285714,1.0,0.5714285714285714,1.0,0.6,0.75,,12.499999999999998,0.75,0.15151515151515152,0.13333333333333333,0.13513513513513514,0.12195121951219512,0.09090909090909091,0.2727272727272727,,0.8571428571428571,,,,,,,,,1.0,,0.8571428571428571,,0.4837857142857143,0.1581,0.25,1.7285714285714284,,0.4105263157894737,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.375,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.09090909090909091,0.5,0.125,0.16666666666666666,1.0,1.0,0.5,0.75,0.6666666666666666,0.14285714285714285,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.42579999999999996,0.2222222222222222,0.2222222222222222,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201571,1610612766,D.J. Augustin,D.J. Augustin,201571,CHA,2548.0,42,4.0,75,79,35.0,42,12.0,154,4.0,1.0,2.0,2.0,3.0,6.0,1.0,4.0,9.0,3.0,6.0,29.0,81,2.0,5.0,1.0,14.0,,8.0,9.0,6.0,3.0,4.0,2.0,6.0,2.0,,1.0,2.0,14.0,,,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,3.0,3.0,7.0,14.0,35.0,,,1.0,0.5,0.5,0.4444444444444444,0.4,0.5666666666666667,0.3333333333333333,0.6904761904761905,0.6363636363636364,0.4,26.666666666666664,0.6666666666666666,,,0.03333333333333333,0.03333333333333333,,,,0.26666666666666666,0.13333333333333333,1.0,1.0,,0.4,0.5,0.5,1.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,0.4557833333333334,0.43012500000000004,0.4827586206896552,7.144444444444446,26.366666666666664,0.4666666666666667,2.0,,,1.0,,3.0,12.0,1.0,1.0,2.0,7.0,10.0,,2.0,1.0,,,,1.0,,1.0,4.0,1.0,,12.0,4.0,2.0,,,,,1.0,2.0,2.0,1.0,1.25,1.1666666666666667,0.2222222222222222,0.25,,,0.1111111111111111,,,,,,0.5,0.6666666666666666,,0.2,,,,,,1.0,0.427875,0.21052631578947367,0.3076923076923077,0.2413793103448276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2222,1610612766,Gerald Wallace,Gerald Wallace,2222,CHA,1280.0,21,3.0,40,42,21.0,19,5.0,82,3.0,2.0,1.0,4.0,,,,3.0,7.0,,,9.0,34,1.0,3.0,,5.0,,6.0,,,,1.0,1.0,2.0,1.0,,1.0,,5.0,1.0,2.0,4.0,1.0,5.0,2.0,2.0,1.0,1.0,,1.0,,3.0,5.0,21.0,,,,,,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.5,0.5,,22.22222222222222,1.0,0.14285714285714285,0.08333333333333333,0.25,0.06666666666666667,0.125,,0.25,0.42857142857142855,0.5714285714285714,0.25,0.25,,,,,,0.6666666666666666,,0.42857142857142855,,0.45549999999999996,0.48889999999999995,0.5555555555555556,11.114285714285712,,0.525,2.0,,,1.0,,,3.0,,,2.0,2.0,3.0,,1.0,,,,,,,1.0,1.0,,,5.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,0.14285714285714285,0.3333333333333333,,,,,,0.14285714285714285,,,0.6666666666666666,1.0,,,,,,,,0.5,,0.25,0.25,0.2222222222222222,,,,,,2.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1737,1610612766,Nazr Mohammed,Nazr Mohammed,1737,CHA,172.0,3,,5,5,5.0,5,,10,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
200747,1610612766,Adam Morrison,Adam Morrison,200747,CHA,1348.0,22,-9.0,37,38,3.0,3,5.0,75,,,,,1.0,3.0,,,1.0,1.0,4.0,3.0,47,,,,,,,3.0,3.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,,,,3.0,,,1.0,0.25,0.25,,,0.3,,0.3,,0.8,13.636363636363637,1.0,0.05555555555555555,0.09090909090909091,0.05263157894736842,0.0625,,0.16666666666666666,,,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,0.8,0.3333333333333333,0.48175,,,12.8,25.450000000000003,0.08108108108108109,,,,,,1.0,,,,,3.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,0.75,0.75,,,,,,,,,,,,,,0.2,,,,,,,0.52545,,,1.0,1.0,1.0,1.0,2.0,,,,,0.5,,,,,0.5,1.0,1.0,,,1.0,1.0,0.125,0.2,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
200769,1610612766,Shannon Brown,Shannon Brown,200769,CHA,1015.0,17,3.0,34,33,18.0,23,5.0,67,2.0,2.0,,1.0,,,,2.0,3.0,,1.0,6.0,36,2.0,3.0,1.0,6.0,2.0,2.0,,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,1.0,6.0,18.0,0.5,0.5,,,,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6,0.6,0.25,12.5,,,,,,,,,0.5,0.25,,,,,,,,0.5,,0.75,,0.6091249999999999,0.6091249999999999,1.0,6.6000000000000005,24.4,0.5294117647058824,2.0,,,2.0,,,2.0,,1.0,,,2.0,,,,,,,,,1.0,1.0,,,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,1.0,0.4483,0.2,0.25,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,0.25,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201582,1610612766,Alexis Ajinca,Alexis Ajinca,201582,CHA,886.0,15,2.0,28,30,12.0,20,1.0,58,1.0,,1.0,4.0,,,,2.0,5.0,,,8.0,34,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,5.0,1.0,12.0,0.5,0.5,,,,0.4,,0.4,,0.5,0.25,,26.666666666666668,,0.125,,0.1111111111111111,,,,,0.2,0.8,0.25,0.25,1.0,,,,,,,0.2,,0.41566000000000003,0.4043,0.125,15.2,,0.42857142857142855,1.0,,,,,,4.0,,,,,1.0,,,,,,,,,1.0,2.0,,1.0,6.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,0.5,,,1.0,1.0,,,,,,,,,,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2731,1610612766,Emeka Okafor,Emeka Okafor,2731,CHA,1024.0,17,-1.0,32,32,17.0,6,6.0,64,1.0,,,,,,,1.0,3.0,,,3.0,28,,,,1.0,2.0,,,,,,,,,,,,,,3.0,4.0,,4.0,1.0,1.0,,,,3.0,1.0,1.0,1.0,17.0,1.0,1.0,,,,0.3333333333333333,,0.3333333333333333,,0.375,0.5,,18.42105263157895,,0.2727272727272727,,0.25,,,0.5,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,0.48710000000000003,,0.3333333333333333,8.366666666666667,,0.53125,1.0,,,,,2.0,1.0,,1.0,,,1.0,,,,,1.0,,3.0,,1.0,2.0,,,2.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,0.5,,,1.0,1.0,1.0,0.6666666666666666,,,,,,,0.5233,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
