EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,NonShootingFoulsDrawn,BlockedLongMidRange,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGA,SecondChanceFG3A,HeaveAttempts,Corner3Assists,LostBallSteals,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3Frequency,FTOffRebounds,Travels,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffFTReboundPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Blocked3s,BlockedCorner3,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,PenaltyCorner3FGM,Technical Free Throw Trips,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,LongMidRangePctBlocked,on,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Arc3PctBlocked
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,4064.0,68,-13,137,138,37,35,12,275,9.0,10.0,2.0,2.0,2.0,2.0,9.0,16.0,1.0,18.0,27.0,8.0,44.0,160,3.0,4.0,3.0,9.0,4.0,6.0,3.0,11.0,22.0,14.0,2.0,4.0,4.0,1.0,3.0,8.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,8.0,1.0,1.0,1.0,6.0,7.0,4.0,6.0,11,4.0,11.0,9.0,3.0,6.0,3.0,2.0,1.0,3.0,1.0,2.0,11.0,37,1.0,0.6111111111111112,0.6470588235294118,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.7333333333333333,0.9,0.7857142857142857,24.832214765100673,0.14285714285714285,0.16666666666666666,0.03125,0.0392156862745098,0.13636363636363635,0.125,0.07407407407407407,0.05084745762711865,0.0625,0.037037037037037035,0.2,0.14285714285714285,0.1111111111111111,0.25,0.1111111111111111,0.3333333333333333,0.37037037037037035,0.9,0.9,0.6666666666666666,0.5925925925925926,0.5625,0.5625,0.5555555555555556,0.037037037037037035,0.5,1.0,0.5,0.3333333333333333,1.0,0.37037037037037035,0.47299629629629625,0.48085,0.4902166666666667,0.2,0.2,0.20454545454545456,0.25,6.051851851851851,0.27007299270072993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,6437.0,107,8,214,217,60,57,20,431,16.0,19.0,3.0,4.0,2.0,3.0,4.0,5.0,4.0,23.0,28.0,11.0,66.0,229,3.0,4.0,,6.0,2.0,3.0,,7.0,32.0,14.0,2.0,3.0,4.0,,1.0,9.0,2.0,7.0,6.0,14.0,2.0,22.0,9.0,31.0,1.0,4.0,3.0,6.0,10.0,5.0,5.0,6,1.0,16.0,16.0,6.0,10.0,5.0,4.0,,5.0,3.0,,7.0,60,,0.6956521739130435,0.7272727272727273,0.8214285714285714,0.75,0.6666666666666666,0.7432432432432432,0.75,0.5,0.7857142857142857,0.75,0.5,21.757322175732217,0.4,0.5,0.2222222222222222,0.10294117647058823,0.18181818181818182,0.07142857142857142,0.20833333333333334,0.09375,0.043478260869565216,0.07142857142857142,0.0625,0.38461538461538464,0.16,0.25,0.1,0.6,0.5135135135135135,0.8421052631578947,0.8888888888888888,0.75,0.13513513513513514,0.8,0.8,0.75,0.10810810810810811,1.0,0.75,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.7567567567567568,0.5386810810810811,0.57845,0.5599714285714287,0.24390243902439024,0.3125,0.09090909090909091,0.10606060606060606,4.510714285714286,0.2803738317757009,3.0,4.0,1.0,3.0,5.0,1.0,3.0,3.0,9.0,1.0,4.0,6.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.25,0.3333333333333333,0.24324324324324326,0.03571428571428571,0.05263157894736842,0.23529411764705882,0.08333333333333333,0.13333333333333333,0.09090909090909091,0.75,0.75,0.3333333333333333,0.10810810810810811,0.13513513513513514,0.6,0.6,0.6666666666666666,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.6,24.477777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2209,1610612747,Vladimir Radmanovic,Vladimir Radmanovic,2209,LAL,3549.0,59,-39,126,125,64,78,19,251,4.0,7.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,5.0,10.0,6.0,19.0,154,1.0,3.0,2.0,4.0,3.0,6.0,4.0,10.0,6.0,4.0,,1.0,4.0,,1.0,11.0,1.0,2.0,1.0,4.0,1.0,6.0,3.0,9.0,,5.0,3.0,3.0,8.0,4.0,4.0,7,1.0,3.0,6.0,,2.0,,,,,,,10.0,64,1.0,0.6,0.6,0.5,0.3333333333333333,0.5,0.325,0.25,0.23076923076923078,0.41304347826086957,0.4,0.3333333333333333,20.945945945945947,0.625,0.14285714285714285,0.11428571428571428,0.047619047619047616,0.09090909090909091,0.047619047619047616,0.10869565217391304,0.047619047619047616,,0.058823529411764705,,0.14285714285714285,,0.3333333333333333,,,0.35,0.5714285714285714,0.6666666666666666,0.5,0.05,1.0,1.0,1.0,0.1,0.75,0.3333333333333333,1.0,0.3076923076923077,0.75,0.85,0.5605842105263159,0.6167333333333334,0.5669000000000001,0.09090909090909091,0.16666666666666666,0.21052631578947367,0.5263157894736842,5.58,0.5079365079365079,,3.0,2.0,1.0,7.0,,5.0,1.0,10.0,,7.0,3.0,,6.0,1.0,1.0,3.0,2.0,,4.0,2.0,1.0,,2.0,1.0,,1.0,,1.0,0.1,,0.1111111111111111,0.5,0.1,0.14285714285714285,0.07142857142857142,0.2,0.125,0.07692307692307693,,,,0.15,0.35,0.14285714285714285,0.14285714285714285,1.0,0.15384615384615385,0.38461538461538464,,0.16666666666666666,27.4,1.0,1.0,1.0,1.0,2.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2694,1610612747,Josh Powell,Josh Powell,2694,LAL,42182.0,703,-170,1401,1410,438,518,180,2811,49.0,90.0,19.0,34.0,12.0,23.0,17.0,57.0,92.0,106.0,239.0,38.0,250.0,1565,22.0,42.0,9.0,53.0,28.0,62.0,11.0,67.0,156.0,56.0,32.0,21.0,27.0,9.0,8.0,60.0,15.0,55.0,23.0,68.0,14.0,105.0,71.0,176.0,10.0,21.0,15.0,30.0,51.0,12.0,49.0,98,6.0,47.0,50.0,2.0,19.0,17.0,15.0,2.0,17.0,13.0,6.0,67.0,438,11.0,0.7358490566037735,0.8666666666666667,0.4435146443514644,0.5238095238095238,0.45161290322580644,0.4435146443514644,0.5238095238095238,0.45161290322580644,0.4752851711026616,0.5520833333333334,0.4785714285714286,19.4186765615337,0.4117647058823529,0.2978723404255319,0.1574074074074074,0.1111111111111111,0.11734693877551021,0.08823529411764706,0.1449044585987261,0.10526315789473684,0.09933774834437085,0.1134020618556701,0.05785123966942149,0.13114754098360656,0.11594202898550725,0.1206896551724138,0.09433962264150944,0.7647058823529411,0.37656903765690375,0.5444444444444444,0.6805555555555556,0.6530612244897959,0.2384937238493724,0.2982456140350877,0.34,0.5294117647058824,0.38493723849372385,0.8095238095238095,0.5588235294117647,0.10526315789473684,0.3709677419354839,0.5217391304347826,0.37656903765690375,0.47287322175732227,0.5316771428571428,0.4719741935483871,0.07421875,0.07421875,0.212,0.268,8.990794979079498,0.31263383297644537,40.0,,,,,,,,,,,,,,,25.0,6.0,3.0,4.0,9.0,6.0,2.0,6.0,6.0,,11.0,7.0,,,,,,,0.10460251046025104,0.2,0.12,0.16326530612244897,0.24096385542168675,0.14457831325301204,0.43478260869565216,0.43478260869565216,0.925,,,,,,,,,,,,,,3.0,3.0,6.0,,1.0,8.0,9.0,9.0,1.0,4.0,1.0,2.0,0.12280701754385964,0.02857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2772,1610612747,Trevor Ariza,Trevor Ariza,2772,LAL,23677.0,395,-90,769,772,189,249,101,1541,22.0,38.0,6.0,10.0,2.0,5.0,1.0,6.0,27.0,33.0,71.0,16.0,118.0,873,6.0,11.0,2.0,20.0,5.0,15.0,4.0,14.0,36.0,30.0,10.0,22.0,34.0,10.0,8.0,80.0,1.0,13.0,18.0,30.0,8.0,56.0,14.0,70.0,3.0,10.0,9.0,14.0,24.0,10.0,11.0,34,3.0,21.0,21.0,1.0,10.0,3.0,3.0,,4.0,2.0,,14.0,189,3.0,0.5454545454545454,0.6428571428571429,0.4647887323943662,0.5454545454545454,0.3333333333333333,0.42857142857142855,0.5625,0.20833333333333334,0.4573643410852713,0.5555555555555556,0.25925925925925924,17.152466367713004,0.4166666666666667,0.34782608695652173,0.12605042016806722,0.04961832061068702,0.1782178217821782,0.00909090909090909,0.1415929203539823,0.03763440860215054,,0.06481481481481481,0.013888888888888888,0.11428571428571428,0.21212121212121213,0.11428571428571428,0.046875,0.5,0.31932773109243695,0.5789473684210527,0.6470588235294118,0.4090909090909091,0.05042016806722689,0.16666666666666666,0.25,1.0,0.226890756302521,0.625,0.6,0.16666666666666666,0.20833333333333334,0.4,0.7226890756302521,0.5279461538461538,0.5662909090909091,0.47856304347826095,0.078125,0.125,0.1694915254237288,0.11864406779661017,8.3,0.24577373211963588,10.0,24.0,3.0,6.0,24.0,,6.0,12.0,48.0,,9.0,30.0,6.0,22.0,6.0,6.0,12.0,6.0,4.0,31.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,,0.8333333333333334,0.25,,0.2608695652173913,0.40336134453781514,0.08450704225352113,0.10526315789473684,0.06976744186046512,,0.021739130434782608,0.19540229885057472,0.37037037037037035,0.37037037037037035,0.8,0.20168067226890757,0.20168067226890757,0.25,0.25,0.8333333333333334,0.125,0.25,,0.2727272727272727,25.097916666666666,4.0,5.0,2.0,6.0,14.0,1.0,0.25,,4.0,3.0,,4.0,,,1.0,0.3333333333333333,,6.0,1.0,1.0,1.0,2.0,1.0,1.0,0.4,0.25,0.25,0.8333333333333334,0.0625,1.0,1.0,0.25,,,,,,,,,,True,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,10522.0,175,-23,337,350,119,149,44,687,2.0,10.0,,,1.0,7.0,3.0,10.0,15.0,14.0,35.0,5.0,66.0,391,1.0,1.0,,8.0,7.0,16.0,1.0,27.0,12.0,16.0,,15.0,22.0,4.0,8.0,51.0,1.0,,3.0,8.0,,11.0,1.0,12.0,,2.0,1.0,3.0,5.0,2.0,5.0,8,,10.0,5.0,,2.0,,,,,,,27.0,119,,0.42857142857142855,0.42857142857142855,0.4,1.0,0.4375,0.5545454545454546,1.0,0.5909090909090909,0.5701754385964912,1.0,0.5909090909090909,15.776081424936386,0.4,,0.07766990291262135,,0.06,0.030303030303030304,0.0718954248366013,0.006060606060606061,,,0.041666666666666664,0.13157894736842105,0.05714285714285714,0.06666666666666667,,,0.18181818181818182,0.2,0.2857142857142857,,0.18181818181818182,0.3,0.375,,0.2727272727272727,,,,0.3181818181818182,0.14285714285714285,0.5454545454545454,0.4995636363636365,0.5529499999999999,0.5087545454545455,0.03508771929824561,0.05405405405405406,0.12121212121212122,0.4090909090909091,10.53142857142857,0.35311572700296734,9.0,3.0,1.0,9.0,17.0,3.0,5.0,11.0,20.0,4.0,6.0,30.0,3.0,17.0,9.0,5.0,7.0,6.0,3.0,11.0,7.0,3.0,,1.0,,,,,0.9090909090909091,0.55,0.6666666666666666,0.55,0.36363636363636365,0.14285714285714285,0.3,,,0.08695652173913043,0.023809523809523808,0.6,0.6,0.6666666666666666,0.05454545454545454,0.3090909090909091,0.5294117647058824,0.5294117647058824,0.8888888888888888,0.045454545454545456,0.22727272727272727,0.6,0.5294117647058824,25.16,2.0,3.0,,1.0,4.0,,0.5,,,,1.0,3.0,,,,0.2,,2.0,1.0,1.0,1.0,2.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.25,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,True,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,17614.0,294,-39,575,582,224,253,85,1157,20.0,31.0,1.0,1.0,10.0,15.0,8.0,38.0,62.0,55.0,131.0,30.0,203.0,655,3.0,10.0,2.0,11.0,21.0,47.0,19.0,82.0,34.0,76.0,2.0,39.0,46.0,18.0,18.0,99.0,1.0,5.0,12.0,22.0,,34.0,6.0,40.0,1.0,19.0,11.0,6.0,25.0,10.0,7.0,24,1.0,42.0,35.0,2.0,13.0,2.0,2.0,,4.0,2.0,,82.0,224,6.0,0.3090909090909091,0.3148148148148148,0.4198473282442748,0.3,0.44680851063829785,0.49712643678160917,0.34615384615384615,0.4632352941176471,0.531578947368421,0.39285714285714285,0.5192307692307693,32.04172876304024,0.76,,0.12571428571428572,0.024630541871921183,0.14457831325301204,0.013888888888888888,0.13178294573643412,0.02181818181818182,0.013888888888888888,0.02666666666666667,0.019230769230769232,0.09375,0.12727272727272726,0.17857142857142858,0.011235955056179775,0.5,0.1781609195402299,0.6451612903225806,0.8,0.35,0.21839080459770116,0.21052631578947367,0.21621621621621623,0.125,0.3563218390804598,0.07692307692307693,1.0,,0.22058823529411764,0.6666666666666666,0.42528735632183906,0.4673339080459769,0.43606249999999996,0.4767963235294118,0.07027027027027027,0.09154929577464789,0.054187192118226604,0.4039408866995074,11.974809160305341,0.38956521739130434,27.0,7.0,3.0,17.0,36.0,6.0,18.0,21.0,43.0,7.0,21.0,45.0,18.0,36.0,17.0,7.0,7.0,4.0,3.0,14.0,7.0,1.0,3.0,8.0,,3.0,5.0,,0.7142857142857143,0.4883720930232558,0.3333333333333333,0.4883720930232558,0.2471264367816092,0.05343511450381679,0.1935483870967742,0.03571428571428571,,0.08163265306122448,0.1935483870967742,0.43548387096774194,0.43548387096774194,0.3333333333333333,0.040229885057471264,0.20689655172413793,0.4722222222222222,0.4722222222222222,0.7058823529411765,0.04411764705882353,0.2647058823529412,0.3333333333333333,0.4722222222222222,25.137209302325576,2.0,3.0,,3.0,7.0,5.0,0.15384615384615385,,1.0,1.0,2.0,1.0,,,,0.02631578947368421,,4.0,,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.75,0.07692307692307693,,,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.023255813953488372,0.14285714285714285,,True,,,,,
200769,1610612747,Shannon Brown,Shannon Brown,200769,LAL,2677.0,45,-5,103,103,54,79,10,206,6.0,7.0,,,3.0,3.0,1.0,2.0,7.0,7.0,16.0,3.0,23.0,100,,2.0,,,3.0,8.0,,12.0,8.0,6.0,,2.0,2.0,1.0,1.0,4.0,,,2.0,4.0,,6.0,,6.0,,2.0,2.0,3.0,5.0,2.0,3.0,6,1.0,2.0,3.0,1.0,2.0,,,,,,,12.0,54,2.0,0.5714285714285714,0.5714285714285714,0.4375,,0.375,0.5263157894736842,,0.6,0.575,,0.6,21.73913043478261,0.4,,0.15384615384615385,,0.16666666666666666,,0.15789473684210525,,,,,0.1,0.09090909090909091,1.0,,,0.3684210526315789,0.8571428571428571,1.0,0.5,0.10526315789473684,0.5,0.5,1.0,0.3684210526315789,,,,0.3,1.0,0.5263157894736842,0.5359026315789474,0.37135,0.5353749999999999,0.1,0.11764705882352941,,0.5217391304347826,8.837499999999999,0.5242718446601942,,2.0,2.0,,1.0,,,2.0,3.0,2.0,2.0,6.0,,1.0,,1.0,,,,1.0,,,2.0,,,,,,1.0,0.6666666666666666,1.0,0.6666666666666666,0.15789473684210525,0.0625,0.14285714285714285,,,0.14285714285714285,0.2222222222222222,,,,0.10526315789473684,0.05263157894736842,,,,0.2,,,,24.233333333333334,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,1.0,1.0,1.0,,,,,2.0,,,1.0,,,,,,True,,,,,
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,25540.0,426,-133,855,851,234,286,106,1706,22.0,45.0,1.0,4.0,8.0,13.0,6.0,17.0,35.0,39.0,97.0,11.0,134.0,952,5.0,8.0,2.0,15.0,9.0,23.0,6.0,45.0,32.0,46.0,2.0,50.0,63.0,19.0,19.0,139.0,3.0,6.0,11.0,16.0,,27.0,9.0,36.0,4.0,24.0,21.0,12.0,36.0,11.0,17.0,36,3.0,23.0,20.0,5.0,9.0,4.0,3.0,,5.0,3.0,,45.0,234,3.0,0.41025641025641024,0.42105263157894735,0.4020618556701031,0.625,0.391304347826087,0.41836734693877553,0.5,0.5416666666666666,0.4318181818181818,0.5,0.55,19.387755102040813,0.6666666666666666,,0.05947955390334572,0.020477815699658702,0.09166666666666666,0.02830188679245283,0.06940874035989718,0.022556390977443608,0.023529411764705882,0.009259259259259259,0.02631578947368421,0.03225806451612903,0.08333333333333333,0.1111111111111111,0.05263157894736842,0.6,0.30612244897959184,0.4888888888888889,0.6111111111111112,0.4090909090909091,0.11564625850340136,0.35294117647058826,0.4,0.16666666666666666,0.23809523809523808,0.3076923076923077,0.25,,0.3611111111111111,0.6153846153846154,0.6462585034013606,0.5137693877551021,0.5391888888888889,0.5210583333333333,0.059602649006622516,0.0891089108910891,0.11194029850746269,0.3358208955223881,8.097938144329897,0.2736842105263158,11.0,5.0,1.0,14.0,45.0,7.0,12.0,15.0,50.0,7.0,13.0,33.0,12.0,45.0,14.0,12.0,13.0,8.0,12.0,24.0,14.0,5.0,1.0,3.0,1.0,3.0,3.0,1.0,0.7333333333333333,0.3,0.5384615384615384,0.3,0.3401360544217687,0.12371134020618557,0.2,0.03,0.03333333333333333,0.06976744186046512,0.08823529411764706,0.3142857142857143,0.3235294117647059,0.5454545454545454,0.034013605442176874,0.30612244897959184,0.3111111111111111,0.3111111111111111,0.7142857142857143,0.027777777777777776,0.3333333333333333,0.5833333333333334,0.3111111111111111,25.024000000000004,4.0,5.0,,5.0,10.0,2.0,0.3076923076923077,,2.0,,1.0,,2.0,,,0.11764705882352941,,1.0,,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,1.0,0.07692307692307693,,,0.25,,1.0,1.0,,,,,,0.02857142857142857,True,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,13618.0,227,-26,457,458,157,161,58,915,9.0,18.0,1.0,5.0,2.0,7.0,12.0,25.0,11.0,26.0,54.0,8.0,69.0,469,2.0,8.0,2.0,6.0,7.0,16.0,7.0,27.0,32.0,20.0,,27.0,31.0,20.0,5.0,66.0,2.0,6.0,14.0,15.0,3.0,32.0,9.0,41.0,,16.0,14.0,4.0,20.0,11.0,8.0,21,1.0,16.0,13.0,1.0,4.0,1.0,1.0,,1.0,,1.0,27.0,157,3.0,0.6153846153846154,0.6153846153846154,0.48148148148148145,0.25,0.4375,0.5169491525423728,0.25,0.5263157894736842,0.5307692307692308,0.3333333333333333,0.5625,16.221374045801525,0.8,0.21428571428571427,0.10135135135135136,0.03278688524590164,0.18666666666666668,0.05555555555555555,0.13004484304932734,0.0365296803652968,0.015384615384615385,0.06557377049180328,0.03571428571428571,0.07352941176470588,0.22413793103448276,0.058823529411764705,,,0.3050847457627119,0.5,0.6,0.6666666666666666,0.423728813559322,0.48,0.5,0.5,0.1864406779661017,0.625,0.2,1.0,0.3684210526315789,0.2857142857142857,0.3898305084745763,0.46658813559322027,0.5010166666666667,0.4757657894736842,0.06451612903225806,0.07017543859649122,0.08695652173913043,0.391304347826087,7.80185185185185,0.3435448577680525,5.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,2.0,3.0,9.0,,2.0,1.0,4.0,4.0,3.0,2.0,11.0,10.0,1.0,,2.0,,,3.0,,1.0,0.6,0.6666666666666666,0.6,0.0847457627118644,0.07407407407407407,0.16666666666666666,0.017543859649122806,0.125,0.08333333333333333,0.14285714285714285,0.45454545454545453,0.45454545454545453,0.8,0.05084745762711865,0.03389830508474576,0.5,0.5,1.0,0.05263157894736842,0.10526315789473684,0.5,0.5,24.360000000000003,,,,1.0,1.0,3.0,,1.0,,2.0,1.0,,,,,0.04,0.058823529411764705,2.0,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,1.0,,,1.0,,,,,,True,,,,,
