EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,BlockedShortMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,HeaveMakes,on
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,83841.0,1397,-47.0,2837,2837,789.0,798.0,334.0,5674,129.0,213.0,14.0,24.0,35.0,66.0,31.0,76.0,50.0,124.0,19.0,54.0,10.0,5.0,14.0,54.0,175.0,3.0,13.0,15.0,52.0,210.0,413.0,73.0,229.0,183.0,822.0,3129.0,17.0,37.0,3.0,23.0,10.0,53.0,57.0,121.0,20.0,66.0,92.0,266.0,110.0,310.0,162.0,57.0,18.0,3.0,172.0,54.0,18.0,5.0,114.0,67.0,181.0,52.0,15.0,80.0,8.0,26.0,429.0,23.0,37.0,3.0,53.0,78.0,1.0,132.0,63.0,195.0,8.0,55.0,34.0,21.0,43.0,14.0,29.0,40.0,3.0,14.0,3.0,83.0,1.0,22.0,46.0,132.0,1.0,4.0,16.0,163.0,4.0,16.0,213.0,19.0,2.0,8.0,72.0,10.0,27.0,4.0,4.0,4.0,1.0,1.0,266.0,789.0,22.0,26.0,0.2619047619047619,0.2736318407960199,0.7397260273972602,0.31877729257641924,0.13043478260869565,0.30303030303030304,0.3230088495575221,0.5084745762711864,0.4594594594594595,0.47107438016528924,0.4976635514018692,0.35833333333333334,0.46524064171123,0.5582191780821918,0.4,0.5567226890756303,0.35669781931464173,0.021834061135371178,0.043583535108958835,0.06572769953051644,0.039473684210526314,0.008064516129032258,0.018518518518518517,0.022857142857142857,25.05392912172573,0.5180722891566265,0.011627906976744186,0.03260869565217391,0.0867630700778643,0.042045454545454546,0.13802083333333334,0.044145873320537425,0.10210444271239283,0.042826552462526764,0.04473684210526316,0.04608294930875576,0.0353356890459364,0.04030226700251889,0.056451612903225805,0.04504504504504504,0.08235294117647059,0.13504823151125403,0.14388489208633093,0.12264150943396226,0.024691358024691357,0.25,0.3317757009345794,0.6056338028169014,0.6482412060301508,0.2713178294573643,0.11838006230529595,0.40789473684210525,0.4246575342465753,0.25806451612903225,0.19314641744548286,0.4032258064516129,0.4065040650406504,0.24,0.08411214953271028,0.35185185185185186,0.3584905660377358,0.9473684210526315,0.27258566978193144,0.30857142857142855,0.3157894736842105,0.6666666666666666,0.4,0.5833333333333334,0.07142857142857142,0.16666666666666666,0.21666666666666667,0.23076923076923078,1.0,0.35294117647058826,0.5303030303030303,0.0748663101604278,0.35714285714285715,0.27807486631016043,0.28846153846153844,0.6884735202492211,0.313953488372093,0.531157680250784,0.5208065217391303,0.5126989130434783,0.1166429587482219,0.15450643776824036,0.04219409282700422,0.06447688564476886,0.3236009732360097,7.193462469733657,25.37248908296943,0.27811068029608743,,,,,,,,,,,,,True
101135,1610612752,David Lee,David Lee,101135,NYK,115603.0,1927,-171.0,3904,3909,866.0,867.0,442.0,7813,271.0,428.0,70.0,107.0,51.0,87.0,44.0,116.0,52.0,130.0,,,,,,,1.0,,,,,367.0,674.0,,1.0,160.0,894.0,4389.0,82.0,125.0,,,21.0,185.0,65.0,123.0,,,27.0,157.0,502.0,232.0,,,112.0,,1.0,,73.0,,60.0,69.0,129.0,50.0,19.0,35.0,3.0,22.0,327.0,55.0,125.0,1.0,135.0,295.0,43.0,473.0,181.0,654.0,22.0,55.0,39.0,16.0,68.0,11.0,42.0,43.0,10.0,26.0,2.0,111.0,11.0,15.0,83.0,172.0,,14.0,14.0,151.0,7.0,3.0,215.0,33.0,,,114.0,,10.0,16.0,16.0,16.0,8.0,,157.0,866.0,22.0,6.0,0.6839237057220708,0.8070739549839229,,,,,,0.5445103857566765,0.656,0.5284552845528455,0.5437037037037037,0.656,0.5284552845528455,0.5835509138381201,0.6801470588235294,0.5567375886524822,0.0014814814814814814,,0.1083086053412463,0.14953271028037382,0.07758620689655173,,,,19.891131775912903,0.6126126126126126,0.44329896907216493,0.011363636363636364,0.2315541601255887,0.10105092966855295,0.27054108216432865,0.08500772797527048,0.242526790750141,0.09554140127388536,0.12524850894632206,0.09152542372881356,0.07972665148063782,0.08853118712273642,0.07333333333333333,0.21100917431192662,0.2704225352112676,0.22153209109730848,0.2892561983471074,0.22058823529411764,0.09361702127659574,0.5,0.6340740740740741,0.633177570093458,0.7445054945054945,0.6605166051660517,0.17185185185185184,0.3793103448275862,0.411214953271028,0.6136363636363636,0.1925925925925926,0.4,0.4,0.8653846153846154,,,,,0.0014814814814814814,,,,0.856,0.6542056074766355,0.21428571428571427,,,,,0.7073170731707317,0.5862068965517241,,,,,0.6355555555555555,,0.5276945185185186,0.5579403846153845,0.5403967479674795,0.15079365079365079,0.1509933774834437,,0.20693512304250558,0.1756152125279642,4.924332344213649,27.3,0.22182377049180327,4.0,7.0,,,,,,,,,,,True
101194,1610612752,Anthony Roberson,Anthony Roberson,101194,NYK,8950.0,149,-46.0,304,302,92.0,61.0,39.0,606,4.0,4.0,,,2.0,2.0,1.0,5.0,7.0,15.0,3.0,14.0,1.0,1.0,4.0,10.0,26.0,1.0,3.0,5.0,10.0,12.0,24.0,13.0,40.0,4.0,67.0,345.0,3.0,3.0,2.0,4.0,,12.0,7.0,9.0,6.0,14.0,,32.0,14.0,10.0,33.0,6.0,,1.0,25.0,10.0,,,11.0,1.0,12.0,,1.0,7.0,2.0,2.0,25.0,,1.0,1.0,1.0,4.0,,5.0,2.0,7.0,,6.0,5.0,1.0,5.0,,4.0,1.0,,1.0,,6.0,2.0,,4.0,11.0,,2.0,,4.0,1.0,1.0,4.0,,,,2.0,,,1.0,,1.0,1.0,,32.0,92.0,1.0,,0.5833333333333334,0.5833333333333334,0.8461538461538461,0.325,0.5,0.42857142857142855,0.3333333333333333,0.5,1.0,0.7777777777777778,0.4921875,0.8571428571428571,0.6956521739130435,0.5075757575757576,0.8571428571428571,0.6956521739130435,0.625,,,,,,,,20.630372492836674,0.8333333333333334,,0.14285714285714285,0.041237113402061855,0.01098901098901099,0.038461538461538464,,0.04065040650406504,0.0064516129032258064,0.03333333333333333,,,,,0.06666666666666667,,0.04878048780487805,0.058823529411764705,,,1.0,0.0625,1.0,1.0,0.5,0.078125,0.2,0.2,1.0,0.234375,0.4666666666666667,0.4666666666666667,0.5714285714285714,0.21875,0.21428571428571427,0.21428571428571427,1.0,0.40625,0.38461538461538464,0.38461538461538464,0.8,,,,0.14285714285714285,0.42857142857142855,0.3333333333333333,1.0,0.08695652173913043,1.0,0.17391304347826086,0.25,0.43478260869565216,0.5,0.6875,0.4,0.4990984126984127,0.45281250000000006,0.4770636363636363,0.030303030303030304,0.07692307692307693,,0.1791044776119403,0.47761194029850745,12.895833333333334,25.295000000000005,0.3026315789473684,,,1.0,1.0,1.0,1.0,,,,,,,True
1501,1610612752,Tim Thomas,Tim Thomas,1501,NYK,26433.0,441,25.0,879,871,229.0,178.0,91.0,1750,18.0,36.0,3.0,7.0,5.0,7.0,8.0,22.0,12.0,24.0,9.0,13.0,,3.0,3.0,18.0,51.0,1.0,2.0,8.0,15.0,38.0,82.0,27.0,64.0,25.0,182.0,939.0,5.0,12.0,1.0,2.0,5.0,18.0,10.0,17.0,11.0,18.0,7.0,60.0,36.0,40.0,72.0,9.0,4.0,,51.0,18.0,9.0,1.0,15.0,12.0,27.0,6.0,6.0,8.0,2.0,5.0,66.0,4.0,8.0,,15.0,33.0,7.0,55.0,12.0,67.0,1.0,13.0,11.0,2.0,10.0,1.0,6.0,9.0,,4.0,5.0,19.0,,4.0,28.0,52.0,,1.0,3.0,32.0,7.0,1.0,33.0,2.0,2.0,,10.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,60.0,229.0,5.0,4.0,0.47368421052631576,0.5,0.8888888888888888,0.421875,0.5,0.6111111111111112,0.421875,0.4634146341463415,0.4166666666666667,0.5882352941176471,0.5376712328767124,0.4642857142857143,0.7571428571428571,0.56875,0.5,0.7317073170731707,0.4383561643835616,0.015625,0.10975609756097561,0.16666666666666666,0.13636363636363635,,,0.0196078431372549,18.191056910569106,0.5263157894736842,0.30434782608695654,,0.11870503597122302,0.03347280334728033,0.11363636363636363,0.024844720496894408,0.11707317073170732,0.03,0.041237113402061855,0.03333333333333333,0.024390243902439025,0.015873015873015872,0.05714285714285714,0.11320754716981132,0.09523809523809523,0.13761467889908258,0.13953488372093023,0.06521739130434782,0.014084507042253521,0.3333333333333333,0.2465753424657534,0.5,0.6,0.3888888888888889,0.1506849315068493,0.36363636363636365,0.42105263157894735,0.25,0.1643835616438356,0.5,0.5,0.75,0.08904109589041095,0.6923076923076923,0.6923076923076923,1.0,0.3493150684931507,0.35294117647058826,0.36,0.8333333333333334,0.5,0.42857142857142855,,,0.14285714285714285,0.5,1.0,0.2,0.7142857142857143,0.08571428571428572,1.0,0.42857142857142855,0.5333333333333333,0.684931506849315,0.35294117647058826,0.5159804794520547,0.5269333333333333,0.5122385714285714,0.08387096774193549,0.1111111111111111,0.046153846153846156,0.0989010989010989,0.32967032967032966,7.60609756097561,24.75625,0.2605233219567691,,,,,,,,,,,,,True
201163,1610612752,Wilson Chandler,Wilson Chandler,201163,NYK,164085.0,2735,-223.0,5527,5530,1278.0,1225.0,621.0,11057,161.0,274.0,26.0,48.0,42.0,70.0,79.0,182.0,112.0,284.0,40.0,105.0,5.0,5.0,18.0,63.0,209.0,5.0,19.0,9.0,44.0,352.0,740.0,103.0,314.0,171.0,1184.0,6167.0,47.0,87.0,7.0,24.0,21.0,136.0,73.0,155.0,14.0,62.0,64.0,252.0,318.0,386.0,294.0,15.0,38.0,4.0,205.0,63.0,43.0,,94.0,76.0,170.0,50.0,26.0,46.0,10.0,38.0,416.0,26.0,60.0,5.0,104.0,224.0,26.0,354.0,91.0,445.0,22.0,71.0,50.0,21.0,62.0,15.0,41.0,77.0,8.0,21.0,22.0,139.0,10.0,27.0,164.0,250.0,,4.0,19.0,186.0,14.0,13.0,215.0,29.0,1.0,,100.0,3.0,19.0,73.0,54.0,75.0,39.0,1.0,252.0,1278.0,21.0,17.0,0.45170454545454547,0.4774774774774775,0.9514563106796117,0.32802547770700635,0.2916666666666667,0.22580645161290322,0.33225806451612905,0.4756756756756757,0.5402298850574713,0.47096774193548385,0.480550284629981,0.5180180180180181,0.43317972350230416,0.5165794066317626,0.5483870967741935,0.49411764705882355,0.29791271347248577,,0.05810810810810811,0.11678832116788321,0.054945054945054944,0.0035211267605633804,,,20.485390387992975,0.4460431654676259,0.18439716312056736,0.03424657534246575,0.12619718309859154,0.034924330616996506,0.14565826330532214,0.02702702702702703,0.13177983125753315,0.03208955223880597,0.04722222222222222,0.03217821782178218,0.021885521885521887,0.02077562326869806,0.04583333333333333,0.08415841584158416,0.13745019920318724,0.15592203898050974,0.14757281553398058,0.1407035175879397,0.040145985401459854,0.52,0.25996204933586337,0.5875912408759124,0.6652892561983471,0.45962732919254656,0.17267552182163187,0.4340659340659341,0.45930232558139533,0.16455696202531644,0.269449715370019,0.39436619718309857,0.3957597173144876,0.6428571428571429,0.09962049335863378,0.38095238095238093,0.38095238095238093,0.975,0.198292220113852,0.3014354066985646,0.3014354066985646,0.9365079365079365,0.43243243243243246,0.5416666666666666,0.23076923076923078,0.04504504504504504,0.17117117117117117,0.2631578947368421,0.6,0.3225806451612903,0.6,0.08294930875576037,0.2777777777777778,0.20276497695852536,0.20454545454545456,0.5578747628083491,0.3073170731707317,0.5060231904761905,0.49378024691358025,0.49692663551401867,0.09139307897071872,0.12330456226880394,0.00949367088607595,0.11486486486486487,0.21283783783783783,9.292162162162159,24.980254777070066,0.2312285145648634,1.0,5.0,2.0,17.0,0.4,1.0,7.0,2.0,2.0,2.0,1.0,,True
1733,1610612752,Al Harrington,Al Harrington,1733,NYK,92955.0,1549,-54.0,3154,3142,750.0,718.0,349.0,6296,138.0,236.0,27.0,40.0,25.0,42.0,31.0,89.0,53.0,129.0,23.0,57.0,5.0,6.0,14.0,87.0,238.0,5.0,16.0,20.0,52.0,222.0,454.0,110.0,295.0,155.0,929.0,3463.0,34.0,60.0,7.0,21.0,27.0,116.0,46.0,87.0,26.0,66.0,62.0,232.0,134.0,310.0,303.0,27.0,32.0,2.0,236.0,87.0,46.0,1.0,42.0,23.0,65.0,11.0,12.0,30.0,5.0,7.0,153.0,17.0,41.0,1.0,66.0,141.0,17.0,224.0,59.0,283.0,12.0,53.0,26.0,27.0,45.0,5.0,23.0,50.0,6.0,22.0,12.0,95.0,10.0,20.0,49.0,143.0,,9.0,20.0,173.0,13.0,12.0,194.0,18.0,,,83.0,2.0,20.0,14.0,11.0,14.0,8.0,,232.0,750.0,15.0,19.0,0.30180180180180183,0.32524271844660196,0.9181818181818182,0.3728813559322034,0.3333333333333333,0.3939393939393939,0.37542662116040953,0.4889867841409692,0.5666666666666667,0.5287356321839081,0.5166889185580774,0.5493827160493827,0.5555555555555556,0.555622009569378,0.5979381443298969,0.6203208556149733,0.3938584779706275,0.003389830508474576,0.1013215859030837,0.15254237288135594,0.10112359550561797,0.007751937984496124,,0.004201680672268907,26.056535124545203,0.47368421052631576,0.19767441860465115,0.013513513513513514,0.14904862579281183,0.041456016177957536,0.1527777777777778,0.03177570093457944,0.15021770682148042,0.03805774278215223,0.05995203836930456,0.029787234042553193,0.026706231454005934,0.029411764705882353,0.03937007874015748,0.13968253968253969,0.18115942028985507,0.1323943661971831,0.1423948220064725,0.17886178861788618,0.03287671232876712,0.5714285714285714,0.315086782376502,0.5847457627118644,0.69,0.34782608695652173,0.11882510013351134,0.34831460674157305,0.3875,0.16129032258064516,0.17222963951935916,0.4108527131782946,0.4140625,0.2641509433962264,0.07610146862483311,0.40350877192982454,0.40350877192982454,0.9130434782608695,0.3177570093457944,0.36554621848739494,0.3670886075949367,0.9195402298850575,0.49382716049382713,0.675,0.18518518518518517,0.06172839506172839,0.19753086419753085,0.3125,0.8,0.27450980392156865,0.5952380952380952,0.0915032679738562,0.42857142857142855,0.33986928104575165,0.38461538461538464,0.7089452603471295,0.3686440677966102,0.5262404283801875,0.5218580357142858,0.5065099337748343,0.10416666666666667,0.1599229287090559,0.006734006734006734,0.12486544671689989,0.24973089343379978,7.022026431718062,25.207796610169492,0.23779327837666456,1.0,,2.0,3.0,0.4,0.5,1.0,,,,2.0,,True
200776,1610612752,Mardy Collins,Mardy Collins,200776,NYK,1882.0,31,10.0,65,67,21.0,24.0,8.0,132,4.0,5.0,,,2.0,2.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,5.0,7.0,,1.0,3.0,13.0,57.0,,,,,,,2.0,2.0,,1.0,,4.0,6.0,4.0,,,,,,,,,1.0,3.0,4.0,1.0,2.0,1.0,,,11.0,,,1.0,1.0,2.0,,3.0,1.0,4.0,,,,,3.0,,1.0,,,2.0,,3.0,,2.0,,3.0,,,,3.0,,,6.0,,,,3.0,,,,,,,,4.0,21.0,1.0,,0.6,0.6,,,,,,0.7142857142857143,,1.0,0.625,,0.6666666666666666,0.5909090909090909,,0.6666666666666666,0.125,,,,,,,,18.666666666666668,1.0,,0.3333333333333333,0.09523809523809523,,0.14285714285714285,,0.10714285714285714,,,,,,,,0.25,0.1111111111111111,0.16666666666666666,,,,0.625,0.8,0.8,0.75,0.125,,,,0.125,1.0,1.0,,0.125,,,,,,,,,,,,,,,0.6666666666666666,1.0,0.3333333333333333,,,,0.75,,0.5767812499999999,,0.6539833333333334,0.2727272727272727,0.3,,,0.3076923076923077,4.185714285714286,23.9,0.3230769230769231,,,,,,,,,,,,,True
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,14390.0,240,9.0,490,489,96.0,88.0,42.0,979,7.0,15.0,1.0,1.0,1.0,4.0,6.0,16.0,12.0,25.0,6.0,17.0,,1.0,3.0,20.0,38.0,1.0,1.0,2.0,8.0,25.0,56.0,26.0,55.0,22.0,150.0,554.0,1.0,2.0,1.0,1.0,1.0,6.0,4.0,11.0,3.0,11.0,9.0,26.0,14.0,36.0,54.0,24.0,,,38.0,20.0,3.0,,22.0,13.0,35.0,12.0,1.0,11.0,3.0,8.0,83.0,,2.0,,2.0,6.0,,8.0,2.0,10.0,,5.0,4.0,1.0,10.0,3.0,6.0,4.0,,4.0,,14.0,3.0,2.0,4.0,9.0,,,1.0,21.0,1.0,1.0,33.0,2.0,3.0,1.0,8.0,6.0,3.0,,,,,,26.0,96.0,,3.0,0.28,0.28,0.6923076923076923,0.4727272727272727,1.0,0.2727272727272727,0.4727272727272727,0.44642857142857145,0.5,0.36363636363636365,0.5765765765765766,0.8333333333333334,0.38636363636363635,0.6056910569105691,1.0,0.48148148148148145,0.4954954954954955,,0.05357142857142857,0.06666666666666667,,0.08,,,25.65543071161049,0.7142857142857143,,,0.03409090909090909,0.016129032258064516,0.05714285714285714,,0.037914691943127965,0.009216589861751152,0.02,,0.022727272727272728,,,0.018867924528301886,0.037037037037037035,0.043478260869565216,0.07407407407407407,,,,0.13513513513513514,0.4666666666666667,0.5,0.42857142857142855,0.14414414414414414,0.375,0.375,0.16666666666666666,0.22522522522522523,0.48,0.5217391304347826,0.25,0.15315315315315314,0.35294117647058826,0.35294117647058826,1.0,0.34234234234234234,0.5263157894736842,0.5263157894736842,0.6,0.3333333333333333,1.0,,,0.3333333333333333,1.0,1.0,0.18181818181818182,0.25,0.13636363636363635,0.3333333333333333,0.36363636363636365,0.25,0.6306306306306306,0.5263157894736842,0.5111666666666665,0.531,0.4822340909090909,0.11666666666666667,0.12903225806451613,0.10344827586206896,0.04,0.17333333333333334,10.950000000000001,24.885454545454543,0.19591836734693877,,,,,,,,,,,,,True
2768,1610612752,Chris Duhon,Chris Duhon,2768,NYK,117733.0,1962,-184.0,3994,4001,917.0,860.0,441.0,7995,73.0,149.0,5.0,14.0,15.0,35.0,11.0,35.0,22.0,49.0,12.0,33.0,5.0,4.0,9.0,64.0,176.0,7.0,14.0,14.0,38.0,106.0,233.0,76.0,209.0,105.0,545.0,4479.0,6.0,17.0,9.0,19.0,6.0,45.0,18.0,52.0,18.0,47.0,54.0,144.0,22.0,190.0,138.0,90.0,2.0,5.0,170.0,63.0,26.0,,255.0,136.0,391.0,97.0,39.0,175.0,20.0,60.0,918.0,12.0,13.0,,34.0,93.0,4.0,131.0,25.0,156.0,9.0,54.0,40.0,14.0,104.0,20.0,72.0,40.0,6.0,32.0,10.0,144.0,6.0,27.0,38.0,90.0,,1.0,2.0,100.0,1.0,14.0,123.0,8.0,,24.0,30.0,1.0,22.0,4.0,1.0,5.0,3.0,,144.0,917.0,20.0,20.0,0.10377358490566038,0.10476190476190476,0.6052631578947368,0.36363636363636365,0.47368421052631576,0.3829787234042553,0.36764705882352944,0.45493562231759654,0.35294117647058826,0.34615384615384615,0.497737556561086,0.5416666666666666,0.45454545454545453,0.5410677618069816,0.5641025641025641,0.5555555555555556,0.47285067873303166,,0.11158798283261803,0.16778523489932887,0.02857142857142857,,,,14.006224988883949,0.7222222222222222,0.039603960396039604,,0.07254290171606864,0.010425020048115477,0.06868686868686869,0.017467248908296942,0.0714687675858188,0.012926577042399173,0.015355086372360844,0.010380622837370242,0.004576659038901602,0.011787819253438114,0.033707865168539325,0.06279069767441861,0.04481792717086835,0.10101010101010101,0.07479224376731301,0.05223880597014925,0.039301310043668124,0.6,0.33710407239819007,0.4899328859060403,0.5887096774193549,0.1095890410958904,0.07918552036199095,0.3142857142857143,0.3235294117647059,,0.11085972850678733,0.4489795918367347,0.4489795918367347,0.13636363636363635,0.0746606334841629,0.36363636363636365,0.36363636363636365,1.0,0.39819004524886875,0.36363636363636365,0.36363636363636365,0.53125,0.3888888888888889,0.35714285714285715,0.6,0.1388888888888889,0.3888888888888889,0.5,1.0,0.35353535353535354,0.42857142857142855,0.09090909090909091,0.4444444444444444,0.3838383838383838,0.3684210526315789,0.8099547511312217,0.37058823529411766,0.5450814645308922,0.5432750000000001,0.5200614583333333,0.06666666666666667,0.11764705882352941,0.004761904761904762,0.08256880733944955,0.26422018348623855,5.38497854077253,25.725358851674635,0.22959439158738107,,,2.0,3.0,0.4,1.0,,1.0,1.0,,,1.0,True
990,1610612752,Malik Rose,Malik Rose,990,NYK,5730.0,96,4.0,197,197,60.0,80.0,22.0,394,1.0,7.0,,1.0,,3.0,1.0,3.0,3.0,6.0,,,,,,,2.0,,,,1.0,5.0,16.0,,2.0,6.0,16.0,201.0,1.0,4.0,,,,2.0,1.0,4.0,,1.0,,2.0,8.0,2.0,,,,,2.0,,2.0,,4.0,2.0,6.0,,2.0,2.0,1.0,1.0,14.0,,3.0,,2.0,12.0,2.0,16.0,3.0,19.0,1.0,1.0,,1.0,6.0,1.0,3.0,6.0,1.0,3.0,1.0,12.0,1.0,1.0,11.0,17.0,,,3.0,5.0,,,8.0,,,,4.0,,,1.0,,1.0,1.0,,2.0,60.0,1.0,,0.8,0.8,,,,,,0.3125,0.25,0.25,0.2777777777777778,0.25,0.2,0.36363636363636365,0.25,0.2,0.1111111111111111,,0.125,0.14285714285714285,,0.16666666666666666,,,15.315315315315313,0.5,0.25,,0.17142857142857143,0.058823529411764705,0.08333333333333333,,0.14893617021276595,0.03409090909090909,0.08695652173913043,0.07142857142857142,,,,0.13333333333333333,0.22727272727272727,0.15151515151515152,0.10526315789473684,,0.09090909090909091,1.0,0.3888888888888889,0.14285714285714285,0.16666666666666666,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,0.6,1.0,,,,,0.1111111111111111,,,,0.25,,,,,,,0.6,,,,0.2,,0.5,,0.47833055555555554,0.4324666666666667,0.53394,0.18181818181818182,0.2,,0.125,0.125,9.1875,26.049999999999997,0.30456852791878175,,,,1.0,,,,,,,,,True
