EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,PenaltyFtPoints,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,3SecondViolations,Defensive 3 Seconds Violations,FG3APct,ShortMidRangePctBlocked,DefAtRimReboundPct,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,Avg3ptShotDistance,Corner3FGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,Travels,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,Fg3aBlocked,FTOffRebounds,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,BlockedLongMidRange,on,Blocked3s,BlockedArc3,HeaveMakes,BlockedCorner3,Clear Path Fouls
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,6613.0,110,-17,208,209,74,82,28,417,8.0,18.0,4.0,10.0,1.0,1.0,5.0,14.0,1.0,2.0,14.0,34,1.0,29,212,5.0,13.0,1.0,11.0,2.0,5.0,4.0,12.0,16.0,10.0,2.0,1.0,1.0,1.0,3.0,4.0,17.0,6.0,16,3.0,25,21.0,46,1.0,1.0,1.0,2.0,1.0,3,1.0,11.0,18.0,2.0,11.0,1.0,4.0,4.0,2.0,3.0,11.0,6.0,5.0,11.0,5.0,1.0,1.0,4.0,74,2.0,0.4285714285714285,0.6666666666666666,0.4117647058823529,0.3846153846153846,0.4,0.4117647058823529,0.3846153846153846,0.4,0.4142857142857143,0.4230769230769231,0.3333333333333333,0.0588235294117647,0.1111111111111111,15.637860082304526,0.3333333333333333,0.375,0.1818181818181818,0.2023809523809523,0.2222222222222222,0.1212121212121212,0.1913043478260869,0.1794871794871795,0.1363636363636363,0.24,0.2162162162162162,0.0869565217391304,0.2,0.2,0.2291666666666666,0.1904761904761904,0.3333333333333333,0.0555555555555555,0.4545454545454545,0.5294117647058824,0.4444444444444444,0.5,0.375,0.4117647058823529,0.3571428571428571,0.3571428571428571,0.4,0.0588235294117647,0.5,0.5,1.0,0.7692307692307693,0.4,0.2,1.0,0.5294117647058824,0.4825705882352941,0.514475,0.40228,0.0857142857142857,0.0857142857142857,0.3793103448275862,0.1379310344827586,4.788235294117647,0.3557692307692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,11732.0,196,12,372,380,147,160,42,752,7.0,9.0,4.0,6.0,2.0,3.0,3.0,12.0,6.0,12.0,16.0,33,3.0,35,385,4.0,9.0,2.0,10.0,6.0,11.0,14.0,20.0,12.0,8.0,1.0,2.0,2.0,2.0,6.0,3.0,18.0,8.0,21,2.0,31,21.0,52,1.0,8.0,5.0,3.0,,11,2.0,17.0,21.0,3.0,11.0,4.0,2.0,6.0,,3.0,6.0,6.0,,6.0,3.0,,1.0,14.0,147,,0.625,0.8333333333333334,0.4848484848484848,0.4444444444444444,0.5454545454545454,0.4705882352941176,0.4,0.5,0.4729729729729729,0.4166666666666667,0.5,0.0303030303030303,,11.347517730496453,0.7272727272727273,0.1538461538461538,0.1532846715328467,0.1682242990654205,0.2105263157894736,0.0422535211267605,0.1657142857142857,0.1179775280898876,0.2083333333333333,0.1555555555555555,0.1578947368421052,0.0666666666666666,,0.2903225806451613,0.1206896551724138,0.2258064516129032,0.1428571428571428,0.0588235294117647,0.5,0.2647058823529412,0.7777777777777778,0.7777777777777778,0.4285714285714285,0.3529411764705882,0.25,0.2727272727272727,1.0,0.3529411764705882,0.5,0.5,0.6666666666666666,0.6,0.6666666666666666,0.25,0.6666666666666666,0.2941176470588235,0.4446029411764706,0.51285,0.461025,0.081081081081081,0.0833333333333333,0.2857142857142857,0.4,10.048484848484849,0.3951612903225806,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0294117647058823,0.0833333333333333,0.1041666666666666,0.0294117647058823,0.1,0.0833333333333333,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1533,1610612753,Anthony Johnson,Anthony Johnson,1533,ORL,14280.0,238,-38,434,451,151,148,54,885,9.0,13.0,,1.0,1.0,4.0,3.0,16.0,7.0,19.0,19.0,48,6.0,59,461,1.0,5.0,,2.0,5.0,15.0,21.0,4.0,34.0,,6.0,19.0,32.0,13.0,83.0,,1.0,2.0,17,,19,1.0,20,1.0,6.0,4.0,4.0,,10,,9.0,20.0,,5.0,,1.0,6.0,,2.0,1.0,1.0,,1.0,1.0,,,21.0,151,3.0,0.1052631578947368,0.1052631578947368,0.3958333333333333,0.2,0.3333333333333333,0.4344262295081967,0.1428571428571428,0.4523809523809524,0.4609375,0.1428571428571428,0.4772727272727273,0.125,0.1538461538461538,14.859437751004014,0.6,,0.0928961748633879,0.0066666666666666,0.05,,0.085201793721973,0.0045454545454545,,0.0142857142857142,,,,0.0816326530612244,0.144578313253012,0.032258064516129,0.1111111111111111,0.037037037037037,1.0,0.2131147540983606,0.6923076923076923,0.8181818181818182,0.1111111111111111,0.2622950819672131,0.1875,0.2307692307692307,,0.3114754098360656,0.3684210526315789,0.3888888888888889,0.1428571428571428,0.1428571428571428,,0.1904761904761904,0.25,0.4262295081967213,0.4576358333333334,0.43786,0.433085,0.0317460317460317,0.04,0.0338983050847457,0.3559322033898305,9.975,0.347926267281106,4.0,,1.0,13.0,2.0,6.0,2.0,10.0,5.0,5.0,2.0,2.0,1.0,,,0.2131147540983606,0.1875,0.0196078431372549,0.0655737704918032,,0.0476190476190476,26.815384615384616,2.0,3.0,9.0,2.0,3.0,5.0,5.0,3.0,9.0,6.0,1.0,8.0,3.0,13.0,6.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,0.6,0.3846153846153846,0.5,0.4166666666666667,0.0526315789473684,0.5,0.5,1.0,0.1475409836065573,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.238095238095238,0.6,0.375,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,30909.0,515,129,978,981,294,268,124,1959,26.0,53.0,2.0,6.0,11.0,20.0,16.0,38.0,16.0,51.0,58.0,142,51.0,248,967,6.0,15.0,5.0,20.0,20.0,51.0,86.0,20.0,96.0,4.0,12.0,29.0,57.0,17.0,143.0,4.0,7.0,11.0,55,8.0,74,11.0,85,,22.0,12.0,15.0,3.0,37,2.0,14.0,35.0,,48.0,,1.0,64.0,2.0,26.0,4.0,4.0,,4.0,1.0,,,86.0,294,3.0,0.1724137931034483,0.1785714285714285,0.4084507042253521,0.4,0.392156862745098,0.466824644549763,0.3947368421052631,0.4085365853658536,0.5103734439834025,0.4545454545454545,0.4521276595744681,0.0845070422535211,0.0754716981132075,24.977538185085358,0.5945945945945946,0.32,0.1338199513381995,0.0242214532871972,0.0964912280701754,0.0228571428571428,0.1257142857142857,0.0237068965517241,0.031578947368421,0.0285714285714285,0.0112359550561797,0.0272727272727272,0.0153846153846153,0.1287128712871287,0.1545893719806763,0.1034482758620689,0.074074074074074,,0.25,0.2511848341232227,0.490566037735849,0.5306122448979592,0.2692307692307692,0.1800947867298578,0.4210526315789473,0.5,0.125,0.2417061611374407,0.3137254901960784,0.3265306122448979,0.0625,0.3157894736842105,0.3333333333333333,0.2439024390243902,0.55,0.5781990521327014,0.4947421052631578,0.455646875,0.4875562499999999,0.1106382978723404,0.1566265060240964,0.0806451612903225,0.3467741935483871,9.22323943661972,0.3006134969325153,10.0,1.0,2.0,69.0,4.0,31.0,19.0,7.0,3.0,4.0,10.0,12.0,2.0,,,0.3270142180094786,0.1578947368421052,0.0970873786407767,0.0473933649289099,0.0526315789473684,0.024390243902439,25.563768115942025,4.0,23.0,59.0,3.0,9.0,29.0,27.0,9.0,66.0,15.0,1.0,58.0,23.0,28.0,12.0,19.0,4.0,5.0,7.0,2.0,6.0,5.0,0.8148148148148148,0.391304347826087,0.2903225806451613,0.3970588235294117,0.0392156862745098,0.4,0.4,1.0,0.2796208530805687,0.3898305084745763,0.3898305084745763,0.782608695652174,0.1578947368421052,0.3536585365853658,0.3103448275862069,0.396551724137931,1.0,1.0,2.0,0.25,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,True,,,,,
2586,1610612753,Keith Bogans,Keith Bogans,2586,ORL,47224.0,787,97,1502,1513,522,446,190,3015,20.0,35.0,3.0,5.0,8.0,13.0,,8.0,1.0,6.0,21.0,49,21.0,189,1541,3.0,7.0,5.0,17.0,9.0,18.0,63.0,24.0,18.0,6.0,8.0,14.0,31.0,5.0,76.0,8.0,5.0,15.0,79,2.0,96,15.0,111,3.0,14.0,10.0,5.0,,19,,21.0,61.0,1.0,28.0,3.0,7.0,24.0,,10.0,2.0,1.0,1.0,2.0,,,,63.0,522,9.0,0.5714285714285714,0.6666666666666666,0.4285714285714285,0.4285714285714285,0.5,0.48,0.4,0.4596774193548387,0.5053475935828877,0.4722222222222222,0.4772727272727273,0.1632653061224489,0.1428571428571428,12.025685931115005,0.7368421052631579,0.048780487804878,0.125796178343949,0.0109649122807017,0.0949367088607595,0.0308880308880308,0.1195928753180661,0.0181818181818181,0.0074074074074074,0.0057471264367816,0.0204081632653061,0.0240963855421686,0.043010752688172,0.1055900621118012,0.1591695501730103,0.1083333333333333,0.0526315789473684,0.03,,0.2,0.5714285714285714,0.6666666666666666,0.6,0.0457142857142857,,,,0.0342857142857142,0.1666666666666666,0.1666666666666666,,0.3333333333333333,0.6,0.2096774193548387,0.6153846153846154,0.92,0.5682956647398844,0.54264,0.5513908333333333,0.054054054054054,0.1694915254237288,0.0899470899470899,0.3333333333333333,3.893877551020408,0.3475366178428761,60.0,1.0,18.0,126.0,8.0,44.0,6.0,23.0,14.0,9.0,4.0,7.0,3.0,,,0.72,0.375,0.0898876404494382,0.3428571428571428,0.0666666666666666,0.2903225806451613,24.61269841269841,22.0,20.0,66.0,7.0,6.0,26.0,42.0,13.0,123.0,3.0,1.0,65.0,20.0,17.0,9.0,10.0,3.0,4.0,,2.0,2.0,2.0,0.9761904761904762,0.3333333333333333,0.2954545454545454,0.336,,0.3666666666666666,0.3728813559322034,1.0,0.3771428571428571,0.303030303030303,0.3076923076923077,0.95,0.4666666666666667,0.4193548387096774,0.2307692307692307,0.3076923076923077,2.0,2.0,,0.25,,0.2857142857142857,1.0,7.0,2.0,2.0,0.0158730158730158,0.0166666666666666,0.0151515151515151,0.0392156862745098,0.3888888888888889,,,,,,,,,True,,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,32316.0,539,141,1044,1039,359,275,131,2083,28.0,50.0,1.0,2.0,12.0,20.0,15.0,35.0,39.0,78.0,82.0,163,38.0,280,1050,5.0,9.0,2.0,18.0,25.0,57.0,81.0,20.0,144.0,2.0,9.0,59.0,96.0,36.0,251.0,3.0,6.0,13.0,36,2.0,51,9.0,60,3.0,17.0,13.0,19.0,4.0,36,2.0,16.0,48.0,3.0,35.0,3.0,5.0,45.0,2.0,15.0,,,,,,,,81.0,359,4.0,0.1219512195121951,0.1234567901234567,0.5030674846625767,0.5555555555555556,0.4385964912280701,0.5238095238095238,0.5333333333333333,0.4358974358974359,0.5542168674698795,0.5625,0.4705882352941176,0.0552147239263803,0.14,24.030354131534573,0.4722222222222222,0.074074074074074,0.0831408775981524,0.02,0.1130434782608695,0.0162162162162162,0.0894160583941605,0.0185567010309278,0.029126213592233,0.0194174757281553,0.0106382978723404,0.0087719298245614,0.028169014084507,0.0545454545454545,0.115,0.0689655172413793,0.25,0.0272727272727272,,0.2164502164502164,0.56,0.6511627906976745,0.0714285714285714,0.1515151515151515,0.4285714285714285,0.4411764705882353,0.0666666666666666,0.3376623376623376,0.5,0.5064935064935064,0.1794871794871795,0.1333333333333333,0.5,0.2564102564102564,0.6,0.5108225108225108,0.4990186147186147,0.46293125,0.4715294871794872,0.0691056910569105,0.0852272727272727,0.0642857142857142,0.2892857142857143,11.024539877300615,0.3438697318007663,18.0,1.0,5.0,68.0,6.0,21.0,13.0,24.0,12.0,12.0,4.0,11.0,7.0,,,0.2943722943722944,0.0285714285714285,0.056910569105691,0.0779220779220779,0.0666666666666666,0.0641025641025641,24.86911764705882,8.0,18.0,50.0,5.0,6.0,16.0,26.0,6.0,48.0,30.0,,50.0,18.0,37.0,23.0,26.0,7.0,4.0,4.0,1.0,3.0,3.0,0.6153846153846154,0.3823529411764705,0.2857142857142857,0.3823529411764705,0.0128205128205128,0.4444444444444444,0.4705882352941176,0.875,0.2164502164502164,0.36,0.36,0.5,0.3333333333333333,0.2051282051282051,0.375,0.36,2.0,2.0,5.0,0.3333333333333333,,0.4,0.5,,1.0,,0.0147058823529411,0.0555555555555555,,,,1.0,2.0,0.0285714285714285,,,,,,True,,,,,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,38018.0,634,112,1215,1224,394,323,147,2439,31.0,43.0,6.0,6.0,6.0,10.0,20.0,52.0,13.0,36.0,64.0,131,53.0,346,1231,9.0,12.0,4.0,49.0,17.0,40.0,108.0,52.0,76.0,10.0,4.0,17.0,47.0,11.0,111.0,13.0,8.0,20.0,67,5.0,92,21.0,113,3.0,29.0,19.0,14.0,,43,2.0,20.0,41.0,1.0,50.0,1.0,3.0,65.0,9.0,25.0,8.0,7.0,1.0,8.0,4.0,,,108.0,394,7.0,0.40625,0.4406779661016949,0.4885496183206106,0.75,0.425,0.5700389105058365,0.9,0.5197368421052632,0.603202846975089,0.903846153846154,0.5659340659340659,0.0305343511450381,0.0232558139534883,23.546511627906977,0.6744186046511628,0.1612903225806451,0.1298449612403101,0.0227272727272727,0.1639344262295081,0.0610328638497652,0.1363636363636363,0.0371681415929203,0.0265486725663716,0.037593984962406,,0.0833333333333333,0.0246913580246913,0.1185185185185185,0.1034482758620689,0.1630434782608695,0.1666666666666666,0.0232558139534883,0.5,0.1673151750972762,0.7209302325581395,0.7380952380952381,0.4193548387096774,0.2023346303501945,0.3846153846153846,0.4,0.25,0.1400778210116731,0.3611111111111111,0.3714285714285714,0.6153846153846154,0.24,1.0,0.131578947368421,0.6,0.6575875486381323,0.515360546875,0.4892735294117647,0.4991926666666668,0.0915750915750915,0.1700680272108843,0.1416184971098266,0.3121387283236994,8.521374045801528,0.3242798353909465,41.0,7.0,10.0,126.0,13.0,36.0,29.0,21.0,14.0,7.0,10.0,13.0,5.0,,1.0,0.490272373540856,0.0384615384615384,0.1812080536912751,0.159533073929961,0.28,0.131578947368421,24.946031746031743,12.0,43.0,85.0,6.0,10.0,26.0,55.0,15.0,156.0,9.0,1.0,84.0,43.0,30.0,6.0,19.0,10.0,1.0,4.0,4.0,8.0,8.0,0.9454545454545454,0.4365079365079365,0.4166666666666667,0.44,0.0277777777777777,0.2926829268292683,0.3,0.9166666666666666,0.3307392996108949,0.5058823529411764,0.5119047619047619,0.9534883720930232,0.24,0.3421052631578947,0.3846153846153846,0.5119047619047619,4.0,9.0,8.0,0.6923076923076923,0.1666666666666666,0.6666666666666666,0.75,5.0,2.0,,0.0158730158730158,0.024390243902439,0.0117647058823529,,0.5,,,,5.0,0.7142857142857143,0.8,,,True,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,3785.0,63,-13,122,120,52,47,14,242,1.0,1.0,,,,,,1.0,1.0,4.0,2.0,6,4.0,14,140,,,,,1.0,2.0,7.0,,4.0,,,,3.0,,6.0,,,1.0,3,1.0,5,,5,,1.0,1.0,1.0,,2,,2.0,5.0,,5.0,,1.0,5.0,1.0,3.0,,,,,,,,7.0,52,3.0,,,0.3333333333333333,,0.5,0.4166666666666667,,0.625,0.5,,0.7,,,11.67883211678832,0.5,0.1428571428571428,0.0681818181818181,,0.0588235294117647,,0.0655737704918032,,,,,,,,0.0909090909090909,0.1,,,,0.0833333333333333,1.0,1.0,,0.0833333333333333,,,,0.3333333333333333,0.25,0.25,,,,,,0.5833333333333334,0.5346291666666667,,0.5103625,0.2142857142857142,0.375,,0.5,15.4,0.4262295081967213,3.0,,2.0,6.0,,2.0,2.0,,,,,2.0,,,,0.5,,0.0909090909090909,0.25,,0.5,23.83333333333333,1.0,1.0,3.0,,,,2.0,1.0,6.0,,,3.0,1.0,3.0,,2.0,,1.0,,1.0,,,1.0,0.3333333333333333,0.5,0.3333333333333333,,0.3333333333333333,0.3333333333333333,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,,,,,,,,1.0,,,,,,,0.5,,,,,,,,,True,,,,,
201584,1610612753,Courtney Lee,Courtney Lee,201584,ORL,7575.0,126,-7,246,251,107,78,29,497,5.0,9.0,,,2.0,4.0,2.0,2.0,3.0,12.0,10.0,23,1.0,42,279,1.0,2.0,1.0,6.0,4.0,9.0,12.0,10.0,10.0,,1.0,2.0,6.0,2.0,14.0,,,4.0,6,,10,,10,,1.0,1.0,4.0,,5,,5.0,11.0,,1.0,,,1.0,1.0,1.0,,,,,,,,12.0,107,3.0,0.5,0.5,0.4347826086956521,0.5,0.4444444444444444,0.5694444444444444,0.8333333333333334,0.4230769230769231,0.5833333333333334,1.0,0.4615384615384615,0.0434782608695652,0.1111111111111111,14.642857142857144,0.2,,0.0571428571428571,,0.2352941176470588,,0.081967213114754,,,,,,,,0.05,0.2857142857142857,,,,0.25,0.5555555555555556,0.625,0.4,0.0555555555555555,1.0,1.0,1.0,0.3333333333333333,0.25,0.25,0.3333333333333333,,,0.3076923076923077,0.5,0.6111111111111112,0.4958013888888888,0.434975,0.4781923076923077,0.0277777777777777,0.0434782608695652,0.1428571428571428,0.2857142857142857,10.139130434782608,0.4349593495934959,6.0,,1.0,13.0,1.0,4.0,1.0,,,,,1.0,,,,0.3611111111111111,,0.1025641025641025,0.1666666666666666,,0.0769230769230769,25.03076923076923,5.0,2.0,7.0,1.0,,3.0,7.0,1.0,18.0,3.0,,7.0,2.0,4.0,,1.0,1.0,2.0,2.0,2.0,,,0.8571428571428571,0.5384615384615384,0.25,0.5384615384615384,,0.8333333333333334,0.8333333333333334,1.0,0.1944444444444444,0.2857142857142857,0.2857142857142857,0.5,0.3333333333333333,0.2307692307692307,,0.2857142857142857,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,True,,,,,
2554,1610612753,Mickael Pietrus,Mickael Pietrus,2554,ORL,7649.0,127,11,238,245,110,76,34,483,9.0,11.0,2.0,2.0,3.0,4.0,1.0,5.0,1.0,6.0,11.0,22,16.0,62,241,2.0,4.0,1.0,5.0,4.0,12.0,29.0,18.0,4.0,,2.0,1.0,6.0,1.0,13.0,1.0,3.0,2.0,10,1.0,13,4.0,17,,,,8.0,1.0,8,1.0,5.0,10.0,,11.0,,,20.0,,7.0,1.0,1.0,,1.0,,,1.0,29.0,110,1.0,0.8181818181818182,0.8181818181818182,0.5,0.5,0.3333333333333333,0.5609756097560976,0.5,0.5476190476190477,0.61,0.5,0.5833333333333334,0.0909090909090909,0.0909090909090909,21.09090909090909,,0.25,0.0970873786407767,0.0389610389610389,0.0833333333333333,0.0263157894736842,0.0944881889763779,0.0347826086956521,,0.0526315789473684,0.0416666666666666,,0.0588235294117647,0.1071428571428571,0.1025641025641025,0.1052631578947368,,,,0.2682926829268293,0.8181818181818182,0.9,1.0,0.1219512195121951,0.2,0.25,,0.1463414634146341,0.1666666666666666,0.1666666666666666,,0.5,1.0,0.1904761904761904,0.75,0.7317073170731707,0.5329585365853658,0.4333333333333333,0.5045428571428571,0.1666666666666666,0.2413793103448276,0.0806451612903225,0.4677419354838709,7.304545454545454,0.4621848739495798,13.0,,6.0,19.0,,9.0,6.0,2.0,,2.0,,1.0,2.0,,,0.4634146341463415,0.2,0.0833333333333333,0.3170731707317073,,0.2857142857142857,23.82631578947369,6.0,2.0,6.0,,1.0,3.0,8.0,5.0,24.0,,,6.0,2.0,5.0,,1.0,,4.0,1.0,3.0,2.0,2.0,1.0,0.4210526315789473,0.5555555555555556,0.4210526315789473,,0.4615384615384615,0.4615384615384615,1.0,0.1463414634146341,0.3333333333333333,0.3333333333333333,1.0,,0.1428571428571428,0.3333333333333333,0.3333333333333333,,,1.0,,1.0,,,4.0,,,,,,,0.6666666666666666,,1.0,0.0526315789473684,,,,1.0,,True,,,,,
