EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,Fg2aBlocked,PenaltyOffPossExcludingTakeFouls,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,AtRimFrequency,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG2M,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,3SecondViolations,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,Technical Free Throw Trips,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,on,Clear Path Fouls,Corner3PctBlocked,BlockedCorner3
101194,1610612741,Anthony Roberson,Anthony Roberson,101194,CHI,172.0,3,-3,6,5,6,5,11,1,1.0,1.0,1.0,1.0,1.0,1,2.0,5,1.0,2.0,1.0,1.0,6,0.6666666666666666,1.0,1.0,50.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4432833333333333,0.4432833333333333,3.9,24.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200748,1610612741,Tyrus Thomas,Tyrus Thomas,200748,CHI,51715.0,862,-49,1669,1674,382,394,3343,119,30.0,1.0,1.0,3.0,3.0,269,4.0,1784,68.0,4.0,3.0,26.0,382,0.014652014652014652,0.09665427509293681,0.15126050420168066,19.50591868244982,0.4358974358974359,0.003663003663003663,0.01098901098901099,0.4166666666666667,0.013888888888888888,0.041666666666666664,0.45054945054945056,0.48799139194139185,0.48620486111111116,8.87806691449814,25.075,0.22887956860395448,227.0,66.0,21.0,38.0,22.0,8.0,38.0,42.0,112.0,2.0,2.0,116.0,2.0,85.0,323.0,25.0,52.0,7.0,57.0,32.0,2.0,23.0,93.0,146.0,86.0,3.0,3.0,34.0,2.0,28.0,3.0,31.0,2.0,1.0,16.0,2.0,10.0,65.0,7.0,62.0,26.0,111.0,9.0,146.0,69.0,215.0,12.0,34.0,26.0,8.0,27.0,7.0,16.0,27.0,4.0,11.0,2.0,54.0,6.0,9.0,54.0,87.0,2.0,9.0,81.0,1.0,13.0,112.0,7.0,54.0,6.0,60.0,1.0,1.0,44.0,1.0,15.0,61.0,37.0,13.0,3.0,3.0,93.0,7.0,5.0,0.6293103448275862,0.7373737373737373,0.5,0.5,0.5,0.5,0.4312267657992565,0.4807692307692308,0.47058823529411764,0.4358974358974359,0.4807692307692308,0.4861111111111111,0.495398773006135,0.49137931034482757,0.5344827586206896,0.15789473684210525,0.017857142857142856,0.5,0.28125,0.18048780487804877,0.08972503617945007,0.14054054054054055,0.06542056074766354,0.17125,0.08646616541353383,0.12987012987012986,0.08403361344537816,0.06451612903225806,0.06578947368421052,0.06451612903225806,0.12612612612612611,0.17567567567567569,0.23265306122448978,0.13194444444444445,0.17073170731707318,0.09302325581395349,0.6065573770491803,0.5546218487394958,0.6534653465346535,0.5454545454545454,0.1391941391941392,0.21052631578947367,0.25,0.375,0.41025641025641024,0.375,0.38181818181818183,0.8095238095238095,0.6666666666666666,0.6666666666666666,0.5,0.7307692307692307,0.5526315789473685,0.09523809523809523,0.7333333333333333,0.6666666666666666,0.6666666666666666,0.5099568181818183,0.16875,0.17088607594936708,0.17647058823529413,0.28792569659442724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201189,1610612741,Aaron Gray,Aaron Gray,201189,CHI,20662.0,344,12,682,675,151,188,1357,62,7.0,,,,,84,,715,13.0,,,10.0,151,,0.11904761904761904,0.12903225806451613,13.797468354430379,0.7380952380952381,,,0.5384615384615384,,,0.7380952380952381,0.525795238095238,0.4701076923076923,2.5035714285714286,,0.22140762463343108,88.0,36.0,23.0,36.0,2.0,8.0,20.0,,2.0,,,44.0,,9.0,97.0,25.0,39.0,4.0,54.0,4.0,,2.0,10.0,32.0,56.0,,,44.0,,16.0,2.0,18.0,1.0,1.0,12.0,1.0,3.0,38.0,3.0,42.0,11.0,45.0,8.0,64.0,46.0,110.0,2.0,4.0,4.0,,8.0,1.0,4.0,7.0,,4.0,2.0,15.0,,7.0,33.0,58.0,6.0,2.0,20.0,4.0,2.0,21.0,1.0,9.0,2.0,10.0,,,8.0,,2.0,10.0,4.0,1.0,,,10.0,9.0,2.0,0.36363636363636365,0.7272727272727273,,,,,0.5238095238095238,0.6410256410256411,0.3076923076923077,0.5238095238095238,0.6410256410256411,0.3076923076923077,0.5159574468085106,0.6428571428571429,0.2777777777777778,0.1,,0.5333333333333333,0.36363636363636365,0.17786561264822134,0.15272727272727274,0.171875,0.06521739130434782,0.17665615141955837,0.14018691588785046,0.16129032258064516,0.21052631578947367,0.12,0.02857142857142857,0.18181818181818182,0.15053763440860216,0.2,0.19,0.18867924528301888,0.09090909090909091,0.06896551724137931,0.4,0.5806451612903226,0.6666666666666666,0.3888888888888889,0.23809523809523808,0.4,0.4444444444444444,0.25,0.023809523809523808,,,,,,,0.9230769230769231,0.6388888888888888,0.08695652173913043,0.2857142857142857,,,0.5659666666666667,0.09782608695652174,0.09782608695652174,0.5567010309278351,0.10309278350515463,1.0,1.0,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2736,1610612741,Luol Deng,Luol Deng,2736,CHI,99917.0,1665,-35,3242,3238,762,831,6480,200,40.0,11.0,2.0,9.0,1.0,571,20.0,3488,127.0,3.0,9.0,30.0,762,0.0338409475465313,0.05253940455341506,0.115,20.122928915018704,0.338409475465313,0.018612521150592216,0.015228426395939087,0.3076923076923077,0.015384615384615385,0.007692307692307693,0.37225042301184436,0.4852959322033898,0.45980615384615386,11.156742556917692,24.725,0.2350400987045034,416.0,119.0,28.0,46.0,21.0,26.0,74.0,112.0,297.0,3.0,1.0,257.0,8.0,152.0,690.0,42.0,85.0,22.0,112.0,56.0,2.0,46.0,164.0,372.0,142.0,21.0,3.0,38.0,3.0,65.0,29.0,94.0,17.0,12.0,32.0,6.0,27.0,217.0,19.0,59.0,52.0,145.0,18.0,215.0,80.0,295.0,17.0,60.0,49.0,11.0,35.0,6.0,17.0,37.0,8.0,18.0,8.0,72.0,6.0,14.0,32.0,85.0,3.0,10.0,146.0,4.0,10.0,191.0,11.0,83.0,18.0,24.0,1.0,1.0,20.0,3.0,1.0,25.0,12.0,2.0,,1.0,164.0,14.0,17.0,0.7237354085603113,0.7815126050420168,0.875,0.4,0.6666666666666666,0.4,0.4500875656742557,0.49411764705882355,0.4409448818897638,0.45516074450084604,0.5172413793103449,0.45384615384615384,0.5066079295154186,0.5714285714285714,0.5189873417721519,0.08108108108108109,0.003367003367003367,0.4861111111111111,0.23684210526315788,0.12174643157010916,0.04656669297553275,0.14092140921409213,0.07279693486590039,0.12628205128205128,0.051047120418848166,0.05476190476190476,0.027149321266968326,0.04792332268370607,0.06701030927835051,0.08955223880597014,0.08744394618834081,0.1391941391941392,0.1440677966101695,0.13937282229965156,0.14634146341463414,0.0576271186440678,0.48,0.595,0.672316384180791,0.6554621848739496,0.12521150592216582,0.35135135135135137,0.38235294117647056,0.5,0.5025380710659898,0.3771043771043771,0.3783783783783784,0.8482142857142857,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5287356321839081,0.6086956521739131,0.2857142857142857,0.525,1.0,0.3333333333333333,0.4867230263157896,0.12518853695324283,0.1290824261275272,0.16231884057971013,0.23768115942028986,2.0,3.0,0.020833333333333332,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.45454545454545453,0.45454545454545453,1.0,0.011494252873563218,1.0,1.0,0.011494252873563218,1.0,1.0,0.5,,,,,,,,,True,,,
283,1610612741,Lindsey Hunter,Lindsey Hunter,283,CHI,3106.0,52,-10,94,92,32,31,186,3,,,,8.0,4.0,7,8.0,97,3.0,4.0,8.0,,32,0.5333333333333333,,,16.513761467889907,0.2,,0.5333333333333333,,,0.5714285714285714,0.7333333333333333,0.49073,0.40081428571428573,10.071428571428571,25.475,0.3404255319148936,13.0,1.0,,,,1.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,,18.0,,,,3.0,2.0,1.0,,7.0,,6.0,12.0,,,4.0,4.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,14.0,1.0,,,1.0,,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,,1.0,2.0,,,,3.0,,1.0,,7.0,,1.0,1.0,,,,,,,,,,,,,,,,,,7.0,1.0,,,,1.0,0.5,0.25,0.5,0.42857142857142855,,0.6666666666666666,0.6,0.75,0.5,0.6,0.75,0.5,,,0.3333333333333333,,0.02702702702702703,,,0.09090909090909091,0.022222222222222223,0.022727272727272728,,,,0.125,,,,0.0625,,,0.125,,0.3333333333333333,0.3333333333333333,,0.06666666666666667,1.0,1.0,,0.2,0.3333333333333333,0.3333333333333333,,0.5,0.5,1.0,,,,,0.25,0.5,0.48405,,,0.16666666666666666,0.3888888888888889,,,,,,,,1.0,2.0,1.0,2.0,,0.5,,,,,,,1.0,0.5,1.0,,,,,,,,,,True,,,
1501,1610612741,Tim Thomas,Tim Thomas,1501,CHI,735.0,12,4,24,25,11,6,49,1,,,,1.0,1.0,1,1.0,23,,1.0,1.0,,11,0.5,,,7.692307692307692,0.5,,0.5,,,1.0,1.0,0.581875,0.60015,,24.5,0.4583333333333333,2.0,1.0,1.0,1.0,,,,,,,,1.0,,,2.0,1.0,1.0,,2.0,,,,,,2.0,,,,,1.0,,1.0,,,1.0,,,2.0,,1.0,3.0,1.0,,4.0,1.0,5.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.5,1.0,,0.5,1.0,,,,,,0.16666666666666666,0.125,0.5,,0.3333333333333333,0.09090909090909091,,,0.16666666666666666,,,0.5,,,0.4,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,0.5636,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1802,1610612741,Brad Miller,Brad Miller,1802,CHI,2505.0,42,10,84,83,43,30,167,5,3.0,,,,,11,,87,6.0,,,2.0,43,,0.18181818181818182,0.2,17.58241758241758,0.45454545454545453,,,0.5,,,0.45454545454545453,0.49662727272727275,0.5220666666666668,9.609090909090908,,0.5119047619047619,8.0,4.0,,,2.0,,1.0,2.0,5.0,,,6.0,,4.0,16.0,1.0,1.0,,2.0,3.0,,2.0,8.0,8.0,4.0,,,,,3.0,1.0,4.0,1.0,,,,3.0,9.0,,,1.0,4.0,,5.0,,5.0,,2.0,2.0,,2.0,,2.0,1.0,,,,3.0,,,3.0,4.0,,1.0,4.0,,1.0,5.0,1.0,3.0,,1.0,,,1.0,,,1.0,1.0,,,,8.0,,,0.6666666666666666,0.6666666666666666,,,,,0.5454545454545454,1.0,0.5,0.5454545454545454,1.0,0.5,0.6153846153846154,1.0,0.5714285714285714,,0.2,0.6666666666666666,,0.13793103448275862,,0.0625,,0.1111111111111111,,,,,,,0.25,0.16666666666666666,,0.07142857142857142,,,1.0,0.8,1.0,0.5,0.09090909090909091,,,,0.45454545454545453,0.4,0.5,1.0,,,,,,,0.6666666666666666,,,0.3838,0.23076923076923078,0.23076923076923078,0.125,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201565,1610612741,Derrick Rose,Derrick Rose,201565,CHI,78760.0,1313,-107,2541,2536,524,614,5077,200,42.0,7.0,1.0,29.0,11.0,506,36.0,2793,94.0,12.0,26.0,34.0,524,0.06642066420664207,0.06719367588932806,0.135,23.019381162869774,0.36900369003690037,0.012915129151291513,0.05350553505535055,0.39622641509433965,0.009433962264150943,0.10377358490566038,0.4354243542435424,0.4837657355679703,0.4582242718446602,9.775494071146241,27.21666666666667,0.20621802439984258,331.0,117.0,16.0,33.0,24.0,38.0,84.0,91.0,222.0,8.0,4.0,246.0,10.0,74.0,596.0,25.0,58.0,14.0,64.0,44.0,5.0,29.0,132.0,180.0,312.0,27.0,3.0,12.0,8.0,186.0,53.0,239.0,40.0,13.0,68.0,17.0,101.0,531.0,5.0,40.0,17.0,64.0,1.0,82.0,47.0,129.0,15.0,29.0,23.0,6.0,55.0,13.0,37.0,39.0,7.0,18.0,5.0,94.0,5.0,12.0,30.0,59.0,1.0,5.0,93.0,,8.0,98.0,15.0,46.0,10.0,8.0,,,6.0,1.0,1.0,8.0,4.0,,,2.0,132.0,8.0,8.0,0.36585365853658536,0.375,0.9,0.2777777777777778,0.4166666666666667,0.30303030303030304,0.48616600790513836,0.43103448275862066,0.46808510638297873,0.48154981549815495,0.423728813559322,0.4858490566037736,0.5102915951972555,0.48484848484848486,0.5454545454545454,0.05952380952380952,0.009009009009009009,0.5851063829787234,0.017543859649122806,0.06765327695560254,0.038834951456310676,0.06028368794326241,0.02617801047120419,0.06596091205211727,0.036855036855036855,0.03508771929824561,0.043478260869565216,0.03968253968253968,0.02158273381294964,0.038461538461538464,0.05263157894736842,0.05333333333333334,0.09166666666666666,0.06132075471698113,0.05714285714285714,0.0625,0.5,0.585,0.6763005780346821,0.38461538461538464,0.15498154981549817,0.4523809523809524,0.4810126582278481,0.21052631578947367,0.4095940959409594,0.4099099099099099,0.41363636363636364,0.4065934065934066,0.27586206896551724,0.27586206896551724,0.875,0.559322033898305,0.48484848484848486,0.375,0.5714285714285714,0.36363636363636365,0.3076923076923077,0.49418035714285713,0.08027923211169284,0.0856610800744879,0.10738255033557047,0.2214765100671141,2.0,4.0,0.029411764705882353,2.0,,,1.0,,1.0,,1.0,,,0.2857142857142857,0.2857142857142857,1.0,,,,0.01694915254237288,,,1.0,3.0,1.0,,,,,,,True,,,
2732,1610612741,Ben Gordon,Ben Gordon,2732,CHI,72743.0,1212,-13,2380,2350,482,550,4730,119,26.0,44.0,6.0,127.0,25.0,363,171.0,2567,73.0,31.0,126.0,29.0,482,0.3202247191011236,0.07988980716253444,0.20168067226890757,24.827335514358413,0.22284644194756553,0.08239700374531835,0.23782771535580524,0.25,0.057692307692307696,0.2403846153846154,0.5430711610486891,0.5021950281425893,0.4767490384615385,11.10495867768595,25.009356725146194,0.20252100840336135,305.0,63.0,7.0,9.0,15.0,21.0,57.0,92.0,187.0,51.0,12.0,176.0,69.0,133.0,692.0,10.0,22.0,11.0,49.0,33.0,16.0,45.0,159.0,134.0,218.0,129.0,78.0,4.0,51.0,110.0,21.0,131.0,17.0,4.0,59.0,8.0,43.0,283.0,4.0,14.0,40.0,75.0,2.0,117.0,19.0,136.0,7.0,30.0,17.0,13.0,58.0,10.0,39.0,33.0,8.0,19.0,4.0,91.0,9.0,14.0,36.0,70.0,2.0,8.0,119.0,2.0,4.0,159.0,18.0,65.0,11.0,11.0,,,7.0,2.0,2.0,11.0,5.0,,,1.0,159.0,7.0,9.0,0.3806818181818182,0.3850574712643678,0.6231884057971014,0.40350877192982454,0.5161290322580645,0.40588235294117647,0.48484848484848486,0.45454545454545453,0.4520547945205479,0.5234082397003745,0.5,0.5480769230769231,0.5681818181818182,0.55,0.6150793650793651,0.08771929824561403,,0.6373626373626373,0.03508771929824561,0.08417508417508418,0.015053763440860216,0.1556420233463035,0.020833333333333332,0.10017421602787456,0.016042780748663103,0.021341463414634148,0.006024096385542169,0.013761467889908258,0.0273972602739726,,0.06705539358600583,0.09375,0.09550561797752809,0.1683673469387755,0.11475409836065574,0.027559055118110236,0.45454545454545453,0.5294117647058824,0.6631578947368421,0.38095238095238093,0.10674157303370786,0.3684210526315789,0.40384615384615385,0.23809523809523808,0.350187265917603,0.4919786096256685,0.4919786096256685,0.41304347826086957,0.4015748031496063,0.408,0.5490196078431373,0.23684210526315788,0.7777777777777778,0.2857142857142857,0.5769230769230769,0.48,0.40476190476190477,0.5031073529411765,0.11663807890222985,0.15853658536585366,0.0708092485549133,0.22976878612716764,1.0,1.0,0.01694915254237288,18.0,2.0,5.0,4.0,4.0,11.0,6.0,16.0,,0.375,0.4090909090909091,0.4090909090909091,0.8333333333333334,0.13157894736842105,0.4,0.5,0.2894736842105263,0.36363636363636365,0.75,0.6666666666666666,1.0,19.0,2.0,1.0,3.0,0.011695906432748537,0.015748031496062992,0.017341040462427744,True,,,
2422,1610612741,John Salmons,John Salmons,2422,CHI,3042.0,51,-5,102,105,52,43,207,4,3.0,1.0,1.0,6.0,1.0,15,7.0,113,9.0,2.0,6.0,1.0,52,0.3181818181818182,0.06666666666666667,0.25,23.423423423423422,0.18181818181818182,0.045454545454545456,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.5,0.4901659090909092,0.4533045454545455,11.26,25.08571428571429,0.5098039215686274,9.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,7.0,4.0,,8.0,5.0,3.0,34.0,1.0,1.0,,2.0,5.0,1.0,3.0,16.0,4.0,12.0,15.0,,2.0,4.0,1.0,1.0,2.0,,1.0,,,1.0,5.0,,1.0,1.0,7.0,,8.0,1.0,9.0,1.0,1.0,1.0,,2.0,,1.0,,,1.0,,2.0,,2.0,3.0,4.0,,,3.0,,,4.0,,2.0,,1.0,,,1.0,,,1.0,,,,,16.0,1.0,,0.25,0.2857142857142857,1.0,0.7142857142857143,0.5,0.7142857142857143,0.5333333333333333,1.0,0.5555555555555556,0.7045454545454546,1.0,0.5909090909090909,0.7083333333333334,1.0,0.6153846153846154,,,1.0,,0.20588235294117646,0.024390243902439025,0.07142857142857142,,0.16666666666666666,0.02,,,0.038461538461538464,,,,0.16666666666666666,0.3,0.08333333333333333,,0.125,,0.5,0.6666666666666666,0.5,0.18181818181818182,0.5,0.5,,0.3181818181818182,0.5714285714285714,0.5714285714285714,0.25,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,0.3333333333333333,,0.6666666666666666,0.3953,0.08333333333333333,0.11764705882352941,0.058823529411764705,0.47058823529411764,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,True,,,
