EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PlusMinus,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,StepOutOfBoundsTurnovers,Clear Path Fouls,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,HeaveMakes,Fg3aBlocked,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,BlockedCorner3,3pt And 1 Free Throw Trips,Arc3PctBlocked,on
101110,1610612757,Martell Webster,Martell Webster,101110,POR,85.0,1,4,3,4,7,7,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200750,1610612757,Brandon Roy,Brandon Roy,200750,POR,174206.0,2903,5272,5248,1309,10520,5629,1309,0.2482928679817906,504.0,1307.0,728.0,272.0,451.0,41.0,74.0,82.0,140.0,116.0,247.0,162.0,400.0,31.0,77.0,5.0,12.0,4.0,18.0,52.0,143.0,6.0,13.0,18.0,50.0,550.0,1098.0,83.0,220.0,416.0,1765.0,69.0,126.0,11.0,25.0,35.0,206.0,153.0,301.0,22.0,68.0,181.0,553.0,282.0,818.0,204.0,45.0,48.0,5.0,138.0,52.0,51.0,260.0,140.0,400.0,59.0,81.0,116.0,23.0,121.0,940.0,21.0,79.0,4.0,55.0,204.0,7.0,266.0,104.0,370.0,36.0,88.0,52.0,36.0,95.0,16.0,51.0,57.0,10.0,44.0,12.0,152.0,9.0,32.0,42.0,127.0,7.0,16.0,410.0,3.0,23.0,505.0,37.0,13.0,209.0,3.0,51.0,21.0,1.0,1.0,15.0,6.0,22.0,12.0,5.0,553.0,24.0,48.0,0.25636363636363635,0.26806083650190116,0.8192771084337349,0.37727272727272726,0.44,0.3235294117647059,0.386046511627907,0.5009107468123861,0.5476190476190477,0.5083056478405316,0.5117602427921093,0.5662251655629139,0.5040650406504065,0.5683290155440415,0.5988372093023255,0.5901287553648069,0.1669195751138088,0.04644808743169399,0.07095343680709534,0.05668016194331984,0.0125,27.604166666666668,0.625,0.06140350877192982,0.024691358024691357,0.10851063829787234,0.043502202643171804,0.1,0.0328125,0.10658436213991769,0.04071661237785016,0.06306306306306306,0.041584158415841586,0.03042328042328042,0.039886039886039885,0.02422145328719723,0.09785932721712538,0.10927835051546392,0.11740890688259109,0.08743169398907104,0.125,0.05825242718446602,0.5454545454545454,0.34218512898330805,0.6031042128603105,0.649164677804296,0.3014705882352941,0.18740515933232169,0.46963562753036436,0.4978540772532189,0.13793103448275862,0.30349013657056145,0.405,0.41012658227848103,0.2654320987654321,0.05842185128983308,0.4025974025974026,0.4025974025974026,0.967741935483871,0.10849772382397573,0.36363636363636365,0.36363636363636365,0.7307692307692307,0.4900662251655629,0.5540540540540541,0.0975609756097561,0.07947019867549669,0.4166666666666667,1.0,0.08609271523178808,0.46153846153846156,0.8333333333333334,0.3794037940379404,0.5857142857142857,0.04878048780487805,0.2222222222222222,0.13550135501355012,0.36,0.5091047040971168,0.37681159420289856,0.4869583015993908,0.5188102564102564,0.48222486263736275,0.1419959812458138,0.16456692913385826,0.013452914798206279,0.11671388101983003,0.313314447592068,8.803642987249544,25.08,,,,,,,,,,,,,,True
200771,1610612757,Sergio Rodriguez,Sergio Rodriguez,200771,POR,35289.0,588,1067,1071,185,2138,1168,185,0.1733833177132146,31.0,190.0,141.0,24.0,47.0,2.0,4.0,5.0,8.0,16.0,37.0,5.0,15.0,9.0,23.0,,,2.0,5.0,11.0,31.0,,3.0,2.0,4.0,45.0,99.0,20.0,54.0,25.0,175.0,3.0,7.0,,3.0,,6.0,8.0,15.0,4.0,9.0,10.0,38.0,12.0,78.0,42.0,18.0,2.0,2.0,29.0,11.0,12.0,83.0,36.0,119.0,25.0,11.0,48.0,7.0,28.0,274.0,1.0,15.0,,9.0,40.0,1.0,50.0,16.0,66.0,2.0,26.0,19.0,7.0,38.0,7.0,21.0,17.0,2.0,17.0,2.0,55.0,6.0,7.0,14.0,65.0,2.0,3.0,42.0,1.0,5.0,31.0,2.0,3.0,10.0,,5.0,1.0,,,1.0,,1.0,,,38.0,8.0,5.0,0.13333333333333333,0.13636363636363635,0.7,0.37037037037037035,,0.4444444444444444,0.38461538461538464,0.45454545454545453,0.42857142857142855,0.5333333333333333,0.49019607843137253,0.3,0.5833333333333334,0.5180722891566265,0.3,0.6333333333333333,0.35294117647058826,0.12121212121212122,0.14893617021276595,0.10810810810810811,0.06666666666666667,17.95288383428107,0.6909090909090909,0.03571428571428571,,0.10752688172043011,0.043227665706051875,0.08333333333333333,0.00819672131147541,0.10208333333333333,0.03411513859275053,0.04201680672268908,0.05825242718446602,0.032,,0.018867924528301886,0.07964601769911504,0.1414141414141414,0.10625,0.0963855421686747,0.04,0.027777777777777776,,0.30718954248366015,0.5106382978723404,0.6,0.20833333333333334,0.24183006535947713,0.43243243243243246,0.48484848484848486,,0.09803921568627451,0.3333333333333333,0.35714285714285715,0.2,0.1503267973856209,0.391304347826087,0.391304347826087,1.0,0.20261437908496732,0.3548387096774194,0.3548387096774194,0.45454545454545453,0.4,0.5,,,,,0.3,,,0.3333333333333333,0.625,0.20833333333333334,0.4,0.16666666666666666,0.5,0.6601307189542484,0.3793103448275862,0.5063407284768211,0.510135,0.47897045454545456,0.062111801242236024,0.09345794392523364,,0.03428571428571429,0.21714285714285714,6.6848484848484855,25.60185185185185,1.0,1.0,,,,,,,,,,,,True
2038,1610612757,Joel Przybilla,Joel Przybilla,2038,POR,87981.0,1466,2623,2625,544,5248,2702,544,0.2073961113229127,298.0,546.0,352.0,123.0,184.0,57.0,91.0,18.0,33.0,9.0,16.0,,1.0,,,,,,,,,,,,,132.0,201.0,,,78.0,342.0,57.0,91.0,,,32.0,146.0,19.0,34.0,,,29.0,67.0,152.0,112.0,,,98.0,,,,19.0,16.0,5.0,21.0,2.0,3.0,6.0,4.0,6.0,47.0,21.0,135.0,,69.0,297.0,22.0,388.0,156.0,544.0,11.0,26.0,19.0,7.0,20.0,2.0,10.0,36.0,2.0,10.0,6.0,56.0,6.0,8.0,81.0,157.0,14.0,12.0,112.0,20.0,19.0,121.0,11.0,,53.0,,14.0,78.0,,,67.0,11.0,78.0,49.0,11.0,67.0,13.0,11.0,0.5757575757575758,0.9156626506024096,,,,,,0.6567164179104478,0.6263736263736264,0.5588235294117647,0.6567164179104478,0.6263736263736264,0.5588235294117647,0.6653696498054474,0.6347826086956522,0.6442307692307693,,0.0945273631840796,0.09782608695652174,0.0625,,10.253874052093638,0.35714285714285715,0.46808510638297873,,0.2987927565392354,0.14966740576496673,0.2536764705882353,0.06521739130434782,0.2890995260663507,0.12745098039215685,0.24074074074074073,0.1694915254237288,0.07575757575757576,0.057803468208092484,0.0738255033557047,0.2398843930635838,0.3371212121212121,0.3255208333333333,0.2571428571428571,0.24742268041237114,0.22,0.6282051282051282,0.9154228855721394,0.6684782608695652,0.7409638554216867,0.5609756097560976,0.07960199004975124,0.5625,0.6,0.7777777777777778,0.004975124378109453,,,,,,,,,,,,1.0,0.6263736263736264,0.12280701754385964,,,,,,,0.9705882352941176,0.5454545454545454,,,,,0.9154228855721394,,0.5572825870646766,0.5691070588235293,0.5546941176470588,0.21810699588477367,0.21810699588477367,,0.4269005847953216,0.195906432748538,0.8686567164179104,,2.0,,6.0,3.0,9.0,,,,,,,,,True
2566,1610612757,Travis Outlaw,Travis Outlaw,2566,POR,82332.0,1372,2554,2519,895,5073,2738,895,0.3504306969459671,190.0,904.0,340.0,68.0,107.0,15.0,19.0,26.0,39.0,40.0,88.0,84.0,177.0,31.0,93.0,3.0,8.0,12.0,44.0,23.0,52.0,1.0,4.0,9.0,23.0,192.0,372.0,54.0,145.0,115.0,661.0,31.0,45.0,4.0,12.0,8.0,82.0,58.0,123.0,21.0,67.0,57.0,236.0,182.0,202.0,162.0,,26.0,3.0,48.0,22.0,21.0,36.0,19.0,55.0,14.0,5.0,17.0,8.0,11.0,129.0,14.0,30.0,3.0,42.0,116.0,17.0,175.0,47.0,222.0,5.0,30.0,15.0,15.0,20.0,7.0,8.0,28.0,4.0,12.0,8.0,48.0,5.0,14.0,36.0,103.0,4.0,6.0,112.0,2.0,7.0,156.0,11.0,,63.0,1.0,19.0,40.0,1.0,1.0,28.0,9.0,41.0,30.0,1.0,236.0,19.0,19.0,0.4739583333333333,0.5083798882681564,1.0,0.3724137931034483,0.3333333333333333,0.31343283582089554,0.3732394366197183,0.5161290322580645,0.6888888888888889,0.4715447154471545,0.528046421663443,0.6491228070175439,0.4710526315789474,0.5611205432937182,0.6507936507936508,0.5221238938053098,0.2804642166344294,0.056451612903225805,0.102803738317757,0.09090909090909091,0.011299435028248588,21.563981042654028,0.4166666666666667,0.32075471698113206,0.03409090909090909,0.1336405529953917,0.03424657534246575,0.1377049180327869,0.04778156996587031,0.13469735720375106,0.037639007698887936,0.03202846975088968,0.05217391304347826,0.024657534246575342,0.047619047619047616,0.04794520547945205,0.08940397350993377,0.1095890410958904,0.1873198847262248,0.10309278350515463,0.1981981981981982,0.02100840336134454,0.7317073170731707,0.20696324951644102,0.6355140186915887,0.7083333333333334,0.6029411764705882,0.1702127659574468,0.45454545454545453,0.5,0.15,0.34235976789168276,0.4745762711864407,0.48,0.5238095238095238,0.17988394584139264,0.3333333333333333,0.34065934065934067,1.0,0.10058027079303675,0.4423076923076923,0.4423076923076923,1.0,0.3333333333333333,0.7894736842105263,0.13333333333333333,0.14035087719298245,0.375,1.0,0.07017543859649122,0.25,1.0,0.20526315789473684,0.6666666666666666,0.23157894736842105,0.2727272727272727,0.12105263157894737,0.391304347826087,0.4874274661508704,0.4583333333333333,0.4783302529182879,0.4795681818181818,0.47750721925133693,0.11228070175438597,0.14858490566037735,0.00684931506849315,0.12405446293494705,0.35703479576399394,10.947311827956987,24.314482758620688,1.0,,1.0,,,1.0,2.0,3.0,0.013793103448275862,0.021505376344086023,,,,True
2581,1610612757,Steve Blake,Steve Blake,2581,POR,113709.0,1895,3431,3404,822,6835,3609,822,0.23958029728941999,425.0,777.0,477.0,30.0,64.0,,3.0,3.0,8.0,16.0,55.0,68.0,147.0,55.0,116.0,4.0,10.0,17.0,37.0,67.0,173.0,10.0,27.0,14.0,44.0,114.0,266.0,122.0,289.0,54.0,648.0,5.0,18.0,14.0,37.0,1.0,53.0,19.0,46.0,31.0,81.0,30.0,161.0,94.0,134.0,327.0,39.0,,6.0,167.0,67.0,13.0,235.0,62.0,297.0,34.0,28.0,128.0,35.0,72.0,656.0,1.0,25.0,,27.0,102.0,,129.0,26.0,155.0,6.0,62.0,22.0,40.0,65.0,16.0,52.0,29.0,4.0,13.0,5.0,94.0,11.0,20.0,40.0,112.0,3.0,2.0,85.0,3.0,24.0,66.0,1.0,10.0,12.0,3.0,13.0,3.0,,,3.0,,3.0,2.0,,161.0,12.0,10.0,0.41228070175438597,0.41228070175438597,0.8934426229508197,0.42214532871972316,0.3783783783783784,0.38271604938271603,0.43109540636042404,0.42857142857142855,0.2777777777777778,0.41304347826086957,0.5351351351351351,0.4727272727272727,0.515748031496063,0.5506872852233677,0.4727272727272727,0.5520833333333334,0.5207207207207207,0.04887218045112782,0.15625,0.05454545454545454,,16.79960119641077,0.6914893617021277,,,0.08285946385052803,0.02100840336134454,0.0743801652892562,0.0022222222222222222,0.0809284818067754,0.015853658536585366,0.018518518518518517,0.029498525073746312,0.017077798861480076,0.00411522633744856,,0.05,0.0694006309148265,0.12236286919831224,0.07296137339055794,0.07692307692307693,0.020618556701030927,0.6666666666666666,0.11531531531531532,0.46875,0.5555555555555556,0.4,0.0990990990990991,0.2909090909090909,0.3076923076923077,0.375,0.2648648648648649,0.46258503401360546,0.46258503401360546,0.4264705882352941,0.209009009009009,0.47413793103448276,0.47413793103448276,0.9454545454545454,0.3117117117117117,0.3872832369942196,0.3872832369942196,0.8507462686567164,0.05454545454545454,,,0.18181818181818182,0.4,0.75,0.4909090909090909,0.37037037037037035,0.8,0.06299212598425197,0.375,0.29133858267716534,0.4594594594594595,0.3464566929133858,0.3181818181818182,0.6360360360360361,0.40119760479041916,0.507723996350365,0.5393666666666668,0.48757314049586775,0.026362038664323375,0.04332129963898917,0.010273972602739725,0.08179012345679013,0.24845679012345678,12.628947368421052,25.044636678200693,,1.0,,,,,,,,,,,,True
101112,1610612757,Channing Frye,Channing Frye,101112,POR,17557.0,293,531,535,149,1066,614,149,0.2806026365348399,-67.0,205.0,58.0,6.0,15.0,1.0,5.0,2.0,5.0,8.0,17.0,20.0,53.0,1.0,4.0,,2.0,,1.0,,4.0,,,,2.0,34.0,85.0,1.0,8.0,5.0,76.0,4.0,10.0,,2.0,1.0,9.0,5.0,21.0,,3.0,,10.0,52.0,16.0,3.0,,2.0,,4.0,,2.0,7.0,3.0,10.0,1.0,2.0,4.0,1.0,2.0,23.0,5.0,5.0,1.0,7.0,29.0,8.0,44.0,11.0,55.0,1.0,5.0,1.0,4.0,2.0,,,9.0,,2.0,2.0,11.0,2.0,3.0,26.0,44.0,2.0,5.0,16.0,5.0,2.0,12.0,,,4.0,,2.0,5.0,,,4.0,1.0,5.0,2.0,2.0,10.0,1.0,1.0,0.7647058823529411,0.7878787878787878,1.0,0.125,,,0.125,0.4,0.4,0.23809523809523808,0.3817204301075269,0.3333333333333333,0.20833333333333334,0.3838383838383838,0.3,0.19230769230769232,0.08602150537634409,0.023529411764705882,0.13333333333333333,,,18.363939899833053,0.18181818181818182,0.38095238095238093,0.06666666666666667,0.16666666666666666,0.026455026455026454,0.1206896551724138,0.07692307692307693,0.15517241379310345,0.03937007874015748,0.04,,0.03333333333333333,0.02857142857142857,0.13333333333333333,0.25,0.2127659574468085,0.08860759493670886,0.13157894736842105,0.1,0.017857142857142856,0.4,0.16129032258064516,0.4,0.46153846153846156,0.6666666666666666,0.1827956989247312,0.47058823529411764,0.47058823529411764,0.375,0.5698924731182796,0.37735849056603776,0.37735849056603776,0.95,0.043010752688172046,0.25,0.25,1.0,0.043010752688172046,,,,0.4166666666666667,0.2,,0.16666666666666666,,,,,,0.20833333333333334,0.4,0.041666666666666664,,0.08333333333333333,,0.24731182795698925,,0.43783225806451614,0.4728388888888889,0.42506875000000005,0.041237113402061855,0.0449438202247191,,0.11842105263157894,0.13157894736842105,14.363529411764704,23.9625,,,2.0,1.0,,,,,,,,,,True
101113,1610612757,Ike Diogu,Ike Diogu,101113,POR,705.0,12,22,25,1,47,32,1,0.045454545454545456,-11.0,14.0,4.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,3.0,,1.0,,,1.0,1.0,,1.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,2.0,1.0,,,,,,3.0,3.0,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,,,2.0,,,1.0,,,1.0,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,0.5,,,0.5,,,0.5,0.25,,,0.5,0.5,,,14.285714285714285,1.0,,,,0.1,,0.4,,0.2,,0.5,,,1.0,,,,,,,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,0.6475,,0.7097,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,,True
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,139765.0,2329,4225,4192,1039,8417,4510,1039,0.2459171597633136,472.0,1021.0,600.0,165.0,246.0,59.0,92.0,43.0,57.0,147.0,320.0,175.0,409.0,7.0,19.0,,1.0,1.0,7.0,,3.0,,,,1.0,487.0,975.0,7.0,22.0,207.0,1202.0,77.0,135.0,,1.0,46.0,200.0,86.0,171.0,1.0,8.0,70.0,245.0,568.0,406.0,21.0,,90.0,1.0,2.0,,38.0,58.0,57.0,115.0,34.0,23.0,30.0,7.0,21.0,287.0,55.0,119.0,6.0,60.0,199.0,24.0,283.0,180.0,463.0,28.0,61.0,40.0,21.0,37.0,3.0,14.0,53.0,7.0,23.0,11.0,90.0,8.0,22.0,87.0,160.0,5.0,27.0,205.0,7.0,2.0,261.0,26.0,,123.0,,21.0,68.0,2.0,1.0,49.0,16.0,70.0,46.0,2.0,245.0,17.0,17.0,0.5831622176591376,0.6425339366515838,1.0,0.3181818181818182,,0.125,0.3333333333333333,0.49948717948717947,0.5703703703703704,0.5029239766081871,0.4989969909729188,0.5661764705882353,0.4888268156424581,0.5390134529147982,0.6172839506172839,0.5645161290322581,0.022066198595787363,0.038974358974358976,0.0975609756097561,0.04375,,24.337982615726702,0.4111111111111111,0.27906976744186046,0.047244094488188976,0.13373655913978494,0.08018867924528301,0.1382488479262673,0.10912698412698413,0.1347554630593132,0.0875251509054326,0.12100456621004566,0.08644859813084112,0.04692556634304207,0.1,0.12053571428571429,0.1347248576850095,0.15324675324675324,0.11979166666666667,0.15087719298245614,0.11409395973154363,0.0603448275862069,0.6571428571428571,0.24674022066198595,0.6707317073170732,0.7432432432432432,0.5575757575757576,0.320962888665998,0.459375,0.4803921568627451,0.3333333333333333,0.4102306920762287,0.4278728606356968,0.4278728606356968,0.8171428571428572,0.01905717151454363,0.3684210526315789,0.3684210526315789,1.0,0.003009027081243731,,,,0.6764705882352942,0.6413043478260869,0.1694915254237288,0.007352941176470588,,,,,,0.31843575418994413,0.7543859649122807,0.03910614525139665,0.14285714285714285,0.00558659217877095,,0.2688064192577733,,0.45099046184738956,0.5255135514018693,0.4641376404494382,0.11243144424131626,0.11473880597014925,,0.16638935108153077,0.20382695507487522,10.779794871794874,24.30909090909091,,,5.0,1.0,3.0,,,3.0,,,1.0,,,True
201164,1610612757,Rudy Fernandez,Rudy Fernandez,201164,POR,64223.0,1070,1983,1936,672,3919,2049,672,0.3388804841149773,254.0,688.0,268.0,27.0,42.0,3.0,5.0,11.0,14.0,5.0,19.0,13.0,46.0,26.0,61.0,4.0,7.0,8.0,19.0,48.0,136.0,2.0,8.0,6.0,39.0,45.0,107.0,74.0,197.0,72.0,384.0,6.0,15.0,6.0,15.0,4.0,34.0,19.0,31.0,14.0,58.0,35.0,115.0,46.0,44.0,210.0,12.0,4.0,1.0,135.0,48.0,5.0,56.0,23.0,79.0,7.0,16.0,40.0,3.0,13.0,181.0,11.0,13.0,,25.0,69.0,3.0,97.0,24.0,121.0,3.0,32.0,22.0,10.0,30.0,6.0,25.0,14.0,,5.0,3.0,44.0,3.0,15.0,25.0,71.0,5.0,1.0,76.0,6.0,11.0,83.0,5.0,13.0,19.0,5.0,13.0,8.0,,,2.0,3.0,8.0,5.0,2.0,115.0,22.0,11.0,0.5111111111111111,0.5348837209302325,0.9459459459459459,0.3756345177664975,0.4,0.2413793103448276,0.37755102040816324,0.4205607476635514,0.4,0.6129032258064516,0.5131578947368421,0.5,0.449438202247191,0.5598802395209581,0.5151515151515151,0.5238095238095238,0.6480263157894737,0.04672897196261682,0.047619047619047616,0.15789473684210525,,16.484477481416704,0.6818181818181818,0.05454545454545454,,0.09801136363636363,0.020537124802527645,0.11961722488038277,0.040145985401459854,0.10295728368017525,0.026460859977949284,0.028037383177570093,0.011627906976744186,0.020242914979757085,0.04819277108433735,0.027777777777777776,0.09126984126984126,0.05405405405405406,0.1348314606741573,0.1510791366906475,0.05714285714285714,0.017341040462427744,0.625,0.13815789473684212,0.6428571428571429,0.675,0.5925925925925926,0.0625,0.2631578947368421,0.3125,0.4,0.1513157894736842,0.2826086956521739,0.2826086956521739,0.38461538461538464,0.20065789473684212,0.4262295081967213,0.4262295081967213,1.0,0.4473684210526316,0.35294117647058826,0.35294117647058826,0.9166666666666666,0.16666666666666666,0.6,0.3333333333333333,0.23333333333333334,0.5714285714285714,1.0,0.26666666666666666,0.25,1.0,0.15730337078651685,0.7857142857142857,0.21348314606741572,0.42105263157894735,0.43820224719101125,0.15384615384615385,0.7861842105263158,0.35555555555555557,0.5284089108910891,0.5184239130434782,0.5311159090909091,0.07476635514018691,0.15702479338842976,0.025,0.08854166666666667,0.2994791666666667,9.34018691588785,24.648730964467003,2.0,,,,,,,3.0,,,,2.0,,True
