EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,PenaltyOffPoss,PenaltyDefPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,AtRimAssists,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,AtRimFrequency,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,FG2M,PtsUnassisted2s,DefThreePtRebounds,BadPassTurnovers,Fg2Pct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFGA,SecondChanceFG2A,OffTwoPtRebounds,SelfOReb,LostBallSteals,Offensive Fouls Drawn,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGM,Loose Ball Fouls,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyArc3Accuracy,PenaltyAtRimFGM,PenaltyFG2M,PtsAssisted2s,PenaltyTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,AtRimPctAssisted,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,DeadBallTurnovers,Travels,on,SecondChanceAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,Fg3aBlocked,Technical Free Throw Trips,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,Arc3PctBlocked,HeaveMakes
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,113.0,2,4,4,3,1.0,7,2,2.0,2.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,249.0,4,-2,9,9,1.0,18,8,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0,1.0,0.3333333333333333,0.25,0.3333333333333333,0.2,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201336,1610612759,Blake Ahearn,Blake Ahearn,201336,SAS,1128.0,19,8,39,40,3.0,79,29,1.0,2.0,1.0,,5.0,,1.0,1.0,,1.0,1.0,1.0,1.0,18.6046511627907,1.0,0.07692307692307693,,0.058823529411764705,,,0.125,22.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,8.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,5.0,22.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.5,0.375,0.5714285714285714,1.5,0.5,0.6666666666666666,0.5,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.25,0.8333333333333334,0.3333333333333333,0.5389416666666667,0.5508625,0.375,0.625,4.3,25.475,0.5641025641025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,1610612759,Roger Mason Jr.,Roger Mason Jr.,2427,SAS,443.0,7,3,14,15,2.0,29,10,,,,,,,,1.0,,1.0,2.0,,2.0,23.52941176470588,1.0,,,0.14285714285714285,,,,2.0,3.0,1.0,,,,,,,,1.0,,,,1.0,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,0.5,,,0.5,,,0.5,,,0.5,,,,,,0.5,,,,,,,,,,,1.0,,0.63725,,,,0.6,27.4,0.14285714285714285,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1610612759,Michael Finley,Michael Finley,714,SAS,249.0,4,-2,9,9,1.0,18,8,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,3.0,,,,,,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,1.5,,,1.5,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,0.5955,,,,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,521.0,9,3,18,20,2.0,38,12,,1.0,,,2.0,,1.0,1.0,2.0,3.0,,,,23.80952380952381,,0.14285714285714285,,0.125,0.2,,,10.0,11.0,2.0,2.0,1.0,,,,,,2.0,,,,3.0,,2.0,,,,,,2.0,,,,,,2.0,,,1.0,1.0,1.0,,,,2.0,1.0,,,,10.0,,,,,,,,,,,,,0.4,,,0.4,0.2,,,,,0.4,,,,,,,1.0,,,,0.8,,0.49932999999999994,0.57475,,,4.166666666666667,27.0,0.5555555555555556,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,0.4,0.5,0.3333333333333333,1.0,0.2,1.0,0.57475,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201229,1610612759,Anthony Tolliver,Anthony Tolliver,201229,SAS,879.0,15,10,30,31,2.0,61,21,,,,,,,2.0,2.0,,2.0,,,,21.21212121212121,,0.2,,0.14285714285714285,,,0.16666666666666666,22.0,16.0,,,,,1.0,,1.0,2.0,4.0,,1.0,3.0,2.0,2.0,5.0,,8.0,,1.0,,,1.0,4.0,,3.0,6.0,4.0,2.0,,,,,,1.0,2.0,,,,,3.0,22.0,,1.0,0.4,,0.25,0.4,0.5714285714285714,,0.375,0.5714285714285714,,0.375,0.7142857142857143,,,,,0.14285714285714285,,,,0.5714285714285714,0.5,0.5,1.0,1.0,,,,0.25,,0.75,0.7142857142857143,0.5,0.48214285714285715,0.499125,,0.375,17.65,24.8,0.7333333333333333,,1.0,2.0,,,0.5,,,,,,,,,,,,,,,,,0.48975,1.0,2.0,1.0,1.0,0.5,0.2857142857142857,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201588,1610612759,George Hill,George Hill,201588,SAS,879.0,15,10,30,31,2.0,61,21,1.0,1.0,1.0,,3.0,,,,,,1.0,,1.0,30.3030303030303,1.0,,,,,,,22.0,16.0,4.0,2.0,1.0,,,,,,,,,,7.0,,,4.0,10.0,,,,4.0,,,4.0,8.0,,,,1.0,,,2.0,1.0,,,4.0,,5.0,2.0,8.0,22.0,2.0,,,,,,0.42857142857142855,,0.5,0.5555555555555556,,0.6666666666666666,,0.14285714285714285,0.25,0.5714285714285714,0.14285714285714285,,,,,,,,,,,,0.5,,,,0.5714285714285714,,0.5756857142857142,0.549875,,0.8,6.585714285714286,,0.7333333333333333,3.0,3.0,,,1.0,0.42857142857142855,,,0.75,1.0,,,,,1.0,,,,,,,,,,2.0,,,,0.2857142857142857,,,,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.14285714285714285,0.14285714285714285,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,1610612759,Ime Udoka,Ime Udoka,2137,SAS,685.0,11,5,25,25,1.0,50,19,,,,,,,1.0,1.0,,1.0,,,1.0,19.23076923076923,,0.14285714285714285,,0.1,,,0.2,20.0,13.0,1.0,1.0,,,,,,,1.0,,,1.0,2.0,,1.0,2.0,4.0,,,,2.0,,1.0,2.0,4.0,,1.0,,,,,,,,,1.0,,2.0,,4.0,20.0,,,,,,,0.3333333333333333,,0.3333333333333333,0.5,,0.5,0.3333333333333333,,,0.3333333333333333,,,,,,0.3333333333333333,,,,,,,0.3333333333333333,,,0.3333333333333333,0.6666666666666666,,0.47298333333333337,0.47298333333333337,,1.0,10.1,25.6,0.8,,1.0,2.0,,,0.5,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.3333333333333333,1.0,1.0,,,1.0,,,,1.0,,,0.5,,,0.25,0.3333333333333333,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1610612759,Kurt Thomas,Kurt Thomas,703,SAS,494.0,8,1,17,17,,34,15,1.0,2.0,,1.0,5.0,,3.0,5.0,,5.0,,,,11.76470588235294,,0.6,,0.625,,,0.6666666666666666,12.0,5.0,1.0,1.0,,,,,,,,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,2.0,12.0,,,,,,,0.5,,0.5,0.5,,0.5,,,,0.5,,,,,,,,,,,,,0.5,,,,0.5,,0.47515,0.47515,,1.0,8.35,,0.7058823529411765,1.0,1.0,2.0,2.0,,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,,,,,,0.5,,,,,1.0,,,,0.5,,,,1.0,1.0,,,,,,,0.5,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
