EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LiveBallTurnovers,BadPassTurnovers,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Avg3ptShotDistance,Steals,LostBallSteals,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,DefThreePtRebounds,LostBallTurnovers,Loose Ball Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,ShortMidRangePctBlocked,FTDefRebounds,DefFTReboundPct,PenaltyCorner3FGA,SecondChanceArc3FGA,PtsUnassisted3s,SecondChanceArc3Frequency,PenaltyCorner3Frequency,Offensive Fouls,OffCorner3ReboundPct,on,SecondChanceFtPoints,PtsPutbacks,BadPassSteals,Travels,Loose Ball Fouls,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,DefCorner3ReboundPct,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,Corner3Assists,FTOffRebounds,Clear Path Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffensiveGoaltends,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,HeaveMakes
101130,1610612743,Johan Petro,Johan Petro,101130,DEN,1368.0,23,-13.0,47,46,32.0,31.0,4.0,93,1.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,8.0,1.0,9.0,59,2.0,4.0,1.0,5.0,8.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,2.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,5.0,32.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,21.56862745098039,0.2631578947368421,0.1,0.2,0.238095238095238,0.1333333333333333,0.5,0.2,0.1428571428571428,0.5,0.25,0.25,0.375,0.3333333333333333,0.3333333333333333,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,1.0,1.0,0.75,0.3333333333333333,0.375,0.48585,0.578375,0.125,0.125,0.5555555555555556,8.600000000000001,0.6808510638297872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,1779.0,30,-21.0,62,64,45.0,37.0,6.0,126,3.0,3.0,3.0,3.0,1.0,2.0,,1.0,4.0,6.0,2.0,13.0,74,3.0,4.0,,9.0,4.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,3.0,4.0,,,,,1.0,,,1.0,2.0,2.0,3.0,1.0,2.0,,9.0,45.0,,0.5,0.5,0.6666666666666666,0.75,0.6875,0.9,0.7222222222222222,0.9,14.705882352941176,0.0384615384615384,0.1176470588235294,0.125,0.0357142857142857,0.12,,0.1428571428571428,0.125,,,,0.375,1.0,1.0,0.6666666666666666,0.25,0.5,0.5,,0.125,,,,0.6,1.0,0.625,0.5565875,0.6075799999999999,0.2222222222222222,0.2857142857142857,0.6923076923076923,6.033333333333334,0.7258064516129032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.25,1.0,0.2,0.125,0.125,0.125,1.0,1.0,1.0,0.5,0.2,1.0,1.0,0.49275,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,300.0,5,-10.0,11,11,,3.0,1.0,22,,,,,,1.0,,1.0,,2.0,,,17,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.666666666666668,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,0.37475,,,,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200764,1610612743,Renaldo Balkman,Renaldo Balkman,200764,DEN,1163.0,19,-16.0,40,41,20.0,21.0,2.0,81,1.0,2.0,1.0,1.0,,,,1.0,1.0,3.0,1.0,6.0,48,1.0,2.0,,2.0,2.0,,,,,,,,2.0,2.0,,2.0,,,1.0,1.0,1.0,,1.0,,,1.0,2.0,,1.0,,2.0,20.0,,1.0,1.0,0.3333333333333333,0.5,0.625,0.5,0.6,0.5,14.285714285714286,0.1428571428571428,,,0.125,,,,0.1428571428571428,0.5,,,0.5,0.5,0.5,1.0,,,,,0.25,,,,0.5,1.0,0.75,0.52085,0.50415,0.2,0.25,0.3333333333333333,5.9,0.5,,,1.0,1.0,,,1.0,1.0,,,,,,3.0,1.0,1.0,,,,1.0,1.0,,1.0,0.25,,,,,0.25,1.0,1.0,1.0,,,,1.0,,25.4,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,1610612743,Jason Hart,Jason Hart,2078,DEN,2159.0,36,-26.0,75,76,51.0,43.0,7.0,151,1.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,5.0,8.0,3.0,13.0,88,4.0,7.0,3.0,11.0,6.0,4.0,5.0,3.0,,11.0,1.0,,2.0,3.0,1.0,4.0,,,1.0,1.0,3.0,,,2.0,4.0,2.0,4.0,,,2.0,11.0,51.0,2.0,0.6,0.6,0.625,0.5714285714285714,0.5,0.4444444444444444,0.5416666666666666,0.5,17.857142857142858,0.0666666666666666,,0.1,0.0909090909090909,0.0285714285714285,,0.125,,0.125,0.0769230769230769,,0.2,0.5,1.0,,0.1,1.0,1.0,1.0,0.5,0.6,0.6,0.6666666666666666,0.2222222222222222,0.5,0.4,0.4423450000000001,0.44845,,,0.8461538461538461,11.95,0.68,,,,2.0,,2.0,,2.0,1.0,,,2.0,4.0,,2.0,,2.0,1.0,1.0,,,,,0.2,0.6666666666666666,,,,0.2,,,,,0.2222222222222222,,,,25.95,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.1538461538461538,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,1610612743,Dahntay Jones,Dahntay Jones,2563,DEN,1293.0,22,-5.0,45,45,34.0,34.0,4.0,90,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,2.0,5.0,2.0,6.0,50,2.0,5.0,2.0,6.0,2.0,4.0,4.0,1.0,,8.0,,,,,,,,1.0,1.0,,1.0,,1.0,,2.0,2.0,3.0,1.0,2.0,,6.0,34.0,,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.5,14.285714285714286,,,,,,,,,,,,0.2,1.0,1.0,1.0,0.4,0.5,0.5,,0.4,,,,0.2,1.0,0.2,0.46454,0.46454,0.3333333333333333,0.3333333333333333,1.0,11.1,0.7555555555555555,,,,,,,,,1.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201603,1610612743,Sonny Weems,Sonny Weems,201603,DEN,790.0,13,-10.0,30,30,17.0,20.0,3.0,60,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,5.0,2.0,6.0,33,1.0,1.0,2.0,4.0,4.0,,1.0,,,3.0,,,1.0,2.0,,2.0,,,,,2.0,,2.0,1.0,2.0,3.0,6.0,,3.0,,4.0,17.0,,1.0,1.0,0.4,1.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,34.375,0.0769230769230769,,,0.1333333333333333,,,,,,0.25,,0.1666666666666666,1.0,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.4494583333333333,0.6015,0.3333333333333333,0.375,0.6666666666666666,10.82,0.5666666666666667,,,,1.0,,,,1.0,,,,,,,1.0,,2.0,2.0,,,,,,0.1666666666666666,1.0,,,,0.1666666666666666,,,,,,,,,25.1,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,0.2,,0.5,0.5,,,,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,817.0,14,-15.0,28,29,19.0,11.0,3.0,57,,1.0,,1.0,,1.0,1.0,1.0,1.0,3.0,,2.0,29,,2.0,,,,,,,,,,1.0,2.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,19.0,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,9.09090909090909,0.1818181818181818,0.0666666666666666,,0.1666666666666666,0.0476190476190476,0.25,,,,0.4,,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,0.5,,0.3333333333333333,0.4544999999999999,0.48585,,,,7.433333333333334,0.6785714285714286,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.5649,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,583.0,10,-7.0,19,19,19.0,10.0,3.0,38,,1.0,,1.0,,,,1.0,,2.0,,3.0,23,,2.0,,3.0,,1.0,1.0,,,2.0,,,2.0,2.0,,2.0,,,,,,,,,,1.0,,,,,3.0,19.0,,,,,,0.1875,0.1875,0.1875,0.1875,32.0,0.2857142857142857,,,0.2857142857142857,,,,,0.6666666666666666,,,0.125,,,,,,,,0.125,,,,0.125,,0.875,0.52245625,0.52245625,,,1.0,10.25,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,6.0,,2.0,1.0,6.0,,,5.0,1.0,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.75,,,,0.125,0.625,0.2,0.2,,0.5,0.625,0.2,0.2,0.5724,25.08333333333333,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,3.0,0.5,0.125,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1610612743,Chauncey Billups,Chauncey Billups,1497,DEN,49.0,1,,2,3,2.0,3.0,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
