EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,HeaveAttempts,NonHeaveArc3FGM,StepOutOfBoundsTurnovers,BlockedLongMidRange,SecondChanceFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Technical Free Throw Trips,LongMidRangePctBlocked,PtsUnassisted3s,3SecondViolations,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,on,Clear Path Fouls,BlockedCorner3,Corner3PctBlocked
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,32279.0,538,-80,985,1005,275,382,126.0,1990,62.0,95.0,20.0,29.0,17.0,25.0,18.0,47.0,21.0,56.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,101.0,198.0,1.0,7.0,74.0,279.0,1079,22.0,38.0,1.0,18.0,62.0,29.0,50.0,1.0,3.0,26.0,87.0,98.0,104.0,3.0,34.0,4.0,20.0,20.0,5.0,25.0,4.0,1.0,12.0,7.0,1.0,55.0,7.0,27.0,1.0,22.0,40.0,5.0,67.0,35.0,102.0,5.0,9.0,7.0,2.0,7.0,2.0,3.0,19.0,4.0,4.0,3.0,26.0,3.0,5.0,12.0,34,5.0,8.0,93.0,13.0,9.0,117.0,7.0,54.0,8.0,10.0,1.0,1.0,9.0,1.0,11.0,7.0,2.0,1.0,87.0,275,2.0,7.0,0.48514851485148514,0.5833333333333334,1.0,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.51010101010101,0.5789473684210527,0.58,0.5,0.5641025641025641,0.5754716981132075,0.5365384615384615,0.5961538461538461,0.6041666666666666,0.03414634146341464,0.10101010101010101,0.14736842105263157,0.1276595744680851,25.0,0.2692307692307692,0.14285714285714285,0.024390243902439025,0.13793103448275862,0.07377049180327869,0.1746031746031746,0.09090909090909091,0.14903846153846154,0.07674943566591422,0.1111111111111111,0.06086956521739131,0.048,0.10526315789473684,0.05,0.0989010989010989,0.09195402298850575,0.20535714285714285,0.1978021978021978,0.11428571428571428,0.06172839506172839,0.6363636363636364,0.4634146341463415,0.6526315789473685,0.7654320987654321,0.4838709677419355,0.22926829268292684,0.3829787234042553,0.43902439024390244,0.3333333333333333,0.2731707317073171,0.375,0.375,0.6190476190476191,0.014634146341463415,0.3333333333333333,0.3333333333333333,1.0,0.01951219512195122,0.7435897435897436,0.6896551724137931,0.05,0.02564102564102564,0.4716981132075472,0.68,0.03773584905660377,0.5,0.018867924528301886,0.4975609756097561,0.4843824390243903,0.52945,0.4813773584905661,0.21428571428571427,0.22040816326530613,0.2222222222222222,0.3118279569892473,7.316666666666669,24.97142857142857,0.27918781725888325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1761,1610612763,Greg Buckner,Greg Buckner,1761,MEM,52673.0,878,-48,1639,1662,590,631,189.0,3301,28.0,58.0,3.0,9.0,10.0,17.0,10.0,21.0,10.0,29.0,8.0,23.0,,1.0,8.0,28.0,9.0,48.0,108.0,13.0,51.0,20.0,155.0,1755,5.0,14.0,2.0,,16.0,18.0,33.0,4.0,17.0,13.0,61.0,58.0,38.0,39.0,4.0,27.0,11.0,39.0,18.0,57.0,10.0,8.0,26.0,4.0,9.0,132.0,5.0,22.0,5.0,29.0,66.0,3.0,98.0,32.0,130.0,3.0,29.0,16.0,13.0,16.0,6.0,13.0,22.0,2.0,3.0,6.0,38.0,4.0,10.0,51.0,108,4.0,5.0,35.0,5.0,13.0,25.0,1.0,5.0,8.0,8.0,,,3.0,3.0,8.0,4.0,,,61.0,590,15.0,8.0,0.6041666666666666,0.6304347826086957,1.0,0.2549019607843137,0.23529411764705882,0.26,0.4444444444444444,0.35714285714285715,0.5454545454545454,0.42452830188679247,0.5,0.48,0.45321637426900585,0.5,0.5169491525423728,0.32075471698113206,0.10185185185185185,0.1724137931034483,0.047619047619047616,11.194429566148902,0.42105263157894735,0.05660377358490566,0.07042253521126761,0.1375,0.038394415357766144,0.1228813559322034,0.035211267605633804,0.13268156424581007,0.03776223776223776,0.037209302325581395,0.046242774566473986,0.032432432432432434,0.020833333333333332,0.06521739130434782,0.12080536912751678,0.14705882352941177,0.14358974358974358,0.11494252873563218,0.14516129032258066,0.03529411764705882,0.5,0.36477987421383645,0.4827586206896552,0.5833333333333334,0.6071428571428571,0.1320754716981132,0.47619047619047616,0.5,0.5,0.18238993710691823,0.3448275862068966,0.3448275862068966,0.7,0.14465408805031446,0.34782608695652173,0.34782608695652173,1.0,0.1761006289308176,0.5625,0.3333333333333333,,,0.34,0.5882352941176471,0.16,0.125,0.18,0.6855345911949685,0.4975069620253165,0.5039100000000001,0.5027561224489796,0.03067484662576687,0.044642857142857144,0.1032258064516129,0.3935483870967742,6.800925925925925,25.201960784313723,0.35997559487492375,5.0,2.0,2.0,3.0,2.0,1.0,5.0,1.0,2.0,1.0,0.17857142857142858,0.17857142857142858,1.0,0.125,1.0,1.0,0.3333333333333333,0.18518518518518517,,,,,,,,,,,,,,True,,,
200752,1610612763,Rudy Gay,Rudy Gay,200752,MEM,20825.0,347,-56,674,679,269,296,78.0,1353,33.0,58.0,4.0,9.0,19.0,28.0,13.0,31.0,16.0,38.0,,4.0,,,2.0,15.0,9.0,62.0,127.0,6.0,19.0,49.0,191.0,782,8.0,19.0,,2.0,18.0,28.0,49.0,3.0,11.0,25.0,90.0,48.0,76.0,18.0,2.0,15.0,12.0,15.0,4.0,19.0,2.0,2.0,9.0,3.0,3.0,42.0,1.0,12.0,3.0,11.0,20.0,9.0,40.0,16.0,56.0,7.0,12.0,4.0,8.0,17.0,,9.0,6.0,2.0,8.0,,23.0,4.0,6.0,14.0,29,1.0,3.0,39.0,1.0,1.0,65.0,3.0,25.0,8.0,9.0,,,5.0,4.0,9.0,5.0,,,90.0,269,9.0,8.0,0.3870967741935484,0.39344262295081966,1.0,0.3157894736842105,0.2727272727272727,0.3157894736842105,0.4881889763779528,0.42105263157894735,0.5714285714285714,0.4863013698630137,0.42105263157894735,0.5416666666666666,0.5369318181818182,0.45,0.5921052631578947,0.13013698630136986,0.09448818897637795,0.15517241379310345,0.06451612903225806,25.945241199478488,0.7391304347826086,0.36,0.07894736842105263,0.12578616352201258,0.05504587155963303,0.1134020618556701,0.017857142857142856,0.12109375,0.04744525547445255,0.125,,0.01694915254237288,0.02631578947368421,,0.13333333333333333,0.11363636363636363,0.12857142857142856,0.10526315789473684,0.14285714285714285,0.1076923076923077,0.5555555555555556,0.3972602739726027,0.5689655172413793,0.673469387755102,0.45454545454545453,0.21232876712328766,0.41935483870967744,0.4482758620689655,0.15384615384615385,0.2602739726027397,0.42105263157894735,0.43243243243243246,0.4375,0.0273972602739726,,,,0.10273972602739725,0.47368421052631576,0.4444444444444444,0.75,,0.4666666666666667,0.6785714285714286,0.03333333333333333,,0.15,0.5273972602739726,0.4963948630136987,0.4716,0.5149083333333333,0.1488095238095238,0.16778523489932887,0.09424083769633508,0.4712041884816754,7.914960629921262,25.147368421052633,0.3991097922848665,6.0,,,3.0,,,6.0,1.0,,,0.4,0.4,1.0,,,,0.3333333333333333,0.4,2.0,0.02631578947368421,,,,,,,,,,,,True,,,
200768,1610612763,Kyle Lowry,Kyle Lowry,200768,MEM,9170.0,153,-35,280,294,86,107,24.0,574,12.0,23.0,,,4.0,8.0,3.0,8.0,4.0,6.0,2.0,5.0,1.0,,,11.0,7.0,19.0,37.0,5.0,16.0,30.0,83.0,323,,,1.0,,,5.0,13.0,1.0,7.0,20.0,33.0,10.0,28.0,12.0,,10.0,6.0,17.0,4.0,21.0,2.0,2.0,10.0,3.0,4.0,46.0,,,,2.0,7.0,2.0,11.0,,11.0,,2.0,1.0,1.0,3.0,2.0,2.0,7.0,,1.0,3.0,10.0,,4.0,7.0,12,,1.0,24.0,,1.0,37.0,4.0,11.0,7.0,,,,,,,,,,33.0,86,3.0,6.0,0.2631578947368421,0.2631578947368421,0.8,0.3125,0.14285714285714285,0.3333333333333333,0.5135135135135135,,0.38461538461538464,0.5,,0.325,0.5895522388059702,,0.5166666666666667,0.3018867924528302,0.16216216216216217,0.17391304347826086,0.25,24.437299035369776,0.3,0.16666666666666666,,0.10294117647058823,,0.06666666666666667,,0.09183673469387756,,,,,,,0.0625,0.07692307692307693,0.15384615384615385,0.045454545454545456,0.125,,,0.4339622641509434,0.5217391304347826,0.631578947368421,0.3333333333333333,0.1509433962264151,0.375,0.5,0.3333333333333333,0.11320754716981132,0.6666666666666666,0.6666666666666666,,0.09433962264150944,0.4,0.4,1.0,0.20754716981132076,,,,1.0,0.4,0.5,,,0.35,0.7358490566037735,0.5215288461538461,0.64155,0.49139210526315785,0.18333333333333332,0.25,,0.39759036144578314,5.048648648648649,27.55,0.30714285714285716,3.0,,,1.0,,1.0,3.0,,,,0.2727272727272727,0.2727272727272727,0.6666666666666666,,,,0.14285714285714285,0.3,5.0,,3.0,,,,,,,,,,,True,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,24798.0,413,23,767,773,284,271,84.0,1540,41.0,54.0,12.0,16.0,17.0,22.0,16.0,39.0,2.0,9.0,,,,,,,,59.0,102.0,,,65.0,183.0,824,14.0,20.0,,13.0,41.0,22.0,37.0,,,34.0,78.0,64.0,54.0,,14.0,,6.0,13.0,5.0,18.0,3.0,2.0,7.0,4.0,2.0,41.0,1.0,30.0,1.0,14.0,42.0,8.0,64.0,32.0,96.0,,12.0,8.0,4.0,14.0,2.0,6.0,13.0,1.0,8.0,5.0,27.0,3.0,6.0,22.0,45,3.0,2.0,85.0,6.0,5.0,84.0,13.0,37.0,12.0,14.0,1.0,1.0,12.0,2.0,15.0,10.0,,2.0,78.0,284,9.0,11.0,0.5423728813559322,0.6153846153846154,,,,,0.5784313725490197,0.7,0.5945945945945946,0.5784313725490197,0.7,0.5945945945945946,0.6630434782608695,0.7592592592592593,0.6724137931034483,,0.058823529411764705,0.09259259259259259,0.02564102564102564,18.89400921658986,0.5185185185185185,0.4,0.03125,0.18584070796460178,0.11235955056179775,0.13333333333333333,0.015151515151515152,0.1691842900302115,0.09309309309309309,0.15625,0.12345679012345678,0.05555555555555555,0.023809523809523808,,0.24324324324324326,0.14516129032258066,0.16666666666666666,0.12987012987012986,0.14285714285714285,,0.6666666666666666,0.5294117647058824,0.7592592592592593,0.8367346938775511,0.5609756097560976,0.38235294117647056,0.41025641025641024,0.42105263157894735,0.5,0.08823529411764706,0.2222222222222222,0.2222222222222222,0.5,,,,,,0.8,0.75,0.25,,0.5945945945945946,0.7727272727272727,,,,0.5294117647058824,0.4675049019607844,0.5227105263157896,0.49015135135135124,0.29365079365079366,0.29365079365079366,0.22404371584699453,0.4262295081967213,4.750000000000001,,0.37027379400260757,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,True,,,
201589,1610612763,Darrell Arthur,Darrell Arthur,201589,MEM,11313.0,189,-8,345,352,134,118,37.0,697,11.0,18.0,1.0,2.0,3.0,4.0,7.0,18.0,6.0,14.0,,,,,,,,24.0,50.0,,,2.0,50.0,361,3.0,5.0,,,6.0,5.0,11.0,,,1.0,11.0,40.0,8.0,,2.0,,3.0,6.0,,6.0,,,3.0,,3.0,12.0,1.0,6.0,,9.0,18.0,5.0,32.0,7.0,39.0,,9.0,8.0,1.0,1.0,1.0,1.0,3.0,,,,4.0,1.0,2.0,15.0,23,,2.0,5.0,1.0,,5.0,1.0,2.0,1.0,9.0,,,9.0,,9.0,3.0,1.0,1.0,11.0,134,1.0,1.0,0.8333333333333334,0.8695652173913043,,,,,0.48,0.6,0.45454545454545453,0.48,0.6,0.45454545454545453,0.4807692307692308,0.5,0.4230769230769231,,0.06,0.16666666666666666,,14.507772020725389,0.25,0.5,,0.18556701030927836,0.04878048780487805,0.16071428571428573,0.037037037037037035,0.17647058823529413,0.04666666666666667,0.06818181818181818,0.05263157894736842,0.024390243902439025,,0.125,0.09090909090909091,0.2916666666666667,0.2,0.1951219512195122,0.06666666666666667,,0.3333333333333333,0.36,0.6111111111111112,0.7333333333333333,0.7272727272727273,0.36,0.3888888888888889,0.3888888888888889,1.0,0.28,0.42857142857142855,0.42857142857142855,0.8333333333333334,,,,,,0.4,0.5,,,0.36363636363636365,0.75,,,,0.36,0.45375199999999993,0.5315666666666666,0.43130909090909086,0.0392156862745098,0.0392156862745098,0.12,0.22,8.446,,0.3884057971014493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2032,1610612763,Darius Miles,Darius Miles,2032,MEM,5167.0,86,-10,156,158,77,75,16.0,314,11.0,16.0,2.0,3.0,7.0,9.0,2.0,7.0,8.0,18.0,,,,,,1.0,1.0,21.0,41.0,1.0,1.0,3.0,48.0,156,3.0,6.0,,,6.0,13.0,21.0,1.0,1.0,2.0,31.0,22.0,20.0,,4.0,1.0,1.0,6.0,,6.0,,,5.0,,1.0,12.0,1.0,4.0,,4.0,5.0,3.0,12.0,5.0,17.0,,4.0,3.0,1.0,3.0,,,2.0,1.0,3.0,,5.0,1.0,2.0,5.0,8,,,4.0,,,6.0,,2.0,1.0,4.0,,,4.0,,4.0,3.0,,1.0,31.0,77,1.0,1.0,0.5238095238095238,0.5789473684210527,,1.0,1.0,1.0,0.5121951219512195,0.5,0.6190476190476191,0.5357142857142857,0.5,0.6590909090909091,0.5333333333333333,0.5,0.6458333333333334,0.023809523809523808,0.024390243902439025,0.0625,,28.571428571428573,0.6,0.75,,0.10204081632653061,0.06896551724137931,0.13793103448275862,0.0625,0.11538461538461539,0.06756756756756757,0.05263157894736842,0.14285714285714285,0.04,0.1111111111111111,,0.0625,0.13333333333333333,0.1111111111111111,0.16666666666666666,,,0.75,0.38095238095238093,0.6875,0.7333333333333333,0.45454545454545453,0.16666666666666666,0.2857142857142857,0.2857142857142857,,0.42857142857142855,0.4444444444444444,0.4444444444444444,0.75,,,,,0.023809523809523808,0.5,0.6666666666666666,,,0.4090909090909091,0.7777777777777778,,,0.045454545454545456,0.40476190476190477,0.47358333333333325,0.551625,0.4637909090909091,0.045454545454545456,0.046511627906976744,0.125,0.6458333333333334,10.009756097560976,26.0,0.4935897435897436,1.0,,,1.0,,,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,3.0,1.0,,,,,,,,,,True,,,
2545,1610612763,Darko Milicic,Darko Milicic,2545,MEM,16744.0,279,-12,526,527,175,195,63.0,1053,22.0,35.0,5.0,10.0,10.0,12.0,16.0,38.0,,,,,,,,,,38.0,73.0,,,16.0,92.0,538,8.0,15.0,,7.0,23.0,14.0,18.0,,,4.0,32.0,52.0,24.0,,6.0,,3.0,3.0,2.0,5.0,2.0,,2.0,,1.0,12.0,4.0,18.0,1.0,16.0,28.0,5.0,49.0,23.0,72.0,4.0,5.0,4.0,1.0,7.0,2.0,4.0,6.0,,3.0,,13.0,2.0,6.0,15.0,28,2.0,2.0,24.0,2.0,,28.0,5.0,16.0,1.0,12.0,,,8.0,3.0,12.0,8.0,,1.0,32.0,175,3.0,1.0,0.6842105263157895,0.7428571428571429,,,,,0.5205479452054794,0.5333333333333333,0.7777777777777778,0.5205479452054794,0.5333333333333333,0.7777777777777778,0.5411764705882353,0.6052631578947368,0.7619047619047619,,0.0410958904109589,0.08571428571428572,,16.27906976744186,0.5384615384615384,0.2631578947368421,0.05,0.16279069767441862,0.09782608695652174,0.2318840579710145,0.08695652173913043,0.1825726141078838,0.09565217391304348,0.0945945945945946,0.07407407407407407,0.125,0.06666666666666667,0.125,0.10869565217391304,0.21153846153846154,0.16216216216216217,0.26,0.15789473684210525,0.12903225806451613,0.6666666666666666,0.4794520547945205,0.6285714285714286,0.6875,0.7727272727272727,0.5205479452054794,0.42105263157894735,0.42105263157894735,0.5625,,,,,,,,,,0.6666666666666666,0.5,0.4,,0.6666666666666666,0.8333333333333334,,,,0.4794520547945205,0.47500547945205474,0.5174357142857142,0.4994333333333334,0.19047619047619047,0.19047619047619047,0.25,0.34782608695652173,3.8013698630136985,,0.33269961977186313,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,True,,,
2624,1610612763,Quinton Ross,Quinton Ross,2624,MEM,16125.0,269,14,493,510,171,195,45.0,1003,5.0,9.0,,,1.0,4.0,4.0,9.0,8.0,24.0,7.0,12.0,4.0,3.0,4.0,8.0,1.0,17.0,42.0,10.0,20.0,2.0,66.0,484,,1.0,4.0,,6.0,2.0,12.0,4.0,5.0,2.0,18.0,20.0,14.0,30.0,,8.0,2.0,8.0,3.0,11.0,,3.0,4.0,2.0,2.0,25.0,2.0,1.0,,8.0,16.0,2.0,26.0,3.0,29.0,,8.0,5.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,8.0,,3.0,14.0,28,2.0,1.0,6.0,1.0,1.0,2.0,,1.0,,3.0,,,3.0,,3.0,1.0,,,18.0,171,3.0,,0.5882352941176471,0.5882352941176471,1.0,0.5,0.8,0.5,0.40476190476190477,,0.16666666666666666,0.5161290322580645,0.6,0.47058823529411764,0.5238095238095238,0.6,0.5,0.3225806451612903,0.047619047619047616,0.2222222222222222,,12.932604735883423,0.375,0.125,,0.0963855421686747,0.005681818181818182,0.09090909090909091,0.04878048780487805,0.09448818897637795,0.013824884792626729,0.017543859649122806,,,0.07692307692307693,,0.08695652173913043,0.12244897959183673,0.08450704225352113,0.109375,0.041666666666666664,,0.3333333333333333,0.14516129032258066,0.5555555555555556,0.7142857142857143,0.6,0.14516129032258066,0.4444444444444444,0.4444444444444444,0.25,0.3870967741935484,0.3333333333333333,0.3333333333333333,0.75,0.1935483870967742,0.5833333333333334,0.5833333333333334,1.0,0.12903225806451613,,,,0.8,0.23529411764705882,0.25,0.23529411764705882,0.75,0.058823529411764705,0.46774193548387094,0.4661516129032258,0.5434,0.48879999999999996,0.015873015873015872,0.023255813953488372,0.09090909090909091,0.2727272727272727,13.097619047619048,24.484999999999996,0.34685598377281945,3.0,,,1.0,2.0,,3.0,1.0,,0.5,0.375,0.375,1.0,,,,1.0,0.375,,,,,,2.0,0.5,1.0,,,,,,True,,,
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,31303.0,522,-55,981,987,374,386,110.0,1968,35.0,63.0,5.0,8.0,12.0,19.0,8.0,28.0,19.0,32.0,6.0,17.0,1.0,3.0,9.0,36.0,18.0,62.0,123.0,15.0,53.0,57.0,226.0,1057,6.0,11.0,4.0,,12.0,18.0,35.0,10.0,27.0,34.0,100.0,20.0,104.0,42.0,2.0,35.0,13.0,47.0,15.0,62.0,9.0,6.0,24.0,7.0,16.0,139.0,2.0,4.0,,27.0,34.0,,61.0,6.0,67.0,1.0,15.0,7.0,8.0,21.0,10.0,10.0,17.0,2.0,11.0,2.0,38.0,1.0,14.0,14.0,31,2.0,1.0,49.0,3.0,2.0,71.0,6.0,22.0,14.0,1.0,,,1.0,,1.0,1.0,,,100.0,374,8.0,14.0,0.16129032258064516,0.16393442622950818,0.9333333333333333,0.2830188679245283,0.37037037037037035,0.28846153846153844,0.5040650406504065,0.5454545454545454,0.5142857142857142,0.48011363636363635,0.4,0.532258064516129,0.5364077669902912,0.4,0.6111111111111112,0.30113636363636365,0.10569105691056911,0.15873015873015872,0.10714285714285714,21.883408071748878,0.5526315789473685,,,0.11564625850340136,0.011799410029498525,0.18,0.0196078431372549,0.1373873873873874,0.013605442176870748,0.031007751937984496,,,0.014492753623188406,0.030303030303030304,0.08791208791208792,0.06944444444444445,0.16030534351145037,0.17592592592592593,0.19047619047619047,0.012658227848101266,1.0,0.35795454545454547,0.5555555555555556,0.660377358490566,0.14285714285714285,0.1590909090909091,0.2857142857142857,0.32,,0.18181818181818182,0.59375,0.59375,0.2631578947368421,0.09659090909090909,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.20454545454545456,0.5333333333333333,0.625,,0.06666666666666667,0.3064516129032258,0.631578947368421,0.14516129032258066,0.3333333333333333,0.2903225806451613,0.6590909090909091,0.5011437142857142,0.5019791666666668,0.48859426229508196,0.11458333333333333,0.15827338129496402,0.05309734513274336,0.4424778761061947,7.094308943089432,25.571698113207546,0.381243628950051,9.0,,3.0,7.0,,1.0,9.0,2.0,,,0.25,0.25,1.0,0.2,,,0.3888888888888889,0.2571428571428571,5.0,,3.0,,,,,,,,,,,True,,,
