EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,Clear Path Fouls,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,Corner3PctBlocked,OffensiveGoaltends,BlockedArc3,HeaveMakes,on
101122,1610612754,Danny Granger,Danny Granger,101122,IND,82995.0,1383,32.0,2791,2801,707,789,322,5592,90.0,164,18.0,32.0,16.0,35.0,27.0,79.0,83.0,193,7.0,20.0,1.0,2.0,6.0,96.0,245.0,4.0,12.0,21.0,63.0,200.0,436,103.0,265.0,205,914,3068,25.0,48.0,4.0,13.0,15.0,77.0,40.0,94,23.0,69.0,66.0,215,142.0,258.0,297.0,12.0,30.0,2.0,243.0,96.0,38.0,3.0,69,22.0,91,14.0,8.0,44.0,5.0,20.0,204,6.0,28.0,1.0,39.0,120,17.0,176,35,211,9.0,35.0,19.0,16.0,49.0,11.0,31.0,41.0,5.0,18.0,3.0,6.0,90.0,8.0,17.0,65,124,7.0,12.0,176,6.0,232,21.0,1.0,5.0,102,4.0,17.0,56.0,1.0,47.0,1.0,3.0,6.0,57.0,30.0,3.0,215,707,18.0,15.0,0.355,0.3837837837837838,0.9611650485436893,0.3886792452830189,0.3076923076923077,0.3333333333333333,0.3916349809885932,0.45871559633027525,0.5208333333333334,0.425531914893617,0.5057061340941512,0.5081967213114754,0.4570552147239264,0.566708229426434,0.5588235294117647,0.5402010050251256,0.3780313837375178,0.011320754716981131,0.0871559633027523,0.17682926829268292,0.08860759493670886,0.010362694300518135,0.012244897959183673,28.089533417402272,0.5444444444444444,0.1827956989247312,0.015384615384615385,0.12917115177610333,0.029288702928870293,0.11711711711711711,0.0158311345646438,0.1259904912836767,0.02546816479400749,0.05555555555555555,0.030837004405286344,0.0027100271002710027,0.016339869281045753,0.0136986301369863,0.12927756653992395,0.13333333333333333,0.1267605633802817,0.10599078341013825,0.13793103448275862,0.025495750708215296,0.5263157894736842,0.23395149786019973,0.5487804878048781,0.6666666666666666,0.32222222222222224,0.11269614835948645,0.34177215189873417,0.375,0.18518518518518517,0.275320970042796,0.43005181347150256,0.43455497382198954,0.4457831325301205,0.028530670470756064,0.35,0.35,1.0,0.34950071326676174,0.39183673469387753,0.39669421487603307,0.9583333333333334,0.5245901639344263,0.5625,0.01639344262295082,0.19672131147540983,0.3333333333333333,0.75,0.2147239263803681,0.45714285714285713,0.03680981595092025,0.3333333333333333,0.38650306748466257,0.3333333333333333,0.6119828815977175,0.3950617283950617,0.5061555793991415,0.5322922222222223,0.48125155279503085,0.13503184713375796,0.19729206963249515,0.014925373134328358,0.08424507658643327,0.23522975929978118,10.30940366972477,25.58792452830189,0.25331422429236833,,,,,,,,,,,,,True
101127,1610612754,Jarrett Jack,Jarrett Jack,101127,IND,78779.0,1313,-23.0,2658,2667,804,1041,317,5325,57.0,119,3.0,11.0,22.0,41.0,30.0,69.0,54.0,102,20.0,54.0,5.0,8.0,20.0,24.0,76.0,3.0,6.0,7.0,28.0,141.0,290,44.0,130.0,109,523,2907,9.0,27.0,6.0,11.0,8.0,44.0,48.0,90,15.0,48.0,63.0,204,92.0,190.0,126.0,6.0,2.0,2.0,74.0,24.0,23.0,,86,47.0,133,39.0,8.0,50.0,10.0,26.0,313,9.0,14.0,,26.0,75,3.0,104,23,127,2.0,42.0,24.0,18.0,44.0,9.0,32.0,29.0,3.0,12.0,4.0,6.0,73.0,5.0,19.0,34,88,2.0,6.0,105,8.0,124,12.0,,4.0,40,1.0,25.0,11.0,,7.0,,2.0,2.0,11.0,6.0,,204,804,18.0,24.0,0.3262411347517731,0.32857142857142857,0.9545454545454546,0.3384615384615385,0.5454545454545454,0.3125,0.34375,0.4862068965517241,0.3333333333333333,0.5333333333333333,0.4928571428571429,0.47368421052631576,0.5108695652173914,0.5474683544303798,0.5116279069767442,0.5935672514619883,0.30952380952380953,,0.07931034482758621,0.15966386554621848,0.057971014492753624,,,18.00791556728232,0.6027397260273972,0.031914893617021274,,0.08305647840531562,0.015250544662309368,0.08754208754208755,0.025069637883008356,0.08416666666666667,0.018010963194988253,0.01791044776119403,0.01646090534979424,0.011764705882352941,0.03180212014134275,,0.045774647887323945,0.08583690987124463,0.10880829015544041,0.09950248756218906,0.0625,0.009852216748768473,0.5454545454545454,0.2833333333333333,0.4789915966386555,0.57,0.3508771929824561,0.16428571428571428,0.43478260869565216,0.46153846153846156,0.13333333333333333,0.24285714285714285,0.5294117647058824,0.5294117647058824,0.4074074074074074,0.12857142857142856,0.37037037037037035,0.37037037037037035,1.0,0.18095238095238095,0.3157894736842105,0.3157894736842105,0.9166666666666666,0.2894736842105263,0.2727272727272727,0.13157894736842105,0.15789473684210525,0.5,0.6666666666666666,0.2971014492753623,0.5365853658536586,0.14492753623188406,0.4,0.2028985507246377,0.25,0.5928571428571429,0.32432432432432434,0.5023959232613907,0.47205806451612914,0.4905249999999999,0.09131403118040089,0.12578616352201258,0.007633587786259542,0.0841300191204589,0.390057361376673,8.91655172413793,25.51153846153846,0.30248306997742663,3.0,1.0,1.0,2.0,0.3333333333333333,0.6,1.0,,,,,,True
101143,1610612754,Travis Diener,Travis Diener,101143,IND,2609.0,43,-22.0,93,94,33,78,7,187,,1,,,,,,,,3,1.0,1.0,,1.0,1.0,1.0,4.0,,,1.0,2.0,,4,2.0,5.0,1,7,119,,,,,,,,1,2.0,3.0,,6,,,6.0,,,,4.0,1.0,,,3,,3,,,2.0,,1.0,6,1.0,,,,7,,7,1,8,1.0,,,,,,,,,,,,,,,2,3,,,2,,2,,,,1,,,,,,,,,,,,6,33,,,,,1.0,0.4,,0.6666666666666666,0.4,,,,0.3333333333333333,,0.75,0.35,,0.75,0.5555555555555556,,,,,,,10.0,,,,0.2413793103448276,,,0.09090909090909091,0.20588235294117646,0.027777777777777776,,,,0.14285714285714285,,0.25,0.2727272727272727,0.2,,,0.14285714285714285,,0.1111111111111111,,,,,,,,0.3333333333333333,,,,0.1111111111111111,1.0,1.0,1.0,0.4444444444444444,0.25,0.25,1.0,,,,,,,,,0.25,1.0,0.5,0.5,0.6666666666666666,0.25,0.48207222222222224,,0.49231250000000004,0.1,0.2,,,0.8571428571428571,14.075,25.279999999999998,0.3548387096774194,,,,,,,,,,,,,True
2211,1610612754,Troy Murphy,Troy Murphy,2211,IND,89969.0,1499,-31.0,2998,2996,711,844,383,5994,75.0,118,26.0,41.0,22.0,26.0,13.0,35.0,39.0,105,7.0,15.0,2.0,,4.0,101.0,212.0,10.0,17.0,12.0,38.0,127.0,258,108.0,227.0,79,657,3323,37.0,63.0,10.0,19.0,12.0,116.0,33.0,53,12.0,42.0,27.0,129,130.0,124.0,324.0,,42.0,,212.0,101.0,23.0,1.0,58,35.0,93,27.0,8.0,28.0,9.0,21.0,221,24.0,74.0,2.0,92.0,303,51.0,446,100,546,19.0,30.0,26.0,4.0,30.0,9.0,20.0,38.0,3.0,10.0,2.0,8.0,68.0,11.0,13.0,76,136,7.0,14.0,95,5.0,101,8.0,1.0,,41,1.0,13.0,18.0,1.0,12.0,1.0,,6.0,19.0,12.0,,129,711,11.0,14.0,0.5118110236220472,0.6132075471698113,1.0,0.47577092511013214,0.5263157894736842,0.2857142857142857,0.47577092511013214,0.49224806201550386,0.5873015873015873,0.6226415094339622,0.5958762886597938,0.6341463414634146,0.5368421052631579,0.6186440677966102,0.651685393258427,0.5657894736842105,0.46804123711340206,0.004405286343612335,0.08914728682170543,0.1016949152542373,0.2,0.0380952380952381,0.0047169811320754715,17.387518142235123,0.4411764705882353,0.49514563106796117,0.03278688524590164,0.30949948927477017,0.07129094412331406,0.2636103151862464,0.05714285714285714,0.29743975903614456,0.06721536351165981,0.07368421052631578,0.05925925925925926,0.07731958762886598,0.05604719764011799,0.06172839506172839,0.24054982817869416,0.2962962962962963,0.36179775280898874,0.2576419213973799,0.275,0.08444444444444445,0.631578947368421,0.24329896907216494,0.635593220338983,0.7075471698113207,0.4666666666666667,0.07216494845360824,0.37142857142857144,0.4642857142857143,0.46153846153846156,0.21649484536082475,0.37142857142857144,0.38613861386138615,0.6153846153846154,0.030927835051546393,0.4666666666666667,0.4666666666666667,1.0,0.43711340206185567,0.47641509433962265,0.4786729857819905,1.0,0.5,0.6341463414634146,0.024390243902439025,0.2073170731707317,0.5882352941176471,1.0,0.2736842105263158,0.8461538461538461,0.042105263157894736,,0.4,0.3157894736842105,0.711340206185567,0.47641509433962265,0.530361237113402,0.5405723076923076,0.5135915789473683,0.08108108108108109,0.140893470790378,0.004405286343612335,0.1765601217656012,0.1963470319634703,8.99457364341085,25.381057268722472,0.2371581054036024,,1.0,11.0,2.0,0.15384615384615385,,,1.0,,,,,True
2551,1610612754,T.J. Ford,T.J. Ford,2551,IND,135475.0,2258,-81.0,4524,4540,1202,1481,552,9064,168.0,315,8.0,19.0,44.0,88.0,99.0,217.0,111.0,277,13.0,32.0,7.0,1.0,5.0,22.0,72.0,3.0,13.0,5.0,19.0,378.0,809,35.0,104.0,245,1106,4959,19.0,44.0,6.0,20.0,19.0,75.0,107.0,226,6.0,24.0,105.0,337,118.0,638.0,90.0,15.0,8.0,2.0,70.0,22.0,58.0,,242,150.0,392,123.0,27.0,136.0,28.0,78.0,934,14.0,45.0,,60.0,128,12.0,200,59,259,15.0,89.0,44.0,45.0,110.0,31.0,63.0,70.0,13.0,47.0,1.0,10.0,180.0,7.0,52.0,84,180,5.0,12.0,255,11.0,281,29.0,,8.0,116,1.0,35.0,16.0,,8.0,,,8.0,16.0,9.0,,337,1202,33.0,29.0,0.15608465608465608,0.15775401069518716,0.8571428571428571,0.33653846153846156,0.3,0.25,0.3431372549019608,0.4672435105067985,0.4318181818181818,0.47345132743362833,0.4715224534501643,0.4375,0.464,0.5299227799227799,0.5136986301369864,0.5441176470588235,0.11391018619934283,,0.07169344870210136,0.13333333333333333,0.04608294930875576,0.021660649819494584,,23.47590478033675,0.6111111111111112,0.07741935483870968,,0.08344198174706649,0.028142589118198873,0.11834319526627218,0.023972602739726026,0.09211170994610485,0.02702702702702703,0.03626943005181347,0.029339853300733496,0.019639934533551555,0.019313304721030045,0.0423728813559322,0.05934065934065934,0.07341772151898734,0.10526315789473684,0.09523809523809523,0.16374269005847952,0.03496503496503497,0.5625,0.34501642935377874,0.5333333333333333,0.6153846153846154,0.24404761904761904,0.23767798466593648,0.45622119815668205,0.4782608695652174,0.0707070707070707,0.30339539978094193,0.4007220216606498,0.4095940959409594,0.0990990990990991,0.03504928806133625,0.40625,0.40625,1.0,0.07886089813800658,0.3055555555555556,0.3055555555555556,0.7727272727272727,0.296875,0.42105263157894735,0.109375,0.203125,0.23076923076923078,0.6666666666666666,0.352,0.5,0.02,0.2,0.076,0.2631578947368421,0.4589266155531216,0.3142857142857143,0.4905113736263738,0.48620408163265294,0.46819595141700393,0.11688311688311688,0.12946428571428573,0.009523809523809525,0.06781193490054249,0.3047016274864376,8.854264524103836,25.313461538461528,0.2656940760389036,3.0,,3.0,4.0,,0.42857142857142855,1.0,,,,,,True
101211,1610612754,Stephen Graham,Stephen Graham,101211,IND,16618.0,277,39.0,561,562,202,242,58,1123,23.0,33,6.0,8.0,11.0,14.0,2.0,12.0,10.0,28,1.0,10.0,,,2.0,8.0,17.0,2.0,3.0,4.0,6.0,35.0,73,9.0,27.0,21,118,561,7.0,12.0,2.0,3.0,2.0,22.0,15.0,27,4.0,8.0,10.0,52,46.0,24.0,27.0,,8.0,,17.0,8.0,4.0,2.0,5,1.0,6,1.0,,3.0,,2.0,13,3.0,5.0,,4.0,19,3.0,26,8,34,1.0,5.0,4.0,1.0,4.0,3.0,2.0,10.0,,2.0,,2.0,14.0,1.0,3.0,13,33,2.0,5.0,20,1.0,29,1.0,,,13,,2.0,2.0,,2.0,,,,2.0,,,52,202,4.0,2.0,0.6571428571428571,0.7419354838709677,1.0,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.4794520547945205,0.5833333333333334,0.5555555555555556,0.485,0.6666666666666666,0.6,0.5175438596491229,0.6875,0.65,0.27,0.07407407407407407,0.0547945205479452,0.06060606060606061,0.16666666666666666,,,20.545746388443018,0.2857142857142857,0.17647058823529413,,0.09947643979057591,0.025510204081632654,0.058823529411764705,0.04411764705882353,0.0888030888030888,0.030303030303030304,0.03389830508474576,0.02,0.022988505747126436,0.05454545454545454,,0.05660377358490566,0.09259259259259259,0.13095238095238096,0.06666666666666667,0.043478260869565216,0.02,,0.33,0.696969696969697,0.7419354838709677,0.7391304347826086,0.12,0.16666666666666666,0.2,0.5,0.28,0.35714285714285715,0.35714285714285715,0.5,0.1,0.1,0.125,1.0,0.17,0.47058823529411764,0.47058823529411764,1.0,0.5333333333333333,0.75,,0.2,0.6666666666666666,1.0,0.4,0.7857142857142857,0.05714285714285714,,0.17142857142857143,0.6666666666666666,0.6,0.47058823529411764,0.5156405000000001,0.5121333333333334,0.5194071428571431,0.11607142857142858,0.15294117647058825,,0.1864406779661017,0.4406779661016949,9.468493150684932,24.659259259259265,0.3600713012477718,,,,1.0,0.3333333333333333,,,,0.2,,,,True
1725,1610612754,Rasho Nesterovic,Rasho Nesterovic,1725,IND,43303.0,722,-74.0,1420,1428,310,363,171,2848,62.0,88,18.0,29.0,11.0,13.0,18.0,56.0,49.0,108,,,,,,,1.0,,,,,129.0,252,,1.0,15,273,1548,21.0,37.0,,,5.0,47.0,25.0,55,,,2.0,52,208.0,50.0,,,34.0,1.0,,,12.0,,47,19.0,66,19.0,,26.0,7.0,14.0,151,11.0,44.0,3.0,15.0,67,7.0,89,58,147,5.0,14.0,11.0,3.0,20.0,3.0,14.0,14.0,2.0,6.0,,2.0,34.0,2.0,7.0,66,95,4.0,4.0,29,6.0,19,1.0,,,9,,1.0,21.0,,17.0,,,4.0,21.0,10.0,,52,310,8.0,1.0,0.8062015503875969,0.9285714285714286,,,,,,0.5119047619047619,0.5675675675675675,0.45454545454545453,0.5098814229249012,0.5675675675675675,0.45454545454545453,0.5209923664122137,0.5875,0.45614035087719296,0.003952569169960474,,0.047619047619047616,0.06818181818181818,0.10714285714285714,,,18.204182041820417,0.5882352941176471,0.1206896551724138,0.13043478260869565,0.1324110671936759,0.08270676691729323,0.10067114093959731,0.07006369426751592,0.1251908396946565,0.07982583454281568,0.09090909090909091,0.11278195488721804,0.05829596412556054,0.07086614173228346,0.06666666666666667,0.11842105263157894,0.18461538461538463,0.11160714285714286,0.09900990099009901,0.10416666666666667,0.045454545454545456,0.47619047619047616,0.34782608695652173,0.7045454545454546,0.7560975609756098,0.7096774193548387,0.22134387351778656,0.32142857142857145,0.36,0.8333333333333334,0.4268774703557312,0.4537037037037037,0.4537037037037037,0.9183673469387755,,,,,0.003952569169960474,,,,0.7837837837837838,0.6206896551724138,,,,,0.23636363636363636,0.8461538461538461,,,,,0.35177865612648224,,0.47614047619047606,0.5504771428571429,0.4435072727272727,0.034482758620689655,0.03461538461538462,,0.17216117216117216,0.19047619047619047,9.915079365079364,63.5,0.21830985915492956,,,2.0,5.0,0.1111111111111111,,,2.0,,,,,True
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,59181.0,986,81.0,1939,1942,553,658,247,3881,65.0,117,30.0,53.0,12.0,27.0,7.0,18.0,13.0,44,,,,,,1.0,4.0,,,1.0,3.0,85.0,179,1.0,4.0,44,217,2071,32.0,58.0,,,23.0,87.0,17.0,42,1.0,3.0,15.0,52,102.0,68.0,3.0,,54.0,,4.0,1.0,12.0,,50,22.0,72,18.0,4.0,24.0,1.0,25.0,166,27.0,83.0,2.0,29.0,100,14.0,143,112,255,3.0,23.0,10.0,13.0,21.0,3.0,17.0,18.0,2.0,4.0,,2.0,39.0,3.0,11.0,63,115,13.0,9.0,86,18.0,71,9.0,,,31,,9.0,22.0,,14.0,,,8.0,22.0,14.0,,52,553,15.0,9.0,0.6,0.8793103448275862,1.0,0.25,,0.3333333333333333,0.25,0.4748603351955307,0.5517241379310345,0.40476190476190477,0.4726775956284153,0.5517241379310345,0.4111111111111111,0.5070093457943925,0.5878378378378378,0.45614035087719296,0.02185792349726776,,0.0670391061452514,0.08547008547008547,0.05555555555555555,0.022727272727272728,,11.360574764256848,0.5384615384615384,0.24561403508771928,0.041666666666666664,0.14925373134328357,0.1173974540311174,0.13004484304932734,0.11894273127753303,0.1444568868980963,0.11777301927194861,0.13865546218487396,0.14204545454545456,0.08532423208191127,0.11731843575418995,0.125,0.16489361702127658,0.19047619047619047,0.1178343949044586,0.12837837837837837,0.13333333333333333,0.03529411764705882,0.6363636363636364,0.639344262295082,0.5555555555555556,0.6074766355140186,0.5384615384615384,0.09836065573770492,0.3888888888888889,0.4117647058823529,0.5714285714285714,0.24043715846994534,0.29545454545454547,0.3023255813953488,0.9230769230769231,,,,,0.02185792349726776,0.25,0.25,1.0,0.9137931034482759,0.5660377358490566,,,,,0.6,0.4444444444444444,,,0.06666666666666667,0.3333333333333333,0.6612021857923497,0.25,0.522788524590164,0.5574326923076923,0.5012044444444445,0.15121951219512195,0.15422885572139303,,0.4009216589861751,0.23963133640552994,6.107821229050278,25.974999999999998,0.2851985559566787,,,13.0,10.0,0.03333333333333333,,,1.0,,1.0,,,True
201579,1610612754,Roy Hibbert,Roy Hibbert,201579,IND,28443.0,474,-74.0,955,964,164,194,119,1919,49.0,98,23.0,42.0,10.0,15.0,35.0,68.0,6.0,13,,,,,,,,,,,,90.0,179,,,40,220,1048,29.0,49.0,,,12.0,70.0,22.0,30,,,12.0,56,94.0,86.0,,,36.0,,,,18.0,,10,6.0,16,5.0,1.0,6.0,,4.0,38,7.0,49.0,,10.0,45,3.0,58,56,114,7.0,9.0,7.0,2.0,13.0,1.0,8.0,13.0,,5.0,1.0,1.0,26.0,1.0,5.0,84,104,2.0,5.0,62,6.0,61,11.0,,,32,,4.0,33.0,,21.0,,1.0,11.0,33.0,23.0,5.0,56,164,3.0,3.0,0.5222222222222223,0.6527777777777778,,,,,,0.5027932960893855,0.5918367346938775,0.7333333333333333,0.5027932960893855,0.5918367346938775,0.7333333333333333,0.5392156862745098,0.6363636363636364,0.7368421052631579,,,0.1005586592178771,0.1836734693877551,,,,21.159153633854647,0.5,0.10344827586206896,,0.13005780346820808,0.13136729222520108,0.11494252873563218,0.06666666666666667,0.12702078521939955,0.11715481171548117,0.1619718309859155,0.1588785046728972,0.07258064516129033,0.06976744186046512,0.05263157894736842,0.14893617021276595,0.14942528735632185,0.10909090909090909,0.11538461538461539,0.11428571428571428,0.09859154929577464,0.696969696969697,0.547486033519553,0.5,0.6125,0.5102040816326531,0.37988826815642457,0.5147058823529411,0.5147058823529411,0.4857142857142857,0.07262569832402235,0.46153846153846156,0.46153846153846156,0.8333333333333334,,,,,,,,,0.8571428571428571,0.5476190476190477,,,,,0.5,0.6666666666666666,,,,,0.547486033519553,,0.5121888268156425,0.5751369565217391,0.5249133333333333,0.16,0.16,,0.3181818181818182,0.2545454545454545,4.727374301675978,,0.17172774869109947,,,8.0,9.0,0.13043478260869565,,,5.0,,,,,True
1766,1610612754,Maceo Baston,Maceo Baston,1766,IND,6738.0,112,-25.0,230,237,81,127,29,467,10.0,20,4.0,8.0,4.0,7.0,,,1.0,2,,,,,,,,,,,,11.0,22,,,12,34,266,4.0,8.0,,,4.0,12.0,4.0,8,,,9.0,17,12.0,10.0,,,8.0,,,,5.0,,2,1.0,3,1.0,,,,2.0,7,,11.0,,2.0,8,,10,11,21,,2.0,,2.0,3.0,,1.0,1.0,,2.0,,,4.0,1.0,1.0,9,21,2.0,1.0,18,7.0,17,1.0,,,5,,4.0,6.0,,3.0,,,3.0,6.0,5.0,,17,81,2.0,4.0,0.5454545454545454,0.8571428571428571,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5666666666666667,0.5454545454545454,0.6538461538461539,,,0.22727272727272727,0.25,,,,12.977099236641221,0.75,,,0.09523809523809523,0.15492957746478872,0.07142857142857142,,0.08928571428571429,0.1111111111111111,0.1388888888888889,0.125,0.21052631578947367,,,0.06896551724137931,0.03571428571428571,0.18518518518518517,0.1,,,0.8333333333333334,0.9090909090909091,0.5,0.6666666666666666,0.5,,,,,0.09090909090909091,0.5,0.5,1.0,,,,,,,,,1.0,0.5,,,,,0.875,0.5714285714285714,,,,,0.9090909090909091,,0.5085090909090909,0.487575,0.4783125000000001,0.19230769230769232,0.19230769230769232,,0.35294117647058826,0.5,3.0818181818181816,,0.3521739130434783,,,2.0,3.0,,,,,,,,,True
