EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Travels,Blocked3s,BlockedArc3,BlockedShortMidRange,3SecondViolations,OffLongMidRangeReboundPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,Clear Path Fouls,BlockedLongMidRange,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3FGM,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Technical Free Throw Trips,Defensive 3 Seconds Violations,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,BlockedCorner3,Arc3PctBlocked,DefensiveGoaltends,OffensiveGoaltends
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,28516.0,475,36.0,868,877,170,203,104,1745,27,50,2.0,2.0,4.0,8.0,35.0,60.0,35.0,67.0,10.0,21.0,1.0,2.0,3.0,6.0,97,177,10.0,21.0,62.0,286,911,4.0,6.0,1.0,2.0,2.0,13.0,17.0,35,3.0,6.0,42.0,85.0,20.0,174,15.0,15.0,2.0,21.0,10.0,6.0,110,22.0,132,10.0,12.0,56.0,16.0,38.0,286,3.0,4.0,1.0,20.0,39.0,1.0,60.0,8.0,68.0,1.0,28.0,19.0,9.0,19.0,5.0,12.0,12.0,2.0,7.0,1.0,31.0,1.0,7.0,8.0,32.0,4.0,4.0,71.0,2.0,3.0,68.0,3.0,17.0,3.0,14.0,1.0,1.0,1.0,1.0,85.0,170,6.0,11.0,0.10309278350515463,0.10416666666666667,0.5,0.47619047619047616,0.5,0.5,0.47619047619047616,0.5480225988700564,0.6666666666666666,0.4857142857142857,0.5656565656565656,0.6875,0.524390243902439,0.6244541484716157,0.7222222222222222,0.6854838709677419,0.10606060606060606,0.03389830508474576,0.1,0.016666666666666666,26.056338028169016,0.6129032258064516,0.037037037037037035,0.058823529411764705,0.12380952380952381,0.01282051282051282,0.15503875968992248,0.03571428571428571,0.13288288288288289,0.017676767676767676,0.0196078431372549,0.020833333333333332,0.017857142857142856,0.07142857142857142,0.08928571428571429,0.14814814814814814,0.13934426229508196,0.16161616161616163,0.13333333333333333,0.012195121951219513,1.0,0.25252525252525254,0.54,0.6,0.14814814814814814,0.30303030303030304,0.5833333333333334,0.5932203389830508,0.02857142857142857,0.3383838383838384,0.5223880597014925,0.5223880597014925,0.14285714285714285,0.10606060606060606,0.47619047619047616,0.47619047619047616,0.5,0.25,1.0,0.25,0.5,0.1951219512195122,0.5,0.14634146341463414,0.5,0.35858585858585856,0.47619047619047616,0.4683753807106599,0.42155000000000004,0.42476125,0.09302325581395349,0.08900523560209424,0.125,0.045454545454545456,0.2972027972027972,10.238983050847459,26.24761904761905,0.195852534562212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1498,1610612740,Antonio Daniels,Antonio Daniels,1498,NOH,9462.0,158,-13.0,274,275,48,56,34,549,3,11,,,2.0,3.0,2.0,8.0,9.0,12.0,2.0,9.0,,,,,14,31,3.0,11.0,14.0,51,293,,,,,,,3.0,4,,,2.0,8.0,10.0,18,9.0,,,9.0,2.0,,19,10.0,29,8.0,2.0,7.0,6.0,6.0,68,2.0,,,5.0,7.0,,12.0,2.0,14.0,,3.0,2.0,1.0,6.0,1.0,3.0,4.0,,3.0,,10.0,,1.0,,5.0,,1.0,14.0,1.0,2.0,16.0,,8.0,,,,,,,8.0,48,,,0.35714285714285715,0.35714285714285715,1.0,0.2727272727272727,,,0.2727272727272727,0.45161290322580644,,0.75,0.44047619047619047,,0.75,0.51,,0.8,0.2619047619047619,,,,19.23076923076923,0.6,,,0.08536585365853659,,0.09803921568627451,0.05128205128205128,0.09022556390977443,0.015151515151515152,,,0.07407407407407407,,0.13793103448275862,0.1,0.046511627906976744,0.058823529411764705,0.17647058823529413,,,0.2619047619047619,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.19047619047619047,0.25,0.25,,0.2857142857142857,0.75,0.75,0.3333333333333333,0.21428571428571427,0.2222222222222222,0.2222222222222222,1.0,,,,,0.75,0.6666666666666666,,,0.5238095238095238,0.2222222222222222,0.4902011904761906,,0.6066750000000001,0.16,0.20512820512820512,,,0.1568627450980392,9.864516129032257,25.063636363636366,0.17518248175182483,1.0,2.0,0.047619047619047616,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1752,1610612740,Sean Marks,Sean Marks,1752,NOH,9672.0,161,-1.0,295,298,72,106,38,593,6,12,2.0,5.0,1.0,3.0,,1.0,2.0,6.0,,1.0,,,,,8,19,,2.0,3.0,19,287,2.0,6.0,,,2.0,6.0,1.0,3,,,2.0,4.0,10.0,6,,,4.0,1.0,,4.0,1,3.0,4,2.0,1.0,,,1.0,11,1.0,11.0,,5.0,17.0,5.0,27.0,12.0,39.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,,,,8.0,,1.0,13.0,19.0,,1.0,5.0,1.0,1.0,6.0,,2.0,,1.0,8.0,4.0,9.0,6.0,4.0,72,1.0,1.0,0.625,0.8333333333333334,,,,,,0.42105263157894735,0.3333333333333333,0.3333333333333333,0.38095238095238093,0.3333333333333333,0.3333333333333333,0.3958333333333333,0.375,0.4,0.09523809523809523,0.21052631578947367,0.3333333333333333,,9.411764705882353,0.125,0.2777777777777778,,0.14049586776859505,0.10576923076923077,0.13513513513513514,0.022727272727272728,0.13924050632911392,0.08108108108108109,0.14285714285714285,0.06666666666666667,0.030303030303030304,,0.15254237288135594,0.1111111111111111,0.13636363636363635,0.15384615384615385,0.09090909090909091,0.1111111111111111,0.6666666666666666,0.5714285714285714,0.5,0.75,0.5,0.047619047619047616,,,,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,0.047619047619047616,,,,0.8333333333333334,0.4,,,1.0,0.3333333333333333,,,0.6666666666666666,,0.50698,0.5496333333333333,0.5552666666666667,0.08695652173913043,0.09523809523809523,,0.3157894736842105,0.21052631578947367,6.815789473684211,29.2,0.2440677966101695,,1.0,0.047619047619047616,,,,2.0,1.0,1.0,4.0,3.0,0.09375,,,,,,,,,,,,,,,,,,,,,True,,,,
201153,1610612740,Julian Wright,Julian Wright,201153,NOH,46289.0,771,5.0,1393,1403,249,300,161,2796,57,100,25.0,37.0,10.0,18.0,23.0,49.0,27.0,64.0,1.0,14.0,,,1.0,5.0,107,213,2.0,21.0,17.0,237,1440,29.0,50.0,,2.0,2.0,60.0,19.0,35,1.0,7.0,5.0,46.0,122.0,92,6.0,,38.0,14.0,1.0,8.0,38,5.0,43,2.0,3.0,17.0,9.0,12.0,91,9.0,36.0,1.0,25.0,69.0,12.0,106.0,46.0,152.0,6.0,35.0,19.0,16.0,27.0,7.0,13.0,16.0,2.0,14.0,,43.0,6.0,8.0,30.0,49.0,1.0,1.0,38.0,5.0,3.0,30.0,6.0,17.0,,1.0,19.0,17.0,19.0,13.0,46.0,249,5.0,1.0,0.5700934579439252,0.6931818181818182,1.0,0.09523809523809523,,0.14285714285714285,0.09523809523809523,0.5023474178403756,0.58,0.5428571428571428,0.4700854700854701,0.5576923076923077,0.4880952380952381,0.4817073170731707,0.5660377358490566,0.5111111111111111,0.08974358974358974,0.03755868544600939,0.06,0.04081632653061224,18.221941992433795,0.627906976744186,0.24,0.03571428571428571,0.14345114345114346,0.07171314741035857,0.11682242990654206,0.061224489795918366,0.13525179856115108,0.06933744221879815,0.10344827586206896,0.06040268456375839,0.06796116504854369,0.045454545454545456,0.09142857142857143,0.14035087719298245,0.19270833333333334,0.1320754716981132,0.07272727272727272,0.05217391304347826,0.6842105263157895,0.42735042735042733,0.57,0.6063829787234043,0.5789473684210527,0.2094017094017094,0.46938775510204084,0.48936170212765956,0.6086956521739131,0.27350427350427353,0.421875,0.421875,0.5185185185185185,0.05982905982905983,0.07142857142857142,0.07142857142857142,1.0,0.7115384615384616,0.6756756756756757,,,0.42857142857142855,0.5555555555555556,0.11904761904761904,0.2,0.5170940170940171,0.07142857142857142,0.4898029914529913,0.5315475000000001,0.5067499999999999,0.06938775510204082,0.07589285714285714,,0.25316455696202533,0.1940928270042194,7.559154929577467,24.490476190476194,0.17875089734386218,1.0,7.0,0.029914529914529916,0.14285714285714285,0.14285714285714285,1.0,4.0,,,1.0,,0.05027932960893855,2.0,2.0,1.0,1.0,0.24,0.038461538461538464,0.047619047619047616,,,,,,,,,,,,,,True,,,,
2446,1610612740,Rasual Butler,Rasual Butler,2446,NOH,33315.0,555,15.0,1007,1018,181,212,120,2025,16,24,2.0,6.0,3.0,6.0,7.0,15.0,27.0,59.0,13.0,43.0,1.0,3.0,2.0,8.0,50,98,24.0,73.0,22.0,194,1057,5.0,14.0,1.0,4.0,,13.0,11.0,19,4.0,16.0,7.0,41.0,74.0,26,72.0,,4.0,43.0,13.0,3.0,17,,17,,,8.0,4.0,5.0,34,8.0,3.0,,15.0,26.0,,41.0,11.0,52.0,4.0,11.0,7.0,4.0,5.0,,2.0,7.0,1.0,3.0,,12.0,1.0,1.0,25.0,35.0,2.0,2.0,18.0,1.0,2.0,25.0,2.0,9.0,1.0,3.0,13.0,12.0,13.0,6.0,41.0,181,3.0,3.0,0.74,0.7708333333333334,1.0,0.3287671232876712,0.25,0.25,0.3287671232876712,0.5102040816326531,0.35714285714285715,0.5789473684210527,0.5029239766081871,0.3611111111111111,0.4857142857142857,0.532967032967033,0.3611111111111111,0.5256410256410257,0.4269005847953216,0.030612244897959183,0.08333333333333333,,16.869565217391305,0.4166666666666667,,,0.07142857142857142,0.008152173913043478,0.10416666666666667,0.08333333333333333,0.08070866141732283,0.023706896551724137,0.008130081300813009,0.009708737864077669,0.1,0.038461538461538464,0.044444444444444446,0.08695652173913043,0.08759124087591241,0.11607142857142858,0.0625,0.046511627906976744,0.46153846153846156,0.14035087719298245,0.6666666666666666,0.7272727272727273,0.75,0.08771929824561403,0.4666666666666667,0.4666666666666667,0.7142857142857143,0.34502923976608185,0.4576271186440678,0.46551724137931033,0.7407407407407407,0.25146198830409355,0.3023255813953488,0.3023255813953488,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.17142857142857143,0.5,0.22857142857142856,0.25,0.5672514619883041,0.3023255813953488,0.49394941520467844,0.49257727272727275,0.46987,0.055865921787709494,0.08571428571428572,0.013513513513513514,0.06701030927835051,0.211340206185567,12.326530612244898,24.657534246575338,0.17974180734856007,11.0,30.0,0.17543859649122806,0.36666666666666664,0.3793103448275862,1.0,3.0,,,1.0,,0.007042253521126761,1.0,8.0,,,,0.05555555555555555,0.22857142857142856,2.0,1.0,0.0136986301369863,0.01694915254237288,0.03333333333333333,1.0,0.25,,,,,,,True,,,,
2561,1610612740,David West,David West,2561,NOH,23918.0,399,34.0,729,735,136,167,87,1464,32,59,10.0,17.0,7.0,11.0,21.0,64.0,29.0,59.0,,2.0,,,,,82,182,,2.0,43.0,207,786,13.0,26.0,,,7.0,33.0,10.0,22,,,10.0,30.0,94.0,70,,,18.0,2.0,,12.0,17,5.0,22,4.0,1.0,10.0,4.0,3.0,49,4.0,23.0,,19.0,48.0,4.0,71.0,27.0,98.0,7.0,4.0,1.0,3.0,15.0,1.0,8.0,12.0,3.0,7.0,,27.0,1.0,6.0,13.0,27.0,3.0,5.0,33.0,,1.0,48.0,6.0,20.0,,2.0,8.0,6.0,8.0,3.0,30.0,136,,2.0,0.573170731707317,0.6438356164383562,,,,,,0.45054945054945056,0.5,0.45454545454545453,0.44565217391304346,0.5,0.45454545454545453,0.4975,0.5689655172413793,0.5384615384615384,0.010869565217391304,0.06593406593406594,0.11864406779661017,0.078125,27.12066905615293,0.5555555555555556,0.2,,0.183206106870229,0.08243727598566308,0.18627450980392157,0.07272727272727272,0.18406593406593408,0.08083832335329341,0.1134020618556701,0.10465116279069768,0.027777777777777776,0.15789473684210525,0.21505376344086022,0.1791044776119403,0.1568627450980392,0.14666666666666667,0.2962962962962963,0.07777777777777778,0.375,0.32065217391304346,0.5423728813559322,0.6153846153846154,0.4375,0.34782608695652173,0.328125,0.3559322033898305,0.42857142857142855,0.32065217391304346,0.4915254237288136,0.4915254237288136,0.8275862068965517,0.010869565217391304,,,,0.6538461538461539,0.5882352941176471,,,0.5,0.6363636363636364,,,0.33152173913043476,,0.4495070652173912,0.5065,0.47462272727272725,0.10101010101010101,0.10204081632653061,,0.15942028985507245,0.14492753623188406,9.217582417582419,25.1,0.18655692729766804,,,,,,,3.0,,,2.0,,0.03125,,,,,,,,,,,,,,,10.0,4.0,,,,,True,,,,
978,1610612740,Peja Stojakovic,Peja Stojakovic,978,NOH,6353.0,106,1.0,193,191,37,52,20,384,5,9,2.0,2.0,,,1.0,1.0,6.0,18.0,2.0,12.0,,1.0,,1.0,12,28,3.0,19.0,4.0,37,180,3.0,3.0,,1.0,,6.0,1.0,3,,2.0,2.0,4.0,14.0,10,9.0,,2.0,12.0,2.0,1.0,5,,5,,,2.0,,3.0,10,,1.0,,5.0,8.0,3.0,16.0,1.0,17.0,1.0,1.0,,1.0,,,,2.0,,,,2.0,,,1.0,4.0,,1.0,3.0,1.0,,4.0,,1.0,,1.0,1.0,1.0,1.0,1.0,4.0,37,,1.0,0.5833333333333334,0.6363636363636364,1.0,0.15789473684210525,,,0.15789473684210525,0.42857142857142855,1.0,0.3333333333333333,0.35106382978723405,0.75,0.2,0.37755102040816324,0.75,0.3333333333333333,0.40425531914893614,0.03571428571428571,,,23.502304147465438,,0.2727272727272727,,0.12903225806451613,0.017241379310344827,0.19230769230769232,,0.14772727272727273,0.01098901098901099,,,,,0.09090909090909091,0.08333333333333333,0.17857142857142858,0.17391304347826086,0.3333333333333333,0.03225806451612903,1.0,0.19148936170212766,0.5555555555555556,0.5555555555555556,0.6,0.02127659574468085,1.0,1.0,,0.3829787234042553,0.3333333333333333,0.35294117647058826,0.6666666666666666,0.2553191489361702,0.16666666666666666,0.16666666666666666,1.0,0.5,1.0,0.25,,,,0.2,,0.5957446808510638,0.16666666666666666,0.5031223404255318,0.5472666666666667,0.46787,0.020833333333333332,0.034482758620689655,,0.16216216216216217,0.10810810810810811,11.664285714285713,24.36315789473684,0.19170984455958548,1.0,7.0,0.14893617021276595,0.14285714285714285,0.14285714285714285,1.0,1.0,,,,,0.045454545454545456,,1.0,,,0.5,,0.2,,,,0.05555555555555555,,,,,,,,,,True,,,,
1899,1610612740,James Posey,James Posey,1899,NOH,18010.0,300,-34.0,522,526,69,76,66,1048,12,18,2.0,3.0,,,4.0,6.0,5.0,11.0,6.0,25.0,,3.0,,2.0,21,35,10.0,35.0,21.0,93,553,3.0,4.0,,3.0,2.0,8.0,,1,,2.0,4.0,4.0,16.0,26,27.0,3.0,,25.0,6.0,3.0,7,5.0,12,3.0,2.0,4.0,2.0,1.0,29,3.0,2.0,,13.0,25.0,7.0,45.0,5.0,50.0,1.0,8.0,3.0,5.0,8.0,5.0,3.0,12.0,1.0,5.0,,20.0,5.0,2.0,11.0,28.0,3.0,4.0,28.0,2.0,6.0,23.0,1.0,8.0,,2.0,3.0,,3.0,2.0,4.0,69,2.0,2.0,0.38095238095238093,0.38095238095238093,0.9,0.2857142857142857,,,0.2857142857142857,0.6,0.75,,0.5142857142857142,0.42857142857142855,,0.5632911392405063,0.5,0.4,0.5,0.08571428571428572,0.16666666666666666,,16.5,0.4,0.35,,0.1524390243902439,0.010638297872340425,0.14606741573033707,0.043478260869565216,0.15019762845849802,0.019455252918287938,0.014492753623188406,0.01818181818181818,0.061224489795918366,,0.11864406779661017,0.13953488372093023,0.1935483870967742,0.140625,0.16,0.027777777777777776,0.6666666666666666,0.2571428571428571,0.6666666666666666,0.8,0.3333333333333333,0.08571428571428572,0.6666666666666666,0.6666666666666666,0.5,0.15714285714285714,0.45454545454545453,0.45454545454545453,0.4,0.35714285714285715,0.24,0.24,0.8333333333333334,0.42857142857142855,0.6666666666666666,0.42857142857142855,,,,0.6666666666666666,,0.7571428571428571,0.24,0.5075657142857143,0.51474,0.5132833333333333,0.1038961038961039,0.19047619047619047,,0.08602150537634409,0.043010752688172046,7.291428571428571,25.07714285714286,0.13218390804597702,4.0,10.0,0.14285714285714285,0.4,0.4,1.0,2.0,,,2.0,,,,,,1.0,,,,,,,,,,,4.0,1.0,,,,,True,,,,
200756,1610612740,Hilton Armstrong,Hilton Armstrong,200756,NOH,20127.0,335,-26.0,602,604,79,73,61,1206,25,36,9.0,12.0,2.0,5.0,14.0,28.0,5.0,10.0,,1.0,,,,1.0,44,74,,1.0,22.0,110,638,11.0,15.0,,,1.0,23.0,2.0,6,,1.0,5.0,9.0,42.0,46,,,18.0,,,2.0,11,2.0,13,2.0,,5.0,2.0,4.0,28,2.0,22.0,1.0,10.0,20.0,6.0,36.0,25.0,61.0,2.0,11.0,9.0,2.0,7.0,,5.0,16.0,1.0,2.0,1.0,23.0,1.0,2.0,18.0,51.0,11.0,5.0,32.0,2.0,3.0,33.0,1.0,16.0,,1.0,10.0,10.0,10.0,7.0,9.0,79,1.0,2.0,0.4772727272727273,0.6,,,,,,0.5945945945945946,0.7333333333333333,0.3333333333333333,0.5866666666666667,0.7333333333333333,0.2857142857142857,0.6043956043956044,0.71875,0.4090909090909091,0.013333333333333334,0.02702702702702703,0.05555555555555555,,16.964285714285715,0.30434782608695654,0.3157894736842105,0.07692307692307693,0.11363636363636363,0.0990990990990991,0.10416666666666667,0.03389830508474576,0.11029411764705882,0.08540925266903915,0.11940298507462686,0.10526315789473684,0.047619047619047616,,0.0967741935483871,0.061224489795918366,0.16923076923076924,0.11538461538461539,0.05555555555555555,0.07142857142857142,0.7,0.48,0.6944444444444444,0.7352941176470589,0.52,0.37333333333333335,0.5,0.5,0.5,0.13333333333333333,0.5,0.5,0.2,0.013333333333333334,,,,0.8,0.75,,,0.7142857142857143,0.4,0.14285714285714285,,0.49333333333333335,,0.47895945945945945,0.5059769230769231,0.5415666666666666,0.17777777777777778,0.1797752808988764,,0.20909090909090908,0.08181818181818182,5.541891891891891,53.0,0.13122923588039867,,,,,,,4.0,,,,3.0,0.0759493670886076,,,,,,,,,,,,,,,,,1.0,,,,True,,,,
2408,1610612740,Melvin Ely,Melvin Ely,2408,NOH,3338.0,56,-23.0,101,97,22,30,7,198,1,3,,1.0,,,4.0,11.0,3.0,5.0,,,,,,,8,19,,,2.0,18,107,1.0,2.0,,,1.0,3.0,3.0,4,,,1.0,7.0,14.0,2,,,,,,1.0,3,,3,,,1.0,1.0,1.0,6,,1.0,,2.0,1.0,1.0,4.0,1.0,5.0,,,,,,,,2.0,,,,2.0,,1.0,6.0,8.0,1.0,,5.0,1.0,1.0,4.0,,1.0,,1.0,1.0,1.0,1.0,,7.0,22,,1.0,0.875,0.875,,,,,,0.42105263157894735,0.5,0.75,0.42105263157894735,0.5,0.75,0.42857142857142855,0.5,0.7,,0.05263157894736842,0.3333333333333333,,21.10091743119266,,0.3333333333333333,,0.03333333333333333,0.029411764705882353,0.11764705882352941,,0.06382978723404255,0.022727272727272728,,,,,,0.14285714285714285,,,0.3333333333333333,,,0.15789473684210525,0.3333333333333333,0.5,1.0,0.5789473684210527,0.36363636363636365,0.36363636363636365,0.75,0.2631578947368421,0.6,0.6,1.0,,,,,0.5,,,,,,,,0.15789473684210525,,0.4157947368421053,0.6081,0.379975,0.05,0.05,,0.16666666666666666,0.3888888888888889,9.663157894736843,,0.21782178217821782,,,,,,,1.0,,,,1.0,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,True,,,,
