EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,ThreePtAssists,Arc3Assists,LongMidRangeAssists,DefTwoPtRebounds,Blocked2s,BlockedShortMidRange,Blocks,DefTwoPtReboundPct,DefLongMidRangeReboundPct,FTDefRebounds,Loose Ball Fouls Drawn,Offensive Fouls Drawn,DefFTReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,PenaltyCorner3FGA,PenaltyFtPoints,PtsUnassisted2s,Fg2aBlocked,Corner3Assists,Steals,BadPassSteals,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,PenaltyCorner3Frequency,ShortMidRangeFGM,LostBallSteals,BadPassTurnovers,PenaltyTurnovers,Offensive Fouls,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceFG2A,OffTwoPtRebounds,OffRebounds,BlockedAtRim,RecoveredBlocks,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,BlocksRecoveredPct,SecondChanceShotQualityAvg,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,OffLongMidRangeReboundPct,PenaltyAtRimFGA,PenaltyAtRimFrequency,on,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsUnassisted3s,HeaveAttempts,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,AtRimPctBlocked,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,PenaltyAtRimFGM,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,OffThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,PenaltyAtRimAccuracy,SecondChanceFtPoints,FTOffRebounds,OffFTReboundPct,SecondChanceArc3PctAssisted,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedArc3,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,HeaveMakes
1548,1610612748,Mark Blount,Mark Blount,1548,MIA,1294.0,22,-4.0,37,38,8.0,4.0,75,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,9.0,41,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,0.5,0.5,0.4,1.0,0.5,0.5,0.5,0.3333333333333333,0.2857142857142857,29.72972972972973,0.5,0.2727272727272727,0.1578947368421052,0.4285714285714285,0.1428571428571428,1.0,1.0,1.0,0.1428571428571428,0.4285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.1428571428571428,1.0,1.0,1.0,0.1428571428571428,0.5,0.4285714285714285,0.4777428571428571,0.4885,0.2222222222222222,0.2857142857142857,0.2222222222222222,13.5,23.700000000000003,0.2162162162162162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,1610612748,Shawn Marion,Shawn Marion,1890,MIA,711.0,12,,24,23,8.0,12.0,47,,,2.0,,,,1.0,,,,2.0,,1.0,,,20,,1.0,,,,,,2.0,3.0,1.0,7.0,1.0,4.0,4.0,,,,,,,,,,,,,8.0,,,,,,,,,,,,0.3333333333333333,12.0,,0.3333333333333333,0.2666666666666666,0.5,,,,,0.6666666666666666,,,,,0.3333333333333333,,,,,,0.3333333333333333,0.4764333333333333,0.3982,,,,10.7,23.4,0.3333333333333333,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201161,1610612748,Daequan Cook,Daequan Cook,201161,MIA,2011.0,34,-17.0,59,61,5.0,7.0,120,1.0,2.0,,1.0,6.0,,1.0,,,2.0,8.0,,1.0,,4.0,68,,,,,4.0,,,,,,,1.0,5.0,5.0,,,,,2.0,4.0,2.0,,,,,,5.0,1.0,1.0,,,,0.25,,0.2222222222222222,,0.2222222222222222,,0.1111111111111111,14.754098360655735,,0.0714285714285714,0.1176470588235294,0.1,0.2222222222222222,0.5,0.5,1.0,,0.6666666666666666,0.1666666666666666,0.1666666666666666,1.0,0.1111111111111111,,,,,,0.3333333333333333,0.4802777777777777,,,,,13.35,22.5,0.0847457627118644,3.0,,,,3.0,,,,0.15,,1.0,1.0,1.0,0.5,0.1428571428571428,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,1610612748,Marcus Banks,Marcus Banks,2556,MIA,1720.0,29,-13.0,51,53,16.0,7.0,104,3.0,3.0,1.0,2.0,2.0,,1.0,1.0,,5.0,6.0,,2.0,3.0,13.0,59,,1.0,1.0,2.0,2.0,,1.0,1.0,3.0,1.0,8.0,,2.0,2.0,,,,,2.0,3.0,4.0,4.0,1.0,,,2.0,16.0,0.2,0.2,,,,0.8333333333333334,,0.625,,0.6666666666666666,0.3333333333333333,0.25,17.307692307692307,,,0.0714285714285714,,0.375,1.0,1.0,0.3333333333333333,0.125,0.25,1.0,1.0,,0.125,,,,0.125,,0.625,0.5171687500000001,0.444225,0.125,0.1666666666666666,0.1538461538461538,7.633333333333333,23.75,0.3137254901960784,2.0,2.0,1.0,,2.0,,,,0.1538461538461538,,,,1.0,,0.3333333333333333,,1.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1666666666666666,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,1610612748,Shaun Livingston,Shaun Livingston,2733,MIA,2477.0,41,-21.0,76,76,16.0,15.0,152,,,3.0,2.0,5.0,,,,,3.0,8.0,,,3.0,9.0,85,1.0,3.0,,4.0,,,,4.0,4.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,1.0,,1.0,4.0,16.0,,,,,,0.375,0.3333333333333333,0.375,0.3333333333333333,0.45,0.5,,16.455696202531644,0.6666666666666666,0.0625,0.048780487804878,,,,,,0.375,0.625,0.4,0.4,,,,,,,,,0.3722499999999999,0.3480666666666667,0.1111111111111111,0.1111111111111111,0.4444444444444444,14.325,,0.2105263157894736,4.0,,,2.0,1.0,,,,0.04,,,,,,,0.0909090909090909,,2.0,6.0,1.0,,2.0,1.0,,,1.0,1.0,0.125,0.3333333333333333,,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,69.0,1,2.0,3,2,3.0,,5,,,,,,,,,,,,,,,,2,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,923.0,15,-19.0,28,29,8.0,3.0,57,,1.0,1.0,,,,,,,,2.0,,,,,37,,1.0,,,,,,,,,,,1.0,2.0,,,,,2.0,2.0,,,,,,,8.0,,,,,,,,,,,,,6.896551724137932,,,0.0625,,0.5,,,,0.5,,,,,,,,,,,0.5,0.5884,0.4316,,,,2.7,,0.2857142857142857,2.0,,,,1.0,1.0,,1.0,0.1111111111111111,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0714285714285714,0.05,0.2,1.0,0.4316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201563,1610612748,Michael Beasley,Michael Beasley,201563,MIA,1188.0,20,-8.0,37,37,,8.0,74,3.0,5.0,4.0,1.0,3.0,,1.0,1.0,,6.0,12.0,,2.0,3.0,15.0,42,,,,,6.0,,1.0,,,,,,2.0,2.0,1.0,,,1.0,,1.0,2.0,4.0,2.0,,,,,0.5,0.5,,,,0.5,,0.4285714285714285,,0.46875,,0.1428571428571428,44.73684210526316,1.0,,0.125,,0.3571428571428571,0.6,0.6,0.6666666666666666,0.2857142857142857,0.2142857142857142,0.3333333333333333,0.3333333333333333,1.0,0.0714285714285714,,,,0.0714285714285714,,0.5,0.4712392857142857,,0.125,0.1428571428571428,,7.599999999999999,24.6,,2.0,,,,2.0,,,,0.2,0.5,,,,,,0.1666666666666666,,,6.0,,,1.0,1.0,,,,,,,,2.0,,1.0,,,,0.5,0.5,1.0,,,,,,,,,0.4373,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200821,1610612748,Yakhouba Diawara,Yakhouba Diawara,200821,MIA,743.0,12,-14.0,23,23,8.0,3.0,46,,,,,,,3.0,2.0,1.0,,,2.0,5.0,,6.0,29,,,3.0,3.0,,6.0,2.0,,,,,1.0,2.0,2.0,,,,,,,,,,,,3.0,8.0,,,1.0,0.4,0.4,,,0.6,0.5,0.6,0.5,1.0,20.0,,0.3333333333333333,0.1666666666666666,0.3333333333333333,,,,,,,,,,0.6,,,,0.4,0.3333333333333333,1.0,0.52419,0.4818,,,0.5,,24.32,0.3478260869565217,2.0,,,,1.0,,,,0.1111111111111111,,,,,,,0.2,2.0,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,1610612748,Jamaal Magloire,Jamaal Magloire,2048,MIA,331.0,6,-2.0,10,10,,,20,1.0,1.0,1.0,,,,,,,1.0,2.0,,,,2.0,10,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,1.0,2.0,1.0,,1.0,,,,,,,,0.5,,0.5,,0.3333333333333333,,,27.272727272727277,,1.0,0.1428571428571428,1.0,0.5,1.0,1.0,,0.5,,,,,,,,,,,0.5,0.4729,,0.3333333333333333,0.3333333333333333,,3.65,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,0.2,0.1666666666666666,,1.0,0.5414,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
