EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangePctBlocked,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceAtRimPctAssisted,HeaveAttempts,SecondChanceTurnovers,ShortMidRangePctBlocked,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyArc3Accuracy,Blocked3s,BlockedCorner3,on,Clear Path Fouls,DefensiveGoaltends,BlockedArc3,Corner3PctBlocked,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,OffensiveGoaltends
1630,1610612738,Mikki Moore,Mikki Moore,1630,BOS,16269.0,271,-32.0,488,495,61,107,54,983,19.0,27.0,6.0,11.0,1.0,4.0,7.0,13.0,27.0,36.0,61.0,10.0,82.0,540.0,9.0,14.0,18.0,1.0,4.0,7.0,9.0,52.0,20.0,12.0,3.0,11.0,7.0,18.0,7.0,4.0,7.0,43.0,4.0,18.0,1.0,10.0,34.0,4.0,48.0,23,71,3.0,1.0,2.0,3.0,1.0,11.0,1.0,2.0,2.0,2.0,14.0,3.0,31.0,58.0,3.0,4.0,24.0,6.0,7.0,14.0,2.0,7.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,9.0,61,7.0,1.0,0.7222222222222222,0.8666666666666667,0.5901639344262295,0.6428571428571429,0.25,0.5901639344262295,0.6428571428571429,0.25,0.6119402985074627,0.6428571428571429,0.5625,0.04918032786885246,0.1111111111111111,14.620938628158845,0.21428571428571427,0.21052631578947367,0.06666666666666667,0.17346938775510204,0.0989010989010989,0.18181818181818182,0.08,0.1752988047808765,0.09482758620689655,0.14893617021276595,0.05405405405405406,0.09183673469387756,0.058823529411764705,0.125,0.1643835616438356,0.21153846153846154,0.15492957746478872,0.21951219512195122,0.07142857142857142,0.4426229508196721,0.7037037037037037,0.7916666666666666,0.5789473684210527,0.11475409836065574,0.5714285714285714,0.5714285714285714,0.5,0.4426229508196721,0.48148148148148145,0.48148148148148145,1.0,0.7857142857142857,0.5454545454545454,0.25,0.4426229508196721,0.49730327868852453,0.5184307692307693,0.4767,0.10606060606060606,0.10606060606060606,0.21951219512195122,0.10975609756097561,9.72622950819672,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,11606.0,193,-6.0,365,362,71,108,38,727,10.0,19.0,1.0,2.0,4.0,3.0,7.0,17.0,37.0,30.0,63.0,18.0,93.0,381.0,2.0,3.0,5.0,3.0,11.0,8.0,20.0,26.0,34.0,2.0,5.0,14.0,6.0,20.0,2.0,9.0,4.0,46.0,,3.0,,5.0,20.0,2.0,27.0,3,30,3.0,1.0,2.0,8.0,5.0,6.0,,3.0,,,14.0,2.0,5.0,10.0,1.0,3.0,20.0,,1.0,24.0,1.0,6.0,2.0,2.0,2.0,,2.0,,,20.0,71,,2.0,0.43333333333333335,0.4482758620689655,0.47619047619047616,0.6666666666666666,0.2727272727272727,0.4807692307692308,0.5,0.42857142857142855,0.5229885057471264,0.5,0.5555555555555556,0.07936507936507936,0.15789473684210525,24.455205811138015,0.5714285714285714,0.16666666666666666,,0.15503875968992248,0.02586206896551724,0.10416666666666667,,0.14124293785310735,0.019230769230769232,,,0.06,,,0.1,0.21951219512195122,0.14583333333333334,0.08823529411764706,0.14285714285714285,0.24358974358974358,0.5263157894736842,0.625,0.5,0.08974358974358974,0.42857142857142855,0.42857142857142855,,0.47435897435897434,0.4594594594594595,0.4857142857142857,0.47058823529411764,0.5,0.5,0.2857142857142857,0.4358974358974359,0.4656153846153845,0.47036249999999996,0.4276785714285714,0.09411764705882353,0.08823529411764706,0.053763440860215055,0.21505376344086022,12.100000000000001,0.19452054794520549,1.0,2.0,3.0,2.0,2.0,3.0,12.0,1.0,1.0,5.0,15.0,1.0,1.0,2.0,3.0,12.0,3.0,12.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,0.8,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.19230769230769232,0.05405405405405406,0.027777777777777776,1.0,0.038461538461538464,0.6666666666666666,0.6666666666666666,1.0,0.15384615384615385,0.25,0.25,0.6666666666666666,0.25,0.25,0.14285714285714285,1.0,0.07142857142857142,0.25,0.11764705882352941,25.026666666666664,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,4554.0,76,-6.0,153,146,50,44,14,299,8.0,9.0,,,6.0,1.0,5.0,6.0,10.0,15.0,24.0,9.0,42.0,165.0,3.0,3.0,6.0,6.0,9.0,5.0,17.0,8.0,22.0,,,6.0,2.0,8.0,,4.0,2.0,18.0,,2.0,,3.0,5.0,1.0,9.0,2,11,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,,7.0,1.0,,8.0,,2.0,11.0,,,13.0,2.0,4.0,2.0,,,,,,,17.0,50,2.0,2.0,0.26666666666666666,0.26666666666666666,0.625,1.0,0.6666666666666666,0.6111111111111112,1.0,0.6,0.65625,1.0,0.6538461538461539,,,22.413793103448278,0.2857142857142857,0.16666666666666666,,0.11904761904761904,0.046511627906976744,0.14285714285714285,,0.12698412698412698,0.034482758620689655,0.06666666666666667,,0.0625,,,0.14285714285714285,,0.1875,0.13333333333333333,0.16666666666666666,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.25,0.18518518518518517,0.2,0.2,,0.37037037037037035,0.6,0.6,0.3333333333333333,,,0.6,0.4444444444444444,0.47283148148148146,0.3769,0.49977499999999997,0.16666666666666666,0.15384615384615385,0.14285714285714285,0.40476190476190477,9.879166666666668,0.32679738562091504,5.0,,,,,1.0,3.0,,1.0,1.0,3.0,,,,1.0,3.0,,3.0,1.0,2.0,,,1.0,,1.0,,1.0,0.3333333333333333,,0.3333333333333333,0.1111111111111111,,,,,,,,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,,0.8333333333333334,,,0.1,0.3333333333333333,0.25,26.566666666666663,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
200796,1610612738,Leon Powe,Leon Powe,200796,BOS,6489.0,108,-5.0,200,201,26,61,28,401,21.0,27.0,10.0,11.0,5.0,,3.0,,,21.0,30.0,19.0,61.0,219.0,10.0,11.0,25.0,3.0,6.0,1.0,7.0,22.0,20.0,18.0,3.0,4.0,3.0,7.0,3.0,3.0,1.0,17.0,2.0,12.0,,8.0,15.0,1.0,24.0,14,38,1.0,,1.0,2.0,,3.0,,2.0,,,5.0,2.0,8.0,14.0,1.0,2.0,23.0,,5.0,24.0,4.0,14.0,,3.0,3.0,,3.0,1.0,,7.0,26,,,0.5238095238095238,0.9166666666666666,0.7,0.9090909090909091,0.5,0.7,0.9090909090909091,0.5,0.7625,0.9615384615384616,0.5833333333333334,0.1,0.1111111111111111,19.48051948051948,0.4,0.5,,0.23809523809523808,0.17647058823529413,0.3076923076923077,0.11764705882352941,0.25842696629213485,0.16470588235294117,0.3,0.17647058823529413,0.0967741935483871,,0.2222222222222222,0.2631578947368421,0.058823529411764705,0.3333333333333333,0.3,0.3333333333333333,0.9,0.7777777777777778,0.875,0.5238095238095238,0.1,,,,,,,,1.0,0.9090909090909091,0.8333333333333334,0.9,0.58643,0.5979000000000001,0.5565833333333333,0.35,0.35,0.4098360655737705,0.11475409836065574,1.78,0.13,3.0,,,,,,,,,,,,5.0,,,,,,,,,1.0,,,,2.0,,,,,,,0.16666666666666666,0.6666666666666666,,,,,,,,,,0.6,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
950,1610612738,Stephon Marbury,Stephon Marbury,950,BOS,24827.0,414,-28.0,771,768,144,209,86,1539,14.0,27.0,2.0,2.0,4.0,3.0,17.0,15.0,42.0,32.0,86.0,6.0,88.0,821.0,3.0,5.0,6.0,4.0,10.0,3.0,14.0,26.0,38.0,,7.0,49.0,26.0,75.0,16.0,23.0,22.0,176.0,,2.0,,8.0,18.0,,26.0,2,28,10.0,5.0,5.0,18.0,10.0,19.0,2.0,8.0,2.0,3.0,37.0,4.0,7.0,34.0,,2.0,21.0,,3.0,13.0,5.0,7.0,2.0,3.0,2.0,1.0,3.0,,,14.0,144,3.0,2.0,0.40625,0.40625,0.37209302325581395,0.6,0.4,0.36936936936936937,0.6,0.39285714285714285,0.3826086956521739,0.6,0.4117647058823529,0.08139534883720931,0.2222222222222222,17.391304347826086,0.4864864864864865,,,0.06228373702422145,0.007575757575757576,0.08695652173913043,,0.06824146981627296,0.0058823529411764705,,,0.015748031496062992,,,0.03773584905660377,0.036585365853658534,0.10891089108910891,0.08955223880597014,0.08,0.24324324324324326,0.5185185185185185,0.6666666666666666,0.42857142857142855,0.15315315315315314,0.17647058823529413,0.1875,,0.3783783783783784,0.35714285714285715,0.35714285714285715,0.4666666666666667,0.4,1.0,0.2857142857142857,0.46846846846846846,0.49055229357798186,0.4100333333333334,0.48082692307692315,0.061946902654867256,0.07954545454545454,0.06818181818181818,0.1590909090909091,11.772093023255813,0.1867704280155642,2.0,1.0,3.0,1.0,1.0,5.0,22.0,,3.0,6.0,25.0,,,1.0,4.0,15.0,3.0,21.0,5.0,10.0,4.0,,7.0,,,2.0,0.8333333333333334,0.24,0.25,0.25,0.22522522522522523,,,0.6666666666666666,0.02702702702702703,0.3333333333333333,0.3333333333333333,1.0,0.1981981981981982,0.22727272727272727,0.22727272727272727,0.8,,0.5,0.07142857142857142,1.0,0.21428571428571427,0.23809523809523808,,26.212,1.0,1.0,1.0,0.058823529411764705,,,,,,,,,,,,,,,,,,True,,,,,,,
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,12750.0,212,11.0,391,391,86,93,38,782,18.0,37.0,4.0,10.0,8.0,5.0,16.0,13.0,35.0,36.0,88.0,18.0,90.0,401.0,5.0,13.0,15.0,8.0,20.0,3.0,19.0,44.0,28.0,6.0,9.0,8.0,2.0,10.0,1.0,6.0,2.0,22.0,4.0,12.0,1.0,6.0,12.0,1.0,19.0,17,36,9.0,5.0,4.0,3.0,2.0,5.0,,1.0,,1.0,8.0,1.0,7.0,21.0,,4.0,29.0,3.0,6.0,26.0,4.0,15.0,,3.0,3.0,,3.0,,,19.0,86,2.0,,0.6111111111111112,0.6666666666666666,0.4090909090909091,0.38461538461538464,0.4,0.4044943820224719,0.38461538461538464,0.4,0.45,0.4411764705882353,0.41304347826086957,0.10227272727272728,0.1891891891891892,24.489795918367346,0.375,0.09090909090909091,0.058823529411764705,0.08053691275167785,0.08695652173913043,0.12244897959183673,0.11428571428571428,0.09090909090909091,0.09248554913294797,0.2222222222222222,0.03225806451612903,0.04225352112676056,0.11538461538461539,0.1111111111111111,0.15517241379310345,0.045454545454545456,0.02127659574468085,0.08571428571428572,0.21428571428571427,0.4157303370786517,0.4864864864864865,0.6,0.5555555555555556,0.1797752808988764,0.3125,0.35714285714285715,,0.39325842696629215,0.37142857142857144,0.37142857142857144,0.9230769230769231,0.7692307692307693,0.4,0.4,0.42696629213483145,0.4681477272727274,0.51722,0.42098500000000005,0.15,0.15151515151515152,0.16666666666666666,0.2111111111111111,9.481818181818182,0.21994884910485935,4.0,,,,,,1.0,,,,1.0,,5.0,,,,,,,1.0,,3.0,,,,2.0,,,,,0.011235955056179775,,0.06976744186046512,0.6666666666666666,,,,,0.011235955056179775,,,,,0.5,,,,,,50.6,0.25,1.0,,0.125,,,,,,,,,,,,,,,,,,True,,,,,,,
201611,1610612738,Henry Walker,Henry Walker,201611,BOS,5197.0,87,-46.0,168,168,42,63,21,336,11.0,15.0,2.0,3.0,5.0,,1.0,3.0,7.0,14.0,23.0,,28.0,195.0,2.0,3.0,4.0,5.0,5.0,,10.0,28.0,,,2.0,4.0,1.0,5.0,1.0,2.0,2.0,11.0,1.0,2.0,,4.0,3.0,2.0,9.0,3,12,1.0,1.0,,5.0,3.0,3.0,1.0,2.0,,,8.0,2.0,13.0,20.0,1.0,2.0,5.0,2.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,10.0,42,,,1.0,1.0,0.6086956521739131,0.6666666666666666,1.0,0.6086956521739131,0.6666666666666666,1.0,0.6086956521739131,0.6666666666666666,1.0,0.08695652173913043,0.13333333333333333,16.402116402116402,0.625,0.25,,0.05357142857142857,0.03333333333333333,0.25,0.05263157894736842,0.09722222222222222,0.0379746835443038,,0.06666666666666667,0.03571428571428571,0.07692307692307693,,0.13043478260869565,,,0.3076923076923077,,0.6521739130434783,0.7333333333333333,0.8461538461538461,1.0,0.043478260869565216,,,,0.30434782608695654,0.42857142857142855,0.42857142857142855,1.0,1.0,0.6666666666666666,1.0,0.6521739130434783,0.6107130434782607,0.7513,0.7261599999999999,0.043478260869565216,0.043478260869565216,0.14285714285714285,0.35714285714285715,6.847826086956523,0.25,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2570,1610612738,Kendrick Perkins,Kendrick Perkins,2570,BOS,10938.0,182,-13.0,331,335,45,87,44,666,18.0,23.0,6.0,8.0,2.0,12.0,32.0,,2.0,30.0,57.0,8.0,68.0,352.0,7.0,10.0,16.0,4.0,7.0,1.0,9.0,28.0,32.0,10.0,5.0,5.0,2.0,7.0,2.0,3.0,2.0,16.0,2.0,12.0,,5.0,26.0,4.0,35.0,14,49,4.0,3.0,1.0,4.0,1.0,10.0,,3.0,,3.0,14.0,,9.0,23.0,,3.0,9.0,1.0,,12.0,,6.0,,17.0,14.0,2.0,17.0,1.0,,9.0,45,3.0,,0.4666666666666667,0.56,0.5263157894736842,0.7,0.5714285714285714,0.5263157894736842,0.7,0.5714285714285714,0.5396825396825397,0.6666666666666666,0.5625,0.08771929824561403,0.13043478260869565,20.157068062827225,0.2857142857142857,0.4444444444444444,,0.19117647058823528,0.10619469026548672,0.125,0.07142857142857142,0.17613636363636365,0.09929078014184398,0.15625,0.07894736842105263,0.09302325581395349,0.05263157894736842,0.1111111111111111,0.1702127659574468,0.2,0.20408163265306123,0.10344827586206896,0.18181818181818182,0.40350877192982454,0.782608695652174,0.9,0.5555555555555556,0.5614035087719298,0.375,0.4,0.3333333333333333,0.03508771929824561,,,,0.8,0.75,0.2857142857142857,0.40350877192982454,0.4660438596491227,0.5802875,0.4421142857142857,0.09523809523809523,0.09523809523809523,0.23529411764705882,0.1323529411764706,4.56140350877193,0.13595166163141995,2.0,,,,,,,,,,,,2.0,,,,,,,,,2.0,1.0,,,8.0,,,,,,,0.09090909090909091,0.47058823529411764,,,,,,,,,,1.0,,,,,,,0.16666666666666666,,2.0,0.0625,1.0,,,,,,,,,,,,,,,,,True,,,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,8366.0,139,-2.0,264,268,37,84,30,532,7.0,9.0,,1.0,,5.0,9.0,4.0,15.0,16.0,33.0,13.0,75.0,280.0,1.0,3.0,8.0,,,9.0,15.0,14.0,18.0,2.0,1.0,9.0,,9.0,,5.0,4.0,18.0,2.0,1.0,,5.0,10.0,,15.0,3,18,1.0,1.0,,7.0,4.0,4.0,2.0,3.0,,,11.0,1.0,6.0,7.0,,,9.0,,,13.0,2.0,3.0,4.0,1.0,1.0,,1.0,,,15.0,37,,4.0,0.4375,0.4666666666666667,0.48484848484848486,0.3333333333333333,,0.5535714285714286,0.8,0.5,0.6065573770491803,0.8,0.7,0.030303030303030304,,24.161073825503355,0.6363636363636364,,,0.09900990099009901,0.011494252873563218,0.1388888888888889,0.07407407407407407,0.10948905109489052,0.02631578947368421,0.05555555555555555,,,0.05263157894736842,0.125,0.08108108108108109,0.13793103448275862,0.08571428571428572,0.15384615384615385,0.1,0.16071428571428573,0.7777777777777778,0.7777777777777778,0.42857142857142855,0.16071428571428573,0.5555555555555556,0.625,0.2,0.26785714285714285,0.26666666666666666,0.26666666666666666,0.75,0.2,,,0.5714285714285714,0.49910714285714286,0.5093875,0.48669999999999997,0.05263157894736842,0.08823529411764706,0.10666666666666667,0.2,11.36969696969697,0.14015151515151514,,6.0,11.0,2.0,2.0,4.0,12.0,1.0,4.0,10.0,23.0,2.0,,2.0,6.0,24.0,6.0,12.0,4.0,,,2.0,2.0,1.0,,,0.8,0.43478260869565216,0.3333333333333333,0.43478260869565216,0.4107142857142857,,0.06896551724137931,,0.19642857142857142,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.75,0.2,,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,,23.965217391304346,,,1.0,0.1111111111111111,,1.0,1.0,1.0,2.0,1.0,0.2,1.0,1.0,1.0,,,,,,,,True,,,,,,,
2067,1610612738,Eddie House,Eddie House,2067,BOS,16455.0,274,4.0,511,499,87,107,52,1010,2.0,3.0,,,1.0,2.0,5.0,12.0,29.0,16.0,37.0,5.0,130.0,535.0,2.0,5.0,13.0,,4.0,4.0,10.0,20.0,12.0,,1.0,16.0,1.0,17.0,,7.0,8.0,35.0,1.0,,,8.0,16.0,1.0,25.0,1,26,12.0,10.0,2.0,5.0,3.0,5.0,1.0,2.0,2.0,,10.0,1.0,6.0,16.0,1.0,1.0,7.0,,1.0,8.0,,,3.0,,,,,,,10.0,87,3.0,3.0,0.625,0.625,0.43243243243243246,0.4,,0.6127450980392157,0.5416666666666666,0.3333333333333333,0.6095238095238096,0.5416666666666666,0.375,0.02702702702702703,0.3333333333333333,20.034843205574912,0.5,0.047619047619047616,,0.07920792079207921,,0.14814814814814814,0.01694915254237288,0.09375,0.0043859649122807015,,,,0.02631578947368421,,0.025974025974025976,0.07272727272727272,0.14285714285714285,0.10256410256410256,0.26666666666666666,0.029411764705882353,0.6666666666666666,1.0,1.0,0.049019607843137254,0.4,0.4,0.5,0.28431372549019607,0.41379310344827586,0.41379310344827586,0.5833333333333334,,,0.1111111111111111,0.6666666666666666,0.520127450980392,0.48058500000000004,0.4742333333333333,,,0.1,0.07692307692307693,17.172972972972975,0.17025440313111545,,9.0,24.0,1.0,3.0,22.0,41.0,5.0,2.0,31.0,65.0,7.0,,2.0,5.0,87.0,6.0,41.0,22.0,1.0,1.0,,1.0,2.0,,,0.9354838709677419,0.47692307692307695,0.4,0.47692307692307695,0.6372549019607843,,,,0.23529411764705882,0.375,0.375,0.8888888888888888,0.4019607843137255,0.5365853658536586,0.55,0.9545454545454546,0.4166666666666667,,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.5365853658536586,,24.41230769230769,,,1.0,,,,2.0,3.0,3.0,0.42857142857142855,0.16666666666666666,,0.6,1.0,1.0,1.0,0.015384615384615385,0.024390243902439025,0.5,,,True,,,,,,,
