EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,PtsUnassisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,FTOffRebounds,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChancePoints,ShortMidRangeAssists,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefShortMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceFG2M,SecondChanceFtPoints,OffTwoPtRebounds,FTDefRebounds,Travels,SecondChanceFg2Pct,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimFGM,PtsPutbacks,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,OffensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,on,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,BlockedArc3,HeaveMakes
101122,1610612754,Danny Granger,Danny Granger,101122,IND,3013.0,50,19,103,109,24,38,9,212,3.0,7.0,1.0,1.0,1.0,2.0,5.0,7.0,3.0,10.0,1.0,3.0,9,16,3.0,10.0,12,39,103,1.0,1.0,3.0,1.0,3.0,5.0,10.0,10.0,8.0,9.0,1.0,9.0,3.0,1.0,1.0,1.0,1,1.0,2,1.0,4.0,3,7,1.0,8,1.0,2.0,1.0,2.0,4.0,1.0,6.0,1.0,1.0,1,4,2.0,9,13,2.0,1.0,5.0,2.0,3.0,3.0,3.0,1.0,10.0,24,2.0,0.5555555555555556,0.5555555555555556,1.0,0.3,0.3333333333333333,0.3333333333333333,0.5625,0.3333333333333333,0.5192307692307693,0.4166666666666667,0.6129032258064516,0.5555555555555556,0.38461538461538464,0.1,0.0625,0.14285714285714285,0.1,33.035714285714285,0.3333333333333333,0.08333333333333333,0.2,0.09090909090909091,0.125,0.02631578947368421,0.125,0.14285714285714285,0.08333333333333333,0.21428571428571427,0.16666666666666666,0.09090909090909091,0.3333333333333333,0.2692307692307692,0.42857142857142855,0.5,0.3333333333333333,0.07692307692307693,0.5,0.5,1.0,0.2692307692307692,0.7142857142857143,0.7142857142857143,0.6,0.38461538461538464,0.3,0.3333333333333333,1.0,1.0,0.16666666666666666,0.5,0.3333333333333333,0.6538461538461539,0.3333333333333333,0.501832,0.48053,0.1724137931034483,0.2631578947368421,0.2564102564102564,9.368750000000002,27.75,0.23300970873786409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
101127,1610612754,Jarrett Jack,Jarrett Jack,101127,IND,7167.0,119,-23,243,252,80,134,31,495,3.0,9.0,1.0,4.0,4.0,9.0,8.0,12.0,5.0,7.0,2.0,2.0,15,30,6.0,11.0,13,61,268,1.0,3.0,8.0,2.0,4.0,6.0,18.0,6.0,24.0,15.0,,7.0,5.0,2.0,1.0,6.0,10,3.0,24,3.0,5.0,6,11,4.0,15,,6.0,2.0,4.0,3.0,,9.0,,5.0,1,8,,9,14,3.0,3.0,7.0,,1.0,1.0,1.0,,18.0,80,,0.2,0.2,0.8333333333333334,0.5454545454545454,0.5,0.5454545454545454,0.5,0.375,0.5853658536585366,0.5,0.6444444444444445,0.5714285714285714,0.2682926829268293,0.09090909090909091,0.06666666666666667,0.1111111111111111,,19.35483870967742,0.6666666666666666,0.08,0.18518518518518517,0.0967741935483871,0.10784313725490197,0.02727272727272727,0.125,0.043478260869565216,0.16129032258064516,0.14285714285714285,0.3333333333333333,,,0.21951219512195122,0.3333333333333333,0.375,,0.21951219512195122,0.4444444444444444,0.5,,0.2926829268292683,0.6666666666666666,0.6666666666666666,0.375,0.17073170731707318,0.7142857142857143,0.7142857142857143,0.8,0.5,0.3333333333333333,0.16666666666666666,1.0,0.4878048780487805,0.7142857142857143,0.48132560975609745,0.48475,0.15555555555555556,0.20588235294117646,0.29508196721311475,10.466666666666667,25.036363636363635,0.3292181069958848,1.0,1.0,4.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,6.0,5.0,1.0,2.0,1.0,2.0,2.0,0.1111111111111111,0.25,0.1111111111111111,0.0975609756097561,0.25,0.3333333333333333,1.0,0.5,0.25,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
101143,1610612754,Travis Diener,Travis Diener,101143,IND,5776.0,96,-4,191,197,48,101,20,388,,,,,2.0,3.0,2.0,7.0,3.0,12.0,,3.0,4,10,5.0,14.0,1,24,188,,1.0,4.0,2.0,5.0,,8.0,,8.0,9.0,,12.0,3.0,,,7.0,15,3.0,38,,3.0,8,11,,11,,3.0,,2.0,,,3.0,1.0,,2,5,,4,2,,,1.0,,2.0,2.0,2.0,1.0,8.0,48,,,,0.6,0.35714285714285715,0.4,0.35714285714285715,0.4,0.25,0.4791666666666667,0.4444444444444444,0.48,0.4444444444444444,0.5833333333333334,,,,,13.20754716981132,1.0,0.1038961038961039,0.15789473684210525,,0.11458333333333333,,,0.11538461538461539,0.08823529411764706,0.09090909090909091,0.25,,0.5,,,,,0.125,0.6666666666666666,0.6666666666666666,,0.2916666666666667,0.2857142857142857,0.2857142857142857,,0.5,0.25,0.25,0.6666666666666666,,,0.3333333333333333,,0.5833333333333334,0.25,0.4485875,0.398111111111111,0.04,0.09090909090909091,0.3333333333333333,15.580000000000002,25.95,0.2513089005235602,,2.0,2.0,,2.0,1.0,6.0,8.0,7.0,1.0,3.0,,3.0,2.0,1.0,1.0,,,2.0,,,,0.08333333333333333,1.0,1.0,0.5,,,0.2222222222222222,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.5,1.5,0.11764705882352941,1.0,1.0,1.0,1.0,0.56745,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1725,1610612754,Rasho Nesterovic,Rasho Nesterovic,1725,IND,4793.0,80,-8,154,156,56,68,19,310,5.0,9.0,1.0,,2.0,3.0,7.0,15.0,,,,,14,27,,,3,31,172,3.0,4.0,8.0,,,,8.0,26.0,2.0,,,,,2.0,,7.0,7,2.0,14,1.0,1.0,5,8,4.0,12,,1.0,,,2.0,1.0,3.0,1.0,2.0,10,14,,3,4,,,2.0,,3.0,3.0,3.0,2.0,8.0,56,,0.9285714285714286,0.9285714285714286,,,,,0.5185185185185185,0.5,0.5185185185185185,0.5,0.5344827586206896,0.5,,,0.07407407407407407,0.2222222222222222,,18.497109826589597,0.3333333333333333,0.08928571428571429,0.07692307692307693,0.07142857142857142,0.08695652173913043,0.06451612903225806,0.09090909090909091,,0.041666666666666664,,0.25,,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.7142857142857143,0.8,0.1111111111111111,0.6666666666666666,0.6666666666666666,1.0,0.5555555555555556,0.4666666666666667,0.4666666666666667,1.0,,,,,0.3333333333333333,,,,0.3333333333333333,,0.45781481481481473,0.399425,0.06896551724137931,0.06896551724137931,0.25806451612903225,11.774074074074072,,0.36363636363636365,,,,,,,,,,,4.0,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,4.0,1.0,,0.3333333333333333,0.5,0.2857142857142857,,,,,0.3833,0.12903225806451613,1.0,2.0,3.0,2.0,1.0,0.3333333333333333,0.14285714285714285,0.0625,0.05555555555555555,0.1,0.05,,,,,,,,,,,,,,,True,,,,,,,,,,,
1766,1610612754,Maceo Baston,Maceo Baston,1766,IND,13028.0,217,-25,435,450,137,231,50,885,20.0,34.0,13.0,13.0,3.0,6.0,2.0,5.0,,1.0,,1.0,25,45,,1.0,17,67,465,13.0,10.0,16.0,,1.0,10.0,30.0,34.0,16.0,,1.0,,,6.0,,4.0,7,1.0,17,3.0,4.0,21,30,22.0,52,,8.0,,5.0,4.0,,12.0,2.0,3.0,22,39,2.0,29,27,1.0,,8.0,6.0,10.0,4.0,10.0,7.0,30.0,137,6.0,0.68,0.8947368421052632,,,,,0.5555555555555556,0.625,0.5434782608695652,0.5882352941176471,0.5677966101694916,0.625,0.021739130434782608,,0.13333333333333333,0.17647058823529413,,14.489795918367346,0.6666666666666666,0.13125,0.0784313725490196,0.05263157894736842,0.11848341232227488,0.11282051282051282,0.043478260869565216,0.11320754716981132,0.19047619047619047,0.08823529411764706,0.058823529411764705,,0.7,0.7391304347826086,0.5882352941176471,0.7142857142857143,0.65,0.13043478260869565,0.5,0.5,0.6666666666666666,0.10869565217391304,0.4,0.4,1.0,0.021739130434782608,,,,1.0,0.7647058823529411,0.058823529411764705,,0.7608695652173914,,0.4938311111111111,0.4786062499999999,0.1509433962264151,0.15384615384615385,0.44776119402985076,4.2955555555555565,41.7,0.31494252873563217,9.0,,,,,,,3.0,3.0,,3.0,,6.0,2.0,4.0,3.0,,10.0,3.0,,,,,,,,,0.6923076923076923,,,,,,20.0,,,0.5384615384615384,0.5555555555555556,0.06818181818181818,,,,,0.5019846153846154,0.29850746268656714,7.0,6.0,19.0,5.0,2.0,0.5384615384615384,0.21739130434782608,0.13768115942028986,0.16981132075471697,0.11428571428571428,0.12,7.0,12.0,2.0,3.0,1.0,5.0,3.0,0.09090909090909091,0.5384615384615384,0.14285714285714285,,,,,True,,,,,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,1931.0,32,9,65,69,14,50,8,134,3.0,4.0,2.0,,,,,2.0,,1.0,,,3,6,,1.0,3,9,60,2.0,,,,,,,,6.0,,,1.0,,,,,1,,3,1.0,,8,9,3.0,12,1.0,,,,1.0,,1.0,,1.0,2,3,,2,4,,,2.0,,3.0,1.0,3.0,2.0,,14,,,,,,,,0.5,,0.42857142857142855,,0.5,,0.14285714285714285,,,,,13.698630136986301,,0.27586206896551724,,0.1,0.21052631578947367,0.10344827586206896,0.125,0.25,0.1,,,0.25,0.6666666666666666,0.5714285714285714,0.75,0.75,,,,,,0.2857142857142857,,,,0.14285714285714285,,,,1.0,,,,0.7142857142857143,,0.5378714285714286,,0.2222222222222222,0.25,,7.783333333333334,25.8,0.2153846153846154,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,4.0,,,1.0,1.0,0.45454545454545453,,,,,0.5561499999999999,0.4444444444444444,2.0,,2.0,1.0,,1.0,1.0,0.10526315789473684,0.25,0.2,,2.0,4.0,,,,2.0,1.0,,1.0,,1.0,,,,True,,,,,,,,,,,
2399,1610612754,Mike Dunleavy,Mike Dunleavy,2399,IND,1510.0,25,-14,55,56,19,23,5,111,1.0,3.0,1.0,2.0,,2.0,,,2.0,5.0,2.0,3.0,1,5,2.0,5.0,2,10,66,1.0,,3.0,2.0,3.0,2.0,8.0,,2.0,6.0,,5.0,2.0,,,2.0,2,1.0,4,,3.0,3,6,1.0,7,,1.0,,1.0,1.0,,2.0,,,1,1,,3,2,,,,1.0,1.0,1.0,1.0,,8.0,19,1.0,,,1.0,0.4,0.6666666666666666,0.4,0.2,,0.4,0.5,0.45454545454545453,0.5714285714285714,0.5,,,,,21.666666666666668,0.5,0.23076923076923078,0.25,,0.24,0.043478260869565216,,0.25,0.16666666666666666,0.42857142857142855,,,,0.3,0.3333333333333333,0.3333333333333333,,0.2,,,,,,,,0.5,0.4,0.4,1.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.8,0.4,0.57131,0.5655749999999999,,,0.8,5.3,25.5,0.34545454545454546,,,,,,2.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,2.0,1.0,3.0,,0.5,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,1.0,,0.5451,0.3,,,1.0,,1.0,,,0.07142857142857142,,0.14285714285714285,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2551,1610612754,T.J. Ford,T.J. Ford,2551,IND,6738.0,112,-25,230,237,81,127,29,467,10.0,19.0,,3.0,8.0,13.0,8.0,16.0,1.0,5.0,,4.0,26,48,1.0,6.0,22,77,266,2.0,8.0,15.0,,4.0,5.0,21.0,6.0,46.0,,1.0,4.0,1.0,5.0,,14.0,19,8.0,43,,1.0,2,4,4.0,8,2.0,6.0,2.0,5.0,4.0,1.0,10.0,1.0,2.0,3,4,1.0,16,26,2.0,,14.0,,,,,,21.0,81,,0.11538461538461539,0.11538461538461539,,0.16666666666666666,,0.2,0.5416666666666666,0.5333333333333333,0.5092592592592593,0.42105263157894735,0.5833333333333334,0.4772727272727273,0.1111111111111111,,0.10416666666666667,0.21052631578947367,,29.00763358778626,0.6,0.023809523809523808,0.03571428571428571,,0.026785714285714284,0.04040404040404041,,0.034482758620689655,0.037037037037037035,,0.125,0.1,,0.35185185185185186,0.5263157894736842,0.6666666666666666,0.2,0.24074074074074073,0.6153846153846154,0.6666666666666666,,0.2962962962962963,0.5,0.5,0.125,0.09259259259259259,0.2,0.2,,,0.15789473684210525,0.21052631578947367,,0.46296296296296297,0.25,0.46418867924528306,0.4136361111111111,0.21212121212121213,0.23333333333333334,0.2727272727272727,8.65,28.08333333333333,0.3521739130434783,2.0,,1.0,,,,3.0,5.0,5.0,,6.0,,9.0,3.0,6.0,1.0,,,,0.07692307692307693,,,0.018518518518518517,,,,,0.6666666666666666,,,,,,2.0,,,,0.3333333333333333,,,,,,0.39065,0.025974025974025976,,2.0,4.0,1.0,,,0.125,0.056338028169014086,0.027777777777777776,0.125,0.05263157894736842,,,,,,,,,,,,,,,True,,,,,,,,,,,
2605,1610612754,Marquis Daniels,Marquis Daniels,2605,IND,5336.0,89,17,177,183,66,96,22,360,2.0,3.0,1.0,1.0,2.0,14.0,3.0,8.0,1.0,3.0,,1.0,7,25,1.0,4.0,7,24,171,3.0,1.0,10.0,,2.0,3.0,5.0,6.0,8.0,3.0,,3.0,1.0,4.0,,6.0,7,2.0,15,,2.0,7,11,1.0,12,1.0,4.0,2.0,3.0,2.0,,6.0,,1.0,4,4,,6,12,1.0,,5.0,,2.0,2.0,2.0,,5.0,66,,0.42857142857142855,0.42857142857142855,1.0,0.25,,0.25,0.28,0.1,0.29310344827586204,0.08333333333333333,0.35294117647058826,0.17857142857142858,0.13793103448275862,,0.16,0.3333333333333333,,19.607843137254903,0.6666666666666666,0.1206896551724138,0.08,,0.10843373493975904,0.011764705882352941,,0.05555555555555555,0.125,0.058823529411764705,0.125,0.0625,,0.10344827586206896,0.6666666666666666,1.0,0.5,0.4827586206896552,0.14285714285714285,0.18181818181818182,,0.27586206896551724,0.375,0.375,0.6666666666666666,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,,0.2413793103448276,0.3333333333333333,0.4457241379310344,0.42167916666666666,0.17647058823529413,0.1724137931034483,0.20833333333333334,11.243999999999998,24.825,0.3728813559322034,,,1.0,,1.0,,,1.0,1.0,,1.0,,6.0,4.0,2.0,1.0,,,,0.21428571428571427,,,0.034482758620689655,,,,,,0.08333333333333333,,,,,2.0,3.0,,0.3333333333333333,0.3333333333333333,0.1875,,,,,0.4471,0.08333333333333333,1.0,,1.0,2.0,,0.3333333333333333,0.15384615384615385,0.015151515151515152,,0.05,,,,,,,,1.0,,,,,1.0,0.2,,True,,,,,,,,,,,
2211,1610612754,Troy Murphy,Troy Murphy,2211,IND,2708.0,45,-14,90,93,33,44,10,183,3.0,4.0,2.0,2.0,1.0,1.0,,1.0,3.0,9.0,,1.0,4,6,4.0,11.0,4,24,112,3.0,2.0,2.0,,1.0,4.0,8.0,2.0,6.0,12.0,,9.0,3.0,,,1.0,1,1.0,2,,7.0,8,17,3.0,20,1.0,,1.0,,3.0,,3.0,,,4,8,2.0,3,4,,,1.0,1.0,1.0,,1.0,,8.0,33,1.0,0.25,0.3333333333333333,1.0,0.36363636363636365,,0.36363636363636365,0.6666666666666666,1.0,0.5882352941176471,0.6666666666666666,0.631578947368421,0.8,0.6470588235294118,,,,,21.359223300970875,,0.25,0.5833333333333334,,0.3409090909090909,0.075,,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.1111111111111111,,0.23529411764705882,0.75,0.75,,0.058823529411764705,1.0,1.0,1.0,0.058823529411764705,,,,0.5294117647058824,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,,0.8823529411764706,0.3333333333333333,0.5185794117647058,0.5010666666666667,0.05555555555555555,0.14285714285714285,0.3333333333333333,5.033333333333332,25.163636363636364,0.36666666666666664,2.0,1.0,2.0,,,,,,,,,,2.0,1.0,1.0,,,,1.0,,,,0.11764705882352941,0.5,0.5,1.0,,1.0,,,,,,4.0,,,0.6666666666666666,0.6666666666666666,0.2727272727272727,,,,,0.5085000000000001,0.16666666666666666,2.0,,3.0,2.0,,0.6666666666666666,0.6666666666666666,0.10714285714285714,0.13333333333333333,0.14285714285714285,,1.0,2.0,,,,1.0,,,0.5,,,,,1.0,True,,,,,,,,,,,
