EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,Loose Ball Fouls,3SecondViolations,OffFTReboundPct,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,FTDefRebounds,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,Defensive 3 Seconds Violations,DefFTReboundPct,Loose Ball Fouls Drawn,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,on,SecondChanceCorner3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,Clear Path Fouls,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,HeaveMakes,BlockedCorner3
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,17972.0,300,-55.0,591,589,160.0,127.0,81.0,1180,13.0,36.0,3.0,8.0,8.0,20.0,9.0,25.0,15.0,42.0,1.0,8.0,4.0,1.0,2.0,14.0,44.0,1.0,2.0,4.0,14.0,37.0,103.0,15.0,52.0,41.0,160.0,643,3.0,10.0,1.0,6.0,3.0,12.0,15.0,38.0,5.0,16.0,18.0,63.0,10.0,64.0,27.0,18.0,4.0,2.0,42.0,14.0,6.0,24.0,18.0,42.0,15.0,3.0,15.0,1.0,8.0,102.0,5.0,13.0,17.0,9.0,26.0,18.0,44.0,5.0,11.0,4.0,7.0,14.0,3.0,7.0,10.0,7.0,1.0,24.0,1.0,6.0,13.0,27.0,3.0,25.0,45.0,2.0,1.0,3.0,18.0,2.0,2.0,63.0,160.0,6.0,1.0,0.1351351351351351,0.1428571428571428,0.6,0.2884615384615384,0.1666666666666666,0.3125,0.3,0.3592233009708738,0.3,0.3947368421052631,0.3838709677419354,0.28125,0.4166666666666667,0.4511494252873563,0.3333333333333333,0.5,0.3354838709677419,0.058252427184466,0.0833333333333333,0.08,0.0238095238095238,28.86297376093294,0.5833333333333334,0.0483870967741935,0.0628019323671497,0.1910112359550561,0.0515463917525773,0.0945454545454545,0.0592105263157894,0.0481927710843373,0.1034482758620689,0.0454545454545454,0.0675675675675675,0.0317460317460317,0.0701754385964912,0.0454545454545454,0.2253521126760563,0.0555555555555555,0.0555555555555555,0.232258064516129,0.3611111111111111,0.3939393939393939,0.0769230769230769,0.1612903225806451,0.36,0.391304347826087,0.2709677419354839,0.3571428571428571,0.3658536585365853,0.2666666666666666,0.0516129032258064,0.125,0.125,1.0,0.2838709677419355,0.3181818181818182,0.3181818181818182,0.5714285714285714,0.5,0.375,0.25,0.125,0.5,1.0,0.3703703703703703,0.4,0.037037037037037,0.5,0.2592592592592592,0.2857142857142857,0.567741935483871,0.3333333333333333,0.4823450980392156,0.5122892857142858,0.4831153846153845,0.1162790697674418,0.1512605042016806,0.0377358490566037,0.075,0.39375,9.618446601941748,26.04038461538461,0.2707275803722504,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
101135,1610612752,David Lee,David Lee,101135,NYK,1978.0,33,-9.0,66,62,29.0,10.0,14.0,128,3.0,3.0,1.0,1.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,3.0,5.0,,2.0,2.0,8.0,67,1.0,1.0,,,,2.0,2.0,2.0,,1.0,1.0,5.0,2.0,4.0,,,2.0,,2.0,,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,2.0,3.0,4.0,7.0,3.0,10.0,,4.0,4.0,,3.0,,,1.0,3.0,,4.0,2.0,1.0,2.0,3.0,,2.0,4.0,,,,2.0,,,5.0,29.0,,,0.3333333333333333,0.5,,,,,,0.6,1.0,1.0,0.4285714285714285,1.0,0.6666666666666666,0.4444444444444444,1.0,0.625,0.2857142857142857,,,,,16.25,0.75,0.1818181818181818,0.074074074074074,0.3333333333333333,,0.2258064516129032,0.0555555555555555,,0.0833333333333333,0.1,,0.1428571428571428,0.2222222222222222,0.1666666666666666,0.375,,,0.4285714285714285,1.0,1.0,0.3333333333333333,0.2857142857142857,,,,,,,,,,,0.2857142857142857,,,,1.0,1.0,,,,,0.6666666666666666,1.0,,,0.3333333333333333,,0.7142857142857143,,0.4676785714285714,0.4896,0.5255500000000001,0.2222222222222222,0.2857142857142857,,0.25,0.625,4.12,25.6,0.4393939393939394,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1716,1610612752,Larry Hughes,Larry Hughes,1716,NYK,10948.0,182,-40.0,370,362,77.0,66.0,45.0,732,7.0,15.0,,2.0,1.0,2.0,2.0,9.0,7.0,19.0,2.0,3.0,,2.0,2.0,4.0,14.0,1.0,2.0,,4.0,16.0,43.0,6.0,17.0,11.0,61.0,417,,3.0,1.0,2.0,2.0,5.0,4.0,9.0,2.0,6.0,3.0,17.0,10.0,22.0,18.0,,,,14.0,4.0,1.0,12.0,2.0,14.0,1.0,1.0,9.0,,3.0,30.0,,1.0,5.0,13.0,18.0,1.0,19.0,1.0,7.0,7.0,,6.0,1.0,3.0,5.0,3.0,2.0,11.0,1.0,2.0,8.0,11.0,2.0,14.0,13.0,1.0,,,6.0,,1.0,17.0,77.0,,1.0,0.3125,0.3125,1.0,0.3529411764705882,0.5,0.3333333333333333,0.3529411764705882,0.3720930232558139,,0.4444444444444444,0.4166666666666667,0.3,0.4666666666666667,0.4621212121212121,0.4166666666666667,0.5,0.2833333333333333,0.0232558139534883,0.0666666666666666,,,18.160377358490564,0.5454545454545454,0.1101694915254237,0.0073529411764705,0.1111111111111111,,0.1104294478527607,0.0051282051282051,0.0188679245283018,,,,0.1395348837209302,0.0263157894736842,0.1621621621621621,0.0833333333333333,0.2222222222222222,0.027027027027027,0.25,0.4666666666666667,0.5,0.2857142857142857,0.15,0.2222222222222222,0.2222222222222222,0.3166666666666666,0.3684210526315789,0.3684210526315789,0.4285714285714285,0.05,0.6666666666666666,0.6666666666666666,1.0,0.2333333333333333,0.2857142857142857,0.2857142857142857,1.0,0.4,,,0.4,0.5,1.0,0.1333333333333333,0.5,0.1333333333333333,1.0,0.2666666666666666,,0.5333333333333333,0.2857142857142857,0.5165608333333334,0.52025,0.5124766666666666,0.0923076923076923,0.125,,0.081967213114754,0.2786885245901639,10.332558139534882,24.45294117647059,0.2081081081081081,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,
1733,1610612752,Al Harrington,Al Harrington,1733,NYK,7775.0,130,-6.0,255,255,98.0,63.0,36.0,510,14.0,18.0,4.0,4.0,2.0,4.0,2.0,9.0,3.0,9.0,2.0,3.0,,,,2.0,12.0,,1.0,1.0,6.0,19.0,36.0,4.0,15.0,19.0,69.0,268,4.0,5.0,,1.0,5.0,13.0,5.0,11.0,1.0,6.0,4.0,17.0,8.0,30.0,12.0,,8.0,,12.0,2.0,2.0,3.0,4.0,7.0,2.0,2.0,3.0,,,18.0,3.0,4.0,4.0,14.0,22.0,7.0,29.0,1.0,6.0,4.0,2.0,4.0,,3.0,7.0,1.0,2.0,11.0,2.0,3.0,5.0,12.0,3.0,14.0,21.0,3.0,,,11.0,,1.0,17.0,98.0,,1.0,0.2105263157894736,0.2666666666666666,1.0,0.2666666666666666,,0.1666666666666666,0.2666666666666666,0.5277777777777778,0.8,0.4545454545454545,0.4901960784313725,0.6666666666666666,0.3823529411764705,0.575,0.7222222222222222,0.4473684210526316,0.2941176470588235,0.0555555555555555,0.1111111111111111,,,24.06779661016949,0.3636363636363636,0.1971830985915492,0.0454545454545454,0.1052631578947368,0.0769230769230769,0.1651376146788991,0.0551181102362204,0.054054054054054,,0.0833333333333333,0.0857142857142857,0.2777777777777778,0.2727272727272727,0.0967741935483871,0.1212121212121212,,0.0384615384615384,0.3529411764705882,0.7777777777777778,0.875,0.2142857142857142,0.1764705882352941,0.2222222222222222,0.2222222222222222,0.1764705882352941,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0588235294117647,0.6666666666666666,0.6666666666666666,1.0,0.2352941176470588,0.1666666666666666,0.1666666666666666,1.0,0.6666666666666666,1.0,,0.1666666666666666,,,0.2352941176470588,0.5,,,0.3529411764705882,0.1666666666666666,0.6470588235294118,0.1666666666666666,0.5111549019607844,0.501875,0.4885499999999999,0.1864406779661017,0.25,,0.1884057971014492,0.2463768115942029,6.749999999999999,24.633333333333336,0.3843137254901961,,1.0,,,,1.0,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.3636363636363636,,,,,,,,True,,,,,,,,,,,,,
2404,1610612752,Chris Wilcox,Chris Wilcox,2404,NYK,19808.0,330,-56.0,652,648,183.0,142.0,92.0,1300,45.0,77.0,12.0,25.0,11.0,21.0,9.0,22.0,,2.0,,,,,,,1.0,,,,1.0,54.0,101.0,,1.0,27.0,135.0,714,14.0,27.0,,,4.0,32.0,13.0,23.0,,1.0,5.0,31.0,58.0,50.0,,,20.0,1.0,,,9.0,9.0,5.0,14.0,4.0,1.0,4.0,2.0,3.0,33.0,7.0,24.0,17.0,25.0,51.0,31.0,82.0,4.0,8.0,5.0,3.0,11.0,,4.0,9.0,7.0,2.0,20.0,2.0,3.0,24.0,48.0,4.0,40.0,53.0,9.0,,,28.0,,3.0,31.0,183.0,1.0,2.0,0.5370370370370371,0.6590909090909091,,,,,,0.5346534653465347,0.5185185185185185,0.5652173913043478,0.5294117647058824,0.5185185185185185,0.5416666666666666,0.5443548387096774,0.5161290322580645,0.5344827586206896,0.0098039215686274,0.0891089108910891,0.0779220779220779,0.1363636363636363,,18.97233201581028,0.55,0.1275510204081632,0.1061946902654867,0.1717171717171717,0.0673076923076923,0.1423728813559322,0.0939393939393939,0.1428571428571428,0.1129032258064516,0.0547945205479452,0.05,0.1194029850746268,0.1694915254237288,0.1,0.141025641025641,0.2857142857142857,0.1052631578947368,0.7549019607843137,0.5844155844155844,0.6338028169014085,0.5777777777777777,0.2156862745098039,0.4090909090909091,0.4736842105263157,0.0196078431372549,,,,,,,,0.0098039215686274,,,,0.925925925925926,0.48,,,,,0.875,0.5238095238095238,,,0.0416666666666666,,0.7647058823529411,,0.5466782178217822,0.5623173913043478,0.5981826086956521,0.2314049586776859,0.2333333333333333,,0.237037037037037,0.2296296296296296,2.1366336633663368,81.2,0.2806748466257668,,6.0,,,1.0,5.0,3.0,5.0,3.0,0.6,9.0,1.0,1.0,,0.5625,2.0,1.0,1.0,2.0,0.125,0.3333333333333333,0.0833333333333333,True,,,,,,,,,,,,,
201163,1610612752,Wilson Chandler,Wilson Chandler,201163,NYK,11344.0,189,-78.0,372,373,107.0,82.0,52.0,745,8.0,13.0,2.0,4.0,5.0,5.0,10.0,17.0,4.0,17.0,2.0,8.0,,,2.0,5.0,16.0,,3.0,1.0,2.0,22.0,47.0,7.0,24.0,10.0,75.0,447,3.0,7.0,,3.0,1.0,7.0,9.0,14.0,1.0,4.0,5.0,26.0,14.0,30.0,21.0,,6.0,,16.0,5.0,1.0,6.0,2.0,8.0,2.0,,4.0,1.0,1.0,18.0,2.0,5.0,11.0,17.0,29.0,10.0,39.0,4.0,5.0,3.0,2.0,4.0,2.0,4.0,6.0,,1.0,10.0,,3.0,12.0,19.0,2.0,12.0,13.0,1.0,,,5.0,,2.0,26.0,107.0,2.0,2.0,0.3181818181818182,0.3684210526315789,1.0,0.2916666666666667,,0.25,0.2916666666666667,0.4680851063829787,0.4285714285714285,0.6428571428571429,0.4577464788732394,0.3,0.5833333333333334,0.487012987012987,0.3181818181818182,0.6190476190476191,0.3380281690140845,0.0212765957446808,0.0769230769230769,,,19.863013698630137,0.4,0.1588785046728972,0.0381679389312977,0.1774193548387097,0.0333333333333333,0.165680473372781,0.0366492146596858,0.0545454545454545,0.0285714285714285,0.024390243902439,,0.0526315789473684,0.1714285714285714,0.2647058823529412,0.1956521739130435,0.125,0.1052631578947368,0.1830985915492957,0.6153846153846154,0.6666666666666666,0.25,0.2394366197183098,0.5882352941176471,0.5882352941176471,0.2394366197183098,0.2352941176470588,0.2352941176470588,0.75,0.1126760563380281,0.25,0.25,1.0,0.2253521126760563,0.3125,0.3125,1.0,0.4,0.5,,0.3,,,0.2777777777777778,1.0,0.1111111111111111,,0.1111111111111111,0.5,0.5211267605633803,0.3125,0.4736035211267606,0.44641875,0.4386722222222222,0.0666666666666666,0.0980392156862745,,0.0933333333333333,0.3466666666666667,10.091489361702129,25.079166666666666,0.2876344086021505,3.0,,,0.1428571428571428,1.0,6.0,3.0,6.0,3.0,0.5,1.0,1.0,,,0.125,2.0,3.0,,,0.1176470588235294,0.2,,True,,,,,,,,,,,,,
2047,1610612752,Quentin Richardson,Quentin Richardson,2047,NYK,9983.0,166,-11.0,317,317,68.0,68.0,45.0,634,12.0,21.0,2.0,5.0,1.0,5.0,1.0,6.0,4.0,7.0,,4.0,1.0,,,6.0,16.0,,,1.0,3.0,17.0,34.0,6.0,20.0,6.0,58.0,348,2.0,6.0,,1.0,2.0,6.0,3.0,7.0,1.0,3.0,4.0,13.0,16.0,18.0,18.0,,2.0,,16.0,6.0,4.0,4.0,1.0,5.0,,1.0,2.0,1.0,1.0,11.0,1.0,6.0,11.0,16.0,28.0,7.0,35.0,3.0,3.0,3.0,,4.0,,2.0,,2.0,,4.0,1.0,,3.0,12.0,,17.0,10.0,2.0,,,5.0,,1.0,13.0,68.0,1.0,1.0,0.4705882352941176,0.5,1.0,0.3,,0.3333333333333333,0.3,0.5,0.3333333333333333,0.4285714285714285,0.4814814814814814,0.2857142857142857,0.45,0.5,0.375,0.5416666666666666,0.3703703703703703,0.1176470588235294,0.0952380952380952,0.3333333333333333,,16.621983914209114,1.0,0.1666666666666666,0.0517241379310344,0.2075471698113207,0.0204081632653061,0.1812080536912751,0.0424242424242424,0.0943396226415094,0.0434782608695652,,0.0263157894736842,0.09375,0.2142857142857142,0.1944444444444444,0.2162162162162162,0.1875,0.1111111111111111,0.3888888888888889,0.5714285714285714,0.631578947368421,0.5,0.1111111111111111,0.1666666666666666,0.25,0.1296296296296296,0.5714285714285714,0.5714285714285714,0.5,0.074074074074074,,,,0.2962962962962963,0.375,0.375,1.0,0.7142857142857143,0.4,0.1428571428571428,,,,0.5,0.2,,,0.3,0.3333333333333333,0.7592592592592593,0.375,0.5323527777777778,0.5467916666666667,0.531345,0.087719298245614,0.1351351351351351,,0.1034482758620689,0.2241379310344827,5.167647058823529,24.840000000000003,0.2145110410094637,,,,,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,0.1111111111111111,,,,,,,0.5,True,,,,,,,,,,,,,
2407,1610612752,Jared Jeffries,Jared Jeffries,2407,NYK,8219.0,137,-10.0,277,273,70.0,56.0,38.0,550,6.0,11.0,1.0,3.0,2.0,4.0,,3.0,6.0,7.0,,1.0,,,1.0,,1.0,,,,1.0,12.0,21.0,,2.0,5.0,29.0,284,2.0,4.0,,,,4.0,3.0,5.0,,2.0,2.0,8.0,20.0,4.0,,,2.0,,1.0,,2.0,4.0,1.0,5.0,1.0,,2.0,,2.0,11.0,4.0,3.0,1.0,9.0,10.0,7.0,17.0,,6.0,2.0,4.0,5.0,,4.0,2.0,1.0,,7.0,2.0,,5.0,11.0,1.0,9.0,8.0,,,,4.0,,,8.0,70.0,1.0,,0.8333333333333334,0.9090909090909092,,,,,,0.5714285714285714,0.5,0.6,0.5217391304347826,0.5,0.4285714285714285,0.5370370370370371,0.5,0.5,0.0869565217391304,0.0952380952380952,0.0909090909090909,0.3333333333333333,,10.828025477707008,0.7142857142857143,0.1125,0.0384615384615384,0.0238095238095238,0.1,0.081967213114754,0.059322033898305,0.0333333333333333,0.074074074074074,,0.0303030303030303,0.1739130434782608,0.125,0.0606060606060606,0.0303030303030303,,,0.4782608695652174,0.5454545454545454,0.6,0.6666666666666666,0.1304347826086956,,,0.3043478260869565,0.8571428571428571,0.8571428571428571,1.0,0.0434782608695652,,,,0.0434782608695652,,,,0.75,0.3333333333333333,,,,,0.5714285714285714,0.5,0.1428571428571428,,0.1428571428571428,,0.5652173913043478,,0.5034413043478262,0.4453,0.5517214285714286,0.1481481481481481,0.16,,0.1379310344827586,0.2758620689655172,7.976190476190476,25.1,0.2527075812274368,,,,,3.0,4.0,3.0,4.0,2.0,0.5,,1.0,,,,1.0,1.0,,,0.4285714285714285,,,True,,,,,,,,,,,,,
2768,1610612752,Chris Duhon,Chris Duhon,2768,NYK,5490.0,92,-15.0,184,183,70.0,45.0,22.0,367,1.0,4.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,2.0,9.0,,,1.0,2.0,1.0,6.0,3.0,10.0,3.0,14.0,192,,,,,,,,1.0,1.0,2.0,1.0,4.0,,2.0,6.0,3.0,,,9.0,2.0,2.0,7.0,6.0,13.0,4.0,2.0,6.0,,1.0,32.0,,,2.0,3.0,5.0,,5.0,,2.0,1.0,1.0,6.0,,4.0,,2.0,,6.0,,2.0,1.0,4.0,,7.0,4.0,,,,1.0,,1.0,4.0,70.0,,1.0,,,0.6666666666666666,0.3,,0.5,0.3,0.1666666666666666,,,0.34375,,0.5,0.3888888888888889,,0.5,0.625,0.3333333333333333,0.5,,,11.650485436893204,1.0,0.06,,0.074074074074074,,0.0649350649350649,,,,,,,0.0769230769230769,0.1052631578947368,0.0454545454545454,0.2,,0.25,0.25,0.5,,0.0625,,,0.0625,,,,0.0625,1.0,1.0,1.0,0.5625,0.2222222222222222,0.2222222222222222,0.5,,,,,,,0.3333333333333333,,,,0.6666666666666666,0.5,0.875,0.2222222222222222,0.5564375,,0.5911333333333334,0.0588235294117647,0.1428571428571428,,,0.2857142857142857,4.333333333333333,25.3,0.3804347826086957,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,True,,,,,,,,,,,,,
201568,1610612752,Danilo Gallinari,Danilo Gallinari,201568,NYK,3315.0,55,-6.0,108,107,25.0,23.0,21.0,215,1.0,1.0,,,1.0,1.0,,,2.0,9.0,2.0,5.0,1.0,,1.0,6.0,11.0,1.0,1.0,1.0,2.0,3.0,10.0,8.0,16.0,5.0,35.0,128,1.0,2.0,1.0,2.0,,5.0,2.0,3.0,1.0,3.0,3.0,10.0,2.0,4.0,18.0,6.0,,,11.0,6.0,2.0,,1.0,1.0,1.0,,,,,3.0,,2.0,3.0,2.0,5.0,2.0,7.0,,,,,,,,,,,,,,6.0,7.0,,5.0,6.0,,,1.0,,1.0,1.0,10.0,25.0,,1.0,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5,0.3333333333333333,0.5,0.3,0.5,0.6666666666666666,0.5769230769230769,0.625,0.5833333333333334,0.6071428571428571,0.625,0.6428571428571429,0.6153846153846154,0.2,,,0.2222222222222222,20.43795620437956,,0.0833333333333333,0.0476190476190476,0.15,,0.1136363636363636,0.0298507462686567,,,0.1538461538461538,,,,0.3333333333333333,0.1176470588235294,0.3333333333333333,,0.0384615384615384,1.0,1.0,,,,,0.3461538461538461,0.2222222222222222,0.2857142857142857,0.5,0.1923076923076923,0.4,0.4,1.0,0.4230769230769231,0.5454545454545454,0.5454545454545454,0.6666666666666666,,,0.25,0.25,1.0,1.0,0.1666666666666666,1.0,0.1666666666666666,,0.3333333333333333,0.5,0.6538461538461539,0.5454545454545454,0.495951923076923,0.3843499999999999,0.4720083333333333,0.037037037037037,,0.0588235294117647,0.1428571428571428,0.2857142857142857,15.669999999999998,24.26875,0.2314814814814814,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
