EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,LiveBallTurnoverPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShortMidRangeFGM,SecondChanceFG2M,SecondChancePoints,Fg2aBlocked,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChancePointsPct,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,PenaltyTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,ShortMidRangePctBlocked,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PtsPutbacks,FTOffRebounds,LostBallSteals,Travels,OffFTReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,LongMidRangePctBlocked,on,SecondChanceCorner3FGM,Fg3aBlocked,BlockedLongMidRange,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,DefensiveGoaltends,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,BlockedCorner3
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,1212.0,20,-15,44,48,19.0,29,6,92,3.0,3,1.0,1.0,1.0,1.0,2,1.0,1.0,4.0,6,1.0,1.0,2.0,13,57,1.0,2.0,2.0,4.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3,3.0,1.0,2.0,1.0,4.0,19.0,1.0,0.75,0.75,1.0,1.0,1.0,0.6666666666666666,0.5,0.7857142857142857,0.5,0.8125,0.6666666666666666,0.14285714285714285,17.647058823529413,0.3333333333333333,0.08333333333333333,0.06666666666666667,0.14285714285714285,0.10526315789473684,0.05,0.2,0.25,0.14285714285714285,0.42857142857142855,1.0,1.0,0.6666666666666666,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,1.0,0.5,1.0,0.5714285714285714,0.4591071428571429,0.36319999999999997,0.25,0.2857142857142857,0.3076923076923077,7.633333333333333,24.9,0.4318181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1710,1610612737,Mike Bibby,Mike Bibby,1710,ATL,4607.0,77,-17,148,151,43.0,50,16,299,,1,,1.0,1.0,7.0,17,1.0,3.0,7.0,19,3.0,10.0,,23,171,3.0,10.0,,6.0,12.0,2.0,9.0,2.0,1.0,5.0,,6.0,3.0,9.0,,4.0,,,2.0,1,,,,,6.0,43.0,1.0,0.8571428571428571,0.8571428571428571,1.0,0.3,0.3,0.3684210526315789,0.3,0.39655172413793105,0.2727272727272727,0.39655172413793105,0.2727272727272727,0.3448275862068966,19.76047904191617,,0.09259259259259259,0.03636363636363636,0.0625,0.08571428571428572,0.04225352112676056,0.07142857142857142,0.07142857142857142,0.09090909090909091,0.034482758620689655,,,,0.034482758620689655,0.5862068965517241,0.4117647058823529,0.4117647058823529,0.8571428571428571,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,,0.3793103448275862,0.4651310344827586,0.43768181818181806,,,0.2608695652173913,17.77894736842105,25.82,0.2905405405405405,1.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,1.0,7.0,2.0,8.0,2.0,10.0,1.0,1.0,5.0,2.0,1.0,22.0,1.0,1.0,4.0,2.0,2.0,1.0,0.0625,0.09090909090909091,0.07692307692307693,0.1,0.1,0.05263157894736842,0.2413793103448276,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.2857142857142857,0.5936333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,4911.0,82,-4,156,165,55.0,48,22,321,3.0,6,,,11.0,3.0,9,,,13.0,26,,,6.0,32,161,4.0,7.0,3.0,11.0,16.0,10.0,,2.0,8.0,13.0,1.0,22.0,3.0,25.0,5.0,8.0,1.0,5.0,10.0,6,7.0,1.0,2.0,,11.0,55.0,,0.6153846153846154,0.6153846153846154,,,,0.5,0.5714285714285714,0.5,0.5714285714285714,0.5517241379310345,0.6111111111111112,,20.670391061452513,0.25,0.203125,0.03508771929824561,0.38095238095238093,0.24705882352941178,0.04225352112676056,0.07692307692307693,0.13333333333333333,0.3888888888888889,0.23076923076923078,0.5,0.75,1.0,0.4230769230769231,0.34615384615384615,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,,,0.23076923076923078,0.4466423076923078,0.38974285714285717,0.07407407407407407,0.07407407407407407,0.34375,10.003846153846155,,0.3525641025641026,1.0,,,,,,3.0,,,,,4.0,,4.0,,,1.0,,3.0,8.0,1.0,,3.0,,3.0,0.375,0.07142857142857142,,,0.18518518518518517,0.2727272727272727,,,,,,0.3333333333333333,,,,,0.4256,7.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.07692307692307693,0.3333333333333333,0.03125,0.2,0.3333333333333333,0.75,0.6363636363636364,0.6363636363636364,0.42857142857142855,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201151,1610612737,Acie Law,Acie Law,201151,ATL,4336.0,72,25,155,148,102.0,72,25,303,9.0,14,5.0,7.0,4.0,2.0,7,1.0,3.0,11.0,25,2.0,5.0,18.0,46,144,7.0,15.0,12.0,29.0,,22.0,3.0,1.0,3.0,6.0,,9.0,1.0,10.0,4.0,6.0,,2.0,4.0,15,21.0,3.0,6.0,,29.0,102.0,,,,0.5,0.4,0.4,0.44,0.4666666666666667,0.4666666666666667,0.4473684210526316,0.5921052631578947,0.56,0.16666666666666666,24.444444444444443,,0.15,0.02,0.15,0.15,0.016129032258064516,0.05263157894736842,0.09090909090909091,0.125,0.4666666666666667,0.6428571428571429,0.8181818181818182,,0.13333333333333333,0.23333333333333334,0.2857142857142857,0.2857142857142857,,0.1,0.3333333333333333,0.3333333333333333,1.0,0.3684210526315789,0.7142857142857143,0.6333333333333333,0.5067633333333333,0.4713842105263158,0.20588235294117646,0.21428571428571427,0.6304347826086957,6.524000000000001,24.78,0.6580645161290323,1.0,,2.0,1.0,2.0,,1.0,,4.0,2.0,1.0,6.0,6.0,12.0,6.0,,4.0,,2.0,30.0,,,2.0,1.0,1.0,0.3333333333333333,,,,0.1111111111111111,0.2,,0.06666666666666667,0.5,0.5,,1.0,,,0.10526315789473684,0.5,0.5478,,,1.0,5.0,1.0,1.0,1.0,,,1.0,,4.0,,,,,,,4.0,,,,0.2,0.21428571428571427,,,0.25,,,,,0.021739130434782608,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,0.25,0.5,0.10526315789473684,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201238,1610612737,Mario West,Mario West,201238,ATL,16117.0,269,-17,526,538,215.0,245,68,1064,13.0,27,8.0,12.0,2.0,,4,,,13.0,33,1.0,1.0,14.0,43,561,8.0,14.0,9.0,25.0,8.0,18.0,,17.0,8.0,20.0,4.0,32.0,24.0,56.0,9.0,13.0,1.0,20.0,35.0,20,30.0,,10.0,,25.0,215.0,5.0,0.3076923076923077,0.5,,1.0,1.0,0.3939393939393939,0.5714285714285714,0.4264705882352941,0.5714285714285714,0.4387755102040816,0.5208333333333334,0.029411764705882353,10.18363939899833,0.16666666666666666,0.11764705882352941,0.09550561797752809,0.11428571428571428,0.11666666666666667,0.09361702127659574,0.07142857142857142,0.19047619047619047,0.09090909090909091,0.7941176470588235,0.48148148148148145,0.5909090909090909,0.3076923076923077,0.058823529411764705,0.11764705882352941,,,,,,,,0.8571428571428571,0.6666666666666666,0.8235294117647058,0.5800757575757576,0.5639571428571429,0.22727272727272727,0.23255813953488372,0.5813953488372093,3.6000000000000005,37.4,0.40874524714828897,8.0,,,1.0,1.0,,9.0,,,1.0,1.0,10.0,9.0,19.0,7.0,2.0,6.0,2.0,2.0,47.0,5.0,,4.0,3.0,1.0,0.3076923076923077,0.08771929824561403,0.09090909090909091,0.045454545454545456,0.08771929824561403,0.09859154929577464,,0.029411764705882353,1.0,1.0,,0.8888888888888888,,,,1.0,0.5234666666666666,,6.0,15.0,6.0,18.0,13.0,1.0,,2.0,1.0,2.0,5.0,4.0,2.0,2.0,4.0,3.0,,3.0,0.6666666666666666,0.6666666666666666,0.625,0.18181818181818182,0.18518518518518517,0.11538461538461539,0.23076923076923078,0.2,0.75,,,,0.3488372093023256,,,3.0,,3.0,7.0,2.0,,,,0.5,,,,6.0,10.0,2.0,5.0,4.0,0.07692307692307693,0.75,0.16666666666666666,,,,,,,,,,,True,,,,,,,,,,,,,,
2230,1610612737,Maurice Evans,Maurice Evans,2230,ATL,6421.0,107,-11,211,222,99.0,123,23,433,5.0,7,3.0,3.0,4.0,3.0,10,2.0,6.0,10.0,21,10.0,21.0,4.0,54,232,6.0,13.0,2.0,23.0,10.0,10.0,27.0,2.0,4.0,2.0,1.0,7.0,5.0,12.0,1.0,1.0,,1.0,10.0,8,9.0,2.0,5.0,,23.0,99.0,5.0,0.5,0.5555555555555556,0.9,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.46153846153846156,0.5952380952380952,0.5526315789473685,0.6,0.5476190476190477,0.5,19.40928270042194,0.14285714285714285,0.030303030303030304,0.03125,0.13333333333333333,0.0625,0.045454545454545456,0.08695652173913043,,0.18181818181818182,0.16666666666666666,0.7142857142857143,0.7142857142857143,0.6,0.09523809523809523,0.23809523809523808,0.3,0.3,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.15789473684210525,1.0,0.6666666666666666,0.4943119047619049,0.451392105263158,0.1111111111111111,0.20833333333333334,0.42592592592592593,10.323809523809523,25.595238095238102,0.46919431279620855,2.0,,,8.0,15.0,,3.0,,6.0,15.0,8.0,2.0,2.0,4.0,2.0,,1.0,1.0,,10.0,2.0,1.0,,,,,0.08333333333333333,,0.10526315789473684,,0.06451612903225806,0.05,0.35714285714285715,0.5333333333333333,0.5333333333333333,0.875,0.6666666666666666,,,,0.5333333333333333,0.5261,2.0,1.0,2.0,2.0,5.0,5.0,1.0,,1.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.25,0.09523809523809523,,,,,,0.5,1.0,,0.037037037037037035,3.0,6.0,,3.0,3.0,,1.0,1.0,,0.5,0.5,0.3157894736842105,0.5,,,2.0,1.0,,,0.1,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2436,1610612737,Flip Murray,Flip Murray,2436,ATL,10815.0,180,-14,341,349,122.0,151,45,690,14.0,22,5.0,7.0,16.0,13.0,31,1.0,3.0,34.0,69,10.0,32.0,30.0,128,368,8.0,20.0,12.0,46.0,8.0,60.0,18.0,1.0,1.0,11.0,,12.0,2.0,14.0,5.0,12.0,1.0,6.0,11.0,19,34.0,2.0,13.0,,46.0,122.0,1.0,0.11764705882352941,0.11764705882352941,0.6,0.3125,0.3448275862068966,0.4927536231884058,0.4,0.48514851485148514,0.4473684210526316,0.5478260869565217,0.5227272727272727,0.31683168316831684,32.56410256410256,,0.09401709401709402,0.008547008547008548,0.020833333333333332,0.07272727272727272,0.012738853503184714,,0.034482758620689655,0.02564102564102564,0.21782178217821782,0.6363636363636364,0.7368421052631579,0.14285714285714285,0.15841584158415842,0.3069306930693069,0.41935483870967744,0.41935483870967744,0.15384615384615385,0.0297029702970297,0.3333333333333333,0.3333333333333333,1.0,0.18421052631578946,0.7142857142857143,0.5346534653465347,0.4579438775510205,0.4343385714285714,0.12389380530973451,0.1625,0.359375,10.63768115942029,29.33125,0.35777126099706746,1.0,,2.0,9.0,29.0,2.0,6.0,2.0,18.0,26.0,9.0,20.0,2.0,22.0,1.0,1.0,7.0,5.0,8.0,46.0,1.0,1.0,7.0,1.0,6.0,0.5833333333333334,0.025,0.03125,0.03225806451612903,0.1282051282051282,0.10204081632653061,0.02127659574468085,0.2871287128712871,0.3103448275862069,0.3103448275862069,0.5555555555555556,0.125,,0.25,0.05263157894736842,0.34615384615384615,0.4322,7.0,2.0,12.0,5.0,5.0,2.0,1.0,1.0,,,,2.0,1.0,1.0,,1.0,1.0,,2.0,0.3333333333333333,0.4375,0.6,0.07246376811594203,0.13636363636363635,,,,1.0,0.4375,0.5,,0.09375,5.0,16.0,5.0,6.0,12.0,4.0,1.0,3.0,1.0,0.3333333333333333,0.125,0.42105263157894735,0.3125,0.030303030303030304,,,,3.0,2.0,,,,1.0,1.0,1.0,3.0,1.0,0.5,0.5,1.0,0.5,,True,,,,,,,,,,,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,5167.0,86,-8,163,174,43.0,55,21,337,7.0,10,1.0,1.0,9.0,2.0,6,1.0,1.0,13.0,25,1.0,4.0,10.0,39,196,2.0,4.0,1.0,5.0,10.0,16.0,3.0,3.0,2.0,6.0,2.0,10.0,3.0,13.0,5.0,7.0,,4.0,8.0,16,13.0,3.0,8.0,,5.0,43.0,,0.38461538461538464,0.4166666666666667,1.0,0.25,0.25,0.52,0.5,0.5,0.5,0.5735294117647058,0.5,0.13793103448275862,22.16216216216216,0.4,0.10344827586206896,0.06382978723404255,0.11764705882352941,0.10666666666666667,0.046875,0.05555555555555555,0.1111111111111111,0.14285714285714285,0.3448275862068966,0.7,0.7,0.2857142857142857,0.3103448275862069,0.20689655172413793,0.3333333333333333,0.3333333333333333,1.0,0.034482758620689655,1.0,1.0,1.0,0.25,1.0,0.4827586206896552,0.46783275862068974,0.44472500000000004,0.23529411764705882,0.26666666666666666,0.1282051282051282,6.912000000000001,26.65,0.26380368098159507,2.0,,,,3.0,,3.0,,,3.0,,3.0,,3.0,,,3.0,,,6.0,,,2.0,1.0,1.0,0.2857142857142857,,0.1111111111111111,,0.09523809523809523,0.10526315789473684,,0.10344827586206896,,,,0.6666666666666666,,,,,0.5830000000000001,4.0,2.0,6.0,1.0,6.0,4.0,1.0,,,2.0,,,1.0,1.0,,1.0,1.0,1.0,,0.6666666666666666,0.6666666666666666,0.75,0.04,,0.05,,,1.0,0.4444444444444444,0.5,0.25,0.15384615384615385,,,2.0,,,1.0,2.0,,,,0.1111111111111111,,,,2.0,2.0,,2.0,,,1.0,0.5,,,,,1.0,,,,,,True,,,,,,,,,,,,,,
200780,1610612737,Solomon Jones,Solomon Jones,200780,ATL,5749.0,96,-25,191,185,90.0,117,23,376,4.0,7,3.0,5.0,2.0,1.0,4,,,7.0,13,1.0,1.0,7.0,24,208,4.0,8.0,4.0,15.0,8.0,6.0,3.0,5.0,4.0,1.0,1.0,6.0,7.0,13.0,1.0,3.0,2.0,7.0,15.0,7,12.0,,4.0,,15.0,90.0,4.0,0.5714285714285714,0.6666666666666666,1.0,1.0,1.0,0.5384615384615384,0.5,0.6071428571428571,0.6111111111111112,0.6,0.5769230769230769,0.07142857142857142,10.74766355140187,0.1111111111111111,0.021739130434782608,0.0847457627118644,0.13333333333333333,0.06578947368421052,0.08433734939759036,0.058823529411764705,,0.13043478260869565,0.5,0.5714285714285714,0.6666666666666666,0.5,0.14285714285714285,0.2857142857142857,0.25,0.3333333333333333,,,,,,0.5555555555555556,0.6,0.5714285714285714,0.47615,0.48330000000000006,0.2222222222222222,0.23529411764705882,0.625,6.684615384615385,25.7,0.4712041884816754,3.0,,,1.0,1.0,,3.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,2.0,2.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.08333333333333333,0.18181818181818182,0.047619047619047616,0.0625,,0.25,0.07142857142857142,1.0,1.0,1.0,1.0,,,,1.0,0.6925,2.0,1.0,3.0,2.0,1.0,1.0,1.0,,3.0,,1.0,2.0,4.0,4.0,,4.0,1.0,,2.0,0.3333333333333333,0.3333333333333333,0.375,0.15384615384615385,0.14285714285714285,0.06451612903225806,0.3333333333333333,0.14285714285714285,0.25,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,0.1111111111111111,1.0,,1.0,2.0,,,,,0.3333333333333333,,,,,,,,,,,0.25,True,,,,,,,,,,,,,,
201043,1610612737,Randolph Morris,Randolph Morris,201043,ATL,2465.0,41,6,88,90,46.0,54,8,178,1.0,2,,1.0,7.0,,2,,,5.0,11,,,2.0,12,94,1.0,4.0,2.0,4.0,8.0,2.0,,1.0,3.0,4.0,1.0,8.0,1.0,9.0,2.0,3.0,,5.0,9.0,1,2.0,,1.0,,4.0,46.0,3.0,0.8,0.8,,,,0.45454545454545453,0.25,0.45454545454545453,0.25,0.5,0.4,,15.625,0.16666666666666666,0.2,0.041666666666666664,0.21428571428571427,0.20588235294117646,0.03225806451612903,,0.16666666666666666,0.16666666666666666,0.18181818181818182,0.5,0.5,1.0,0.6363636363636364,0.18181818181818182,,,,,,,,0.25,,0.18181818181818182,0.43889999999999996,0.4228,0.08333333333333333,0.08333333333333333,0.3333333333333333,8.454545454545455,,0.5227272727272727,1.0,,,,,,1.0,,,,,,2.0,2.0,1.0,1.0,,,,6.0,,,1.0,,1.0,0.3333333333333333,,0.1,,,0.3,,,,,,1.0,,,,,0.5936,4.0,,,2.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,0.18181818181818182,,,,0.5,,0.5714285714285714,0.8,0.75,,,,,,,1.0,,,,,0.2857142857142857,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
