EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGM,PenaltyFG2M,HeaveAttempts,PenaltyFg2Pct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,TwoPtAssists,AtRimAssists,FTDefRebounds,ShootingFouls,DefFTReboundPct,PtsAssisted2s,Travels,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangePctBlocked,AtRimPctAssisted,PenaltyAtRimFGM,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimAccuracy,Corner3Assists,DefShortMidRangeReboundPct,Corner3FGM,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,Blocked2s,BlockedAtRim,Blocks,on,ShortMidRangeFGM,PenaltyCorner3FGM,PtsUnassisted3s,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,Blocked3s,BlockedArc3,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,OffensiveGoaltends
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,605.0,10,-6.0,21,21,17,12,3.0,42,22,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,17,7.4074074074074066,0.5,0.2,1.0,0.3333333333333333,0.5,1.0,0.8095238095238095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101146,1610612761,Roko Ukic,Roko Ukic,101146,TOR,1000.0,17,-4.0,34,35,22,14,4.0,69,33,,,,,1.0,,1.0,4.0,,,,,,,,,22,26.82926829268293,,,0.25,0.07142857142857142,,,0.6470588235294118,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,9.0,1.0,2.0,2.0,9.0,1.0,2.0,1.0,1.0,1.0,6.0,4.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,0.5,1.0,0.5,0.5,0.2222222222222222,0.5,0.3181818181818182,0.8333333333333334,0.25,0.4090909090909091,1.0,0.25,0.18181818181818182,0.1111111111111111,0.2,0.15,0.125,0.125,0.5,1.0,0.45454545454545453,0.4,0.5,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.5,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.6363636363636364,0.5,0.4924590909090909,0.5046333333333334,0.493175,0.18181818181818182,0.2222222222222222,0.6666666666666666,0.3333333333333333,6.177777777777777,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,169.0,3,-6.0,6,8,3,2,1.0,14,13,,,,,,,,,,,,,,,,,3,57.14285714285714,,,,,,,0.5,,,,,,,2.0,,1.0,,,,1.0,1.0,2.0,,1.0,2.0,4.0,,,,,,,1.0,,1.0,2.0,2.0,,,,,,,,,2.0,2.0,,1.0,,2.0,,,,,,0.5,,0.3333333333333333,,0.5,0.5,,0.5,0.3333333333333333,,,,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,,0.5,,0.3333333333333333,,0.364,,0.3743,0.25,0.3333333333333333,,0.5,18.0,44.8,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,1610612761,Shawn Marion,Shawn Marion,1890,TOR,300.0,5,-1.0,10,13,3,2,1.0,23,15,,1.0,,2.0,,,1.0,1.0,,,,,,,,,3,18.181818181818183,,,,,,,0.3,,,,,,1.0,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.4508,,,0.5,0.5,,,7.8,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201605,1610612761,Nathan Jawai,Nathan Jawai,201605,TOR,1132.0,19,-8.0,39,41,24,16,5.0,80,42,,,,,1.0,,1.0,2.0,,,1.0,,1.0,1.0,2.0,2.0,24,12.765957446808512,0.5,,0.2,0.0625,,0.25,0.6153846153846154,1.0,2.0,,1.0,,2.0,,,,,,,,1.0,4.0,,,,2.0,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,0.25,,0.25,,,0.25,,,,0.25,,0.043478260869565216,0.037037037037037035,,0.16666666666666666,,0.5,0.5,0.5,0.5,,,,,,1.0,,,,,,,,0.5,,0.43755000000000005,0.5079,0.4186,,,,,3.325,,,,,,,,,,,3.0,,2.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200081,1610612761,Jamario Moon,Jamario Moon,200081,TOR,185.0,3,-2.0,6,6,6,2,,12,4,,,,,,,,,,,,,,,,,6,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200745,1610612761,Andrea Bargnani,Andrea Bargnani,200745,TOR,95.0,2,-4.0,3,4,3,2,,7,7,,,,,,,,,,,,,,,,,3,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,1610612761,Will Solomon,Will Solomon,2226,TOR,411.0,7,-4.0,16,15,15,12,2.0,31,16,,,,,,,,1.0,1.0,1.0,,,,,,,15,38.095238095238095,,,,,,,0.9375,1.0,2.0,,,2.0,2.0,2.0,,1.0,,,,1.0,2.0,6.0,,1.0,2.0,6.0,,1.0,,,,,4.0,,1.0,6.0,4.0,,,1.0,,,1.0,1.0,,1.0,2.0,,,,6.0,,,,,,0.3333333333333333,,0.2857142857142857,,0.4,0.375,,0.5,0.14285714285714285,,,0.09090909090909091,0.08333333333333333,,0.3333333333333333,,0.2857142857142857,0.5,0.5,0.2857142857142857,0.2857142857142857,0.14285714285714285,,,,,,,,,0.4,0.2,,0.42857142857142855,,0.45942142857142854,0.53,0.48131,,,,1.0,9.883333333333333,26.8,1.0,2.0,,0.5,0.5,0.5,,,,,,,,,,,,1.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,1610612761,Jake Voskuhl,Jake Voskuhl,2063,TOR,346.0,6,-2.0,13,12,10,10,3.0,25,12,,,,,,,1.0,2.0,,,,,,,,,10,5.2631578947368425,,,,,,,0.7692307692307693,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,0.08333333333333333,0.2,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,0.5423,0.5423,,,,,,,,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,1610612761,Anthony Parker,Anthony Parker,1515,TOR,180.0,3,1.0,7,8,2,2,1.0,15,9,1.0,1.0,,3.0,,1.0,1.0,1.0,,,,,,,,,2,37.5,,0.5,,0.3333333333333333,,,0.2857142857142857,,,,,,,1.0,,,,,,,,1.0,,,3.0,3.0,,,,,,,,,,3.0,,,,,,,,,,2.0,4.0,,,,3.0,,,,,,,,,,,0.5,,0.75,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.3885,,,,,,1.0,15.2,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
