EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,Corner3Assists,ShortMidRangeAssists,Defensive 3 Seconds Violations,Corner3Frequency,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,FTOffRebounds,Loose Ball Fouls Drawn,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,HeaveMakes,Fg3aBlocked,StepOutOfBoundsTurnovers,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,SecondChanceCorner3PctAssisted,BlockedCorner3,on
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,22026.0,367,-29,704,703,171,223,88,1407,41.0,59.0,11.0,17.0,4.0,8.0,15.0,30.0,16.0,44.0,2.0,9.0,2.0,72.0,133,2.0,9.0,30.0,180.0,764,14.0,22.0,8.0,36.0,12.0,22.0,2.0,13.0,37.0,84.0,60.0,3.0,3.0,16.0,1.0,8.0,2.0,10.0,24.0,4.0,28.0,4.0,19.0,5.0,60.0,2.0,26.0,12.0,37.0,6.0,55.0,28.0,83.0,5.0,10.0,6.0,4.0,5.0,3.0,4.0,13.0,2.0,1.0,3.0,18.0,3.0,4.0,31,49,2.0,3.0,28.0,2.0,37.0,5.0,19.0,2.0,17.0,11.0,6.0,17.0,12.0,1.0,1.0,37.0,171,2.0,2.0,0.5833333333333334,0.65625,0.5,0.2222222222222222,0.25,0.5413533834586466,0.6363636363636364,0.5454545454545454,0.528169014084507,0.6363636363636364,0.5,0.569620253164557,0.6923076923076923,0.6166666666666667,0.06338028169014084,0.07518796992481203,0.13559322033898305,0.03333333333333333,0.022727272727272728,21.8091697645601,0.2777777777777778,0.2857142857142857,0.18137254901960784,0.1078838174273859,0.12903225806451613,0.021505376344086023,0.16498316498316498,0.08383233532934131,0.2191780821917808,0.1044776119402985,0.0297029702970297,0.028169014084507043,0.16,0.21568627450980393,0.1794871794871795,0.11538461538461539,0.2,0.09259259259259259,0.7058823529411765,0.4154929577464789,0.6949152542372882,0.803921568627451,0.6097560975609756,0.2112676056338028,0.5,0.5172413793103449,0.4666666666666667,0.30985915492957744,0.36363636363636365,0.37209302325581395,0.625,0.06338028169014084,0.2222222222222222,0.2222222222222222,0.5,0.7727272727272727,0.6470588235294118,0.09090909090909091,0.3333333333333333,0.5,0.08333333333333333,0.4788732394366197,0.25,0.4899968085106383,0.5673190476190476,0.4814239130434783,0.12179487179487179,0.1292517006802721,0.2,0.20555555555555555,8.223308270676693,28.34444444444445,0.24289772727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,9292.0,155,-87,285,284,76,58,37,569,4.0,9.0,1.0,1.0,,3.0,,5.0,2.0,6.0,,1.0,,6.0,20,,3.0,11.0,23.0,375,1.0,3.0,1.0,3.0,,5.0,,6.0,6.0,6.0,6.0,,,,,1.0,,3.0,18.0,6.0,24.0,4.0,9.0,6.0,54.0,,,5.0,3.0,,8.0,,8.0,,6.0,3.0,3.0,5.0,1.0,4.0,3.0,1.0,1.0,,8.0,1.0,1.0,5,8,,1.0,12.0,2.0,16.0,2.0,7.0,2.0,,,,,,,,6.0,76,1.0,2.0,0.5,0.5,,,,0.3,0.3333333333333333,,0.2608695652173913,0.3333333333333333,,0.38333333333333336,0.3,0.3333333333333333,0.13043478260869565,0.15,0.2222222222222222,0.2,,11.411411411411411,0.625,,0.03896103896103896,,0.1388888888888889,,0.07079646017699115,,,,,,,,0.07692307692307693,0.11538461538461539,0.2,,,0.391304347826087,0.4444444444444444,0.5714285714285714,0.25,0.21739130434782608,,,,0.2608695652173913,0.3333333333333333,0.3333333333333333,1.0,0.043478260869565216,,,,0.3333333333333333,1.0,1.0,0.6,,,0.5217391304347826,,0.47740434782608693,0.4624,0.49938000000000005,0.25,0.28,0.13043478260869565,0.2608695652173913,8.4,24.900000000000002,0.26666666666666666,2.0,2.0,3.0,1.0,0.08695652173913043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,47345.0,789,-170,1508,1517,340,391,181,3025,79.0,122.0,18.0,33.0,15.0,30.0,32.0,90.0,22.0,56.0,26.0,64.0,13.0,133.0,268,26.0,69.0,77.0,421.0,1746,19.0,46.0,21.0,62.0,26.0,57.0,15.0,13.0,80.0,172.0,94.0,78.0,,18.0,1.0,63.0,26.0,14.0,28.0,9.0,37.0,7.0,17.0,8.0,83.0,15.0,42.0,41.0,88.0,19.0,148.0,60.0,208.0,9.0,24.0,17.0,7.0,15.0,2.0,9.0,7.0,1.0,6.0,2.0,22.0,,5.0,32,45,1.0,2.0,82.0,1.0,99.0,12.0,51.0,5.0,11.0,8.0,3.0,11.0,6.0,,,80.0,340,5.0,5.0,0.6466165413533834,0.6935483870967742,1.0,0.37681159420289856,0.38235294117647056,0.4962686567164179,0.41304347826086957,0.45614035087719296,0.5103857566765578,0.43617021276595747,0.4652777777777778,0.5511811023622047,0.5166666666666667,0.49382716049382713,0.20474777448071216,0.05223880597014925,0.05737704918032787,0.07777777777777778,,23.267898383371826,0.6818181818181818,0.3333333333333333,0.19426048565121412,0.07581227436823104,0.19158878504672897,0.07731958762886598,0.1934032983508246,0.07620320855614973,0.12222222222222222,0.045454545454545456,0.05909090909090909,0.07333333333333333,0.19767441860465115,0.21495327102803738,0.1781609195402299,0.1870967741935484,0.2033898305084746,0.05555555555555555,0.5454545454545454,0.3620178041543027,0.6475409836065574,0.6869565217391305,0.6455696202531646,0.26706231454005935,0.35555555555555557,0.3855421686746988,0.46875,0.1661721068249258,0.39285714285714285,0.39285714285714285,0.9090909090909091,0.18991097922848665,0.40625,0.40625,1.0,0.7021276595744681,0.5454545454545454,0.05555555555555555,0.4166666666666667,0.5,0.18055555555555555,0.5667655786350149,0.4126984126984127,0.5058178571428571,0.5406782051282052,0.5028291666666667,0.1356382978723404,0.16612377850162866,0.14726840855106887,0.19002375296912113,7.167164179104477,25.753623188405797,0.22546419098143236,5.0,2.0,3.0,2.0,0.01483679525222552,2.0,1.0,1.0,5.0,1.0,1.0,5.0,3.0,7.0,1.0,1.0,0.3333333333333333,0.06382978723404255,0.09090909090909091,0.02127659574468085,1.0,1.0,0.027777777777777776,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,53170.0,886,-175,1686,1695,381,439,209,3381,14.0,31.0,,3.0,5.0,6.0,2.0,10.0,21.0,61.0,26.0,92.0,20.0,37.0,102,35.0,129.0,32.0,211.0,1936,3.0,10.0,2.0,26.0,9.0,21.0,28.0,15.0,48.0,16.0,58.0,90.0,15.0,,2.0,89.0,25.0,7.0,76.0,22.0,98.0,19.0,37.0,29.0,218.0,5.0,5.0,20.0,42.0,3.0,65.0,11.0,76.0,4.0,21.0,11.0,10.0,20.0,4.0,11.0,12.0,2.0,9.0,,32.0,3.0,4.0,21,43,1.0,4.0,53.0,6.0,60.0,3.0,25.0,3.0,2.0,1.0,1.0,2.0,,,,48.0,381,5.0,2.0,0.21621621621621623,0.21621621621621623,0.8571428571428571,0.2713178294573643,0.2677165354330709,0.3627450980392157,0.3,0.42857142857142855,0.3874458874458874,0.5,0.336734693877551,0.40891472868217055,0.52,0.4,0.5584415584415584,0.06862745098039216,0.12903225806451613,0.3,,14.956162970603403,0.625,0.04838709677419355,0.08300395256916997,0.008103727714748784,0.08368200836820083,0.02262443438914027,0.08322147651006712,0.011933174224343675,,0.011834319526627219,0.01195219123505976,0.01775147928994083,0.07216494845360824,0.05309734513274336,0.11055276381909548,0.09714285714285714,0.046875,0.027777777777777776,,0.1341991341991342,0.45161290322580644,0.5185185185185185,0.21428571428571427,0.04329004329004329,0.2,0.2857142857142857,,0.26406926406926406,0.3442622950819672,0.3442622950819672,0.23809523809523808,0.39826839826839827,0.2826086956521739,0.28888888888888886,0.8461538461538461,0.125,,,0.12244897959183673,0.8333333333333334,0.40816326530612246,0.6926406926406926,0.2808988764044944,0.5090138157894738,0.5005916666666667,0.4745957446808511,0.10980392156862745,0.20161290322580644,0.12322274881516587,0.22748815165876776,12.44313725490196,25.648062015503875,0.22597864768683273,37.0,3.0,10.0,,0.16017316017316016,8.0,5.0,10.0,2.0,6.0,14.0,5.0,1.0,1.0,,0.42857142857142855,0.17857142857142858,0.0196078431372549,0.038461538461538464,0.4166666666666667,0.5,0.6,0.16326530612244897,0.1,9.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,0.023255813953488372,0.02702702702702703,0.021739130434782608,0.24324324324324326,0.25,0.8888888888888888,0.16666666666666666,0.25,0.375,0.022900763358778626,,,,,,,True
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,43893.0,732,-187,1395,1401,316,337,169,2796,61.0,95.0,17.0,25.0,18.0,27.0,19.0,44.0,45.0,114.0,16.0,55.0,21.0,125.0,253,19.0,64.0,98.0,405.0,1638,22.0,41.0,9.0,59.0,32.0,56.0,21.0,41.0,117.0,100.0,150.0,30.0,27.0,26.0,1.0,54.0,16.0,23.0,62.0,21.0,83.0,18.0,42.0,7.0,187.0,7.0,27.0,24.0,54.0,8.0,86.0,35.0,121.0,8.0,32.0,18.0,14.0,25.0,10.0,17.0,34.0,4.0,8.0,5.0,59.0,2.0,14.0,20,55,4.0,10.0,89.0,3.0,112.0,12.0,51.0,7.0,4.0,4.0,,4.0,3.0,,,117.0,316,8.0,7.0,0.4,0.44642857142857145,0.5263157894736842,0.296875,0.30158730158730157,0.49407114624505927,0.5365853658536586,0.5714285714285714,0.4842271293375394,0.5555555555555556,0.4935064935064935,0.5509641873278237,0.59,0.5989583333333334,0.20189274447949526,0.09090909090909091,0.1368421052631579,0.1590909090909091,0.02631578947368421,26.375,0.423728813559322,0.14035087719298245,0.13043478260869565,0.053465346534653464,0.12972972972972974,0.03684210526315789,0.1302170283806344,0.04892086330935252,0.05521472392638037,0.08208955223880597,0.03365384615384615,0.0273972602739726,0.10759493670886076,0.1,0.1686746987951807,0.14705882352941177,0.08163265306122448,0.056338028169014086,0.75,0.2996845425867508,0.6421052631578947,0.7439024390243902,0.3770491803278688,0.138801261829653,0.4318181818181818,0.5135135135135135,0.3684210526315789,0.35962145110410093,0.39473684210526316,0.40540540540540543,0.4444444444444444,0.17350157728706625,0.2909090909090909,0.2962962962962963,0.5,0.5555555555555556,0.68,0.11764705882352941,0.35064935064935066,0.6666666666666666,0.2727272727272727,0.501577287066246,0.2962962962962963,0.4775487261146496,0.4992565789473684,0.44724400000000003,0.14325842696629212,0.17465753424657535,0.145679012345679,0.28888888888888886,10.232411067193677,26.426562500000003,0.22652329749103942,9.0,3.0,13.0,1.0,0.028391167192429023,,2.0,4.0,4.0,2.0,4.0,4.0,1.0,2.0,8.0,0.5,0.19047619047619047,0.02564102564102564,0.06818181818181818,0.08888888888888889,0.5,0.5,,0.19047619047619047,3.0,,,,,1.0,3.0,,,,0.015625,,0.01818181818181818,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,,,,,,,True
201580,1610612764,JaVale McGee,JaVale McGee,201580,WAS,14590.0,243,-69,455,461,94,81,68,916,37.0,64.0,10.0,18.0,3.0,9.0,4.0,17.0,2.0,8.0,,,,43.0,89,,,15.0,101.0,549,10.0,21.0,3.0,23.0,3.0,13.0,,2.0,8.0,56.0,30.0,,,16.0,,,,8.0,2.0,,2.0,,1.0,1.0,4.0,3.0,23.0,9.0,16.0,8.0,33.0,26.0,59.0,4.0,4.0,3.0,1.0,1.0,2.0,,8.0,,1.0,1.0,9.0,3.0,,28,39,1.0,1.0,23.0,2.0,26.0,4.0,15.0,,20.0,10.0,6.0,21.0,15.0,4.0,1.0,8.0,94,1.0,,0.6511627906976745,0.8,,,,0.48314606741573035,0.47619047619047616,0.23076923076923078,0.48314606741573035,0.47619047619047616,0.23076923076923078,0.505,0.5,0.25,,0.0898876404494382,0.0625,0.23529411764705882,,20.260223048327138,0.1111111111111111,0.5,0.1095890410958904,0.12234042553191489,0.14754098360655737,0.05357142857142857,0.12077294685990338,0.10655737704918032,0.18181818181818182,0.12962962962962962,0.058823529411764705,0.06666666666666667,0.057692307692307696,0.17857142857142858,0.12121212121212122,0.1276595744680851,0.21428571428571427,0.10526315789473684,0.7142857142857143,0.7191011235955056,0.578125,0.6166666666666667,0.7027027027027027,0.19101123595505617,0.23529411764705882,0.3076923076923077,0.25,0.0898876404494382,0.25,0.25,0.5,,,,,0.8571428571428571,0.5555555555555556,0.1,0.6923076923076923,0.3333333333333333,,0.7191011235955056,,0.5641460674157303,0.5746842105263159,0.5062923076923076,0.15,0.15,0.22772277227722773,0.07920792079207921,3.567415730337078,,0.20659340659340658,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,1.0,,,True
2443,1610612764,Darius Songaila,Darius Songaila,2443,WAS,15034.0,251,-9,482,487,132,161,47,969,23.0,32.0,3.0,7.0,8.0,9.0,8.0,15.0,11.0,35.0,,,,42.0,82,,,13.0,97.0,514,4.0,8.0,4.0,12.0,11.0,19.0,,7.0,29.0,72.0,12.0,,,4.0,,,,1.0,11.0,1.0,12.0,,8.0,2.0,25.0,5.0,5.0,9.0,12.0,5.0,26.0,11.0,37.0,,9.0,3.0,6.0,5.0,4.0,4.0,9.0,1.0,1.0,,14.0,2.0,5.0,16,36,1.0,3.0,14.0,1.0,14.0,2.0,6.0,2.0,3.0,2.0,,3.0,1.0,,,29.0,132,8.0,2.0,0.8571428571428571,0.9,,,,0.5121951219512195,0.5,0.5789473684210527,0.5121951219512195,0.5,0.5789473684210527,0.5511363636363636,0.6,0.6304347826086957,,0.012195121951219513,0.03125,,,19.029850746268657,0.35714285714285715,0.23809523809523808,0.07894736842105263,0.032679738562091505,0.12,0.07352941176470588,0.09251101321585903,0.04524886877828054,0.06976744186046512,0.02702702702702703,0.0136986301369863,0.1,0.08620689655172414,0.06060606060606061,0.08196721311475409,0.16,0.04,,0.3333333333333333,0.3902439024390244,0.71875,0.7419354838709677,0.8260869565217391,0.18292682926829268,0.5333333333333333,0.5333333333333333,0.75,0.4268292682926829,0.3142857142857143,0.3142857142857143,1.0,,,,,0.875,0.42857142857142855,,0.47368421052631576,0.8888888888888888,,0.3902439024390244,,0.4810158536585366,0.5681833333333334,0.48785789473684216,0.06976744186046512,0.06976744186046512,0.12371134020618557,0.29896907216494845,9.831707317073171,,0.27385892116182575,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,True
200793,1610612764,Dee Brown,Dee Brown,200793,WAS,9507.0,158,-42,301,312,17,30,32,613,8.0,13.0,,,,1.0,,1.0,,1.0,5.0,14.0,,8.0,15,6.0,17.0,1.0,35.0,373,,,,3.0,,1.0,,,,8.0,8.0,15.0,3.0,,,14.0,5.0,,11.0,8.0,19.0,7.0,5.0,4.0,46.0,1.0,3.0,3.0,9.0,1.0,13.0,4.0,17.0,,6.0,4.0,2.0,8.0,1.0,5.0,2.0,,3.0,,10.0,,1.0,6,15,,1.0,5.0,3.0,2.0,,1.0,,,,,,,,,,17,1.0,,0.5,0.5,0.8333333333333334,0.35294117647058826,0.35294117647058826,0.5333333333333333,,,0.53125,0.75,,0.5303030303030303,0.75,,0.53125,,,,,12.684365781710914,0.8,0.08333333333333333,0.09375,0.02857142857142857,0.08108108108108109,0.02564102564102564,0.09022556390977443,0.027777777777777776,0.025,,0.04878048780487805,0.030303030303030304,0.047619047619047616,0.15789473684210525,0.11428571428571428,0.12,,,,0.40625,0.6153846153846154,0.6153846153846154,0.5,0.03125,,,,0.03125,,,,0.4375,0.35714285714285715,0.35714285714285715,0.8,,,,1.0,,,0.9375,0.35714285714285715,0.6094562499999999,0.58365,0.5754,0.030303030303030304,0.0625,0.08571428571428572,,2.6866666666666665,25.482352941176472,0.05647840531561462,3.0,1.0,2.0,,0.09375,,,1.0,,1.0,2.0,,,,,0.5,,,,0.5,,,,,1.0,1.0,1.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,,,,,,,1.0,,True
201187,1610612764,Dominic McGuire,Dominic McGuire,201187,WAS,6341.0,106,6,193,205,47,69,30,398,6.0,9.0,2.0,4.0,2.0,4.0,,1.0,2.0,6.0,,,,8.0,16,,,2.0,18.0,211,2.0,4.0,1.0,5.0,2.0,6.0,,,4.0,8.0,8.0,,,4.0,,,,3.0,7.0,1.0,8.0,,5.0,1.0,17.0,2.0,6.0,7.0,14.0,1.0,22.0,8.0,30.0,,3.0,2.0,1.0,3.0,,2.0,2.0,,1.0,1.0,5.0,1.0,,9,14,,1.0,6.0,,4.0,2.0,3.0,,8.0,7.0,1.0,10.0,4.0,,,4.0,47,1.0,,0.5,0.6666666666666666,,,,0.5,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5294117647058824,0.5,0.3333333333333333,,0.1875,0.1111111111111111,1.0,0.16666666666666666,9.649122807017545,0.6,0.16666666666666666,0.21875,0.07692307692307693,0.18421052631578946,0.08333333333333333,0.20588235294117646,0.0784313725490196,0.12,0.05555555555555555,0.05714285714285714,0.125,0.037037037037037035,0.18181818181818182,0.4230769230769231,0.19230769230769232,0.16666666666666666,,0.4,0.5625,0.6666666666666666,0.75,0.3333333333333333,0.0625,,,,0.375,0.3333333333333333,0.4,1.0,,,,,1.0,0.5,,0.6666666666666666,0.5,,0.5625,,0.51715625,0.5929249999999999,0.5309333333333334,0.17647058823529413,0.17647058823529413,0.2777777777777778,0.2222222222222222,7.7437499999999995,,0.24352331606217617,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,True
201156,1610612764,Nick Young,Nick Young,201156,WAS,10522.0,175,1,349,339,138,128,49,688,4.0,12.0,,1.0,2.0,3.0,1.0,10.0,17.0,37.0,1.0,5.0,,22.0,59,1.0,10.0,16.0,63.0,348,2.0,5.0,,4.0,7.0,17.0,3.0,12.0,26.0,10.0,34.0,3.0,,,,5.0,1.0,6.0,8.0,2.0,10.0,2.0,3.0,5.0,22.0,1.0,4.0,5.0,4.0,,9.0,5.0,14.0,,1.0,1.0,,8.0,,4.0,6.0,2.0,4.0,3.0,14.0,1.0,6.0,4,14,1.0,,16.0,2.0,19.0,3.0,7.0,4.0,,,,,,,,26.0,138,2.0,4.0,0.22727272727272727,0.22727272727272727,1.0,0.1,0.1,0.3728813559322034,0.4,0.4117647058823529,0.34057971014492755,0.4,0.35,0.4090909090909091,0.4,0.48148148148148145,0.14492753623188406,0.1016949152542373,0.3333333333333333,0.2,,22.469135802469136,0.5714285714285714,,0.04081632653061224,0.028985507246376812,0.08771929824561403,0.025,0.05806451612903226,0.028089887640449437,0.025,,0.05,,0.04878048780487805,0.045454545454545456,0.02857142857142857,0.075,0.11764705882352941,,,0.17391304347826086,0.3333333333333333,0.5,0.25,0.14492753623188406,0.1,0.125,,0.5362318840579711,0.4594594594594595,0.4594594594594595,0.23529411764705882,0.07246376811594203,0.2,0.2,1.0,0.2,,,0.15,0.6666666666666666,,0.3188405797101449,0.2,0.44161956521739126,0.39017500000000005,0.41835500000000003,0.0958904109589041,0.1111111111111111,0.06349206349206349,0.4126984126984127,12.845762711864404,24.44,0.3954154727793696,5.0,,,,0.07246376811594203,3.0,,,,,,,,1.0,,,,,0.09090909090909091,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
