EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,AtRimPctBlocked,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,PtsUnassisted3s,ShortMidRangeAssists,OffThreePtRebounds,SelfOReb,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChanceFG2M,SecondChancePoints,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,SecondChancePointsPct,Corner3Assists,DefThreePtRebounds,DefThreePtReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,StepOutOfBoundsTurnovers,Offensive Fouls,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,DefArc3ReboundPct,HeaveAttempts,FTDefRebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefFTReboundPct,BlocksRecoveredPct,BlockedLongMidRange,DefensiveGoaltends,on,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,BadPassOutOfBoundsTurnovers,OffFTReboundPct,Defensive 3 Seconds Violations,OffCorner3ReboundPct,Technical Free Throw Trips,LongMidRangePctBlocked
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,635.0,11,2.0,22,20,20,2,2.0,42,4.0,2.0,2.0,2.0,6,4,24,1.0,2.0,5.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,4.0,1.0,4.0,20,1.0,1.0,0.3333333333333333,0.4,0.3333333333333333,0.4,0.3333333333333333,0.4,0.3333333333333333,0.5,22.22222222222222,0.6,0.08333333333333333,0.6,0.08333333333333333,0.2,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.3989,0.4616,0.38636,1.0,12.366666666666667,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,1596.0,27,-9.0,53,50,31,15,6.0,103,1.0,,,2.0,4,15,59,,1.0,3.0,13.0,2.0,1.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,13.0,31,0.5,0.5,0.5,0.3333333333333333,0.5909090909090909,0.7857142857142857,0.625,0.8125,0.25,,20.3125,0.058823529411764705,0.038461538461538464,0.058823529411764705,0.03333333333333333,0.14285714285714285,,0.125,0.09090909090909091,,,,,0.4984818181818182,,0.5035571428571429,0.8666666666666667,1.95,0.5849056603773585,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,6.0,3.0,3.0,3.0,7.0,2.0,3.0,4.0,2.0,2.0,9.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.42857142857142855,0.75,0.42857142857142855,0.6363636363636364,0.3333333333333333,1.0,0.2727272727272727,0.3333333333333333,0.5,1.0,1.0,1.0,0.09090909090909091,0.5454545454545454,0.5,0.5,1.0,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.42857142857142855,1.0,0.9090909090909091,0.5,25.785714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,3436.0,57,-41.0,114,114,50,39,14.0,228,,5.0,10.0,8.0,15,32,138,,4.0,6.0,21.0,6.0,1.0,6.0,1.0,7.0,1.0,,15.0,2.0,,,3.0,3.0,,21.0,50,0.375,0.375,0.5333333333333333,0.6666666666666666,0.5,0.7,0.5517241379310345,0.75,0.06666666666666667,,22.900763358778626,,0.03636363636363636,,0.04477611940298507,,,,,0.4,0.5,0.5,0.2,0.4995280000000001,,0.52184,0.65625,11.813333333333334,0.43859649122807015,3.0,5.0,2.0,3.0,,1.0,,2.0,9.0,2.0,4.0,3.0,10.0,7.0,2.0,4.0,7.0,10.0,6.0,9.0,2.0,4.0,1.0,,1.0,1.0,1.0,1.0,,,8.0,10.0,3.0,3.0,0.6666666666666666,0.3,0.5,0.3,0.4,0.2,1.0,0.2,0.6,0.75,,,,0.04,0.36,0.2222222222222222,0.2222222222222222,0.5,0.3,0.6666666666666666,,0.4,0.5,0.6,0.2222222222222222,25.35,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.10526315789473684,0.1,0.07692307692307693,0.6666666666666666,1.0,1.0,1.0,0.07692307692307693,0.06666666666666667,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1922,1610612743,Francisco Elson,Francisco Elson,1922,DEN,4490.0,75,-56.0,144,144,56,45,18.0,288,,3.0,5.0,3.0,5,6,178,2.0,,1.0,,6.0,,1.0,1.0,2.0,1.0,,5.0,4.0,6.0,6.0,5.0,11.0,13.0,,56,1.0,1.0,0.6,,0.6,,0.6,,,,4.790419161676647,0.14634146341463414,0.05714285714285714,0.125,0.05952380952380952,0.058823529411764705,0.16666666666666666,0.17647058823529413,,1.0,0.6,0.6,1.0,0.40044,0.3698,0.4138,,18.18,0.3888888888888889,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,3.0,1.0,,3.0,1.0,7.0,6.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.07142857142857142,0.08695652173913043,0.08333333333333333,,,,,,,,,2.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.03333333333333333,0.08333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,904.0,15,-11.0,28,28,11,12,1.0,56,,,,1.0,1,2,34,,1.0,1.0,2.0,2.0,,,2.0,2.0,1.0,,6.0,,3.0,4.0,,4.0,,2.0,11,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,0.2,0.3333333333333333,,,17.24137931034483,0.375,,0.3333333333333333,,,0.3333333333333333,0.5,,,,,,0.5440799999999999,,0.5659,1.0,,0.39285714285714285,1.0,1.0,1.0,1.0,,2.0,1.0,,2.0,,1.0,,4.0,,,2.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,0.8,,,0.2,1.0,1.0,,,,0.4,0.4,,,,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,1.0,,24.8,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,3396.0,57,-42.0,107,108,45,37,14.0,215,6.0,2.0,12.0,8.0,32,25,129,8.0,1.0,5.0,8.0,4.0,3.0,3.0,,3.0,,1.0,6.0,4.0,1.0,1.0,5.0,6.0,7.0,8.0,45,0.25,0.3333333333333333,0.25,0.2,0.25,0.2,0.32051282051282054,0.4444444444444444,0.09375,0.16666666666666666,34.12698412698413,0.03225806451612903,0.07017543859649122,0.02857142857142857,0.07936507936507936,,0.14285714285714285,,0.1875,0.375,0.16666666666666666,0.16666666666666666,0.5,0.46121875000000007,0.5523833333333333,0.4707,0.32,8.4,0.4205607476635514,5.0,14.0,1.0,2.0,1.0,,,,,,,,,9.0,,,6.0,12.0,,,,2.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,11.0,14.0,1.0,1.0,,,,,,0.14285714285714285,0.25,0.4375,0.35714285714285715,0.4166666666666667,0.16666666666666666,0.2,1.0,,,,,,0.4,0.5,,,,0.4375,,,,,,1.0,3.0,,6.0,,0.16666666666666666,0.15789473684210525,0.2,0.14285714285714285,,,,,0.15789473684210525,0.15789473684210525,,4.0,8.0,3.0,,1.0,1.0,1.0,1.0,,,2.0,0.5,0.5,0.5,0.043478260869565216,,0.32,,,,,3.0,7.0,4.0,1.0,1.0,0.875,0.42857142857142855,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1739,1610612743,Ruben Patterson,Ruben Patterson,1739,DEN,1268.0,21,-27.0,40,41,12,9,7.0,81,,,,2.0,4,4,56,2.0,1.0,2.0,2.0,,1.0,1.0,,1.0,,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,12,,,0.5,0.5,0.5,0.5,0.5,0.5,0.25,,10.638297872340425,0.1,0.08333333333333333,0.09090909090909091,0.07142857142857142,,,,,,,,,0.6615,0.6074,0.64605,0.5,,0.3,2.0,4.0,1.0,2.0,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,1.0,1.0,3.0,1.0,,,,,,,,,0.25,1.0,1.0,0.5,0.6666666666666666,,,,,,,,,1.0,0.5,,,,1.0,,,,,,,1.0,,,,,0.1,,1.0,,,,,,,,2.0,4.0,,1.0,,,,,,,,1.0,1.0,1.0,0.125,0.25,1.0,,,,,2.0,2.0,4.0,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,2870.0,48,-38.0,90,91,19,23,12.0,181,7.0,2.0,7.0,8.0,23,17,118,4.0,1.0,3.0,2.0,8.0,2.0,5.0,,5.0,,,10.0,2.0,2.0,3.0,2.0,5.0,3.0,2.0,19,0.5,0.5,0.34782608695652173,0.3333333333333333,0.34782608695652173,0.3333333333333333,0.3541666666666667,0.3333333333333333,0.08695652173913043,,26.923076923076923,0.06666666666666667,0.05128205128205128,0.08571428571428572,0.04081632653061224,0.1111111111111111,0.1111111111111111,0.1,0.30434782608695654,0.30434782608695654,0.2857142857142857,0.2857142857142857,1.0,0.4709304347826087,0.4511,0.4704,0.11764705882352941,8.1,0.2111111111111111,4.0,9.0,,1.0,2.0,,,,,,,,,1.0,,,,8.0,,,,4.0,,,,2.0,2.0,4.0,1.0,1.0,2.0,2.0,,,,,,,,0.2222222222222222,0.5,0.391304347826087,0.4444444444444444,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5,,,,,,0.3333333333333333,,,,,0.391304347826087,,,,,1.0,,2.0,,1.0,,,0.08333333333333333,,0.15384615384615385,0.25,,,,0.041666666666666664,0.041666666666666664,,2.0,4.0,2.0,,,,,,1.0,,,0.5,0.5,0.5,,,0.23529411764705882,,1.0,0.2,,,1.0,,,2.0,0.25,,0.25,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2501,1610612743,Reggie Evans,Reggie Evans,2501,DEN,844.0,14,-17.0,30,33,16,18,5.0,63,,,,,1,2,40,1.0,,,1.0,,,,,,,,,,1.0,3.0,,3.0,1.0,1.0,16,,,,,,,0.25,0.5,,,20.0,0.16666666666666666,,0.14285714285714285,,,,,,,,,,0.6337,0.6337,,0.5,,0.5333333333333333,,1.0,,,,,,,1.0,,,,1.0,2.0,,,1.0,,,,,,1.0,1.0,,2.0,,3.0,2.0,1.0,2.0,4.0,2.0,1.0,,,,,0.5,,0.6666666666666666,0.5,,,,,,,0.5,,,,,,,,,1.0,,71.7,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,,0.3333333333333333,,,,,,,1.0,,,,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,2346.0,39,-34.0,71,70,14,17,10.0,141,4.0,3.0,9.0,5.0,15,12,86,2.0,,3.0,1.0,6.0,,2.0,,2.0,,1.0,4.0,1.0,5.0,7.0,1.0,8.0,3.0,1.0,14,0.6,0.6,0.3333333333333333,,0.3333333333333333,,0.35294117647058826,0.125,,,20.481927710843376,0.19230769230769232,0.02564102564102564,0.2413793103448276,0.022222222222222223,0.1111111111111111,0.3333333333333333,0.25,0.26666666666666666,0.6,0.3333333333333333,0.3333333333333333,1.0,0.4159466666666666,0.476,0.39386666666666664,0.08333333333333333,13.42,0.19718309859154928,1.0,2.0,,,1.0,,,,,,,,,2.0,,,1.0,4.0,,,,1.0,1.0,1.0,,,,,,3.0,3.0,4.0,,,,,,,,,,0.13333333333333333,0.5,0.5,0.25,0.25,,,,,,,,,,,,0.13333333333333333,,,,,,,,,2.0,,,,,,,,,,0.11764705882352941,0.11764705882352941,,,,,,,,,,,,,,,,,,,,2.0,0.6666666666666666,1.0,,1.0,,,,0.5,,0.5,,,2.0,1.0,2.0,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,
