EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,3SecondViolations,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FtPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,ThreePtShootingFoulsDrawn,OffLongMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
1519,1610612751,John Thomas,John Thomas,1519,NJN,1811.0,30,8,61,55,21,21,6.0,116,1.0,1.0,1.0,1.0,2.0,61,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,21,1.0,1.0,1.0,1.0,1.0,8.695652173913045,0.4,0.25,0.15384615384615385,0.2,0.17391304347826086,0.4,0.25,1.0,1.0,1.0,1.0,1.0,0.6493,0.3442622950819672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1521,1610612751,Jacque Vaughn,Jacque Vaughn,1521,NJN,5027.0,84,-20,157,156,65,78,16.0,313,2.0,3.0,7.0,17.0,18.0,172,10.0,3.0,6.0,,15.0,1.0,3.0,,4.0,6.0,,,2.0,1.0,1.0,1.0,,3.0,1.0,3.0,13.0,,6.0,2.0,,65,0.7142857142857143,0.7142857142857143,0.4117647058823529,0.4117647058823529,0.45,13.142857142857142,0.6666666666666666,,0.06818181818181818,0.058823529411764705,0.06557377049180328,,0.07692307692307693,0.17647058823529413,0.6666666666666666,1.0,0.5,0.17647058823529413,0.41731764705882357,0.4140127388535032,2.0,3.0,5.0,14.0,4.0,1.0,2.0,2.0,5.0,11.0,2.0,12.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,12.0,7.0,1.0,0.45454545454545453,0.45454545454545453,0.5,0.5,0.058823529411764705,0.3333333333333333,0.015384615384615385,0.07142857142857142,0.02531645569620253,0.05,0.09090909090909091,0.07692307692307693,0.13333333333333333,0.8235294117647058,0.35714285714285715,0.35714285714285715,0.8,0.2727272727272727,0.6666666666666666,0.3868,0.42878181818181815,0.10526315789473684,0.10526315789473684,0.1111111111111111,0.6666666666666666,15.835294117647058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,23633.0,394,20,741,738,250,271,77.0,1479,49.0,80.0,87.0,162.0,284.0,800,86.0,42.0,53.0,18.0,117.0,17.0,36.0,1.0,54.0,66.0,17.0,13.0,13.0,6.0,9.0,7.0,1.0,22.0,9.0,11.0,28.0,3.0,74.0,4.0,,250,0.4942528735632184,0.5119047619047619,0.5370370370370371,0.4976635514018692,0.5595238095238095,33.01204819277108,0.5909090909090909,0.029411764705882353,0.17061611374407584,0.17346938775510204,0.1715210355987055,0.14516129032258066,0.1232876712328767,0.37383177570093457,0.6125,0.6621621621621622,0.4897959183673469,0.616822429906542,0.4892584112149532,0.33738191632928477,21.0,35.0,15.0,38.0,71.0,13.0,8.0,20.0,32.0,61.0,28.0,107.0,88.0,6.0,11.0,9.0,2.0,18.0,3.0,9.0,12.0,1.0,89.0,37.0,12.0,,107.0,4.0,10.0,0.5245901639344263,0.512987012987013,0.47619047619047616,0.5638297872340425,0.037037037037037035,0.075,0.04072398190045249,0.029411764705882353,0.03715170278637771,0.08536585365853659,0.039473684210526314,0.18333333333333332,0.1797752808988764,0.17757009345794392,0.39473684210526316,0.39473684210526316,0.6,0.45454545454545453,0.6,0.522278125,0.4799844155844155,0.15416666666666667,0.19680851063829788,0.07042253521126761,0.3767605633802817,6.675308641975308,6.0,11.0,23.0,44.0,3.0,10.0,2.0,2.0,4.0,10.0,42.0,2.0,3.0,12.0,13.0,52.0,6.0,4.0,5.0,16.0,36.0,3.0,6.0,42.0,10.0,6.0,7.0,4.0,1.0,1.0,1.0,2.0,11.0,2.0,3.0,2.0,1.0,3.0,1.0,0.9230769230769231,0.25,0.3125,0.25,0.46153846153846156,0.35294117647058826,0.24299065420560748,0.044444444444444446,0.32,0.06542056074766354,0.3333333333333333,0.205607476635514,0.5227272727272727,0.5227272727272727,0.43478260869565216,0.04672897196261682,0.3,0.3,1.0,0.19626168224299065,0.23809523809523808,0.23809523809523808,0.9,0.6470588235294118,0.5454545454545454,0.16666666666666666,0.11764705882352941,0.11764705882352941,0.05194805194805195,0.5,0.15584415584415584,0.25,0.23809523809523808,25.138461538461534,,,,,,,,,,,,,,,,,,,,True,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,23272.0,388,3,729,721,238,255,77.0,1450,42.0,61.0,72.0,122.0,225.0,788,104.0,24.0,36.0,9.0,84.0,3.0,20.0,9.0,32.0,38.0,9.0,6.0,15.0,6.0,14.0,9.0,2.0,29.0,3.0,9.0,29.0,9.0,44.0,2.0,,238,0.7222222222222222,0.7323943661971831,0.5901639344262295,0.6020408163265306,0.6424418604651163,24.60220318237454,0.5172413793103449,0.28125,0.09803921568627451,0.03409090909090909,0.07876712328767123,0.06451612903225806,0.030303030303030304,0.41496598639455784,0.6885245901639344,0.711864406779661,0.7380952380952381,0.5850340136054422,0.4984397959183673,0.32647462277091904,11.0,15.0,24.0,49.0,48.0,12.0,6.0,32.0,17.0,32.0,14.0,57.0,40.0,7.0,12.0,7.0,5.0,13.0,3.0,3.0,6.0,2.0,59.0,25.0,4.0,,57.0,5.0,4.0,0.53125,0.5119047619047619,0.8611111111111112,0.57,0.05737704918032787,0.03278688524590164,0.013100436681222707,0.03,0.0182370820668693,0.037037037037037035,0.027777777777777776,0.03571428571428571,0.16279069767441862,0.3333333333333333,0.4897959183673469,0.5,0.75,0.35714285714285715,0.7333333333333333,0.5134875,0.47102857142857135,0.1488095238095238,0.17482517482517482,0.14222222222222222,0.25333333333333335,8.527049180327868,4.0,6.0,6.0,12.0,5.0,8.0,1.0,1.0,3.0,6.0,17.0,3.0,2.0,7.0,11.0,25.0,10.0,4.0,3.0,10.0,33.0,,2.0,17.0,6.0,2.0,2.0,3.0,,1.0,2.0,2.0,4.0,5.0,4.0,4.0,,4.0,2.0,1.0,0.44,0.3,0.44,0.8333333333333334,0.8125,0.17006802721088435,,0.045454545454545456,0.03636363636363636,0.5,0.08163265306122448,0.5,0.75,0.5,0.05442176870748299,0.625,0.625,1.0,0.11564625850340136,0.35294117647058826,0.35294117647058826,1.0,0.375,0.6666666666666666,0.5,0.0625,0.1875,0.07142857142857142,0.3333333333333333,0.16666666666666666,0.2857142857142857,0.35294117647058826,24.780000000000005,1.0,1.0,2.0,2.0,0.5,0.3333333333333333,0.02040816326530612,0.03571428571428571,1.0,1.0,0.3333333333333333,1.0,,,,,,,,True,,,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,26980.0,450,-4,842,837,274,308,89.0,1679,14.0,36.0,34.0,82.0,132.0,913,12.0,85.0,106.0,30.0,233.0,24.0,37.0,1.0,62.0,84.0,17.0,10.0,20.0,12.0,4.0,8.0,,24.0,9.0,12.0,31.0,,24.0,2.0,,274,0.17647058823529413,0.18181818181818182,0.4146341463414634,0.42803030303030304,0.4612676056338028,17.566137566137566,0.8333333333333334,0.024390243902439025,0.15611814345991562,0.22429906542056074,0.17732558139534885,0.1111111111111111,0.2222222222222222,0.2727272727272727,0.3888888888888889,0.56,0.21428571428571427,0.6515151515151515,0.5058069230769232,0.3254156769596199,4.0,12.0,14.0,35.0,19.0,5.0,,12.0,9.0,27.0,11.0,35.0,56.0,11.0,21.0,12.0,9.0,42.0,6.0,16.0,22.0,,23.0,7.0,3.0,1.0,35.0,9.0,3.0,0.3333333333333333,0.3,0.8571428571428571,0.3695652173913043,0.13414634146341464,0.3055555555555556,0.06015037593984962,0.05263157894736842,0.05789473684210526,0.0625,0.060240963855421686,0.17647058823529413,0.17525773195876287,0.26515151515151514,0.4,0.4,0.07142857142857142,0.3,0.3333333333333333,0.44119166666666665,0.495071052631579,0.05755395683453238,0.07954545454545454,0.09090909090909091,0.26515151515151514,9.226829268292683,2.0,3.0,6.0,11.0,3.0,10.0,,,3.0,12.0,40.0,2.0,2.0,10.0,15.0,50.0,3.0,2.0,2.0,13.0,45.0,,2.0,38.0,12.0,13.0,2.0,7.0,4.0,,1.0,,1.0,1.0,2.0,2.0,,2.0,2.0,1.0,0.3,0.15384615384615385,0.3125,0.6,0.8571428571428571,0.3787878787878788,0.0392156862745098,0.23076923076923078,0.029411764705882353,1.0,0.08333333333333333,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.07575757575757576,0.3,0.3,1.0,0.30303030303030304,0.3,0.3,1.0,0.42857142857142855,0.6666666666666666,,,0.2857142857142857,0.075,,0.25,0.2,0.3157894736842105,26.057999999999993,,2.0,2.0,,1.0,,,0.03225806451612903,,,1.0,1.0,2.0,1.0,0.06722689075630252,0.0196078431372549,,,,True,,,
361,1610612751,Clifford Robinson,Clifford Robinson,361,NJN,8550.0,142,-20,262,266,128,121,28.0,528,1.0,4.0,3.0,11.0,23.0,292,6.0,3.0,3.0,,6.0,4.0,8.0,5.0,17.0,18.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,6.0,3.0,9.0,18.0,,3.0,2.0,,128,1.0,1.0,0.2727272727272727,0.3888888888888889,0.4107142857142857,11.447811447811446,0.3333333333333333,0.29411764705882354,0.11267605633802817,0.10810810810810811,0.1111111111111111,0.08695652173913043,0.1,0.14814814814814814,0.25,0.25,1.0,0.7407407407407407,0.5208333333333333,0.48854961832061067,,1.0,2.0,6.0,2.0,3.0,,6.0,,3.0,2.0,5.0,,,,,,2.0,,1.0,1.0,1.0,2.0,,1.0,,5.0,5.0,1.0,,0.16666666666666666,0.42857142857142855,0.25,,,0.011111111111111112,,0.0078125,0.02857142857142857,,0.11764705882352941,0.12903225806451613,0.2222222222222222,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,,0.51805,0.4983888888888889,,,0.2608695652173913,0.21739130434782608,11.954545454545455,,1.0,,1.0,2.0,4.0,1.0,1.0,2.0,3.0,12.0,3.0,,4.0,5.0,16.0,,4.0,1.0,6.0,15.0,,,12.0,3.0,1.0,,2.0,2.0,1.0,2.0,,,,3.0,2.0,1.0,3.0,3.0,1.0,0.3125,0.16666666666666666,0.3125,,0.42857142857142855,0.5925925925925926,,0.14285714285714285,,1.0,0.037037037037037035,,,,0.14814814814814814,0.5,0.5,1.0,0.4444444444444444,0.25,0.25,1.0,0.14285714285714285,,,0.14285714285714285,0.42857142857142855,0.2222222222222222,0.5,0.4444444444444444,,0.25,24.5625,1.0,1.0,2.0,,0.5,,,,1.0,1.0,0.3333333333333333,1.0,,,,,,,,True,,,
441,1610612751,Lamond Murray,Lamond Murray,441,NJN,8490.0,142,1,269,266,101,142,31.0,535,4.0,7.0,8.0,13.0,47.0,281,8.0,1.0,2.0,1.0,5.0,5.0,6.0,11.0,22.0,29.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,5.0,18.0,1.0,6.0,1.0,,101,0.5,0.8,0.6153846153846154,0.5,0.5340909090909091,15.032679738562091,0.5,0.4074074074074074,0.08695652173913043,0.1282051282051282,0.10185185185185185,0.043478260869565216,0.16666666666666666,0.175,0.5714285714285714,0.6666666666666666,0.25,0.85,0.5174475000000001,0.3754646840148699,,,3.0,5.0,7.0,6.0,,11.0,3.0,5.0,2.0,14.0,8.0,1.0,1.0,1.0,,,2.0,4.0,7.0,1.0,9.0,2.0,1.0,,14.0,7.0,1.0,0.6,0.375,0.6111111111111112,0.3888888888888889,0.07692307692307693,0.14285714285714285,0.046511627906976744,0.043478260869565216,0.045454545454545456,0.05555555555555555,0.06451612903225806,0.16666666666666666,0.045454545454545456,0.125,0.6,0.6,1.0,,,0.5194285714285715,0.486715625,0.06976744186046512,0.13333333333333333,0.23404255319148937,0.2978723404255319,7.615384615384615,3.0,5.0,1.0,1.0,6.0,18.0,2.0,2.0,10.0,2.0,9.0,1.0,,1.0,8.0,27.0,4.0,3.0,2.0,11.0,21.0,3.0,6.0,9.0,2.0,,1.0,,,,,,,,,,,,,0.875,0.2962962962962963,0.18181818181818182,0.2962962962962963,0.6666666666666666,0.6111111111111112,0.675,,,0.043478260869565216,,0.025,1.0,1.0,,0.45,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.225,0.2222222222222222,0.2222222222222222,1.0,0.5555555555555556,0.6,,0.2222222222222222,0.1111111111111111,0.625,0.2,0.0625,,0.2222222222222222,24.014814814814812,1.0,,1.0,,0.3333333333333333,,,,0.5,,,,,1.0,0.05263157894736842,0.03571428571428571,1.0,0.07692307692307693,,True,,,
2420,1610612751,Nenad Krstic,Nenad Krstic,2420,NJN,20409.0,340,-11,636,630,186,205,64.0,1266,23.0,37.0,61.0,120.0,151.0,694,96.0,6.0,8.0,2.0,18.0,14.0,30.0,6.0,50.0,70.0,5.0,1.0,8.0,3.0,12.0,5.0,4.0,20.0,3.0,20.0,40.0,6.0,33.0,3.0,,186,0.7868852459016393,0.8727272727272727,0.5083333333333333,0.5083333333333333,0.5392857142857143,22.50351617440225,0.4,0.24,0.16042780748663102,0.1794871794871795,0.1660377358490566,0.17857142857142858,0.2,0.30833333333333335,0.6216216216216216,0.71875,0.7391304347826086,0.30833333333333335,0.43729333333333326,0.29245283018867924,3.0,10.0,22.0,51.0,29.0,13.0,12.0,24.0,15.0,35.0,14.0,44.0,26.0,7.0,2.0,1.0,1.0,3.0,6.0,14.0,20.0,3.0,42.0,18.0,4.0,2.0,44.0,8.0,4.0,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.4888888888888889,0.058333333333333334,0.13513513513513514,0.07,0.07142857142857142,0.07042253521126761,0.08333333333333333,0.03225806451612903,0.18518518518518517,0.12987012987012986,0.425,0.43137254901960786,0.43137254901960786,1.0,0.2857142857142857,0.3,0.5022,0.4235771428571429,0.1323529411764706,0.1323529411764706,0.15894039735099338,0.2913907284768212,9.649999999999999,6.0,11.0,16.0,32.0,,,,,,,,,,,,,6.0,,,,,,12.0,,,1.0,1.0,4.0,,1.0,,4.0,2.0,,7.0,5.0,2.0,7.0,3.0,,,,,0.46153846153846156,0.46153846153846156,,0.1,0.1111111111111111,0.019230769230769232,0.42857142857142855,0.26666666666666666,0.5,0.5333333333333333,0.5625,,,,,,,,,0.8461538461538461,0.5454545454545454,,,,,,,,,,,,,1.0,,0.0625,,0.18181818181818182,,,,,,,0.045454545454545456,,,,1.0,True,,,
2215,1610612751,Jason Collins,Jason Collins,2215,NJN,16728.0,279,3,513,516,107,139,57.0,1029,4.0,7.0,7.0,21.0,27.0,564,12.0,3.0,3.0,1.0,6.0,12.0,19.0,3.0,34.0,53.0,3.0,3.0,3.0,3.0,6.0,,,9.0,1.0,24.0,51.0,3.0,30.0,11.0,2.0,107,0.8571428571428571,1.0,0.3333333333333333,0.3333333333333333,0.43548387096774194,6.956521739130435,0.3333333333333333,0.14285714285714285,0.12751677852348994,0.19672131147540983,0.14761904761904762,0.17073170731707318,0.22727272727272727,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.75,0.3333333333333333,0.44306190476190466,0.20857699805068225,,,3.0,11.0,13.0,5.0,6.0,10.0,1.0,2.0,4.0,6.0,2.0,2.0,,,,1.0,3.0,16.0,19.0,2.0,21.0,8.0,3.0,3.0,6.0,4.0,3.0,0.5,0.5,0.5,0.5,0.09523809523809523,0.14285714285714285,0.10256410256410256,0.046875,0.08636363636363636,0.1509433962264151,0.0425531914893617,0.11363636363636363,0.109375,0.5238095238095238,0.2727272727272727,0.2727272727272727,1.0,,,0.446,0.38585,0.2857142857142857,0.2857142857142857,0.37037037037037035,0.2222222222222222,10.866666666666667,1.0,2.0,,3.0,,,,,,,,,,,,,2.0,,,,,,2.0,,,1.0,,,,1.0,2.0,5.0,1.0,,2.0,1.0,1.0,2.0,1.0,,,,,0.4,0.4,,0.12903225806451613,0.11764705882352941,,0.5,0.14285714285714285,,,,,,,,,,,,0.4,0.5,,,,,,,,,,,,,,,0.3333333333333333,,0.058823529411764705,,,,,,,0.05555555555555555,,,,,True,,,
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,595.0,10,4,19,18,19,18,3.0,37,1.0,1.0,1.0,4.0,4.0,10,,,,,,,,,,,,,,,,,,,,,,,2.0,,,19,,,0.25,0.25,0.4,21.73913043478261,,,,,,,,0.25,1.0,1.0,,0.25,0.36785,1.0,1.0,1.0,,2.0,2.0,1.0,,,1.0,4.0,2.0,4.0,2.0,,,,,,,,,,3.0,1.0,1.0,,4.0,,1.0,0.25,0.25,,0.4,,,,,,,,,,0.5,,,,0.25,1.0,0.2549,0.36785,0.25,0.25,,1.0,12.675,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
