EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,Fg2aBlocked,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,PtsUnassisted3s,Corner3Assists,FTOffRebounds,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,StepOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on
101189,1610612746,James Singleton,James Singleton,101189,LAC,356.0,6,-8.0,11,11,7,7,22,1.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,7,1.0,9.090909090909092,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.447,0.447,26.8,0.6363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1749,1610612746,Cuttino Mobley,Cuttino Mobley,1749,LAC,21208.0,353,16.0,703,686,220,199,1389,18.0,4.0,23.0,763.0,6.0,18.0,,20.0,,40.0,12.0,38.0,45.0,10.0,24.0,220,0.20909090909090908,17.037037037037038,0.12,0.10746268656716418,0.07246376811594203,0.16363636363636364,0.13333333333333333,0.4090909090909091,0.45454,0.43540833333333334,25.87391304347826,0.3129445234708393,97.0,11.0,22.0,1.0,3.0,7.0,9.0,23.0,18.0,42.0,2.0,5.0,1.0,2.0,7.0,2.0,2.0,1.0,38.0,87.0,9.0,19.0,122.0,4.0,7.0,2.0,3.0,14.0,12.0,24.0,1.0,11.0,38.0,44.0,32.0,27.0,7.0,20.0,8.0,4.0,8.0,2.0,5.0,24.0,2.0,7.0,1.0,5.0,2.0,3.0,8.0,3.0,3.0,10.0,5.0,3.0,18.0,5.0,2.0,3.0,14.0,1.0,1.0,21.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,38.0,5.0,4.0,0.5789473684210527,0.5789473684210527,1.0,0.391304347826087,0.6666666666666666,0.16666666666666666,0.391304347826087,0.4367816091954023,0.5714285714285714,0.5,0.4681818181818182,0.7,0.45,0.5041666666666667,0.7,0.5277777777777778,0.4444444444444444,0.1111111111111111,0.10212765957446808,0.01893939393939394,0.03773584905660377,0.022082018927444796,0.017543859649122806,0.020618556701030927,0.01818181818181818,0.045454545454545456,0.06896551724137931,0.10294117647058823,0.1375,0.22580645161290322,0.015873015873015872,0.2,0.5,0.5,0.5454545454545454,0.20909090909090908,0.391304347826087,0.391304347826087,0.2222222222222222,0.38181818181818183,0.42857142857142855,0.42857142857142855,0.7777777777777778,0.045454545454545456,0.4,0.4,1.0,0.3888888888888889,0.3888888888888889,1.0,0.1,0.1,0.2,1.0,1.0,0.23333333333333334,0.42857142857142855,0.06666666666666667,0.25,0.3888888888888889,0.45395625,0.05172413793103448,0.06451612903225806,0.11475409836065574,0.3114754098360656,11.691954022988504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,23128.0,385,25.0,756,739,244,229,1495,1.0,1.0,1.0,837.0,1.0,,8.0,34.0,8.0,76.0,13.0,51.0,93.0,11.0,28.0,244,0.0058823529411764705,25.028702640642937,0.12037037037037036,0.13649025069637882,0.11842105263157894,0.0058823529411764705,0.021739130434782608,0.27647058823529413,0.43737633136094667,0.43336444444444444,42.0,0.32275132275132273,103.0,33.0,46.0,20.0,8.0,10.0,42.0,83.0,20.0,40.0,,,,,,,,,95.0,169.0,,46.0,236.0,21.0,30.0,,,50.0,25.0,45.0,,22.0,72.0,90.0,100.0,,,26.0,10.0,6.0,10.0,4.0,38.0,36.0,2.0,42.0,6.0,9.0,6.0,3.0,9.0,2.0,7.0,11.0,2.0,2.0,20.0,6.0,5.0,3.0,55.0,5.0,,62.0,,24.0,10.0,23.0,9.0,23.0,1.0,72.0,4.0,10.0,0.47368421052631576,0.5625,,,,,,0.5621301775147929,0.7,0.5555555555555556,0.5588235294117647,0.7,0.5434782608695652,0.5959595959595959,0.6944444444444444,0.6,0.45,0.10526315789473684,0.14342629482071714,0.1347517730496454,0.07142857142857142,0.1242603550295858,0.26666666666666666,0.08823529411764706,0.10833333333333334,0.0625,0.14444444444444443,0.16666666666666666,0.12359550561797752,0.125,0.08823529411764706,0.27058823529411763,0.717391304347826,0.75,0.3333333333333333,0.48823529411764705,0.5060240963855421,0.5316455696202531,0.42857142857142855,0.23529411764705882,0.5,0.5,0.8,,,,,,,,0.6666666666666666,,,,,0.21739130434782608,0.8,,,,0.5132461538461538,0.1276595744680851,0.12834224598930483,0.211864406779661,0.3050847457627119,8.677514792899405,16.0,8.0,30.0,1.0,6.0,2.0,1.0,6.0,14.0,12.0,1.0,1.0,1.0,0.03550295857988166,0.043478260869565216,0.04819277108433735,0.125,0.5217391304347826,0.8,0.0625,,,,,,,,,,,,,,,,,,,,True
208,1610612746,Sam Cassell,Sam Cassell,208,LAC,24229.0,404,17.0,796,780,263,254,1576,35.0,15.0,43.0,873.0,19.0,35.0,10.0,69.0,6.0,148.0,10.0,39.0,48.0,12.0,35.0,263,0.25748502994011974,24.50765864332604,0.08849557522123894,0.1,0.10126582278481013,0.20958083832335328,0.2542372881355932,0.4311377245508982,0.4582523952095807,0.4590279661016949,25.25348837209302,0.33040201005025127,106.0,15.0,29.0,4.0,6.0,12.0,11.0,24.0,32.0,71.0,3.0,8.0,1.0,4.0,12.0,1.0,3.0,5.0,58.0,124.0,15.0,55.0,216.0,5.0,8.0,2.0,4.0,22.0,19.0,40.0,6.0,23.0,79.0,14.0,102.0,30.0,12.0,59.0,22.0,15.0,22.0,1.0,7.0,28.0,1.0,9.0,2.0,8.0,4.0,4.0,12.0,1.0,8.0,16.0,4.0,2.0,28.0,11.0,1.0,8.0,50.0,4.0,3.0,68.0,5.0,22.0,10.0,1.0,,2.0,,79.0,6.0,10.0,0.1206896551724138,0.125,0.6666666666666666,0.3488372093023256,0.5,0.3157894736842105,0.3488372093023256,0.46774193548387094,0.625,0.475,0.4820359281437126,0.6666666666666666,0.4745762711864407,0.5408163265306123,0.75,0.541095890410959,0.42857142857142855,0.045454545454545456,0.10486891385767791,0.023809523809523808,0.01639344262295082,0.022535211267605635,0.06153846153846154,0.01904761904761905,0.008064516129032258,0.02040816326530612,0.09375,0.1282051282051282,0.0967741935483871,0.058823529411764705,0.02247191011235955,0.17365269461077845,0.5172413793103449,0.5555555555555556,0.06666666666666667,0.1437125748502994,0.4583333333333333,0.5,0.09090909090909091,0.4251497005988024,0.4507042253521127,0.45714285714285713,0.15625,0.04790419161676647,0.375,0.375,0.6666666666666666,0.34285714285714286,0.34285714285714286,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.25,0.3333333333333333,,0.2033898305084746,0.5,0.06779661016949153,0.3333333333333333,0.34285714285714286,0.4687409090909091,0.12365591397849462,0.15492957746478872,0.10185185185185185,0.36574074074074076,12.320967741935483,3.0,6.0,4.0,,5.0,4.0,2.0,4.0,1.0,2.0,,,,0.04032258064516129,0.06896551724137931,0.08333333333333333,,1.0,0.75,,1.0,1.0,15.0,4.0,1.0,1.0,1.0,1.0,0.014084507042253521,0.0625,1.0,1.0,0.25,0.022727272727272728,,,,,,True
2624,1610612746,Quinton Ross,Quinton Ross,2624,LAC,14334.0,239,16.0,467,458,135,111,925,,,,521.0,,,2.0,7.0,2.0,16.0,9.0,21.0,28.0,8.0,28.0,135,,13.446969696969695,0.14516129032258066,0.09417040358744394,0.13953488372093023,,,0.2413793103448276,0.440401724137931,0.40925555555555554,,0.2890792291220557,57.0,10.0,14.0,3.0,2.0,2.0,5.0,10.0,15.0,34.0,,,,,,,,,30.0,58.0,,9.0,69.0,3.0,6.0,,,7.0,3.0,9.0,,,6.0,44.0,16.0,,,5.0,,1.0,4.0,2.0,5.0,12.0,,7.0,,6.0,4.0,2.0,3.0,2.0,1.0,6.0,2.0,2.0,9.0,7.0,1.0,2.0,16.0,,6.0,10.0,,6.0,,7.0,1.0,7.0,,6.0,5.0,,0.7333333333333333,0.7586206896551724,,,,,,0.5172413793103449,0.5,0.3333333333333333,0.5172413793103449,0.5,0.3333333333333333,0.5564516129032258,0.5833333333333334,0.3333333333333333,0.3333333333333333,,0.07453416149068323,0.03184713375796178,0.06060606060606061,0.03684210526315789,,0.018518518518518517,0.05263157894736842,0.07692307692307693,0.07017543859649122,0.046511627906976744,0.09836065573770492,0.15789473684210525,,0.2413793103448276,0.7142857142857143,0.9090909090909091,0.8,0.1724137931034483,0.5,0.8333333333333334,0.4,0.5862068965517241,0.4411764705882353,0.45454545454545453,0.8,,,,,,,,0.5,,,,,0.2222222222222222,1.0,,,,0.53612,0.0967741935483871,0.0967741935483871,0.10144927536231885,0.08695652173913043,12.053448275862069,2.0,1.0,2.0,,8.0,,2.0,2.0,5.0,3.0,,,,0.13793103448275862,0.21428571428571427,0.4,,0.42857142857142855,0.6666666666666666,0.5,,,,,,,,,0.029411764705882353,,,,,,1.0,,,,,True
2209,1610612746,Vladimir Radmanovic,Vladimir Radmanovic,2209,LAC,7106.0,118,23.0,236,230,88,96,466,15.0,4.0,22.0,254.0,6.0,15.0,2.0,7.0,,16.0,6.0,22.0,27.0,8.0,17.0,88,0.5945945945945946,16.96113074204947,0.16666666666666666,0.16071428571428573,0.17857142857142858,0.40540540540540543,0.4,0.8648648648648649,0.5235378378378378,0.44776,25.15909090909091,0.3728813559322034,40.0,6.0,10.0,4.0,1.0,2.0,,3.0,,2.0,4.0,7.0,1.0,2.0,8.0,3.0,4.0,1.0,6.0,15.0,12.0,9.0,57.0,1.0,4.0,3.0,5.0,12.0,1.0,4.0,1.0,5.0,10.0,6.0,6.0,33.0,8.0,5.0,2.0,1.0,2.0,,5.0,12.0,4.0,5.0,1.0,4.0,3.0,1.0,3.0,,3.0,3.0,,,6.0,3.0,1.0,2.0,11.0,1.0,1.0,12.0,,5.0,2.0,3.0,1.0,4.0,,10.0,2.0,2.0,0.5,0.6,0.9166666666666666,0.5454545454545454,0.6,0.16666666666666666,0.5454545454545454,0.4,0.25,0.25,0.6486486486486487,0.6111111111111112,0.25,0.6785714285714286,0.6,0.38461538461538464,0.5,0.36363636363636365,0.15789473684210525,0.05434782608695652,,0.041666666666666664,0.07142857142857142,0.11538461538461539,,,0.14285714285714285,0.18181818181818182,0.15384615384615385,0.125,0.0625,0.2702702702702703,0.6,0.6666666666666666,0.5,0.08108108108108109,,,,0.05405405405405406,,,,0.1891891891891892,0.5714285714285714,0.5714285714285714,1.0,0.5333333333333333,0.5333333333333333,0.875,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.75,1.0,0.2,0.5,0.2,0.25,0.5333333333333333,0.5724642857142858,0.125,0.2777777777777778,0.21052631578947367,0.17543859649122806,4.573333333333333,1.0,1.0,2.0,,3.0,,,2.0,2.0,3.0,,,1.0,0.2,0.1,0.3333333333333333,,0.75,0.25,,,,3.0,2.0,,,1.0,1.0,0.5,,,,,,,1.0,,,,True
2733,1610612746,Shaun Livingston,Shaun Livingston,2733,LAC,9226.0,154,15.0,303,298,148,148,601,1.0,,1.0,318.0,,1.0,5.0,15.0,4.0,35.0,2.0,15.0,26.0,4.0,12.0,148,0.027777777777777776,14.16184971098266,0.05128205128205128,0.08108108108108109,0.06666666666666667,0.027777777777777776,,0.5833333333333334,0.4659875,0.4939789473684211,25.8,0.4884488448844885,39.0,11.0,20.0,6.0,7.0,13.0,,7.0,1.0,8.0,,,,,1.0,,,,12.0,35.0,1.0,7.0,34.0,2.0,7.0,,,4.0,7.0,19.0,,1.0,15.0,10.0,14.0,,1.0,10.0,2.0,2.0,6.0,,11.0,10.0,3.0,11.0,1.0,2.0,2.0,,4.0,1.0,3.0,6.0,1.0,,10.0,8.0,,2.0,10.0,,1.0,7.0,,4.0,,3.0,1.0,3.0,,15.0,2.0,,0.4166666666666667,0.5,,1.0,,,1.0,0.34285714285714286,0.2857142857142857,0.3684210526315789,0.375,0.2857142857142857,0.3684210526315789,0.4358974358974359,0.2857142857142857,0.39473684210526316,0.4,0.21428571428571427,0.09174311926605505,0.09821428571428571,,0.08148148148148149,0.08823529411764706,0.08333333333333333,0.11904761904761904,,0.0625,0.05263157894736842,0.15384615384615385,,0.047619047619047616,0.5555555555555556,0.55,0.6111111111111112,0.36363636363636365,0.19444444444444445,,,,0.2222222222222222,0.125,0.125,1.0,,,,,1.0,1.0,,0.8571428571428571,,,,,0.6842105263157895,0.5384615384615384,,,1.0,0.5191,0.10256410256410256,0.10526315789473684,0.11764705882352941,0.4411764705882353,5.665714285714286,2.0,,4.0,,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,0.05714285714285714,0.1,,,0.6666666666666666,0.3333333333333333,,,,3.0,1.0,,,,,,,,,,,,2.0,,,,True
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,7641.0,127,-3.0,252,245,114,104,497,10.0,8.0,11.0,289.0,8.0,10.0,1.0,5.0,,11.0,12.0,39.0,42.0,7.0,14.0,114,0.20754716981132076,27.83505154639175,0.27906976744186046,0.2807017543859649,0.17857142857142858,0.18867924528301888,0.4,0.4528301886792453,0.45373301886792455,0.46816500000000005,25.754545454545454,0.4523809523809524,35.0,10.0,13.0,1.0,4.0,5.0,4.0,12.0,5.0,17.0,,1.0,,,2.0,,2.0,2.0,19.0,42.0,2.0,31.0,75.0,2.0,2.0,,2.0,11.0,9.0,12.0,2.0,15.0,39.0,20.0,18.0,3.0,2.0,4.0,3.0,1.0,,1.0,2.0,20.0,7.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,9.0,2.0,2.0,13.0,3.0,1.0,2.0,23.0,,3.0,34.0,,15.0,2.0,4.0,1.0,4.0,1.0,39.0,2.0,2.0,0.5263157894736842,0.5555555555555556,0.5,0.18181818181818182,,0.25,0.18181818181818182,0.4523809523809524,1.0,0.75,0.41509433962264153,0.5,0.6,0.5514705882352942,0.6875,0.7222222222222222,0.3076923076923077,0.7777777777777778,0.28169014084507044,0.021052631578947368,0.047619047619047616,0.02586206896551724,0.05555555555555555,0.02631578947368421,,0.06666666666666667,0.32432432432432434,0.16666666666666666,0.3125,0.4666666666666667,0.07407407407407407,0.24528301886792453,0.7692307692307693,0.8333333333333334,0.3,0.22641509433962265,0.3333333333333333,0.4,0.5,0.32075471698113206,0.29411764705882354,0.29411764705882354,1.0,0.018867924528301886,,,,0.2,0.2222222222222222,0.5,0.25,,0.5,,,0.25,0.8,,0.25,0.2,0.44593333333333335,0.24242424242424243,0.2777777777777778,0.14666666666666667,0.52,10.407142857142858,1.0,7.0,2.0,,3.0,1.0,,3.0,3.0,4.0,1.0,,1.0,0.07142857142857142,0.07692307692307693,0.16666666666666666,,1.0,1.0,,,,3.0,1.0,,1.0,,,,,,,,0.08333333333333333,,,1.0,0.09090909090909091,0.1,True
1442,1610612746,Zeljko Rebraca,Zeljko Rebraca,1442,LAC,445.0,7,,12,15,3,15,27,,,,13.0,,,,,,,,1.0,2.0,,1.0,3,,,,0.1111111111111111,,,,,,,,0.25,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.1111111111111111,,0.3333333333333333,0.1111111111111111,,,,0.3333333333333333,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2549,1610612746,Chris Kaman,Chris Kaman,2549,LAC,13397.0,223,-18.0,441,434,91,104,875,,,,481.0,,,2.0,6.0,2.0,14.0,14.0,47.0,65.0,13.0,28.0,91,,16.700201207243463,0.23333333333333334,0.20657276995305165,0.3076923076923077,,,0.5636363636363636,0.47562727272727284,0.45473846153846154,,0.20634920634920634,50.0,24.0,31.0,12.0,5.0,7.0,8.0,23.0,,1.0,,,,,,,,,32.0,55.0,,15.0,79.0,10.0,15.0,,,25.0,7.0,13.0,,4.0,18.0,36.0,28.0,,,4.0,3.0,,1.0,2.0,15.0,30.0,3.0,18.0,2.0,5.0,3.0,2.0,5.0,3.0,2.0,15.0,3.0,2.0,20.0,4.0,,6.0,17.0,2.0,1.0,19.0,,10.0,1.0,6.0,1.0,6.0,1.0,18.0,1.0,1.0,0.5625,0.75,,,,,,0.5818181818181818,0.6666666666666666,0.5384615384615384,0.5818181818181818,0.6666666666666666,0.5384615384615384,0.626984126984127,0.6944444444444444,0.6,0.25,0.3333333333333333,0.19607843137254902,0.09036144578313253,0.08333333333333333,0.08947368421052632,0.17142857142857143,0.06557377049180328,0.07142857142857142,0.11764705882352941,0.2708333333333333,0.1276595744680851,0.1896551724137931,0.09523809523809523,0.1,0.5636363636363636,0.7741935483870968,0.7741935483870968,0.5416666666666666,0.41818181818181815,0.34782608695652173,0.4,0.625,0.01818181818181818,,,,,,,,,,,0.8,,,,,0.5384615384615384,0.7142857142857143,,,,0.5052142857142857,0.16129032258064516,0.16129032258064516,0.31645569620253167,0.22784810126582278,3.623636363636364,8.0,5.0,16.0,,3.0,2.0,1.0,3.0,5.0,5.0,2.0,,,0.05454545454545454,,0.13043478260869565,,0.8333333333333334,0.6666666666666666,,,,,,1.0,,,,,0.1,,,,,,,,,,True
