EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveMakes,HeaveAttempts,BlockedCorner3,Defensive 3 Seconds Violations,on
2568,1610612765,Carlos Delfino,Carlos Delfino,2568,DET,663.0,11,-1,18,18,15,11,,36,,,,,,,,1.0,2.0,,,,,3,,,,22,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,,1.0,,1.0,,,,,,,,,,,,,,,,,15,1.0,,,,,,,,,,,,,,,,,15.789473684210526,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,,0.3655333333333333,,0.3526,,,,,14.5,,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,5290.0,88,-7,152,154,72,47,27.0,306,4.0,10.0,1.0,2.0,4.0,5.0,,2.0,2.0,,,,4.0,14,,1.0,9.0,166,1.0,2.0,,,2.0,4.0,6.0,,1.0,9.0,6.0,2.0,,,2.0,1.0,,1.0,,,1.0,,,2.0,4.0,5.0,,4.0,13.0,2.0,19.0,9.0,28.0,,1.0,1.0,,2.0,,1.0,,1.0,,2.0,1.0,5.0,5,,6.0,,2.0,8.0,,4.0,,2.0,,,2.0,,,2.0,1.0,,,,9.0,72,,,0.75,0.75,0.2857142857142857,0.5,0.6666666666666666,0.2857142857142857,0.5,0.6666666666666666,0.25,0.3333333333333333,0.5,,0.14285714285714285,0.2,,10.869565217391305,1.0,0.3333333333333333,,0.24074074074074073,0.07692307692307693,0.23529411764705882,0.2,0.23943661971830985,0.10588235294117647,,0.09090909090909091,0.11764705882352941,0.25,,0.19047619047619047,0.36363636363636365,0.22727272727272727,0.3,0.14285714285714285,,0.5,0.7142857142857143,0.4,0.5,0.75,0.14285714285714285,,,,0.14285714285714285,,1.0,0.5,1.0,,0.8333333333333334,0.8,,0.7142857142857143,0.5195571428571428,0.5534,0.5517833333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,1.0,4.035714285714286,,0.47368421052631576,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,6166.0,103,-17,178,181,63,50,31.0,359,9.0,15.0,,1.0,3.0,5.0,2.0,7.0,20.0,1.0,1.0,1.0,17.0,42,4.0,15.0,52.0,202,,4.0,1.0,1.0,1.0,5.0,12.0,3.0,9.0,19.0,20.0,14.0,,1.0,2.0,9.0,1.0,10.0,1.0,,4.0,1.0,4.0,21.0,1.0,1.0,,,3.0,,3.0,2.0,5.0,1.0,3.0,3.0,,7.0,,4.0,1.0,3.0,1.0,8.0,3.0,1.0,4,,13.0,1.0,1.0,19.0,2.0,6.0,2.0,,,,,,,,,,,,19.0,63,1.0,2.0,0.5882352941176471,0.5882352941176471,0.40476190476190477,,0.4166666666666667,0.40217391304347827,,0.3333333333333333,0.46153846153846156,,0.4473684210526316,0.08695652173913043,0.047619047619047616,0.06666666666666667,0.14285714285714285,28.57142857142857,0.875,,,0.05172413793103448,0.014492753623188406,,0.05263157894736842,0.038461538461538464,0.022727272727272728,,,0.02857142857142857,,0.3333333333333333,0.041666666666666664,0.0625,0.05555555555555555,,,0.038461538461538464,,0.32608695652173914,0.6,0.6428571428571429,0.3333333333333333,0.15217391304347827,0.2857142857142857,0.3333333333333333,1.0,0.43478260869565216,0.021739130434782608,0.2,,,0.2,0.3333333333333333,0.6,0.06666666666666667,0.41304347826086957,0.4483478260869565,0.43035,0.43573333333333336,0.12,0.13043478260869565,0.019230769230769232,0.36538461538461536,10.197619047619046,24.15,0.3539325842696629,6.0,1.0,3.0,,,,2.0,,,,1.0,,,3.0,,,,,2.0,5.0,,1.0,0.25,,,0.25,,0.3,0.3,0.8333333333333334,0.06521739130434782,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.13333333333333333,,,,,,,,,,,,,False
2230,1610612765,Maurice Evans,Maurice Evans,2230,DET,2131.0,36,-5,67,71,27,31,11.0,138,3.0,5.0,,1.0,1.0,2.0,,,3.0,2.0,,1.0,6.0,8,2.0,6.0,21.0,75,,1.0,,2.0,2.0,4.0,5.0,1.0,4.0,15.0,8.0,4.0,,2.0,2.0,,1.0,1.0,,1.0,,,,3.0,1.0,1.0,,,1.0,1.0,2.0,2.0,4.0,,1.0,1.0,,1.0,,1.0,1.0,,,2.0,,3.0,4,1.0,3.0,,,6.0,,2.0,1.0,,,,,,,,,,,,15.0,27,,1.0,0.6666666666666666,0.6666666666666666,0.75,,0.8,0.75,,0.9166666666666666,0.8076923076923077,0.5,0.9375,0.2,0.25,0.4,,18.51851851851852,0.5,0.5,,0.03571428571428571,0.047619047619047616,,0.09090909090909091,0.02857142857142857,0.0625,,,0.07142857142857142,0.14285714285714285,,,,0.06666666666666667,,,,,0.5,0.6,1.0,0.6666666666666666,,,,,0.3,0.2,1.0,,,,0.3333333333333333,0.5,0.16666666666666666,0.7,0.52747,0.5742,0.46878333333333333,0.16666666666666666,0.2,0.09523809523809523,0.7142857142857143,6.4375,26.0,0.40298507462686567,3.0,,,,,,,1.0,,1.0,1.0,,1.0,3.0,,1.0,,,,,,1.0,0.5,,1.0,0.5,,1.0,1.0,0.6666666666666666,,,,,0.5,0.5,1.0,,,,,,,,1.0,0.5,,,,,,,,,,False
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,9358.0,156,-32,278,283,94,82,44.0,561,1.0,8.0,,,1.0,3.0,2.0,3.0,13.0,27.0,4.0,16.0,8.0,24,30.0,10.0,56.0,314,3.0,5.0,5.0,2.0,11.0,3.0,8.0,16.0,10.0,37.0,2.0,14.0,,27.0,2.0,22.0,4.0,26.0,3.0,1.0,6.0,4.0,12.0,56.0,2.0,2.0,,,8.0,1.0,9.0,4.0,13.0,,10.0,3.0,7.0,6.0,1.0,4.0,7.0,2.0,2.0,13.0,1.0,10.0,25,4.0,14.0,1.0,3.0,10.0,,,5.0,1.0,,,,,1.0,1.0,1.0,,,,37.0,94,2.0,5.0,0.125,0.125,0.3333333333333333,0.6,0.375,0.42592592592592593,0.45,0.5625,0.4745762711864407,0.5,0.6379310344827587,0.5555555555555556,0.08333333333333333,0.125,,22.153846153846153,0.46153846153846156,0.09090909090909091,,0.08602150537634409,0.019417475728155338,,0.05555555555555555,0.06299212598425197,0.02877697841726619,,0.058823529411764705,0.017857142857142856,0.03571428571428571,0.125,0.09090909090909091,0.043478260869565216,0.10810810810810811,,,,1.0,0.14814814814814814,0.125,0.14285714285714285,,0.05555555555555555,0.6666666666666666,0.6666666666666666,,0.24074074074074073,0.5,,,,0.4,0.125,0.3333333333333333,0.6666666666666666,0.7037037037037037,0.4596851851851853,0.43242777777777774,0.4429479166666667,,,0.19642857142857142,0.6607142857142857,11.108333333333333,25.80666666666667,0.3381294964028777,5.0,2.0,3.0,1.0,1.0,,,8.0,,7.0,10.0,1.0,7.0,15.0,15.0,8.0,,,1.0,,,0.5,0.3333333333333333,0.2,0.4375,0.3333333333333333,0.07692307692307693,0.38461538461538464,0.4166666666666667,0.2,0.05555555555555555,0.6666666666666666,0.6666666666666666,1.0,0.2962962962962963,0.2962962962962963,0.375,0.1,1.0,1.0,,,,,0.4375,0.2962962962962963,,,,,,,,,,False
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,7078.0,118,-29,204,204,55,41,32.0,408,8.0,11.0,3.0,3.0,1.0,1.0,3.0,6.0,24.0,,,,24.0,41,,6.0,54.0,240,4.0,5.0,,,8.0,5.0,8.0,,5.0,15.0,38.0,10.0,4.0,,,3.0,2.0,5.0,1.0,1.0,3.0,,,12.0,3.0,10.0,,6.0,9.0,1.0,16.0,13.0,29.0,1.0,3.0,3.0,,1.0,1.0,,2.0,1.0,1.0,3.0,,9.0,13,,12.0,3.0,,10.0,,3.0,2.0,6.0,,,5.0,,1.0,6.0,4.0,1.0,,,15.0,55,1.0,2.0,0.7916666666666666,0.8636363636363636,0.5853658536585366,0.8,0.625,0.5853658536585366,0.8,0.625,0.5869565217391305,0.8,0.6818181818181818,,,,,20.502092050209203,0.3333333333333333,0.125,,0.13846153846153847,0.12658227848101267,0.2222222222222222,0.125,0.16304347826086957,0.1262135922330097,0.14285714285714285,0.2,0.09302325581395349,0.10526315789473684,0.2,0.12,0.05263157894736842,0.23809523809523808,0.3157894736842105,,0.058823529411764705,0.6666666666666666,0.2682926829268293,0.7272727272727273,0.7272727272727273,0.75,0.14634146341463414,0.5,0.5,0.6666666666666666,0.5853658536585366,,0.6,1.0,0.3333333333333333,,0.125,1.0,,0.2682926829268293,0.41427073170731704,0.6366499999999999,0.36801249999999996,0.06818181818181818,0.06818181818181818,0.14814814814814814,0.2777777777777778,11.536585365853659,,0.2696078431372549,13.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5416666666666666,0.5416666666666666,0.8461538461538461,,,,,,,,,,,,,,,,,,1.0,,,,,,,,False
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,4003.0,67,1,116,119,24,13,18.0,235,5.0,5.0,1.0,1.0,2.0,2.0,3.0,3.0,7.0,6.0,2.0,2.0,10.0,15,6.0,2.0,34.0,125,1.0,1.0,2.0,,5.0,3.0,4.0,2.0,1.0,13.0,12.0,8.0,,6.0,,4.0,,4.0,,,3.0,,1.0,8.0,1.0,,,2.0,7.0,5.0,14.0,1.0,15.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,,1.0,4.0,,4.0,8,1.0,5.0,,,6.0,,2.0,1.0,1.0,,,,1.0,,1.0,,,,,13.0,24,,1.0,0.6,0.6,0.6666666666666666,1.0,0.75,0.7619047619047619,0.8333333333333334,1.0,0.7083333333333334,0.8333333333333334,0.9285714285714286,0.2857142857142857,,,,20.74074074074074,0.5,0.625,,0.1891891891891892,,0.14285714285714285,0.08333333333333333,0.17647058823529413,0.018867924528301886,,,,0.1111111111111111,,0.25,0.18181818181818182,0.14285714285714285,0.1111111111111111,0.2,0.14285714285714285,,0.23809523809523808,1.0,1.0,0.6,0.14285714285714285,1.0,1.0,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.3333333333333333,1.0,,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.5238095238095238,0.4615857142857143,0.508875,0.5000583333333334,0.08695652173913043,0.11764705882352941,0.14705882352941177,0.38235294117647056,9.96,25.483333333333334,0.20689655172413793,2.0,,,,,,,4.0,1.0,2.0,4.0,1.0,2.0,12.0,,4.0,,,,,,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,,0.2857142857142857,0.2857142857142857,0.5,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,0.5,1.0,,,1.0,0.6666666666666666,,,,,,,,,,False
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,6701.0,112,-10,196,197,74,49,32.0,393,10.0,15.0,5.0,7.0,2.0,5.0,2.0,8.0,9.0,2.0,,,12.0,32,4.0,8.0,35.0,220,5.0,7.0,,4.0,14.0,3.0,9.0,1.0,2.0,11.0,6.0,18.0,8.0,2.0,3.0,8.0,3.0,11.0,2.0,1.0,3.0,1.0,4.0,25.0,2.0,7.0,,4.0,6.0,1.0,11.0,9.0,20.0,2.0,3.0,2.0,1.0,2.0,,1.0,1.0,1.0,,3.0,1.0,,1,1.0,7.0,,,10.0,3.0,6.0,,3.0,1.0,,2.0,,1.0,4.0,,,,,11.0,74,,,0.25,0.375,0.375,0.7142857142857143,0.3333333333333333,0.375,0.7142857142857143,0.45,0.4358974358974359,0.7777777777777778,0.5,0.1111111111111111,0.09375,,0.375,18.260869565217394,0.6666666666666666,0.1111111111111111,,0.1,0.09210526315789473,0.16,0.09090909090909091,0.11764705882352941,0.09183673469387756,0.12,0.2,0.027777777777777776,0.1111111111111111,,0.08695652173913043,0.05555555555555555,0.15789473684210525,0.125,0.2222222222222222,0.1111111111111111,,0.4166666666666667,0.6666666666666666,0.6666666666666666,0.3,0.2222222222222222,0.25,0.4,,0.25,0.05555555555555555,1.0,0.7142857142857143,0.2,,0.5,0.4,,0.5277777777777778,0.47294444444444445,0.5643571428571429,0.47189500000000006,0.15384615384615385,0.17142857142857143,0.4,0.3142857142857143,7.590624999999999,24.95,0.37755102040816324,,1.0,2.0,,,1.0,1.0,,,,1.0,,1.0,,3.0,,,,1.0,1.0,,,0.25,,1.0,0.25,,,,,0.05555555555555555,0.5,0.5,,,,,,,,,,0.1,1.0,,,,,,,,,,1.0,,False
960,1610612765,Tony Delk,Tony Delk,960,DET,3663.0,61,-13,115,118,39,41,15.0,233,1.0,2.0,,1.0,1.0,1.0,,1.0,7.0,4.0,1.0,,5.0,10,9.0,4.0,20.0,131,1.0,3.0,2.0,,8.0,2.0,3.0,2.0,4.0,11.0,6.0,4.0,,4.0,1.0,2.0,3.0,5.0,3.0,,,,2.0,13.0,,,,3.0,3.0,,6.0,,6.0,,,,,,1.0,,2.0,,,2.0,1.0,2.0,5,1.0,5.0,,,6.0,,1.0,2.0,,,,,,,,,,,,11.0,39,,2.0,0.6,0.6,0.5,0.3333333333333333,0.6666666666666666,0.42105263157894735,0.8,0.7,0.45454545454545453,0.8,0.6875,0.47368421052631576,0.1,0.5,,18.18181818181818,,,,0.07692307692307693,,0.1875,,0.10909090909090909,,,,,,,0.1,,0.09090909090909091,0.2727272727272727,,,,0.10526315789473684,0.5,1.0,,0.05263157894736842,,,,0.3684210526315789,0.21052631578947367,0.2,,,0.2,0.2,1.0,,0.5789473684210527,0.47529736842105264,0.5102125000000001,0.48118999999999995,0.05,0.09090909090909091,0.4,0.55,14.360000000000003,24.53333333333333,0.3391304347826087,4.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,2.0,1.0,6.0,,1.0,,,,,,1.0,0.2222222222222222,1.0,0.5,0.2222222222222222,,0.5714285714285714,0.5714285714285714,0.75,0.2631578947368421,0.2,0.2,1.0,0.25,0.25,1.0,0.2,1.0,1.0,1.0,1.0,0.4,0.5,,0.25,,1.0,,,,,,,,False
1509,1610612765,Kelvin Cato,Kelvin Cato,1509,DET,888.0,15,1,33,34,18,28,6.0,67,,,,,,,,1.0,4.0,,,,3.0,5,,,6.0,34,,,,,,1.0,2.0,,,2.0,6.0,,,,,,,,,,,,,,,3.0,,1.0,3.0,,4.0,3.0,7.0,1.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2.0,18,1.0,,1.0,1.0,0.6,,0.5,0.6,,0.5,0.6,,0.5,,,,,13.157894736842104,,,,0.23076923076923078,0.42857142857142855,0.25,,0.23529411764705882,0.21428571428571427,1.0,1.0,0.2,,,0.25,0.5,0.14285714285714285,0.5,,0.5,,,,,,0.2,,,,0.8,,,,,,,,,,0.35259999999999997,,0.34315,,,,0.3333333333333333,14.6,,0.5454545454545454,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.75,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,False
2568,1610612765,Carlos Delfino,Carlos Delfino,2568,DET,1236.0,21,-5,47,48,26,38,8.0,95,,,,,,,,,1.0,2.0,,1.0,,1,2.0,2.0,5.0,46,,,,,,,1.0,1.0,2.0,2.0,,,,2.0,,2.0,,2.0,,,,,2.0,4.0,,,,,4.0,,4.0,,4.0,,1.0,1.0,,3.0,2.0,3.0,3.0,,1.0,6.0,1.0,,2,,2.0,,1.0,2.0,,1.0,,,,,,,,,,,,,2.0,26,1.0,,,,,,,0.5,,,0.625,,0.3333333333333333,0.6666666666666666,,,,18.867924528301884,0.5,,,0.2222222222222222,,,,0.16666666666666666,,,,,,,0.2,,0.2727272727272727,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,,,0.5,0.6666666666666666,0.47354999999999997,,0.46177500000000005,0.25,0.5,,0.4,21.3,25.6,0.5531914893617021,,,,,,,,1.0,,,1.0,,,3.0,,1.0,,,1.0,,,1.0,0.5,,,0.5,,,,,,,,,0.5,0.5,1.0,,,,,,,,,0.5,,,,,,,,,,False
905,1610612765,Dale Davis,Dale Davis,905,DET,1176.0,20,-14,44,46,18,30,6.0,90,,,,,,,,,4.0,,,,,4,,2.0,2.0,47,,,,,,,,,2.0,2.0,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,2.0,4.0,,6.0,,6.0,,,,,2.0,,2.0,1.0,,,3.0,1.0,3.0,7,1.0,2.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,2.0,18,1.0,1.0,,,,,,,,,0.2,,1.0,,,,,16.666666666666668,0.6666666666666666,,,0.26666666666666666,,0.4,,0.3,,,,,,,0.25,,0.3333333333333333,0.25,1.0,,,,,,,,,,,1.0,,,,,,,,,,0.34030000000000005,,,,,,1.0,16.200000000000003,,0.4090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,False
