EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,Points,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Avg2ptShotDistance,ShortMidRangeFGA,PtsAssisted3s,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,LiveBallTurnoverPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,Arc3PctAssisted,AtRimFGA,PenaltyAtRimFGA,SecondChanceFtPoints,SecondChancePoints,Fg2aBlocked,OffThreePtRebounds,OffRebounds,Loose Ball Fouls Drawn,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimFrequency,PenaltyAtRimFrequency,SecondChancePointsPct,Corner3FGA,PenaltyCorner3FGA,DefShortMidRangeReboundPct,Corner3Frequency,PenaltyCorner3Frequency,DefThreePtRebounds,Offensive Fouls,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFGM,PenaltyAtRimFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,Corner3Assists,SecondChanceArc3FGA,OffCorner3ReboundPct,SecondChanceArc3Frequency,OffTwoPtRebounds,SelfOReb,Loose Ball Fouls,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,PtsPutbacks,AtRimAssists,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,LostBallTurnovers,2pt And 1 Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveMakes,HeaveAttempts,BlockedCorner3,Defensive 3 Seconds Violations
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,233.0,4,1,7,7,6,3,14,8,1.0,1.0,6,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,663.0,11,-1,18,18,15,11,36,22,,,15,0.8333333333333334,1.0,3.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.75,0.625,0.75,1.0,21.05263157894737,0.2,0.2,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,0.46835000000000004,0.4995,0.25,1.0,0.6,25.566666666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,492.0,8,3,14,13,11,6,27,14,,,11,0.7857142857142857,,,,,,,2.0,6.0,,,6.0,,,,,,,,,,,,,,,1.0,2.0,,6.0,,,,1.0,1.0,1.0,1.0,,20.0,,,,,,,,,,,0.357,0.357,,,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,17.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,1610612765,Carlos Delfino,Carlos Delfino,2568,DET,1899.0,32,-6,65,66,41,49,131,68,1.0,4.0,41,0.6307692307692307,1.0,2.0,,1.0,1.0,2.0,2.0,5.0,,1.0,2.0,,2.0,1.0,2.0,,2.0,,2.0,4.0,4.0,4.0,4.0,1.0,,3.0,2.0,1.0,2.0,0.5,,0.5,0.25,,0.35714285714285715,0.2,0.3333333333333333,18.055555555555557,0.17391304347826086,0.13793103448275862,0.125,0.3333333333333333,0.5,0.5,0.25,,0.3333333333333333,0.5,0.4195416666666667,0.40718750000000004,0.14285714285714285,0.2,0.4,25.6,8.0,,3.0,,4.0,,3.0,2.0,,,,,,,,,0.5,,,,16.2,1.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,0.5,0.2727272727272727,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,293.0,5,1,10,7,9,7,17,7,,1.0,9,0.9,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,1.0,2.0,,,1.0,2.0,,1.0,,,,,,0.16666666666666666,0.16666666666666666,,27.272727272727273,1.0,1.0,,,,,,,0.5,,0.40175,0.40175,,,1.0,,1.0,,,,2.0,,2.0,1.0,,,1.0,1.0,,,,,,,,,3.15,1.0,,,,,,,,,,,,,,,1.0,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.14285714285714285,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,413.0,7,-2,11,12,9,5,23,15,,,9,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,1.0,2.0,9.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,9.0,0.5,0.5,0.5,0.875,0.875,0.9,0.9,0.5,54.54545454545455,0.2,0.2,,0.25,1.0,1.0,0.25,1.0,0.5,1.0,0.449575,0.449575,,,1.0,24.85,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,16.7,,3.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,1610612765,Dale Davis,Dale Davis,905,DET,1272.0,21,-12,44,45,21,32,89,49,4.0,7.0,21,0.4772727272727273,,,,,,,,,,,,,,,1.0,,1.0,,1.0,2.0,4.0,6.0,6.0,,,,,,,,,,,,,,,14.285714285714286,0.25,0.2857142857142857,0.25,,,,,,,,0.34030000000000005,,,,,,6.0,,4.0,,4.0,,,,,,,,,,,,1.0,,,,16.200000000000003,,,,2.0,,2.0,1.0,,3.0,,1.0,,1.0,,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.4,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,1610612765,Tony Delk,Tony Delk,960,DET,1249.0,21,-5,47,48,26,38,95,46,1.0,1.0,26,0.5531914893617021,,2.0,,,1.0,5.0,4.0,13.0,1.0,2.0,11.0,,2.0,,,2.0,2.0,2.0,,6.0,1.0,3.0,3.0,,,3.0,6.0,1.0,11.0,0.2,0.5,0.2,0.5,0.7,0.5416666666666666,0.6875,0.5555555555555556,24.528301886792452,0.058823529411764705,0.13043478260869565,,0.2222222222222222,,,,,0.6666666666666666,,0.48991111111111113,0.48118999999999995,0.1,0.2,0.8461538461538461,24.62,7.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,13.075,,3.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,,0.1,,,1.0,1.0,,5.0,,,,,1.25,,,,,,0.1111111111111111,0.2,0.38461538461538464,3.0,2.0,,0.3333333333333333,0.4,2.0,,0.3333333333333333,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.5,0.461175,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,1610612765,Maurice Evans,Maurice Evans,2230,DET,818.0,14,5,31,33,25,29,64,29,1.0,1.0,25,0.8064516129032258,1.0,1.0,1.0,1.0,1.0,1.0,4.0,15.0,1.0,1.0,13.0,,1.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,2.0,,,2.0,4.0,2.0,13.0,1.0,1.0,1.0,0.9166666666666666,0.9166666666666666,0.9375,0.9285714285714286,0.16666666666666666,22.22222222222222,0.09090909090909091,0.06666666666666667,,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,0.5,1.0,0.46878333333333333,0.46878333333333333,0.25,0.2857142857142857,0.8666666666666667,25.3,5.0,3.0,3.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,,,0.5,0.5,0.8,0.8,0.5,1.0,1.0,0.6666666666666666,10.3,,3.0,,,,,,,,,,,,1.0,,0.14285714285714285,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,0.2,0.5,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.13333333333333333,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.5,1.0,,,,,,,0.5,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,1275.0,21,-15,45,47,24,37,92,48,,1.0,24,0.5333333333333333,,5.0,,2.0,,6.0,2.0,2.0,,3.0,2.0,,5.0,,4.0,,4.0,,4.0,8.0,,,1.0,,,1.0,2.0,,2.0,,,,,,0.125,0.2,0.8571428571428571,16.3265306122449,,,,0.7142857142857143,,,0.5,,0.8571428571428571,,0.44893571428571427,0.409325,,,1.0,25.349999999999998,6.0,,1.0,,1.0,,1.0,2.0,,,1.0,1.0,,,,,0.14285714285714285,,,,20.4,,,,,,,,,,,,,1.0,,,,,,,,2.0,2.0,,1.0,1.0,,0.3333333333333333,,,0.09090909090909091,0.045454545454545456,,,,1.0,1.0,1.0,,0.14285714285714285,0.25,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,0.49335,,2.0,0.25,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
