EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,ShortMidRangeAssists,DefensiveGoaltends,FG2APctBlocked,AtRimPctBlocked,SecondChanceAtRimFGA,LongMidRangeAssists,OffThreePtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceArc3FGA,SecondChanceFG3A,OffTwoPtRebounds,DefThreePtRebounds,TwoPtShootingFoulsDrawn,OffTwoPtReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,OffLongMidRangeReboundPct,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,OffAtRimReboundPct,ThreePtShootingFoulsDrawnPct,FTDefRebounds,DefFTReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFGM,PtsPutbacks,ThreePtAssists,Arc3Assists,Travels,Offensive Fouls,SecondChanceAtRimAccuracy,on,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,Corner3Assists,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,Corner3FGM,SecondChanceFtPoints,HeaveAttempts,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101128,1610612758,Francisco Garcia,Francisco Garcia,101128,SAC,2459.0,41,-34.0,80,82,33,41,6,162,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,4.0,7,1.0,4.0,2.0,13.0,101,1.0,1.0,2.0,2.0,5.0,2.0,6.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,33,1.0,1.0,0.5,0.5,1.0,0.25,0.25,0.5714285714285714,1.0,0.4,0.5,1.0,0.4,0.5416666666666666,1.0,0.5,0.36363636363636365,13.793103448275863,0.07142857142857142,0.0625,0.25,0.5,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,0.5,0.5,0.36363636363636365,0.5,0.5,0.5,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,0.45454545454545453,0.3333333333333333,0.44536363636363646,0.4004,0.36492,0.15384615384615385,0.46153846153846156,12.642857142857142,24.325000000000003,0.4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101179,1610612758,Ronnie Price,Ronnie Price,101179,SAC,560.0,9,-11.0,20,20,20,20,1,40,,1.0,,1.0,,,,2.0,,,,,3,,,,,23,,,,,3.0,,,,,,,,1.0,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,20,1.0,,,,,,,,,,,,,,,,,14.285714285714286,,,,,0.3333333333333333,,,,,,,0.6666666666666666,,,,,,,,,0.3333333333333333,,0.3333333333333333,,0.42796666666666666,,0.42796666666666666,,,13.4,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,1610612758,Jason Hart,Jason Hart,2078,SAC,1217.0,20,-22.0,43,44,27,29,3,87,1.0,3.0,,2.0,,1.0,1.0,5.0,,,,2.0,9,,,,4.0,54,,1.0,,,6.0,,,,4.0,,,,3.0,3.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,1.0,,,,,,,,,27,,,,,,,,0.2222222222222222,,,0.2222222222222222,,,0.2222222222222222,,,,25.531914893617024,0.08333333333333333,0.07142857142857142,,,0.3333333333333333,0.3333333333333333,0.5,,0.1111111111111111,,,0.5555555555555556,0.2,0.2,,,,,,,0.3333333333333333,,0.3333333333333333,,0.43932222222222217,0.5498,0.44388333333333335,,,12.366666666666667,,0.627906976744186,1.0,1.0,,0.1111111111111111,0.3333333333333333,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.6666666666666666,0.3333333333333333,0.041666666666666664,0.3333333333333333,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,1610612758,Kevin Martin,Kevin Martin,2755,SAC,2010.0,34,-28.0,63,66,16,25,6,129,1.0,3.0,,,3.0,3.0,1.0,2.0,,,3.0,5.0,8,,3.0,2.0,12.0,83,1.0,1.0,2.0,,,,,4.0,6.0,,3.0,,,,,,2.0,3.0,4.0,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,,16,,,0.4,0.4,,,,0.625,1.0,,0.45454545454545453,0.5,,0.5,0.5,,0.2727272727272727,17.142857142857142,0.08695652173913043,0.11538461538461539,0.14285714285714285,,0.2727272727272727,0.3333333333333333,0.3333333333333333,,0.2727272727272727,1.0,1.0,0.18181818181818182,0.5,0.5,1.0,,0.2727272727272727,,,,,,0.5454545454545454,,0.5167181818181819,0.4309,,0.16666666666666666,,8.7625,24.03333333333333,0.25396825396825395,,,,,,,,,1.0,,,,,,,,,0.03333333333333333,,0.14285714285714285,,1.0,1.0,1.0,1.0,1.0,0.041666666666666664,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.08333333333333333,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,1610612758,Vitaly Potapenko,Vitaly Potapenko,958,SAC,567.0,9,-14.0,20,21,20,21,1,41,,,,,2.0,2.0,,2.0,,,,2.0,4,,,,4.0,26,,,,2.0,4.0,,4.0,4.0,,,,,,,,,,,1.0,1.0,,1.0,2.0,2.0,,,,,,,,,4.0,20,,,1.0,1.0,,,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,19.047619047619047,,,,,,,,,0.5,1.0,1.0,0.5,,,,,,,,,,,,,0.383525,,0.383525,,1.0,13.425,,1.0,,,,,,,,,1.0,,,,,,,,,0.07692307692307693,,,,,,1.0,,,0.07692307692307693,,,,1.0,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1610612758,Corliss Williamson,Corliss Williamson,722,SAC,678.0,11,-9.0,24,24,16,16,1,48,1.0,1.0,,,1.0,4.0,,,,,,2.0,5,,,3.0,7.0,30,,1.0,,1.0,3.0,,2.0,,4.0,,,,,,,,,1.0,1.0,,,,2.0,3.0,2.0,3.0,,,,,,,2.0,16,1.0,,,,,,,0.4,,0.3333333333333333,0.4,,0.3333333333333333,0.5833333333333334,,0.3333333333333333,,23.076923076923077,,0.125,,,0.2,1.0,1.0,,0.8,0.25,0.3333333333333333,,,,,,,,,,,,0.2,,0.38306,,0.35000000000000003,,0.2857142857142857,6.14,,0.6666666666666666,1.0,,,0.2,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,0.5,,0.5,,,0.3333333333333333,0.3333333333333333,,1.0,0.25,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,1256.0,21,-15.0,38,39,7,13,3,77,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,,,,4.0,7,,,2.0,10.0,50,,,,2.0,3.0,,4.0,4.0,4.0,,,,2.0,2.0,2.0,4.0,1.0,1.0,2.0,,,,,2.0,3.0,3.0,,,,,,,4.0,7,1.0,,0.5,0.5,,,,0.5714285714285714,,0.6666666666666666,0.5714285714285714,,0.6666666666666666,0.625,,0.6666666666666666,,24.390243902439025,0.0625,0.05555555555555555,,,0.2857142857142857,0.5,0.5,,0.14285714285714285,1.0,1.0,0.5714285714285714,0.5,0.5,1.0,,,,,,0.6666666666666666,0.5,0.2857142857142857,,0.4447857142857143,,0.5073333333333333,,0.4,11.9,,0.18421052631578946,,,,,,,,,1.0,2.0,1.0,,,2.0,,1.0,,0.0625,,0.16666666666666666,,,,1.0,,,0.07692307692307693,,,,,,0.125,,,,,1.0,1.0,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,1610612758,Bonzi Wells,Bonzi Wells,1719,SAC,699.0,12,-7.0,22,22,7,7,3,44,2.0,4.0,1.0,1.0,,,,1.0,,,,2.0,5,,,,4.0,30,,,,1.0,1.0,,2.0,4.0,,,,,2.0,2.0,1.0,4.0,2.0,4.0,4.0,,,,,,,,,,,,,,2.0,7,,,1.0,1.0,,,,0.4,,1.0,0.4,,1.0,0.4,,1.0,,25.0,0.3333333333333333,0.375,0.5,,0.8,0.5,0.5,1.0,,,,0.2,,,,,,,,,1.0,1.0,0.8,,0.51712,,0.5713,,0.5,3.28,,0.3181818181818182,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,0.5,,,,,1.0,,,0.5,,0.5,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,471.0,8,,16,15,4,10,1,31,1.0,1.0,,,,,,1.0,,,,1.0,2,,,,2.0,17,,,,,,,,2.0,,,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,4,,,1.0,1.0,,,,0.5,,,0.5,,,0.5,,,,11.76470588235294,0.2,0.2,,,0.5,1.0,1.0,1.0,,,,0.5,,,,,,,,,,,0.5,,0.4743,,,,,10.4,,0.25,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,1610612758,Shareef Abdur-Rahim,Shareef Abdur-Rahim,949,SAC,1654.0,28,-20.0,52,54,10,18,4,106,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,,,,4.0,8,,,1.0,9.0,67,1.0,1.0,2.0,1.0,2.0,1.0,3.0,,8.0,,,,2.0,3.0,,7.0,3.0,5.0,7.0,1.0,1.0,,2.0,6.0,3.0,2.0,,,,,,,3.0,10,,,,,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,,28.070175438596493,0.16666666666666666,0.19047619047619047,,,0.25,0.5,1.0,,0.25,1.0,1.0,0.5,0.25,0.25,,,,,,,0.5,1.0,0.25,,0.394175,0.591,0.3921,0.2222222222222222,0.3333333333333333,10.125,,0.19230769230769232,1.0,,,0.125,0.5,1.0,2.0,1.0,2.0,4.0,2.0,3.0,,7.0,1.0,0.5714285714285714,0.2,0.09090909090909091,0.2,0.3333333333333333,1.0,,,1.0,1.0,1.0,0.058823529411764705,0.3333333333333333,,0.3333333333333333,,,0.1111111111111111,0.1111111111111111,,,,2.0,,,,,0.2,,1.0,0.5,0.14285714285714285,1.0,2.0,1.0,1.0,2.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
