EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,ThreePtAssists,Arc3Assists,OffThreePtRebounds,LostBallSteals,BadPassTurnovers,Loose Ball Fouls Drawn,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,HeaveAttempts,DefThreePtRebounds,FTDefRebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,DefFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,Offensive Fouls,FTOffRebounds,Offensive Fouls Drawn,OffFTReboundPct,BlockedShortMidRange,on,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,SecondChanceFg3Pct,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,PtsUnassisted3s,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Travels,SecondChanceTurnovers,Corner3Assists,DefCorner3ReboundPct,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,LongMidRangePctBlocked,BlockedLongMidRange,OffCorner3ReboundPct,DefensiveGoaltends
1739,1610612743,Ruben Patterson,Ruben Patterson,1739,DEN,3461.0,58,-26.0,110,109,48,29.0,21,219,8.0,12.0,2.0,3.0,4.0,7.0,1.0,5.0,9.0,17,2.0,20,126,2.0,3.0,1.0,5.0,4.0,10.0,2.0,10.0,12.0,6.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,5.0,6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,6.0,1.0,7.0,5.0,1.0,1.0,2.0,10.0,48,1.0,2.0,0.6666666666666666,0.8571428571428571,0.5294117647058824,0.6666666666666666,0.4,0.5294117647058824,0.6666666666666666,0.4,0.5263157894736842,0.625,0.4166666666666667,0.17647058823529413,0.16666666666666666,0.2,16.923076923076923,0.3333333333333333,0.02702702702702703,0.0847457627118644,0.022222222222222223,0.07462686567164178,0.05263157894736842,0.16666666666666666,0.1,0.2,0.7058823529411765,0.6666666666666666,0.8,0.75,0.29411764705882354,0.2,0.25,1.0,0.6666666666666666,0.7,0.5714285714285714,0.7058823529411765,0.5598176470588234,0.5946,0.55217,0.058823529411764705,0.058823529411764705,0.25,0.5,2.2882352941176474,0.43636363636363634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,536.0,9,-2.0,18,18,10,11.0,3,36,,,,,,,,1.0,1.0,3,2.0,7,16,,,2.0,2.0,1.0,2.0,2.0,4.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,2,1.0,,,,,,,,,1.0,1.0,,1.0,2.0,,,1.0,4.0,10,,1.0,,,0.3333333333333333,,0.5,0.5,,0.3333333333333333,0.5833333333333334,1.0,0.5,,,,28.571428571428573,,0.2,0.1,0.16666666666666666,0.07692307692307693,,0.25,,0.3333333333333333,,,,,0.2,,,,,,,0.4,0.44333999999999996,,0.45178333333333337,,,0.2857142857142857,0.5714285714285714,14.666666666666666,0.5555555555555556,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.5,0.5,0.4,0.5,0.4,0.5,0.5,0.2,0.2,1.0,1.0,1.0,0.3333333333333333,1.0,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,2584.0,43,-18.0,83,82,30,24.0,14,165,2.0,3.0,,,1.0,1.0,1.0,3.0,5.0,16,,10,93,,1.0,,,2.0,3.0,,4.0,6.0,4.0,,1.0,11.0,12.0,5.0,1.0,5.0,25.0,2.0,2.0,2.0,3.0,5,1.0,1.0,,1.0,,,,1.0,1.0,1.0,2.0,,2.0,,,,,4.0,30,,,0.6,0.6,0.3125,,0.6666666666666666,0.21739130434782608,,0.4,0.21739130434782608,,0.4,0.0625,0.3333333333333333,,25.0,1.0,0.08333333333333333,0.04878048780487805,0.06896551724137931,0.061224489795918366,0.2,,,0.058823529411764705,0.13043478260869565,0.6666666666666666,1.0,0.5,0.13043478260869565,0.3333333333333333,0.3333333333333333,,,0.2,1.0,0.43478260869565216,0.45639347826086957,0.466975,0.53047,,,,0.4,12.48125,0.3614457831325301,2.0,10.0,,,,7.0,,7.0,2.0,,7.0,,,,,0.30434782608695654,0.125,0.43478260869565216,0.2,0.2,,0.30434782608695654,,,,,,25.442857142857143,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.14285714285714285,0.1111111111111111,1.0,0.5,0.5,0.4,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,1610612743,Reggie Evans,Reggie Evans,2501,DEN,2350.0,39,-10.0,76,76,36,25.0,15,152,2.0,3.0,1.0,2.0,2.0,2.0,,,2.0,4,6.0,10,82,1.0,3.0,3.0,5.0,2.0,2.0,5.0,9.0,2.0,2.0,2.0,,,,,,,,3.0,6.0,9.0,3.0,12,,,,,,3.0,,3.0,1.0,3.0,3.0,,6.0,10.0,,1.0,4.0,9.0,36,,3.0,0.5,1.0,0.5,0.3333333333333333,1.0,0.4,0.3333333333333333,1.0,0.5,0.5,0.75,,,,14.444444444444445,,0.2608695652173913,0.07692307692307693,0.23333333333333334,0.06818181818181818,0.09090909090909091,0.0625,0.2,,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,0.6666666666666666,0.5,1.0,1.0,0.8,0.49040000000000006,0.5097666666666667,0.45345,0.16666666666666666,0.2,0.5,0.9,4.275,0.47368421052631576,,1.0,,,,1.0,,1.0,,,,,,,,0.2,0.3333333333333333,0.2,,,,0.2,,,,,,71.7,,,,,,,,,1.0,,,0.2222222222222222,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.6666666666666666,0.14285714285714285,0.08333333333333333,0.14285714285714285,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,2195.0,37,-14.0,69,71,32,29.0,11,140,2.0,6.0,,,1.0,2.0,,4.0,5.0,17,4.0,14,76,,,,,1.0,5.0,4.0,6.0,4.0,6.0,,2.0,1.0,1.0,,,1.0,2.0,,5.0,5.0,,5,,1.0,,,,1.0,,1.0,,2.0,4.0,,4.0,4.0,,1.0,1.0,6.0,32,,1.0,0.4,0.4,0.29411764705882354,,0.2,0.29411764705882354,,0.2,0.3684210526315789,,0.42857142857142855,0.11764705882352941,0.16666666666666666,0.25,25.0,,0.20833333333333334,,0.1724137931034483,,,,0.14285714285714285,,0.35294117647058826,0.3333333333333333,0.4,0.5,0.23529411764705882,,,,,0.4,0.5,0.35294117647058826,0.4435823529411765,,0.45436,0.05555555555555555,0.05555555555555555,,0.42857142857142855,10.194117647058823,0.463768115942029,3.0,7.0,,,,,,,,,,,,,,,0.2857142857142857,0.4117647058823529,0.42857142857142855,0.42857142857142855,,,,,,,,,,,,,,,1.0,,,,,0.2,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,2254.0,38,-15.0,71,66,28,7.0,16,137,2.0,8.0,,2.0,1.0,4.0,3.0,6.0,9.0,22,2.0,20,86,2.0,4.0,2.0,6.0,5.0,10.0,2.0,12.0,12.0,6.0,,4.0,4.0,4.0,3.0,,1.0,8.0,1.0,1.0,2.0,2.0,4,,,,1.0,1.0,2.0,,3.0,1.0,1.0,3.0,1.0,3.0,2.0,,1.0,,12.0,28,,,0.6666666666666666,0.6666666666666666,0.4090909090909091,0.5,0.5,0.4090909090909091,0.5,0.5,0.43478260869565216,0.6,0.5454545454545454,0.18181818181818182,0.375,0.16666666666666666,30.232558139534884,0.3333333333333333,0.038461538461538464,0.027777777777777776,0.06451612903225806,0.025,,0.05555555555555555,,,0.36363636363636365,0.25,0.4,0.5,0.2727272727272727,0.5,0.6,0.5,,0.4,0.25,0.36363636363636365,0.46347727272727274,0.44477500000000003,0.48103999999999997,0.043478260869565216,0.043478260869565216,0.3,0.6,9.109090909090908,0.39436619718309857,4.0,8.0,,,,,,,,,,,,,,,0.06666666666666667,0.36363636363636365,0.5,0.5,,,,,,,,,,,,,,,,1.0,,,,,0.6666666666666666,0.75,,,,1.0,,,,,,,,0.2,,0.2,,1.0,1.0,1.0,0.3333333333333333,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,1610612743,Francisco Elson,Francisco Elson,1922,DEN,1268.0,21,-27.0,40,41,12,9.0,7,81,,,,,,,,,2.0,3,,4,56,2.0,2.0,,4.0,,,,,4.0,,,,,,,,,,1.0,2.0,2.0,1.0,3,,2.0,1.0,,,,,,,2.0,2.0,,,,,,,,12,,,1.0,1.0,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,,,,6.382978723404256,,0.2,0.041666666666666664,0.18181818181818182,0.03571428571428571,,,0.25,,,,,,,,,,,,,,0.4025,0.3698,,,,1.0,,18.133333333333333,0.3,2.0,3.0,,,,,,,,,,,,,,,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0.16666666666666666,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,1744.0,29,-18.0,55,52,26,5.0,11,107,1.0,2.0,,,,1.0,1.0,2.0,4.0,10,4.0,12,66,,,,,,4.0,1.0,1.0,6.0,2.0,,,3.0,3.0,2.0,,1.0,6.0,,4.0,4.0,,4,,,,,,,,,,2.0,2.0,,7.0,7.0,1.0,3.0,1.0,1.0,26,,1.0,0.75,0.75,0.4,,,0.4,,,0.46153846153846156,,0.1,,,,20.0,,0.18181818181818182,,0.15384615384615385,,,,0.2,,0.2,0.5,0.5,1.0,0.2,0.5,0.5,,,0.25,,0.2,0.42779,,0.43179999999999996,0.25,0.25,,0.08333333333333333,11.760000000000002,0.4727272727272727,2.0,6.0,,,,,,,,,,,,,,,0.16666666666666666,0.6,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,0.2,,1.0,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,651.0,11,-1.0,20,22,10,6.0,3,42,,1.0,,,,1.0,,1.0,,3,1.0,1,22,,,1.0,1.0,,2.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,2.0,1.0,,,1.0,1,,3.0,,,,,,,,1.0,1.0,,1.0,2.0,,1.0,,1.0,10,,,,,,,,,,,0.125,0.5,0.16666666666666666,0.3333333333333333,1.0,,17.391304347826086,,,0.08333333333333333,,0.08333333333333333,0.25,,,,0.3333333333333333,,,,0.3333333333333333,,,,,0.5,,0.3333333333333333,0.45376666666666665,,0.46385,0.25,0.25,1.0,1.0,10.466666666666667,0.5,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,2.0,2.0,2.0,1.0,,,,,,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,262.0,4,1.0,8,8,8,,4,16,1.0,2.0,1.0,1.0,1.0,2.0,,,1.0,2,,2,7,1.0,1.0,,2.0,1.0,2.0,,2.0,,2.0,2.0,,,,,,,,2.0,,,2.0,2,1.0,,,,,,,,,,,,1.0,,,,,2.0,8,,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,,,,16.666666666666668,,,0.3333333333333333,,0.3333333333333333,0.6666666666666666,,,1.0,1.0,0.5,0.5,,,,,1.0,1.0,1.0,0.5,1.0,0.59395,0.6296,0.59395,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
