EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Steals,LostBallSteals,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,FG3A,PenaltyFG2A,PenaltyFG3A,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,ShootingFouls,Fouls,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,FG3APct,Corner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,AtRimAssists,ShortMidRangeAssists,Loose Ball Fouls,Loose Ball Fouls Drawn,PenaltyFtPoints,FTDefRebounds,BadPassSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,DefArc3ReboundPct,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,on,SecondChanceFtPoints,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Offensive Fouls,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,LostBallTurnovers,BlockedShortMidRange,Defensive 3 Seconds Violations,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,FTOffRebounds,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Assisted3sPct,SecondChanceFg3Pct,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,SecondChanceArc3FGA,SecondChanceArc3Frequency,BlockedLongMidRange
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,330.0,6,5,9,10,1.0,19,1.0,1.0,1.0,1.0,2.0,2.0,4.0,7,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.181818181818183,0.16666666666666666,0.125,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.55435,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,1610612749,Bobby Simmons,Bobby Simmons,2250,MIL,202.0,3,5,6,6,,12,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,1610612749,Charlie Bell,Charlie Bell,2294,MIL,945.0,16,8,33,33,2.0,66,1.0,4.0,,3.0,1.0,7.0,2.0,29,2.0,,,,1.0,1.0,0.14285714285714285,0.125,0.125,22.22222222222222,,,,0.5,0.25,0.25,1.0,0.375,,,,0.625,0.496075,7.042857142857144,,,19.0,17.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,19.0,0.125,0.125,0.5,0.25,0.481925,24.3,0.5757575757575758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,945.0,16,8,33,33,2.0,66,5.0,6.0,,,8.0,9.0,17.0,29,12.0,1.0,2.0,4.0,0.75,0.8571428571428571,0.8888888888888888,0.8888888888888888,0.9444444444444444,25.0,0.1,0.125,,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8,,,,,0.6666666666666666,0.529,3.4000000000000004,,,19.0,17.0,1.0,,,,1.0,,,,,,1.0,3.0,2.0,19.0,,,1.0,,0.5453,,0.5757575757575758,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.15384615384615385,0.16666666666666666,0.125,0.5,0.1111111111111111,0.25,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,0.5394,0.2222222222222222,0.2222222222222222,0.11764705882352941,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,1610612749,T.J. Ford,T.J. Ford,2551,MIL,368.0,6,10,11,11,1.0,22,,,,,,1.0,,7,,2.0,2.0,2.0,,,,,,7.692307692307692,0.3333333333333333,0.2222222222222222,,,,,,,,,,,0.3853,5.8,,,,,,,,,,,4.0,4.0,,8.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,1.0,,,,,,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,1610612749,Jiri Welsch,Jiri Welsch,2412,MIL,743.0,12,3,27,27,2.0,54,1.0,1.0,1.0,2.0,2.0,3.0,7.0,26,4.0,,3.0,3.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.7,16.666666666666668,,0.1,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,0.43720000000000003,11.666666666666666,1.0,,19.0,17.0,1.0,,,,2.0,,2.0,2.0,,4.0,1.0,1.0,3.0,19.0,,,0.5,,0.4578,,0.7037037037037037,,,1.0,,,3.0,,,,2.0,7.0,,,,1.0,,,4.0,,1.0,,,,,7.0,,,1.0,,1.0,,0.875,,0.2,,,,,,,,,,,,,1.0,,0.25,0.25,,1.0,1.0,1.0,,,3.0,2.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,1610612749,Jermaine Jackson,Jermaine Jackson,1983,MIL,232.0,4,4,9,9,1.0,18,,,,2.0,,2.0,,5,,,,,,,,,,20.0,,,,,,,,1.0,,,,,0.34355,16.8,,,8.0,9.0,,,,,2.0,,2.0,2.0,1.0,4.0,,1.0,,8.0,,,,,0.34355,,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,1610612749,Joe Smith,Joe Smith,693,MIL,142.0,2,1,5,5,1.0,10,,,,,1.0,2.0,2.0,5,,,,1.0,,,0.5,0.5,0.5,33.333333333333336,,,,,,,,,,,,,0.29875,13.55,,,4.0,5.0,,,,,2.0,,,,,,,,,4.0,,,,,0.29875,,0.8,,,,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,1.0,,,,,,,,,2.0,,1.0,0.5,1.0,0.5,1.0,0.5,,,0.3333333333333333,,,,,,1.0,0.5,0.5,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,1610612749,Ervin Johnson,Ervin Johnson,911,MIL,473.0,8,2,19,18,,37,,,,1.0,,1.0,,17,,3.0,4.0,4.0,,,,,,10.526315789473685,1.0,0.5714285714285714,,,,,,1.0,,,,,0.326,14.5,1.0,,15.0,12.0,,,,,1.0,,,,,,,,,15.0,,,,,0.326,,0.7894736842105263,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.25,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,1610612749,Mo Williams,Mo Williams,2590,MIL,345.0,6,-6,13,13,,26,,,1.0,1.0,1.0,1.0,5.0,17,,,,,,,1.0,0.625,0.625,30.769230769230766,,,,,,,,0.25,1.0,1.0,,0.75,0.4596375,17.4,,,11.0,8.0,,,,3.0,1.0,3.0,2.0,2.0,,4.0,,,,11.0,0.75,,,,0.4596375,26.03333333333333,0.8461538461538461,,,,,,,,,,1.0,5.0,2.0,,,,,,,,,,,,,5.0,,,1.0,,0.625,,0.625,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
