EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedAtRim,3SecondViolations,AtRimPctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,FTOffRebounds,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,Arc3PctBlocked,OffFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,OffensiveGoaltends,DefensiveGoaltends,on,HeaveAttempts,BlockedLongMidRange
2694,1610612742,Josh Powell,Josh Powell,2694,DAL,886.0,15,-12.0,28,30,10,24,1,58,,,,,,,,,3.0,,,,,,,,3,,,,,24,,,,,1,,,,,,,,,,,,,,,,1.0,1,1.0,4,,,,,,,,,10,2.0,,,,,,,,,,,,,,,,,,,,,13.793103448275863,,,,,,0.058823529411764705,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.34450000000000003,,0.3505,,,18.099999999999998,,0.35714285714285715,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,0.16666666666666666,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,5188.0,86,16.0,158,160,32,68,22,318,4.0,11.0,2.0,6.0,2.0,2.0,1.0,,,,,,,,,4.0,12,,,5.0,13.0,162,2.0,6.0,4.0,2.0,2,,2.0,6.0,4.0,4.0,,,,4.0,,7.0,3.0,6.0,3.0,12.0,8.0,20,6.0,12,6.0,9.0,2.0,6.0,2.0,6.0,2.0,6.0,32,2.0,1.0,0.5,1.0,,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.38235294117647056,0.25,0.75,,,0.3333333333333333,1.0,,9.574468085106384,0.375,0.10714285714285714,0.12280701754385964,0.1875,0.125,0.10810810810810811,0.05555555555555555,0.058823529411764705,0.125,0.15384615384615385,0.3333333333333333,0.3333333333333333,0.9166666666666666,0.36363636363636365,0.5,0.5,0.08333333333333333,,,,,,,,,,,,1.0,0.3333333333333333,1.0,1.0,,,0.9166666666666666,,0.5453833333333333,0.51468,0.7362,0.3076923076923077,0.46153846153846156,0.65,,0.20253164556962025,,4.0,,,,,,,,,,1.0,2.0,3.0,3.0,,,,,2.0,,1.0,2.0,,,1.0,,1.0,,3.0,4.0,1.0,0.2727272727272727,,0.058823529411764705,0.25,0.05263157894736842,0.07142857142857142,,0.13333333333333333,0.5,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,
2788,1610612742,DJ Mbenga,DJ Mbenga,2788,DAL,1070.0,18,7.0,35,35,14,35,3,70,,,,,,,2.0,,,,,,,,,1.0,2,,,,2.0,24,,,,,1,,,,,2.0,,,,,,,2.0,1.0,3.0,6.0,,6,3.0,6,,,,1.0,1.0,1.0,,,14,1.0,,,,,,,0.5,,,0.5,,,0.5,,,,,,,,13.157894736842104,0.75,0.14285714285714285,,0.5,0.2727272727272727,,,0.5,,0.3333333333333333,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.2782,,0.2483,,,11.55,,0.4,1.0,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,3.0,,1.0,,2.0,,,,,,,0.3333333333333333,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1496,1610612742,Keith Van Horn,Keith Van Horn,1496,DAL,6501.0,108,-22.0,207,193,52,74,23,400,3.0,9.0,1.0,5.0,1.0,3.0,4.0,3.0,6.0,3.0,7.0,1.0,3.0,10.0,3.0,6.0,19,6.0,17.0,1.0,31.0,225,1.0,7.0,5.0,2.0,4,4.0,,7.0,10.0,2.0,18.0,10.0,3.0,5.0,,6.0,8.0,6.0,1.0,15.0,7.0,22,7.0,17,3.0,1.0,,3.0,2.0,3.0,3.0,7.0,52,7.0,,0.8333333333333334,1.0,1.0,0.35294117647058826,0.35294117647058826,0.3157894736842105,0.14285714285714285,0.5,0.4166666666666667,0.3125,0.4375,0.4305555555555556,0.3125,0.4375,0.4722222222222222,,0.2631578947368421,0.75,,17.647058823529413,0.08333333333333333,0.10714285714285714,0.08450704225352113,0.2962962962962963,0.1686746987951807,0.0660377358490566,0.037037037037037035,0.08,0.15384615384615385,0.3,0.2857142857142857,1.0,0.25,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.1111111111111111,0.16666666666666666,0.5,0.5,0.19444444444444445,0.42857142857142855,0.42857142857142855,1.0,0.2777777777777778,0.3,0.3,1.0,0.625,0.2,0.375,0.3333333333333333,0.125,0.375,0.7222222222222222,0.3,0.5019972222222223,0.4885,0.48500624999999997,0.16129032258064516,0.22580645161290322,8.257894736842106,24.223529411764705,0.25120772946859904,,2.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,1.0,,,,,2.0,,1.0,4.0,1.0,,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.3333333333333333,0.02857142857142857,0.13043478260869565,0.09523809523809523,0.037037037037037035,,0.1111111111111111,,,,,1.0,0.027777777777777776,0.05263157894736842,1.0,1.0,1.0,1.0,1.0,,1.0,,,2.0,,,,1.0,0.25,,,0.125,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,False,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,41769.0,696,71.0,1294,1278,395,425,157,2572,41.0,54.0,8.0,12.0,15.0,18.0,74.0,54.0,117.0,1.0,6.0,1.0,12.0,31.0,9.0,128.0,245,13.0,37.0,136.0,431.0,1365,19.0,32.0,73.0,36.0,70,10.0,67.0,145.0,84.0,172.0,33.0,30.0,12.0,9.0,1.0,23.0,12.0,131.0,18.0,161.0,34.0,195,32.0,47,119.0,149.0,20.0,10.0,4.0,10.0,8.0,145.0,395,3.0,19.0,0.328125,0.3442622950819672,0.8461538461538461,0.35135135135135137,0.3611111111111111,0.5224489795918368,0.59375,0.5142857142857142,0.5230496453900709,0.6285714285714286,0.4875,0.6049562682215743,0.7346938775510204,0.618421052631579,0.13120567375886524,0.02702702702702703,0.036734693877551024,0.04054054054054054,0.16666666666666666,25.52048354600403,0.3103448275862069,0.30536130536130535,0.04791666666666667,0.09523809523809523,0.25765765765765763,0.056105610561056105,0.0718232044198895,0.33962264150943394,0.2755905511811024,0.10227272727272728,0.07894736842105263,0.8,0.19148936170212766,0.7592592592592593,0.82,0.2682926829268293,0.2624113475177305,0.4148936170212766,0.46153846153846156,0.46956521739130436,0.02127659574468085,0.16666666666666666,0.2,1.0,0.1099290780141844,0.3870967741935484,0.3870967741935484,0.8333333333333334,0.34285714285714286,0.6666666666666666,0.225,0.8333333333333334,0.0125,0.1125,0.32269503546099293,0.4,0.4400585409252668,0.445436,0.4302050632911392,0.16937354988399073,0.33642691415313225,11.186938775510205,25.140540540540538,0.30525502318392583,33.0,12.0,37.0,9.0,46.0,7.0,2.0,20.0,8.0,9.0,101.0,11.0,4.0,16.0,9.0,7.0,26.0,4.0,21.0,12.0,5.0,3.0,38.0,4.0,17.0,3.0,5.0,12.0,11.0,51.0,6.0,,0.07407407407407407,0.6842105263157895,0.0873015873015873,0.04477611940298507,0.024242424242424242,0.06329113924050633,0.1276595744680851,0.2937062937062937,0.031496062992125984,0.44594594594594594,0.4647887323943662,0.18181818181818182,0.46296296296296297,0.1609907120743034,0.17894736842105263,2.0,3.0,2.0,2.0,3.0,29.0,2.0,6.0,,,2.0,16.0,1.0,0.6666666666666666,0.2,,,0.08571428571428572,0.6666666666666666,0.5,0.2222222222222222,,,,,,1.0,,,0.25,,,,0.02631578947368421,0.017094017094017096,,,,False,1.0,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,35940.0,599,59.0,1115,1091,349,357,139,2206,25.0,49.0,1.0,4.0,8.0,17.0,50.0,46.0,94.0,9.0,23.0,5.0,13.0,47.0,15.0,95.0,193,22.0,70.0,38.0,294.0,1181,11.0,24.0,29.0,27.0,66,20.0,19.0,85.0,50.0,140.0,57.0,47.0,13.0,11.0,1.0,6.0,13.0,24.0,3.0,40.0,8.0,48,14.0,39,40.0,45.0,6.0,1.0,1.0,1.0,1.0,85.0,349,6.0,6.0,0.2631578947368421,0.2631578947368421,0.8636363636363636,0.3142857142857143,0.3142857142857143,0.49222797927461137,0.4583333333333333,0.4090909090909091,0.4866920152091255,0.4666666666666667,0.38372093023255816,0.519434628975265,0.48333333333333334,0.4427083333333333,0.2661596958174905,0.014285714285714285,0.05699481865284974,0.04,,24.456521739130434,0.061224489795918366,0.06896551724137931,0.014634146341463415,0.11206896551724138,0.07974137931034483,0.013182674199623353,0.0064516129032258064,0.05511811023622047,0.09803921568627451,0.12195121951219512,0.08823529411764706,1.0,0.18631178707224336,0.5102040816326531,0.6097560975609756,0.24,0.19011406844106463,0.3574144486692015,0.48936170212765956,0.4946236559139785,0.08745247148288973,0.391304347826087,0.391304347826087,0.8888888888888888,0.17870722433460076,0.2765957446808511,0.2826086956521739,0.8461538461538461,0.13333333333333333,0.25,0.19767441860465115,0.47058823529411764,0.05813953488372093,0.1744186046511628,0.4524714828897338,0.2765957446808511,0.4665653992395437,0.42661964285714277,0.4420529069767442,0.09863945578231292,0.2891156462585034,10.910880829015545,24.208571428571428,0.3130044843049327,24.0,,35.0,16.0,51.0,11.0,5.0,15.0,4.0,16.0,118.0,1.0,2.0,20.0,12.0,8.0,16.0,3.0,9.0,16.0,7.0,5.0,32.0,1.0,11.0,,4.0,2.0,5.0,19.0,,,0.16326530612244897,0.5,0.008264462809917356,0.017543859649122806,0.02127659574468085,,0.025,0.058823529411764705,0.015384615384615385,0.48,0.5,0.125,0.34782608695652173,0.06859205776173286,0.09178743961352658,2.0,4.0,2.0,2.0,6.0,1.0,4.0,9.0,1.0,2.0,4.0,,2.0,0.3333333333333333,0.2,0.02127659574468085,0.027777777777777776,0.13333333333333333,0.5,0.5,0.13333333333333333,2.0,0.4,,2.0,,,,,,0.06666666666666667,,,,0.010638297872340425,1.0,,,False,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,35639.0,594,64.0,1088,1086,275,309,136,2174,34.0,55.0,9.0,13.0,4.0,8.0,73.0,17.0,45.0,4.0,12.0,4.0,11.0,37.0,4.0,80.0,173,15.0,49.0,60.0,265.0,1146,10.0,19.0,40.0,12.0,25,8.0,31.0,64.0,58.0,102.0,42.0,37.0,11.0,10.0,,24.0,24.0,54.0,13.0,91.0,26.0,117,22.0,59,62.0,73.0,8.0,7.0,2.0,8.0,5.0,64.0,275,11.0,8.0,0.3625,0.3972602739726027,0.9333333333333333,0.30612244897959184,0.30612244897959184,0.4624277456647399,0.5263157894736842,0.48,0.4617117117117117,0.5476190476190477,0.5,0.517578125,0.625,0.6274509803921569,0.22072072072072071,,0.057803468208092484,0.0821917808219178,,22.905027932960895,0.25,0.15,0.05853658536585366,0.21238938053097345,0.1649048625792812,0.05,0.0625,0.1267605633802817,0.21782178217821782,0.2,0.24242424242424243,0.625,0.24774774774774774,0.6181818181818182,0.6538461538461539,0.29411764705882354,0.32882882882882886,0.20270270270270271,0.37777777777777777,0.38636363636363635,0.05405405405405406,0.3333333333333333,0.3333333333333333,0.75,0.16666666666666666,0.2972972972972973,0.2972972972972973,1.0,0.6190476190476191,0.6923076923076923,0.24242424242424243,0.5,0.12121212121212122,0.12121212121212122,0.46846846846846846,0.2972972972972973,0.4807045045045046,0.5238099999999999,0.476180303030303,0.1509433962264151,0.24150943396226415,8.598843930635837,24.451020408163266,0.25275735294117646,29.0,14.0,14.0,6.0,20.0,3.0,3.0,5.0,2.0,7.0,46.0,2.0,10.0,18.0,11.0,7.0,18.0,1.0,9.0,13.0,9.0,3.0,31.0,,7.0,6.0,6.0,4.0,4.0,29.0,5.0,1.0,0.05454545454545454,0.5806451612903226,0.01818181818181818,0.05714285714285714,0.05517241379310345,0.02702702702702703,,0.11965811965811966,0.08620689655172414,0.3972602739726027,0.43283582089552236,0.2413793103448276,0.7058823529411765,0.12096774193548387,0.14646464646464646,1.0,1.0,2.0,1.0,2.0,17.0,3.0,3.0,,,7.0,,,0.5,0.375,,,0.047619047619047616,1.0,1.0,0.5,1.0,0.25,,1.0,,1.0,1.0,1.0,0.1111111111111111,0.047619047619047616,,,0.02,0.022222222222222223,,,1.0,False,,
2605,1610612742,Marquis Daniels,Marquis Daniels,2605,DAL,10416.0,174,11.0,327,322,143,134,42,649,12.0,20.0,1.0,5.0,4.0,6.0,11.0,,2.0,1.0,1.0,,,2.0,2.0,16.0,33,1.0,3.0,13.0,48.0,335,2.0,6.0,6.0,7.0,14,2.0,5.0,19.0,6.0,26.0,,1.0,,6.0,,5.0,2.0,8.0,,10.0,8.0,18,14.0,22,19.0,16.0,3.0,,,,,19.0,143,1.0,3.0,0.1875,0.2,,0.3333333333333333,0.5,0.48484848484848486,0.3333333333333333,0.5,0.4861111111111111,0.3333333333333333,0.4375,0.5581395348837209,0.42857142857142855,0.5,0.08333333333333333,,0.18181818181818182,0.09090909090909091,,14.095744680851064,,0.08333333333333333,0.04132231404958678,0.05555555555555555,0.07575757575757576,0.04938271604938271,,0.03333333333333333,0.14285714285714285,0.043478260869565216,0.07692307692307693,,0.5555555555555556,0.6,0.8,0.16666666666666666,0.3055555555555556,0.05555555555555555,,,0.027777777777777776,1.0,1.0,,0.05555555555555555,,,,0.8333333333333334,0.2,0.375,0.6666666666666666,,0.125,0.6388888888888888,,0.5075828571428572,0.587,0.46184333333333333,0.125,0.3958333333333333,4.133333333333334,39.86666666666667,0.43730886850152906,4.0,2.0,18.0,6.0,24.0,2.0,4.0,3.0,4.0,11.0,54.0,3.0,,3.0,3.0,,4.0,2.0,3.0,6.0,1.0,,10.0,,3.0,1.0,3.0,,2.0,6.0,,,0.25,0.4,0.07317073170731707,0.1,0.023255813953488372,0.037037037037037035,0.14285714285714285,0.07894736842105263,,0.36363636363636365,0.4,0.25,,0.15,0.16216216216216217,,,,,,2.0,,3.0,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,1.0,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,28501.0,475,19.0,882,876,250,260,103,1758,31.0,61.0,2.0,3.0,8.0,17.0,38.0,15.0,28.0,,,,,7.0,5.0,66.0,127,,7.0,41.0,173.0,956,5.0,11.0,11.0,16.0,32,5.0,18.0,50.0,48.0,84.0,,6.0,,12.0,,9.0,7.0,12.0,2.0,21.0,11.0,32,27.0,60,62.0,59.0,8.0,3.0,1.0,3.0,2.0,50.0,250,9.0,7.0,0.36363636363636365,0.375,,,,0.5196850393700787,0.45454545454545453,0.5,0.4925373134328358,0.4166666666666667,0.43243243243243246,0.5440251572327044,0.4583333333333333,0.5208333333333334,0.05223880597014925,,0.09448818897637795,0.13157894736842105,,19.36444885799404,0.05263157894736842,0.04081632653061224,0.02903225806451613,0.09859154929577464,0.052054794520547946,0.0275,0.017094017094017096,0.04310344827586207,0.03614457831325301,0.1,0.09523809523809523,0.6666666666666666,0.4552238805970149,0.5081967213114754,0.5740740740740741,0.25806451612903225,0.2835820895522388,0.208955223880597,0.5357142857142857,0.5357142857142857,,,,,0.05223880597014925,,,,0.25,0.6666666666666666,0.4594594594594595,0.47058823529411764,,0.13513513513513514,0.5074626865671642,,0.4703233082706767,0.45779500000000006,0.45951111111111104,0.06358381502890173,0.28901734104046245,6.61496062992126,29.7,0.2834467120181406,20.0,4.0,27.0,13.0,40.0,4.0,9.0,12.0,1.0,14.0,93.0,2.0,1.0,13.0,8.0,5.0,25.0,3.0,18.0,12.0,7.0,1.0,37.0,4.0,3.0,2.0,8.0,1.0,10.0,27.0,1.0,,0.11475409836065574,0.6756756756756757,0.022222222222222223,0.0449438202247191,0.028846153846153848,0.03076923076923077,,0.042105263157894736,0.018518518518518517,0.5263157894736842,0.6060606060606061,0.35,0.6,0.17880794701986755,0.1875,,1.0,,,1.0,1.0,,,,,14.0,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,False,1.0,1.0
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,32898.0,548,63.0,1018,1010,366,402,130,2028,21.0,41.0,3.0,8.0,9.0,16.0,59.0,21.0,63.0,12.0,31.0,11.0,3.0,14.0,7.0,63.0,163,15.0,45.0,37.0,208.0,1063,7.0,18.0,26.0,23.0,66,18.0,19.0,80.0,24.0,102.0,45.0,13.0,3.0,9.0,,12.0,13.0,16.0,2.0,31.0,17.0,48,8.0,33,40.0,48.0,12.0,6.0,3.0,6.0,5.0,80.0,366,1.0,13.0,0.19047619047619047,0.2033898305084746,1.0,0.3333333333333333,0.3409090909090909,0.38650306748466257,0.3888888888888889,0.3484848484848485,0.4110576923076923,0.47619047619047616,0.3630952380952381,0.44782608695652176,0.5416666666666666,0.4030612244897959,0.21634615384615385,,0.05521472392638037,0.05084745762711865,,21.95744680851064,0.041666666666666664,0.04804804804804805,0.031413612565445025,0.11711711711711711,0.06531531531531531,0.03305785123966942,0.02127659574468085,0.024390243902439025,0.06451612903225806,0.11267605633802817,0.125,0.8333333333333334,0.1971153846153846,0.5121951219512195,0.5833333333333334,0.3333333333333333,0.28365384615384615,0.30288461538461536,0.3333333333333333,0.3387096774193548,0.14903846153846154,0.3870967741935484,0.3870967741935484,1.0,0.0673076923076923,0.21428571428571427,0.21428571428571427,1.0,0.38095238095238093,0.375,0.19047619047619047,0.5625,0.13095238095238096,0.08333333333333333,0.41346153846153844,0.23076923076923078,0.4495205314009662,0.4864736842105262,0.42484156626506037,0.125,0.38461538461538464,10.426380368098162,24.397777777777776,0.35952848722986247,21.0,8.0,30.0,11.0,41.0,8.0,3.0,14.0,8.0,8.0,93.0,4.0,1.0,7.0,6.0,1.0,13.0,,9.0,15.0,4.0,1.0,28.0,1.0,10.0,1.0,11.0,3.0,2.0,12.0,3.0,,0.12195121951219512,0.4642857142857143,0.0392156862745098,0.06666666666666667,0.014705882352941176,0.03225806451612903,0.05,0.05982905982905983,0.008547008547008548,0.3559322033898305,0.375,0.047619047619047616,0.19047619047619047,0.05504587155963303,0.06936416184971098,1.0,2.0,1.0,2.0,3.0,6.0,5.0,,1.0,1.0,1.0,2.0,,0.6666666666666666,0.2777777777777778,,0.04,0.09523809523809523,0.5,1.0,0.14285714285714285,4.0,0.36363636363636365,1.0,1.0,,,,,,0.047619047619047616,1.0,1.0,,0.015873015873015872,1.0,,,False,1.0,
353,1610612742,Darrell Armstrong,Darrell Armstrong,353,DAL,1639.0,27,-4.0,52,50,23,31,7,102,,1.0,,,,,,1.0,2.0,,1.0,1.0,,2.0,1.0,1.0,3,,3.0,,2.0,61,,,,1.0,1,2.0,,2.0,,2.0,,2.0,,1.0,,1.0,,2.0,,2.0,1.0,3,3.0,6,2.0,,,1.0,1.0,1.0,,2.0,23,1.0,,,,,,,0.3333333333333333,,1.0,0.16666666666666666,,0.3333333333333333,0.16666666666666666,,0.3333333333333333,0.5,,0.3333333333333333,,,10.0,,0.18181818181818182,0.05555555555555555,,0.1111111111111111,0.038461538461538464,,0.2857142857142857,,,,,0.16666666666666666,,,,,0.3333333333333333,0.5,0.5,0.16666666666666666,,,,0.3333333333333333,,,,,,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,,0.46193333333333336,,0.4946,,1.0,14.633333333333333,24.26666666666667,0.4423076923076923,,,1.0,,1.0,,,,,1.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,22081.0,368,48.0,670,680,235,300,88,1350,27.0,44.0,13.0,23.0,7.0,15.0,6.0,,,,,,,1.0,1.0,30.0,50,,1.0,22.0,82.0,728,13.0,23.0,32.0,8.0,17,1.0,11.0,27.0,32.0,28.0,,,,7.0,,36.0,9.0,38.0,13.0,60.0,47.0,107,35.0,63,24.0,35.0,6.0,18.0,8.0,18.0,12.0,27.0,235,7.0,6.0,0.5333333333333333,0.8421052631578947,,,,0.6,0.5652173913043478,0.47058823529411764,0.5882352941176471,0.5652173913043478,0.4444444444444444,0.6119402985074627,0.5925925925925926,0.5,0.0196078431372549,,0.14,,,9.922680412371134,0.3939393939393939,0.1735159817351598,0.1518987341772152,0.15,0.16845878136200718,0.1476510067114094,0.0851063829787234,0.20253164556962025,0.171875,0.15789473684210525,0.13636363636363635,0.6666666666666666,0.8627450980392157,0.6136363636363636,0.7297297297297297,0.5185185185185185,0.11764705882352941,,,,,,,,0.0196078431372549,,,,1.0,0.5652173913043478,0.8333333333333334,0.4666666666666667,,0.05555555555555555,0.8823529411764706,,0.5477279999999999,0.56578,0.5400117647058824,0.3902439024390244,0.32926829268292684,0.828,40.4,0.35074626865671643,3.0,22.0,5.0,1.0,6.0,1.0,,2.0,1.0,2.0,13.0,8.0,2.0,8.0,6.0,2.0,6.0,,3.0,4.0,3.0,,10.0,2.0,4.0,4.0,2.0,5.0,3.0,13.0,10.0,2.0,0.1590909090909091,0.6,0.13114754098360656,0.14285714285714285,0.2375,0.13157894736842105,0.13043478260869565,0.14473684210526316,0.15384615384615385,0.5,0.5,0.6666666666666666,,0.21311475409836064,0.21666666666666667,,,,,,6.0,,,3.0,,1.0,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,1.0,False,1.0,
2205,1610612742,DeSagana Diop,DeSagana Diop,2205,DAL,16027.0,267,16.0,485,486,80,71,54,971,19.0,28.0,7.0,13.0,3.0,5.0,4.0,1.0,2.0,,,,,,,21.0,34,,,8.0,50.0,505,7.0,13.0,16.0,4.0,6,,1.0,9.0,26.0,16.0,,,,4.0,,26.0,6.0,37.0,2.0,45.0,28.0,73,35.0,59,12.0,12.0,1.0,22.0,8.0,22.0,12.0,9.0,80,3.0,1.0,0.6190476190476191,0.9285714285714286,,,,0.6176470588235294,0.5384615384615384,0.6666666666666666,0.6176470588235294,0.5384615384615384,0.6666666666666666,0.6578947368421053,0.5714285714285714,0.6428571428571429,,,0.11764705882352941,0.25,,7.818181818181818,0.18181818181818182,0.20108695652173914,0.13131313131313133,0.10909090909090909,0.1799163179916318,0.11618257261410789,0.07142857142857142,0.2465753424657534,0.17647058823529413,0.05128205128205128,0.25,0.5454545454545454,0.8235294117647058,0.6785714285714286,0.76,0.5789473684210527,0.11764705882352941,0.058823529411764705,0.5,0.5,,,,,,,,,1.0,0.5384615384615384,0.8333333333333334,0.6,,,0.8235294117647058,,0.5529529411764705,0.607425,0.5630333333333334,0.32,0.18,2.0176470588235293,,0.16494845360824742,1.0,14.0,1.0,1.0,2.0,,1.0,,,1.0,5.0,2.0,2.0,7.0,2.0,5.0,,,,5.0,,1.0,5.0,,,6.0,2.0,2.0,4.0,7.0,14.0,1.0,0.10714285714285714,,0.046511627906976744,0.16666666666666666,0.16216216216216217,0.03225806451612903,0.08333333333333333,0.16666666666666666,0.2222222222222222,0.25,0.3333333333333333,1.0,1.0,0.1891891891891892,0.1891891891891892,,,,,,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,,
