EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedShortMidRange,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Corner3Assists,SelfOReb,LostBallOutOfBoundsTurnovers,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SelfORebPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,StepOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedArc3,on,OffensiveGoaltends,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,705.0,12,-7,20,21,11,17,7,41,2.0,2,1.0,1.0,2.0,2.0,3.0,2.0,5,4,24,1.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3,3,4,1.0,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,11,1.0,1.0,0.5,1.0,0.4,0.5,0.6666666666666666,0.4,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.4,0.6666666666666666,22.22222222222222,0.2727272727272727,0.25,0.5,0.2,0.25,0.4,1.0,1.0,0.5,0.6,0.5,1.0,0.6666666666666666,1.0,0.4,0.42078000000000004,0.4229,0.4514666666666667,0.5,1.0,4.359999999999999,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
109,1610612759,Robert Horry,Robert Horry,109,SAS,9092.0,152,51,280,277,119,94,27,557,5.0,6,,,2.0,3.0,3.0,9.0,14,47,284,,,6.0,3.0,6.0,20.0,12.0,6.0,,1.0,7.0,13.0,32,9,19,3.0,17,1.0,2.0,14.0,3.0,4.0,3.0,5.0,20.0,119,4.0,3.0,0.6666666666666666,0.6666666666666666,0.6428571428571429,,0.5,0.6666666666666666,,0.5,0.7121212121212122,1.0,0.6666666666666666,0.07142857142857142,,12.861736334405146,0.09333333333333334,0.10091743119266056,0.0967741935483871,0.125,0.07142857142857142,0.2222222222222222,0.8333333333333334,1.0,0.8,0.1111111111111111,,,0.3333333333333333,0.6666666666666666,0.7037037037037037,0.49914259259259264,,0.4523444444444444,0.1276595744680851,0.425531914893617,8.621428571428572,0.425,2.0,2.0,5.0,1.0,4.0,2.0,5.0,9.0,1.0,1.0,6.0,13.0,11.0,6.0,1.0,3.0,11.0,18.0,9.0,5.0,7.0,1.0,8.0,1.0,3.0,1.0,3.0,17.0,4.0,2.0,4.0,14.0,1.0,19.0,5.0,1.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,7.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,0.46153846153846156,0.3333333333333333,0.46153846153846156,0.48148148148148145,0.16666666666666666,0.42857142857142855,0.1111111111111111,0.16666666666666666,0.13333333333333333,0.14285714285714285,0.11764705882352941,0.13533834586466165,0.058823529411764705,0.17647058823529413,0.12121212121212122,0.03333333333333333,0.21428571428571427,0.13333333333333333,0.15384615384615385,0.6,0.6666666666666666,0.6666666666666666,0.18518518518518517,0.4,0.4,1.0,0.14814814814814814,0.25,0.25,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,1.0,0.2222222222222222,0.1111111111111111,1.0,0.5555555555555556,0.16666666666666666,0.29411764705882354,24.353846153846156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,25570.0,426,81,790,788,291,250,73,1578,38.0,63,2.0,4.0,12.0,21.0,27.0,62.0,115,239,834,4.0,9.0,13.0,18.0,37.0,76.0,44.0,80.0,4.0,5.0,8.0,9.0,59,16,43,1.0,78,2.0,20.0,87.0,15.0,7.0,3.0,7.0,76.0,291,11.0,14.0,0.3548387096774194,0.36666666666666664,0.5391304347826087,0.4444444444444444,0.4864864864864865,0.5286624203821656,0.3333333333333333,0.45918367346938777,0.6076923076923076,0.43333333333333335,0.5588235294117647,0.043478260869565216,0.037037037037037035,26.146788990825687,0.03463203463203463,0.02912621359223301,0.038461538461538464,0.0379746835443038,0.02702702702702703,0.4012738853503185,0.6031746031746031,0.6440677966101694,0.42105263157894735,0.17197452229299362,0.3333333333333333,0.5,0.42857142857142855,0.5714285714285714,0.6687898089171974,0.5089442675159235,0.4698681818181818,0.5018265306122449,0.05439330543933055,0.3179916317991632,6.434782608695651,0.36835443037974686,13.0,11.0,25.0,1.0,8.0,4.0,13.0,34.0,2.0,8.0,14.0,42.0,73.0,5.0,3.0,12.0,31.0,36.0,34.0,13.0,28.0,11.0,39.0,3.0,18.0,4.0,6.0,89.0,1.0,,12.0,32.0,6.0,50.0,19.0,14.0,5.0,20.0,3.0,14.0,13.0,6.0,3.0,33.0,2.0,10.0,7.0,28.0,,,3.0,6.0,0.8571428571428571,0.3333333333333333,0.25,0.3333333333333333,0.267515923566879,0.06349206349206349,0.6060606060606061,0.25,,0.10884353741496598,0.17391304347826086,0.01282051282051282,0.12121212121212122,0.020833333333333332,,0.06741573033707865,0.11904761904761904,0.1322314049586777,0.2,0.13793103448275862,0.8571428571428571,0.48148148148148145,0.5,0.1592356687898089,0.44,0.44,0.36363636363636365,0.050955414012738856,0.125,0.125,1.0,0.21656050955414013,0.38235294117647056,0.38235294117647056,0.8461538461538461,0.08163265306122448,0.16326530612244897,0.25,0.38235294117647056,0.16666666666666666,0.20588235294117646,24.7547619047619,1.0,1.0,2.0,3.0,6.0,8.0,2.0,3.0,2.0,2.0,2.0,1.0,0.02702702702702703,0.15384615384615385,0.08333333333333333,0.16666666666666666,0.25,0.045454545454545456,,,,,,,,,,,,,True,,,,,
2757,1610612759,Beno Udrih,Beno Udrih,2757,SAS,1159.0,19,6,35,35,12,17,7,70,,1,,,,1.0,4.0,,7,3,31,,,,,3.0,,,,,,,,1,3,6,,1,,1.0,,,,,,,12,,,,,,,,0.125,,,0.125,,,,,30.232558139534884,,,,,,0.08333333333333333,,,,0.3333333333333333,,,0.14285714285714285,,0.5,0.426375,0.23415,0.45035714285714284,,,9.9,0.34285714285714286,,,2.0,,1.0,1.0,1.0,4.0,,3.0,1.0,5.0,,,,4.0,,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,,5.0,,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,0.2,,0.2,0.4166666666666667,,,,,0.06666666666666667,,,0.05263157894736842,,,,,0.16666666666666666,,,,,,0.16666666666666666,,,,0.08333333333333333,,,,0.3333333333333333,0.25,0.25,,0.14285714285714285,0.42857142857142855,,0.25,,,24.86,,,1.0,1.0,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,
699,1610612759,Brent Barry,Brent Barry,699,SAS,7299.0,122,5,237,232,126,100,23,469,4.0,8,1.0,2.0,2.0,3.0,2.0,4.0,11,34,255,1.0,2.0,2.0,2.0,3.0,18.0,8.0,,,2.0,2.0,2.0,14,8,12,1.0,10,1.0,1.0,9.0,3.0,,,,18.0,126,2.0,3.0,1.0,1.0,0.36363636363636365,0.5,0.6666666666666666,0.52,0.5,0.65,0.5862068965517241,0.5,0.6923076923076923,0.18181818181818182,0.5,11.83206106870229,0.03225806451612903,0.021505376344086023,0.047619047619047616,0.041666666666666664,,0.32,0.5,0.5714285714285714,1.0,0.08,1.0,0.5,0.3,0.6666666666666666,0.88,0.54797,0.69275,0.52447,0.058823529411764705,0.5294117647058824,3.5,0.5316455696202531,,,1.0,3.0,5.0,2.0,3.0,9.0,1.0,5.0,6.0,14.0,8.0,,3.0,7.0,5.0,18.0,9.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,,9.0,,,1.0,11.0,,12.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,2.0,,2.0,1.0,2.0,,,,,1.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.56,0.125,0.5,,,0.13253012048192772,0.043478260869565216,,0.11320754716981132,,,0.04,0.11538461538461539,0.21875,,0.1,,,,0.04,,,,0.2,0.6,0.6,1.0,0.36,0.3333333333333333,0.3333333333333333,1.0,0.2,0.5,0.2,0.3333333333333333,0.07692307692307693,0.16666666666666666,24.599999999999994,,2.0,,,,,1.0,,,,,,0.08333333333333333,,,,1.0,,1.0,,,,,,,,,,,,True,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,17176.0,286,33,519,524,165,130,46,1043,3.0,6,,1.0,2.0,2.0,4.0,11.0,17,50,549,1.0,2.0,5.0,4.0,5.0,14.0,14.0,8.0,2.0,1.0,4.0,4.0,16,11,31,1.0,8,2.0,3.0,2.0,,7.0,3.0,7.0,14.0,165,4.0,,0.6363636363636364,0.7,0.6470588235294118,0.5,0.8,0.6621621621621622,0.625,0.6363636363636364,0.6578947368421053,0.625,0.6363636363636364,0.058823529411764705,,7.5043630017452,0.02531645569620253,0.019801980198019802,0.07407407407407407,,,0.16216216216216217,0.5,0.6,1.0,0.10810810810810811,0.25,,0.18181818181818182,1.0,0.7027027027027027,0.4973944444444444,0.4946166666666667,0.5054090909090909,0.1,0.28,9.441176470588236,0.3179190751445087,2.0,6.0,7.0,9.0,19.0,6.0,,1.0,,,9.0,20.0,1.0,,2.0,6.0,,27.0,1.0,,5.0,,5.0,,4.0,,1.0,10.0,,,,12.0,,12.0,6.0,4.0,2.0,2.0,,2.0,3.0,,1.0,5.0,1.0,3.0,,1.0,,,2.0,2.0,1.0,0.45,0.3333333333333333,0.45,0.5405405405405406,0.16666666666666666,0.4,,,0.059113300492610835,,,0.048582995951417005,,,0.06557377049180328,0.05454545454545454,0.05747126436781609,,,0.2857142857142857,0.5,0.5,0.1891891891891892,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.5135135135135135,0.47368421052631576,0.47368421052631576,1.0,0.02702702702702703,,,,0.5454545454545454,,,,0.02631578947368421,0.05555555555555555,24.21,1.0,2.0,1.0,2.0,,,1.0,,1.0,,,2.0,0.06666666666666667,,0.25,0.25,0.3333333333333333,,,1.0,1.0,0.5,1.0,1.0,,,,,,,True,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,20323.0,339,76,620,617,187,162,57,1237,52.0,64,10.0,14.0,17.0,22.0,53.0,84.0,136,235,655,14.0,20.0,35.0,23.0,37.0,73.0,70.0,98.0,16.0,9.0,22.0,24.0,92,20,28,1.0,82,2.0,1.0,89.0,7.0,20.0,16.0,20.0,73.0,187,2.0,7.0,0.4166666666666667,0.4605263157894737,0.6176470588235294,0.7,0.6216216216216216,0.6131386861313869,0.7,0.6052631578947368,0.6831395348837209,0.7954545454545454,0.6886792452830188,0.0661764705882353,0.07547169811320754,28.467153284671536,0.11827956989247312,0.0942622950819672,0.140625,0.16417910447761194,0.03636363636363636,0.46715328467153283,0.8125,0.8813559322033898,0.5,0.38686131386861317,0.7,0.7142857142857143,0.5789473684210527,0.7727272727272727,0.4744525547445255,0.45767919708029203,0.5043,0.4665723684210526,0.14893617021276595,0.31063829787234043,5.9375,0.3016129032258065,28.0,4.0,19.0,,,,,1.0,,1.0,,1.0,67.0,7.0,,1.0,27.0,,1.0,,19.0,12.0,31.0,10.0,8.0,3.0,8.0,74.0,1.0,1.0,5.0,60.0,3.0,68.0,8.0,7.0,1.0,16.0,2.0,4.0,7.0,12.0,1.0,23.0,3.0,4.0,19.0,47.0,,,4.0,12.0,,,,,0.0072992700729927005,0.078125,0.6956521739130435,0.2,0.04,0.26548672566371684,0.09433962264150944,0.017241379310344827,0.23297491039426524,,0.045454545454545456,0.31343283582089554,0.23076923076923078,0.2553191489361702,0.16666666666666666,,0.6,0.5283018867924528,0.5714285714285714,0.1386861313868613,0.21052631578947367,0.21052631578947367,0.5,,,,,0.0072992700729927005,,,,,0.02631578947368421,,,0.28484848484848485,0.2865853658536585,25.5,,,,,,2.0,4.0,,3.0,,,,0.09090909090909091,0.25,,,,,0.3,,,,,,1.0,,,,,,True,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,19254.0,321,61,604,603,257,218,51,1207,33.0,54,1.0,4.0,13.0,26.0,36.0,71.0,142,183,653,2.0,7.0,8.0,30.0,62.0,91.0,28.0,114.0,,11.0,4.0,4.0,31,7,24,2.0,29,,1.0,41.0,5.0,1.0,1.0,1.0,91.0,257,7.0,5.0,0.19718309859154928,0.19718309859154928,0.5,0.2857142857142857,0.4838709677419355,0.4966442953020134,0.2857142857142857,0.4852941176470588,0.5446428571428571,0.4444444444444444,0.5548780487804879,0.07746478873239436,0.05555555555555555,29.30513595166163,0.022857142857142857,0.017937219730941704,0.031746031746031744,0.016129032258064516,0.02,0.3624161073825503,0.6111111111111112,0.7333333333333333,0.18181818181818182,0.24161073825503357,0.5714285714285714,0.25,0.38235294117647056,0.5,0.40939597315436244,0.46305738255033563,0.5115000000000001,0.44007279411764705,0.04371584699453552,0.4972677595628415,9.292957746478873,0.42549668874172186,15.0,23.0,52.0,,1.0,1.0,2.0,6.0,2.0,5.0,2.0,7.0,35.0,4.0,2.0,6.0,25.0,,6.0,2.0,26.0,13.0,39.0,6.0,19.0,1.0,6.0,91.0,,,5.0,21.0,1.0,27.0,9.0,6.0,3.0,11.0,3.0,8.0,15.0,3.0,5.0,26.0,,9.0,3.0,17.0,,,,,,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.04697986577181208,0.16666666666666666,0.4230769230769231,0.0625,,0.09545454545454546,0.09803921568627451,,0.0959409594095941,,,0.03076923076923077,0.1,0.1368421052631579,0.07407407407407407,0.125,,0.4166666666666667,0.4411764705882353,0.348993288590604,0.4423076923076923,0.4423076923076923,0.30434782608695654,0.006711409395973154,,,,0.040268456375838924,0.3333333333333333,0.3333333333333333,,0.014705882352941176,0.07352941176470588,0.4,0.3333333333333333,0.10429447852760736,0.10897435897435898,28.47142857142857,,,,,6.0,7.0,1.0,,3.0,,,,0.015873015873015872,0.06666666666666667,,,,,,,,,,,,2.0,,,,,True,,,,,
1737,1610612759,Nazr Mohammed,Nazr Mohammed,1737,SAS,3286.0,55,-7,104,105,23,28,12,209,6.0,7,4.0,4.0,,,,6.0,7,15,113,4.0,4.0,9.0,,,1.0,4.0,8.0,6.0,1.0,5.0,7.0,16,6,9,1.0,3,,,4.0,,6.0,5.0,6.0,1.0,23,1.0,,0.3333333333333333,0.6666666666666666,0.8571428571428571,1.0,,0.8571428571428571,1.0,,0.8333333333333334,0.9,0.5,0.14285714285714285,,13.793103448275863,0.16666666666666666,0.15,0.18181818181818182,0.25,0.09090909090909091,1.0,0.8571428571428571,1.0,0.3333333333333333,,1.0,1.0,,,1.0,0.5127714285714285,0.5202,,0.6,0.06666666666666667,1.8571428571428572,0.22115384615384615,,,,,,,,,,,,,3.0,1.0,,,1.0,,,,1.0,,1.0,,1.0,,,2.0,1.0,1.0,1.0,5.0,3.0,9.0,1.0,1.0,,2.0,1.0,1.0,5.0,1.0,,7.0,,2.0,,2.0,,,1.0,4.0,,,,,,0.14285714285714285,0.2857142857142857,0.6,0.3333333333333333,0.10416666666666667,0.14285714285714285,0.1,0.10909090909090909,0.125,,0.08333333333333333,0.3076923076923077,,0.2,,0.6666666666666666,,,,,,,,,,,,,,,,,,,0.2222222222222222,0.2222222222222222,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,True,,,,,
714,1610612759,Michael Finley,Michael Finley,714,SAS,15525.0,259,78,488,484,201,180,38,972,4.0,11,1.0,1.0,,2.0,8.0,17.0,34,78,508,2.0,3.0,7.0,4.0,8.0,28.0,16.0,18.0,2.0,2.0,1.0,1.0,34,7,11,1.0,15,,1.0,14.0,5.0,3.0,3.0,3.0,28.0,201,2.0,4.0,0.47058823529411764,0.5,0.5,0.6666666666666666,0.5,0.5333333333333333,0.875,0.5263157894736842,0.5746268656716418,0.875,0.6086956521739131,0.058823529411764705,,13.446969696969695,0.006944444444444444,0.00546448087431694,,0.02040816326530612,,0.18333333333333332,0.36363636363636365,0.4444444444444444,0.5,0.13333333333333333,0.25,1.0,0.10526315789473684,,0.6166666666666667,0.4809591666666666,0.4103625,0.43350263157894736,0.08974358974358974,0.358974358974359,10.438235294117646,0.41188524590163933,4.0,9.0,15.0,5.0,11.0,4.0,5.0,15.0,3.0,7.0,10.0,26.0,14.0,,4.0,11.0,8.0,30.0,15.0,5.0,6.0,4.0,10.0,2.0,5.0,1.0,,24.0,,,9.0,22.0,2.0,33.0,7.0,5.0,2.0,3.0,,2.0,2.0,1.0,,5.0,,1.0,,2.0,,,,3.0,1.0,0.38461538461538464,0.36363636363636365,0.38461538461538464,0.43333333333333335,0.18181818181818182,0.6,0.15384615384615385,,0.12429378531073447,0.21951219512195122,,0.14220183486238533,,,0.14285714285714285,0.05555555555555555,0.16417910447761194,0.20833333333333334,0.23529411764705882,1.0,0.5,0.5,0.25,0.6,0.6,0.6666666666666666,0.18333333333333332,0.45454545454545453,0.45454545454545453,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,0.21052631578947367,0.3684210526315789,0.42857142857142855,0.3333333333333333,0.03225806451612903,0.05555555555555555,24.353846153846156,,1.0,1.0,1.0,,2.0,,,1.0,1.0,,,,,,0.25,0.25,,,,1.0,1.0,,,,,1.0,1.0,1.0,,True,,,,,
