EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2A,PtsAssisted2s,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,FG3A,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,PenaltyPointsPct,Avg3ptShotDistance,FtPoints,PenaltyFtPoints,AtRimAssists,ShortMidRangeAssists,DefThreePtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Loose Ball Fouls Drawn,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,on,SecondChanceFtPoints,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LostBallSteals,Travels,Offensive Fouls,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,LostBallTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,BlocksRecoveredPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,FTOffRebounds,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Assisted3sPct,SecondChanceFg3Pct,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,SecondChanceArc3FGA,SecondChanceArc3Frequency,BlockedLongMidRange
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,308.0,5,-6,11,12,8.0,8.0,1.0,23,1.0,2.0,1.0,2.0,2.0,16,1.0,2.0,1.0,1.0,8.0,1.0,1.0,0.5,0.5,0.5,15.384615384615383,1.0,0.5,0.5,1.0,0.4003,0.3924,20.5,0.7272727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,1610612749,Charlie Bell,Charlie Bell,2294,MIL,923.0,15,-3,35,35,27.0,25.0,2.0,70,,2.0,1.0,6.0,2.0,38,4.0,2.0,1.0,1.0,27.0,1.0,1.0,0.16666666666666666,0.14285714285714285,0.14285714285714285,18.42105263157895,0.2857142857142857,,,,0.5072142857142857,0.51802,5.25,0.7714285714285715,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.2,0.2,0.14285714285714285,0.5714285714285714,0.25,0.25,1.0,0.14285714285714285,0.6,0.3333333333333333,0.2,0.7142857142857143,1.0,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,1610612749,Jiri Welsch,Jiri Welsch,2412,MIL,923.0,15,-3,35,35,27.0,25.0,2.0,70,1.0,3.0,2.0,4.0,7.0,38,3.0,4.0,1.0,1.0,27.0,1.0,1.0,0.5,0.5,0.5833333333333334,15.789473684210526,0.75,0.3333333333333333,0.3333333333333333,1.0,0.421025,0.4293666666666667,13.325000000000001,0.7714285714285715,1.0,1.0,1.0,1.0,,,,2.0,,7.0,2.0,2.0,,4.0,3.0,7.0,0.6666666666666666,0.6666666666666666,0.7,,0.25,1.0,1.0,1.0,,0.3333333333333333,1.0,,0.25,1.0,,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,743.0,12,3,27,27,19.0,17.0,2.0,54,,,6.0,7.0,13.0,26,1.0,8.0,,1.0,19.0,0.6666666666666666,0.8,0.8571428571428571,0.8571428571428571,0.9285714285714286,23.333333333333336,,,,,0.5042285714285714,0.5453,2.9,0.7037037037037037,4.0,5.0,1.0,1.0,,,,1.0,,2.0,,,,,1.0,2.0,1.0,1.0,1.0,,0.7142857142857143,0.8,0.8,0.75,,1.0,1.0,,0.7142857142857143,0.15384615384615385,,1.0,,,,1.0,,2.0,4.0,,,1.0,1.0,,,,0.2,0.2,,0.14285714285714285,0.14285714285714285,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.2,0.18181818181818182,0.14285714285714285,0.5,0.2,0.3333333333333333,1.0,0.2857142857142857,1.0,1.0,0.5,1.0,0.5,0.5394,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,1610612749,T.J. Ford,T.J. Ford,2551,MIL,166.0,3,5,5,5,,,1.0,10,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,1610612749,Mo Williams,Mo Williams,2590,MIL,525.0,9,-12,21,21,19.0,16.0,,42,1.0,1.0,2.0,3.0,7.0,29,3.0,,,,19.0,,,0.6666666666666666,0.5,0.5,38.095238095238095,0.14285714285714285,1.0,1.0,,0.4860642857142857,0.4860642857142857,9.9,0.9047619047619048,,1.0,,1.0,,,4.0,2.0,4.0,7.0,3.0,3.0,,6.0,,7.0,0.6666666666666666,0.5,0.5,0.5714285714285714,0.14285714285714285,,,,,0.14285714285714285,,,0.7142857142857143,1.0,26.0,,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,4.0,,,,,,,,,,,,,,,,,,0.14285714285714285,1.0,1.0,,,,,,,1.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.5714285714285714,0.25,0.25,0.5714285714285714,0.25,0.25,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,1610612749,Ervin Johnson,Ervin Johnson,911,MIL,653.0,11,-4,27,26,23.0,20.0,,53,,1.0,,1.0,2.0,29,1.0,,1.0,1.0,23.0,,,,,0.5,11.11111111111111,1.0,,,,0.326,0.326,14.5,0.8518518518518519,,,,,,,,,,2.0,,,,,1.0,2.0,,,0.5,,,,,,,,,,,1.0,,2.0,2.0,,,1.0,,4.0,4.0,1.0,1.0,2.0,,1.0,1.0,,0.2,0.4444444444444444,,,,,,,,,,,,,,3.0,,,,,,,,0.75,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,1610612749,Jermaine Jackson,Jermaine Jackson,1983,MIL,232.0,4,4,9,9,8.0,9.0,1.0,18,,2.0,,2.0,,5,2.0,,,1.0,8.0,,,,,,20.0,1.0,,,,0.34355,0.34355,16.8,0.8888888888888888,,,,,,,,,,,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,1610612749,Joe Smith,Joe Smith,693,MIL,142.0,2,1,5,5,4.0,5.0,1.0,10,,,1.0,2.0,2.0,5,2.0,,,,4.0,,,0.5,0.5,0.5,33.333333333333336,,,,,0.29875,0.29875,13.55,0.8,,,,,,,,1.0,,2.0,,,,,,2.0,0.5,0.5,0.5,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,,1.0,,,,1.0,1.0,1.0,,,0.3333333333333333,,,,,1.0,0.5,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,9999.0,167,-29,297,297,72.0,77.0,36.0,594,1.0,9.0,19.0,44.0,41.0,357,4.0,28.0,8.0,20.0,72.0,0.7368421052631579,0.7777777777777778,0.4318181818181818,0.4318181818181818,0.4270833333333333,16.519174041297934,0.20454545454545456,0.1111111111111111,0.1111111111111111,1.0,0.4743909090909091,0.44015,5.613636363636363,0.24242424242424243,14.0,25.0,2.0,2.0,,,,2.0,,4.0,11.0,17.0,1.0,40.0,8.0,4.0,0.5,0.5,0.3333333333333333,,0.5681818181818182,0.56,0.6363636363636364,0.7857142857142857,,0.5,1.0,,0.5681818181818182,0.0975609756097561,,3.0,,7.0,3.0,5.0,4.0,22.0,31.0,3.0,2.0,8.0,2.0,2.0,2.0,0.3333333333333333,0.1282051282051282,0.140625,0.08695652173913043,0.043478260869565216,0.043478260869565216,3.0,8.0,4.0,10.0,4.0,12.0,10.0,10.0,2.0,8.0,13.0,9.0,2.0,,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14606741573033707,0.06666666666666667,0.06382978723404255,0.045454545454545456,0.14634146341463414,0.1875,0.1,0.22727272727272727,0.4,0.4444444444444444,0.5,0.6666666666666666,0.375,0.45675555555555547,0.24390243902439024,2.0,,,,,,,,,,2.0,5.0,8.0,2.0,,,,,,,,,,3.0,3.0,0.375,1.0,0.047619047619047616,,False,2.0,4.0,6.0,3.0,3.0,1.0,2.0,1.0,1.0,0.09090909090909091,0.12,0.1,0.15384615384615385,0.04,0.05555555555555555,0.2608695652173913,0.04,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
