EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,Minutes,PlusMinus,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceFG2M,LostBallOutOfBoundsTurnovers,Offensive Fouls,Technical Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctAssisted,PtsUnassisted3s,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimFGM,PtsPutbacks,3SecondViolations,ShortMidRangePctBlocked,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedArc3,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,OffensiveGoaltends,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,27.0,1,1,1,1,2,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
109,1610612759,Robert Horry,Robert Horry,109,SAS,13456.0,419,418,174,140,837,174,0.4152744630071599,224.0,-6.0,41.0,5.0,11.0,1.0,2.0,3.0,2.0,4.0,2.0,5.0,1.0,6.0,1.0,2.0,5.0,11.0,1.0,1.0,1.0,9.0,20.0,6.0,17.0,19.0,55.0,466.0,1.0,2.0,6.0,6.0,3.0,7.0,1.0,3.0,16.0,25.0,12.0,6.0,18.0,11.0,5.0,2.0,8.0,3.0,11.0,1.0,2.0,4.0,1.0,3.0,25.0,7.0,10.0,2.0,6.0,22.0,1.0,29.0,19.0,48.0,2.0,5.0,1.0,4.0,5.0,4.0,4.0,5.0,1.0,1.0,10.0,1.0,3.0,14.0,31.0,6.0,24.0,1.0,3.0,26.0,2.0,10.0,4.0,8.0,1.0,7.0,1.0,1.0,9.0,5.0,25.0,7.0,4.0,0.6666666666666666,0.6666666666666666,1.0,0.35294117647058826,0.3333333333333333,0.35294117647058826,0.45,0.42857142857142855,0.4864864864864865,0.45,0.5612244897959183,0.5,0.6578947368421053,0.4594594594594595,0.1,0.18181818181818182,12.660944206008583,0.5,0.058823529411764705,0.14285714285714285,0.14285714285714285,0.078125,0.13333333333333333,0.14285714285714285,0.1407035175879397,0.096045197740113,0.10869565217391304,0.05555555555555555,0.06521739130434782,0.07692307692307693,0.21739130434782608,0.07547169811320754,0.11363636363636363,0.22807017543859648,0.14814814814814814,0.1111111111111111,0.10526315789473684,0.5555555555555556,0.2972972972972973,0.45454545454545453,0.5555555555555556,0.8,0.10810810810810811,0.5,0.5,0.13513513513513514,0.4,0.4,1.0,0.16216216216216217,0.16666666666666666,0.16666666666666666,1.0,0.2972972972972973,0.45454545454545453,0.45454545454545453,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.6666666666666666,0.2,0.1,1.0,0.7567567567567568,0.45454545454545453,0.5089,0.586,0.43827,0.2222222222222222,0.35714285714285715,0.10909090909090909,0.45454545454545453,6.619999999999999,24.305882352941175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,9092.0,280,277,119,94,557,119,0.425,152.0,51.0,27.0,14.0,27.0,2.0,5.0,10.0,7.0,10.0,8.0,16.0,,3.0,,1.0,3.0,8.0,1.0,1.0,1.0,29.0,53.0,3.0,11.0,23.0,90.0,284.0,4.0,1.0,3.0,5.0,10.0,20.0,1.0,2.0,11.0,34.0,24.0,34.0,9.0,8.0,3.0,3.0,6.0,7.0,13.0,1.0,6.0,5.0,,1.0,33.0,,3.0,,5.0,10.0,2.0,17.0,3.0,20.0,,8.0,6.0,2.0,7.0,,5.0,2.0,2.0,,9.0,1.0,4.0,5.0,22.0,1.0,27.0,,8.0,29.0,2.0,10.0,5.0,2.0,,2.0,,,2.0,2.0,34.0,9.0,4.0,0.41379310344827586,0.41379310344827586,1.0,0.2727272727272727,0.5,0.2727272727272727,0.5471698113207547,0.5,0.5234375,0.5227272727272727,0.577922077922078,0.35714285714285715,0.5862068965517241,0.171875,0.05660377358490566,0.1111111111111111,27.652733118971064,0.7777777777777778,0.2222222222222222,,0.09523809523809523,0.04,0.17857142857142858,,0.11278195488721804,0.027522935779816515,,0.125,0.03571428571428571,,,0.09090909090909091,0.1,0.09523809523809523,0.2,0.15384615384615385,,1.0,0.421875,0.5185185185185185,0.5833333333333334,0.5,0.15625,0.7,0.7,0.25,0.5,0.5,0.375,0.046875,,,,0.125,0.375,0.375,1.0,0.4,,0.2,0.45454545454545453,0.5,0.045454545454545456,0.045454545454545456,1.0,0.59375,0.375,0.4928304687499999,0.4107125,0.49406136363636366,0.1388888888888889,0.16393442622950818,0.05555555555555555,0.37777777777777777,7.592452830188681,24.6,1.0,1.0,1.0,1.0,0.25,0.2,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2757,1610612759,Beno Udrih,Beno Udrih,2757,SAS,790.0,24,25,8,18,49,8,0.3333333333333333,13.0,7.0,2.0,1.0,2.0,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,3.0,,,2.0,2.0,4.0,1.0,4.0,,7.0,23.0,,,,,,1.0,,3.0,,,2.0,2.0,,3.0,1.0,,2.0,,2.0,,,2.0,,,4.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,0.5,0.5,,0.25,,0.25,0.5,,0.4375,,0.4375,,,0.5,,,34.61538461538461,,,,,,,,,,,,,,,,,,,,,,0.25,0.5,0.5,,0.125,1.0,1.0,0.125,,,,0.125,,,,0.375,0.3333333333333333,0.3333333333333333,,,,,0.25,,0.25,0.5,,0.75,0.3333333333333333,0.5061687500000001,,0.5380875,,,,,8.225,24.05,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,
699,1610612759,Brent Barry,Brent Barry,699,SAS,5689.0,185,184,102,89,369,102,0.5513513513513514,95.0,-46.0,21.0,3.0,4.0,,1.0,2.0,,,3.0,3.0,2.0,4.0,,1.0,1.0,5.0,,1.0,2.0,6.0,7.0,3.0,9.0,5.0,26.0,237.0,,,2.0,2.0,2.0,3.0,2.0,3.0,2.0,12.0,10.0,2.0,9.0,5.0,1.0,,3.0,1.0,4.0,,1.0,2.0,,1.0,9.0,,,,2.0,9.0,,11.0,,11.0,,,,,1.0,,1.0,1.0,,1.0,2.0,,1.0,6.0,8.0,1.0,6.0,,1.0,5.0,,1.0,1.0,2.0,,2.0,,,2.0,2.0,12.0,2.0,1.0,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.65625,0.8333333333333334,0.6944444444444444,1.0,0.8571428571428571,0.5625,,,9.569377990430622,0.5,,,0.16666666666666666,,0.1,,0.14864864864864866,,,,,,,0.05,0.26666666666666666,0.21052631578947367,,0.2222222222222222,,1.0,0.25,0.75,0.75,1.0,,,,0.1875,1.0,1.0,0.6666666666666666,0.25,0.5,0.5,1.0,0.3125,0.2,0.2,1.0,,,,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.8125,0.2,0.52787,,0.5196166666666667,0.058823529411764705,0.125,0.07692307692307693,0.46153846153846156,8.542857142857143,25.73333333333333,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,8023.0,246,248,84,43,494,84,0.34146341463414637,134.0,-6.0,28.0,2.0,4.0,1.0,1.0,1.0,,2.0,4.0,6.0,8.0,13.0,2.0,2.0,,,,,,6.0,12.0,8.0,13.0,1.0,37.0,249.0,1.0,2.0,,6.0,2.0,4.0,1.0,2.0,,7.0,8.0,4.0,24.0,,,,4.0,1.0,5.0,,1.0,1.0,1.0,2.0,11.0,,3.0,,1.0,4.0,2.0,7.0,3.0,10.0,1.0,3.0,2.0,1.0,1.0,,1.0,,,,1.0,,,4.0,9.0,,3.0,1.0,,2.0,,1.0,,2.0,,2.0,,,2.0,,7.0,,,0.6666666666666666,0.6666666666666666,1.0,0.6153846153846154,0.5,0.6153846153846154,0.5,0.5,0.72,0.5833333333333334,0.7115384615384616,1.0,0.5833333333333334,0.52,,,9.642857142857144,1.0,0.2222222222222222,,0.04081632653061224,0.031578947368421054,0.03333333333333333,,0.0390625,0.02564102564102564,0.0625,0.034482758620689655,,,,0.08333333333333333,0.038461538461538464,,0.05555555555555555,,0.09090909090909091,,0.16,0.5,0.5,0.5,0.08,,,0.24,0.6666666666666666,0.6666666666666666,0.75,0.52,0.6153846153846154,0.6153846153846154,1.0,,,,,0.3333333333333333,0.6666666666666666,,0.16666666666666666,1.0,0.3333333333333333,,,0.68,,0.5011619999999999,0.531425,0.4646416666666667,0.038461538461538464,0.07692307692307693,0.16216216216216217,0.1891891891891892,10.275,23.430769230769233,,,,,,1.0,,,1.0,0.5,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,8261.0,248,247,67,48,495,67,0.2701612903225806,138.0,14.0,28.0,19.0,24.0,10.0,6.0,7.0,13.0,22.0,2.0,9.0,,,,,,,,,,34.0,55.0,,,27.0,95.0,271.0,15.0,,5.0,23.0,10.0,18.0,,,9.0,29.0,26.0,42.0,,,,2.0,14.0,1.0,15.0,1.0,,7.0,2.0,5.0,31.0,1.0,12.0,1.0,4.0,21.0,,25.0,14.0,39.0,5.0,4.0,3.0,1.0,6.0,1.0,1.0,3.0,5.0,,9.0,,2.0,11.0,14.0,,35.0,,,42.0,8.0,22.0,3.0,4.0,,3.0,,1.0,4.0,2.0,29.0,1.0,3.0,0.38235294117647056,0.4482758620689655,,,,,0.6181818181818182,0.5555555555555556,0.6181818181818182,0.5555555555555556,0.6597222222222222,0.71875,0.6304347826086957,,0.03636363636363636,0.041666666666666664,28.82562277580071,0.6666666666666666,,0.08333333333333333,0.22826086956521738,0.14814814814814814,0.14814814814814814,0.03571428571428571,0.21008403361344538,0.11926605504587157,0.26666666666666666,0.125,0.037037037037037035,,0.1,0.28125,0.125,0.25,0.2222222222222222,,0.2631578947368421,0.5,0.43636363636363634,0.7916666666666666,0.8260869565217391,0.47368421052631576,0.4,0.5909090909090909,0.6190476190476191,0.16363636363636364,0.2222222222222222,0.2222222222222222,0.5,,,,,,,,,0.6666666666666666,,,0.3888888888888889,0.8571428571428571,,,,0.43636363636363634,,0.46024,0.49548571428571425,0.4310055555555555,0.3188405797101449,0.3188405797101449,0.24210526315789474,0.30526315789473685,6.1454545454545455,,9.0,1.0,,,0.6,0.6,0.23076923076923078,,,,,,,,,7.0,10.0,1.0,0.045454545454545456,0.7,0.42857142857142855,,,,,,,,True,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,9384.0,303,298,145,104,601,145,0.47854785478547857,156.0,10.0,30.0,19.0,35.0,3.0,10.0,17.0,8.0,22.0,12.0,28.0,,1.0,,1.0,1.0,4.0,,1.0,4.0,39.0,85.0,1.0,5.0,30.0,111.0,323.0,4.0,,2.0,4.0,20.0,43.0,1.0,5.0,20.0,63.0,16.0,62.0,,4.0,1.0,8.0,9.0,8.0,17.0,5.0,3.0,5.0,,4.0,42.0,,4.0,,7.0,7.0,,14.0,4.0,18.0,1.0,4.0,2.0,2.0,6.0,,4.0,16.0,2.0,8.0,22.0,,11.0,4.0,10.0,,21.0,1.0,1.0,34.0,2.0,12.0,6.0,,,,,,,,63.0,1.0,6.0,0.20512820512820512,0.20512820512820512,,0.2,0.2,0.2,0.4588235294117647,0.46511627906976744,0.45,0.4479166666666667,0.5235849056603774,0.4,0.5338983050847458,0.05555555555555555,0.09411764705882353,0.17142857142857143,37.8698224852071,0.2727272727272727,,,0.06542056074766354,0.04081632653061224,0.23333333333333334,,0.10218978102189781,0.031746031746031744,0.02702702702702703,0.07142857142857142,0.030303030303030304,,,0.027777777777777776,0.06896551724137931,0.09523809523809523,0.1875,0.2857142857142857,0.025,,0.3888888888888889,0.5428571428571428,0.6551724137931034,0.21052631578947367,0.24444444444444444,0.36363636363636365,0.4,0.3111111111111111,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.011111111111111112,,,,0.044444444444444446,0.25,0.25,,0.75,,,0.3541666666666667,0.5882352941176471,0.020833333333333332,0.08333333333333333,0.25,0.4444444444444444,0.25,0.47553333333333336,0.6684,0.45134583333333333,0.12,0.12631578947368421,0.036036036036036036,0.5675675675675675,8.341176470588236,28.52,1.0,1.0,4.0,,0.25,0.25,,3.0,,,,,,,,1.0,,1.0,0.09090909090909091,0.3333333333333333,1.0,1.0,,,,,,,True,,,,,,
89,1610612759,Nick Van Exel,Nick Van Exel,89,SAS,3355.0,94,96,23,18,190,23,0.24468085106382978,56.0,-24.0,8.0,1.0,1.0,,,,,6.0,,2.0,1.0,3.0,,1.0,,2.0,1.0,,,1.0,9.0,1.0,5.0,5.0,10.0,123.0,,1.0,,,,2.0,,1.0,2.0,2.0,,2.0,3.0,2.0,,,6.0,1.0,7.0,1.0,,3.0,1.0,2.0,15.0,,,,,3.0,,3.0,,3.0,,,,,1.0,,,1.0,1.0,1.0,2.0,,1.0,3.0,7.0,,3.0,,,5.0,,1.0,,1.0,1.0,,,1.0,2.0,,2.0,1.0,,,,1.0,0.2,,0.2,0.1111111111111111,,0.17857142857142858,,0.3125,,0.25,0.35714285714285715,,,17.475728155339805,0.5,,,0.07692307692307693,,,,0.06,,,,,,,,0.13333333333333333,0.09090909090909091,,,,,0.07142857142857142,1.0,1.0,,0.42857142857142855,,,0.14285714285714285,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,,,,,,1.0,,,0.3333333333333333,,,0.42857142857142855,,0.4437464285714286,,0.40368333333333334,0.125,0.1,,0.2,9.38888888888889,24.400000000000002,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.16666666666666666,,,,True,,,,,,
714,1610612759,Michael Finley,Michael Finley,714,SAS,6002.0,191,192,93,100,383,93,0.4869109947643979,100.0,-24.0,11.0,3.0,4.0,,,1.0,1.0,2.0,3.0,10.0,2.0,7.0,1.0,4.0,1.0,7.0,,1.0,3.0,7.0,16.0,3.0,14.0,1.0,24.0,235.0,1.0,1.0,,5.0,1.0,6.0,2.0,7.0,,8.0,12.0,2.0,9.0,7.0,1.0,,4.0,3.0,7.0,2.0,1.0,2.0,1.0,1.0,17.0,,,,4.0,11.0,,15.0,,15.0,,1.0,1.0,,1.0,,1.0,1.0,,,2.0,,1.0,3.0,5.0,,3.0,,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,8.0,2.0,,0.8571428571428571,0.8571428571428571,1.0,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.4375,0.16666666666666666,0.38333333333333336,0.3076923076923077,0.3870967741935484,1.25,0.3076923076923077,0.4666666666666667,,,15.920398009950251,0.5,,,0.1527777777777778,,0.2222222222222222,,0.16666666666666666,,,,,,,0.2,0.041666666666666664,0.21739130434782608,0.2,0.25,,1.0,0.13333333333333333,0.75,0.75,1.0,0.06666666666666667,0.5,0.5,0.3333333333333333,0.3,0.3,1.0,0.23333333333333334,0.2857142857142857,0.2857142857142857,1.0,0.23333333333333334,0.14285714285714285,0.16666666666666666,1.0,,0.5,,0.07692307692307693,,0.3076923076923077,0.23076923076923078,0.3333333333333333,0.6,0.14285714285714285,0.48643833333333336,0.496225,0.46313461538461537,,,0.20833333333333334,0.3333333333333333,12.406250000000002,24.321428571428573,1.0,,,,1.0,1.25,,,1.0,0.25,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,0.07142857142857142,0.14285714285714285,True,,,,,,
