EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,Fouls,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,SecondChanceAtRimFGA,SecondChanceFG2A,AtRimAssists,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,ShortMidRangeFGM,OffTwoPtRebounds,OffRebounds,Steals,LostBallSteals,ShootingFouls,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,on,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,BadPassSteals,BlockedAtRim,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,BlocksRecoveredPct,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Corner3FGM,SecondChanceFtPoints,HeaveAttempts,OffThreePtRebounds,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
101128,1610612758,Francisco Garcia,Francisco Garcia,101128,SAC,560.0,9.0,-11,20.0,20,20.0,20,1.0,40,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,6.0,23,2.0,5.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,20.0,1.0,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.5,28.571428571428573,0.125,0.1111111111111111,0.3333333333333333,0.2,1.0,1.0,1.0,0.2,0.6,0.3333333333333333,0.3333333333333333,0.2,1.0,0.2,0.36492,0.36492,1.0,12.86,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101179,1610612758,Ronnie Price,Ronnie Price,101179,SAC,560.0,9.0,-11,20.0,20,20.0,20,1.0,40,,1.0,,1.0,,,2.0,,3.0,,,23,,3.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,14.285714285714286,,,,0.3333333333333333,,,,,0.6666666666666666,,,0.3333333333333333,,0.3333333333333333,0.42796666666666666,0.42796666666666666,,13.4,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,1610612758,Jason Hart,Jason Hart,2078,SAC,560.0,9.0,-11,20.0,20,20.0,20,1.0,40,,2.0,,2.0,1.0,,1.0,,4.0,,,23,,4.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,23.80952380952381,,,,0.5,,,,0.25,0.25,,,0.5,,0.5,0.47125,0.47125,,8.975000000000001,1.0,1.0,2.0,2.0,1.0,4.0,,,,0.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5498,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,1610612758,Kevin Martin,Kevin Martin,2755,SAC,181.0,3.0,-7,6.0,7,6.0,7,1.0,13,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,1610612758,Vitaly Potapenko,Vitaly Potapenko,958,SAC,560.0,9.0,-11,20.0,20,20.0,20,1.0,40,,,,,2.0,,2.0,2.0,4.0,,4.0,23,2.0,4.0,,4.0,4.0,,,,1.0,,,,,,,4.0,20.0,,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,19.047619047619047,,,,,,,,0.5,0.5,,,,,,0.383525,0.383525,1.0,13.425,1.0,,,,,,2.0,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,0.07692307692307693,0.07692307692307693,0.14285714285714285,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1610612758,Corliss Williamson,Corliss Williamson,722,SAC,379.0,6.0,-4,14.0,13,14.0,13,,27,,,,,2.0,,,1.0,2.0,,2.0,14,1.0,2.0,,2.0,,2.0,,1.0,1.0,,,,,,,2.0,14.0,,,,0.5,0.5,0.5,0.5,0.5,0.5,14.285714285714285,,0.16666666666666666,,,,,,1.0,,,,,,,0.33345,0.33345,1.0,5.25,1.0,,,,,,3.0,,1.0,,,,,,,,,,,,,1.0,,,,,2.0,,,,0.5,0.5,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101128,1610612758,Francisco Garcia,Francisco Garcia,101128,SAC,1899.0,32.0,-23,60.0,62,13.0,21,5.0,122,,,,,1.0,1.0,1.0,2.0,2.0,,7.0,78,,,,,2.0,2.0,1.0,1.0,1.0,,,,1.0,,1.0,,13.0,,0.5,0.5,1.0,,0.5833333333333334,,0.5833333333333334,,9.09090909090909,0.05,0.043478260869565216,0.2,,,,,0.16666666666666666,0.16666666666666666,1.0,1.0,,,0.6666666666666666,0.5124000000000001,,,12.100000000000001,0.21666666666666667,,1.0,1.0,,2.0,5.0,,1.0,,,,1.0,1.0,,,,,,,0.4004,1.0,,,2.0,1.0,4.0,,,,1.0,1.0,,,,,False,1.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.2857142857142857,24.325000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,15329.0,255.0,-35,472.0,478,155.0,148,67.0,950,6.0,13.0,3.0,8.0,11.0,12.0,42.0,23.0,66.0,27.0,100.0,556,8.0,24.0,12.0,34.0,14.0,32.0,10.0,17.0,23.0,31.0,30.0,3.0,,,,34.0,155.0,3.0,0.30434782608695654,0.3181818181818182,0.3484848484848485,0.3333333333333333,0.3967391304347826,0.36666666666666664,0.4716981132075472,0.4722222222222222,22.75229357798165,0.07407407407407407,0.08994708994708994,0.027777777777777776,0.14130434782608695,0.46153846153846156,0.5454545454545454,0.16666666666666666,0.11956521739130435,0.45652173913043476,0.2857142857142857,0.2926829268292683,0.26666666666666666,0.375,0.42391304347826086,0.4620652173913044,0.47404166666666664,0.34,13.50606060606061,0.3283898305084746,4.0,27.0,31.0,1.0,66.0,17.0,,2.0,0.06060606060606061,0.15384615384615385,3.0,10.0,15.0,11.0,10.0,18.0,7.0,0.6111111111111112,0.21428571428571427,0.48243214285714286,5.0,5.0,6.0,9.0,5.0,6.0,0.03048780487804878,0.02304147465437788,0.013333333333333334,0.45454545454545453,0.5,,7.0,0.12962962962962962,0.09375,False,3.0,9.0,23.0,9.0,26.0,2.0,10.0,18.0,23.0,9.0,4.0,,,0.6666666666666666,0.34615384615384615,0.34615384615384615,0.2,0.35714285714285715,0.35714285714285715,0.2826086956521739,,0.5,0.03260869565217391,0.25,0.391304347826087,0.391304347826087,0.6666666666666666,0.391304347826087,0.1,24.769230769230766,1.0,2.0,4.0,2.0,6.0,2.0,4.0,2.0,6.0,9.0,2.0,4.0,2.0,2.0,11.0,1.0,1.0,2.0,7.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,11.0,1.0,0.5,0.3333333333333333,0.09090909090909091,0.023809523809523808,0.05263157894736842,0.061224489795918366,0.025,0.0625,0.11764705882352941,0.18181818181818182,0.017857142857142856,0.3333333333333333,1.0,0.2857142857142857,0.5,1.0,0.2,0.3333333333333333,0.11650485436893204,0.14473684210526316,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,1610612758,Bonzi Wells,Bonzi Wells,1719,SAC,14916.0,249.0,-14,455.0,458,157.0,139,71.0,913,36.0,50.0,15.0,19.0,12.0,10.0,17.0,48.0,79.0,28.0,139.0,529,17.0,26.0,11.0,48.0,36.0,60.0,32.0,47.0,72.0,33.0,43.0,4.0,2.0,,2.0,48.0,157.0,4.0,0.375,0.5142857142857142,0.6075949367088608,0.6538461538461539,0.6379310344827587,0.6607142857142857,0.6435185185185185,0.6486486486486487,23.639774859287055,0.25396825396825395,0.2265193370165746,0.17142857142857143,0.5747126436781609,0.72,0.8571428571428571,0.3888888888888889,0.13793103448275862,0.19540229885057472,0.5882352941176471,0.5882352941176471,0.6785714285714286,0.7894736842105263,0.6666666666666666,0.5191081395348837,0.5338333333333333,0.34532374100719426,5.274683544303797,0.34505494505494505,8.0,6.0,8.0,3.0,18.0,25.0,,5.0,0.10126582278481013,0.16,19.0,19.0,3.0,7.0,5.0,18.0,3.0,0.3888888888888889,0.95,0.57968,2.0,18.0,25.0,5.0,1.0,7.0,0.1111111111111111,0.11627906976744186,0.11428571428571428,0.16666666666666666,0.16666666666666666,,9.0,0.16363636363636364,0.14705882352941177,False,2.0,4.0,6.0,5.0,8.0,15.0,38.0,15.0,5.0,4.0,4.0,2.0,,1.0,0.625,0.7142857142857143,0.7894736842105263,0.825,0.7916666666666666,0.09195402298850575,,0.4,0.022988505747126436,0.06896551724137931,0.6666666666666666,0.6666666666666666,1.0,0.8,0.2733812949640288,26.5875,15.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,26.0,2.0,2.0,,,,2.0,3.0,11.0,,2.0,3.0,1.0,5.0,2.0,1.0,18.0,,1.0,0.5,,,,0.12,0.09523809523809523,0.20930232558139536,0.3541666666666667,0.19047619047619047,0.08,0.7894736842105263,0.06666666666666667,0.05,1.0,1.0,0.07142857142857142,0.5,0.17307692307692307,0.1875,,1.0,5.0,1.0,7.0,6.0,1.0,1.0,2.0,2.0,0.46153846153846156,0.1320754716981132,0.10526315789473684,0.2,0.5,0.5,1.0,,,,,,,,,,,,
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,9988.0,166.0,-40,306.0,305,85.0,80,38.0,611,6.0,10.0,3.0,3.0,8.0,10.0,27.0,20.0,45.0,12.0,55.0,361,5.0,10.0,8.0,21.0,30.0,10.0,11.0,15.0,18.0,11.0,13.0,1.0,5.0,2.0,5.0,21.0,85.0,1.0,0.75,0.75,0.4444444444444444,0.5,0.41346153846153844,0.4642857142857143,0.4824561403508772,0.6176470588235294,18.443804034582133,0.12087912087912088,0.12195121951219512,0.14285714285714285,0.19230769230769232,0.6,0.8571428571428571,0.5,0.15384615384615385,0.5192307692307693,0.37037037037037035,0.37037037037037035,0.21428571428571427,1.0,0.3269230769230769,0.44886960784313734,0.4729884615384615,0.38181818181818183,12.724444444444442,0.2777777777777778,4.0,11.0,15.0,,34.0,20.0,,2.0,0.08888888888888889,0.3,,1.0,6.0,3.0,3.0,7.0,1.0,0.42857142857142855,,0.3821,4.0,2.0,3.0,7.0,3.0,11.0,0.017391304347826087,0.013422818791946308,0.017241379310344827,0.5,0.5714285714285714,0.5,4.0,0.125,0.13636363636363635,False,3.0,1.0,4.0,1.0,7.0,,3.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,0.14285714285714285,0.16666666666666666,,,0.5,0.1346153846153846,0.4,1.0,0.057692307692307696,0.07692307692307693,0.25,0.25,1.0,0.3333333333333333,0.05454545454545454,29.800000000000004,,,,1.0,2.0,,,1.0,4.0,,,4.0,2.0,2.0,5.0,1.0,,1.0,4.0,1.0,,,1.0,1.0,1.0,3.0,7.0,,,0.25,0.125,,0.1,0.03571428571428571,,0.09375,0.12903225806451613,0.1,,,,,,,0.14285714285714285,0.5,0.125,0.14285714285714285,,,3.0,1.0,,,,,,,,,,,,,,2.0,0.14285714285714285,,,,,,,,,,
