EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,FtPoints,PenaltyFtPoints,Corner3Assists,AtRimAssists,ShortMidRangeAssists,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,OffCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,FTOffRebounds,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,Arc3PctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,DefensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,OffensiveGoaltends,on
1496,1610612742,Keith Van Horn,Keith Van Horn,1496,DAL,6956.0,116,-54.0,219,207,56,76,26.0,426,4.0,9.0,1.0,4.0,1.0,2.0,5.0,3.0,5.0,2.0,7.0,1.0,2.0,11.0,3.0,7.0,19.0,4.0,18.0,26.0,266,1.0,7.0,2.0,2.0,4.0,4.0,4.0,10.0,4.0,12.0,2.0,11.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,6.0,6.0,7.0,1.0,14.0,7.0,21.0,1.0,1.0,4.0,2.0,5.0,1.0,7.0,17.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,56,7.0,0.7142857142857143,0.8333333333333334,1.0,0.2222222222222222,0.2222222222222222,0.3684210526315789,0.14285714285714285,0.5,0.35135135135135137,0.14285714285714285,0.25,0.35135135135135137,0.14285714285714285,0.25,0.4864864864864865,0.3157894736842105,0.2222222222222222,0.8,16.47058823529412,0.2,0.07142857142857142,0.125,0.07692307692307693,0.25,0.02564102564102564,0.1625,0.05982905982905983,0.08,0.08,0.07142857142857142,0.034482758620689655,0.10526315789473684,0.14285714285714285,0.125,0.3157894736842105,1.0,0.24324324324324326,0.4444444444444444,0.5714285714285714,0.5,0.13513513513513514,0.13513513513513514,0.6,0.6,1.0,0.1891891891891892,0.2857142857142857,0.2857142857142857,1.0,0.2972972972972973,0.18181818181818182,0.18181818181818182,1.0,0.5714285714285714,0.25,0.25,0.5,0.125,0.375,0.7297297297297297,0.18181818181818182,0.5158567567567568,0.47768,0.52838125,0.07692307692307693,0.15384615384615385,7.326315789473684,24.144444444444446,0.2557077625570776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1559,1610612742,Adrian Griffin,Adrian Griffin,1559,DAL,14725.0,245,29.0,444,450,93,118,61.0,894,11.0,20.0,2.0,5.0,2.0,3.0,9.0,5.0,8.0,,,,,,,20.0,37.0,,,44.0,476,3.0,6.0,6.0,4.0,6.0,,10.0,16.0,24.0,,4.0,,,3.0,15.0,5.0,20.0,3.0,8.0,45.0,7.0,17.0,8.0,19.0,3.0,30.0,24.0,54.0,3.0,2.0,6.0,,9.0,2.0,14.0,30.0,1.0,2.0,9.0,2.0,,,,,,,10.0,93,2.0,0.4,0.4444444444444444,,,,0.5405405405405406,0.5,0.6666666666666666,0.5405405405405406,0.5,0.6666666666666666,0.5641025641025641,0.5,0.7142857142857143,,0.08108108108108109,0.15,,9.266409266409267,0.3333333333333333,0.12,0.13768115942028986,0.1118421052631579,0.16666666666666666,0.12727272727272726,0.14516129032258066,0.11594202898550725,0.125,0.10416666666666667,0.109375,0.14285714285714285,0.13953488372093023,0.11904761904761904,0.1509433962264151,0.1951219512195122,,0.5405405405405406,0.55,0.6470588235294118,0.2727272727272727,0.24324324324324326,0.21621621621621623,0.625,0.625,0.8,,,,,,,,,0.8333333333333334,0.4,0.5,0.6666666666666666,,,0.5405405405405406,,0.4919135135135134,0.47081999999999996,0.48755,0.13636363636363635,0.22727272727272727,6.002702702702703,,0.20945945945945946,4.0,4.0,2.0,2.0,4.0,3.0,2.0,13.0,5.0,8.0,2.0,1.0,1.0,2.0,5.0,1.0,3.0,0.07692307692307693,0.14285714285714285,0.4444444444444444,0.4444444444444444,0.25,0.07692307692307693,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,46130.0,769,86.0,1425,1407,410,426,181.0,2832,36.0,55.0,6.0,12.0,12.0,16.0,74.0,57.0,133.0,1.0,5.0,1.0,18.0,48.0,10.0,122.0,262.0,19.0,53.0,467.0,1518,16.0,36.0,74.0,29.0,63.0,11.0,141.0,90.0,154.0,48.0,10.0,47.0,18.0,13.0,39.0,15.0,54.0,9.0,13.0,123.0,14.0,22.0,18.0,123.0,26.0,167.0,37.0,204.0,26.0,20.0,11.0,1.0,37.0,15.0,37.0,56.0,4.0,5.0,142.0,13.0,12.0,8.0,4.0,12.0,10.0,,141.0,410,3.0,0.36885245901639346,0.38461538461538464,0.8421052631578947,0.3584905660377358,0.36538461538461536,0.46564885496183206,0.4444444444444444,0.4603174603174603,0.4777777777777778,0.5238095238095238,0.4527027027027027,0.5761421319796954,0.6379310344827587,0.6106194690265486,0.16825396825396827,0.04961832061068702,0.12727272727272726,0.06756756756756757,26.07640994542147,0.7027027027027027,0.3880597014925373,0.2733333333333333,0.043052837573385516,0.12244897959183673,0.08974358974358974,0.23618090452261306,0.053973013493253376,0.050359712230215826,0.029069767441860465,0.05,0.0660377358490566,0.24503311258278146,0.31543624161073824,0.26,0.12727272727272726,0.8333333333333334,0.1746031746031746,0.6545454545454545,0.75,0.25,0.23492063492063492,0.4222222222222222,0.42857142857142855,0.4318181818181818,0.49122807017543857,0.015873015873015872,0.2,0.25,1.0,0.1523809523809524,0.375,0.375,0.8333333333333334,0.2857142857142857,0.5,0.21621621621621623,0.75,0.013513513513513514,0.13513513513513514,0.34285714285714286,0.3829787234042553,0.4399011146496815,0.44133620689655173,0.4259506849315068,0.15845824411134904,0.3019271948608137,11.75496183206107,25.350943396226416,0.28771929824561404,29.0,166.0,74.0,6.0,19.0,7.0,6.0,19.0,9.0,10.0,1.0,6.0,4.0,2.0,185.0,12.0,65.0,0.14,0.03870967741935484,0.3918918918918919,0.42028985507246375,0.27586206896551724,0.17886178861788618,0.20634920634920634,4.0,6.0,3.0,4.0,6.0,30.0,3.0,9.0,1.0,1.0,1.0,5.0,15.0,1.0,25.0,2.0,24.0,0.6666666666666666,0.2727272727272727,0.018867924528301886,0.007518796992481203,0.2,0.023255813953488372,0.10810810810810811,0.16666666666666666,0.14285714285714285,0.6666666666666666,0.75,0.3,0.018518518518518517,,,,,,,,,,,,,,,,True
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,50665.0,844,88.0,1559,1541,442,475,200.0,3100,37.0,69.0,1.0,5.0,10.0,21.0,72.0,59.0,127.0,11.0,31.0,9.0,20.0,70.0,20.0,132.0,268.0,31.0,101.0,416.0,1657,13.0,30.0,40.0,33.0,81.0,29.0,110.0,82.0,182.0,84.0,,70.0,20.0,13.0,57.0,26.0,83.0,18.0,28.0,192.0,3.0,8.0,19.0,30.0,3.0,52.0,12.0,64.0,19.0,11.0,25.0,2.0,44.0,13.0,16.0,55.0,,7.0,63.0,2.0,1.0,,1.0,1.0,1.0,,110.0,442,9.0,0.3106060606060606,0.3106060606060606,0.9032258064516129,0.3069306930693069,0.3069306930693069,0.4925373134328358,0.43333333333333335,0.4074074074074074,0.483739837398374,0.4605263157894737,0.39545454545454545,0.5187032418952618,0.5,0.44715447154471544,0.27371273712737126,0.048507462686567165,0.13043478260869565,0.041666666666666664,24.640088593576966,0.4318181818181818,0.04054054054054054,0.06172839506172839,0.014234875444839857,0.11585365853658537,0.017045454545454544,0.07538461538461538,0.014905149051490514,0.012987012987012988,0.021164021164021163,0.0091324200913242,0.016260162601626018,0.043209876543209874,0.05325443786982249,0.09032258064516129,0.12195121951219512,1.0,0.18699186991869918,0.5362318840579711,0.6166666666666667,0.21621621621621623,0.1951219512195122,0.34417344173441733,0.4645669291338583,0.46825396825396826,0.4067796610169492,0.08401084010840108,0.3548387096774194,0.36666666666666664,0.9090909090909091,0.1897018970189702,0.2857142857142857,0.2898550724637681,0.9,0.13157894736842105,0.2,0.19090909090909092,0.47619047619047616,0.08181818181818182,0.18181818181818182,0.46070460704607047,0.2857142857142857,0.47132140921409227,0.4301426470588235,0.4550481818181818,0.09615384615384616,0.2644230769230769,10.891044776119406,24.332673267326726,0.2835150737652341,36.0,59.0,23.0,8.0,24.0,5.0,4.0,26.0,15.0,11.0,6.0,8.0,7.0,2.0,71.0,7.0,31.0,0.018867924528301886,0.021621621621621623,0.5,0.5217391304347826,0.25,0.07888040712468193,0.10616438356164383,3.0,6.0,4.0,3.0,8.0,5.0,7.0,9.0,,2.0,1.0,4.0,,,8.0,2.0,8.0,0.375,0.2413793103448276,0.019801980198019802,0.007874015748031496,0.03225806451612903,0.020833333333333332,0.0975609756097561,,0.15789473684210525,0.5,0.6666666666666666,0.2,,2.0,3.0,1.0,0.014285714285714285,0.05263157894736842,0.3333333333333333,,,,,,,,,,True
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,36700.0,612,117.0,1120,1107,267,268,143.0,2227,40.0,62.0,11.0,17.0,4.0,9.0,70.0,21.0,46.0,5.0,12.0,3.0,14.0,40.0,4.0,88.0,178.0,19.0,52.0,295.0,1156,14.0,27.0,53.0,12.0,26.0,7.0,53.0,62.0,114.0,54.0,16.0,40.0,14.0,9.0,20.0,5.0,25.0,5.0,9.0,55.0,3.0,28.0,21.0,57.0,15.0,93.0,31.0,124.0,19.0,7.0,21.0,1.0,40.0,8.0,26.0,69.0,6.0,12.0,67.0,3.0,7.0,6.0,1.0,10.0,6.0,1.0,53.0,267,9.0,0.3522727272727273,0.3875,0.9473684210526315,0.36538461538461536,0.36538461538461536,0.4943820224719101,0.5185185185185185,0.46153846153846156,0.5065217391304347,0.5483870967741935,0.45454545454545453,0.5545112781954887,0.6162790697674418,0.5638297872340425,0.22608695652173913,0.05056179775280899,0.04838709677419355,0.08571428571428572,23.665893271461716,0.475,0.28846153846153844,0.16193181818181818,0.0691358024691358,0.17355371900826447,0.02586206896551724,0.1649048625792812,0.05950095969289827,0.07142857142857142,0.06944444444444445,0.06748466257668712,0.03614457831325301,0.1415929203539823,0.11904761904761904,0.23008849557522124,0.13829787234042554,0.6,0.26956521739130435,0.6451612903225806,0.6779661016949152,0.25,0.30434782608695654,0.2,0.45652173913043476,0.45652173913043476,0.6190476190476191,0.05217391304347826,0.4166666666666667,0.4166666666666667,0.8,0.17391304347826086,0.35,0.35,1.0,0.5483870967741935,0.6470588235294118,0.2727272727272727,0.4444444444444444,0.09090909090909091,0.12121212121212122,0.4956521739130435,0.35,0.485283043478261,0.5201428571428571,0.46364848484848487,0.17966101694915254,0.17966101694915254,8.12247191011236,24.43653846153846,0.23839285714285716,27.0,62.0,23.0,,5.0,6.0,10.0,17.0,10.0,7.0,2.0,12.0,4.0,2.0,79.0,5.0,32.0,,0.08849557522123894,0.38571428571428573,0.421875,0.2962962962962963,0.13178294573643412,0.15609756097560976,1.0,1.0,1.0,2.0,4.0,19.0,2.0,3.0,,,,9.0,,2.0,8.0,,8.0,0.5,0.2857142857142857,,,,,0.2962962962962963,0.09090909090909091,0.03225806451612903,1.0,1.0,0.25,0.03773584905660377,3.0,1.0,,,0.0967741935483871,0.3333333333333333,1.0,1.0,3.0,3.0,1.0,0.3333333333333333,1.0,,,True
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,19783.0,330,-6.0,624,608,184,171,74.0,1232,25.0,46.0,1.0,3.0,7.0,13.0,24.0,15.0,25.0,,,,,5.0,4.0,51.0,95.0,,5.0,131.0,687,4.0,11.0,9.0,14.0,26.0,4.0,41.0,40.0,62.0,,2.0,4.0,,8.0,16.0,6.0,22.0,2.0,10.0,50.0,2.0,9.0,5.0,8.0,,13.0,11.0,24.0,18.0,14.0,9.0,,27.0,2.0,22.0,40.0,,6.0,43.0,1.0,3.0,1.0,1.0,3.0,2.0,,41.0,184,2.0,0.39215686274509803,0.4,,,,0.5368421052631579,0.36363636363636365,0.5384615384615384,0.51,0.3333333333333333,0.4666666666666667,0.5646551724137931,0.375,0.5394736842105263,0.05,0.08421052631578947,0.08695652173913043,0.16666666666666666,19.694868238557557,0.6666666666666666,,0.0427807486631016,0.0410958904109589,0.10638297872340426,0.02666666666666667,0.05555555555555555,0.03741496598639456,0.058823529411764705,0.043478260869565216,0.024390243902439025,0.03571428571428571,0.03278688524590164,0.07042253521126761,0.01818181818181818,0.10810810810810811,0.6666666666666666,0.46,0.5434782608695652,0.5952380952380952,0.28,0.24,0.25,0.6,0.6,0.5333333333333333,,,,,0.05,,,,0.25,0.3333333333333333,0.43333333333333335,0.5384615384615384,,0.13333333333333333,0.51,,0.46939696969696965,0.44586499999999996,0.4585551724137932,0.06870229007633588,0.31297709923664124,6.78421052631579,31.419999999999998,0.2948717948717949,11.0,29.0,13.0,4.0,5.0,1.0,3.0,9.0,5.0,4.0,2.0,4.0,1.0,2.0,42.0,11.0,21.0,,0.07692307692307693,0.4583333333333333,0.55,0.45454545454545453,0.19090909090909092,0.2,,1.0,,,1.0,1.0,,,1.0,,,9.0,,,6.0,,5.0,,,,,,,0.1,,0.08333333333333333,,,,,,,,,,,,,,,,,,1.0,,True
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,28334.0,472,42.0,886,876,351,360,120.0,1762,19.0,32.0,3.0,5.0,8.0,13.0,51.0,25.0,60.0,10.0,28.0,12.0,3.0,15.0,6.0,64.0,143.0,13.0,43.0,209.0,947,8.0,16.0,29.0,26.0,61.0,18.0,94.0,24.0,104.0,39.0,10.0,14.0,3.0,6.0,22.0,13.0,35.0,10.0,6.0,83.0,5.0,9.0,13.0,18.0,2.0,33.0,15.0,48.0,11.0,5.0,14.0,1.0,25.0,7.0,8.0,31.0,,11.0,42.0,5.0,4.0,2.0,2.0,4.0,3.0,,94.0,351,2.0,0.1875,0.2033898305084746,1.0,0.3023255813953488,0.30952380952380953,0.44755244755244755,0.5,0.4262295081967213,0.4489247311827957,0.5681818181818182,0.4240506329113924,0.4928571428571429,0.6041666666666666,0.4793814432989691,0.23118279569892472,0.04195804195804196,0.0625,0.058823529411764705,22.727272727272727,0.44,0.045454545454545456,0.0661764705882353,0.028125,0.1262135922330097,0.04672897196261682,0.08266666666666667,0.03278688524590164,0.056179775280898875,0.009708737864077669,0.0234375,0.04285714285714286,0.0891089108910891,0.033707865168539325,0.07317073170731707,0.1111111111111111,0.75,0.17204301075268819,0.59375,0.6333333333333333,0.2631578947368421,0.27419354838709675,0.3225806451612903,0.4166666666666667,0.423728813559322,0.28,0.15053763440860216,0.35714285714285715,0.35714285714285715,1.0,0.08064516129032258,0.2,0.2,1.0,0.22727272727272727,0.6,0.16455696202531644,0.6153846153846154,0.1518987341772152,0.0759493670886076,0.4032258064516129,0.21428571428571427,0.4432824324324326,0.48601,0.42801282051282047,0.13875598086124402,0.44976076555023925,11.025174825174828,24.28837209302326,0.3961625282167043,20.0,42.0,27.0,3.0,9.0,7.0,,9.0,8.0,1.0,1.0,6.0,,1.0,53.0,3.0,10.0,0.05405405405405406,,0.39215686274509803,0.4166666666666667,,0.05181347150259067,0.06666666666666667,1.0,2.0,1.0,3.0,6.0,4.0,5.0,,1.0,,1.0,1.0,2.0,,17.0,,18.0,0.5,0.2777777777777778,,0.016666666666666666,,0.043478260869565216,0.16129032258064516,,0.09090909090909091,0.5,1.0,0.16666666666666666,,4.0,4.0,1.0,,0.18181818181818182,0.3333333333333333,2.0,,,,,0.5,1.0,,,True
2205,1610612742,DeSagana Diop,DeSagana Diop,2205,DAL,20223.0,337,42.0,600,597,93,68,74.0,1197,17.0,27.0,4.0,11.0,3.0,4.0,3.0,,1.0,,,,,,,18.0,31.0,,,47.0,619,4.0,11.0,10.0,4.0,5.0,,11.0,26.0,10.0,,8.0,,,4.0,1.0,1.0,2.0,,1.0,5.0,3.0,30.0,10.0,44.0,2.0,56.0,33.0,89.0,2.0,,6.0,,8.0,,34.0,66.0,7.0,1.0,16.0,3.0,23.0,14.0,9.0,23.0,12.0,1.0,11.0,93,3.0,0.7222222222222222,0.9285714285714286,,,,0.5806451612903226,0.36363636363636365,0.8,0.5806451612903226,0.36363636363636365,0.8,0.618421052631579,0.4166666666666667,0.6875,,0.12903225806451613,0.1111111111111111,0.3333333333333333,6.666666666666666,0.25,0.10526315789473684,0.205607476635514,0.125,0.15151515151515152,0.05357142857142857,0.19285714285714287,0.11148648648648649,0.11864406779661017,0.16666666666666666,0.08791208791208792,0.047619047619047616,0.21428571428571427,0.20253164556962025,0.2,0.16,0.5217391304347826,0.8709677419354839,0.6296296296296297,0.7083333333333334,0.7058823529411765,0.0967741935483871,0.03225806451612903,,,,,,,,,,,,1.0,0.36363636363636365,0.8,0.75,,,0.8709677419354839,,0.5594064516129033,0.61611,0.54024,0.2127659574468085,0.23404255319148937,1.403225806451613,,0.155,1.0,11.0,3.0,1.0,,,2.0,12.0,9.0,3.0,,2.0,1.0,3.0,18.0,4.0,9.0,0.07142857142857142,0.2222222222222222,0.3333333333333333,0.5,1.0,0.25,0.25,,,,,,2.0,,,,,,1.0,,,2.0,1.0,2.0,,,,,,,0.125,,,,,,,,,1.0,,,,,,,,1.0,,,,2.0,True
2605,1610612742,Marquis Daniels,Marquis Daniels,2605,DAL,8154.0,136,27.0,257,246,100,106,33.0,503,10.0,14.0,1.0,2.0,4.0,4.0,11.0,,2.0,2.0,2.0,1.0,,2.0,2.0,15.0,27.0,2.0,4.0,46.0,258,2.0,3.0,5.0,7.0,11.0,3.0,20.0,8.0,22.0,3.0,2.0,1.0,,1.0,16.0,7.0,23.0,3.0,9.0,53.0,2.0,2.0,2.0,6.0,,8.0,4.0,12.0,3.0,2.0,4.0,,7.0,2.0,8.0,14.0,1.0,3.0,16.0,,,,,,,,20.0,100,2.0,0.26666666666666666,0.2857142857142857,0.5,0.5,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.6363636363636364,0.5806451612903226,0.6666666666666666,0.6071428571428571,0.6388888888888888,0.8333333333333334,0.625,0.12903225806451613,0.037037037037037035,0.07142857142857142,,14.675767918088736,0.42857142857142855,,0.08571428571428572,0.021505376344086023,0.06060606060606061,0.06666666666666667,0.07766990291262135,0.032520325203252036,0.034482758620689655,0.029411764705882353,,,0.038461538461538464,0.043478260869565216,0.19047619047619047,0.047619047619047616,,0.45161290322580644,0.7142857142857143,0.7692307692307693,0.3,0.3548387096774194,0.06451612903225806,,,,0.06451612903225806,1.0,1.0,0.5,0.06451612903225806,,,,0.6666666666666666,0.5,0.2857142857142857,1.0,0.07142857142857142,0.14285714285714285,0.5806451612903226,,0.5034033333333333,0.56105,0.4893653846153846,0.10869565217391304,0.43478260869565216,4.7629629629629635,35.525,0.38910505836575876,5.0,10.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,,1.0,1.0,,,13.0,3.0,6.0,0.18181818181818182,0.08333333333333333,0.45454545454545453,0.45454545454545453,0.2,0.17647058823529413,0.2,,,,,,1.0,1.0,3.0,1.0,,,6.0,,,2.0,,2.0,,0.3333333333333333,,,,,0.08333333333333333,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,True
353,1610612742,Darrell Armstrong,Darrell Armstrong,353,DAL,1186.0,20,1.0,37,36,10,19,3.0,73,,1.0,,,,,,,1.0,,,,,1.0,,,2.0,,1.0,,44,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,2.0,,1.0,,2.0,,2.0,1.0,3.0,,,,,,,3.0,5.0,,,1.0,,1.0,,1.0,1.0,,,,10,1.0,,,,,,,,,,,,,,,0.3333333333333333,0.5,1.0,,7.317073170731708,,,0.2222222222222222,0.09090909090909091,,,0.14285714285714285,0.0625,0.2,,,,,0.2857142857142857,,,,0.3333333333333333,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,,,,,0.6666666666666666,,0.42926666666666663,,,,,11.450000000000001,25.4,0.2702702702702703,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
