EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTOffRebounds,DefThreePtRebounds,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffFTReboundPct,DefThreePtReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeAssists,NonShootingPenaltyNonTakeFouls,DefArc3ReboundPct,SecondChanceArc3FGA,Steals,BadPassSteals,SecondChanceArc3Frequency,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,OffAtRimReboundPct,LongMidRangePctAssisted,on,SecondChanceFtPoints,PtsAssisted3s,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Corner3PctAssisted,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,BadPassOutOfBoundsTurnovers,Travels,Arc3PctAssisted,Fg3aBlocked,LostBallSteals,Blocked3s,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,ShortMidRangePctBlocked,SecondChanceArc3FGM,Clear Path Fouls,Loose Ball Fouls,Technical Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,OffShortMidRangeReboundPct,StepOutOfBoundsTurnovers,DefensiveGoaltends,SecondChanceCorner3PctAssisted
101195,1610612741,Luke Schenscher,Luke Schenscher,101195,CHI,1042.0,17,8.0,35,37,20,28,5.0,72,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,7.0,26.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,7.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,3.0,20,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.75,12.5,0.3333333333333333,0.2,0.08333333333333333,0.3333333333333333,0.125,0.16666666666666666,0.125,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.60635,0.5868,0.5,0.5,0.2857142857142857,0.42857142857142855,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1610612741,Eric Piatkowski,Eric Piatkowski,15,CHI,340.0,6,-1.0,12,11,8,11,2.0,23,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,1610612741,Malik Allen,Malik Allen,2124,CHI,136.0,2,,6,6,6,6,2.0,12,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,1610612741,Jannero Pargo,Jannero Pargo,2457,CHI,386.0,6,4.0,13,15,11,15,4.0,28,,,,,,,2.0,5.0,,10.0,10.0,,,3.0,2.0,4.0,,10.0,,4.0,,,,1.0,,2.0,1.0,3.0,,,,,,,,,,10.0,11,,,0.4,,0.5,0.625,1.5,0.7142857142857143,0.625,1.5,0.7142857142857143,47.05882352941176,,0.3333333333333333,,,0.4,,,,,0.5,,,,,,,,,0.375,0.38389375,0.3892785714285714,,,0.3,1.0,0.8461538461538461,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.375,1.0,0.5,1.0,0.125,1.0,1.0,0.5,0.25,0.25,0.125,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.14285714285714285,1.0,0.2857142857142857,0.5,0.5,0.4173,18.94,25.233333333333334,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1610612741,Chris Duhon,Chris Duhon,2768,CHI,852.0,14,8.0,28,30,14,21,3.0,58,,,,,,,,1.0,,,22.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,14,,,,,,,,,,,,9.67741935483871,,,,,0.07142857142857142,,,,,,,,,,,,,,0.6666666666666666,0.50585,0.474225,,,,,0.5,,,,1.0,,,,,,,,2.0,,1.0,,2.0,,,,1.0,,2.0,,1.0,1.0,,2.0,,1.0,,,,,0.6666666666666666,,0.2,,,,,0.3333333333333333,,,,,,0.6666666666666666,,,,,,,0.5,,,,23.2,25.15,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,1610612741,Othella Harrington,Othella Harrington,970,CHI,122.0,2,2.0,3,5,3,5,,8,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,3,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,440.0,7,1.0,15,15,10,14,2.0,30,,1.0,,,,1.0,1.0,3.0,3.0,5.0,12.0,,,,1.0,3.0,1.0,3.0,,2.0,,,,,,,,,,,,1.0,,2.0,,4.0,2.0,3.0,10,,,0.3333333333333333,,0.3333333333333333,0.25,,0.25,0.4166666666666667,,0.3,35.29411764705882,,,,,,,,,,,0.25,,,,,,0.25,,0.5,0.4851875,0.4851875,0.3333333333333333,0.4,,0.6,0.6666666666666666,,,1.0,2.0,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,0.25,,,,,,,0.5,0.5,0.5,,,,0.25,,,,,,,0.25,,,0.49245,10.1,25.9,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,1610612741,Ben Gordon,Ben Gordon,2732,CHI,462.0,8,4.0,15,15,5,6,1.0,30,1.0,3.0,,,1.0,1.0,2.0,5.0,3.0,10.0,10.0,,,,1.0,2.0,3.0,5.0,,4.0,,,,2.0,,2.0,,2.0,1.0,1.0,,,,3.0,1.0,3.0,,5.0,5,,,0.4,,0.5,0.4375,,0.5,0.5555555555555556,,0.8333333333333334,62.5,,0.4,,,0.2857142857142857,,,,1.0,,0.375,0.3333333333333333,0.3333333333333333,,,,0.5,1.0,0.75,0.50795625,0.5023,0.1111111111111111,,,0.5,0.3333333333333333,1.0,1.0,,1.0,,,,,,,1.0,3.0,,,1.0,3.0,,,,,3.0,3.0,1.0,,,,,,,0.3333333333333333,,,0.3333333333333333,0.375,,,,0.125,1.0,1.0,0.125,,,,,,0.375,0.3333333333333333,0.3333333333333333,,,,,,,0.3333333333333333,,6.2,25.166666666666668,,,,,,,,1.0,1.0,1.0,0.25,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,1610612741,Luol Deng,Luol Deng,2736,CHI,831.0,14,5.0,29,30,15,22,3.0,59,,,,,,,,1.0,,,18.0,,,,,,,,,,,,,2.0,2.0,5.0,,5.0,,,1.0,1.0,,1.0,,2.0,1.0,,15,,,,,,,,,,,,6.25,0.3333333333333333,0.2222222222222222,,,0.23076923076923078,,,,,0.2,,,,,,,,,,0.3084,,0.5,0.5,,,0.5172413793103449,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.25,,,,,1.0,,,,,,,,,,,,,,,,,15.3,,,,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,1610612741,Andres Nocioni,Andres Nocioni,2804,CHI,499.0,8,4.0,16,17,7,8,3.0,33,,1.0,,1.0,,1.0,1.0,3.0,,2.0,12.0,,1.0,,,1.0,,,2.0,,,,1.0,1.0,1.0,2.0,1.0,3.0,,,1.0,1.0,,,,,,,7,1.0,1.0,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,15.789473684210526,0.3333333333333333,0.2,0.125,,0.14285714285714285,0.08333333333333333,,,,0.3333333333333333,0.3333333333333333,,,,1.0,,1.0,,0.3333333333333333,0.46723333333333333,0.5735,,,,,0.4375,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,0.5735,13.066666666666668,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
