EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,Fouls,NonShootingPenaltyNonTakeFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Usage,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,on,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChancePointsPct,SecondChanceAtRimFGA,LongMidRangeFGM,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,LostBallSteals,Loose Ball Fouls,Defensive 3 Seconds Violations,FG3APct,FG3APctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyArc3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,Technical Free Throw Trips,BlockedShortMidRange,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTOffRebounds,StepOutOfBoundsTurnovers,DefensiveGoaltends,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceFG3M,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,LongMidRangePctBlocked,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,45.0,1,-1,2,2,2,2,4,1,2,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,1610612751,Jacque Vaughn,Jacque Vaughn,1521,NJN,45.0,1,-1,2,2,2,2,4,1,2,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,1610612751,Scott Padgett,Scott Padgett,1909,NJN,45.0,1,-1,2,2,2,2,4,1,2,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,1610612751,Bostjan Nachbar,Bostjan Nachbar,2411,NJN,45.0,1,-1,2,2,2,2,4,1,2,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,1610612751,Zoran Planinic,Zoran Planinic,2565,NJN,45.0,1,-1,2,2,2,2,4,1,2,1.0,,,1.0,2.0,1.0,50.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,550.0,9,5,17,16,17,16,33,9,17,1.0,,,2.0,3.0,1.0,23.80952380952381,0.25,0.25,False,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,0.25,0.25,0.25,0.25,0.4,0.4,0.25,1.0,1.0,0.25,0.5,0.25,1.0,0.25,0.36785,0.2549,0.36785,1.0,12.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,1610612751,John Thomas,John Thomas,1519,NJN,3339.0,56,-8,103,101,46,47,204,112,46,0.44660194174757284,15.0,1.0,3.0,2.0,1.0,9.75609756097561,0.14285714285714285,0.14285714285714285,False,14.0,3.0,4.0,1.0,1.0,2.0,,3.0,6.0,1.0,7.0,1.0,1.0,2.0,1.0,3.0,,,,3.0,,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.75,1.0,0.3333333333333333,,0.5,1.0,0.6666666666666666,0.49848333333333333,0.4173,0.46955,0.42857142857142855,2.5166666666666666,1.0,1.0,6.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,6.0,4.0,10.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.16666666666666666,0.25,0.4,0.14285714285714285,0.14285714285714285,0.09302325581395349,0.125,0.13513513513513514,0.07407407407407407,0.07142857142857142,0.08333333333333333,0.11764705882352941,0.42857142857142855,0.2,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,1610612751,Jacque Vaughn,Jacque Vaughn,1521,NJN,9507.0,158,-26,279,288,113,135,567,300,113,0.4050179211469534,23.0,8.0,11.0,7.0,3.0,12.578616352201257,0.08571428571428572,0.08823529411764706,False,33.0,4.0,8.0,2.0,4.0,2.0,22.0,12.0,32.0,4.0,28.0,3.0,6.0,16.0,2.0,14.0,10.0,1.0,1.0,14.0,1.0,0.375,0.375,0.36363636363636365,0.35294117647058826,0.3888888888888889,0.3888888888888889,0.24242424242424243,0.5,0.5714285714285714,0.06060606060606061,0.6666666666666666,0.23529411764705882,0.5,0.2727272727272727,0.4319625000000001,0.4368,0.42084999999999995,0.5,14.253124999999997,2.0,2.0,14.0,1.0,9.0,12.0,1.0,27.0,2.0,1.0,6.0,1.0,8.0,3.0,11.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,,4.0,,,,,,0.5833333333333334,0.5833333333333334,0.25,0.03125,0.125,0.5,0.08333333333333333,0.07792207792207792,0.017241379310344827,0.024390243902439025,0.059322033898305086,0.02127659574468085,0.02702702702702703,,0.017543859649122806,,0.03125,,0.25,0.07142857142857142,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,0.030303030303030304,1.0,1.0,0.04,0.058823529411764705,0.07407407407407407,0.2,0.36363636363636365,0.36363636363636365,0.75,0.030303030303030304,0.3333333333333333,0.058823529411764705,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,26990.0,450,8,833,840,285,315,1673,905,285,0.34213685474189676,34.0,4.0,87.0,108.0,42.0,33.903743315508024,0.15328467153284672,0.19444444444444445,False,89.0,53.0,89.0,22.0,38.0,49.0,48.0,99.0,186.0,86.0,326.0,16.0,34.0,67.0,38.0,124.0,98.0,12.0,17.0,124.0,15.0,0.532258064516129,0.5074626865671642,0.4918032786885246,0.48863636363636365,0.5567010309278351,0.5540540540540541,0.36475409836065575,0.5955056179775281,0.6385542168674698,0.20081967213114754,0.19672131147540983,0.4318181818181818,0.5789473684210527,0.6024590163934426,0.4839218106995885,0.5106026315789475,0.4771689655172413,0.3803680981595092,7.090860215053765,9.0,23.0,100.0,7.0,47.0,58.0,19.0,127.0,13.0,20.0,40.0,1.0,61.0,16.0,77.0,20.0,15.0,16.0,9.0,10.0,7.0,1.0,26.0,13.0,14.0,4.0,5.0,6.0,4.0,6.0,3.0,,0.5050505050505051,0.5263157894736842,0.46,0.03763440860215054,0.06741573033707865,0.6153846153846154,0.025,0.17094017094017094,0.050980392156862744,0.16806722689075632,0.16997167138810199,0.04371584699453552,0.10638297872340426,0.058823529411764705,,0.15789473684210525,0.12222222222222222,0.5,0.49056603773584906,0.0705521472392638,13.0,19.0,48.0,17.0,58.0,21.0,48.0,,11.0,9.0,2.0,21.0,7.0,3.0,5.0,1.0,,0.23770491803278687,,,0.02702702702702703,0.037037037037037035,0.17647058823529413,0.17777777777777778,0.3958333333333333,0.3958333333333333,0.5789473684210527,0.19672131147540983,0.65,0.19318181818181818,25.44827586206896,7.0,27.0,3.0,10.0,2.0,2.0,4.0,11.0,2.0,4.0,14.0,7.0,4.0,6.0,36.0,6.0,8.0,11.0,7.0,1.0,1.0,2.0,3.0,2.0,2.0,0.8571428571428571,0.2413793103448276,0.2857142857142857,0.2413793103448276,0.4375,0.35,0.02040816326530612,0.3103448275862069,0.05737704918032787,0.5510204081632653,0.5625,0.48148148148148145,0.040983606557377046,0.3,0.3,1.0,0.22916666666666666,0.22916666666666666,0.8181818181818182,0.5384615384615384,0.14285714285714285,0.1,0.1,0.045454545454545456,0.5,0.23529411764705882,0.22916666666666666,,,,,,,,,,,,,,,,,
2420,1610612751,Nenad Krstic,Nenad Krstic,2420,NJN,21969.0,366,-6,677,674,204,220,1351,734,204,0.30132939438700146,46.0,10.0,37.0,45.0,20.0,22.483660130718953,0.136986301369863,0.136986301369863,False,74.0,26.0,42.0,4.0,12.0,35.0,52.0,65.0,129.0,32.0,162.0,18.0,17.0,40.0,14.0,48.0,32.0,3.0,4.0,48.0,4.0,0.5038759689922481,0.425,0.5038759689922481,0.425,0.54,0.48,0.32558139534883723,0.6190476190476191,0.7027027027027027,0.2713178294573643,0.40310077519379844,0.3,0.3333333333333333,0.32558139534883723,0.43825503875968985,0.49959230769230767,0.42425000000000007,0.2962962962962963,9.396124031007751,12.0,28.0,98.0,7.0,6.0,8.0,2.0,18.0,17.0,14.0,30.0,6.0,50.0,25.0,75.0,5.0,1.0,9.0,3.0,13.0,6.0,4.0,22.0,4.0,23.0,6.0,4.0,10.0,7.0,10.0,5.0,1.0,0.7538461538461538,0.8596491228070176,0.5384615384615384,0.05426356589147287,0.11904761904761904,0.4090909090909091,0.2222222222222222,0.1507537688442211,0.07834101382488479,0.16091954022988506,0.15384615384615385,0.07920792079207921,0.10256410256410256,0.1111111111111111,0.0425531914893617,0.16129032258064516,0.17647058823529413,0.5,0.6538461538461539,0.1728395061728395,15.0,22.0,,,,,,,2.0,1.0,1.0,3.0,1.0,7.0,4.0,3.0,2.0,,,,0.08139534883720931,0.047619047619047616,0.1694915254237288,0.1282051282051282,0.4230769230769231,0.4230769230769231,1.0,,0.8333333333333334,,,8.0,17.0,,,,,,,,,,8.0,,,,,16.0,,1.0,,1.0,,4.0,,3.0,,,,,0.4444444444444444,0.4444444444444444,0.05714285714285714,0.10526315789473684,0.017543859649122806,0.4857142857142857,0.5151515151515151,0.5882352941176471,,,,,,,,0.5333333333333333,,,,,,,,1.0,1.0,1.0,0.034482758620689655,0.17391304347826086,,,,,,,,,,,,
