EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,HeaveAttempts,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockedLongMidRange,OffensiveGoaltends,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsUnassisted3s,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,3SecondViolations,on
1952,1610612756,Raja Bell,Raja Bell,1952,PHX,5343.0,89,-1,169,168,49,61,13.0,337,4.0,7.0,1.0,1.0,2.0,4.0,,1.0,,2.0,1.0,4.0,,,,5.0,11.0,1.0,1.0,2.0,4.0,4.0,10.0,6.0,15.0,5.0,31.0,185,1.0,2.0,1.0,1.0,,5.0,2.0,5.0,2.0,4.0,2.0,12.0,4.0,4.0,18.0,2.0,11.0,5.0,3.0,,4.0,3.0,7.0,3.0,,2.0,,2.0,17.0,1.0,1.0,3.0,4.0,1.0,8.0,2.0,10.0,,2.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,5.0,9.0,,,8.0,3.0,3.0,6.0,,2.0,1.0,,,,,,,,,12.0,49,1.0,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.5,0.4,0.4,0.5,0.4,0.52,0.8333333333333334,0.5555555555555556,0.5535714285714286,0.8333333333333334,0.6,0.6,,0.3,0.14285714285714285,1.0,,15.76086956521739,1.0,0.14285714285714285,0.06060606060606061,0.021739130434782608,0.17647058823529413,0.03125,0.08433734939759036,0.02564102564102564,0.058823529411764705,,,0.041666666666666664,,0.13333333333333333,0.06060606060606061,0.2,,,0.28,0.5714285714285714,0.6666666666666666,0.5,0.04,,,,0.08,,,,0.16,0.25,0.25,1.0,0.44,0.45454545454545453,0.45454545454545453,1.0,0.3333333333333333,1.0,,0.3333333333333333,1.0,1.0,0.4444444444444444,0.5,,,0.4444444444444444,0.5,0.88,0.45454545454545453,0.52805,0.6604,0.5192444444444444,0.07407407407407407,0.16666666666666666,0.16129032258064516,0.3870967741935484,3.97,25.013333333333332,0.28994082840236685,,,,,,,,,,,,,0.5,,,,,,False
2067,1610612756,Eddie House,Eddie House,2067,PHX,3373.0,56,-10,110,110,50,52,12.0,220,,1.0,,,,1.0,1.0,2.0,4.0,12.0,1.0,1.0,,1.0,1.0,2.0,7.0,,,1.0,3.0,5.0,15.0,3.0,8.0,3.0,22.0,125,,,,,,,2.0,7.0,2.0,4.0,3.0,13.0,2.0,8.0,9.0,,7.0,2.0,,1.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,,,1.0,4.0,,5.0,,5.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,2.0,,1.0,4.0,6.0,,,3.0,,,4.0,,1.0,1.0,1.0,,,,1.0,1.0,,,13.0,50,,1.0,0.2,0.2,1.0,0.375,,0.5,0.375,0.3333333333333333,,0.2857142857142857,0.41304347826086957,,0.45454545454545453,0.44,,0.5,0.34782608695652173,0.125,,,,0.14285714285714285,22.13114754098361,0.5,,0.08888888888888889,,0.1,,0.09090909090909091,,,,,,0.0625,,0.16666666666666666,0.14285714285714285,,,0.043478260869565216,,,,0.08695652173913043,0.5,0.5,,0.5217391304347826,0.3333333333333333,0.3333333333333333,0.25,0.043478260869565216,1.0,1.0,1.0,0.30434782608695654,0.2857142857142857,0.3333333333333333,1.0,,,,,,,0.09090909090909091,,0.09090909090909091,1.0,0.2727272727272727,0.3333333333333333,0.391304347826087,0.2857142857142857,0.45233043478260865,,0.4429727272727273,0.041666666666666664,0.0625,,0.5909090909090909,15.793333333333331,25.025,0.45454545454545453,,,,,,,,,,,,,,,,,,,False
2564,1610612756,Boris Diaw,Boris Diaw,2564,PHX,7232.0,121,-16,233,232,81,101,19.0,465,16.0,18.0,2.0,2.0,3.0,3.0,6.0,14.0,1.0,7.0,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,23.0,39.0,2.0,2.0,10.0,62.0,265,2.0,3.0,1.0,1.0,1.0,8.0,5.0,7.0,1.0,1.0,4.0,17.0,30.0,16.0,6.0,2.0,2.0,2.0,1.0,,10.0,4.0,14.0,3.0,1.0,8.0,,2.0,32.0,4.0,5.0,4.0,6.0,,10.0,9.0,19.0,2.0,4.0,3.0,1.0,5.0,,2.0,5.0,3.0,2.0,10.0,1.0,6.0,5.0,10.0,,3.0,16.0,,1.0,20.0,4.0,9.0,3.0,4.0,,,3.0,1.0,4.0,1.0,,17.0,81,1.0,3.0,0.6521739130434783,0.6818181818181818,1.0,1.0,1.0,1.0,1.0,0.5897435897435898,0.6666666666666666,0.7142857142857143,0.6341463414634146,0.875,0.8125,0.6326530612244898,0.6666666666666666,0.7083333333333334,0.04878048780487805,,0.02564102564102564,,0.07142857142857142,,23.228346456692915,0.5,,0.06818181818181818,0.07352941176470588,0.2,0.1,0.09259259259259259,0.08333333333333333,0.08695652173913043,0.058823529411764705,0.07142857142857142,0.03225806451612903,0.03125,0.10526315789473684,0.08108108108108109,0.23529411764705882,0.13333333333333333,0.25,0.43902439024390244,0.8888888888888888,0.8888888888888888,0.6875,0.34146341463414637,0.42857142857142855,0.46153846153846156,0.5,0.17073170731707318,0.14285714285714285,0.14285714285714285,1.0,,,,,0.04878048780487805,1.0,1.0,1.0,0.5,1.0,,0.25,1.0,1.0,0.375,1.0,,,0.125,1.0,0.4878048780487805,1.0,0.4787585365853659,0.46976666666666667,0.4612875,0.1956521739130435,0.20454545454545456,0.12903225806451613,0.27419354838709675,6.015384615384614,24.4,0.34763948497854075,,,,,,,0.3333333333333333,,0.5,,,,,,1.0,,,,False
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,6815.0,114,-16,223,218,90,109,20.0,441,11.0,22.0,,,5.0,7.0,,2.0,6.0,7.0,1.0,1.0,,1.0,1.0,4.0,11.0,,,1.0,5.0,17.0,31.0,5.0,12.0,9.0,58.0,248,1.0,1.0,,,,2.0,7.0,11.0,2.0,6.0,2.0,22.0,20.0,14.0,15.0,,11.0,4.0,3.0,,6.0,7.0,13.0,4.0,3.0,4.0,,2.0,33.0,,,1.0,6.0,,7.0,,7.0,,5.0,3.0,2.0,2.0,1.0,,4.0,2.0,1.0,6.0,,3.0,2.0,7.0,,,8.0,1.0,1.0,9.0,1.0,5.0,,1.0,,,,1.0,1.0,,,22.0,90,,,0.5882352941176471,0.5882352941176471,1.0,0.4166666666666667,,0.3333333333333333,0.4166666666666667,0.5483870967741935,1.0,0.6363636363636364,0.5697674418604651,1.0,0.5882352941176471,0.6170212765957447,1.0,0.6111111111111112,0.27906976744186046,,0.0967741935483871,0.13636363636363635,,,21.632653061224488,0.3333333333333333,,0.07142857142857142,,0.05555555555555555,,0.06862745098039216,,,,,,,0.1,0.1111111111111111,0.06666666666666667,,,0.5116279069767442,0.5,0.5789473684210527,0.5454545454545454,0.046511627906976744,,,,0.16279069767441862,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.023255813953488372,1.0,1.0,1.0,0.2558139534883721,0.36363636363636365,0.36363636363636365,1.0,,,,,,,0.4117647058823529,0.7142857142857143,0.058823529411764705,1.0,0.29411764705882354,0.2,0.7906976744186046,0.36363636363636365,0.5401360465116279,0.304,0.5267029411764705,0.10638297872340426,0.14285714285714285,0.034482758620689655,0.3793103448275862,4.764516129032257,25.316666666666666,0.40358744394618834,,,1.0,,,,,,,,,,,,1.0,,,,False
959,1610612756,Steve Nash,Steve Nash,959,PHX,4452.0,74,-18,143,146,54,66,9.0,289,5.0,9.0,,,3.0,3.0,3.0,5.0,,3.0,,,,,,3.0,6.0,,,2.0,3.0,8.0,17.0,3.0,6.0,10.0,35.0,178,,,,,,,3.0,4.0,2.0,3.0,5.0,17.0,2.0,14.0,3.0,,5.0,3.0,1.0,,16.0,6.0,22.0,5.0,1.0,10.0,4.0,2.0,50.0,1.0,,1.0,6.0,,7.0,1.0,8.0,,,,,2.0,,,2.0,2.0,1.0,4.0,,2.0,,2.0,,1.0,9.0,,1.0,11.0,,2.0,3.0,1.0,,,1.0,,1.0,1.0,,17.0,54,,3.0,0.125,0.125,0.3333333333333333,0.5,,0.6666666666666666,0.6,0.47058823529411764,,0.75,0.5434782608695652,,0.8571428571428571,0.6071428571428571,,0.85,0.2608695652173913,,0.058823529411764705,0.1111111111111111,,,20.915032679738562,0.5,,0.125,,0.08333333333333333,0.043478260869565216,0.11666666666666667,0.01639344262295082,,,,0.0625,0.10526315789473684,0.2,0.10526315789473684,0.08333333333333333,,1.0,0.391304347826087,0.5555555555555556,0.625,0.2,0.21739130434782608,0.6,0.6,,0.13043478260869565,,,,,,,,0.2608695652173913,0.5,0.5,0.3333333333333333,,,,,,,0.42857142857142855,1.0,,,0.42857142857142855,0.6666666666666666,0.6521739130434783,0.6,0.4834454545454545,,0.506925,0.08,0.10526315789473684,,0.4857142857142857,5.923529411764707,28.95,0.3776223776223776,,1.0,,,,,,,,,,6.0,,,,,1.0,,False
2592,1610612756,James Jones,James Jones,2592,PHX,4710.0,78,-27,155,156,71,94,17.0,311,1.0,3.0,,1.0,,2.0,,2.0,2.0,8.0,,2.0,,,1.0,1.0,6.0,,1.0,1.0,3.0,3.0,13.0,1.0,8.0,3.0,12.0,180,1.0,4.0,,1.0,,2.0,1.0,7.0,1.0,4.0,2.0,7.0,6.0,,3.0,,6.0,1.0,1.0,,,1.0,1.0,1.0,,,,,3.0,1.0,1.0,2.0,16.0,1.0,19.0,2.0,21.0,,1.0,,1.0,2.0,,1.0,,1.0,,2.0,,,1.0,3.0,,,8.0,1.0,1.0,4.0,,2.0,,7.0,,,6.0,1.0,7.0,6.0,,7.0,71,2.0,,1.0,1.0,1.0,0.125,,0.25,0.125,0.23076923076923078,0.25,0.14285714285714285,0.21428571428571427,0.2,0.22727272727272727,0.2608695652173913,0.2,0.2916666666666667,0.38095238095238093,,0.07692307692307693,0.3333333333333333,,,14.367816091954023,1.0,0.25,0.2962962962962963,0.0196078431372549,0.13333333333333333,0.04,0.2608695652173913,0.02631578947368421,,0.07142857142857142,,0.045454545454545456,0.3333333333333333,0.23076923076923078,0.29411764705882354,0.15384615384615385,,0.8571428571428571,0.14285714285714285,0.3333333333333333,0.5,1.0,0.09523809523809523,,,,0.38095238095238093,0.25,0.25,1.0,0.09523809523809523,,,,0.2857142857142857,0.16666666666666666,0.16666666666666666,1.0,0.2,,,0.2,,,0.18181818181818182,,0.09090909090909091,,0.2727272727272727,0.3333333333333333,0.5238095238095238,0.16666666666666666,0.4619261904761905,0.35683333333333334,0.45982272727272727,0.08695652173913043,0.13333333333333333,0.16666666666666666,0.5833333333333334,13.430769230769233,25.1,0.45806451612903226,,,,,,,,,,,,,,,,,,,False
2401,1610612756,Nikoloz Tskitishvili,Nikoloz Tskitishvili,2401,PHX,465.0,8,-4,17,17,16,17,2.0,34,,,,,,,,,,2.0,,,,,,,1.0,,,,1.0,,2.0,,1.0,1.0,1.0,23,,,,,,,,2.0,,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,1.0,,,2.0,,,1.0,,,,,,,,,1.0,16,1.0,1.0,,,,,,,,,,,,,,0.125,,0.125,0.3333333333333333,,,,,,26.31578947368421,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,0.4052166666666666,,0.4052166666666666,,,,1.0,18.5,25.6,0.9411764705882353,,,,,,,,,,,,,,,,,,,False
2469,1610612756,Pat Burke,Pat Burke,2469,PHX,402.0,7,-3,17,15,16,15,1.0,32,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,2.0,,5.0,21,1.0,1.0,,,,2.0,1.0,2.0,1.0,2.0,,5.0,,2.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,1.0,,,2.0,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,5.0,16,,,,,1.0,0.5,,0.5,0.5,0.5,1.0,0.5,0.625,1.0,0.625,0.5,1.0,0.625,0.5,,0.5,,1.0,,27.77777777777778,,,0.4,,,0.5,0.2857142857142857,0.25,,,,0.5,1.0,,1.0,,,,0.25,1.0,1.0,,0.25,,,,,,,,,,,,0.5,0.5,0.5,1.0,1.0,1.0,,,,,0.25,1.0,,,0.5,0.5,0.75,0.5,0.507775,,0.507775,0.2,0.3333333333333333,0.4,1.0,6.95,26.35,0.9411764705882353,,,,,,,,,,,,,,,,,,,False
703,1610612756,Kurt Thomas,Kurt Thomas,703,PHX,347.0,6,-5,12,12,12,11,,24,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,15,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,2.0,,,1.0,,,,,,,,,1.0,12,1.0,1.0,,,,,,,,,,,,,,0.5,,0.5,,,,,,,8.333333333333334,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,False
258,1610612756,Brian Grant,Brian Grant,258,PHX,515.0,9,-5,18,18,18,17,2.0,36,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,2.0,20,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,4.0,,,2.0,,1.0,2.0,,1.0,,,,,,,,,,2.0,18,3.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,0.5,,0.5,,,,,,,10.0,,,,0.25,,0.25,,0.25,,,0.5,0.25,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3734,,0.3734,0.5,0.5,,1.0,16.6,,1.0,,,,,,,,,,,,,,,,,,,False
