EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,SecondChanceFtPoints,OffTwoPtRebounds,OffRebounds,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,FG3M,FG3A,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,AtRimAssists,OffThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,Technical Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,PenaltyPointsPct,Avg3ptShotDistance,LongMidRangeAssists,DefCorner3ReboundPct,LongMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,PenaltyFg3Pct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,BlockedLongMidRange,SecondChanceFg3Pct,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffShortMidRangeReboundPct,OffCorner3ReboundPct,on,PtsPutbacks,BlockedShortMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,BlocksRecoveredPct,PenaltyCorner3FGM,PenaltyCorner3FGA,FTOffRebounds,LostBallOutOfBoundsTurnovers,OffFTReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,LongMidRangePctBlocked
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,2504.0,42,-37.0,77,81,25,37,6.0,158,5.0,6.0,2.0,2.0,1.0,2.0,1.0,6.0,9.0,1.0,13.0,109.0,2.0,2.0,4.0,2.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,25,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.65,1.0,0.1111111111111111,0.5,14.457831325301205,0.5,0.3333333333333333,0.17647058823529413,0.09090909090909091,0.14285714285714285,0.3333333333333333,0.18181818181818182,0.1,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6,0.2222222222222222,0.5,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,0.6666666666666666,0.5167888888888889,0.3526,0.1,0.1,0.3076923076923077,4.688888888888889,0.3246753246753247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2048,1610612749,Jamaal Magloire,Jamaal Magloire,2048,MIL,1730.0,29,-16.0,58,60,14,42,4.0,118,3.0,5.0,,1.0,,2.0,,3.0,7.0,3.0,9.0,79.0,,1.0,1.0,1.0,6.0,,,,,,,,,1.0,4.0,1.0,6.0,8.0,1.0,,2.0,,3.0,1.0,2.0,6.0,5.0,5.0,3.0,14,2.0,1.0,1.0,0.42857142857142855,,0.42857142857142855,,0.5,0.25,,,19.35483870967742,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.22727272727272727,0.2,0.2857142857142857,0.25,0.7142857142857143,0.6,0.6,1.0,0.2857142857142857,,,,,1.0,,,0.7142857142857143,0.5188142857142857,0.5636,0.3333333333333333,0.3333333333333333,0.1111111111111111,2.1,0.2413793103448276,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.1,0.09523809523809523,0.125,0.1111111111111111,0.25,1.0,0.5597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,2605.0,43,-19.0,83,82,29,50,8.0,165,5.0,9.0,,1.0,4.0,5.0,5.0,9.0,19.0,13.0,34.0,114.0,,2.0,3.0,11.0,8.0,10.0,1.0,1.0,,1.0,,,2.0,1.0,1.0,,2.0,8.0,3.0,2.0,,,3.0,2.0,,2.0,12.0,14.0,6.0,29,1.0,0.4444444444444444,0.4444444444444444,0.47368421052631576,,0.525,,0.6346153846153846,0.375,0.05263157894736842,,31.52173913043478,1.0,,0.05,0.125,0.07142857142857142,,0.08333333333333333,0.2,0.45,0.5555555555555556,0.625,0.4,0.25,0.8,0.8,0.5,0.25,0.5,,,0.5,0.4991575000000001,0.5046818181818181,0.24,0.25,0.08823529411764706,6.9105263157894745,0.3493975903614458,6.0,3.0,4.0,6.0,1.0,1.0,,,1.0,,,,0.13333333333333333,0.17142857142857143,0.2727272727272727,0.0625,,0.5454545454545454,0.47075,4.0,1.0,1.0,1.0,1.0,6.0,6.0,18.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,0.5454545454545454,0.5454545454545454,0.6428571428571429,0.05,0.1111111111111111,0.4,0.4,0.1111111111111111,0.05,1.0,1.0,1.0,0.6666666666666666,0.5294117647058824,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2250,1610612749,Bobby Simmons,Bobby Simmons,2250,MIL,2099.0,35,-12.0,69,71,19,37,6.0,140,1.0,2.0,,,,,4.0,1.0,6.0,,2.0,86.0,,,,1.0,,2.0,,2.0,1.0,3.0,1.0,1.0,7.0,3.0,,,3.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,,,1.0,,,19,,,,0.16666666666666666,,0.16666666666666666,,0.16666666666666666,,,,13.333333333333334,0.75,,,0.2727272727272727,0.11538461538461539,,,0.2,0.3333333333333333,0.5,0.5,,,,,,0.6666666666666666,,,,0.3333333333333333,0.43183333333333335,0.5,,,,11.483333333333334,0.2753623188405797,1.0,,1.0,1.0,2.0,,,,,,,,0.043478260869565216,0.04,0.1111111111111111,,,1.0,,1.0,,,,,1.0,,2.0,,,,,3.0,1.0,2.0,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2590,1610612749,Mo Williams,Mo Williams,2590,MIL,4515.0,75,-52.0,148,151,52,86,11.0,299,2.0,6.0,,,5.0,5.0,12.0,15.0,23.0,,36.0,203.0,,,,6.0,8.0,22.0,2.0,9.0,1.0,10.0,,2.0,21.0,,3.0,,3.0,3.0,4.0,2.0,2.0,,6.0,1.0,5.0,12.0,2.0,,,52,5.0,0.26666666666666666,0.26666666666666666,0.6521739130434783,,0.5294117647058824,,0.5294117647058824,,0.08695652173913043,,25.0,0.6666666666666666,,0.09090909090909091,,0.05660377358490566,0.125,0.10526315789473684,,0.17647058823529413,0.3333333333333333,0.5,0.5,0.14705882352941177,1.0,1.0,,0.35294117647058826,,,,0.5,0.4572409090909091,0.4407423076923077,,,,11.917391304347825,0.35135135135135137,1.0,,,,2.0,,,,,,,,,,,,,0.07142857142857142,,,,,2.0,11.0,4.0,,11.0,,6.0,,,1.0,1.0,,,,11.0,,,0.18181818181818182,0.18181818181818182,0.6666666666666666,0.39285714285714285,0.39285714285714285,0.3235294117647059,0.3333333333333333,,,,,,,,,0.3055555555555556,27.172727272727272,1.0,,8.0,2.0,11.0,1.0,1.0,8.0,1.0,1.0,8.0,6.0,11.0,2.0,1.0,2.0,1.0,0.125,0.6666666666666666,0.6666666666666666,0.375,0.3235294117647059,0.18181818181818182,0.18181818181818182,1.0,0.5714285714285714,0.125,0.18181818181818182,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2294,1610612749,Charlie Bell,Charlie Bell,2294,MIL,3157.0,53,-49.0,105,107,40,54,7.0,212,7.0,13.0,,,,,4.0,7.0,17.0,2.0,25.0,145.0,,,3.0,4.0,4.0,10.0,2.0,3.0,,3.0,,,6.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,3.0,2.0,4.0,7.0,1.0,2.0,1.0,40,2.0,0.2857142857142857,0.2857142857142857,0.4117647058823529,,0.5227272727272727,1.5,0.5434782608695652,1.5,0.11764705882352941,,23.008849557522126,0.6666666666666666,,0.041666666666666664,,0.025,,0.08333333333333333,,0.5909090909090909,0.5384615384615384,0.6363636363636364,0.2857142857142857,,,,,0.18181818181818182,,,,0.8181818181818182,0.5499727272727273,0.64925,0.043478260869565216,0.05555555555555555,0.12,4.152941176470588,0.38095238095238093,4.0,,,,1.0,,,,,2.0,1.0,2.0,,,,,,1.0,0.52035,2.0,2.0,3.0,3.0,5.0,2.0,,4.0,9.0,1.0,,,1.0,,1.0,,,4.0,,1.0,0.6,0.6,0.5,0.5,0.5,0.22727272727272727,0.15384615384615385,,,,0.13636363636363635,0.6666666666666666,0.6666666666666666,1.0,0.5,0.16,24.78,2.0,,,1.0,2.0,,,,1.0,,,,2.0,1.0,,,,,,,,0.09090909090909091,0.5,0.5,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,
389,1610612749,Toni Kukoc,Toni Kukoc,389,MIL,1582.0,26,-9.0,51,49,6,32,4.0,100,,,,,1.0,1.0,2.0,2.0,3.0,,10.0,68.0,,,,,,4.0,,6.0,1.0,7.0,1.0,,15.0,1.0,1.0,2.0,4.0,4.0,,,1.0,,1.0,,2.0,3.0,,,,6,,,,0.6666666666666666,,0.8333333333333334,,0.8333333333333334,,,,12.499999999999998,,1.0,0.14285714285714285,0.16666666666666666,0.15384615384615385,,0.16666666666666666,0.25,,,,,0.16666666666666666,1.0,1.0,,0.3333333333333333,,,,0.5,0.4478583333333333,,,,,17.8,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,3.0,4.0,,,1.0,,1.0,,,,,0.5,0.6666666666666666,0.6666666666666666,,,,0.5,,,,,,,,,,,25.0,2.0,,1.0,2.0,3.0,,,,,,,3.0,3.0,2.0,,1.0,,,0.5,0.5,,0.5,0.6666666666666666,0.6666666666666666,,,,0.6666666666666666,,,,,,0.5,,,,,,True,,,,,,,,,,,,,,,,,
693,1610612749,Joe Smith,Joe Smith,693,MIL,2940.0,49,-36.0,91,96,23,49,9.0,187,1.0,2.0,1.0,1.0,1.0,2.0,11.0,6.0,15.0,2.0,14.0,132.0,2.0,2.0,4.0,3.0,10.0,2.0,,2.0,1.0,3.0,,,7.0,2.0,5.0,1.0,8.0,10.0,,,1.0,,1.0,1.0,4.0,8.0,4.0,2.0,1.0,23,2.0,0.8333333333333334,0.8333333333333334,0.4,1.0,0.4,1.0,0.4375,1.0,,,16.831683168316832,,0.3333333333333333,0.2,0.2,0.2,0.14285714285714285,0.2857142857142857,0.25,0.13333333333333333,0.5,0.5,,0.13333333333333333,0.5,0.5,1.0,0.7333333333333333,0.5,1.0,,0.13333333333333333,0.40752666666666665,0.426,0.0625,0.0625,0.2857142857142857,13.68,0.25274725274725274,1.0,,1.0,2.0,,1.0,,,,,,,0.03125,0.05263157894736842,,,,0.3333333333333333,0.41195000000000004,1.0,,,,,3.0,,6.0,,1.0,1.0,,1.0,,1.0,,,6.0,,,,,1.0,1.0,1.0,,,0.16666666666666666,,,,,,,1.0,0.42857142857142855,,1.0,,4.0,,,,,,,,,,,,1.0,1.0,1.0,,0.36363636363636365,0.36363636363636365,1.0,,,,,,,,,,,,,,,,,0.2,1.0,True,,,,,,,,,,,,,,,,,
2412,1610612749,Jiri Welsch,Jiri Welsch,2412,MIL,525.0,9,-12.0,21,21,19,16,,42,1.0,1.0,,,,,2.0,1.0,3.0,2.0,4.0,29.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,19,,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.5,,,,19.047619047619047,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.6666666666666666,,,,0.3333333333333333,0.43320000000000003,0.4518,0.25,0.25,,11.299999999999999,0.9047619047619048,1.0,,,,,,,,,,,,,,,,,0.5,,1.0,,,,,1.0,2.0,4.0,,,,,,,,,,4.0,,,,,0.5,0.5,0.6666666666666666,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
911,1610612749,Ervin Johnson,Ervin Johnson,911,MIL,525.0,9,-12.0,21,21,19,16,,42,,,,,,,1.0,,1.0,2.0,2.0,29.0,,,,1.0,,,,,,,,,,1.0,2.0,,3.0,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,,19,,,,,,,,0.5,,,,14.285714285714286,1.0,,0.6666666666666666,0.25,0.42857142857142855,,1.0,,,,,,,,,,1.0,,,,,0.326,0.326,,,,14.5,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,1.0,1.0,,,1.0,2.0,1.0,,,,,,0.5,,,,,,,,,,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
