EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,Usage,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,SelfOReb,Loose Ball Fouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,FG3APct,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG2M,PtsAssisted3s,Fg2aBlocked,Steals,BadPassSteals,Assisted3sPct,PenaltyFg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangeAssists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,LongMidRangeFGM,LostBallSteals,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Technical Free Throw Trips,BlockedShortMidRange,LongMidRangePctAssisted,on,SecondChanceArc3FGA,SecondChanceFG3A,HeaveAttempts,Arc3Assists,LostBallTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,3SecondViolations,AtRimPctBlocked,OffLongMidRangeReboundPct,Arc3PctAssisted,SecondChanceArc3Frequency,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,112.0,2,-6.0,5,5,5,5.0,2,10,1.0,1.0,10,1.0,5,14.285714285714285,1.0,0.3353,0.3353,7.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
101142,1610612747,Ronny Turiaf,Ronny Turiaf,101142,LAL,1520.0,25,-7.0,52,52,30,37.0,7,104,1.0,5.0,64,1.0,30,15.0,0.2,0.5210600000000001,0.6638,5.040000000000001,0.5769230769230769,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,11.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,6.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.6666666666666666,1.0,0.6,0.5,0.6,0.5,0.7857142857142857,0.5,0.5,0.5,1.0,0.07692307692307693,0.25,0.16666666666666666,0.10526315789473684,0.17391304347826086,0.5,0.2857142857142857,0.14285714285714285,0.2,1.0,0.6,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,0.2,1.0,0.5,1.0,0.6,0.6315999999999999,0.4,0.4,0.2727272727272727,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,1610612747,Smush Parker,Smush Parker,2470,LAL,1113.0,19,-4.0,39,38,22,28.0,6,77,,3.0,48,2.0,22,17.391304347826086,,0.46194285714285716,0.3445666666666667,13.466666666666667,0.5641025641025641,1.0,1.0,1.0,1.0,,,2.0,1.0,,8.0,1.0,1.0,,2.0,,3.0,,2.0,2.0,,,3.0,,3.0,1.0,4.0,1.0,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,3.0,,,,,0.3333333333333333,1.0,0.5714285714285714,1.0,0.5714285714285714,1.0,0.5,1.0,,0.2727272727272727,,,0.21428571428571427,0.05263157894736842,,,,,,0.14285714285714285,1.0,1.0,,,,,0.2857142857142857,1.0,1.0,,0.7142857142857143,,,,0.25,0.375,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,6.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5714285714285714,0.14285714285714285,0.16666666666666666,1.0,0.25,0.5714285714285714,0.5,0.5,0.3333333333333333,1.0,0.5,26.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,1234.0,21,-7.0,41,42,22,28.0,6,83,6.0,8.0,52,2.0,22,25.0,0.5454545454545454,0.45834545454545456,0.5551375000000001,8.3,0.5365853658536586,1.0,2.0,,,1.0,2.0,,3.0,2.0,11.0,,,,,2.0,7.0,2.0,4.0,,,1.0,1.0,,2.0,,2.0,,,,,,,1.0,1.0,2.0,2.0,,,1.0,,,,,,7.0,,1.0,0.3333333333333333,0.3333333333333333,0.375,,0.4090909090909091,,0.4583333333333333,,0.7,,,0.08333333333333333,,0.25,0.125,,,,0.16666666666666666,,,0.18181818181818182,0.5,0.5,1.0,0.3333333333333333,0.4,,,,,0.25,0.45454545454545453,,,,,0.6363636363636364,,1.0,,,1.0,3.0,1.0,2.0,,1.0,,1.0,,1.0,,1.0,2.0,,,,0.3333333333333333,0.5,0.3333333333333333,0.625,0.2727272727272727,,,,,0.09090909090909091,,,,,,24.233333333333334,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.125,0.16666666666666666,1.0,0.18181818181818182,0.5,0.5,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,818.0,14,,29,31,22,23.0,3,60,1.0,3.0,36,2.0,22,25.0,0.25,0.3745625,0.36641666666666667,8.133333333333335,0.7586206896551724,1.0,1.0,,,1.0,,1.0,1.0,6.0,8.0,,,2.0,2.0,4.0,6.0,2.0,,,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,,2.0,1.0,,,,,,6.0,1.0,1.0,1.0,1.0,0.3333333333333333,,0.25,,0.5714285714285714,1.0,0.6,,,,0.125,,,0.1,,0.5,,,,0.25,1.0,1.0,1.0,,,,0.25,,,0.3333333333333333,0.5,,0.3333333333333333,0.4,0.25,0.75,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,2.0,,,,,,,0.3333333333333333,0.25,,,,,0.25,,,0.3333333333333333,,,28.0,1.0,,,,,1.0,,1.0,,,,0.5,0.3333333333333333,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,1227.0,20,-3.0,39,40,17,25.0,5,79,1.0,4.0,47,2.0,17,20.0,0.14285714285714285,0.5114857142857143,0.5387875,2.675,0.4358974358974359,2.0,3.0,1.0,2.0,2.0,1.0,,3.0,,9.0,1.0,2.0,,2.0,,7.0,4.0,2.0,,1.0,1.0,4.0,,5.0,2.0,7.0,,,2.0,,2.0,1.0,2.0,5.0,1.0,,,,,,,,,,7.0,1.0,,0.6666666666666666,0.6666666666666666,0.75,0.5,0.6428571428571429,0.5,0.6428571428571429,0.5,0.875,,,0.3333333333333333,0.09090909090909091,0.2,0.29411764705882354,0.1111111111111111,0.3333333333333333,,0.5,0.25,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,,1.0,0.5,0.5,0.8571428571428571,0.5994,,,0.2222222222222222,0.7777777777777778,,2.0,,1.0,1.0,3.0,1.0,2.0,,2.0,,2.0,,2.0,,1.0,4.0,1.0,,,0.3333333333333333,0.5,0.3333333333333333,0.875,0.42857142857142855,0.14285714285714285,,,,0.2857142857142857,,,0.25,,,25.066666666666666,2.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,1.0,1.0,,,,0.14285714285714285,1.0,1.0,1.0,1.0,0.25,1.0,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,467.0,8,2.0,19,17,16,16.0,1,36,,1.0,19,1.0,16,10.0,,0.380225,0.380225,16.2,0.8421052631578947,,,,,,,1.0,1.0,,5.0,,,,,,5.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,5.0,,,,,1.0,,1.25,,1.25,,1.25,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,,1.0,2.0,,,,1.0,1.0,1.0,1.25,0.5,,,,,0.5,1.0,1.0,0.5,1.0,1.0,27.3,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,1109.0,18,-10.0,36,35,16,23.0,5,71,1.0,4.0,44,2.0,16,23.80952380952381,0.2,0.44319,0.4625,10.975000000000001,0.4444444444444444,,1.0,,,1.0,,2.0,1.0,3.0,5.0,,,,,2.0,4.0,2.0,,,,2.0,2.0,,4.0,,4.0,1.0,1.0,2.0,,3.0,3.0,1.0,3.0,2.0,5.0,,,2.0,1.0,,1.0,,,4.0,,2.0,1.0,1.0,0.25,,0.2,,0.2857142857142857,,0.5,0.3333333333333333,,0.18181818181818182,,0.5,0.26666666666666666,,,,0.14285714285714285,0.6666666666666666,,0.2,,,,,,,0.4,,,0.5,0.4,,,,,0.8,,1.0,,,,1.0,,,,1.0,,1.0,1.0,2.0,1.0,1.0,5.0,,,,,,,0.5,0.2,,,0.5,,0.2,,,,,,25.7,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,2.0,,,,1.0,,0.5,0.5,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,17587.0,293,-43.0,556,558,138,161.0,65,1114,26.0,65.0,646,11.0,138,20.985691573926868,0.2826086956521739,0.47186516853932586,0.46768,3.753846153846154,0.24820143884892087,29.0,37.0,8.0,10.0,7.0,10.0,2.0,40.0,30.0,125.0,11.0,14.0,6.0,28.0,9.0,31.0,22.0,58.0,12.0,11.0,17.0,39.0,1.0,57.0,13.0,70.0,10.0,9.0,11.0,1.0,21.0,6.0,7.0,18.0,30.0,45.0,7.0,22.0,4.0,8.0,8.0,8.0,7.0,2.0,31.0,3.0,3.0,0.275,0.3235294117647059,0.6153846153846154,0.7857142857142857,0.5163043478260869,0.7333333333333333,0.5630630630630631,0.7777777777777778,0.5535714285714286,0.47619047619047616,0.25,0.2392638036809816,0.06179775280898876,0.2236842105263158,0.23430962343096234,0.051587301587301584,0.022222222222222223,0.07692307692307693,0.20754716981132076,0.23076923076923078,0.875,0.40217391304347827,0.7837837837837838,0.8055555555555556,0.3448275862068966,0.38461538461538464,0.43478260869565216,0.1,0.021739130434782608,0.6666666666666666,0.8,0.3181818181818182,0.6956521739130435,0.5088833333333334,0.205607476635514,0.275,0.224,0.248,4.0,25.0,1.0,10.0,5.0,27.0,2.0,11.0,,22.0,4.0,20.0,12.0,32.0,1.0,17.0,76.0,2.0,3.0,2.0,0.18518518518518517,0.18181818181818182,0.20833333333333334,0.5,0.29347826086956524,0.02702702702702703,0.03333333333333333,0.2222222222222222,0.07692307692307693,0.2717391304347826,0.16,0.16,0.45454545454545453,0.1,0.18181818181818182,29.629629629629626,6.0,1.0,2.0,1.0,1.0,8.0,15.0,4.0,3.0,2.0,1.0,0.7272727272727273,0.06153846153846154,0.11538461538461539,0.18181818181818182,0.021739130434782608,0.5,0.5,1.0,0.8571428571428571,0.045454545454545456,1.0,3.0,,3.0,,4.0,,0.2978723404255319,0.25,1.0,1.0,0.5,0.5,,,,False,1.0,1.0,3.0,11.0,1.0,1.0,1.0,2.0,0.02702702702702703,0.07272727272727272,1.0,0.06666666666666667,,,,,,,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,6780.0,113,8.0,208,211,48,86.0,25,419,1.0,12.0,224,,48,14.166666666666668,0.03125,0.5002093750000001,0.49265000000000003,12.283333333333331,0.23076923076923078,2.0,4.0,,2.0,,,7.0,3.0,2.0,32.0,,2.0,1.0,1.0,1.0,13.0,4.0,2.0,,2.0,5.0,8.0,1.0,14.0,2.0,16.0,,,,,,,4.0,12.0,7.0,5.0,,,1.0,,,1.0,1.0,,13.0,3.0,1.0,0.6666666666666666,0.6666666666666666,0.25,,0.46875,,0.47058823529411764,0.16666666666666666,0.9285714285714286,,0.3333333333333333,0.13793103448275862,0.029411764705882353,0.16129032258064516,0.14606741573033707,0.02,,,0.11764705882352941,0.14285714285714285,1.0,0.125,0.5,0.5,1.0,,,,0.21875,1.0,,,0.75,0.6966,0.030303030303030304,,0.03125,0.40625,4.0,9.0,2.0,3.0,8.0,20.0,4.0,6.0,,9.0,4.0,2.0,1.0,3.0,1.0,1.0,7.0,,1.0,1.0,0.4,0.6666666666666666,0.4,1.0,0.625,,,0.11538461538461539,0.047619047619047616,0.28125,0.4444444444444444,0.4444444444444444,0.5,0.6666666666666666,0.4444444444444444,24.44,,4.0,11.0,2.0,3.0,,24.0,,3.0,,1.0,,,,0.3333333333333333,0.34375,0.36363636363636365,0.36363636363636365,1.0,,0.5,0.6666666666666666,1.0,,,,,,0.2,,1.0,3.0,0.14285714285714285,0.14285714285714285,,,,False,,,,,,,,,,0.06896551724137931,1.0,,2.0,1.0,1.0,1.0,0.047619047619047616,,,,,,,,,
