EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,FtPoints,SecondChanceFtPoints,LostBallTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffFTReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,SecondChanceArc3FGA,SecondChanceArc3Frequency,on,BlockedLongMidRange
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,8587.0,143,-28,254,255,60.0,58,31.0,509,11.0,20.0,2.0,6.0,2.0,2.0,4.0,10.0,1.0,8.0,16.0,38.0,32.0,309,3.0,9.0,6.0,2.0,3.0,4.0,22.0,10.0,2.0,4.0,10.0,5.0,15.0,3.0,2.0,7.0,3.0,35.0,1.0,6.0,4.0,12.0,3.0,19.0,7.0,26.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,6.0,1.0,8.0,19.0,1.0,6.0,2.0,1.0,4.0,2.0,4.0,60.0,4.0,2.0,0.6875,0.7333333333333333,0.42105263157894735,0.3333333333333333,0.6666666666666666,0.42105263157894735,0.3333333333333333,0.6666666666666666,0.4,0.2727272727272727,0.4,0.10526315789473684,0.15,0.1,15.862068965517242,0.3333333333333333,0.3,0.1518987341772152,0.057692307692307696,0.13333333333333333,0.05555555555555555,0.14678899082568808,0.05737704918032787,0.16,0.047619047619047616,0.0625,0.25,0.04,0.17647058823529413,0.058823529411764705,0.23076923076923078,0.5263157894736842,0.55,0.6470588235294118,0.7272727272727273,0.2631578947368421,0.4,0.4444444444444444,0.5,0.21052631578947367,0.125,0.125,1.0,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,1.0,0.5263157894736842,0.45742894736842105,0.4594714285714286,0.4656,0.1875,0.125,6.028947368421052,0.23622047244094488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2048,1610612749,Jamaal Magloire,Jamaal Magloire,2048,MIL,6965.0,116,-18,210,208,32.0,57,29.0,418,13.0,19.0,1.0,4.0,,1.0,4.0,14.0,,1.0,17.0,34.0,40.0,255,3.0,8.0,7.0,,1.0,,30.0,4.0,,,4.0,1.0,5.0,,1.0,4.0,,11.0,2.0,7.0,3.0,16.0,6.0,25.0,9.0,34.0,1.0,,1.0,1.0,,,3.0,1.0,4.0,1.0,1.0,11.0,2.0,11.0,,,11.0,,,32.0,3.0,,0.8823529411764706,0.8823529411764706,0.5,0.375,,0.5,0.375,,0.5263157894736842,0.35,,,,,17.355371900826448,0.25,0.6666666666666666,0.2318840579710145,0.08235294117647059,0.12,0.18181818181818182,0.20212765957446807,0.09375,0.08333333333333333,0.07407407407407407,,0.2,0.2727272727272727,0.2222222222222222,0.14285714285714285,0.09090909090909091,0.5588235294117647,0.6842105263157895,0.6842105263157895,0.9230769230769231,0.4117647058823529,0.2857142857142857,0.2857142857142857,0.75,0.029411764705882353,,,,0.5,0.25,1.0,1.0,,0.5588235294117647,0.4764058823529411,0.4858714285714285,0.5636,0.175,,3.620588235294118,0.1523809523809524,6.0,1.0,1.0,3.0,3.0,7.0,5.0,4.0,1.0,5.0,2.0,1.0,0.08823529411764706,0.6666666666666666,0.4,0.18421052631578946,0.18421052631578946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,11118.0,185,-38,337,335,96.0,115,40.0,672,20.0,35.0,3.0,5.0,7.0,11.0,10.0,12.0,7.0,22.0,37.0,69.0,136.0,417,3.0,6.0,16.0,13.0,22.0,51.0,32.0,42.0,6.0,6.0,7.0,1.0,8.0,,1.0,2.0,1.0,17.0,3.0,12.0,3.0,7.0,1.0,11.0,16.0,27.0,4.0,2.0,2.0,7.0,,5.0,3.0,,10.0,4.0,6.0,11.0,2.0,38.0,1.0,1.0,46.0,5.0,51.0,96.0,2.0,4.0,0.43243243243243246,0.47058823529411764,0.5362318840579711,0.5,0.5909090909090909,0.5654761904761905,0.6428571428571429,0.5925925925925926,0.6470588235294118,0.6818181818181818,0.6944444444444444,0.08695652173913043,0.14285714285714285,0.08333333333333333,29.166666666666668,0.7,0.06666666666666667,0.06930693069306931,0.0916030534351145,0.075,0.13636363636363635,0.07092198581560284,0.09803921568627451,0.13793103448275862,0.07272727272727272,0.16666666666666666,0.07407407407407407,0.03333333333333333,0.09090909090909091,0.045454545454545456,0.1111111111111111,0.4166666666666667,0.5714285714285714,0.6666666666666666,0.45,0.14285714285714285,0.8333333333333334,0.9090909090909091,0.3,0.2619047619047619,0.3181818181818182,0.3181818181818182,0.5714285714285714,0.7142857142857143,0.6,,0.4074074074074074,0.6363636363636364,0.5952380952380952,0.4934571428571428,0.5384928571428572,0.478187037037037,0.11764705882352941,0.375,7.150724637681159,0.28486646884273,41.0,7.0,2.0,1.0,6.0,19.0,,,,,,,0.0851063829787234,,,0.1958762886597938,0.23170731707317074,4.0,4.0,1.0,1.0,1.0,1.0,3.0,11.0,1.0,4.0,7.0,15.0,1.0,1.0,2.0,5.0,19.0,18.0,3.0,11.0,3.0,4.0,1.0,3.0,1.0,4.0,0.8571428571428571,0.4666666666666667,1.0,0.4,0.4666666666666667,0.17857142857142858,0.09090909090909091,0.08823529411764706,0.047619047619047616,1.0,1.0,1.0,0.13095238095238096,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.14285714285714285,1.0,1.0,0.037037037037037035,1.0,0.14814814814814814,0.25,0.2727272727272727,25.613333333333333,,,,,,,,True,
2250,1610612749,Bobby Simmons,Bobby Simmons,2250,MIL,7694.0,128,-20,233,231,51.0,67,28.0,464,2.0,6.0,,2.0,1.0,3.0,1.0,3.0,5.0,17.0,8.0,26.0,31.0,284,1.0,4.0,5.0,1.0,7.0,2.0,10.0,6.0,,1.0,7.0,2.0,9.0,1.0,1.0,4.0,2.0,20.0,,3.0,5.0,6.0,,11.0,3.0,14.0,7.0,2.0,5.0,1.0,,1.0,1.0,,2.0,2.0,5.0,11.0,1.0,1.0,,,,,2.0,51.0,,,0.625,0.625,0.3076923076923077,0.25,0.14285714285714285,0.4189189189189189,0.5,0.1111111111111111,0.4189189189189189,0.5,0.1111111111111111,0.038461538461538464,0.16666666666666666,,14.772727272727272,0.5,,0.0821917808219178,0.031578947368421054,0.18518518518518517,,0.11,0.027777777777777776,0.041666666666666664,0.02702702702702703,,0.05555555555555555,0.07692307692307693,0.10344827586206896,0.2,0.16666666666666666,0.16216216216216217,0.3333333333333333,0.4,0.5,0.08108108108108109,0.3333333333333333,0.3333333333333333,,0.4594594594594595,0.29411764705882354,0.29411764705882354,0.8,0.4,,,0.3333333333333333,0.3333333333333333,0.4594594594594595,0.4530621621621621,0.4936399999999999,0.43890000000000007,0.16129032258064516,0.06451612903225806,12.726923076923075,0.21888412017167383,,,,,,,1.0,1.0,,1.0,,,0.029411764705882353,,,,,1.0,4.0,1.0,1.0,,1.0,4.0,7.0,,1.0,5.0,11.0,1.0,1.0,,2.0,,15.0,,7.0,4.0,1.0,,,,,1.0,0.45454545454545453,1.0,,0.45454545454545453,0.2972972972972973,,,0.10810810810810811,0.25,0.3333333333333333,1.0,0.1891891891891892,0.5714285714285714,0.6666666666666666,1.0,0.2,1.0,1.0,0.1111111111111111,,0.1111111111111111,,0.5714285714285714,25.3,2.0,0.18181818181818182,0.25,0.14285714285714285,,,,True,
2551,1610612749,T.J. Ford,T.J. Ford,2551,MIL,8555.0,143,-19,257,255,70.0,67,32.0,512,4.0,10.0,,,2.0,3.0,5.0,12.0,11.0,17.0,20.0,39.0,57.0,307,1.0,1.0,5.0,4.0,9.0,16.0,6.0,34.0,,1.0,20.0,6.0,26.0,4.0,2.0,8.0,2.0,58.0,,1.0,3.0,12.0,,15.0,2.0,17.0,2.0,2.0,,6.0,7.0,6.0,10.0,,16.0,6.0,9.0,17.0,1.0,10.0,,,12.0,1.0,16.0,70.0,2.0,1.0,0.15,0.15,0.5128205128205128,1.0,0.4444444444444444,0.5227272727272727,0.8333333333333334,0.4,0.5816326530612245,0.8333333333333334,0.6153846153846154,0.02564102564102564,,,22.033898305084744,0.375,,0.14814814814814814,0.009900990099009901,0.09090909090909091,,0.13157894736842105,0.008403361344537815,0.038461538461538464,,,0.09523809523809523,0.21428571428571427,0.125,0.1111111111111111,0.06666666666666667,0.22727272727272727,0.4,0.4,,0.2727272727272727,0.4166666666666667,0.4166666666666667,0.2,0.38636363636363635,0.6470588235294118,0.6875,0.18181818181818182,,,,0.3,0.6666666666666666,0.3409090909090909,0.4687636363636363,0.5121333333333333,0.45839500000000005,0.08771929824561403,0.2807017543859649,10.023076923076923,0.2723735408560311,11.0,,,1.0,2.0,6.0,,,,,,,,,,0.125,0.13953488372093023,2.0,3.0,1.0,2.0,,,,2.0,,1.0,2.0,5.0,1.0,2.0,,1.0,8.0,3.0,3.0,2.0,,10.0,1.0,1.0,1.0,,0.5,0.4,0.5,,0.4,0.11363636363636363,0.1,0.05,0.06818181818181818,0.6666666666666666,0.6666666666666666,0.5,0.045454545454545456,,,,0.6666666666666666,0.5,1.0,,,0.1,,,25.24,,,,,0.058823529411764705,,,True,
2590,1610612749,Mo Williams,Mo Williams,2590,MIL,2605.0,43,-19,83,82,29.0,50,8.0,165,1.0,2.0,,,,,3.0,3.0,4.0,5.0,8.0,10.0,19.0,114,,,,2.0,3.0,4.0,2.0,14.0,,1.0,5.0,1.0,6.0,1.0,,2.0,2.0,13.0,,,,1.0,,1.0,,1.0,,,,3.0,1.0,2.0,1.0,,4.0,,3.0,5.0,,2.0,,1.0,,,4.0,29.0,1.0,,0.125,0.125,0.8,,0.6666666666666666,0.59375,,0.3333333333333333,0.59375,,0.3333333333333333,0.1,0.5,,21.73913043478261,0.75,,0.05,,,,0.03571428571428571,,,,,0.16666666666666666,,,,,0.125,0.5,1.0,,0.1875,1.0,1.0,,0.3125,0.8,0.8,0.25,,,,,,0.5,0.43893125,,0.38786666666666664,,0.21052631578947367,12.570000000000002,0.3493975903614458,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,3.0,1.0,6.0,,1.0,,3.0,,,3.0,6.0,1.0,1.0,,,,,,0.16666666666666666,,,0.16666666666666666,0.375,,,,,,,0.375,0.16666666666666666,0.16666666666666666,,,,,,,0.5,,0.16666666666666666,26.233333333333334,,,,,,1.0,1.0,True,
2294,1610612749,Charlie Bell,Charlie Bell,2294,MIL,3194.0,53,-11,99,98,52.0,45,12.0,197,4.0,7.0,1.0,2.0,1.0,2.0,,1.0,2.0,6.0,6.0,14.0,23.0,121,1.0,2.0,2.0,3.0,6.0,9.0,2.0,10.0,2.0,3.0,4.0,,4.0,,,1.0,1.0,8.0,,2.0,,1.0,,1.0,2.0,3.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,3.0,8.0,,3.0,,1.0,2.0,,9.0,52.0,3.0,,0.16666666666666666,0.2,0.42857142857142855,0.5,0.5,0.5833333333333334,0.5,0.6428571428571429,0.6052631578947368,0.5,0.6428571428571429,0.21428571428571427,0.2857142857142857,1.0,17.39130434782609,1.0,,0.038461538461538464,0.0625,,,0.025,0.047619047619047616,0.25,,,,,0.07692307692307693,,,0.3888888888888889,0.5714285714285714,0.8,,0.05555555555555555,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,,0.2857142857142857,0.5,0.6111111111111112,0.5044749999999999,0.5629,0.48822142857142853,0.08695652173913043,0.391304347826087,8.371428571428572,0.5252525252525253,2.0,,,,,1.0,1.0,1.0,,1.0,,,0.08333333333333333,,,0.05263157894736842,0.06666666666666667,2.0,2.0,,,1.0,1.0,1.0,2.0,,,3.0,4.0,,,1.0,1.0,,9.0,,2.0,1.0,2.0,,,,,1.0,0.75,,1.0,0.75,0.2222222222222222,,,0.1111111111111111,1.0,1.0,1.0,0.1111111111111111,0.5,0.5,1.0,,,,0.14285714285714285,1.0,,,0.5,24.75,,,,,,,,True,
389,1610612749,Toni Kukoc,Toni Kukoc,389,MIL,2511.0,42,-1,81,77,18.0,43,6.0,158,1.0,1.0,,,,,1.0,2.0,1.0,3.0,3.0,6.0,15.0,99,,,,,,3.0,2.0,4.0,,,5.0,1.0,6.0,,1.0,4.0,,13.0,,,,1.0,1.0,2.0,,2.0,1.0,,1.0,,2.0,,2.0,,2.0,1.0,3.0,7.0,,1.0,1.0,,,,3.0,18.0,3.0,,0.3333333333333333,0.3333333333333333,0.5,,,0.6818181818181818,,1.5,0.6818181818181818,,1.5,,,,14.772727272727273,,0.25,0.05555555555555555,,,,0.04,,,,,0.25,,,,,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,0.5,0.5,,0.2727272727272727,0.3333333333333333,0.3333333333333333,,,,,,,0.5454545454545454,0.47235454545454547,,0.55485,,0.2,12.1,0.2222222222222222,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,4.0,1.0,1.0,3.0,5.0,,,1.0,1.0,,6.0,3.0,4.0,3.0,1.0,,,,,0.6666666666666666,0.6,,1.0,0.6,0.45454545454545453,,,0.09090909090909091,,,,0.36363636363636365,0.75,0.75,0.6666666666666666,,,,,,1.0,1.0,0.75,25.36,,,,,,,,True,
693,1610612749,Joe Smith,Joe Smith,693,MIL,4361.0,73,-36,131,134,72.0,73,14.0,265,2.0,5.0,1.0,1.0,2.0,3.0,3.0,3.0,6.0,16.0,11.0,24.0,26.0,179,3.0,3.0,6.0,9.0,12.0,20.0,18.0,4.0,2.0,1.0,,,,,,,,,,4.0,3.0,9.0,2.0,14.0,4.0,18.0,2.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,4.0,11.0,,7.0,,,7.0,,20.0,72.0,3.0,,0.8181818181818182,0.9,0.4583333333333333,1.0,0.75,0.4583333333333333,1.0,0.75,0.48148148148148145,1.0,0.7692307692307693,0.041666666666666664,,,18.666666666666668,,0.2857142857142857,0.23684210526315788,0.0784313725490196,0.1875,,0.2222222222222222,0.06666666666666667,0.16666666666666666,0.06666666666666667,,0.1,0.1111111111111111,0.3684210526315789,0.3333333333333333,,0.20833333333333334,0.4,0.4,0.5,0.125,1.0,1.0,0.6666666666666666,0.6666666666666666,0.375,0.4,1.0,0.3333333333333333,1.0,,0.25,0.6666666666666666,0.20833333333333334,0.41723333333333334,0.41220000000000007,0.40874999999999995,0.23076923076923078,0.7692307692307693,12.237499999999999,0.549618320610687,4.0,,,3.0,1.0,4.0,2.0,2.0,,2.0,1.0,,0.06666666666666667,,0.5,0.14814814814814814,0.14814814814814814,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,True,
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,1720.0,29,-7,54,54,20.0,27,6.0,108,3.0,5.0,1.0,2.0,,,,,1.0,3.0,4.0,8.0,11.0,64,1.0,3.0,4.0,,2.0,,8.0,,,,1.0,1.0,2.0,,1.0,,,5.0,,2.0,1.0,1.0,1.0,3.0,2.0,5.0,,,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,,,4.0,,,20.0,,,1.0,1.0,0.5,0.3333333333333333,,0.5,0.3333333333333333,,0.55,0.5,,,,,19.35483870967742,0.5,0.5,0.08333333333333333,0.09090909090909091,0.09090909090909091,,0.08695652173913043,0.07692307692307693,,,,0.3333333333333333,,,0.14285714285714285,,0.625,0.6,0.6,1.0,,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,1.0,,,0.625,0.5364375,0.44725,0.3781,0.36363636363636365,,7.362499999999999,0.37037037037037035,3.0,2.0,,,,2.0,,,,,,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,False,
