EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,TwoPtShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceFtPoints,PenaltyFtPoints,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,3SecondViolations,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,PtsUnassisted3s,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceArc3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffArc3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,OffensiveGoaltends,Blocked3s,BlockedCorner3,StepOutOfBoundsTurnovers,BlockedArc3
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,595.0,10,-5.0,17,17,4,12,5,34,2.0,2,20,1.0,2.0,2.0,2,1,1,3,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4,1.0,0.5,0.5,13.636363636363637,0.2,0.2,0.5,0.2,1.0,0.37475,8.7,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,26516.0,442,-25.0,802,806,253,185,72,1608,9.0,31,894,2.0,6.0,6.0,28,13,42,9,2.0,3.0,2.0,,8.0,4.0,8.0,253,,0.06451612903225806,0.1111111111111111,8.031674208144796,0.022727272727272728,0.01812688821752266,0.06097560975609756,0.009900990099009901,0.14754098360655737,0.49666666666666665,9.838709677419354,0.31546134663341646,6.0,10.0,1.0,3.0,3.0,2.0,9.0,12.0,14.0,27.0,2.0,2.0,3.0,7.0,1.0,3.0,1.0,1.0,17.0,15.0,30.0,1.0,80.0,1.0,3.0,2.0,3.0,8.0,6.0,10.0,3.0,8.0,21.0,22.0,12.0,45.0,2.0,3.0,1.0,9.0,7.0,16.0,6.0,1.0,4.0,1.0,4.0,39.0,2.0,17.0,3.0,22.0,1.0,11.0,8.0,3.0,5.0,4.0,4.0,1.0,1.0,9.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,21.0,7.0,0.6470588235294118,0.6875,1.0,0.5,0.6666666666666666,0.375,0.5,0.5483870967741935,0.3333333333333333,0.6,0.6475409836065574,0.6666666666666666,0.5833333333333334,0.6451612903225806,0.6666666666666666,0.5833333333333334,0.4918032786885246,0.1,0.5555555555555556,0.12,0.056291390728476824,0.0273972602739726,0.050666666666666665,0.08163265306122448,0.03614457831325301,0.049586776859504134,0.043478260869565216,0.038461538461538464,0.25,0.16393442622950818,0.6,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.25,0.19672131147540983,0.75,0.75,0.7777777777777778,0.4426229508196721,0.5185185185185185,0.5185185185185185,1.0,0.04918032786885246,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.3888888888888889,0.42857142857142855,0.05555555555555555,0.6557377049180327,0.3333333333333333,0.46548750000000005,0.49358333333333326,0.016129032258064516,0.03125,0.1,0.2625,23.94666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,22709.0,378,17.0,683,680,183,136,62,1363,61.0,156,745,14.0,22.0,23.0,107,26,37,83,4.0,1.0,83.0,6.0,20.0,14.0,20.0,183,6.0,0.08974358974358974,0.13114754098360656,29.310344827586206,0.09734513274336283,0.08303249097472924,0.14084507042253522,0.12643678160919541,0.3860759493670886,0.46913216560509546,5.810256410256411,0.2679355783308931,56.0,71.0,16.0,15.0,18.0,23.0,8.0,24.0,,,,,,,,2.0,1.0,1.0,87.0,,2.0,58.0,232.0,13.0,21.0,,1.0,31.0,22.0,38.0,,1.0,60.0,80.0,94.0,,16.0,2.0,,21.0,14.0,35.0,10.0,4.0,8.0,4.0,9.0,84.0,14.0,64.0,6.0,84.0,5.0,7.0,5.0,2.0,16.0,4.0,14.0,12.0,1.0,30.0,3.0,7.0,1.0,6.0,44.0,,6.0,10.0,60.0,1.0,0.45977011494252873,0.5063291139240507,,,,,,0.5576923076923077,0.6190476190476191,0.5789473684210527,0.5506329113924051,0.5909090909090909,0.5641025641025641,0.6073298429319371,0.6739130434782609,0.6122448979591837,0.012658227848101266,0.08450704225352113,0.5333333333333333,0.3157894736842105,0.25196850393700787,0.23333333333333334,0.2484076433121019,0.29411764705882354,0.23076923076923078,0.23076923076923078,0.3,0.08928571428571429,0.5,0.44936708860759494,0.7887323943661971,0.8615384615384616,0.5535714285714286,0.3770491803278688,0.4339622641509434,0.1518987341772152,0.3333333333333333,0.3333333333333333,0.5,,,,,0.012658227848101266,,,,0.7272727272727273,,,,0.045454545454545456,0.46153846153846156,0.8333333333333334,,,0.02564102564102564,0.4620253164556962,,0.5397947368421052,0.4730884615384615,0.23783783783783785,0.24043715846994534,0.1336206896551724,0.25862068965517243,32.55,11.0,5.0,16.0,1.0,5.0,1.0,17.0,1.0,0.0196078431372549,0.014705882352941176,0.06666666666666667,0.1,0.21739130434782608,0.6875,0.18181818181818182,,,,,,,,,,,,,,,,,True,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,17176.0,286,33.0,519,524,165,130,46,1043,19.0,79,549,4.0,8.0,8.0,41,13,30,55,1.0,15.0,60.0,8.0,5.0,2.0,5.0,165,7.0,0.05063291139240506,,27.39965095986038,0.05063291139240506,0.039603960396039604,0.05555555555555555,0.05263157894736842,0.17592592592592593,0.5172023148148148,5.726582278481012,0.3179190751445087,26.0,47.0,3.0,7.0,14.0,8.0,6.0,13.0,1.0,5.0,,1.0,1.0,2.0,10.0,24.0,1.0,3.0,40.0,11.0,29.0,50.0,163.0,2.0,5.0,,2.0,9.0,9.0,20.0,2.0,5.0,44.0,28.0,52.0,30.0,4.0,24.0,10.0,20.0,6.0,26.0,1.0,5.0,13.0,4.0,3.0,58.0,10.0,19.0,4.0,33.0,2.0,10.0,7.0,3.0,13.0,11.0,10.0,2.0,2.0,23.0,1.0,7.0,,2.0,22.0,,3.0,4.0,44.0,6.0,0.35,0.3684210526315789,0.9090909090909091,0.3793103448275862,,0.4,0.3793103448275862,0.5063291139240507,0.4,0.45,0.5231481481481481,0.2857142857142857,0.48,0.6007462686567164,0.45,0.5945945945945946,0.26851851851851855,0.0851063829787234,0.5652173913043478,0.26666666666666666,0.09359605911330049,0.22727272727272727,0.11740890688259109,0.04918032786885246,0.10909090909090909,0.11494252873563218,0.32,0.0392156862745098,0.8,0.4351851851851852,0.5531914893617021,0.6046511627906976,0.4230769230769231,0.42105263157894735,0.42105263157894735,0.12037037037037036,0.46153846153846156,0.46153846153846156,0.3333333333333333,0.046296296296296294,0.2,0.2,1.0,0.2222222222222222,0.4166666666666667,0.4166666666666667,0.9,0.42857142857142855,0.14285714285714285,,,0.14285714285714285,0.56,0.5,0.08,0.5,0.12,0.7037037037037037,0.4166666666666667,0.5233416666666666,0.5093179999999999,0.18253968253968253,0.22916666666666666,0.05521472392638037,0.26993865030674846,24.844827586206897,2.0,5.0,20.0,,2.0,2.0,5.0,,,0.0425531914893617,,0.10526315789473684,0.125,0.6666666666666666,,1.0,3.0,2.0,1.0,0.3333333333333333,0.03333333333333333,,,,,,,,,,,True,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,22801.0,380,-11.0,693,699,232,176,57,1392,42.0,179,776,13.0,7.0,8.0,38,8,23,38,1.0,1.0,52.0,9.0,1.0,1.0,1.0,232,9.0,0.07262569832402235,0.09523809523809523,31.447368421052634,0.030837004405286344,0.025,0.04054054054054054,0.024691358024691357,0.22826086956521738,0.47491249999999985,9.240223463687151,0.3347763347763348,41.0,69.0,6.0,9.0,25.0,18.0,24.0,68.0,,,,,,,1.0,5.0,1.0,3.0,83.0,1.0,5.0,39.0,208.0,3.0,10.0,,1.0,10.0,23.0,63.0,1.0,3.0,72.0,36.0,130.0,,,5.0,1.0,25.0,10.0,35.0,4.0,6.0,15.0,2.0,8.0,80.0,9.0,19.0,2.0,30.0,2.0,11.0,7.0,4.0,14.0,10.0,17.0,4.0,9.0,31.0,,11.0,2.0,2.0,19.0,,,,72.0,7.0,0.21686746987951808,0.21686746987951808,,0.2,,0.3333333333333333,0.2,0.46368715083798884,0.3,0.36507936507936506,0.4592391304347826,0.2727272727272727,0.3712121212121212,0.5,0.38461538461538464,0.43902439024390244,0.02717391304347826,0.11594202898550725,0.45161290322580644,0.1,0.07421875,0.13432835820895522,0.08668730650154799,0.036585365853658534,0.058823529411764705,0.11320754716981132,0.075,0.023255813953488372,,0.375,0.5942028985507246,0.6721311475409836,0.1951219512195122,0.42857142857142855,0.47368421052631576,0.3695652173913043,0.35294117647058826,0.3582089552238806,0.3333333333333333,,,,,0.02717391304347826,0.2,0.2,,0.5454545454545454,,,,0.09090909090909091,0.3787878787878788,0.36,,,0.045454545454545456,0.40217391304347827,0.2,0.5444899999999999,0.4631484848484848,0.09547738693467336,0.0979381443298969,0.04807692307692308,0.34615384615384615,27.379999999999995,2.0,4.0,23.0,,3.0,1.0,4.0,1.0,,0.027777777777777776,,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.5,1.0,3.0,,,0.3333333333333333,,1.0,0.014705882352941176,0.045454545454545456,,,,,,,,True,,,,,
699,1610612759,Brent Barry,Brent Barry,699,SAS,9155.0,153,-64.0,284,282,111,77,22,566,4.0,11,355,2.0,,1.0,19,10,19,4,1.0,,8.0,2.0,2.0,1.0,2.0,111,2.0,0.18181818181818182,0.25,11.29032258064516,,0.008547008547008548,,,0.16,0.513012,6.4818181818181815,0.3908450704225352,4.0,5.0,2.0,,,2.0,2.0,2.0,3.0,3.0,,,2.0,2.0,6.0,11.0,2.0,5.0,8.0,9.0,14.0,4.0,47.0,2.0,2.0,2.0,2.0,10.0,1.0,2.0,4.0,7.0,17.0,8.0,8.0,27.0,,11.0,6.0,9.0,2.0,11.0,1.0,1.0,7.0,,2.0,24.0,2.0,16.0,,18.0,,4.0,4.0,,3.0,3.0,4.0,,1.0,7.0,,1.0,2.0,3.0,1.0,,1.0,2.0,17.0,2.0,0.5,0.5,1.0,0.6428571428571429,1.0,0.5714285714285714,0.6428571428571429,0.7272727272727273,1.0,0.5,0.86,1.25,0.7777777777777778,0.8214285714285714,1.25,0.7083333333333334,0.56,0.2,0.42857142857142855,,0.16494845360824742,0.07142857142857142,0.144,0.06451612903225806,0.20689655172413793,0.21621621621621623,,,1.0,0.2,0.8,1.0,0.5,0.5,0.6666666666666666,0.08,1.0,1.0,0.5,0.12,1.0,1.0,1.0,0.44,0.5454545454545454,0.6,1.0,0.5,,,,0.5,,,0.2222222222222222,1.0,0.5555555555555556,0.76,0.5454545454545454,0.5778875,0.5353888888888888,0.038461538461538464,0.08333333333333333,0.2127659574468085,0.3617021276595745,25.078571428571426,2.0,,3.0,1.0,,,,,0.047619047619047616,,,0.2857142857142857,0.5,1.0,0.5,2.0,,2.0,,0.4,,,,,2.0,1.0,0.07142857142857142,0.09090909090909091,0.07142857142857142,1.0,1.0,True,,,,,
1737,1610612759,Nazr Mohammed,Nazr Mohammed,1737,SAS,3425.0,57,-8.0,107,107,26,18,14,214,,10,119,2.0,5.0,7.0,12,5,9,3,,,4.0,,5.0,5.0,5.0,26,,0.2,,14.166666666666668,0.14705882352941177,0.1276595744680851,0.2,0.15384615384615385,,0.50972,4.93,0.24299065420560748,6.0,8.0,4.0,,1.0,,1.0,2.0,,,,,,,,,,,7.0,,,3.0,17.0,4.0,4.0,,,9.0,1.0,2.0,,,3.0,6.0,8.0,,6.0,,,1.0,,1.0,,,1.0,,,2.0,,4.0,1.0,5.0,,3.0,2.0,1.0,1.0,,4.0,1.0,,5.0,,1.0,1.0,,2.0,,,3.0,3.0,1.0,0.42857142857142855,0.75,,,,,,0.7,1.0,0.5,0.7,1.0,0.5,0.7083333333333334,0.9,0.5,,0.25,0.2,0.3333333333333333,0.09523809523809523,,0.08,0.1,0.2,0.045454545454545456,,,0.6,0.8,0.75,1.0,0.3333333333333333,,,0.2,0.5,0.5,1.0,,,,,,,,,1.0,,,,,0.5,,,,,0.8,,0.5202,0.54925,0.16666666666666666,0.16666666666666666,0.5294117647058824,0.17647058823529413,,4.0,1.0,1.0,1.0,1.0,1.0,,2.0,0.07692307692307693,0.09090909090909091,,,,1.0,,,,,,,,1.0,,0.3333333333333333,,,,,0.125,,,True,,,,,
2757,1610612759,Beno Udrih,Beno Udrih,2757,SAS,513.0,9,,15,15,4,4,5,30,4.0,6,21,,,,1,3,3,1,,,,,,,,4,,,,36.8421052631579,,,,,0.5714285714285714,0.3850357142857143,7.849999999999999,0.26666666666666666,,1.0,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,2.0,,,,1.0,,,2.0,,1.0,,,2.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,0.14285714285714285,,,0.14285714285714285,,,0.14285714285714285,,,,0.2,,0.2,,,0.5,,,,0.14285714285714285,,,,0.25,0.25,0.14285714285714285,,,,,,,,0.14285714285714285,,,,,,,,1.0,,,,,0.3333333333333333,0.2857142857142857,,0.23415,0.33338333333333336,,,,,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
714,1610612759,Michael Finley,Michael Finley,714,SAS,15370.0,256,-33.0,461,465,153,127,32,926,10.0,33,535,2.0,1.0,1.0,31,8,14,12,1.0,1.0,12.0,2.0,1.0,1.0,1.0,153,2.0,0.06060606060606061,,13.911290322580646,0.006896551724137931,0.005494505494505495,,0.01818181818181818,0.1694915254237288,0.5061258620689655,8.751515151515152,0.3318872017353579,6.0,12.0,1.0,1.0,3.0,6.0,8.0,11.0,3.0,8.0,1.0,1.0,,3.0,6.0,18.0,,7.0,20.0,9.0,26.0,10.0,77.0,1.0,2.0,1.0,1.0,6.0,6.0,10.0,3.0,10.0,25.0,12.0,28.0,27.0,2.0,18.0,6.0,6.0,2.0,8.0,1.0,1.0,6.0,,,18.0,8.0,20.0,2.0,30.0,,5.0,5.0,,1.0,1.0,4.0,,,5.0,,2.0,1.0,1.0,3.0,,,1.0,25.0,4.0,0.3,0.3157894736842105,1.0,0.34615384615384615,1.0,0.3,0.34615384615384615,0.6060606060606061,0.5,0.6,0.5677966101694916,0.8333333333333334,0.525,0.5859375,0.8333333333333334,0.5681818181818182,0.4406779661016949,0.16666666666666666,0.2,0.14285714285714285,0.11560693641618497,0.2222222222222222,0.1339712918660287,0.1016949152542373,0.09803921568627451,0.14285714285714285,0.13636363636363635,,1.0,0.2033898305084746,0.5,0.6,0.3333333333333333,0.6,0.6,0.1864406779661017,0.7272727272727273,0.7272727272727273,0.375,0.13559322033898305,0.375,0.375,1.0,0.3050847457627119,0.3333333333333333,0.35294117647058826,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.15,0.3333333333333333,0.15,,0.35,0.6440677966101694,0.3333333333333333,0.5440833333333334,0.4677973684210527,0.04838709677419355,0.08333333333333333,0.07792207792207792,0.3246753246753247,24.815384615384616,1.0,1.0,4.0,,1.0,,,,,,,0.35714285714285715,0.16666666666666666,1.0,,3.0,,2.0,,0.42857142857142855,,,,,,1.0,0.038461538461538464,0.05555555555555555,,,,True,,,,,
109,1610612759,Robert Horry,Robert Horry,109,SAS,8023.0,134,-6.0,246,248,84,43,28,494,2.0,12,249,,8.0,13.0,35,9,18,12,,2.0,9.0,1.0,4.0,3.0,4.0,84,1.0,,,10.714285714285715,0.08421052631578947,0.10256410256410256,0.125,0.06896551724137931,0.1,0.503405,7.916666666666667,0.34146341463414637,2.0,6.0,1.0,2.0,2.0,1.0,1.0,4.0,,2.0,,1.0,,,1.0,6.0,1.0,,4.0,1.0,8.0,6.0,17.0,,1.0,,2.0,2.0,2.0,4.0,,,9.0,6.0,2.0,3.0,,6.0,1.0,7.0,3.0,10.0,1.0,2.0,4.0,1.0,2.0,23.0,4.0,18.0,,22.0,2.0,4.0,1.0,3.0,2.0,2.0,4.0,,1.0,6.0,,1.0,4.0,,4.0,,1.0,3.0,9.0,2.0,0.75,0.75,1.0,0.125,,,0.125,0.3333333333333333,,0.5,0.275,,0.5,0.3541666666666667,0.25,0.6428571428571429,0.4,,0.3333333333333333,,0.1836734693877551,0.13333333333333333,0.171875,0.08333333333333333,0.15384615384615385,0.3055555555555556,0.16666666666666666,0.14285714285714285,0.75,0.3,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.2,0.25,0.25,1.0,0.1,,,,0.3,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.5,1.0,,,,0.7,0.16666666666666666,0.586,0.449675,0.17391304347826086,0.26666666666666666,0.11764705882352941,0.5294117647058824,24.412499999999998,,2.0,5.0,4.0,3.0,,1.0,,0.18181818181818182,0.058823529411764705,0.3,0.08333333333333333,,,,,,,,,,1.0,,0.1111111111111111,,,,,0.08333333333333333,,,True,,,,,
