EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimAccuracy,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,LostBallTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,Corner3Frequency,PenaltyCorner3Frequency,SecondChancePointsPct,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTDefRebounds,DefFTReboundPct,LongMidRangeAssists,LostBallSteals,StepOutOfBoundsTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,ThreePtAssists,Arc3Assists,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,OffTwoPtRebounds,Offensive Fouls,OffTwoPtReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShortMidRangePctBlocked,on,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,DefAtRimReboundPct,PtsUnassisted3s,Corner3Assists,BadPassOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,Fg3aBlocked,ShortMidRangeAssists,SelfOReb,Loose Ball Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedAtRim,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SelfORebPct,FTOffRebounds,Blocked3s,BlockedArc3,BlockedCorner3,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,OffensiveGoaltends,OffShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,580.0,10,6,17,18,12.0,12.0,1.0,35,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,6.0,9,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,12.0,0.5,0.5,0.5,0.5,0.4,0.3333333333333333,0.5,0.5,0.2,0.25,1.0,38.88888888888889,0.375,0.3333333333333333,0.3333333333333333,0.5,0.2,0.4,0.5,0.5,0.2,1.0,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,0.4,0.44191,0.47605000000000003,0.16666666666666666,0.2,0.6666666666666666,7.575,25.2,0.7058823529411765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,1610612763,Chucky Atkins,Chucky Atkins,1088,MEM,598.0,10,3,17,18,8.0,9.0,2.0,35,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,16,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,,,,,,,1.0,1.0,,2.0,,3.0,8.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,,,21.05263157894737,,,,,0.5,,,,,,,,0.5,0.5,0.5,1.0,0.6797500000000001,0.6797500000000001,,,1.0,,24.4,0.47058823529411764,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,1610612763,Bobby Jackson,Bobby Jackson,1517,MEM,686.0,11,-17,20,20,5.0,10.0,1.0,40,1.0,,1.0,1.0,,2.0,1.0,,2.0,4.0,2.0,1.0,5.0,28,,,1.0,,,2.0,2.0,1.0,,,,,,,1.0,1.0,,2.0,1.0,,5.0,0.5,0.5,0.5,,0.3333333333333333,,0.35714285714285715,,0.3333333333333333,,,38.095238095238095,,,,,0.16666666666666666,0.16666666666666666,1.0,1.0,0.3333333333333333,,,,0.16666666666666666,,,0.5,0.45518333333333333,0.50235,0.14285714285714285,0.2,,11.100000000000001,24.0,0.25,1.0,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,1317.0,22,-10,39,40,19.0,15.0,2.0,79,,,,,,,2.0,2.0,,,2.0,,3.0,43,,,2.0,,3.0,,,2.0,,2.0,3.0,4.0,,,,2.0,1.0,,,3.0,19.0,,,,,0.75,0.75,0.75,0.75,1.0,,,4.878048780487805,0.16666666666666666,0.2,,0.3333333333333333,,,,,,,,,1.0,,1.0,1.0,0.575625,0.575625,,,1.0,,24.450000000000003,0.48717948717948717,,,1.0,1.0,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.2,0.07142857142857142,0.25,0.3333333333333333,0.5,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,751.0,13,1,22,23,13.0,12.0,1.0,45,1.0,1.0,,,,,,,,1.0,,1.0,1.0,17,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,3.0,1.0,4.0,2.0,1.0,13.0,,,,,,,0.16666666666666666,0.16666666666666666,,,,13.043478260869565,,,,,1.0,,,,,,,,,1.0,,1.0,0.6813,0.6813,0.6666666666666666,0.6666666666666666,1.0,,,0.5909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,1610612763,Antonio Burks,Antonio Burks,2766,MEM,335.0,6,6,10,11,9.0,5.0,,21,1.0,1.0,,,,,,,1.0,1.0,,1.0,3.0,4,1.0,1.0,,1.0,3.0,,2.0,,,1.0,1.0,1.0,,,,1.0,,2.0,,3.0,9.0,,,1.0,1.0,1.0,1.0,0.75,0.75,,,,20.0,0.25,0.25,0.5,,1.0,,,,,,,,,1.0,,1.0,0.7474,0.7474,,,1.0,,,0.9,1.0,1.0,1.0,1.0,,2.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,1610612763,Jake Tsakalidis,Jake Tsakalidis,2054,MEM,591.0,10,-10,18,19,11.0,6.0,,37,1.0,,1.0,1.0,,,,,2.0,2.0,,,4.0,23,,,,,,2.0,2.0,,,,,,1.0,,2.0,,,,,,11.0,0.5,0.5,1.0,,1.0,,1.0,,,,,22.22222222222222,,,,,0.5,0.5,1.0,1.0,,,,,,,,0.5,0.42755,,,,,3.15,,0.6111111111111112,1.0,,,,,,1.0,1.0,,2.0,2.0,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,723.0,12,-16,21,22,7.0,3.0,1.0,43,1.0,,,,,1.0,,,1.0,2.0,,,2.0,34,,1.0,,,,,2.0,,,,,,,,1.0,1.0,,,,,7.0,,,0.5,,0.5,,0.5,,,,,13.636363636363637,,,,,0.5,,,,0.5,,,,,,,0.5,0.45125,0.3942,,,,11.65,,0.3333333333333333,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1610612763,Eddie Jones,Eddie Jones,224,MEM,304.0,5,-9,10,9,5.0,3.0,,19,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,1.0,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,276.0,5,-2,8,8,1.0,,1.0,16,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
