EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,Usage,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,SecondChanceFG2A,OffTwoPtRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,LongMidRangeFGA,LongMidRangeFrequency,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,PenaltyPointsPct,SecondChanceFtPoints,SecondChancePoints,Fg2aBlocked,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,SecondChancePointsPct,on,AtRimFGM,SecondChanceAtRimFGM,ShortMidRangeFGM,FG2M,SecondChanceFG2M,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,DeadBallTurnovers,Travels,ShootingFouls,Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,3SecondViolations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,AtRimPctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PtsUnassisted3s,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,FTOffRebounds,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,OffensiveGoaltends,OffFTReboundPct,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LongMidRangePctAssisted,BlockedLongMidRange
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,112.0,2,-6,5,5,5,5.0,2,10,1.0,1.0,10,1.0,5,14.285714285714285,1.0,0.3353,0.3353,7.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101142,1610612747,Ronny Turiaf,Ronny Turiaf,101142,LAL,112.0,2,-6,5,5,5,5.0,2,10,,1.0,10,1.0,5,28.57142857142857,,0.6638,0.6638,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.5,1.0,1.0,1.0,1.0,0.6638,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,1610612747,Smush Parker,Smush Parker,2470,LAL,112.0,2,-6,5,5,5,5.0,2,10,,1.0,10,1.0,5,14.285714285714285,,0.3904,0.3904,20.9,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,112.0,2,-6,5,5,5,5.0,2,10,,,10,,5,14.285714285714285,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,112.0,2,-6,5,5,5,5.0,2,10,1.0,1.0,10,1.0,5,28.57142857142857,1.0,0.4037,0.4037,5.3,1.0,,,,,1.0,1.0,1.0,,,,,,0.25,0.25,0.5,,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101142,1610612747,Ronny Turiaf,Ronny Turiaf,101142,LAL,1408.0,23,-1,47,47,25,32.0,5,94,1.0,4.0,54,,25,13.20754716981132,0.25,0.485375,,6.300000000000001,0.5319148936170213,2.0,1.0,,1.0,3.0,3.0,6.0,,,1.0,,,0.25,0.15789473684210525,0.2,0.5,1.0,,0.5,0.5994,1.0,0.25,5.0,11.0,3.0,3.0,6.0,6.0,2.0,3.0,2.0,0.9166666666666666,0.75,0.2727272727272727,1.0,3.0,,0.75,,,0.2727272727272727,False,2.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.75,1.0,0.75,1.0,1.0,0.07692307692307693,0.16666666666666666,0.10526315789473684,0.6666666666666666,0.14285714285714285,0.2,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,18814.0,314,-46,595,598,155,186.0,70,1193,27.0,69.0,693,13.0,155,20.919881305637983,0.2727272727272727,0.47475416666666675,0.47953125,3.6913043478260867,0.2605042016806723,40.0,12.0,9.0,16.0,12.0,15.0,77.0,10.0,9.0,23.0,7.0,0.43478260869565216,0.06349206349206349,0.05555555555555555,0.07317073170731707,0.40404040404040403,0.7058823529411765,0.34615384615384615,0.7070707070707071,0.5158461538461538,2.0,0.020202020202020204,30.0,134.0,9.0,38.0,31.0,45.0,4.0,38.0,3.0,0.5677966101694916,0.59375,0.2835820895522388,6.0,30.0,4.0,0.75,0.057971014492753624,0.1111111111111111,0.22388059701492538,False,31.0,9.0,11.0,43.0,12.0,26.0,60.0,12.0,18.0,43.0,1.0,62.0,13.0,1.0,9.0,23.0,7.0,22.0,8.0,8.0,8.0,7.0,2.0,4.0,0.3023255813953488,0.35135135135135137,0.6231884057971014,0.75,0.5252525252525253,0.7058823529411765,0.2,0.24571428571428572,0.2222222222222222,0.23828125,0.041666666666666664,0.23728813559322035,0.2318840579710145,0.875,0.775,0.7948717948717948,0.3870967741935484,0.4074074074074074,0.4583333333333333,0.09090909090909091,0.75,0.19298245614035087,0.2619047619047619,8.0,1.0,2.0,3.0,2.0,2.0,4.0,27.0,1.0,1.0,11.0,6.0,30.0,1.0,10.0,3.0,13.0,18.0,3.0,24.0,4.0,22.0,12.0,34.0,11.0,1.0,18.0,1.0,3.0,80.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,0.2,0.23076923076923078,0.2222222222222222,0.7692307692307693,0.5576923076923077,0.30303030303030304,0.025,0.037037037037037035,0.06779661016949153,0.030303030303030304,0.06666666666666667,0.30612244897959184,0.208955223880597,0.16666666666666666,0.07142857142857142,0.5,0.5,0.030303030303030304,0.6666666666666666,0.6666666666666666,1.0,0.2727272727272727,0.14814814814814814,0.14814814814814814,1.0,0.3333333333333333,0.058823529411764705,0.8888888888888888,0.07692307692307693,1.0,0.4230769230769231,0.09090909090909091,0.16666666666666666,29.173333333333332,,,,,,,,,,,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,7247.0,121,10,227,228,64,102.0,26,455,1.0,13.0,243,1.0,64,13.846153846153845,0.029411764705882353,0.49315147058823533,0.46454375,12.584615384615384,0.28193832599118945,4.0,2.0,,2.0,2.0,2.0,16.0,,,,,,0.028169014084507043,0.019417475728155338,,0.11764705882352941,1.0,,0.7352941176470589,0.6966,8.0,0.23529411764705882,2.0,37.0,1.0,18.0,7.0,5.0,1.0,18.0,1.0,0.5138888888888888,1.0,0.4864864864864865,1.0,1.0,,0.16666666666666666,,,0.02702702702702703,False,2.0,,,4.0,,4.0,4.0,,5.0,8.0,1.0,14.0,,,5.0,13.0,,,,,1.0,1.0,,3.0,0.5,0.5,0.3076923076923077,,0.5147058823529411,,0.25,0.13333333333333333,0.14705882352941177,0.13829787234042554,,0.10526315789473684,0.12903225806451613,1.0,0.5,0.5,1.0,,,,,0.02857142857142857,,,2.0,4.0,11.0,2.0,3.0,5.0,10.0,,3.0,4.0,9.0,21.0,,1.0,5.0,7.0,24.0,,10.0,5.0,3.0,1.0,4.0,,1.0,2.0,,1.0,9.0,,1.0,4.0,,4.0,,,,,1.0,,,,0.8888888888888888,0.42857142857142855,0.7142857142857143,0.42857142857142855,1.0,1.0625,0.6176470588235294,,,0.06666666666666667,,,0.2,0.11538461538461539,0.3333333333333333,0.047619047619047616,0.25,0.25,0.3235294117647059,0.36363636363636365,0.36363636363636365,1.0,0.29411764705882354,0.5,0.5,0.8,,,,0.375,0.6666666666666666,0.5,0.75,0.5,24.576190476190476,3.0,2.0,1.0,1.0,1.0,0.045454545454545456,,,,,,,,,,,,
2470,1610612747,Smush Parker,Smush Parker,2470,LAL,15392.0,257,-41,492,494,130,145.0,56,986,10.0,45.0,553,12.0,130,15.884476534296029,0.14084507042253522,0.48544859154929576,0.40997954545454557,5.186666666666667,0.26422764227642276,27.0,5.0,7.0,5.0,4.0,9.0,21.0,7.0,5.0,12.0,3.0,0.5833333333333334,0.024096385542168676,0.034482758620689655,0.025974025974025976,0.38028169014084506,1.0,0.3181818181818182,0.7464788732394366,0.5516,8.0,0.11267605633802817,10.0,62.0,2.0,22.0,17.0,10.0,1.0,22.0,,0.40789473684210525,0.4782608695652174,0.3548387096774194,,4.0,3.0,0.4,0.06666666666666667,0.1,0.06451612903225806,False,16.0,2.0,4.0,20.0,2.0,22.0,18.0,4.0,4.0,8.0,,12.0,5.0,,6.0,24.0,,4.0,1.0,,1.0,,,5.0,0.55,0.6111111111111112,0.4444444444444444,0.4,0.36619718309859156,0.4,,0.056338028169014086,0.06153846153846154,0.057971014492753624,0.027777777777777776,0.045454545454545456,0.07142857142857142,,0.5925925925925926,0.64,0.6875,0.4,0.4444444444444444,,0.4,0.05333333333333334,0.08163265306122448,5.0,,,3.0,,1.0,4.0,23.0,,2.0,9.0,4.0,26.0,,7.0,2.0,10.0,6.0,,23.0,4.0,7.0,4.0,11.0,3.0,1.0,4.0,,3.0,26.0,4.0,2.0,15.0,9.0,6.0,,2.0,,2.0,1.0,3.0,,,0.5,0.15384615384615385,0.2,0.15384615384615385,0.5833333333333334,0.45454545454545453,0.36619718309859156,0.07407407407407407,0.06060606060606061,0.018867924528301886,0.07407407407407407,,0.022727272727272728,0.09259259259259259,,0.04878048780487805,,,0.04225352112676056,,,,0.323943661971831,0.17391304347826086,0.17391304347826086,0.5,,,0.7142857142857143,0.045454545454545456,,0.4090909090909091,0.2222222222222222,0.17391304347826086,25.700000000000003,6.0,6.0,,,,,1.0,1.0,1.0,1.0,0.06666666666666667,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,18853.0,314,-48,601,594,140,172.0,71,1195,25.0,110.0,683,21.0,140,28.55051244509517,0.1724137931034483,0.42009965277777783,0.39797321428571436,11.265454545454546,0.23294509151414308,30.0,4.0,9.0,11.0,4.0,4.0,44.0,16.0,11.0,33.0,7.0,0.48484848484848486,0.020512820512820513,0.014652014652014652,0.0125,0.20689655172413793,0.3076923076923077,0.3103448275862069,0.4482758620689655,0.4328863636363636,55.0,0.3793103448275862,37.0,195.0,17.0,46.0,35.0,48.0,11.0,46.0,11.0,0.5705521472392638,0.575,0.2358974358974359,2.0,14.0,3.0,0.5,0.02727272727272727,0.04,0.07179487179487179,False,25.0,4.0,10.0,58.0,6.0,20.0,96.0,6.0,13.0,26.0,1.0,40.0,17.0,2.0,5.0,25.0,2.0,9.0,2.0,1.0,3.0,2.0,,2.0,0.1724137931034483,0.18181818181818182,0.5272727272727272,0.5454545454545454,0.5448275862068965,0.46153846153846156,0.16666666666666666,0.14857142857142858,0.1566265060240964,0.1511627906976744,0.03773584905660377,0.1016949152542373,0.18571428571428572,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.16,0.4,0.4166666666666667,,1.0,0.05921052631578947,0.07692307692307693,7.0,23.0,1.0,4.0,1.0,1.0,13.0,31.0,2.0,2.0,7.0,14.0,35.0,2.0,10.0,3.0,8.0,18.0,1.0,30.0,13.0,25.0,11.0,36.0,6.0,5.0,18.0,3.0,4.0,83.0,,1.0,8.0,5.0,3.0,7.0,5.0,,1.0,2.0,8.0,,,0.42857142857142855,0.4,0.375,0.4117647058823529,0.47619047619047616,0.5,0.2413793103448276,,,0.016129032258064516,,,0.10869565217391304,0.21428571428571427,,0.015151515151515152,0.41818181818181815,0.4339622641509434,0.027586206896551724,0.25,0.25,,0.21379310344827587,0.41935483870967744,0.43333333333333335,0.46153846153846156,0.25,0.15384615384615385,0.7777777777777778,0.034482758620689655,1.0,0.2413793103448276,0.2857142857142857,0.43333333333333335,26.842857142857145,24.0,,,1.0,1.0,,,,1.0,,,1.0,11.0,0.02857142857142857,0.03636363636363636,0.03225806451612903,0.2608695652173913,
