EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,FG2M,FtPoints,PenaltyFtPoints,PtsUnassisted2s,DefTwoPtRebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3FGA,Steals,LostBallSteals,Corner3Frequency,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,AtRimFGM,PenaltyAtRimFGM,PenaltyFG2M,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,PenaltyFg2Pct,LiveBallTurnoverPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,TwoPtAssists,AtRimAssists,ShortMidRangeFGA,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,DefLongMidRangeReboundPct,AtRimPctAssisted,SecondChanceFtPoints,ShortMidRangeAssists,PtsUnassisted3s,ShortMidRangePctAssisted,OffLongMidRangeReboundPct,BadPassTurnovers,DefCorner3ReboundPct,on,SecondChanceAtRimFGM,Corner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,PtsPutbacks,Fg3aBlocked,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,3SecondViolations,SecondChanceFg2Pct,FG3APctBlocked,Corner3PctBlocked,OffShortMidRangeReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,Corner3Assists,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,OffCorner3ReboundPct,SelfORebPct,HeaveAttempts,FTOffRebounds,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,DefensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,OffensiveGoaltends
1496,1610612742,Keith Van Horn,Keith Van Horn,1496,DAL,356.0,6,-2.0,12,12,5,12,3.0,24,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,9,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,5,1.0,0.5,1.0,1.0,0.5,0.375,0.5,0.75,0.375,0.5,0.75,0.5,26.666666666666668,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.1,0.3333333333333333,0.3333333333333333,0.25,0.25,0.5,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,1.0,0.75,0.5,0.4492625,0.477,0.465825,1.0,1.0,9.95,25.299999999999997,0.4166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,1610612742,Adrian Griffin,Adrian Griffin,1559,DAL,886.0,15,-12.0,28,30,10,24,1.0,58,,,,2.0,,,,,,,2.0,,,4.0,24,,,,,1.0,,,2.0,,,,,1.0,,2.0,,2.0,2.0,10,,,,,,0.5,,,0.6666666666666666,,0.5,,10.344827586206897,,,0.25,0.2222222222222222,,,0.3333333333333333,,1.0,,,,,,,,,,,,,,0.3735,,0.3558,,0.5,16.65,,0.35714285714285715,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.5,0.2,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,1610612742,Marquis Daniels,Marquis Daniels,2605,DAL,589.0,10,2.0,21,21,14,20,3.0,42,1.0,,,,,,,,,,1.0,,1.0,2.0,14,,,,,,,,2.0,,,,,,,,,,2.0,14,,,,,,,,,0.3333333333333333,,1.0,0.5,12.5,,,,,,,,0.5,,,,,,,,,,,,,1.0,,0.558575,,,,1.0,,23.5,0.6666666666666666,,,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,1610612742,Josh Powell,Josh Powell,2694,DAL,1482.0,25,-2.0,46,48,24,36,4.0,94,1.0,,1.0,3.0,,,,,,,4.0,,,,40,,,,,2.0,,,,,,,,,,,2.0,2.0,,24,,,,,,,,,,,,,10.0,,,,,0.08333333333333333,,,0.25,0.75,,,,,,,,,0.5,,,0.25,,0.39417500000000005,,0.44684999999999997,,,13.575,,0.5217391304347826,,,,,,,1.0,5.0,,,,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.25,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1610612742,Darrell Armstrong,Darrell Armstrong,353,DAL,867.0,14,-2.0,30,30,17,29,3.0,60,1.0,,1.0,3.0,,3.0,,,,2.0,4.0,,3.0,6.0,22,,,,,3.0,,2.0,4.0,,3.0,,,2.0,,3.0,,3.0,4.0,17,,,,,,0.2857142857142857,,0.4,0.375,,0.4,0.42857142857142855,27.27272727272727,,,0.4,0.3333333333333333,,,0.5,0.14285714285714285,0.42857142857142855,0.42857142857142855,,,,,,,,0.2,0.4,,0.5714285714285714,,0.4816928571428572,,0.49718999999999997,,0.6666666666666666,15.675,25.366666666666664,0.5666666666666667,1.0,2.0,2.0,,4.0,1.0,1.0,1.0,2.0,2.0,,,,0.5,0.25,,0.3333333333333333,0.3333333333333333,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,0.125,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,519.0,9,,13,14,9,9,2.0,27,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,464.0,8,2.0,13,15,8,10,1.0,28,,,,,,,,,,,1.0,,,,15,,,,,,,,,,,,,,,2.0,,2.0,,8,,,,,,,,,,,,,14.285714285714285,,,,0.25,,,,,,,,,,,,,,,,,,,0.5446,,,,,4.1,,0.6153846153846154,,,,,,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,,0.2857142857142857,0.5,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,102.0,2,-1.0,2,3,2,3,,5,,,,,,,,,,,1.0,,,2.0,3,,,,,1.0,,,2.0,,,,,,1.0,1.0,,1.0,2.0,2,,,,,,1.0,,1.0,1.0,,1.0,,50.0,0.5,,,,,,,,,,,,,,,,,,,,,,0.3553,,0.3553,,1.0,7.7,,1.0,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,414.0,7,5.0,10,10,6,5,1.0,20,1.0,,,1.0,,1.0,,,,,3.0,,1.0,10.0,11,,,,,1.0,,,8.0,,1.0,,,,1.0,2.0,,2.0,8.0,6,,,,,,0.5,,1.0,0.7142857142857143,,1.0,0.25,63.63636363636363,0.5,,,0.14285714285714285,,,,0.25,0.25,0.25,,,,,,,,,,,0.5,,0.465675,,0.3324,,0.8,9.733333333333334,25.3,0.6,,2.0,6.0,6.0,2.0,1.0,1.0,3.0,4.0,6.0,,1.0,,0.6666666666666666,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,3.0,1.0,,,1.0,1.0,,0.42857142857142855,0.5,,,1.0,,,,,,,,0.25,1.0,1.0,1.0,2.0,0.5,0.5,0.3333333333333333,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,586.0,10,1.0,16,18,7,7,1.0,34,1.0,,,,,2.0,,,,,2.0,,2.0,4.0,17,,,,2.0,1.0,,,,,2.0,,,,,1.0,,1.0,,7,,,,,,0.25,,,0.4,1.0,,0.5,35.29411764705882,,,,0.125,,,,0.25,,0.5,,,,,,,,,,,0.75,,0.5279,,0.3757,0.5,,3.4,25.7,0.4375,,1.0,2.0,,,1.0,,,1.0,2.0,,,,0.5,0.125,0.25,,,,,,,,,2.0,,4.0,,,1.0,,,,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,0.2,0.3333333333333333,2.0,1.0,1.0,,,,,,,,0.25,,,,2.0,1.0,1.0,,1.0,2.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
