EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Steals,BadPassSteals,LostBallTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,PtsUnassisted2s,OffThreePtRebounds,FTDefRebounds,LostBallSteals,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimFGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3A,PtsPutbacks,HeaveAttempts,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,StepOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,AtRimPctBlocked,LongMidRangePctBlocked,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,FTOffRebounds,3SecondViolations,OffFTReboundPct,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,Clear Path Fouls,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Blocked3s,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3PctAssisted,OffensiveGoaltends
1000,1610612748,Shandon Anderson,Shandon Anderson,1000,MIA,3708.0,62,1.0,120,126,50,52.0,10.0,246,1.0,3.0,1.0,4.0,1.0,2.0,2.0,112.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,50,0.16666666666666666,0.5,0.5,0.2,0.25,1.0,7.575757575757575,0.5,0.046511627906976744,0.03225806451612903,0.08333333333333333,0.05970149253731343,0.023809523809523808,0.08333333333333333,0.08333333333333333,0.05,0.125,0.2,0.6,0.2,0.2,0.41272000000000003,0.3971,0.3512,0.16666666666666666,0.2,1.0,1.0,16.950000000000003,23.3,0.4166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
101134,1610612748,Wayne Simien,Wayne Simien,101134,MIA,195.0,3,,7,6,7,6.0,,13,2.0,1.0,,3.0,,,,5.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,7,,,,,,,42.857142857142854,,,,,,,,,,,0.6666666666666666,0.3333333333333333,,,0.32349999999999995,,0.32349999999999995,,,,,13.166666666666666,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1507,1610612748,Derek Anderson,Derek Anderson,1507,MIA,2533.0,42,-11.0,77,75,36,39.0,3.0,152,2.0,3.0,3.0,5.0,9.0,3.0,14.0,77.0,,,,4.0,2.0,10.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,10.0,,4.0,3.0,7.0,,7.0,1.0,1.0,,1.0,,2.0,,2.0,6.0,1.0,2.0,4.0,1.0,,,,10.0,36,0.4375,,0.45454545454545453,0.6428571428571429,0.2,0.5,21.686746987951807,0.5,0.23076923076923078,,0.3076923076923077,0.2692307692307692,,,0.5,0.25,0.2727272727272727,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.6428571428571429,0.4441821428571429,,0.42611999999999994,0.06666666666666667,0.16666666666666666,,0.7142857142857143,14.900000000000002,24.6,0.4675324675324675,1.0,1.0,2.0,2.0,6.0,2.0,4.0,1.0,3.0,1.0,2.0,6.0,2.0,9.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.25,0.39285714285714285,0.4,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.2,0.4,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1720,1610612748,Michael Doleac,Michael Doleac,1720,MIA,2614.0,44,-2.0,79,84,37,46.0,6.0,163,1.0,3.0,,8.0,,2.0,10.0,74.0,4.0,,4.0,1.0,2.0,2.0,,,,,,,,,3.0,3.0,3.0,8.0,4.0,12.0,1.0,,,1.0,,2.0,,5.0,6.0,,5.0,2.0,,,,,2.0,37,0.5555555555555556,0.5,0.5,,,,12.222222222222221,0.5,0.11538461538461539,0.10344827586206896,0.3333333333333333,0.17142857142857143,0.0975609756097561,0.1111111111111111,0.14285714285714285,0.14285714285714285,0.25,0.125,0.375,,0.5,0.48005000000000003,0.48493333333333327,0.5499,,,0.4,0.2,7.800000000000001,,0.46835443037974683,1.0,,,,,,,4.0,,,,,6.0,,,,1.0,,1.0,1.0,,1.0,0.75,0.75,,,,,0.5,,0.5,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,2.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,0.5,0.3333333333333333,0.08333333333333333,0.1111111111111111,0.09090909090909091,0.2,0.5,0.5,0.5,1.0,1.0,1.0,0.75,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
56,1610612748,Gary Payton,Gary Payton,56,MIA,33575.0,560,35.0,1023,1036,450,396.0,99.0,2059,17.0,17.0,24.0,58.0,58.0,18.0,133.0,1027.0,6.0,,6.0,26.0,13.0,60.0,4.0,27.0,9.0,36.0,7.0,2.0,14.0,81.0,4.0,16.0,16.0,34.0,6.0,40.0,7.0,3.0,6.0,11.0,,18.0,6.0,20.0,55.0,3.0,24.0,25.0,5.0,3.0,,3.0,60.0,450,0.5196850393700787,0.375,0.5357142857142857,0.5,0.06896551724137931,0.058823529411764705,12.70815074496056,0.3888888888888889,0.04878048780487805,0.015384615384615385,0.10256410256410256,0.06611570247933884,0.014778325123152709,0.030612244897959183,0.05825242718446602,0.06293706293706294,0.06837606837606838,0.14655172413793102,0.14655172413793102,0.20689655172413793,0.7068965517241379,0.491765350877193,0.4908,0.4780877777777777,0.04201680672268908,0.08196721311475409,0.045112781954887216,0.45112781954887216,7.836206896551724,25.15344827586207,0.4398826979472141,8.0,9.0,6.0,8.0,34.0,3.0,14.0,32.0,17.0,16.0,5.0,20.0,14.0,51.0,33.0,8.0,23.0,14.0,1.0,8.0,8.0,8.0,0.21875,0.22580645161290322,1.0,0.29310344827586204,0.25,0.2982456140350877,0.5517241379310345,0.6153846153846154,0.4956896551724138,0.5108695652173914,0.20512820512820512,0.47058823529411764,0.5,0.25,0.375,0.375,1.0,0.29310344827586204,0.23529411764705882,0.23529411764705882,1.0,0.13043478260869565,0.30434782608695654,0.21428571428571427,0.24242424242424243,16.0,24.0,2.0,3.0,12.0,8.0,3.0,50.0,2.0,2.0,9.0,7.0,1.0,3.0,0.5,0.375,0.038461538461538464,0.0136986301369863,0.011235955056179775,,,0.20689655172413793,0.6666666666666666,0.7272727272727273,0.3125,0.47058823529411764,0.5,0.375,0.6666666666666666,0.5,0.2608695652173913,10.0,2.0,2.0,2.0,2.0,1.0,4.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.08333333333333333,0.058823529411764705,0.02127659574468085,0.012195121951219513,0.01694915254237288,0.6666666666666666,0.25,0.8333333333333334,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,,,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,9089.0,151,54.0,265,270,123,114.0,25.0,535,10.0,,,24.0,,17.0,53.0,249.0,5.0,4.0,12.0,8.0,7.0,21.0,,1.0,1.0,2.0,1.0,,1.0,5.0,5.0,3.0,18.0,28.0,9.0,37.0,,,,9.0,,9.0,3.0,10.0,30.0,3.0,18.0,25.0,11.0,18.0,5.0,18.0,21.0,123,0.7361111111111112,0.6666666666666666,0.75,,,,15.254237288135592,,0.16981132075471697,0.08196721311475409,0.07142857142857142,0.14189189189189189,0.08247422680412371,0.04,0.18421052631578946,0.1111111111111111,0.09090909090909091,0.4166666666666667,,,0.5833333333333334,0.4693,0.42679999999999996,0.4650375,0.3235294117647059,0.3235294117647059,0.22641509433962265,0.39622641509433965,3.0416666666666665,,0.4641509433962264,,,,,,,,18.0,,7.0,,,32.0,,,,4.0,4.0,,2.0,6.0,2.0,0.8888888888888888,0.8888888888888888,,,,,0.75,0.875,0.75,0.875,,,,,,,,,,,,,,,,14.0,14.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,7.0,,6.0,,1.0,0.8,0.8,0.4666666666666667,0.08333333333333333,0.16666666666666666,0.05555555555555555,0.23076923076923078,0.5833333333333334,1.0,1.0,0.9285714285714286,0.4,0.4,0.8,1.0,0.75,0.625,5.0,,,,,,,,,,1.0,1.0,,13.0,,12.0,2.0,,,,0.2608695652173913,,0.6666666666666666,,1.0,,1.0,3.0,0.05263157894736842,0.75,,,,,,,,,,,,,,,,,,,True,,,,
952,1610612748,Antoine Walker,Antoine Walker,952,MIA,21786.0,363,43.0,676,686,297,269.0,71.0,1362,22.0,3.0,15.0,67.0,66.0,16.0,144.0,660.0,9.0,1.0,12.0,26.0,7.0,48.0,8.0,23.0,3.0,26.0,,3.0,16.0,55.0,6.0,14.0,28.0,45.0,8.0,53.0,8.0,,5.0,9.0,3.0,17.0,4.0,12.0,31.0,1.0,27.0,32.0,14.0,4.0,2.0,4.0,48.0,297,0.4864864864864865,0.42857142857142855,0.47058823529411764,0.49624060150375937,0.11940298507462686,0.13636363636363635,21.62516382699869,0.47058823529411764,0.13333333333333333,0.03571428571428571,0.13725490196078433,0.1346153846153846,0.027874564459930314,0.03225806451612903,0.0821917808219178,0.14772727272727273,0.13924050632911392,0.16541353383458646,0.022556390977443608,0.11278195488721804,0.8120300751879699,0.5090348484848485,0.5346636363636363,0.48938522727272726,0.09655172413793103,0.17721518987341772,0.08333333333333333,0.3333333333333333,3.6,25.134848484848483,0.4393491124260355,,2.0,3.0,18.0,51.0,6.0,16.0,34.0,20.0,10.0,7.0,19.0,22.0,54.0,50.0,18.0,7.0,3.0,3.0,3.0,4.0,3.0,0.3235294117647059,0.34375,0.9,0.30303030303030304,0.3684210526315789,0.3076923076923077,0.5074626865671642,0.38461538461538464,0.48120300751879697,0.45555555555555555,0.13043478260869565,,,,0.13333333333333333,0.13333333333333333,1.0,0.38345864661654133,0.35294117647058826,0.35294117647058826,0.8888888888888888,0.06666666666666667,0.35555555555555557,0.375,0.36,23.0,42.0,1.0,6.0,16.0,11.0,4.0,46.0,2.0,3.0,4.0,4.0,,4.0,0.4444444444444444,0.4230769230769231,0.08571428571428572,0.01680672268907563,0.046875,0.023809523809523808,0.02631578947368421,0.3157894736842105,0.5476190476190477,0.6216216216216216,0.43478260869565216,0.5,0.5789473684210527,0.46153846153846156,0.16666666666666666,,0.35555555555555557,9.0,,1.0,4.0,4.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,,2.0,,2.0,1.0,0.11904761904761904,,0.012345679012345678,0.1836734693877551,0.014705882352941176,0.5,,0.5625,0.3333333333333333,,,,0.09090909090909091,1.0,4.0,1.0,6.0,1.0,0.25,0.3076923076923077,0.25,1.0,,,,,,,,,,True,,,,
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,8206.0,137,-56.0,259,263,104,81.0,20.0,522,1.0,7.0,5.0,10.0,21.0,9.0,39.0,290.0,,,,6.0,9.0,18.0,,8.0,4.0,12.0,4.0,,5.0,28.0,,5.0,8.0,13.0,,13.0,4.0,,3.0,1.0,,5.0,2.0,2.0,6.0,1.0,6.0,10.0,,,,,18.0,104,0.5416666666666666,,0.5,0.6774193548387096,,,14.590747330960854,0.8,0.10666666666666667,,0.1111111111111111,0.10833333333333334,,,0.038461538461538464,0.20588235294117646,0.15151515151515152,0.03225806451612903,0.22580645161290322,0.16129032258064516,0.7419354838709677,0.5037449999999999,,0.5036346153846153,,,,0.46153846153846156,13.65,25.18095238095238,0.4015444015444015,4.0,,2.0,6.0,16.0,1.0,5.0,6.0,6.0,3.0,1.0,7.0,2.0,15.0,16.0,6.0,2.0,1.0,1.0,5.0,1.0,5.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.6,0.5,0.4838709677419355,0.34615384615384615,,0.5714285714285714,0.5714285714285714,,,,,0.5161290322580645,0.375,0.375,0.8333333333333334,0.15384615384615385,0.38461538461538464,0.2,0.375,2.0,2.0,,,2.0,,,10.0,,,1.0,,1.0,,,,,,,,,0.06451612903225806,1.0,1.0,0.5,,,,,,0.15384615384615385,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,True,,,,
1899,1610612748,James Posey,James Posey,1899,MIA,25517.0,425,43.0,768,782,349,280.0,73.0,1550,2.0,5.0,27.0,27.0,56.0,20.0,104.0,774.0,4.0,4.0,11.0,9.0,18.0,57.0,,12.0,3.0,15.0,3.0,,4.0,33.0,6.0,14.0,50.0,82.0,10.0,92.0,7.0,2.0,6.0,3.0,,10.0,4.0,10.0,52.0,3.0,31.0,27.0,6.0,1.0,,1.0,57.0,349,0.5421052631578948,0.55,0.6511627906976745,0.6746987951807228,,,12.280701754385964,0.7,0.1968503937007874,0.031914893617021274,0.12173913043478261,0.17344173441734417,0.03367003367003367,0.013888888888888888,0.24050632911392406,0.2072072072072072,0.09302325581395349,0.024096385542168676,0.060240963855421686,0.3253012048192771,0.9156626506024096,0.5288,0.5334928571428572,0.5284683333333333,0.06896551724137931,0.1935483870967742,0.10576923076923077,0.5480769230769231,4.055555555555555,25.189285714285713,0.4544270833333333,1.0,11.0,12.0,9.0,29.0,3.0,11.0,12.0,20.0,6.0,9.0,23.0,16.0,57.0,28.0,9.0,8.0,6.0,1.0,8.0,20.0,9.0,0.6666666666666666,0.8,0.95,0.35714285714285715,0.391304347826087,0.36363636363636365,0.4444444444444444,0.6666666666666666,0.5060240963855421,0.609375,0.20689655172413793,0.2,0.2,1.0,0.4074074074074074,0.4230769230769231,1.0,0.3493975903614458,0.3103448275862069,0.3103448275862069,0.8888888888888888,0.375,0.34375,0.2727272727272727,0.32142857142857145,11.0,20.0,2.0,4.0,8.0,,2.0,8.0,4.0,18.0,2.0,1.0,1.0,12.0,0.5,0.4375,0.43902439024390244,0.03669724770642202,0.04477611940298507,0.04081632653061224,0.05555555555555555,0.24096385542168675,0.55,0.55,0.6363636363636364,,,0.5,0.5,,0.25,6.0,1.0,6.0,4.0,4.0,1.0,4.0,4.0,2.0,,,2.0,1.0,1.0,,,1.0,,,0.0273972602739726,0.125,0.044444444444444446,,0.125,0.75,0.5,,,,,1.0,3.0,1.0,3.0,,0.25,0.375,0.3333333333333333,1.0,1.0,1.0,1.0,0.017857142857142856,0.037037037037037035,,,,,True,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,15541.0,259,6.0,476,478,242,221.0,47.0,954,14.0,15.0,,44.0,1.0,21.0,69.0,486.0,6.0,5.0,15.0,25.0,14.0,46.0,1.0,5.0,,5.0,,,4.0,10.0,14.0,10.0,32.0,44.0,21.0,65.0,3.0,1.0,1.0,8.0,2.0,11.0,5.0,12.0,36.0,9.0,23.0,30.0,13.0,1.0,,2.0,46.0,242,0.5948275862068966,0.8333333333333334,0.6388888888888888,0.022222222222222223,0.022727272727272728,,13.043478260869565,0.2727272727272727,0.2077922077922078,0.11864406779661017,0.13157894736842105,0.1826086956521739,0.10404624277456648,0.0851063829787234,0.17777777777777778,0.2647058823529412,0.15517241379310345,0.3111111111111111,0.3333333333333333,,0.35555555555555557,0.443884090909091,0.58586,0.445304,0.24074074074074073,0.24528301886792453,0.21739130434782608,0.6666666666666666,8.35,59.1,0.5084033613445378,10.0,,,,1.0,,1.0,24.0,,16.0,,1.0,30.0,,,,4.0,3.0,2.0,4.0,5.0,3.0,0.625,0.75,,,,,0.5454545454545454,0.64,0.5333333333333333,0.6153846153846154,0.05555555555555555,0.6666666666666666,0.6666666666666666,1.0,,,,0.022222222222222223,,,,,0.038461538461538464,,,10.0,15.0,5.0,6.0,9.0,4.0,5.0,18.0,4.0,2.0,1.0,3.0,,5.0,0.8333333333333334,0.8333333333333334,0.08695652173913043,0.07272727272727272,0.15789473684210525,0.12121212121212122,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.3,0.2857142857142857,0.2857142857142857,1.0,0.8333333333333334,,0.34615384615384615,6.0,,,,8.0,1.0,1.0,,,,2.0,4.0,,1.0,,1.0,1.0,0.06666666666666667,,0.029411764705882353,0.14634146341463414,,0.5,,0.6666666666666666,,3.0,,0.07142857142857142,0.5,,,,,1.0,,,,,,,,,,1.0,1.0,,,True,,,,
