EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,OffensiveGoaltends,DefCorner3ReboundPct,PtsUnassisted3s,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on
1501,1610612756,Tim Thomas,Tim Thomas,1501,PHX,24633.0,411,42,789,791,193,182,60.0,1580,21.0,33.0,3.0,7.0,3.0,8.0,13.0,25.0,10.0,16.0,9.0,21.0,2.0,2.0,7.0,22.0,53.0,2.0,3.0,4.0,13.0,44.0,74.0,31.0,74.0,22.0,203.0,894,4.0,9.0,2.0,5.0,1.0,15.0,6.0,14.0,6.0,20.0,12.0,42.0,42.0,46.0,93.0,4.0,1.0,52.0,22.0,4.0,1.0,9.0,10.0,19.0,8.0,2.0,4.0,2.0,3.0,48.0,5.0,7.0,8.0,65.0,3.0,76.0,12.0,88.0,2.0,14.0,10.0,4.0,7.0,1.0,4.0,5.0,3.0,3.0,12.0,1.0,1.0,37.0,61.0,3.0,1.0,26.0,1.0,30.0,4.0,12.0,5.0,4.0,4.0,4.0,2.0,1.0,42.0,193,9.0,4.0,0.4772727272727273,0.5,1.0,0.4189189189189189,0.4,0.3,0.4246575342465753,0.5945945945945946,0.4444444444444444,0.42857142857142855,0.6114864864864865,0.5,0.4411764705882353,0.6304347826086957,0.5357142857142857,0.5121951219512195,0.5,0.013513513513513514,0.05405405405405406,0.09090909090909091,0.04,0.018867924528301886,20.210280373831775,0.5833333333333334,0.17647058823529413,0.22033898305084745,0.03482587064676617,0.0963855421686747,0.03731343283582089,0.1931216931216931,0.03582089552238806,0.04285714285714286,0.015873015873015872,0.04411764705882353,0.04081632653061224,0.027777777777777776,0.25,0.23076923076923078,0.19491525423728814,0.12903225806451613,0.029850746268656716,0.5,0.22297297297297297,0.6363636363636364,0.7,0.5714285714285714,0.16891891891891891,0.52,0.5416666666666666,0.5384615384615384,0.10810810810810811,0.625,0.625,0.2,0.14189189189189189,0.42857142857142855,0.42857142857142855,1.0,0.3581081081081081,0.41509433962264153,0.4230769230769231,1.0,0.5,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.21428571428571427,0.6666666666666666,1.0,0.23529411764705882,0.375,0.20588235294117646,0.2857142857142857,0.38235294117647056,0.3076923076923077,0.722972972972973,0.4230769230769231,0.5015224489795919,0.49256875,0.4962212121212121,0.07692307692307693,0.14634146341463414,0.07389162561576355,0.20689655172413793,6.933783783783784,25.59594594594595,0.24461343472750316,,,,,,,,,,,,,,,,,,,,True
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,35065.0,584,24,1130,1133,327,304,94.0,2263,72.0,96.0,15.0,22.0,16.0,25.0,19.0,55.0,12.0,30.0,12.0,29.0,1.0,2.0,7.0,4.0,25.0,,1.0,2.0,7.0,103.0,181.0,16.0,54.0,48.0,302.0,1289,19.0,31.0,,2.0,,38.0,20.0,43.0,4.0,14.0,23.0,75.0,170.0,36.0,48.0,22.0,2.0,23.0,4.0,13.0,,12.0,10.0,22.0,7.0,3.0,8.0,2.0,2.0,54.0,3.0,30.0,21.0,87.0,11.0,119.0,33.0,152.0,5.0,25.0,19.0,6.0,10.0,1.0,5.0,9.0,5.0,3.0,19.0,1.0,4.0,28.0,48.0,2.0,1.0,50.0,5.0,56.0,6.0,26.0,5.0,19.0,13.0,20.0,10.0,,75.0,327,7.0,5.0,0.8252427184466019,0.9239130434782609,1.0,0.2962962962962963,,0.2857142857142857,0.3076923076923077,0.569060773480663,0.6129032258064516,0.46511627906976744,0.5404255319148936,0.5757575757575758,0.45614035087719296,0.5807692307692308,0.5757575757575758,0.5434782608695652,0.2297872340425532,,0.0718232044198895,0.08333333333333333,0.09090909090909091,,22.68292682926829,0.5263157894736842,0.5238095238095238,0.22597402597402597,0.09433962264150944,0.17796610169491525,0.01775147928994083,0.2147117296222664,0.06776180698151951,0.09259259259259259,0.08,0.10909090909090909,0.023809523809523808,,0.15853658536585366,0.25,0.23776223776223776,0.17391304347826086,0.050505050505050504,0.5,0.4085106382978723,0.75,0.8181818181818182,0.7916666666666666,0.23404255319148937,0.34545454545454546,0.38,0.8947368421052632,0.1276595744680851,0.4,0.4,0.9166666666666666,0.12340425531914893,0.41379310344827586,0.41379310344827586,1.0,0.10638297872340426,0.16,0.16,1.0,0.6666666666666666,0.6818181818181818,0.3333333333333333,0.030303030303030304,0.030303030303030304,,,0.43859649122807015,0.64,0.12280701754385964,0.2857142857142857,0.12280701754385964,0.2857142857142857,0.6382978723404256,0.17391304347826086,0.5189622317596566,0.5165946428571428,0.5209303571428572,0.10196078431372549,0.12935323383084577,0.12582781456953643,0.24834437086092714,5.626519337016575,25.125925925925927,0.28938053097345134,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,0.19230769230769232,,,,,,,,,,,True
1952,1610612756,Raja Bell,Raja Bell,1952,PHX,40408.0,673,23,1299,1301,376,365,107.0,2600,11.0,22.0,1.0,2.0,6.0,11.0,6.0,16.0,22.0,41.0,16.0,28.0,1.0,6.0,8.0,24.0,58.0,1.0,2.0,9.0,16.0,39.0,79.0,40.0,86.0,34.0,232.0,1474,4.0,7.0,1.0,3.0,4.0,15.0,13.0,27.0,15.0,24.0,14.0,85.0,36.0,42.0,114.0,2.0,,58.0,24.0,10.0,1.0,24.0,13.0,37.0,9.0,4.0,11.0,4.0,9.0,87.0,5.0,3.0,13.0,22.0,5.0,40.0,8.0,48.0,,11.0,6.0,5.0,6.0,1.0,3.0,4.0,3.0,,10.0,,5.0,22.0,70.0,2.0,1.0,60.0,6.0,41.0,3.0,14.0,8.0,2.0,1.0,4.0,3.0,,85.0,376,16.0,7.0,0.46153846153846156,0.47368421052631576,0.95,0.46511627906976744,0.3333333333333333,0.625,0.46511627906976744,0.4936708860759494,0.5714285714285714,0.48148148148148145,0.6,0.55,0.696078431372549,0.6304347826086957,0.5769230769230769,0.7203389830508474,0.5212121212121212,0.011627906976744186,0.12658227848101267,0.13636363636363635,0.3125,0.017241379310344827,13.719943422913719,0.6,0.17857142857142858,0.04878048780487805,0.008241758241758242,0.0962962962962963,0.024875621890547265,0.059726962457337884,0.01415929203539823,0.016,0.008928571428571428,,0.03333333333333333,,0.01,0.05142857142857143,0.06818181818181818,0.09345794392523364,,0.75,0.13333333333333333,0.5,0.5789473684210527,0.18181818181818182,0.09696969696969697,0.375,0.5454545454545454,0.5,0.24848484848484848,0.5365853658536586,0.5641025641025641,0.5909090909090909,0.1696969696969697,0.5714285714285714,0.5714285714285714,1.0,0.3515151515151515,0.41379310344827586,0.42105263157894735,0.9166666666666666,0.2,0.5,,0.1,0.2,0.5,1.0,0.21568627450980393,0.5454545454545454,0.1568627450980392,0.75,0.3137254901960784,0.5625,0.6545454545454545,0.41379310344827586,0.4900736363636364,0.4928416666666667,0.49192941176470584,0.07954545454545454,0.15555555555555556,0.06465517241379311,0.36637931034482757,11.537974683544304,24.847674418604647,0.2894534257120862,1.0,,21.0,2.0,2.0,,1.0,,0.10714285714285714,6.0,0.04878048780487805,,,,,,,,,True
2067,1610612756,Eddie House,Eddie House,2067,PHX,2630.0,44,-6,81,80,25,14,8.0,161,,,,,,,,1.0,4.0,13.0,,,,,,,1.0,,,,,4.0,14.0,,1.0,,8.0,97,,,,,,,3.0,7.0,,,,6.0,6.0,2.0,,,,1.0,,,,1.0,,1.0,,,1.0,,,2.0,,,1.0,2.0,,3.0,,3.0,,,,,1.0,,1.0,1.0,,,2.0,,1.0,3.0,4.0,,1.0,2.0,,,,,,1.0,1.0,1.0,,,6.0,25,,,0.75,0.75,,,,,,0.2857142857142857,,0.42857142857142855,0.26666666666666666,,0.42857142857142855,0.26666666666666666,,0.42857142857142855,0.06666666666666667,,,,,,19.10112359550562,0.5,,0.07407407407407407,,0.1,,0.08108108108108109,,,,,,,,,0.125,0.14285714285714285,,,,,,,0.06666666666666667,,,,0.8666666666666667,0.3076923076923077,0.3076923076923077,0.75,,,,,0.06666666666666667,,,,,,,,,,,,,,,,,0.06666666666666667,,0.4030166666666667,,0.3793714285714285,,,,0.75,18.464285714285715,24.7,0.30864197530864196,,,,,,,,,,,,,,,,,,,,True
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,21177.0,353,-15,684,684,279,275,54.0,1368,37.0,58.0,2.0,2.0,15.0,22.0,4.0,13.0,8.0,16.0,,6.0,,,4.0,14.0,35.0,,3.0,6.0,16.0,49.0,87.0,14.0,41.0,21.0,161.0,801,2.0,2.0,,3.0,,4.0,18.0,32.0,6.0,20.0,6.0,60.0,42.0,56.0,33.0,,2.0,33.0,14.0,9.0,,18.0,17.0,35.0,8.0,9.0,8.0,4.0,6.0,87.0,1.0,2.0,7.0,7.0,,14.0,3.0,17.0,,9.0,6.0,3.0,6.0,,3.0,12.0,3.0,1.0,18.0,2.0,9.0,15.0,40.0,2.0,3.0,27.0,2.0,27.0,2.0,11.0,2.0,3.0,3.0,3.0,1.0,,60.0,279,5.0,2.0,0.42857142857142855,0.42857142857142855,0.7857142857142857,0.34146341463414637,,0.3,0.358974358974359,0.5632183908045977,1.0,0.5625,0.546875,0.4,0.5192307692307693,0.575,0.4,0.5263157894736842,0.3203125,,0.10344827586206896,0.13793103448275862,0.07692307692307693,,21.29380053908356,0.3333333333333333,,0.03111111111111111,0.010416666666666666,0.1044776119402985,0.010101010101010102,0.04794520547945205,0.010309278350515464,,0.01694915254237288,0.015873015873015872,,0.03571428571428571,0.037037037037037035,,0.052083333333333336,0.12962962962962962,,0.3333333333333333,0.453125,0.6379310344827587,0.74,0.4594594594594595,0.1015625,0.3076923076923077,0.3333333333333333,,0.125,0.5,0.5,0.5,0.046875,,,,0.2734375,0.4,0.4,0.7857142857142857,0.4,1.0,0.5,,0.6,,,0.4230769230769231,0.6818181818181818,0.07692307692307693,,0.3076923076923077,0.375,0.7734375,0.42424242424242425,0.5353138888888889,0.5805833333333333,0.53396,0.08695652173913043,0.11458333333333333,0.024844720496894408,0.37267080745341613,4.837931034482757,26.353658536585368,0.40789473684210525,4.0,1.0,2.0,,,,,,,9.0,,1.0,2.0,0.023809523809523808,,,,,,True
2564,1610612756,Boris Diaw,Boris Diaw,2564,PHX,32414.0,540,33,1049,1042,283,270,89.0,2091,58.0,84.0,4.0,8.0,11.0,19.0,27.0,52.0,19.0,49.0,1.0,1.0,,,,1.0,3.0,1.0,1.0,,1.0,104.0,185.0,2.0,4.0,48.0,262.0,1169,7.0,14.0,1.0,1.0,4.0,21.0,23.0,44.0,,1.0,20.0,66.0,126.0,82.0,6.0,4.0,,3.0,1.0,13.0,,45.0,30.0,75.0,19.0,11.0,26.0,4.0,15.0,180.0,10.0,10.0,18.0,43.0,2.0,63.0,20.0,83.0,3.0,14.0,11.0,3.0,15.0,6.0,11.0,19.0,4.0,1.0,34.0,2.0,13.0,24.0,43.0,1.0,11.0,59.0,2.0,59.0,12.0,33.0,2.0,12.0,5.0,13.0,9.0,,66.0,283,2.0,2.0,0.6057692307692307,0.6176470588235294,1.0,0.5,1.0,,0.5,0.5621621621621622,0.5,0.5227272727272727,0.5661375661375662,0.5666666666666667,0.5111111111111111,0.6155660377358491,0.5526315789473685,0.6018518518518519,0.021164021164021163,,0.07027027027027027,0.08333333333333333,0.11538461538461539,,21.52230971128609,0.4411764705882353,0.08333333333333333,0.1178082191780822,0.03389830508474576,0.1651376146788991,0.06097560975609756,0.12869198312236288,0.04357298474945534,0.04950495049504951,0.034482758620689655,0.018691588785046728,0.04032258064516129,0.125,0.12790697674418605,0.08888888888888889,0.1388888888888889,0.14942528735632185,0.043478260869565216,0.6923076923076923,0.4444444444444444,0.6904761904761905,0.7532467532467533,0.6206896551724138,0.2751322751322751,0.5192307692307693,0.5869565217391305,0.4074074074074074,0.25925925925925924,0.3877551020408163,0.3877551020408163,0.8421052631578947,0.005291005291005291,1.0,1.0,1.0,0.015873015873015872,0.3333333333333333,0.3333333333333333,1.0,0.5333333333333333,0.5,0.75,,0.06666666666666667,1.0,1.0,0.4222222222222222,0.5789473684210527,,,0.022222222222222223,,0.4656084656084656,0.3333333333333333,0.47826164021164025,0.49372,0.46496333333333334,0.15714285714285714,0.16019417475728157,0.08015267175572519,0.25190839694656486,6.959999999999999,24.525000000000002,0.2697807435653003,,,3.0,1.0,1.0,6.0,1.0,,0.22727272727272727,,,,4.0,,1.0,1.0,,,,True
959,1610612756,Steve Nash,Steve Nash,959,PHX,34411.0,574,33,1109,1117,317,324,84.0,2226,58.0,85.0,3.0,4.0,15.0,24.0,9.0,24.0,17.0,40.0,2.0,4.0,2.0,1.0,1.0,19.0,60.0,1.0,5.0,6.0,21.0,84.0,149.0,21.0,64.0,51.0,282.0,1250,3.0,5.0,3.0,7.0,3.0,18.0,21.0,38.0,7.0,22.0,19.0,82.0,16.0,152.0,36.0,2.0,1.0,59.0,19.0,11.0,,117.0,32.0,149.0,22.0,10.0,73.0,22.0,22.0,330.0,4.0,3.0,15.0,35.0,,50.0,7.0,57.0,1.0,8.0,7.0,1.0,33.0,10.0,20.0,16.0,13.0,2.0,49.0,2.0,13.0,10.0,29.0,,3.0,56.0,2.0,57.0,5.0,18.0,9.0,3.0,2.0,3.0,2.0,,82.0,317,1.0,9.0,0.09523809523809523,0.0963855421686747,0.5714285714285714,0.328125,0.42857142857142855,0.3181818181818182,0.3333333333333333,0.5637583892617449,0.6,0.5526315789473685,0.5422535211267606,0.625,0.525,0.5851063829787234,0.6923076923076923,0.5942028985507246,0.3004694835680751,,0.0738255033557047,0.11764705882352941,0.041666666666666664,,23.666666666666668,0.673469387755102,,0.08816120906801007,0.009836065573770493,0.13043478260869565,0.023391812865497075,0.09765625,0.014705882352941176,0.009174311926605505,0.02127659574468085,,0.023622047244094488,0.022727272727272728,0.06666666666666667,0.08024691358024691,0.1103448275862069,0.13186813186813187,0.010526315789473684,0.6666666666666666,0.39906103286384975,0.6823529411764706,0.7733333333333333,0.10344827586206896,0.11267605633802817,0.375,0.391304347826087,,0.18779342723004694,0.425,0.425,0.11764705882352941,0.018779342723004695,0.5,0.5,1.0,0.28169014084507044,0.31666666666666665,0.31666666666666665,0.5263157894736842,0.3333333333333333,0.75,,0.16666666666666666,0.4166666666666667,0.2,1.0,0.4,0.625,0.016666666666666666,1.0,0.35,0.2857142857142857,0.6995305164319249,0.3220338983050847,0.505045283018868,0.5282500000000001,0.4964949152542373,0.07964601769911504,0.1111111111111111,0.06382978723404255,0.2907801418439716,6.144966442953021,25.907812499999995,0.28584310189359785,1.0,,5.0,,,1.0,,,0.125,27.0,,,,,8.0,,2.0,1.0,1.0,True
2592,1610612756,James Jones,James Jones,2592,PHX,11081.0,185,-8,346,349,76,86,38.0,695,4.0,9.0,2.0,3.0,,2.0,,3.0,7.0,23.0,,2.0,,,1.0,4.0,12.0,,,,,11.0,35.0,4.0,14.0,13.0,47.0,382,3.0,10.0,,,1.0,7.0,2.0,7.0,,1.0,5.0,9.0,14.0,8.0,12.0,4.0,,12.0,4.0,1.0,,,2.0,2.0,1.0,1.0,,,,6.0,5.0,4.0,2.0,25.0,,27.0,9.0,36.0,3.0,2.0,,2.0,3.0,1.0,2.0,4.0,1.0,1.0,7.0,,1.0,5.0,12.0,,2.0,16.0,2.0,16.0,1.0,6.0,3.0,5.0,3.0,5.0,4.0,,9.0,76,1.0,2.0,0.6363636363636364,0.7777777777777778,1.0,0.2857142857142857,,,0.2857142857142857,0.3142857142857143,0.3,0.2857142857142857,0.3469387755102041,0.3,0.25,0.41228070175438597,0.3181818181818182,0.4090909090909091,0.2857142857142857,,0.02857142857142857,,0.3333333333333333,,16.27906976744186,0.42857142857142855,,0.22727272727272727,0.036036036036036036,0.05405405405405406,0.09090909090909091,0.1836734693877551,0.05421686746987952,0.06451612903225806,0.02702702702702703,0.023255813953488372,0.08888888888888889,0.1,0.22727272727272727,0.1956521739130435,0.2619047619047619,0.058823529411764705,0.09375,0.8,0.1836734693877551,0.4444444444444444,0.4444444444444444,0.25,0.061224489795918366,,,,0.46938775510204084,0.30434782608695654,0.30434782608695654,0.8571428571428571,0.04081632653061224,,,,0.24489795918367346,0.3333333333333333,0.3333333333333333,1.0,0.3,0.6666666666666666,,,,,,0.25,,0.125,,,,0.46938775510204084,0.3333333333333333,0.4706102040816326,0.43412000000000006,0.46098124999999995,0.1111111111111111,0.15,0.14893617021276595,0.19148936170212766,13.3,25.24285714285714,0.21965317919075145,,,2.0,,,1.0,1.0,,,,,,1.0,,,,,,,True
258,1610612756,Brian Grant,Brian Grant,258,PHX,221.0,4,-11,8,8,4,5,1.0,16,,,,,,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,22.22222222222222,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39095,,,,,,,15.55,,0.5,,,,,,,,,,,,,,,,,,,,True
1501,1610612756,Tim Thomas,Tim Thomas,1501,PHX,13502.0,225,-11,422,426,119,125,44.0,848,9.0,16.0,1.0,4.0,1.0,3.0,5.0,14.0,2.0,8.0,1.0,3.0,,,,16.0,31.0,1.0,2.0,3.0,10.0,16.0,38.0,17.0,34.0,16.0,99.0,487,1.0,5.0,1.0,2.0,2.0,7.0,3.0,8.0,3.0,10.0,8.0,23.0,10.0,22.0,51.0,2.0,,31.0,16.0,5.0,1.0,3.0,3.0,6.0,2.0,1.0,1.0,,2.0,15.0,,4.0,5.0,26.0,3.0,34.0,4.0,38.0,1.0,4.0,1.0,3.0,5.0,1.0,1.0,5.0,4.0,2.0,10.0,,2.0,14.0,29.0,2.0,2.0,18.0,1.0,19.0,3.0,8.0,3.0,3.0,2.0,4.0,1.0,1.0,23.0,119,7.0,2.0,0.3125,0.3333333333333333,1.0,0.5,0.5,0.3,0.5,0.42105263157894735,0.2,0.375,0.5763888888888888,0.35714285714285715,0.4166666666666667,0.61875,0.4375,0.5227272727272727,0.4722222222222222,0.029411764705882353,0.13157894736842105,0.25,0.07142857142857142,0.03225806451612903,19.02748414376321,0.5,0.21428571428571427,0.16149068322981366,0.0273972602739726,0.11627906976744186,,0.15196078431372548,0.01990049751243781,0.0425531914893617,0.03636363636363636,,,,0.22727272727272727,0.12,0.14925373134328357,0.125,0.03225806451612903,0.25,0.2222222222222222,0.5625,0.75,0.3333333333333333,0.19444444444444445,0.35714285714285715,0.38461538461538464,0.2,0.1111111111111111,0.25,0.25,0.5,0.041666666666666664,0.3333333333333333,0.3333333333333333,1.0,0.4305555555555556,0.5161290322580645,0.5333333333333333,1.0,0.5714285714285714,0.25,,,0.2857142857142857,0.5,1.0,0.16666666666666666,0.3333333333333333,,,0.5555555555555556,0.3,0.6944444444444444,0.5161290322580645,0.4729979166666667,0.5546599999999999,0.4378555555555555,0.1038961038961039,0.18604651162790697,0.0707070707070707,0.23232323232323232,7.30263157894737,25.197058823529414,0.28199052132701424,,,1.0,1.0,1.0,1.0,,,0.09090909090909091,,,,,,,,,,,False
