EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PlusMinus,SecondChanceOffPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,BadPassOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,ThreePtAssists,Arc3Assists,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyAtRimFGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,NonHeaveArc3FGM,Corner3Assists,SelfOReb,Technical Free Throw Trips,SelfORebPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,StepOutOfBoundsTurnovers,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,SecondChanceCorner3PctAssisted,HeaveAttempts
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,41.0,1,2,1,2,1,3,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1521,1610612751,Jacque Vaughn,Jacque Vaughn,1521,NJN,3241.0,54,98,100,27,43,198,27,0.2755102040816326,-15.0,9.0,1.0,2.0,4.0,8.0,5.0,10.0,1.0,11.0,103.0,1.0,1.0,1.0,2.0,4.0,6.0,4.0,4.0,2.0,2.0,8.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,10.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,0.4,0.4,0.5,1.0,0.5,1.0,0.5,1.0,12.264150943396226,0.5,0.11538461538461539,0.07692307692307693,0.14285714285714285,0.10256410256410256,0.023809523809523808,0.16666666666666666,0.1,0.2,0.1,0.2,0.5,0.5,0.8,0.5,0.5,0.5,0.2,0.40714000000000006,0.3868,0.3353,0.18181818181818182,0.18181818181818182,0.18181818181818182,15.559999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2215,1610612751,Jason Collins,Jason Collins,2215,NJN,18140.0,302,554,556,118,156,1110,118,0.21299638989169675,-1.0,58.0,5.0,9.0,3.0,12.0,9.0,25.0,13.0,31.0,607.0,6.0,1.0,2.0,6.0,14.0,4.0,3.0,3.0,1.0,1.0,6.0,3.0,13.0,19.0,35.0,20.0,55.0,3.0,6.0,,,9.0,1.0,26.0,55.0,2.0,35.0,13.0,22.0,2.0,9.0,3.0,6.0,4.0,0.7777777777777778,1.0,0.36,0.5,0.36,0.5,0.44285714285714284,0.5,7.13128038897893,0.3333333333333333,0.11875,0.19696969696969696,0.04477611940298507,0.1415929203539823,0.08403361344537816,0.04,0.10204081632653061,0.1044776119402985,0.22448979591836735,0.36,0.5555555555555556,0.7142857142857143,0.48,0.25,0.25,1.0,0.36,0.44520399999999993,0.43494,0.38585,0.28125,0.28125,0.1935483870967742,9.996000000000002,1.0,2.0,1.0,4.0,3.0,6.0,12.0,4.0,4.0,3.0,1.0,17.0,3.0,5.0,4.0,1.0,3.0,1.0,2.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.5,0.5,0.5454545454545454,0.12,0.2222222222222222,0.25,0.13043478260869565,0.09941520467836257,0.15517241379310345,0.12121212121212122,0.05,0.058823529411764705,0.1590909090909091,0.11764705882352941,0.5,0.8,0.16,0.25,0.3333333333333333,0.3333333333333333,0.5,0.3870967741935484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
361,1610612751,Clifford Robinson,Clifford Robinson,361,NJN,2646.0,44,75,78,29,20,153,29,0.38666666666666666,-5.0,5.0,2.0,3.0,1.0,2.0,3.0,6.0,1.0,10.0,82.0,,,1.0,3.0,6.0,,,,,,,,1.0,2.0,5.0,,5.0,2.0,1.0,1.0,,3.0,1.0,3.0,7.0,,1.0,,1.0,1.0,1.0,,3.0,,1.0,1.0,0.5,,0.45,0.5,0.5,0.5,16.049382716049383,0.6666666666666666,0.10526315789473684,0.07142857142857142,,0.09090909090909091,,,0.25,,0.09090909090909091,0.3,0.6666666666666666,0.6666666666666666,0.2,0.5,0.5,1.0,0.7,0.491605,,0.5079333333333333,0.1,0.16666666666666666,0.3,7.900000000000001,,,,1.0,,,,,,,,,2.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,0.16666666666666666,,,1.0,0.1,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,0.25,0.5,0.25,0.4,0.1,1.0,1.0,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
441,1610612751,Lamond Murray,Lamond Murray,441,NJN,5362.0,89,161,164,50,85,325,50,0.3105590062111801,-12.0,20.0,3.0,4.0,1.0,3.0,5.0,8.0,1.0,23.0,174.0,3.0,1.0,2.0,6.0,4.0,6.0,,1.0,,,3.0,1.0,3.0,6.0,15.0,2.0,17.0,,,,,,,5.0,14.0,1.0,1.0,,2.0,,,,6.0,6.0,0.4,0.6666666666666666,0.625,0.5,0.5,0.35714285714285715,0.5,0.375,12.777777777777777,,0.13636363636363635,0.13636363636363635,0.043478260869565216,0.13636363636363635,0.02631578947368421,0.0625,0.2,0.07692307692307693,0.1875,0.18181818181818182,0.75,1.0,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.8181818181818182,0.5264068181818181,0.489275,0.45922142857142856,,,0.2608695652173913,7.875,2.0,2.0,1.0,1.0,3.0,,9.0,1.0,4.0,1.0,,1.0,6.0,2.0,2.0,,,,,,,1.0,,,,,,,1.0,1.0,1.125,1.125,0.125,0.25,,0.375,0.018867924528301886,,,0.043478260869565216,,0.09090909090909091,,,0.3333333333333333,0.045454545454545456,1.0,1.0,0.5,1.0,0.391304347826087,,4.0,10.0,1.0,4.0,4.0,1.0,4.0,14.0,1.0,5.0,9.0,4.0,,0.75,0.2857142857142857,0.2,0.2857142857142857,0.6363636363636364,0.45454545454545453,0.4,0.4,0.75,0.18181818181818182,,0.5714285714285714,0.25,0.14285714285714285,24.007142857142863,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,16481.0,275,505,509,109,144,1014,109,0.21584158415841584,7.0,50.0,33.0,53.0,10.0,28.0,66.0,116.0,46.0,199.0,555.0,9.0,14.0,27.0,46.0,70.0,62.0,28.0,32.0,14.0,3.0,68.0,1.0,9.0,24.0,33.0,5.0,38.0,9.0,5.0,4.0,1.0,14.0,4.0,7.0,19.0,,54.0,3.0,59.0,11.0,27.0,,46.0,3.0,0.5303030303030303,0.5303030303030303,0.5689655172413793,0.5185185185185185,0.5066225165562914,0.45588235294117646,0.5660919540229885,0.5232558139534884,33.51158645276292,0.6428571428571429,0.16551724137931034,0.14285714285714285,0.016666666666666666,0.15865384615384615,0.02304147465437788,0.022727272727272728,0.18604651162790697,0.16666666666666666,0.10638297872340426,0.3509933774834437,0.6226415094339622,0.66,0.18543046357615894,0.35714285714285715,0.35714285714285715,0.6,0.5827814569536424,0.48819470198675496,0.5094458333333334,0.4671338235294118,0.16167664670658682,0.20454545454545456,0.23115577889447236,7.023275862068965,2.0,7.0,23.0,35.0,2.0,3.0,7.0,15.0,,3.0,11.0,4.0,,16.0,11.0,5.0,5.0,,1.0,1.0,1.0,7.0,3.0,3.0,,3.0,1.0,,6.0,0.2222222222222222,0.15384615384615385,0.25,0.02586206896551724,0.05660377358490566,,,0.025477707006369428,0.05357142857142857,0.03333333333333333,,,0.14285714285714285,0.25,0.3333333333333333,0.5757575757575758,0.23178807947019867,0.6571428571428571,0.6571428571428571,0.5384615384615384,0.2857142857142857,0.035175879396984924,14.0,,6.0,,1.0,29.0,6.0,7.0,35.0,1.0,7.0,21.0,29.0,1.0,1.0,0.2,0.14285714285714285,0.2,0.23178807947019867,0.039735099337748346,,,,0.19205298013245034,0.4117647058823529,0.029411764705882353,,0.17647058823529413,25.237142857142857,,2.0,,4.0,,4.0,3.0,,0.15384615384615385,,7.0,7.0,2.0,1.0,7.0,1.0,4.0,2.0,0.05333333333333334,0.43478260869565216,0.2413793103448276,0.2413793103448276,1.0,0.15384615384615385,0.5,0.16666666666666666,0.2413793103448276,,,,,True,,,,,,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,15036.0,251,462,460,89,109,922,89,0.19264069264069264,15.0,48.0,29.0,41.0,18.0,31.0,50.0,79.0,34.0,164.0,503.0,4.0,8.0,13.0,35.0,66.0,34.0,17.0,22.0,11.0,2.0,49.0,1.0,2.0,17.0,27.0,2.0,29.0,14.0,12.0,8.0,2.0,26.0,2.0,5.0,21.0,1.0,29.0,2.0,41.0,1.0,16.0,,35.0,3.0,0.66,0.66,0.6329113924050633,0.6153846153846154,0.6914893617021277,0.78125,0.71875,0.7954545454545454,26.796116504854368,0.5384615384615384,0.12408759124087591,0.04,0.017857142857142856,0.10160427807486631,0.010309278350515464,0.024390243902439025,0.024390243902439025,0.2,0.02702702702702703,0.43617021276595747,0.7073170731707317,0.7631578947368421,0.32978723404255317,0.5806451612903226,0.5806451612903226,0.7222222222222222,0.5957446808510638,0.5110404255319149,0.49532,0.5117937499999999,0.14678899082568808,0.1702127659574468,0.21341463414634146,8.460759493670885,1.0,1.0,3.0,7.0,4.0,5.0,16.0,10.0,,5.0,4.0,1.0,8.0,7.0,5.0,2.0,6.0,1.0,1.0,7.0,2.0,3.0,3.0,3.0,,3.0,1.0,,3.0,1.0,0.9166666666666666,0.9375,0.06329113924050633,0.07317073170731707,0.2857142857142857,0.5,0.007246376811594203,0.023255813953488372,,,,0.1111111111111111,0.07692307692307693,0.3333333333333333,0.6551724137931034,0.07446808510638298,0.42857142857142855,0.6,0.16666666666666666,1.0,0.0975609756097561,8.0,3.0,3.0,,,12.0,3.0,10.0,15.0,3.0,3.0,27.0,12.0,,0.9,0.6666666666666666,1.0,0.6666666666666666,0.1595744680851064,0.031914893617021274,1.0,1.0,1.0,0.1276595744680851,0.5,,,0.1875,24.626666666666665,,,1.0,2.0,3.0,5.0,2.0,0.5,,,5.0,7.0,2.0,3.0,7.0,3.0,,4.0,,0.3333333333333333,0.5833333333333334,0.5833333333333334,0.8571428571428571,0.3333333333333333,0.625,1.0,0.5833333333333334,1.0,2.0,0.5,1.0,True,,,,,,,,,,,,
2420,1610612751,Nenad Krstic,Nenad Krstic,2420,NJN,13025.0,217,400,396,59,83,796,59,0.1475,3.0,43.0,19.0,26.0,10.0,29.0,41.0,77.0,12.0,94.0,447.0,8.0,5.0,11.0,11.0,56.0,26.0,5.0,6.0,2.0,1.0,13.0,3.0,7.0,17.0,26.0,10.0,36.0,6.0,8.0,5.0,4.0,14.0,1.0,9.0,18.0,2.0,16.0,1.0,18.0,2.0,10.0,1.0,11.0,3.0,0.6829268292682927,0.8,0.5324675324675324,0.45454545454545453,0.5324675324675324,0.45454545454545453,0.5529411764705883,0.4583333333333333,22.098214285714285,0.42857142857142855,0.14285714285714285,0.17073170731707318,0.06382978723404255,0.15,0.058823529411764705,0.027777777777777776,0.12121212121212122,0.11538461538461539,0.1935483870967742,0.33766233766233766,0.7307692307692307,0.7916666666666666,0.37662337662337664,0.3448275862068966,0.3448275862068966,1.0,0.33766233766233766,0.44568831168831163,0.5399,0.44056363636363643,0.11764705882352941,0.11764705882352941,0.11702127659574468,8.918181818181818,6.0,7.0,12.0,22.0,6.0,8.0,20.0,1.0,12.0,3.0,2.0,7.0,2.0,4.0,,4.0,1.0,1.0,,3.0,2.0,,3.0,2.0,1.0,3.0,1.0,,,0.75,0.75,0.7692307692307693,0.03896103896103896,0.07692307692307693,0.045454545454545456,0.2,0.056910569105691054,0.11627906976744186,,0.037037037037037035,0.18181818181818182,0.20588235294117646,0.1,0.3333333333333333,0.6842105263157895,0.2857142857142857,0.5454545454545454,0.5714285714285714,0.875,0.8571428571428571,0.2127659574468085,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.36363636363636365,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,,0.030303030303030304,0.4166666666666667,,,,,0.25,,,,,,,True,,,,,,,,,,,,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,16728.0,279,513,516,107,139,1029,107,0.20857699805068225,3.0,57.0,10.0,22.0,9.0,23.0,22.0,51.0,9.0,74.0,564.0,4.0,4.0,14.0,13.0,8.0,36.0,57.0,73.0,30.0,8.0,162.0,3.0,13.0,26.0,39.0,11.0,50.0,11.0,2.0,5.0,,13.0,2.0,4.0,13.0,,14.0,2.0,12.0,1.0,5.0,1.0,13.0,2.0,0.18181818181818182,0.18181818181818182,0.43137254901960786,0.2857142857142857,0.41139240506329117,0.2222222222222222,0.43452380952380953,0.2857142857142857,16.869565217391305,0.8461538461538461,0.174496644295302,0.21311475409836064,0.046875,0.18571428571428572,0.05,0.06382978723404255,0.20454545454545456,0.171875,0.20454545454545456,0.27848101265822783,0.45454545454545453,0.6666666666666666,0.2911392405063291,0.391304347826087,0.391304347826087,0.1111111111111111,0.6329113924050633,0.5062044303797467,0.41548999999999997,0.4856083333333332,0.060240963855421686,0.09090909090909091,0.17567567567567569,9.556862745098039,1.0,2.0,3.0,6.0,2.0,,7.0,5.0,,7.0,19.0,8.0,,9.0,6.0,3.0,6.0,,1.0,,,1.0,,,,,,,1.0,0.5,0.7,0.7,0.13725490196078433,0.3181818181818182,,,0.05128205128205128,0.03773584905660377,0.06451612903225806,0.05555555555555555,,0.14634146341463414,0.23529411764705882,,0.2,0.0759493670886076,0.5,0.5,0.4,0.5,0.0945945945945946,6.0,3.0,8.0,,2.0,20.0,2.0,7.0,28.0,,4.0,21.0,20.0,2.0,1.0,0.25,,0.25,0.35443037974683544,0.10126582278481013,0.375,0.375,1.0,0.25316455696202533,0.3333333333333333,0.1111111111111111,,0.1111111111111111,24.7,,,1.0,1.0,,16.0,10.0,1.0,,,1.0,4.0,1.0,,4.0,6.0,1.0,1.0,0.023255813953488372,0.3333333333333333,0.2,0.2,1.0,0.2,0.16666666666666666,,0.2,1.0,,1.0,1.0,True,,,,,,,,,,,,
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,554.0,9,17,17,17,17,34,17,1.0,4.0,3.0,1.0,1.0,,2.0,1.0,4.0,2.0,4.0,10.0,1.0,1.0,4.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,1.0,1.0,,4.0,,,,0.25,0.25,0.25,0.25,0.4,0.4,23.80952380952381,,,,,,,,,,,0.25,1.0,1.0,0.5,,,,0.25,0.36785,0.2549,0.36785,0.25,0.25,1.0,12.675,,,,1.0,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,0.25,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,False,,,,,,,,,,,,
