EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3Assists,Steals,BadPassSteals,LostBallSteals,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceFtPoints,PtsUnassisted3s,AtRimAssists,ShortMidRangeAssists,FTOffRebounds,SelfOReb,Offensive Fouls Drawn,Technical Free Throw Trips,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,BadPassOutOfBoundsTurnovers,Travels,Arc3PctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,DefensiveGoaltends,HeaveAttempts,on,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,OffensiveGoaltends,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange
1496,1610612742,Keith Van Horn,Keith Van Horn,1496,DAL,10332.0,172,-44.0,330,316,98,140,42,646,8.0,16.0,2.0,6.0,2.0,4.0,7.0,4.0,8.0,4.0,11.0,2.0,4.0,17.0,1.0,1.0,1.0,6.0,12.0,31,8.0,28.0,3.0,51.0,368,2.0,10.0,1.0,1.0,7.0,4.0,8.0,1.0,8.0,2.0,13.0,16.0,8.0,24.0,2.0,17.0,4.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,7.0,13.0,9.0,2.0,24.0,8.0,32.0,2.0,1.0,4.0,2.0,1.0,6.0,1.0,11.0,24,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,1.0,13.0,98,10.0,1.0,0.6666666666666666,0.7272727272727273,1.0,0.2857142857142857,1.0,0.125,0.2857142857142857,0.3870967741935484,0.2,0.5,0.4067796610169492,0.3181818181818182,0.34375,0.425,0.3181818181818182,0.38235294117647056,0.4745762711864407,0.03571428571428571,0.22580645161290322,0.125,0.7142857142857143,0.09090909090909091,17.36842105263158,0.3333333333333333,0.1111111111111111,0.10465116279069768,0.056451612903225805,0.3170731707317073,0.018518518518518517,0.1732283464566929,0.0449438202247191,0.075,0.05714285714285714,0.04081632653061224,0.025,0.06896551724137931,0.11764705882352941,0.13043478260869565,0.3125,0.3333333333333333,1.0,0.2711864406779661,0.5,0.5714285714285714,0.625,0.11864406779661017,0.13559322033898305,0.5,0.5,0.75,0.1864406779661017,0.36363636363636365,0.4,1.0,0.288135593220339,0.23529411764705882,0.23529411764705882,1.0,0.5454545454545454,0.3333333333333333,0.09090909090909091,1.0,1.0,0.25,0.5,0.125,0.375,0.16666666666666666,0.7457627118644068,0.23529411764705882,0.5123669491525424,0.49298571428571425,0.49337812500000006,0.01694915254237288,0.03225806451612903,0.13725490196078433,0.2549019607843137,7.238709677419356,24.26071428571429,0.296969696969697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1559,1610612742,Adrian Griffin,Adrian Griffin,1559,DAL,3831.0,64,-22.0,123,123,46,66,19,246,1.0,6.0,,1.0,,1.0,6.0,1.0,2.0,,,,,,,,,,4.0,14,,,2.0,10.0,143,1.0,3.0,,,2.0,2.0,4.0,,,2.0,6.0,2.0,6.0,,,,,2.0,,2.0,2.0,4.0,1.0,2.0,10.0,,2.0,2.0,5.0,1.0,8.0,2.0,10.0,,,,,,,,6.0,8,1.0,,2.0,,2.0,,1.0,,2.0,1.0,1.0,2.0,1.0,,6.0,46,,,0.25,0.25,,,,,,0.2857142857142857,0.3333333333333333,0.5,0.2857142857142857,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.6,,,0.14285714285714285,0.16666666666666666,0.16666666666666666,,10.563380281690142,,0.16666666666666666,0.16666666666666666,0.03773584905660377,0.14285714285714285,,0.1590909090909091,0.027777777777777776,0.058823529411764705,,0.045454545454545456,,0.09090909090909091,0.1111111111111111,0.3,0.08333333333333333,0.5,0.5,0.42857142857142855,0.16666666666666666,0.2,1.0,0.42857142857142855,0.14285714285714285,0.5,0.5,,,,,,,,,,0.3333333333333333,,,,,0.25,,,,,0.42857142857142855,,0.45168571428571436,0.4374,0.43505,0.06666666666666667,0.06666666666666667,0.2,0.6,5.478571428571428,,0.37398373983739835,2.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.4,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,8043.0,134,-23.0,253,241,65,87,30,494,12.0,19.0,5.0,8.0,2.0,3.0,10.0,8.0,18.0,,,,2.0,9.0,,1.0,1.0,3.0,24.0,47,2.0,9.0,27.0,81.0,290,8.0,13.0,,1.0,22.0,4.0,9.0,1.0,3.0,11.0,22.0,10.0,38.0,3.0,8.0,9.0,2.0,4.0,,7.0,5.0,12.0,4.0,2.0,29.0,7.0,5.0,4.0,20.0,7.0,31.0,13.0,44.0,3.0,1.0,,,2.0,3.0,2.0,5.0,6,,,31.0,1.0,31.0,5.0,13.0,4.0,1.0,,1.0,1.0,1.0,,22.0,65,,4.0,0.20833333333333334,0.25,0.5,0.2222222222222222,,0.3333333333333333,0.2222222222222222,0.5106382978723404,0.6153846153846154,0.4444444444444444,0.48214285714285715,0.5714285714285714,0.4583333333333333,0.5955882352941176,0.6875,0.6111111111111112,0.16071428571428573,,0.0851063829787234,0.15789473684210525,,,24.232081911262796,1.0,0.5833333333333334,0.29850746268656714,0.05263157894736842,0.125,0.1891891891891892,0.24242424242424243,0.09090909090909091,0.08823529411764706,,0.05405405405405406,0.16666666666666666,0.16666666666666666,0.44,0.2777777777777778,0.12,0.14285714285714285,1.0,0.3392857142857143,0.631578947368421,0.75,0.08333333333333333,0.17857142857142858,0.32142857142857145,0.4444444444444444,0.47058823529411764,0.375,,,,,0.16071428571428573,0.2222222222222222,0.2222222222222222,0.5,0.5714285714285714,0.625,0.07142857142857142,,,0.25,0.6666666666666666,,0.25,0.3333333333333333,0.5,0.2222222222222222,0.45481607142857144,0.4492944444444444,0.41279166666666667,0.203125,0.23636363636363636,0.2716049382716049,0.2716049382716049,8.644680851063828,26.099999999999998,0.25691699604743085,4.0,1.0,2.0,2.0,,0.4,0.4,6.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,0.05555555555555555,0.25,0.23076923076923078,0.125,0.25,,,,,,,,,,True,,,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,6956.0,116,-54.0,219,207,56,76,26,426,4.0,7.0,,,1.0,1.0,6.0,5.0,13.0,1.0,5.0,2.0,1.0,9.0,,1.0,1.0,2.0,12.0,26,2.0,14.0,5.0,35.0,266,1.0,2.0,,2.0,2.0,2.0,4.0,2.0,4.0,2.0,12.0,12.0,12.0,6.0,,9.0,1.0,,1.0,5.0,2.0,7.0,2.0,2.0,16.0,,,2.0,4.0,1.0,7.0,,7.0,1.0,,5.0,,1.0,6.0,1.0,1.0,7,,2.0,7.0,,6.0,,2.0,1.0,,,,,,,12.0,56,2.0,1.0,0.5,0.5,1.0,0.14285714285714285,,0.5,0.14285714285714285,0.46153846153846156,0.5,0.5,0.375,0.25,0.625,0.4069767441860465,0.25,0.6666666666666666,0.35,0.07142857142857142,,,,,19.215686274509807,0.16666666666666666,0.07142857142857142,0.07142857142857142,,0.08333333333333333,,0.075,,,,,,0.05263157894736842,0.14285714285714285,,0.05263157894736842,0.2,,0.175,0.5714285714285714,0.5714285714285714,0.25,0.15,0.325,0.38461538461538464,0.38461538461538464,0.8,0.125,0.2,0.2,1.0,0.225,0.1111111111111111,0.125,1.0,,,0.25,,,0.125,1.0,0.25,0.25,0.5,0.525,0.1111111111111111,0.47922375000000006,0.41480000000000006,0.5268250000000001,0.047619047619047616,0.07142857142857142,0.05714285714285714,0.34285714285714286,10.807692307692308,24.128571428571426,0.2557077625570776,3.0,,1.0,,1.0,0.5,0.5,,,3.0,,,,1.0,,,,,,0.3333333333333333,1.0,1.0,1.0,2.0,0.1111111111111111,0.25,0.5,,,True,,,,,,,,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,5437.0,91,-21.0,169,160,34,45,20,329,5.0,9.0,1.0,3.0,,,10.0,5.0,14.0,,1.0,,4.0,8.0,,,,,16.0,33,4.0,9.0,9.0,53.0,184,2.0,5.0,,1.0,10.0,2.0,5.0,,,1.0,5.0,10.0,22.0,12.0,2.0,8.0,4.0,2.0,,3.0,1.0,4.0,1.0,,9.0,2.0,6.0,3.0,8.0,5.0,16.0,8.0,24.0,3.0,1.0,4.0,,2.0,7.0,1.0,2.0,9,1.0,3.0,10.0,,12.0,2.0,7.0,,4.0,4.0,,4.0,1.0,1.0,5.0,34,2.0,,0.3125,0.3333333333333333,1.0,0.4444444444444444,,,0.4444444444444444,0.48484848484848486,0.4,0.4,0.5238095238095238,0.3333333333333333,0.4,0.5638297872340425,0.5555555555555556,0.5,0.21428571428571427,,0.06060606060606061,0.1111111111111111,,,27.692307692307693,0.42857142857142855,0.4166666666666667,0.16326530612244897,0.08695652173913043,0.125,0.09090909090909091,0.1506849315068493,0.08791208791208792,0.13636363636363635,,0.1111111111111111,0.07142857142857142,0.16666666666666666,0.16666666666666666,0.15384615384615385,0.16666666666666666,,0.25,0.21428571428571427,0.5555555555555556,0.625,,0.23809523809523808,0.3333333333333333,0.35714285714285715,0.38461538461538464,0.8,0.023809523809523808,,,,0.19047619047619047,0.5,0.5,1.0,0.5,0.3333333333333333,,,,,,,,,0.42857142857142855,0.5,0.46528809523809517,0.4856749999999999,0.37486,0.14893617021276595,0.18421052631578946,0.18867924528301888,0.09433962264150944,10.269696969696971,24.7,0.20118343195266272,6.0,,4.0,3.0,1.0,0.6,0.6,6.0,,2.0,1.0,,2.0,1.0,,0.07142857142857142,,0.125,0.1,0.16666666666666666,1.0,,,,,0.16666666666666666,,1.0,,True,,,,,,,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,5642.0,94,-23.0,179,174,49,67,26,353,7.0,14.0,,,1.0,3.0,8.0,8.0,11.0,,,,,2.0,,1.0,,2.0,18.0,33,,2.0,5.0,41.0,206,1.0,1.0,,1.0,2.0,3.0,8.0,,2.0,2.0,8.0,8.0,28.0,,,2.0,,7.0,,8.0,2.0,10.0,,5.0,22.0,,,,2.0,,2.0,,2.0,3.0,3.0,1.0,,,4.0,,8.0,14,,,8.0,,7.0,3.0,4.0,1.0,,,,,,,8.0,49,2.0,1.0,0.2222222222222222,0.2222222222222222,,,,,,0.5454545454545454,1.0,0.375,0.5142857142857142,0.5,0.3,0.5540540540540541,0.5,0.36363636363636365,0.05714285714285714,,0.21212121212121213,0.21428571428571427,0.5,,19.431279620853083,0.75,,0.04081632653061224,,,,0.02857142857142857,,,,,,,0.10526315789473684,,,,,0.4,0.5,0.6363636363636364,0.14285714285714285,0.22857142857142856,0.3142857142857143,0.7272727272727273,0.7272727272727273,0.375,,,,,0.05714285714285714,,,,,,0.5,,,0.3,0.3333333333333333,,0.2,,0.45714285714285713,,0.45386999999999994,0.453625,0.42932500000000007,0.1111111111111111,0.11764705882352941,0.04878048780487805,0.1951219512195122,7.4757575757575765,24.7,0.2737430167597765,3.0,2.0,4.0,2.0,2.0,0.375,0.75,,,3.0,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,5862.0,98,-16.0,190,180,66,95,21,370,5.0,8.0,1.0,1.0,3.0,4.0,5.0,4.0,14.0,1.0,2.0,1.0,1.0,7.0,,1.0,1.0,3.0,11.0,27,2.0,9.0,3.0,31.0,202,2.0,2.0,,1.0,4.0,7.0,14.0,2.0,4.0,2.0,22.0,8.0,14.0,6.0,4.0,6.0,1.0,1.0,,9.0,3.0,12.0,1.0,5.0,27.0,2.0,2.0,1.0,2.0,,3.0,4.0,7.0,3.0,3.0,5.0,1.0,,8.0,5.0,,8,1.0,4.0,7.0,1.0,5.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,22.0,66,2.0,1.0,0.36363636363636365,0.4444444444444444,1.0,0.2222222222222222,,0.5,0.25,0.4074074074074074,1.0,0.5,0.3888888888888889,0.6666666666666666,0.5555555555555556,0.40789473684210525,0.6666666666666666,0.55,0.25,,0.037037037037037035,,,,21.5962441314554,0.375,,0.038461538461538464,0.03076923076923077,0.038461538461538464,0.0625,0.038461538461538464,0.041237113402061855,0.058823529411764705,,0.03571428571428571,0.04,0.13333333333333333,,,,0.14285714285714285,1.0,0.2222222222222222,0.625,0.625,0.4,0.1388888888888889,0.3888888888888889,0.2857142857142857,0.3076923076923077,0.5,0.05555555555555555,0.5,0.5,1.0,0.19444444444444445,0.14285714285714285,0.14285714285714285,1.0,0.3333333333333333,1.0,0.3333333333333333,,,0.2222222222222222,0.75,0.05555555555555555,0.16666666666666666,0.3333333333333333,0.4722222222222222,0.16666666666666666,0.43685857142857143,0.4963166666666667,0.43069411764705884,0.05405405405405406,0.07142857142857142,0.12903225806451613,0.7096774193548387,11.666666666666666,26.8,0.3473684210526316,2.0,2.0,,,,0.4,0.4,,,2.0,2.0,,,1.0,,0.07142857142857142,,0.14285714285714285,,,,1.0,,,,,1.0,,1.0,True,,,,,,,,,,,,,,
2605,1610612742,Marquis Daniels,Marquis Daniels,2605,DAL,2274.0,38,-19.0,75,72,27,45,8,147,3.0,4.0,,,,,3.0,,1.0,,1.0,,,,,,,,3.0,8,,1.0,2.0,8.0,78,,,,,,,1.0,,,2.0,2.0,6.0,,,,,,,,3.0,,3.0,,2.0,6.0,,1.0,,2.0,,2.0,1.0,3.0,2.0,1.0,3.0,,1.0,5.0,,1.0,3,,2.0,2.0,,2.0,,,1.0,,,,,,,2.0,27,,1.0,1.0,1.0,,,,,,0.375,,,0.3333333333333333,,,0.4,,0.5,0.1111111111111111,,,,,,18.29268292682927,0.4,,0.14285714285714285,0.041666666666666664,,,0.09090909090909091,0.02564102564102564,,0.125,,,,0.16666666666666666,0.2,,,,0.4444444444444444,0.75,0.75,1.0,0.3333333333333333,0.1111111111111111,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,0.5555555555555556,,0.4764388888888889,,0.3677,,,,0.25,5.775,23.5,0.36,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,0.16666666666666666,,,,1.0,,,,,,,True,,,,,,,,,,,,,,
353,1610612742,Darrell Armstrong,Darrell Armstrong,353,DAL,1064.0,18,10.0,38,34,20,28,6,72,,1.0,,,,1.0,,1.0,3.0,,,,,3.0,,,,2.0,1.0,4,,3.0,,2.0,27,,,,,,1.0,2.0,,2.0,,2.0,,2.0,,,3.0,,,,,,,,,,,,1.0,2.0,,3.0,,3.0,,,,,,,,,2,,,2.0,,,,,,1.0,,1.0,1.0,,,2.0,20,1.0,,,,,,,,,0.25,,0.5,0.14285714285714285,,0.25,0.14285714285714285,,0.25,0.42857142857142855,,,,,,15.555555555555555,,,0.2857142857142857,,0.2,,0.25,,,,,,,0.25,0.3333333333333333,0.2,,,0.14285714285714285,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,,0.42857142857142855,,,,,,,,,0.25,,,0.5,,0.5714285714285714,,0.48467142857142853,,0.5124,,,,1.0,15.0,24.666666666666668,0.5263157894736842,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2205,1610612742,DeSagana Diop,DeSagana Diop,2205,DAL,535.0,9,-10.0,17,18,4,7,2,35,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,2,,,1.0,3.0,22,1.0,1.0,,,2.0,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,2.0,1.0,2.0,,3.0,2.0,5.0,,,,,,,,1.0,1,,,1.0,,2.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,4,,1.0,,,,,,,,0.5,1.0,,0.5,1.0,,0.5,1.0,0.5,,,,,,,15.789473684210526,,,0.3333333333333333,0.25,0.3333333333333333,,0.3333333333333333,0.2,,0.5,,,,0.5,1.0,0.5,,1.0,0.5,1.0,1.0,,0.5,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.5,,0.46475,0.5645,,,,0.6666666666666666,0.3333333333333333,3.05,,0.23529411764705882,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,
