EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,TsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,SecondChanceCorner3FGA,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,Travels,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceCorner3Frequency,PtsUnassisted3s,ShortMidRangePctBlocked,DefCorner3ReboundPct,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Technical Free Throw Trips,on,SecondChanceTurnovers,Blocked3s,BlockedCorner3,OffCorner3ReboundPct,PenaltyCorner3FGM,ThreePtShootingFoulsDrawn,BlockedLongMidRange,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,BlockedArc3
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,1160.0,19,10,41,39,37,37,11,80,1.0,2.0,3,1.0,1,35,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,2.0,0.125,11.320754716981131,0.16666666666666666,0.15789473684210525,0.2,0.2,1.0,0.3333333333333333,0.6666666666666666,0.36623333333333336,0.36623333333333336,0.25,0.25,16.433333333333334,0.9024390243902439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,3425.0,57,-8,107,107,26,18,14,214,2.0,1.0,3,,5,119,2.0,2.0,2.0,2.0,6.0,4.0,4.0,5.0,,,,7.0,1.0,,,,,,,,,26,,0.35714285714285715,5.833333333333334,0.09523809523809523,0.08,,0.09090909090909091,,0.2857142857142857,0.14285714285714285,0.48111666666666664,0.4230333333333333,,,15.166666666666666,0.24299065420560748,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,0.25,0.25,0.3333333333333333,0.35714285714285715,0.5714285714285714,0.029411764705882353,0.02127659574468085,0.1,0.2,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,1.0,0.3333333333333333,0.5714285714285714,27.474999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1737,1610612759,Nazr Mohammed,Nazr Mohammed,1737,SAS,5641.0,94,-1,179,179,70,65,25,358,1.0,2.0,14,13.0,36,193,6.0,,1.0,,2.0,12.0,16.0,31.0,5.0,8.0,3.0,17.0,10.0,18.0,8.0,6.0,5.0,6.0,4.0,,2.0,70,3.0,0.75,15.609756097560977,0.16,0.14942528735632185,0.25,0.07692307692307693,0.6666666666666666,0.06666666666666667,0.13333333333333333,0.531,0.5666142857142857,0.34782608695652173,0.36363636363636365,4.285714285714286,0.39106145251396646,1.0,,,,1.0,,10.0,1.0,1.0,,1.0,12.0,3.0,1.0,12.0,15.0,3.0,2.0,1.0,10.0,0.6,0.8571428571428571,1.0,1.0,1.0,0.7142857142857143,0.7666666666666667,0.06666666666666667,0.21428571428571427,0.18421052631578946,0.29411764705882354,0.25,0.5,0.5,1.0,,,,,0.06666666666666667,,,0.8,24.2,8.0,11.0,4.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,5.0,9.0,17.0,4.0,1.0,9.0,20.0,8.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,20.0,1.0,1.0,0.8,0.6666666666666666,0.8,0.7857142857142857,0.7083333333333334,0.7142857142857143,0.14285714285714285,0.18181818181818182,0.375,0.6,0.25,0.08333333333333333,0.1,0.1111111111111111,0.23809523809523808,0.15384615384615385,0.125,0.5,0.7333333333333333,0.7272727272727273,0.8888888888888888,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.5714285714285714,0.5,0.14285714285714285,1.0,1.0,0.5552400000000001,0.4722222222222222,0.5555555555555556,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,3286.0,55,-7,104,105,23,28,12,209,3.0,1.0,15,8.0,32,113,,2.0,7.0,,16.0,6.0,8.0,9.0,3.0,6.0,1.0,4.0,12.0,12.0,5.0,,,,,,,23,,0.5925925925925926,28.448275862068968,0.125,0.12727272727272726,0.15384615384615385,0.17391304347826086,,0.13636363636363635,0.045454545454545456,0.5350136363636363,0.5658,0.2,0.2777777777777778,3.82,0.22115384615384615,1.0,,1.0,,6.0,,9.0,2.0,7.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,,,,,0.3333333333333333,0.375,1.0,0.2857142857142857,0.2857142857142857,0.6,0.5454545454545454,0.3181818181818182,0.03333333333333333,0.025,0.09090909090909091,,1.0,1.0,1.0,0.045454545454545456,,,,0.2727272727272727,,,0.8181818181818182,24.385714285714283,5.0,11.0,1.0,2.0,,,3.0,2.0,,1.0,1.0,2.0,,2.0,,,2.0,2.0,12.0,2.0,2.0,1.0,5.0,1.0,,,1.0,1.0,1.0,3.0,,3.0,,,,2.0,,2.0,2.0,,0.5,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.09090909090909091,0.5,0.2,,0.14285714285714285,,,,,0.2,0.1,0.5,0.45454545454545453,0.5,0.4,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,,,1.0,,0.3333333333333333,0.5415,0.0625,0.0625,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,0.3333333333333333,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2757,1610612759,Beno Udrih,Beno Udrih,2757,SAS,1501.0,25,7,50,51,40,47,11,101,5.0,4.0,15,4.0,17,47,13.0,1.0,4.0,1.0,9.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,5.0,3.0,,,,,,,40,,0.425,37.096774193548384,0.09090909090909091,0.08,0.2,0.07692307692307693,,0.2777777777777778,0.2222222222222222,0.4719527777777777,0.4730366666666666,0.15,0.17647058823529413,8.066666666666666,0.8,,,1.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,2.0,6.0,,2.0,1.0,1.0,,,,1.0,0.6,0.6,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3611111111111111,0.16666666666666666,0.05555555555555555,0.045454545454545456,,,,,,0.05555555555555555,,,,0.1111111111111111,0.5,0.06666666666666667,0.5,25.3,3.0,6.0,,1.0,3.0,6.0,2.0,1.0,,1.0,,1.0,1.0,1.0,4.0,,3.0,11.0,4.0,,1.0,1.0,3.0,2.0,,,,,,2.0,,1.0,,1.0,,,,11.0,,,,0.3076923076923077,,0.26666666666666666,0.16666666666666666,0.34375,0.06666666666666667,,0.6666666666666666,,,,,0.25,,,,,0.3333333333333333,0.5,0.5,0.6666666666666666,0.4,0.5,0.5,0.5,0.5,,0.5,,0.4,0.5,0.06666666666666667,,0.5,0.336825,0.058823529411764705,0.6470588235294118,,,,1.0,,,,1.0,,3.0,0.2,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
699,1610612759,Brent Barry,Brent Barry,699,SAS,2315.0,39,-11,74,74,56,43,12,148,1.0,1.0,5,5.0,20,85,3.0,,4.0,,8.0,2.0,3.0,3.0,,,,3.0,4.0,6.0,1.0,,,,,,,56,,0.625,18.39080459770115,0.07692307692307693,0.1,0.14285714285714285,0.0625,,0.07692307692307693,0.07692307692307693,0.5224846153846153,0.50823125,0.07142857142857142,0.16666666666666666,5.48,0.7567567567567568,1.0,,1.0,,7.0,,3.0,3.0,8.0,,5.0,,9.0,7.0,,,2.0,2.0,,3.0,,,1.0,0.375,0.375,0.6,0.5769230769230769,0.6153846153846154,,,,,1.0,1.0,,0.07692307692307693,,,,0.5384615384615384,,,0.8461538461538461,25.175,2.0,3.0,1.0,2.0,,1.0,,3.0,2.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,13.0,6.0,,3.0,,4.0,2.0,,,1.0,,,,,,,,,2.0,,13.0,2.0,0.4,0.5,0.3333333333333333,0.5,0.5,0.5,0.5909090909090909,,,,,,0.25,,,,,,,0.23076923076923078,0.6666666666666666,0.6666666666666666,,,,,0.42857142857142855,0.42857142857142855,1.0,1.0,0.5,0.125,,0.625,0.4,0.42857142857142855,0.5943499999999999,0.15,0.65,,,2.0,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,1062.0,18,8,37,36,34,35,8,73,,3.0,3,,2,32,3.0,,,,,3.0,3.0,3.0,,,,1.0,,,,,,,,,,34,,0.3333333333333333,6.382978723404256,0.16666666666666666,0.15789473684210525,0.2,0.2,,,1.0,0.3699333333333333,0.3699333333333333,,,19.2,0.918918918918919,1.0,,,,,,1.0,,,,,2.0,,,,,,,,1.0,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
109,1610612759,Robert Horry,Robert Horry,109,SAS,976.0,16,-5,32,34,13,9,3,66,,1.0,2,,7,34,,,,,,2.0,2.0,3.0,,,,1.0,1.0,,,,,,,,,13,1.0,0.875,11.428571428571429,0.14285714285714285,0.1111111111111111,0.25,,,,0.25,0.5064375,,,,10.5,0.40625,1.0,1.0,2.0,,,,2.0,1.0,2.0,1.0,,2.0,3.0,,1.0,1.0,,,,,0.5,0.5,1.0,0.5,0.5,1.0,0.875,0.5,0.1,0.07142857142857142,,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,,,,0.75,22.6,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,3634.0,61,-2,116,113,26,17,11,229,7.0,11.0,30,4.0,30,127,7.0,1.0,10.0,1.0,21.0,3.0,5.0,6.0,3.0,5.0,1.0,4.0,5.0,4.0,2.0,,,,,,1.0,26,,0.4411764705882353,30.708661417322833,0.07142857142857142,0.09803921568627451,,0.09523809523809523,,0.21875,0.34375,0.48268593750000005,0.4137722222222222,0.058823529411764705,0.0625,8.78,0.22413793103448276,2.0,,,,2.0,,13.0,,2.0,,2.0,4.0,,2.0,1.0,1.0,,,,2.0,0.15384615384615385,0.15384615384615385,,,,0.43333333333333335,0.40625,0.0625,0.029411764705882353,0.021739130434782608,0.09090909090909091,0.1,0.18181818181818182,0.18181818181818182,,,,,,0.0625,,,0.4375,32.75,9.0,12.0,,,2.0,2.0,2.0,,,2.0,,1.0,,,2.0,,2.0,6.0,22.0,,,2.0,9.0,6.0,,,2.0,,1.0,2.0,,2.0,,,,,,6.0,,,,0.2857142857142857,,0.2222222222222222,,0.3,0.06666666666666667,0.16666666666666666,0.4,,,0.2222222222222222,,,,,0.2,0.06666666666666667,0.375,0.75,0.9,0.1111111111111111,0.2857142857142857,0.2857142857142857,0.5,,,,,,0.2222222222222222,1.0,0.2222222222222222,,,0.4957,,0.2,,,,3.0,,1.0,,,,,,0.25,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,
714,1610612759,Michael Finley,Michael Finley,714,SAS,1657.0,28,5,48,49,8,13,4,97,,2.0,2,1.0,9,60,,2.0,3.0,1.0,8.0,4.0,4.0,4.0,,1.0,1.0,2.0,3.0,1.0,,,,,,,,8,,0.5714285714285714,15.384615384615383,0.18181818181818182,0.15384615384615385,,0.2727272727272727,,,0.2857142857142857,0.49555,0.5334,,,20.0,0.16666666666666666,1.0,1.0,2.0,,3.0,,1.0,2.0,5.0,,1.0,,6.0,3.0,,,,,,1.0,,,1.0,0.4,0.4,0.5,0.5714285714285714,0.7142857142857143,,,,0.25,0.5,0.5,,0.2857142857142857,0.5,0.5,1.0,0.42857142857142855,,,0.7142857142857143,24.36,,,,,,,,1.0,,1.0,,,,,,,,,2.0,,1.0,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,,0.3333333333333333,,,,,1.0,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,
