EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFtPoints,Fg3aBlocked,FTOffRebounds,FTDefRebounds,SelfOReb,Clear Path Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,AtRimPctBlocked,Corner3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,StepOutOfBoundsTurnovers,BlockedShortMidRange,3SecondViolations,ShortMidRangePctAssisted,SecondChanceCorner3PctAssisted,Blocked3s,BlockedCorner3,LongMidRangePctBlocked,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends
1000,1610612748,Shandon Anderson,Shandon Anderson,1000,MIA,2165.0,36,3.0,72,73,32,27.0,6.0,145,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,7.0,59.0,1.0,2.0,1.0,1.0,2.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,4.0,4.0,1.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,7.0,32,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,0.8333333333333334,0.5833333333333334,0.875,0.2,0.25,1.0,11.39240506329114,0.6666666666666666,0.13333333333333333,0.125,0.09302325581395349,0.038461538461538464,0.3333333333333333,0.25,0.15384615384615385,0.4,0.5,0.5,1.0,0.2,0.2,0.2,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6,1.0,0.46475999999999995,0.4441,0.16666666666666666,0.2,1.0,8.825,25.0,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,16199.0,270,38.0,518,521,215,186.0,55.0,1039,8.0,14.0,3.0,6.0,2.0,19.0,9.0,33.0,3.0,13.0,20.0,35.0,10.0,42.0,14.0,84.0,520.0,8.0,15.0,3.0,17.0,8.0,33.0,8.0,18.0,31.0,9.0,,20.0,14.0,34.0,12.0,2.0,17.0,82.0,1.0,12.0,15.0,2.0,17.0,6.0,3.0,5.0,4.0,10.0,14.0,1.0,12.0,16.0,4.0,33.0,215,0.2,0.21052631578947367,0.6,0.23809523809523808,0.17647058823529413,0.25,0.5714285714285714,0.5333333333333333,0.45454545454545453,0.390625,0.4880952380952381,0.4583333333333333,0.5454545454545454,,,16.319444444444446,0.6,0.06896551724137931,0.012658227848101266,0.06276150627615062,0.009615384615384616,,0.06,0.0975609756097561,0.18181818181818182,0.5714285714285714,0.5714285714285714,0.25,0.025974025974025976,0.24675324675324675,0.42857142857142855,0.2727272727272727,0.2727272727272727,0.5555555555555556,0.1875,0.5,0.40625,0.23076923076923078,0.7272727272727273,0.2903225806451613,0.5090393333333334,0.5011866666666668,0.04938271604938271,0.10256410256410256,0.39285714285714285,10.851428571428572,26.826190476190476,0.41505791505791506,1.0,1.0,12.0,1.0,9.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,32.0,12.0,2.0,2.0,1.0,2.0,1.0,3.0,7.0,4.0,3.0,1.0,6.0,6.0,1.0,2.0,2.0,3.0,2.0,3.0,0.5,1.0,0.875,0.875,0.007751937984496124,0.046153846153846156,0.020833333333333332,0.017857142857142856,0.023809523809523808,0.06666666666666667,0.631578947368421,0.631578947368421,0.16666666666666666,0.11688311688311688,0.1111111111111111,0.1111111111111111,1.0,0.25,1.0,0.5,0.5,1.0,0.125,0.51585,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1899,1610612748,James Posey,James Posey,1899,MIA,36386.0,606,107.0,1125,1134,489,414.0,114.0,2259,11.0,22.0,6.0,8.0,4.0,5.0,17.0,43.0,7.0,18.0,14.0,31.0,35.0,83.0,27.0,160.0,1115.0,6.0,9.0,14.0,32.0,25.0,79.0,16.0,102.0,42.0,17.0,1.0,14.0,6.0,20.0,5.0,1.0,5.0,46.0,7.0,65.0,110.0,15.0,125.0,7.0,2.0,6.0,4.0,11.0,70.0,3.0,42.0,37.0,8.0,79.0,489,0.5714285714285714,0.6666666666666666,0.9714285714285714,0.42168674698795183,0.4375,0.4268292682926829,0.45161290322580644,0.6666666666666666,0.5833333333333334,0.6585365853658537,0.6068702290076335,0.6842105263157895,0.7280701754385965,0.03225806451612903,,11.314741035856573,0.6363636363636364,0.17195767195767195,0.04375,0.16287878787878787,0.031818181818181815,0.04081632653061224,0.22123893805309736,0.16374269005847952,0.19298245614035087,0.5,0.5238095238095238,0.6363636363636364,0.03508771929824561,0.043859649122807015,0.37719298245614036,0.3953488372093023,0.3953488372093023,0.9411764705882353,0.1951219512195122,0.75,0.43902439024390244,0.3888888888888889,0.9210526315789473,0.40476190476190477,0.5387566964285716,0.5316141025641026,0.06666666666666667,0.21621621621621623,0.49375,4.038709677419354,24.810843373493974,0.43466666666666665,2.0,4.0,1.0,18.0,40.0,14.0,2.0,5.0,2.0,4.0,2.0,7.0,15.0,12.0,3.0,4.0,1.0,5.0,4.0,7.0,21.0,17.0,12.0,5.0,1.0,5.0,17.0,3.0,14.0,1.0,11.0,23.0,12.0,0.2857142857142857,0.5,0.45454545454545453,0.5357142857142857,0.025,0.14,0.030303030303030304,0.04504504504504504,0.1276595744680851,0.12037037037037036,0.2,0.2,1.0,0.3508771929824561,0.45,0.46153846153846156,1.0,0.36363636363636365,0.5,0.45454545454545453,0.4,1.0,0.34146341463414637,0.5351,0.09375,2.0,2.0,7.0,5.0,1.0,1.0,24.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.012048192771084338,0.045454545454545456,0.025,0.46153846153846156,0.014084507042253521,0.009708737864077669,0.038461538461538464,0.19047619047619047,0.034482758620689655,0.5,0.5,0.18181818181818182,0.5,,,,,,,,,,,,,,,,,,True,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,29616.0,494,149.0,927,934,402,355.0,99.0,1861,48.0,77.0,15.0,32.0,38.0,94.0,5.0,15.0,1.0,6.0,107.0,209.0,8.0,20.0,139.0,377.0,908.0,38.0,86.0,2.0,9.0,96.0,178.0,40.0,15.0,14.0,5.0,10.0,35.0,38.0,73.0,19.0,19.0,26.0,184.0,4.0,41.0,61.0,13.0,74.0,25.0,2.0,11.0,22.0,47.0,40.0,2.0,124.0,169.0,58.0,178.0,402,0.18691588785046728,0.19230769230769232,0.625,0.4,0.2222222222222222,0.42105263157894735,0.5119617224880383,0.4418604651162791,0.519650655021834,0.43157894736842106,0.6080645161290322,0.5933333333333334,0.08733624454148471,0.04784688995215311,0.10526315789473684,34.26371511068335,0.5319148936170213,0.13183279742765272,0.03333333333333333,0.1357142857142857,0.037037037037037035,0.07894736842105263,0.05555555555555555,0.17123287671232876,0.33624454148471616,0.6233766233766234,0.676056338028169,0.2708333333333333,0.16593886462882096,0.4104803493449782,0.06550218340611354,0.3333333333333333,0.3333333333333333,0.8,0.3368421052631579,0.46875,0.06315789473684211,0.16666666666666666,0.42358078602620086,0.35714285714285715,0.4617894736842106,0.4602877659574468,0.20714285714285716,0.2230769230769231,0.47214854111405835,9.866985645933015,25.744999999999997,0.4336569579288026,4.0,10.0,47.0,3.0,5.0,3.0,1.0,1.0,7.0,18.0,2.0,2.0,26.0,174.0,9.0,6.0,1.0,4.0,5.0,9.0,16.0,27.0,15.0,12.0,14.0,20.0,9.0,2.0,5.0,,30.0,9.0,28.0,1.0,0.3888888888888889,0.5,0.5416666666666666,0.03896103896103896,0.14678899082568808,0.07692307692307693,0.012195121951219513,0.14666666666666667,0.1875,0.5,0.5,0.14893617021276595,0.021834061135371178,0.6,0.6,0.3333333333333333,0.5,0.4,0.05,1.0,,0.031578947368421054,0.48937777777777786,0.06896551724137931,12.0,1.0,1.0,6.0,,,4.0,3.0,,11.0,7.0,7.0,5.0,7.0,,,,0.07792207792207792,,0.09302325581395349,,,0.04285714285714286,0.034482758620689655,0.030612244897959183,0.3157894736842105,0.35294117647058826,0.05,0.3333333333333333,1.0,2.0,5.0,1.0,2.0,4.0,0.5714285714285714,0.25,1.0,,,,,,,,,True,,,
406,1610612748,Shaquille O'Neal,Shaquille O'Neal,406,MIA,21675.0,361,70.0,654,655,210,154.0,67.0,1309,53.0,72.0,11.0,16.0,61.0,,,,,,77.0,133.0,,,37.0,191.0,648.0,21.0,41.0,,,15.0,57.0,100.0,,,,4.0,6.0,9.0,15.0,9.0,,5.0,39.0,7.0,42.0,76.0,29.0,105.0,11.0,5.0,4.0,27.0,38.0,40.0,4.0,89.0,94.0,40.0,57.0,210,0.6493506493506493,0.684931506849315,,,,,0.5789473684210527,0.5121951219512195,0.5789473684210527,0.5121951219512195,0.5457142857142857,0.475,,0.03007518796992481,0.03278688524590164,29.080932784636488,0.2894736842105263,0.19718309859154928,0.07692307692307693,0.22333333333333333,0.1124031007751938,0.11538461538461539,0.15789473684210525,0.19,0.5413533834586466,0.7361111111111112,0.7571428571428571,0.7358490566037735,0.45864661654135336,,,,,,0.3902439024390244,0.6875,,,0.5413533834586466,,0.47709172932330823,0.4609878048780488,0.24691358024691357,0.24691358024691357,0.29842931937172773,3.1090225563909772,,0.3211009174311927,9.0,15.0,,,,,,,13.0,22.0,,,34.0,54.0,,8.0,,,1.0,22.0,25.0,6.0,4.0,2.0,7.0,11.0,20.0,7.0,2.0,,13.0,1.0,11.0,,0.5909090909090909,0.5909090909090909,0.53125,0.1317365269461078,0.28735632183908044,0.21052631578947367,0.06153846153846154,0.25,0.2786885245901639,,,,,,,,0.6818181818181818,0.6,,,,,0.519925,0.17801047120418848,24.0,,,8.0,,,9.0,6.0,,8.0,11.0,17.0,12.0,17.0,3.0,,,0.027777777777777776,,0.3333333333333333,,0.0625,0.13043478260869565,0.3076923076923077,0.11538461538461539,0.39344262295081966,0.4067796610169492,,,,,6.0,2.0,,9.0,0.5294117647058824,0.3333333333333333,,1.0,5.0,7.0,0.4583333333333333,,,,,True,,,
952,1610612748,Antoine Walker,Antoine Walker,952,MIA,23352.0,389,92.0,739,740,308,254.0,75.0,1479,26.0,49.0,13.0,20.0,23.0,1.0,23.0,63.0,11.0,23.0,37.0,73.0,25.0,73.0,20.0,169.0,707.0,17.0,31.0,12.0,26.0,11.0,81.0,26.0,66.0,62.0,23.0,9.0,31.0,4.0,35.0,,4.0,25.0,74.0,4.0,31.0,44.0,10.0,54.0,11.0,2.0,8.0,16.0,27.0,36.0,1.0,29.0,33.0,13.0,81.0,308,0.35135135135135137,0.3611111111111111,0.88,0.3424657534246575,0.46153846153846156,0.3472222222222222,0.5068493150684932,0.5483870967741935,0.5102739726027398,0.6140350877192983,0.5216049382716049,0.6136363636363636,0.5,0.1232876712328767,0.21739130434782608,22.79855247285887,0.4074074074074074,0.13247863247863248,0.030534351145038167,0.1268882175226586,0.03215434083601286,0.09375,0.06578947368421052,0.1650485436893204,0.3356164383561644,0.5306122448979592,0.5777777777777777,0.4230769230769231,0.15753424657534246,0.00684931506849315,0.4315068493150685,0.36507936507936506,0.36507936507936506,0.8695652173913043,0.3508771929824561,0.65,0.40350877192982454,0.4782608695652174,0.8356164383561644,0.3709677419354839,0.5104641379310345,0.50076875,0.08227848101265822,0.15294117647058825,0.47928994082840237,2.872602739726027,25.17945205479452,0.4167794316644114,,5.0,,2.0,10.0,3.0,1.0,4.0,2.0,7.0,2.0,5.0,14.0,48.0,9.0,2.0,1.0,5.0,1.0,6.0,11.0,11.0,5.0,6.0,3.0,5.0,13.0,1.0,2.0,,4.0,3.0,4.0,0.4,0.2857142857142857,0.4166666666666667,0.5,0.03333333333333333,0.1134020618556701,0.02857142857142857,0.010101010101010102,0.16363636363636364,0.11428571428571428,,,,0.0684931506849315,0.2,0.2,1.0,0.4166666666666667,,0.3333333333333333,0.25,1.0,0.05263157894736842,0.53429,0.08284023668639054,11.0,1.0,1.0,4.0,,,2.0,1.0,,7.0,1.0,6.0,4.0,6.0,,1.0,,0.08163265306122448,,0.05714285714285714,,0.030303030303030304,0.045454545454545456,0.1111111111111111,0.013888888888888888,0.4782608695652174,0.6111111111111112,0.08333333333333333,0.3333333333333333,1.0,1.0,5.0,4.0,,3.0,0.5,,1.0,1.0,2.0,,0.18181818181818182,1.0,,,,True,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,13842.0,231,16.0,427,430,230,207.0,39.0,857,6.0,10.0,3.0,4.0,10.0,19.0,,1.0,,1.0,20.0,39.0,,1.0,23.0,63.0,445.0,13.0,19.0,,1.0,18.0,44.0,30.0,,,,2.0,6.0,,6.0,,,4.0,12.0,3.0,30.0,38.0,16.0,54.0,4.0,,1.0,8.0,12.0,23.0,6.0,21.0,28.0,11.0,44.0,230,0.75,0.9375,,,,,0.5128205128205128,0.6842105263157895,0.5,0.65,0.6057692307692307,0.7333333333333333,0.025,0.05128205128205128,,13.617021276595745,0.3333333333333333,0.1986754966887417,0.06976744186046512,0.1712962962962963,0.087248322147651,0.15789473684210525,0.14583333333333334,0.2727272727272727,0.25,0.6,0.75,0.5,0.25,0.475,0.025,,,,0.2,0.75,0.05,,0.275,,0.41673076923076924,0.39707894736842103,0.23404255319148937,0.2391304347826087,0.6984126984126984,9.943589743589744,59.1,0.5386416861826698,3.0,3.0,10.0,,,,,,4.0,5.0,,,15.0,10.0,,8.0,1.0,1.0,1.0,10.0,7.0,2.0,2.0,,3.0,7.0,8.0,2.0,2.0,,5.0,3.0,4.0,,0.8,0.8,0.9375,0.09433962264150944,0.1076923076923077,0.12121212121212122,,0.13513513513513514,0.125,0.5263157894736842,0.5263157894736842,1.0,,,,,0.6,1.0,,,,,0.5057,0.23809523809523808,4.0,,,7.0,,3.0,1.0,,,1.0,4.0,1.0,,2.0,,,,0.2,,0.05263157894736842,0.10344827586206896,0.05,0.12121212121212122,0.058823529411764705,,0.4,0.4,,,,2.0,3.0,3.0,,,,,,,1.0,1.0,0.5,,1.0,1.0,,True,,,
56,1610612748,Gary Payton,Gary Payton,56,MIA,25517.0,425,43.0,768,782,349,280.0,73.0,1550,11.0,16.0,6.0,6.0,15.0,15.0,6.0,26.0,3.0,12.0,24.0,46.0,13.0,43.0,12.0,99.0,774.0,10.0,18.0,5.0,17.0,9.0,44.0,14.0,39.0,26.0,6.0,3.0,22.0,7.0,29.0,5.0,2.0,11.0,65.0,2.0,12.0,28.0,5.0,33.0,7.0,3.0,6.0,11.0,18.0,46.0,3.0,16.0,15.0,3.0,44.0,349,0.2916666666666667,0.2916666666666667,1.0,0.3023255813953488,0.29411764705882354,0.3023255813953488,0.5217391304347826,0.5555555555555556,0.4887640449438202,0.5,0.5157894736842106,0.5365853658536586,0.48314606741573035,0.06521739130434782,0.06666666666666667,13.216374269005847,0.3888888888888889,0.047244094488188976,0.01834862385321101,0.07046070460704607,0.016835016835016835,,0.06329113924050633,0.06306306306306306,0.1797752808988764,0.6875,0.7333333333333333,0.45454545454545453,0.16853932584269662,0.16853932584269662,0.29213483146067415,0.23076923076923078,0.23076923076923078,1.0,0.17142857142857143,1.0,0.34285714285714286,0.25,0.6629213483146067,0.23076923076923078,0.4891544943820224,0.47202999999999995,0.03333333333333333,0.06382978723404255,0.4444444444444444,8.817391304347826,24.246511627906976,0.4544270833333333,1.0,2.0,7.0,7.0,17.0,5.0,,,2.0,5.0,,2.0,4.0,34.0,,,,3.0,8.0,3.0,14.0,16.0,10.0,6.0,1.0,6.0,18.0,,1.0,1.0,5.0,5.0,5.0,,0.4,0.2857142857142857,0.2857142857142857,0.015957446808510637,0.12173913043478261,0.014925373134328358,0.0273972602739726,,0.08139534883720931,0.4666666666666667,0.5,0.2857142857142857,0.19101123595505617,0.4117647058823529,0.4117647058823529,1.0,0.2857142857142857,0.5,,,,0.14285714285714285,0.47835,0.04040404040404041,6.0,2.0,2.0,,,,2.0,1.0,,7.0,2.0,2.0,1.0,2.0,,2.0,,0.0625,,0.04878048780487805,,0.027777777777777776,,0.2413793103448276,0.020833333333333332,0.4,0.42857142857142855,0.2857142857142857,0.4,,,,1.0,1.0,1.0,0.5,1.0,,1.0,,,,,,,0.06666666666666667,True,,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,9702.0,162,42.0,288,295,148,130.0,32.0,583,13.0,14.0,6.0,6.0,13.0,,,,,,18.0,27.0,,,27.0,63.0,295.0,8.0,10.0,,,14.0,30.0,32.0,,,,2.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,6.0,18.0,27.0,14.0,41.0,,1.0,,10.0,10.0,32.0,3.0,28.0,39.0,15.0,30.0,148,0.8888888888888888,0.8888888888888888,,,,,0.6666666666666666,0.8,0.6666666666666666,0.8,0.6847826086956522,0.75,,0.07407407407407407,0.07692307692307693,17.23076923076923,,0.16363636363636364,0.15384615384615385,0.14666666666666667,0.12264150943396226,0.35714285714285715,0.15789473684210525,0.12244897959183673,0.5185185185185185,0.9285714285714286,1.0,0.9230769230769231,0.48148148148148145,,,,,,0.6,1.0,,,0.5185185185185185,,0.45678888888888886,0.4741000000000001,0.36585365853658536,0.36585365853658536,0.47619047619047616,3.762962962962963,,0.5138888888888888,4.0,4.0,,,,,,,4.0,4.0,,,18.0,4.0,,,,,,7.0,4.0,4.0,3.0,1.0,,5.0,13.0,,2.0,,5.0,5.0,5.0,,1.0,1.0,0.75,0.1044776119402985,0.1,0.15384615384615385,0.04,0.2608695652173913,0.13793103448275862,,,,,,,,1.0,1.0,,,,,0.4461,0.2857142857142857,5.0,,,10.0,,1.0,5.0,,,5.0,1.0,16.0,12.0,16.0,,2.0,,0.07142857142857142,,0.4166666666666667,0.05263157894736842,0.08,0.0625,,,0.38461538461538464,0.4166666666666667,,,,,1.0,1.0,,10.0,0.625,0.75,,,4.0,3.0,0.8,,,,,True,,,
101134,1610612748,Wayne Simien,Wayne Simien,101134,MIA,279.0,5,-1.0,7,7,7,7.0,1.0,14,,,,,1.0,,,,,,,1.0,,,,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,7,,,,,,,,,,,,,,,,25.0,1.0,,,,0.3333333333333333,,,,,,,,1.0,,,,,,,,,,,,0.294,0.294,,,,9.5,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,,,
