EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Offensive Fouls Drawn,AtRimFGM,Steals,BadPassSteals,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,LostBallSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimAccuracy,AtRimPctAssisted,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,Offensive Fouls,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,on,SecondChanceOffPoss,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,OffTwoPtRebounds,OffRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceFG2M,PtsAssisted3s,ThreePtAssists,Corner3Assists,BadPassOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,Assisted3sPct,SecondChanceFg2Pct,SecondChanceEfgPct,Arc3PctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,Arc3Assists,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGM,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyArc3Accuracy,FTDefRebounds,DefFTReboundPct,Fg3aBlocked,ShortMidRangeAssists,SelfOReb,Loose Ball Fouls,Technical Free Throw Trips,BlockedAtRim,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFGA,FTOffRebounds,Blocked3s,BlockedArc3,BlockedCorner3,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,PtsPutbacks,OffensiveGoaltends,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,753.0,13,9,23,23,9.0,8,46,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,5.0,9.0,17,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,6.0,3.0,4.0,9.0,0.5,0.5,0.5,0.5,0.4,0.3333333333333333,0.5625,0.5,0.2,0.25,1.0,34.78260869565217,0.375,1.0,0.4444444444444444,0.2,0.6666666666666666,1.0,0.2,0.4,0.5,0.5,0.2,1.0,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,0.4,0.43703000000000003,0.47605000000000003,0.375,0.42857142857142855,0.4444444444444444,8.35,25.2,0.391304347826087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,1610612763,Chucky Atkins,Chucky Atkins,1088,MEM,77.0,1,1,2,3,,3,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,335.0,6,6,10,11,9.0,5,21,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,753.0,13,9,23,23,9.0,8,46,2.0,1.0,,,1.0,1.0,,,2.0,3.0,,1.0,5.0,17,,1.0,,1.0,1.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,1.0,9.0,0.5,0.5,0.6666666666666666,,0.6666666666666666,,0.5,0.16666666666666666,,,,21.73913043478261,0.25,,0.2222222222222222,0.2,0.3333333333333333,,0.6666666666666666,,,,0.3333333333333333,1.0,1.0,1.0,,1.0,,0.6666666666666666,0.5896333333333333,0.6813,0.4,0.4,0.2,5.866666666666667,,0.391304347826087,2.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,1610612763,Antonio Burks,Antonio Burks,2766,MEM,753.0,13,9,23,23,9.0,8,46,1.0,1.0,,,,,,,1.0,1.0,,1.0,3.0,17,1.0,1.0,,1.0,3.0,,2.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,3.0,9.0,,,1.0,1.0,1.0,1.0,0.75,0.75,,,,8.695652173913043,0.125,,0.1111111111111111,0.2,,,1.0,,,,,,,,,1.0,,1.0,0.7474,0.7474,,,1.0,,,0.391304347826087,,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,418.0,7,3,13,12,,3,25,1.0,,1.0,1.0,,1.0,,,2.0,3.0,,,4.0,13,,,,,,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,,0.5,0.5,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,,,23.076923076923077,0.25,,0.2,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,0.3333333333333333,0.3943666666666667,,,,,7.333333333333333,,,,1.0,,,1.0,1.0,,1.0,1.0,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,1610612763,Bobby Jackson,Bobby Jackson,1517,MEM,398.0,7,4,12,11,,2,23,1.0,,,,,,1.0,,1.0,1.0,1.0,,5.0,11,,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,,1.0,,1.25,,1.25,,0.5,,,41.66666666666667,,,,,,,0.5,,,,,,,,0.5,,,1.0,0.595125,,,,,,24.1,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,1610612763,Jake Tsakalidis,Jake Tsakalidis,2054,MEM,278.0,5,4,9,9,9.0,3,18,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,1809.0,30,-11,54,54,18.0,25,108,4.0,2.0,1.0,7.0,,,,,2.0,11.0,,7.0,11.0,55,,3.0,,6.0,6.0,2.0,2.0,,1.0,,2.0,2.0,3.0,1.0,4.0,8.0,8.0,2.0,6.0,18.0,0.5,0.5,0.18181818181818182,,0.18181818181818182,,0.36666666666666664,0.5,,0.09090909090909091,0.25,29.6875,0.1,,0.08,,0.125,,0.36363636363636365,0.6363636363636364,0.14285714285714285,0.14285714285714285,,,,,,0.6666666666666666,,0.36363636363636365,0.4466181818181818,0.4739,0.15384615384615385,0.15384615384615385,0.5454545454545454,4.336363636363637,,0.3333333333333333,2.0,1.0,1.0,,0.25,0.3333333333333333,,,,,,,1.0,2.0,2.0,,1.0,,,,,1.0,,3.0,1.0,4.0,1.0,,,0.25,,,,,,,,,False,11.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.043478260869565216,0.03333333333333333,0.14285714285714285,0.16666666666666666,0.3558,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,1610612763,Chucky Atkins,Chucky Atkins,1088,MEM,6083.0,101,-42,174,175,46.0,46,349,11.0,6.0,4.0,6.0,2.0,9.0,11.0,3.0,11.0,26.0,11.0,5.0,39.0,218,5.0,8.0,3.0,3.0,13.0,2.0,20.0,11.0,1.0,1.0,2.0,3.0,3.0,5.0,15.0,9.0,8.0,2.0,13.0,46.0,0.09090909090909091,0.09090909090909091,0.4230769230769231,0.625,0.4594594594594595,0.45454545454545453,0.47560975609756095,0.5,0.2972972972972973,0.038461538461538464,0.09090909090909091,23.076923076923077,0.028985507246376812,0.0625,0.03529411764705882,0.03225806451612903,,0.08333333333333333,0.2972972972972973,0.16216216216216217,0.6666666666666666,0.6666666666666666,0.24324324324324326,0.2222222222222222,0.2222222222222222,,0.2972972972972973,0.5454545454545454,0.2727272727272727,0.5945945945945946,0.49275945945945954,0.5442545454545454,0.05128205128205128,0.07142857142857142,0.3333333333333333,8.303846153846154,24.854545454545452,0.26436781609195403,3.0,5.0,2.0,1.0,0.45454545454545453,0.5,4.0,11.0,12.0,5.0,6.0,25.0,1.0,2.0,2.0,0.6666666666666666,0.2,4.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,,0.36363636363636365,0.36363636363636365,0.5,0.36363636363636365,0.36363636363636365,0.36363636363636365,,,,,,False,19.0,2.0,1.0,3.0,,,,,1.0,2.0,,0.5,,,,0.058823529411764705,0.4341,0.07692307692307693,1.0,9.0,1.0,1.0,1.0,3.0,0.75,0.5,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
