EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,OffAtRimReboundPct,BadPassOutOfBoundsTurnovers,BlockedAtRim,PtsPutbacks,StepOutOfBoundsTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Defensive 3 Seconds Violations,DefCorner3ReboundPct,ShortMidRangeAssists,FTOffRebounds,OffFTReboundPct,Corner3Assists,BlockedLongMidRange,OffCorner3ReboundPct,on,PtsUnassisted3s,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,3SecondViolations,LongMidRangePctBlocked,DefensiveGoaltends
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,3887.0,65.0,10,128,127,19,26,19.0,255,,1.0,1.0,5.0,,,2.0,10.0,,5.0,116.0,1.0,,,,1.0,4.0,,2.0,1.0,,1.0,,,2.0,2.0,5.0,5.0,2.0,7.0,10.0,1.0,19,2.0,1.0,1.0,0.2,,0.2,,0.22727272727272727,0.5,,0.2,,9.45945945945946,0.1111111111111111,0.038461538461538464,0.08928571428571429,0.029850746268656716,,0.10526315789473684,0.10526315789473684,0.1,,,,0.5,0.2,0.2,1.0,,,0.4,0.49893,0.4719,,0.2,9.99,,0.1484375,1.0,4.0,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,3.0,2.0,1.0,1.0,1.0,3.0,,2.0,5.0,2.0,,1.0,,,,,1.0,,,,,,,,0.25,0.5,0.3333333333333333,,,,0.08,,0.14285714285714285,,,,0.4,0.25,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,0.2,2.0,,,1.0,1.0,1.0,3.0,,,,,1.0,1.0,,,1.0,,1.0,,,,,,True,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,1030.0,17.0,-5,31,29,7,11,12.0,60,1.0,4.0,,2.0,,,1.0,7.0,,2.0,30.0,3.0,,2.0,,,,,2.0,,,,,,,3.0,,1.0,4.0,5.0,1.0,,7,,,,0.14285714285714285,,0.14285714285714285,,0.14285714285714285,,,0.2857142857142857,0.5,22.22222222222222,,0.15789473684210525,0.1111111111111111,0.16,0.25,,,0.5714285714285714,0.25,0.5,,0.2857142857142857,,,,,,0.14285714285714285,0.4153857142857143,0.3889,0.40915,,9.299999999999999,,0.22580645161290322,,1.0,,,,,,,,,,,,,,,1.0,,,,2.0,,,2.0,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,1.0,0.16666666666666666,0.125,0.2,,1.0,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,29.0,,1,2,1,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,5319.0,89.0,-15,172,168,66,63,25.0,340,1.0,3.0,3.0,12.0,11.0,4.0,8.0,21.0,12.0,37.0,181.0,1.0,2.0,5.0,4.0,19.0,10.0,11.0,2.0,12.0,,12.0,,5.0,24.0,2.0,1.0,1.0,3.0,4.0,3.0,19.0,66,,0.625,0.625,0.38095238095238093,0.4,0.42424242424242425,0.5555555555555556,0.4864864864864865,0.6923076923076923,0.36363636363636365,0.09523809523809523,0.3333333333333333,19.387755102040817,0.02,0.02631578947368421,0.015151515151515152,0.03409090909090909,,0.05555555555555555,,0.09090909090909091,0.3333333333333333,0.5,1.0,0.36363636363636365,0.25,0.25,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5454545454545454,0.4768439393939395,0.466975,0.46208888888888894,0.5135135135135135,11.085714285714285,25.400000000000002,0.38372093023255816,4.0,6.0,,,1.0,1.0,1.0,1.0,,,3.0,,1.0,2.0,4.0,9.0,,,1.0,,,2.0,9.0,6.0,6.0,3.0,5.0,1.0,,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,2.0,7.0,11.0,2.0,2.0,,,,,2.0,0.5,0.3333333333333333,,0.5,0.3333333333333333,,,,0.16666666666666666,1.0,,,0.08333333333333333,,0.1,,,0.05263157894736842,,0.18181818181818182,0.6666666666666666,0.8,0.75,0.030303030303030304,1.0,1.0,1.0,0.2727272727272727,0.2727272727272727,0.3333333333333333,,,,,0.5,,,0.1111111111111111,1.0,,0.5,0.2727272727272727,0.08571428571428572,0.09090909090909091,,,,,,,1.0,,0.1,,,,,,1.0,1.0,,,2.0,,,,,,False,6.0,1.0,0.07692307692307693,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,4927.0,82.0,-21,157,152,64,45,25.0,309,4.0,10.0,6.0,13.0,,,16.0,36.0,,39.0,179.0,6.0,8.0,14.0,,20.0,20.0,,3.0,10.0,,10.0,,5.0,20.0,3.0,2.0,5.0,3.0,8.0,7.0,20.0,64,,0.625,0.625,0.4444444444444444,0.5714285714285714,0.4444444444444444,0.5714285714285714,0.47560975609756095,0.5882352941176471,,0.08333333333333333,0.1,25.96685082872928,0.04,0.04411764705882353,0.07575757575757576,0.038461538461538464,0.08333333333333333,0.041666666666666664,0.07142857142857142,0.2777777777777778,0.4,0.4444444444444444,0.5,0.3611111111111111,0.46153846153846156,0.46153846153846156,0.8333333333333334,,,0.3611111111111111,0.4680527777777778,0.42985,0.48797142857142856,0.5128205128205128,9.133333333333333,,0.40764331210191085,6.0,13.0,,1.0,3.0,6.0,,,,,,,,,,7.0,3.0,,,,6.0,,4.0,12.0,,,5.0,,3.0,,2.0,1.0,,1.0,2.0,2.0,6.0,1.0,3.0,7.0,10.0,4.0,1.0,,,,,1.0,,,,,,0.5,0.5,0.42857142857142855,0.15384615384615385,0.3333333333333333,,0.1875,,0.02702702702702703,,,0.16666666666666666,0.11764705882352941,,0.3611111111111111,0.46153846153846156,0.5454545454545454,0.5,,,,,,,,0.16666666666666666,,,,,,,0.42857142857142855,0.5,,,,0.1,0.1,0.15384615384615385,4.0,,,1.0,1.0,,1.0,0.05263157894736842,1.0,,,,3.0,,,,0.25,,,,,,,False,,,,,,,
2501,1610612743,Reggie Evans,Reggie Evans,2501,DEN,2315.0,39.0,-5,77,74,37,22,14.0,151,,,,1.0,2.0,1.0,3.0,5.0,2.0,11.0,81.0,3.0,2.0,2.0,1.0,8.0,4.0,1.0,,,,,,,,2.0,4.0,6.0,2.0,8.0,3.0,8.0,37,1.0,0.6666666666666666,1.0,0.6,1.0,0.42857142857142855,0.6666666666666666,0.5,0.6666666666666666,0.2857142857142857,,,15.555555555555555,0.16666666666666666,0.05405405405405406,0.13333333333333333,0.05,0.1111111111111111,0.2,0.125,,,,,0.14285714285714285,,,,0.2857142857142857,0.3333333333333333,0.8571428571428571,0.5331600000000001,0.5097666666666667,0.45345,0.7272727272727273,3.4200000000000004,53.400000000000006,0.4805194805194805,3.0,4.0,1.0,2.0,2.0,2.0,,,,,,,,,,5.0,1.0,,,2.0,4.0,,4.0,2.0,,,,,,2.0,,1.0,1.0,,1.0,,3.0,1.0,2.0,5.0,8.0,,4.0,1.0,,1.0,1.0,3.0,,,,,,0.3333333333333333,0.3333333333333333,0.5,,0.3333333333333333,0.6666666666666666,,,0.0625,,0.16666666666666666,,,1.0,0.5714285714285714,0.75,0.75,0.6666666666666666,,,,,,,,0.6666666666666666,0.5,,,,,,0.6666666666666666,1.0,,,,,,0.36363636363636365,2.0,1.0,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,False,,,,1.0,2.0,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,4403.0,73.0,-11,139,137,59,57,20.0,276,3.0,7.0,6.0,22.0,,,16.0,44.0,,46.0,140.0,5.0,3.0,13.0,,16.0,10.0,,4.0,4.0,,4.0,,1.0,8.0,2.0,9.0,10.0,2.0,12.0,6.0,16.0,59,,0.3125,0.35714285714285715,0.36363636363636365,0.23076923076923078,0.36363636363636365,0.23076923076923078,0.42592592592592593,0.4,,0.09090909090909091,0.14285714285714285,36.477987421383645,0.19148936170212766,0.0273972602739726,0.16666666666666666,0.02631578947368421,,0.3125,0.15,0.1590909090909091,0.42857142857142855,0.5,0.3333333333333333,0.5,0.2727272727272727,0.2857142857142857,0.5,,,0.3409090909090909,0.4311909090909091,0.45937500000000003,0.4113769230769231,0.34782608695652173,10.55909090909091,,0.4244604316546763,7.0,15.0,2.0,4.0,2.0,5.0,,,,,,,,,,14.0,2.0,,,,4.0,,10.0,22.0,,,3.0,,1.0,,2.0,1.0,,1.0,1.0,,4.0,1.0,2.0,13.0,20.0,6.0,4.0,1.0,1.0,1.0,1.0,4.0,,,,,,0.4,0.4,0.4,0.13333333333333333,0.25,,0.07692307692307693,,,,0.09090909090909091,,0.08695652173913043,1.0,0.3409090909090909,0.4666666666666667,0.5384615384615384,0.14285714285714285,,,,,,,,0.8,0.5,,,,,,0.38461538461538464,0.4,,,,0.12,0.12,0.08695652173913043,3.0,1.0,1.0,,,1.0,,0.09523809523809523,,,4.0,,2.0,,,,0.25,,,,,,,False,,,,,,0.045454545454545456,
1739,1610612743,Ruben Patterson,Ruben Patterson,1739,DEN,2925.0,49.0,-24,92,91,38,18,18.0,183,1.0,4.0,,,,,8.0,15.0,,18.0,110.0,3.0,3.0,9.0,,8.0,10.0,,3.0,3.0,,3.0,,1.0,6.0,5.0,1.0,1.0,5.0,6.0,6.0,8.0,38,1.0,0.625,0.8333333333333334,0.5333333333333333,0.3333333333333333,0.5333333333333333,0.3333333333333333,0.5294117647058824,0.36363636363636365,,0.2,0.25,18.34862385321101,0.03125,0.10204081632653061,0.02564102564102564,0.09259259259259259,,,,0.26666666666666666,0.25,0.3333333333333333,,,,,,,,0.7333333333333333,0.5650533333333334,0.5946,0.5467555555555557,0.4444444444444444,1.76,,0.41304347826086957,7.0,11.0,2.0,3.0,3.0,6.0,,,,,,,,,,2.0,2.0,,,1.0,5.0,,2.0,6.0,,,1.0,,,,1.0,1.0,1.0,,1.0,,3.0,3.0,4.0,6.0,5.0,1.0,2.0,,,,,2.0,,,,,,0.6666666666666666,0.6666666666666666,0.625,0.18181818181818182,0.3333333333333333,,,,0.2,,0.1,,0.25,,0.7333333333333333,0.6363636363636364,0.7777777777777778,0.7142857142857143,,,,,,,,1.0,0.6666666666666666,,,,,,0.6666666666666666,0.5,,,,0.06666666666666667,0.06666666666666667,0.2777777777777778,2.0,1.0,,,1.0,,,0.058823529411764705,1.0,,4.0,,,1.0,,,,1.0,,,,,,False,,,,,,,
1922,1610612743,Francisco Elson,Francisco Elson,1922,DEN,2894.0,48.0,-47,91,94,25,30,12.0,185,,,3.0,5.0,,,3.0,5.0,,6.0,119.0,2.0,,1.0,,,6.0,,,,,,,,,1.0,4.0,4.0,1.0,5.0,5.0,,25,1.0,1.0,1.0,0.6,,0.6,,0.6,,,,,5.825242718446602,0.16666666666666666,0.022727272727272728,0.12903225806451613,0.018518518518518517,0.1,0.125,0.2222222222222222,,,,,1.0,0.6,0.6,1.0,,,,0.40044,0.3698,0.4138,,18.18,,0.27472527472527475,,,,,,,,,,,,,,,,,2.0,,,,4.0,,,,,,,,,,,3.0,1.0,2.0,,,1.0,,3.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,False,,,,,1.0,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,4220.0,70.0,-17,134,128,59,39,22.0,262,1.0,3.0,3.0,13.0,,,6.0,20.0,,17.0,142.0,1.0,1.0,8.0,,4.0,10.0,,,5.0,,5.0,,3.0,10.0,2.0,9.0,15.0,2.0,17.0,5.0,4.0,59,,0.8333333333333334,0.8333333333333334,0.3,0.125,0.3,0.125,0.3541666666666667,0.2,,,,16.129032258064516,0.2,0.030303030303030304,0.22413793103448276,0.028985507246376812,,0.2857142857142857,0.13333333333333333,0.15,0.3333333333333333,0.3333333333333333,,0.65,0.23076923076923078,0.23076923076923078,1.0,,,0.2,0.4271249999999999,0.5935,0.4270875,0.23529411764705882,12.69,,0.44029850746268656,2.0,4.0,,1.0,,2.0,,,,,,,,,,5.0,,,,,,,2.0,2.0,,,2.0,,4.0,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,10.0,9.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,,,,,,,,,,1.0,0.5,0.3076923076923077,,0.02857142857142857,,0.1111111111111111,0.2222222222222222,,0.25,0.2,0.5,0.5,1.0,,,,,,,,1.0,,,,,,,0.25,,,,,0.17391304347826086,0.17391304347826086,,,,,,,,3.0,0.05,,2.0,,,,1.0,,1.0,0.5,,,,,,,False,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,1049.0,17.0,2,32,33,19,14,5.0,65,,1.0,2.0,3.0,,,3.0,6.0,,7.0,35.0,1.0,1.0,3.0,,3.0,2.0,,1.0,1.0,,1.0,,,2.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,19,,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.375,,0.16666666666666666,,18.91891891891892,0.08333333333333333,0.125,0.125,0.125,0.2,,0.2,0.16666666666666666,,,,0.5,0.6666666666666666,0.6666666666666666,0.5,,,0.3333333333333333,0.43681666666666663,0.5382,0.44039999999999996,0.42857142857142855,10.383333333333333,,0.59375,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,,,1.0,3.0,,1.0,4.0,,,,,1.0,,,3.0,,3.0,,,,,4.0,1.0,2.0,1.0,,2.0,,2.0,1.0,,,,,,,1.0,1.0,0.75,0.5,,,0.25,,,,,0.25,,0.5,0.3333333333333333,0.5,1.0,,,,,,,,,1.0,1.0,,,,,,0.3333333333333333,,,,,0.14285714285714285,0.14285714285714285,0.42857142857142855,,,,,,,,0.2,,2.0,2.0,,,,,,,1.0,,,,,,False,,,,,,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,1267.0,21.0,-10,39,40,18,11,5.0,79,,,,,2.0,1.0,1.0,2.0,5.0,2.0,45.0,1.0,1.0,2.0,2.0,2.0,,2.0,,,2.0,2.0,1.0,,6.0,2.0,4.0,5.0,2.0,7.0,1.0,2.0,18,,,,0.5,0.5,0.14285714285714285,0.25,0.14285714285714285,0.25,0.7142857142857143,,,15.909090909090908,0.2857142857142857,0.13333333333333333,0.25,0.09090909090909091,,0.25,0.5,,,,,,,,,0.2857142857142857,0.25,1.0,0.5438,0.6296,0.536375,1.0,,24.560000000000002,0.46153846153846156,1.0,2.0,1.0,1.0,1.0,2.0,,3.0,,1.0,,,,,,,1.0,,,,2.0,,,2.0,,,,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,0.16666666666666666,,,,,,0.2,,0.2857142857142857,0.5,0.5,,0.42857142857142855,,,,,,,1.0,1.0,,,,,,0.5,0.5,0.25,,,,,1.0,,,,,,,1.0,0.5,,,2.0,,,,,,0.5,,,,1.0,,,False,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,1432.0,24.0,2,45,47,18,20,4.0,92,,,,2.0,,,1.0,4.0,,3.0,43.0,2.0,1.0,2.0,,2.0,,,1.0,1.0,,1.0,,1.0,2.0,2.0,5.0,6.0,2.0,8.0,3.0,2.0,18,,,,0.25,0.5,0.25,0.5,0.3,0.5,,0.25,,12.244897959183673,0.29411764705882354,0.13333333333333333,0.25,0.09090909090909091,,,0.42857142857142855,,,,,0.5,,,,,,0.5,0.42947500000000005,0.4724,0.43655,0.6666666666666666,8.925,,0.4,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,2.0,,,2.0,,,,,1.0,,,,,,1.0,1.0,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,0.5,0.5,0.5,0.5,1.0,,0.14285714285714285,,0.16666666666666666,,0.6666666666666666,0.3333333333333333,,,0.5,0.5,1.0,,,,,,,,,0.5,1.0,,,,,,0.5,1.0,,,,0.2,0.2,0.6666666666666666,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,False,,,,,,,1.0
