EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,TwoPtAssists,Corner3Assists,AtRimAssists,LongMidRangeAssists,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,TsPct,FG3APct,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,FG2M,FG3M,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,DefTwoPtRebounds,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyPointsPct,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted2s,HeaveAttempts,FTDefRebounds,DeadBallTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,DefFTReboundPct,AtRimPctAssisted,PenaltyArc3Accuracy,PenaltyFtPoints,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFGM,SecondChanceFtPoints,SecondChancePoints,OffThreePtRebounds,DefensiveGoaltends,SecondChanceTsPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChancePointsPct,LongMidRangeFGM,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,SecondChanceAtRimFGA,Corner3FGM,SecondChanceArc3FGA,SelfOReb,OffCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,OffShortMidRangeReboundPct,SecondChanceFG2M,SecondChanceFg2Pct,SecondChanceEfgPct,on,SecondChanceAtRimFGM,PtsPutbacks,ShortMidRangeAssists,FTOffRebounds,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,OffensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,OffFTReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveMakes,BlockedCorner3,Defensive 3 Seconds Violations
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,37.0,1,3.0,2,3,5,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,974.0,16,-11.0,26,29,55,3.0,5.0,2.0,13.0,,,,,,,,,,,19.35483870967742,,,,,,14.0,15.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,34.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,14.0,0.16666666666666666,0.75,0.25,0.75,0.6666666666666666,0.75,0.35165,0.3335166666666667,0.3333333333333333,0.6666666666666666,18.6,28.3,0.5384615384615384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,891.0,15,-9.0,24,29,53,,,,,,1.0,1.0,,,,,,,,31.03448275862069,,,0.125,,,9.0,11.0,4.0,2.0,2.0,,6.0,3.0,,7.0,31.0,3.0,1.0,2.0,,,,,1.0,2.0,1.0,,,9.0,0.3888888888888889,0.3333333333333333,0.2222222222222222,0.2222222222222222,,0.5555555555555556,0.4353166666666667,0.4345375,,,9.133333333333333,24.96666666666667,0.375,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.25,0.25,0.2,1.0,0.2222222222222222,1.0,1.0,0.2222222222222222,0.1111111111111111,0.5,0.5,1.0,0.5,0.25,1.0,0.25,0.5,0.44247499999999995,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,723.0,12,-13.0,23,27,50,,,,,,1.0,1.0,,,1.0,,,,,20.833333333333336,,,,,,10.0,10.0,1.0,,2.0,2.0,1.0,3.0,,5.0,29.0,1.0,2.0,1.0,,,,,,,,,,10.0,0.625,0.75,,0.5,0.6666666666666666,1.0,0.5766833333333333,0.538625,,,,32.63333333333333,0.43478260869565216,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,5.0,,3.0,1.0,,,5.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.625,0.8333333333333334,0.8333333333333334,,,0.25,1.0,1.0,,0.25,0.5,0.5,1.0,,0.3333333333333333,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,1610612765,Dale Davis,Dale Davis,905,DET,2150.0,36,-25.0,70,75,145,,1.0,,2.0,3.0,8.0,9.0,2.0,2.0,3.0,,,,,13.924050632911392,0.6666666666666666,0.375,0.25,0.5,,32.0,45.0,9.0,4.0,,,6.0,,2.0,2.0,81.0,1.0,,,1.0,,,1.0,6.0,11.0,4.0,4.0,1.0,32.0,0.125,,0.6666666666666666,,,0.16666666666666666,0.3466,0.3267,0.14285714285714285,0.14285714285714285,12.433333333333332,,0.45714285714285713,,1.0,,,1.0,,,,,,,,,,2.0,,,,4.0,1.0,2.0,,,,,,,,0.5,0.2,0.16666666666666666,0.16666666666666666,,,0.16666666666666666,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,0.3333333333333333,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.058823529411764705,0.03125,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,884.0,15,-14.0,24,27,51,,,,,1.0,4.0,6.0,,,,,,,,13.793103448275863,,1.0,0.6,,,13.0,16.0,4.0,,1.0,1.0,2.0,1.0,1.0,3.0,31.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,2.0,,13.0,0.375,0.3333333333333333,,0.3333333333333333,0.5,0.3333333333333333,0.35790000000000005,0.35245,,,9.65,24.7,0.5416666666666666,,,,,2.0,,,,,1.0,,,,,1.0,2.0,,,2.0,,1.0,,,,0.5,,0.3333333333333333,,0.16666666666666666,0.5,1.0,,,,0.6666666666666666,,,,,,,,,,,0.3333333333333333,,,,,1.0,,,,,0.5,,,1.0,,1.0,2.0,,,,1.0,1.0,,1.0,,,0.1111111111111111,0.15384615384615385,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,327.0,5,-4.0,9,10,19,,,,,,1.0,1.0,,,,,,,,66.66666666666667,,,0.3333333333333333,,,5.0,4.0,,2.0,2.0,1.0,2.0,3.0,2.0,9.0,15.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,2.0,,5.0,0.75,0.6,0.4,0.4,0.25,0.6,0.47111000000000003,0.449575,,,16.7,24.666666666666668,0.5555555555555556,,,,,,1.0,,1.0,1.0,2.0,1.0,,,2.0,9.0,2.0,3.0,1.0,1.0,,9.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.7,0.875,0.9,0.5,,,,,,0.2,0.5,0.5,1.0,,,,0.25,0.5,,1.0,1.0,1.0,2.0,,,,0.5,0.5,0.5,,,1.0,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,1610612765,Carlos Delfino,Carlos Delfino,2568,DET,1272.0,21,-12.0,44,45,89,,1.0,,2.0,,2.0,2.0,3.0,3.0,6.0,,,,,20.408163265306122,0.5,,0.09523809523809523,,,21.0,32.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,49.0,1.0,1.0,2.0,1.0,,,1.0,,3.0,2.0,2.0,1.0,21.0,0.625,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.47354999999999997,0.46177500000000005,0.25,0.5,21.3,25.6,0.4772727272727273,,,,,,,,,1.0,,1.0,,,,2.0,,3.0,1.0,2.0,1.0,2.0,1.0,0.5,0.5,,,0.5,,0.3333333333333333,0.125,,,,,,,0.5,0.5,1.0,,,,,0.5,,0.4,,,,,,3.0,,,,,,,2.0,,,,1.0,,,,,2.0,,,,,,,0.2222222222222222,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,1508.0,25,-26.0,50,52,102,,3.0,,6.0,,,2.0,2.0,2.0,2.0,,,,,14.545454545454545,1.0,,,,,20.0,34.0,6.0,,4.0,,1.0,5.0,,3.0,59.0,,,4.0,3.0,,,3.0,1.0,3.0,,,,20.0,0.25,0.8333333333333334,,0.6666666666666666,,1.0,0.5463166666666667,,,,,25.28,0.4,,1.0,,,,1.0,,,,,1.0,1.0,2.0,,,,3.0,,,,,1.0,0.2,0.2,,,0.25,,,,,0.16666666666666666,,,,0.16666666666666666,,,,,,,,,0.49335,,,,,,,,,,,,,,,1.0,,2.0,,,,,,2.0,,1.0,1.0,,0.09090909090909091,,,,,,,2.0,,,0.25,,0.16666666666666666,,,,,,,,,,,,1.0,1.0,2.0,1.0,0.5,0.25,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,1610612765,Kelvin Cato,Kelvin Cato,1509,DET,602.0,10,-4.0,23,23,46,,,,,1.0,2.0,4.0,,,,,,,,19.23076923076923,,0.3333333333333333,0.16666666666666666,,,8.0,17.0,4.0,4.0,,,5.0,,,6.0,23.0,2.0,,,,,,,,2.0,,,,8.0,0.6,,0.8,,,,0.35259999999999997,0.34315,,,14.6,,0.34782608695652173,,,,,1.0,,,,,3.0,,,,1.0,2.0,,,,1.0,,2.0,,,,0.6,0.5,0.6,0.5,0.5,0.1111111111111111,0.3333333333333333,,,,0.2,,,,,,,,,,,0.3333333333333333,,,6.0,,,,1.0,1.0,,,,,,,2.0,2.0,,1.0,,,,1.0,,,,0.4,0.2,,,0.5,,,,,,,,0.25,,,,,3.0,,0.75,0.75,1.0,,,,,,,1.0,,0.5,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
