EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,3SecondViolations,ShortMidRangePctBlocked,HeaveMakes,HeaveAttempts,BlockedCorner3,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,on,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,33344.0,556,69,978,982,263,213,131,1960,31.0,50.0,9.0,14.0,7.0,12.0,1.0,7.0,3.0,1.0,1.0,1.0,32.0,60,1.0,12.0,76.0,1000,9.0,14.0,1.0,1.0,19.0,7.0,14.0,1.0,2.0,16.0,44.0,20.0,12.0,1.0,8.0,22.0,7.0,29.0,6.0,1.0,11.0,5.0,6.0,65.0,10.0,41.0,22.0,80.0,13.0,115.0,51.0,166.0,2.0,24.0,17.0,7.0,5.0,3.0,2.0,7.0,3.0,1.0,12.0,3.0,21.0,37,2.0,54.0,13.0,14.0,48.0,5.0,22.0,5.0,21.0,1.0,1.0,18.0,1.0,2.0,22.0,12.0,1.0,16.0,263,5.0,5.0,0.6875,0.8461538461538461,0.5333333333333333,0.6428571428571429,0.5,0.5245901639344263,0.6,0.4666666666666667,0.4578313253012048,0.5,0.36363636363636365,0.01639344262295082,0.13333333333333333,0.16,8.459483526268922,0.4166666666666667,0.43333333333333335,0.22038567493112948,0.1151685393258427,0.24175824175824176,0.09259259259259259,0.22466960352422907,0.10991379310344827,0.07058823529411765,0.15384615384615385,0.11038961038961038,0.08955223880597014,0.0975609756097561,0.1889763779527559,0.25316455696202533,0.22929936305732485,0.2727272727272727,0.19444444444444445,0.10526315789473684,0.5454545454545454,0.819672131147541,0.62,0.7380952380952381,0.6774193548387096,0.11475409836065574,0.14285714285714285,0.14285714285714285,1.0,0.04918032786885246,0.01639344262295082,0.9333333333333333,0.6428571428571429,0.3333333333333333,0.06666666666666667,0.8,0.5833333333333334,0.06666666666666667,0.8360655737704918,0.5357729508196721,0.5508961538461539,0.51991,0.28205128205128205,0.2857142857142857,0.25,0.21052631578947367,1.9066666666666667,27.8,0.2689161554192229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,35235.0,587,91,1042,1037,277,251,135,2079,21.0,37.0,1.0,3.0,4.0,9.0,10.0,28.0,55.0,64.0,10.0,26.0,54.0,120,77.0,84.0,279.0,1070,6.0,10.0,12.0,13.0,43.0,11.0,24.0,29.0,44.0,111.0,24.0,84.0,2.0,64.0,9.0,69.0,30.0,99.0,19.0,11.0,24.0,16.0,29.0,228.0,,6.0,9.0,38.0,1.0,48.0,6.0,54.0,1.0,19.0,11.0,8.0,17.0,8.0,9.0,18.0,8.0,1.0,35.0,11.0,17.0,38,5.0,68.0,2.0,1.0,91.0,4.0,24.0,17.0,2.0,,,1.0,,1.0,2.0,1.0,,111.0,277,8.0,17.0,0.2222222222222222,0.22641509433962265,0.45,0.6,0.4583333333333333,0.4949238578680203,0.6818181818181818,0.6320754716981132,0.5787234042553191,0.7678571428571429,0.7302631578947368,0.39086294416243655,0.075,0.21621621621621623,22.594142259414227,0.4857142857142857,0.02702702702702703,0.10187667560321716,0.01634877384196185,0.0891089108910891,,0.09915611814345991,0.012170385395537525,0.03225806451612903,0.016,0.006711409395973154,,,0.12598425196850394,0.09195402298850575,0.0880503144654088,0.09090909090909091,0.08571428571428572,0.009708737864077669,0.5,0.18781725888324874,0.5675675675675675,0.7241379310344828,0.2857142857142857,0.14213197969543148,0.35714285714285715,0.35714285714285715,0.3,0.27918781725888325,0.3248730964467005,0.13636363636363635,0.3333333333333333,,0.45454545454545453,0.16981132075471697,0.4444444444444444,0.49056603773584906,0.5786802030456852,0.4746898477157359,0.4979527777777777,0.4676707547169811,0.11467889908256881,0.17142857142857143,0.15412186379928317,0.3978494623655914,10.858333333333333,25.350649350649352,0.2658349328214971,23.0,3.0,13.0,1.0,2.0,2.0,3.0,26.0,5.0,13.0,29.0,6.0,15.0,42.0,45.0,26.0,1.0,1.0,3.0,10.0,1.0,0.4827586206896552,0.37662337662337664,0.5,0.5172413793103449,0.37662337662337664,0.01818181818181818,0.41818181818181815,0.42592592592592593,0.13043478260869565,0.06598984771573604,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.40625,0.40625,0.5,0.09090909090909091,0.5,1.0,0.5,0.8,0.05660377358490566,0.6666666666666666,0.5,0.40625,0.01282051282051282,,,,,,,,,,True,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,41401.0,690,74,1220,1218,340,301,166,2438,54.0,90.0,9.0,15.0,14.0,19.0,22.0,73.0,107.0,14.0,4.0,3.0,114.0,270,40.0,97.0,367.0,1272,16.0,36.0,5.0,3.0,35.0,26.0,61.0,11.0,57.0,118.0,140.0,88.0,10.0,14.0,32.0,38.0,10.0,48.0,7.0,3.0,22.0,6.0,10.0,106.0,8.0,8.0,7.0,28.0,1.0,36.0,16.0,52.0,7.0,17.0,11.0,6.0,24.0,5.0,15.0,15.0,9.0,5.0,39.0,8.0,18.0,59,3.0,81.0,2.0,5.0,114.0,9.0,35.0,23.0,5.0,,,4.0,1.0,,5.0,3.0,,118.0,340,7.0,22.0,0.6140350877192983,0.6422018348623854,0.4222222222222222,0.4444444444444444,0.4262295081967213,0.43548387096774194,0.3902439024390244,0.4236111111111111,0.5027855153203342,0.40476190476190477,0.5686274509803921,0.12903225806451613,0.11851851851851852,0.2,28.327402135231317,0.6153846153846154,0.022222222222222223,0.06496519721577726,0.01834862385321101,0.05785123966942149,0.05517241379310345,0.06340579710144928,0.027538726333907058,0.017857142857142856,0.02142857142857143,0.016304347826086956,0.043478260869565216,0.07547169811320754,0.059602649006622516,0.05825242718446602,0.07344632768361582,0.0759493670886076,0.023809523809523808,0.0472972972972973,0.6,0.2903225806451613,0.6,0.75,0.46296296296296297,0.23548387096774193,0.3013698630136986,0.34375,0.6363636363636364,0.34516129032258064,0.04516129032258064,0.36585365853658536,0.6,0.1111111111111111,0.0975609756097561,0.2638888888888889,0.7368421052631579,0.041666666666666664,0.41935483870967744,0.4702445161290323,0.47364310344827587,0.44574930555555553,0.10416666666666667,0.11824324324324324,0.09536784741144415,0.3215258855585831,9.612592592592593,24.2625,0.2786885245901639,38.0,9.0,26.0,,1.0,1.0,8.0,5.0,,2.0,14.0,,3.0,39.0,3.0,5.0,1.0,,5.0,7.0,,0.9285714285714286,0.35,,0.2727272727272727,0.35,0.04672897196261682,0.35514018691588783,0.37254901960784315,0.8157894736842105,0.08387096774193549,0.34615384615384615,0.34615384615384615,1.0,0.35714285714285715,0.35714285714285715,0.8,0.024390243902439025,,,,,0.1111111111111111,0.125,0.6666666666666666,0.35714285714285715,,1.0,1.0,0.1232876712328767,,,,,,,True,,,,
2230,1610612765,Maurice Evans,Maurice Evans,2230,DET,3185.0,53,11,94,99,35,37,15,193,4.0,6.0,2.0,3.0,,,1.0,3.0,1.0,1.0,1.0,,5.0,10,7.0,10.0,38.0,102,2.0,4.0,1.0,2.0,9.0,,2.0,3.0,8.0,17.0,6.0,4.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,3.0,,5.0,2.0,3.0,1.0,6.0,5.0,11.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,2.0,4,,8.0,1.0,1.0,12.0,,3.0,3.0,1.0,,,1.0,,,1.0,1.0,,17.0,35,1.0,2.0,0.6,0.75,0.5,0.5,,0.8235294117647058,0.7,0.9,0.8260869565217391,0.75,0.9444444444444444,0.4117647058823529,0.1,0.16666666666666666,21.428571428571427,1.0,0.25,0.08108108108108109,0.1724137931034483,0.15384615384615385,,0.1,0.11904761904761904,0.14285714285714285,0.2222222222222222,0.15384615384615385,,,,,0.21428571428571427,0.125,0.2,,1.0,0.35294117647058826,0.6666666666666666,0.8,0.5,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.058823529411764705,0.058823529411764705,0.6,0.6666666666666666,,0.2,,,,0.7647058823529411,0.5283,0.50914,0.46604999999999996,0.15,0.23076923076923078,0.23684210526315788,0.4473684210526316,5.01,23.814285714285713,0.3723404255319149,,5.0,6.0,,,3.0,3.0,1.0,1.0,,6.0,1.0,3.0,18.0,,1.0,,,,,,1.0,0.8571428571428571,1.0,1.0,0.8571428571428571,,,,,0.35294117647058826,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.6,1.0,,1.0,,,,,,,,,,,True,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,37377.0,623,63,1108,1101,308,267,152,2209,32.0,52.0,11.0,16.0,6.0,11.0,21.0,49.0,46.0,15.0,5.0,4.0,68.0,147,37.0,51.0,241.0,1139,13.0,20.0,8.0,6.0,53.0,13.0,28.0,10.0,14.0,58.0,52.0,84.0,16.0,13.0,8.0,26.0,17.0,43.0,10.0,7.0,12.0,4.0,10.0,103.0,9.0,23.0,16.0,30.0,7.0,53.0,32.0,85.0,8.0,6.0,6.0,,16.0,5.0,8.0,13.0,8.0,4.0,29.0,9.0,9.0,20,2.0,48.0,5.0,3.0,63.0,5.0,29.0,5.0,11.0,3.0,1.0,8.0,2.0,1.0,14.0,9.0,1.0,58.0,308,2.0,5.0,0.38235294117647056,0.43333333333333335,0.46258503401360546,0.65,0.4642857142857143,0.5163043478260869,0.8392857142857143,0.5789473684210527,0.5657276995305164,0.8548387096774194,0.6304347826086957,0.20108695652173914,0.05442176870748299,0.07692307692307693,18.950665622552858,0.5517241379310345,0.16279069767441862,0.07633587786259542,0.05707196029776675,0.14953271028037382,0.06818181818181818,0.092,0.059813084112149535,0.06796116504854369,0.06870229007633588,0.04142011834319527,0.08536585365853659,0.04,0.07194244604316546,0.03260869565217391,0.10493827160493827,0.11594202898550725,0.21052631578947367,0.09302325581395349,0.6428571428571429,0.2826086956521739,0.6153846153846154,0.6666666666666666,0.46875,0.266304347826087,0.42857142857142855,0.4666666666666667,0.19047619047619047,0.25,0.08152173913043478,0.5714285714285714,0.6875,0.09090909090909091,0.17857142857142858,0.2894736842105263,0.5454545454545454,0.10526315789473684,0.483695652173913,0.46928797814207657,0.5369456521739131,0.4779108108108108,0.13942307692307693,0.1695906432748538,0.21991701244813278,0.24066390041493776,8.562585034013606,25.04054054054054,0.2779783393501805,15.0,8.0,22.0,2.0,3.0,3.0,6.0,10.0,5.0,3.0,18.0,7.0,6.0,42.0,12.0,9.0,2.0,,2.0,,,0.7777777777777778,0.4864864864864865,0.875,0.6,0.4722222222222222,,0.32608695652173914,0.32608695652173914,0.4666666666666667,0.11956521739130435,0.36363636363636365,0.36363636363636365,0.75,0.6666666666666666,0.6666666666666666,0.8,0.10714285714285714,0.6666666666666666,1.0,1.0,0.8,0.15789473684210525,0.5,0.75,0.6923076923076923,,1.0,,0.08163265306122448,1.0,1.0,2.0,,,,True,,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,15481.0,258,46,457,450,175,165,74,907,16.0,21.0,7.0,8.0,4.0,5.0,4.0,9.0,33.0,,,,33.0,63,,13.0,79.0,475,10.0,12.0,,3.0,23.0,9.0,17.0,,8.0,26.0,54.0,12.0,10.0,,2.0,4.0,6.0,10.0,2.0,4.0,3.0,1.0,,26.0,7.0,19.0,11.0,27.0,9.0,47.0,26.0,73.0,1.0,4.0,4.0,,2.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,25.0,37,,24.0,5.0,1.0,26.0,,5.0,8.0,9.0,1.0,1.0,7.0,,2.0,10.0,7.0,2.0,26.0,175,3.0,6.0,0.8181818181818182,0.9642857142857143,0.5238095238095238,0.8333333333333334,0.5294117647058824,0.5238095238095238,0.8333333333333334,0.5294117647058824,0.5197368421052632,0.7666666666666667,0.52,,0.031746031746031744,0.09523809523809523,15.14018691588785,0.4,0.36,0.18620689655172415,0.10982658959537572,0.2037037037037037,0.13725490196078433,0.19095477386934673,0.11607142857142858,0.10256410256410256,0.14,0.09523809523809523,0.10526315789473684,0.23076923076923078,0.22641509433962265,0.12195121951219512,0.19607843137254902,0.21052631578947367,0.1875,0.037037037037037035,0.7,0.3333333333333333,0.7619047619047619,0.8421052631578947,0.6875,0.14285714285714285,0.4444444444444444,0.4444444444444444,0.75,0.5238095238095238,,0.6666666666666666,0.875,0.2857142857142857,,0.29411764705882354,0.8,,0.3333333333333333,0.4333396825396826,0.5512875,0.43659411764705885,0.07352941176470588,0.07352941176470588,0.2911392405063291,0.3291139240506329,10.528571428571428,,0.38293216630196936,13.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.3939393939393939,0.3939393939393939,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,True,,,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,31642.0,527,46,927,919,194,162,115,1846,13.0,22.0,4.0,7.0,1.0,2.0,30.0,60.0,43.0,47.0,8.0,11.0,56.0,125,65.0,24.0,211.0,974,4.0,12.0,8.0,,23.0,12.0,22.0,16.0,9.0,45.0,62.0,50.0,6.0,47.0,3.0,22.0,4.0,26.0,4.0,,12.0,6.0,4.0,56.0,4.0,7.0,12.0,65.0,5.0,82.0,13.0,95.0,4.0,7.0,3.0,4.0,11.0,4.0,6.0,10.0,5.0,1.0,21.0,2.0,34.0,58,3.0,39.0,3.0,1.0,47.0,3.0,20.0,5.0,13.0,,,8.0,2.0,3.0,13.0,7.0,,45.0,194,6.0,5.0,0.5535714285714286,0.5849056603773585,0.448,0.3333333333333333,0.5454545454545454,0.4921052631578947,0.575,0.47368421052631576,0.49764150943396224,0.5476190476190477,0.4787234042553192,0.34210526315789475,0.024,0.09090909090909091,22.04351939451277,0.5238095238095238,0.1724137931034483,0.19230769230769232,0.0220125786163522,0.14285714285714285,0.03508771929824561,0.18246445497630331,0.02546296296296296,0.03333333333333333,0.02857142857142857,0.008130081300813009,0.014705882352941176,0.06521739130434782,0.13043478260869565,0.23170731707317074,0.2198581560283688,0.125,0.17857142857142858,0.038834951456310676,0.5384615384615384,0.11578947368421053,0.5909090909090909,0.65,0.5384615384615384,0.3157894736842105,0.5,0.5084745762711864,0.4666666666666667,0.22631578947368422,0.24736842105263157,0.35,0.5714285714285714,,0.4,0.05263157894736842,0.5,0.2894736842105263,0.45789473684210524,0.4372718421052632,0.488190625,0.410932894736842,0.0966183574879227,0.14084507042253522,0.10900473933649289,0.2132701421800948,10.706400000000002,25.00923076923077,0.209277238403452,13.0,4.0,18.0,,,,5.0,21.0,5.0,4.0,25.0,5.0,4.0,75.0,,21.0,1.0,1.0,,,,1.0,0.38461538461538464,0.625,0.25,0.38461538461538464,,0.3023255813953488,0.3023255813953488,0.7692307692307693,0.09473684210526316,0.2222222222222222,0.2222222222222222,1.0,0.44680851063829785,0.44680851063829785,1.0,,,,0.625,1.0,0.13157894736842105,,0.36363636363636365,0.44680851063829785,,4.0,,0.016666666666666666,,,,2.0,1.0,0.05263157894736842,True,,,,
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,6758.0,113,-17,202,206,80,70,34,408,1.0,6.0,,1.0,1.0,2.0,2.0,3.0,8.0,21.0,1.0,13.0,7.0,17,23.0,6.0,47.0,229,2.0,5.0,2.0,,7.0,3.0,6.0,13.0,6.0,30.0,,14.0,,21.0,3.0,11.0,2.0,13.0,1.0,1.0,3.0,3.0,5.0,28.0,2.0,2.0,,5.0,1.0,6.0,4.0,10.0,1.0,9.0,2.0,7.0,5.0,1.0,3.0,4.0,2.0,1.0,9.0,1.0,9.0,21,2.0,10.0,,3.0,6.0,,,3.0,1.0,,,,,1.0,1.0,1.0,,30.0,80,3.0,3.0,,,0.4117647058823529,0.4,0.5,0.5125,0.5,0.631578947368421,0.5465116279069767,0.5,0.6818181818181818,0.575,0.17647058823529413,0.3333333333333333,21.84873949579832,0.5555555555555556,0.1111111111111111,0.0847457627118644,0.02702702702702703,,0.09090909090909091,0.05813953488372093,0.041666666666666664,,0.058823529411764705,0.027777777777777776,0.10526315789473684,,0.08333333333333333,0.0625,0.10526315789473684,,,0.047619047619047616,1.0,0.15,0.16666666666666666,0.25,,0.075,0.6666666666666666,0.6666666666666666,,0.2,0.525,0.14285714285714285,,,0.14285714285714285,0.10526315789473684,0.5,0.6842105263157895,0.725,0.4616625000000001,0.4042416666666666,0.44136052631578954,,,0.14893617021276595,0.6382978723404256,9.91764705882353,25.578260869565216,0.39603960396039606,4.0,2.0,2.0,1.0,1.0,,,7.0,,6.0,9.0,1.0,6.0,15.0,12.0,7.0,,,1.0,,,0.5555555555555556,0.391304347826087,0.5,0.46153846153846156,0.391304347826087,0.125,0.5,0.5714285714285714,,0.05,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.14285714285714285,1.0,1.0,,,,,0.46153846153846156,0.3333333333333333,,,,,,,,,,,True,,,,
905,1610612765,Dale Davis,Dale Davis,905,DET,891.0,15,-9,24,29,9,11,4,53,,1.0,,,,,,,,,,,,1,,2.0,2.0,31,,,,,,,,,2.0,2.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,2.0,1.0,3.0,,,,,,,,,,,,,2.0,5,,4.0,1.0,1.0,4.0,,1.0,1.0,,,,,,,,,,2.0,9,,1.0,,,,,,,,,0.3333333333333333,,1.0,,1.0,1.0,10.344827586206897,,0.5,,0.125,0.3333333333333333,,0.125,0.06666666666666667,0.5,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.3917,,,0.5,0.5,,1.0,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,
960,1610612765,Tony Delk,Tony Delk,960,DET,1199.0,20,-7,34,36,8,22,3,70,2.0,3.0,1.0,1.0,,,1.0,1.0,,,,,3.0,4,,,6.0,54,1.0,1.0,,,2.0,,,,,,2.0,4.0,2.0,,,,,,,,,,,,,3.0,,1.0,,1.0,3.0,4.0,,,,,,,,,,,,,,1,,1.0,,,,,,,,,,,,,,,,,8,1.0,,0.3333333333333333,0.5,0.75,1.0,,0.75,1.0,,0.75,1.0,,,,,10.256410256410255,,,0.16666666666666666,0.25,,,0.1,0.17647058823529413,0.42857142857142855,,,,,,0.5,,,,,,0.75,0.6666666666666666,0.6666666666666666,,0.25,1.0,1.0,1.0,,,1.0,1.0,,,,,,0.75,0.5266500000000001,0.5784,,,,0.3333333333333333,,2.3,,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
