EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChancePointsPct,SecondChanceAtRimFGA,LongMidRangeFGM,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,SecondChanceTurnovers,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,OffFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,Corner3FGA,PenaltyCorner3FGA,Corner3Frequency,PenaltyCorner3Frequency,LostBallSteals,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsAssisted3s,Loose Ball Fouls Drawn,Assisted3sPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,HeaveAttempts,ShortMidRangeAssists,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,Fg3aBlocked,Loose Ball Fouls,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,OffArc3ReboundPct,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Technical Free Throw Trips,LongMidRangePctBlocked,SelfORebPct,SecondChanceAtRimPctAssisted,BadPassOutOfBoundsTurnovers,BlockedShortMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,486.0,8,5,14,14,14,14,3.0,28,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,9,1.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,14,1.0,0.25,0.25,0.25,0.25,0.4,0.4,27.77777777777778,0.25,1.0,1.0,0.25,0.5,0.25,1.0,0.25,0.36785,0.2549,0.36785,0.25,0.25,1.0,12.675,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1519,1610612751,John Thomas,John Thomas,1519,NJN,3339.0,56,-8,103,101,46,47,14.0,204,3.0,4.0,1.0,1.0,2.0,,3.0,6.0,1.0,7.0,112,1.0,1.0,2.0,1.0,3.0,,3.0,2.0,,1.0,,3.0,46,,0.5,0.5,0.5,0.5,0.5,0.5,9.75609756097561,0.6666666666666666,0.75,1.0,0.3333333333333333,,0.5,1.0,0.6666666666666666,0.49848333333333333,0.4173,0.46955,0.14285714285714285,0.14285714285714285,0.42857142857142855,2.5166666666666666,0.44660194174757284,1.0,1.0,6.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,6.0,4.0,10.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,5.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.16666666666666666,0.25,0.4,0.14285714285714285,0.14285714285714285,0.09302325581395349,0.125,0.13513513513513514,0.07407407407407407,0.07142857142857142,0.08333333333333333,0.11764705882352941,0.42857142857142855,0.2,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1521,1610612751,Jacque Vaughn,Jacque Vaughn,1521,NJN,2474.0,41,-14,73,73,31,34,9.0,146,,2.0,,1.0,1.0,7.0,2.0,10.0,1.0,5.0,85,1.0,1.0,7.0,,2.0,,3.0,2.0,,1.0,,2.0,31,,0.2,0.14285714285714285,0.2,0.14285714285714285,0.22727272727272727,0.14285714285714285,13.953488372093023,0.2,,,0.1,0.7,0.14285714285714285,,0.2,0.42016,0.5546,0.3977142857142857,0.09090909090909091,0.09090909090909091,0.4,15.48,0.4246575342465753,,,4.0,,2.0,4.0,,10.0,,,1.0,1.0,2.0,,2.0,1.0,1.0,,,1.0,,,1.0,,2.0,6.0,,1.0,,,,,,,1.0,1.0,,,,,0.25,0.07142857142857142,,,0.043478260869565216,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,2.0,0.3333333333333333,0.2857142857142857,0.2857142857142857,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,1971.0,33,-11,64,67,29,30,8.0,131,2.0,5.0,1.0,2.0,2.0,6.0,5.0,13.0,11.0,24.0,75,1.0,2.0,5.0,6.0,13.0,6.0,7.0,12.0,,4.0,2.0,13.0,29,2.0,0.38461538461538464,0.4,0.3611111111111111,0.3888888888888889,0.5,0.5416666666666666,36.0,0.2777777777777778,0.4,0.4,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.5,0.5555555555555556,0.48432058823529417,0.4632,0.50648125,0.18181818181818182,0.23529411764705882,0.5416666666666666,10.069230769230769,0.453125,,,4.0,1.0,3.0,4.0,2.0,9.0,2.0,3.0,1.0,,4.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,,3.0,3.0,1.0,1.0,,,,,,,,,0.4,0.4,,0.07692307692307693,,0.6666666666666666,,0.07142857142857142,0.10526315789473684,0.23076923076923078,0.14814814814814814,0.06896551724137931,0.14285714285714285,0.2,,,0.125,,,,1.0,3.0,1.0,1.0,,1.0,,0.5,0.5,0.6666666666666666,1.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,4.0,3.0,5.0,1.0,1.0,0.2,0.25,0.2,0.2777777777777778,0.5,0.3333333333333333,0.4,0.2777777777777778,0.2,0.2,0.4444444444444444,0.25,0.2,27.880000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2420,1610612751,Nenad Krstic,Nenad Krstic,2420,NJN,738.0,12,-3,25,23,10,7,5.0,48,1.0,3.0,,1.0,3.0,1.0,2.0,7.0,2.0,6.0,27,3.0,,4.0,2.0,2.0,2.0,1.0,2.0,,1.0,,2.0,10,,0.2857142857142857,,0.2857142857142857,,0.375,0.2,22.857142857142858,0.42857142857142855,0.3333333333333333,0.5,0.42857142857142855,0.14285714285714285,0.25,,0.42857142857142855,0.4462428571428572,0.51075,0.4173,0.125,0.125,0.3333333333333333,5.671428571428572,0.4,2.0,4.0,2.0,2.0,,,,,3.0,,1.0,,1.0,5.0,6.0,,,,,,,,,,1.0,1.0,,,,,,,,,0.5,1.0,0.5,0.2857142857142857,0.3333333333333333,,,0.14285714285714285,0.25,,0.08333333333333333,0.26666666666666666,0.2,0.5,,,,,,0.6666666666666666,3.0,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1909,1610612751,Scott Padgett,Scott Padgett,1909,NJN,492.0,8,7,14,14,14,14,3.0,28,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,3.0,7,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,,,1.0,3.0,14,1.0,1.0,1.0,0.5,0.5,0.5,0.5,16.666666666666668,0.5,1.0,1.0,,,0.5,1.0,1.0,0.497425,0.5183,0.497425,,,1.0,,1.0,1.0,3.0,,,,,,,2.0,,1.0,,1.0,2.0,3.0,1.0,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,0.75,,,,,0.2,0.2222222222222222,,0.16666666666666666,0.2,,0.5,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,0.5,,0.3333333333333333,,,,,,,,23.3,1.0,,1.0,2.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2565,1610612751,Zoran Planinic,Zoran Planinic,2565,NJN,292.0,5,6,10,9,10,9,1.0,19,,1.0,,1.0,,,,1.0,,,5,,,1.0,,,,,,,,,,10,,,,,,,,18.181818181818183,1.0,,,,,1.0,,1.0,0.4057,,0.4057,,,,3.4,1.0,,,,,1.0,2.0,,5.0,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
441,1610612751,Lamond Murray,Lamond Murray,441,NJN,2664.0,44,-11,79,77,30,34,13.0,156,2.0,2.0,,,3.0,3.0,3.0,8.0,4.0,22.0,89,2.0,1.0,3.0,2.0,10.0,2.0,3.0,4.0,,1.0,1.0,10.0,30,1.0,0.375,0.3333333333333333,0.5,0.4444444444444444,0.55,0.5,22.68041237113402,0.1111111111111111,1.0,1.0,0.16666666666666666,0.16666666666666666,,,0.6666666666666666,0.4752361111111111,0.48833750000000004,0.4730833333333333,0.05263157894736842,0.1111111111111111,0.45454545454545453,9.9125,0.379746835443038,,2.0,4.0,,,,,,1.0,1.0,2.0,1.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,3.0,,,,,,,,1.0,0.6666666666666666,1.0,0.25,,,0.5,0.16666666666666666,0.125,0.027777777777777776,0.07142857142857142,0.1,0.021739130434782608,,,0.08333333333333333,0.16666666666666666,0.1,,0.5,0.09090909090909091,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.25,2.0,4.0,1.0,2.0,4.0,10.0,2.0,6.0,,4.0,2.0,,0.4,0.3333333333333333,0.4,0.5555555555555556,,0.2,,0.2222222222222222,0.5,0.5,0.2222222222222222,0.5,0.5,24.14,1.0,,1.0,2.0,,1.0,0.5,0.25,1.0,,,,,,1.0,6.0,4.0,0.3333333333333333,0.4444444444444444,,2.0,1.0,1.0,1.0,2.0,12.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.25,0.25,0.25,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,1751.0,29,-17,52,50,18,16,8.0,102,3.0,6.0,2.0,2.0,2.0,3.0,4.0,11.0,3.0,14.0,66,1.0,2.0,3.0,,4.0,6.0,4.0,3.0,1.0,2.0,,4.0,18,,0.36363636363636365,0.6666666666666666,0.4230769230769231,0.6666666666666666,0.5,0.6666666666666666,22.22222222222222,0.46153846153846156,0.5,0.5,0.15384615384615385,0.23076923076923078,0.6666666666666666,1.0,0.6153846153846154,0.4633333333333333,0.5436,0.6018666666666667,0.14285714285714285,0.16666666666666666,0.2857142857142857,6.618181818181818,0.34615384615384615,,5.0,2.0,1.0,2.0,4.0,1.0,10.0,,,1.0,2.0,3.0,1.0,4.0,,,,,,,,,,,2.0,,,,,,,,,0.25,0.3333333333333333,1.25,0.09090909090909091,,,0.4,0.3333333333333333,,,0.07692307692307693,0.03333333333333333,,,,,,,0.3333333333333333,0.35714285714285715,1.0,,2.0,1.0,1.0,1.0,,,,,0.5,,1.0,,,1.0,2.0,,,,1.0,,,0.5,,0.5,0.15384615384615385,0.5,0.5,,0.07692307692307693,,,,,,30.549999999999997,1.0,1.0,1.0,2.0,1.0,,1.0,1.25,,0.5,0.5,0.5,1.0,,1.0,1.0,,0.07692307692307693,,,1.0,1.0,,,1.0,3.0,,1.0,1.0,1.0,1.0,,0.5,,,1.0,1.0,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,
361,1610612751,Clifford Robinson,Clifford Robinson,361,NJN,677.0,11,-2,20,22,7,9,,42,,,,,,,,,1.0,4.0,24,,,,1.0,1.0,,1.0,2.0,,1.0,,1.0,7,,,,0.75,,0.6666666666666666,0.25,15.0,,,,,,,,1.0,0.547575,,0.52485,0.3333333333333333,1.0,0.25,,0.35,,,,,,,,,,,,,,,,4.0,2.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,1.0,2.0,,1.0,,2.0,1.0,,0.5,,0.5,1.0,,,,1.0,0.5,0.5,1.0,,0.5,25.049999999999997,,,,,,,,,,,,,,,,,,,,2.0,,,,,,3.0,,1.0,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
