EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFG3A,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,ShootingFouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,LongMidRangeFGA,Loose Ball Fouls Drawn,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,OffTwoPtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Fg2aBlocked,LongMidRangeAssists,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Offensive Fouls,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffCorner3ReboundPct,DefAtRimReboundPct,SecondChanceFtPoints,OffLongMidRangeReboundPct,FTDefRebounds,DefFTReboundPct,DefensiveGoaltends,Travels,BlockedShortMidRange,on,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,3SecondViolations,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,HeaveAttempts,BlockedLongMidRange
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,246.0,4,3,8,8,8,5.0,16,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,6,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,8,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,37.5,0.25,0.25,0.5,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.43285,0.43285,1.0,7.4,25.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,758.0,13,-1,25,25,15,11.0,50,1.0,2.0,,,1.0,2.0,,2.0,23,,1.0,,,2.0,,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,,15,,1.0,1.0,0.5,,0.5,,0.5,,,6.8965517241379315,,0.07692307692307693,,1.0,0.5,0.5,1.0,,,,0.415,0.4285,,9.05,,0.6,4.0,1.0,1.0,1.0,0.2,0.125,0.0625,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,1191.0,20,-17,39,39,15,17.0,78,,1.0,7.0,4.0,2.0,4.0,9.0,18.0,48,1.0,1.0,5.0,13.0,2.0,7.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,13.0,15,,0.5,0.5,0.5,1.0,0.5,0.6666666666666666,0.6,0.8125,0.6923076923076923,35.714285714285715,0.09090909090909091,0.058823529411764705,0.16666666666666666,0.07692307692307693,,,,0.5384615384615384,0.6666666666666666,0.9230769230769231,0.5073538461538462,0.4648833333333333,0.7222222222222222,3.9000000000000004,24.933333333333334,0.38461538461538464,3.0,,,,,,,,,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0,5.0,2.0,6.0,3.0,2.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.4,0.3333333333333333,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.15384615384615385,0.5,0.5,1.0,0.2857142857142857,0.2857142857142857,0.5,1.0,0.16666666666666666,1.0,0.16666666666666666,0.5,0.2857142857142857,0.14285714285714285,0.25,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1922,1610612743,Francisco Elson,Francisco Elson,1922,DEN,904.0,15,-11,28,28,11,12.0,56,,,,,1.0,2.0,,2.0,34,,1.0,,,2.0,,,,,,1.0,1.0,1.0,2.0,,11,,1.0,1.0,0.5,,0.5,,0.5,,,6.8965517241379315,0.125,0.08333333333333333,0.25,,,,,,,,0.39735,0.4138,,18.25,,0.39285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,2025.0,34,-11,64,65,33,22.0,129,,,6.0,4.0,2.0,3.0,10.0,7.0,68,2.0,3.0,5.0,7.0,2.0,6.0,,2.0,,6.0,6.0,8.0,10.0,1.0,7.0,33,,0.5,1.0,0.6666666666666666,0.6666666666666666,0.2692307692307692,0.4375,0.2692307692307692,0.4375,0.7692307692307693,19.178082191780824,0.2727272727272727,0.24242424242424243,0.375,,,,,0.46153846153846156,0.5,1.0,0.5513576923076923,0.55815625,1.0,,24.87,0.515625,9.0,,2.0,2.0,0.18181818181818182,,0.05263157894736842,,0.125,2.0,3.0,2.0,3.0,,4.0,1.0,1.0,,1.0,1.0,,,1.0,,2.0,3.0,,1.0,,,2.0,,,,,,,1.0,0.1,0.2,0.1,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.3076923076923077,,,,0.16666666666666666,0.16666666666666666,1.0,,0.375,0.6666666666666666,0.125,0.25,0.16666666666666666,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08695652173913043,0.2857142857142857,0.3,0.3333333333333333,0.1111111111111111,1.0,1.0,1.0,0.6296,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,1389.0,23,-3,43,47,26,12.0,90,,,,,4.0,6.0,,10.0,50,2.0,4.0,,6.0,4.0,,2.0,3.0,,7.0,,1.0,1.0,2.0,6.0,26,1.0,0.5,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.7142857142857143,0.6,,18.367346938775512,,0.041666666666666664,,,,,,,,0.8333333333333334,0.5716333333333333,0.591525,0.6,3.1,,0.6046511627906976,6.0,,1.0,,0.1,,,,0.125,4.0,5.0,2.0,3.0,,,,,,,,2.0,,,2.0,4.0,,,,1.0,,1.0,2.0,,1.0,,,,,,,,0.8333333333333334,0.8,1.0,0.5,,,,,,,,,0.75,0.6666666666666666,,,,0.14285714285714285,0.14285714285714285,,,1.0,,0.16666666666666666,,,,,,,,,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.2,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,1284.0,21,-6,40,42,24,13.0,82,,1.0,,,,4.0,,,40,,2.0,,,,,3.0,3.0,2.0,6.0,3.0,5.0,6.0,,,24,,,,,,,,,,,8.51063829787234,0.2,0.21739130434782608,,0.25,,,,,,,0.38755,0.3877,,16.175,,0.6,7.0,1.0,2.0,1.0,0.25,0.14285714285714285,0.04,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.75,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,0.125,0.5,,1.0,,,,,,,1.0,1.0,,,,,,,,0.5,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1739,1610612743,Ruben Patterson,Ruben Patterson,1739,DEN,262.0,4,1,8,8,8,,16,,,,,,2.0,,2.0,7,,2.0,,2.0,,,,,,,,,1.0,,2.0,8,,,,,,,,0.25,0.25,,41.66666666666667,,,,,,,,,,1.0,0.61375,0.61375,1.0,,,1.0,4.0,,,1.0,,,0.16666666666666666,,,,2.0,,2.0,,,,,,,,2.0,,,2.0,,,,,,,2.0,4.0,,,,2.0,2.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,0.25,0.16666666666666666,,,,,,1.0,,0.569,0.5,1.0,,,,,,,,0.5,0.5,,,,1.0,0.3333333333333333,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2501,1610612743,Reggie Evans,Reggie Evans,2501,DEN,411.0,7,3,13,13,9,,26,,,,,1.0,1.0,,4.0,11,,,,2.0,2.0,,,,,,2.0,3.0,3.0,1.0,2.0,9,,1.0,1.0,1.0,,1.0,,1.0,1.0,,11.76470588235294,0.2857142857142857,0.2222222222222222,,,,,,,,1.0,0.7042,,0.5,,,0.6923076923076923,4.0,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,2.0,,,,,,1.0,1.0,2.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,0.4,,,,,,,0.5,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,145.0,2,-7,5,5,1,5.0,10,,,,,,,,,7,,,,,,,,,,,,,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
