EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Fg3aBlocked,Arc3Assists,BadPassTurnovers,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,DefAtRimReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTDefRebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefFTReboundPct,BlocksRecoveredPct,ShortMidRangeFGM,SecondChanceCorner3FGA,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,FTOffRebounds,SelfOReb,Travels,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,OffFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,SecondChanceCorner3FGM,SecondChanceFG3M,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,3SecondViolations,on,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,DefensiveGoaltends
1716,1610612739,Larry Hughes,Larry Hughes,1716,CLE,5909.0,98.0,-28.0,184.0,189,65.0,70.0,32.0,373,5.0,11.0,2.0,2.0,1.0,2.0,5.0,1.0,12.0,2.0,2.0,4.0,1.0,2.0,6.0,28.0,2.0,6.0,10.0,28.0,222.0,2.0,4.0,2.0,6.0,1.0,6.0,1.0,2.0,5.0,10.0,2.0,10.0,6.0,4.0,2.0,2.0,10.0,2.0,12.0,2.0,8.0,1.0,1.0,26.0,1.0,2.0,2.0,3.0,5.0,3.0,8.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,12.0,2.0,7.0,12.0,3.0,3.0,10.0,65.0,2.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.5,0.3333333333333333,0.21428571428571427,0.5,0.16666666666666666,0.2647058823529412,0.5,0.3125,0.35,0.6,0.45454545454545453,0.17647058823529413,0.07142857142857142,0.09090909090909091,0.2,19.266055045871557,0.5,0.05357142857142857,0.029411764705882353,0.1,0.041666666666666664,0.06578947368421052,0.03260869565217391,0.16666666666666666,0.08333333333333333,0.07142857142857142,0.08333333333333333,0.14285714285714285,0.3235294117647059,0.45454545454545453,0.5,0.2,0.14705882352941177,0.35294117647058826,0.08333333333333333,0.08333333333333333,0.058823529411764705,0.11764705882352941,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0.25,0.5,0.5,0.5,0.48003823529411765,0.471,0.48423124999999995,0.08108108108108109,0.0967741935483871,0.21428571428571427,0.35714285714285715,9.264285714285716,24.96666666666667,0.3532608695652174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1800,1610612739,Damon Jones,Damon Jones,1800,CLE,6767.0,113.0,31.0,196.0,200,57.0,53.0,28.0,396,1.0,1.0,,,,,2.0,1.0,3.0,4.0,2.0,8.0,1.0,3.0,2.0,6.0,3.0,12.0,3.0,16.0,201.0,,1.0,,,,,2.0,6.0,,6.0,2.0,2.0,9.0,8.0,2.0,,3.0,4.0,7.0,1.0,2.0,1.0,,18.0,,1.0,2.0,8.0,10.0,1.0,11.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,1.0,6.0,13.0,,4.0,4.0,,,6.0,57.0,1.0,,0.5,0.5,1.0,0.25,0.3333333333333333,0.25,0.3333333333333333,,,0.3611111111111111,,0.5,0.42105263157894735,,0.5,0.6666666666666666,,,,9.29203539823009,0.5,0.10526315789473684,0.015873015873015872,0.06666666666666667,,0.09433962264150944,0.011627906976744186,,,0.14285714285714285,0.0967741935483871,0.09523809523809523,0.05555555555555555,1.0,1.0,,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.25,0.2857142857142857,1.0,,,,,0.5,0.3333333333333333,0.7222222222222222,0.25,0.491075,0.58905,0.5133,0.10526315789473684,,,0.375,13.0,25.016666666666666,0.29081632653061223,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,0.16666666666666666,0.25,0.125,0.047619047619047616,0.08333333333333333,1.0,0.25,0.3333333333333333,1.0,0.6666666666666666,0.5,0.3333333333333333,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2400,1610612739,Drew Gooden,Drew Gooden,2400,CLE,774.0,13.0,-2.0,21.0,25,6.0,14.0,5.0,46,2.0,2.0,1.0,1.0,,,,,1.0,,,,,,2.0,3.0,,,4.0,8.0,24.0,1.0,1.0,2.0,4.0,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,1.0,,4.0,,4.0,,,,,,,,,,,,1.0,,2.0,4.0,1.0,1.0,2.0,6.0,,1.0,0.5,0.5,,,,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.8,1.0,1.0,,,,,17.857142857142854,,,,0.2,,0.08333333333333333,,,,,,0.25,0.6666666666666666,1.0,1.0,0.5,,0.3333333333333333,,,,,,,,1.0,1.0,,,,,0.6666666666666666,,0.508,0.6832,,0.25,0.25,0.5,0.25,7.766666666666667,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,12913.0,215.0,-27.0,380.0,394,124.0,149.0,60.0,774,38.0,51.0,5.0,10.0,12.0,15.0,14.0,7.0,36.0,4.0,3.0,19.0,3.0,10.0,51.0,101.0,5.0,23.0,40.0,157.0,439.0,6.0,14.0,2.0,14.0,17.0,35.0,4.0,12.0,22.0,68.0,26.0,76.0,,18.0,3.0,2.0,25.0,12.0,37.0,7.0,19.0,3.0,3.0,86.0,,10.0,6.0,15.0,25.0,11.0,36.0,6.0,5.0,1.0,18.0,2.0,12.0,8.0,30.0,1.0,10.0,5.0,14.0,2.0,48.0,52.0,21.0,7.0,68.0,124.0,1.0,7.0,0.2549019607843137,0.2765957446808511,,0.21739130434782608,0.3333333333333333,0.22727272727272727,0.504950495049505,0.42857142857142855,0.4857142857142857,0.4717741935483871,0.375,0.48936170212765956,0.5340136054421769,0.4117647058823529,0.5666666666666667,0.18548387096774194,0.019801980198019802,0.0196078431372549,0.07142857142857142,39.68609865470852,0.6,0.11811023622047244,0.07407407407407407,0.11320754716981132,,0.11666666666666667,0.056179775280898875,0.06896551724137931,,0.06060606060606061,0.18181818181818182,0.1388888888888889,0.4112903225806452,0.7450980392156863,0.76,0.2631578947368421,0.11290322580645161,0.2903225806451613,0.19444444444444445,0.19444444444444445,0.03225806451612903,0.1532258064516129,0.15789473684210525,0.15789473684210525,,0.625,0.5,0.3191489361702128,0.8,0.2127659574468085,0.3,0.5967741935483871,0.16666666666666666,0.5018142276422763,0.547453125,0.48796739130434774,0.15,0.1794871794871795,0.08917197452229299,0.43312101910828027,8.157425742574256,26.917391304347827,0.3263157894736842,2.0,1.0,2.0,1.0,2.0,,5.0,10.0,,,,,,,0.01694915254237288,0.07692307692307693,0.2857142857142857,0.5,0.5,,0.0625,0.0425531914893617,0.5,,4.0,3.0,3.0,4.0,2.0,0.2222222222222222,0.5,6.0,1.0,15.0,8.0,1.0,1.0,4.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,0.05263157894736842,0.14893617021276595,0.058823529411764705,0.06349206349206349,0.42857142857142855,0.46153846153846156,0.16666666666666666,0.2,0.0625,,,,,,,,,,,,,True,,,,,
2760,1610612739,Anderson Varejao,Anderson Varejao,2760,CLE,14274.0,238.0,-18.0,425.0,439,149.0,164.0,66.0,864,27.0,40.0,6.0,8.0,6.0,10.0,6.0,1.0,4.0,,,,,,31.0,50.0,,,26.0,88.0,483.0,9.0,11.0,8.0,26.0,7.0,13.0,,,9.0,23.0,44.0,18.0,,,,6.0,3.0,,3.0,,2.0,,1.0,6.0,6.0,11.0,9.0,24.0,40.0,18.0,58.0,9.0,4.0,5.0,3.0,,3.0,1.0,6.0,2.0,2.0,26.0,50.0,4.0,33.0,37.0,16.0,5.0,23.0,149.0,10.0,5.0,0.7096774193548387,0.8148148148148148,,,,,0.62,0.8181818181818182,0.5384615384615384,0.62,0.8181818181818182,0.5384615384615384,0.6666666666666666,0.8125,0.575,,0.12,0.125,0.16666666666666666,14.457831325301203,0.5,0.16783216783216784,0.0718954248366013,0.15254237288135594,0.125,0.16336633663366337,0.0845771144278607,0.0625,0.10714285714285714,0.25,0.12307692307692308,0.1951219512195122,0.8,0.675,0.7714285714285715,0.7037037037037037,0.12,0.08,0.25,0.25,,,,,,0.7272727272727273,0.75,0.7692307692307693,0.6,,,0.8,,0.55363,0.62806,0.4860461538461539,0.26229508196721313,0.26229508196721313,0.29545454545454547,0.26136363636363635,2.7119999999999997,,0.35058823529411764,,,,,,,,2.0,6.0,,,,,,0.045454545454545456,0.16666666666666666,1.0,,,,,,,,7.0,2.0,2.0,2.0,1.0,0.3333333333333333,0.5,3.0,,,8.0,,1.0,2.0,,2.0,3.0,5.0,,,,0.05,0.10909090909090909,0.05555555555555555,0.15384615384615385,0.5,0.6,0.6666666666666666,0.3333333333333333,,0.15,,,,,,,,,,,,True,,,,,
2436,1610612739,Flip Murray,Flip Murray,2436,CLE,10879.0,181.0,-17.0,325.0,335,117.0,126.0,47.0,660,13.0,21.0,,2.0,5.0,7.0,11.0,4.0,14.0,4.0,1.0,3.0,1.0,2.0,20.0,46.0,2.0,7.0,14.0,60.0,379.0,1.0,4.0,6.0,8.0,8.0,13.0,1.0,2.0,7.0,26.0,18.0,22.0,6.0,2.0,1.0,4.0,9.0,2.0,11.0,1.0,7.0,,2.0,24.0,4.0,3.0,6.0,9.0,15.0,7.0,22.0,6.0,4.0,2.0,4.0,,2.0,2.0,6.0,3.0,1.0,4.0,11.0,1.0,10.0,17.0,8.0,1.0,26.0,117.0,2.0,1.0,0.45,0.45,1.0,0.2857142857142857,0.5,0.3333333333333333,0.43478260869565216,0.25,0.6153846153846154,0.4339622641509434,0.25,0.6333333333333333,0.4918032786885246,0.5714285714285714,0.6842105263157895,0.1320754716981132,0.08695652173913043,0.047619047619047616,0.2727272727272727,17.77188328912467,0.6666666666666666,0.08256880733944955,0.02608695652173913,0.13333333333333333,0.125,0.09740259740259741,0.047619047619047616,0.10344827586206896,0.1,0.037037037037037035,0.07692307692307693,0.09375,0.39622641509433965,0.6190476190476191,0.65,0.5384615384615384,0.20754716981132076,0.2641509433962264,0.2857142857142857,0.2857142857142857,0.07547169811320754,0.05660377358490566,0.3333333333333333,0.5,1.0,0.5,,0.4666666666666667,0.7142857142857143,0.13333333333333333,0.5,0.5283018867924528,0.5,0.513198076923077,0.4769333333333334,0.5340785714285714,0.13333333333333333,0.1509433962264151,0.13333333333333333,0.43333333333333335,8.13913043478261,26.6,0.36,1.0,,,,,1.0,1.0,2.0,1.0,,,0.14285714285714285,,0.3333333333333333,,0.13333333333333333,0.25,0.25,0.25,1.0,,,,,,2.0,1.0,2.0,2.0,,1.0,3.0,,,,1.0,,3.0,,,,1.0,,,,,,0.23076923076923078,0.11538461538461539,0.2727272727272727,0.375,0.3333333333333333,,,0.16666666666666666,2.0,1.0,,,,,,,,,,True,,,,,
673,1610612739,Alan Henderson,Alan Henderson,673,CLE,530.0,9.0,5.0,17.0,17,9.0,,3.0,34,,2.0,,2.0,,,,,,,,,,,,2.0,,,,,12.0,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,9.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,9.523809523809524,,0.16666666666666666,0.125,,,0.09090909090909091,0.09090909090909091,,,,0.2,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,0.6878,0.621,,,,,,,,0.5294117647058824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.25,,,,,,,,,,,,,,,,,,,,True,,,,,
923,1610612739,Donyell Marshall,Donyell Marshall,923,CLE,11193.0,187.0,7.0,334.0,334,118.0,118.0,52.0,668,9.0,19.0,3.0,7.0,1.0,5.0,5.0,2.0,8.0,19.0,5.0,7.0,1.0,2.0,13.0,32.0,14.0,26.0,9.0,77.0,382.0,3.0,8.0,4.0,13.0,2.0,9.0,2.0,7.0,5.0,15.0,20.0,6.0,42.0,7.0,5.0,3.0,4.0,,4.0,,3.0,,1.0,8.0,2.0,11.0,6.0,16.0,25.0,15.0,40.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,8.0,,2.0,3.0,9.0,,8.0,10.0,3.0,1.0,15.0,118.0,2.0,1.0,0.7692307692307693,0.9090909090909091,1.0,0.5384615384615384,0.2857142857142857,0.5384615384615384,0.40625,0.375,0.2222222222222222,0.5862068965517241,0.5,0.3125,0.6147540983606558,0.55,0.3888888888888889,0.4482758620689655,0.09375,0.10526315789473684,,17.737789203084834,0.5,0.14678899082568808,0.09322033898305085,0.14285714285714285,0.05555555555555555,0.1456953642384106,0.08441558441558442,0.12,0.05555555555555555,0.13333333333333333,0.14285714285714285,0.10344827586206896,0.3275862068965517,0.47368421052631576,0.5294117647058824,0.7777777777777778,0.08620689655172414,0.13793103448275862,0.25,0.2857142857142857,0.3275862068965517,0.1206896551724138,0.7142857142857143,0.7142857142857143,1.0,0.7777777777777778,0.42857142857142855,0.3125,0.2,0.125,0.5,0.7758620689655172,0.7142857142857143,0.523646551724138,0.5612999999999999,0.523025,0.05,0.08823529411764706,0.16883116883116883,0.19480519480519481,6.475,24.10769230769231,0.3532934131736527,9.0,1.0,5.0,,1.0,,,3.0,1.0,,,,,,0.09615384615384616,0.16666666666666666,1.0,0.47368421052631576,0.47368421052631576,1.0,,0.3125,0.2,,3.0,8.0,8.0,8.0,4.0,0.1875,0.5,2.0,1.0,,4.0,,2.0,1.0,1.0,2.0,,1.0,3.0,,,0.1111111111111111,0.07317073170731707,0.23076923076923078,0.03571428571428571,0.4,0.4,0.5,0.3333333333333333,0.1111111111111111,0.05555555555555555,,,1.0,1.0,2.0,1.0,0.125,1.0,1.0,,,True,,,,,
727,1610612739,Eric Snow,Eric Snow,727,CLE,5745.0,96.0,-24.0,170.0,183,72.0,100.0,27.0,353,4.0,7.0,,,2.0,3.0,2.0,1.0,5.0,,,,,,5.0,14.0,,,10.0,20.0,199.0,,1.0,,,3.0,5.0,,,9.0,15.0,4.0,6.0,,,,2.0,8.0,1.0,9.0,,5.0,,3.0,19.0,1.0,3.0,3.0,6.0,9.0,4.0,13.0,1.0,,1.0,2.0,1.0,1.0,2.0,3.0,,,7.0,10.0,2.0,8.0,11.0,1.0,5.0,15.0,72.0,2.0,5.0,0.4,0.4,,,,,0.35714285714285715,,0.6,0.35714285714285715,,0.6,0.5263157894736842,,0.75,,0.14285714285714285,0.2857142857142857,,10.891089108910892,0.6666666666666666,0.10344827586206896,0.04477611940298507,0.125,0.05555555555555555,0.10975609756097561,0.047058823529411764,,0.07692307692307693,0.07142857142857142,0.1111111111111111,0.06666666666666667,0.5,0.5714285714285714,0.8,0.25,0.14285714285714285,0.35714285714285715,0.2,0.2,,,,,,,,0.6,0.6666666666666666,,,0.5,,0.47812857142857146,0.4083,0.5412399999999999,0.07142857142857142,0.07142857142857142,,0.75,8.5,,0.4235294117647059,,,,,,,1.0,,,,,,,,0.10344827586206896,0.11764705882352941,1.0,,,,,,,,,2.0,,2.0,2.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,0.2222222222222222,,,,,,,,,,,,,,,,,2.0,,True,,,,,
980,1610612739,Zydrunas Ilgauskas,Zydrunas Ilgauskas,980,CLE,1547.0,26.0,-19.0,46.0,50,9.0,19.0,6.0,96,,,,,,,2.0,2.0,3.0,,,,,,2.0,5.0,,,,4.0,52.0,1.0,1.0,,2.0,1.0,2.0,,,,2.0,4.0,,,,,1.0,,,,,,,,,,1.0,1.0,4.0,6.0,1.0,7.0,1.0,,1.0,2.0,1.0,3.0,1.0,5.0,,1.0,2.0,6.0,,1.0,,,,2.0,9.0,2.0,,1.0,1.0,,,,,0.4,1.0,0.5,0.4,1.0,0.5,0.4,1.0,0.5,,0.2,,0.5,18.867924528301884,0.4,0.2857142857142857,0.0625,0.16666666666666666,,0.25,0.047619047619047616,0.3333333333333333,,,0.5714285714285714,,,,,,0.4,0.6,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,0.39244,0.386,0.4056,,,0.5,0.5,12.74,,0.1956521739130435,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,0.25,0.5,,,,,,,,1.0,,,1.0,,,,,,1.0,True,,,,,
