EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,3SecondViolations,HeaveMakes,HeaveAttempts,BlockedCorner3,Defensive 3 Seconds Violations,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,36094.0,602,82.0,1057,1054,298,227,138,2111,30.0,52.0,9.0,16.0,8.0,14.0,1.0,7.0,3.0,1.0,1.0,1.0,31.0,62,1.0,18.0,80.0,1066,9.0,17.0,1.0,2.0,20.0,8.0,16.0,1.0,7.0,23.0,40.0,22.0,14.0,1.0,10.0,22.0,7.0,29.0,6.0,1.0,10.0,4.0,8.0,65.0,12.0,44.0,1.0,23.0,85.0,13.0,121,57.0,178,2.0,23.0,17.0,6.0,5.0,3.0,2.0,8.0,3.0,1.0,13.0,3.0,20.0,38,2.0,70.0,18.0,16.0,66.0,5.0,25.0,11.0,18.0,1.0,1.0,15.0,1.0,2.0,19.0,11.0,1.0,1.0,23.0,298,6.0,10.0,0.6451612903225806,0.8333333333333334,0.5,0.5294117647058824,0.5,0.49206349206349204,0.5,0.47058823529411764,0.425531914893617,0.4166666666666667,0.359375,0.015873015873015872,0.16129032258064516,0.17307692307692307,0.14285714285714285,8.806584362139917,0.38461538461538464,0.40625,0.019230769230769232,0.21683673469387754,0.1164021164021164,0.22772277227722773,0.09523809523809523,0.21906693711967545,0.1111111111111111,0.07142857142857142,0.16666666666666666,0.10625,0.09090909090909091,0.10204081632653061,0.20454545454545456,0.22988505747126436,0.21965317919075145,0.288135593220339,0.14285714285714285,0.09523809523809523,0.5789473684210527,0.8253968253968254,0.5769230769230769,0.6976744186046512,0.6333333333333333,0.1111111111111111,0.14285714285714285,0.16666666666666666,1.0,0.047619047619047616,0.015873015873015872,0.8888888888888888,0.5625,0.2222222222222222,0.05555555555555555,0.8235294117647058,0.5714285714285714,0.058823529411764705,0.8412698412698413,0.5414611111111111,0.5444966666666667,0.5344617647058824,0.30120481927710846,0.3048780487804878,0.25,0.2875,1.785483870967742,27.8,0.28192999053926204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,38022.0,634,68.0,1120,1110,309,270,152,2230,22.0,38.0,1.0,3.0,4.0,9.0,13.0,32.0,56.0,64.0,9.0,24.0,58.0,126,82.0,92.0,289.0,1136,7.0,11.0,12.0,14.0,43.0,14.0,30.0,29.0,49.0,116.0,24.0,92.0,2.0,64.0,8.0,70.0,30.0,100.0,21.0,9.0,26.0,15.0,29.0,230.0,,6.0,1.0,8.0,39.0,1.0,48,7.0,55,1.0,19.0,11.0,8.0,20.0,8.0,9.0,18.0,11.0,,38.0,14.0,15.0,35,6.0,75.0,2.0,1.0,102.0,4.0,27.0,19.0,2.0,,,1.0,,1.0,2.0,1.0,,,116.0,309,7.0,19.0,0.20689655172413793,0.21052631578947367,0.4603174603174603,0.6363636363636364,0.4666666666666667,0.4735576923076923,0.6304347826086957,0.5677966101694916,0.5597609561752988,0.7166666666666667,0.6744186046511628,0.3942307692307692,0.06349206349206349,0.18421052631578946,,22.316602316602317,0.5263157894736842,0.022222222222222223,0.018518518518518517,0.0975,0.015113350125944584,0.0761904761904762,,0.09306930693069307,0.011049723756906077,0.030303030303030304,0.014705882352941176,0.006172839506172839,,,0.12318840579710146,0.09090909090909091,0.08045977011494253,0.0625,0.0975609756097561,0.008928571428571428,0.5,0.18269230769230768,0.5789473684210527,0.7096774193548387,0.2727272727272727,0.15384615384615385,0.40625,0.40625,0.23076923076923078,0.2692307692307692,0.3076923076923077,0.13043478260869565,0.3333333333333333,,0.391304347826087,0.15254237288135594,0.4444444444444444,0.4067796610169492,0.5769230769230769,0.4702548076923077,0.4889605263157894,0.45026779661016947,0.1206896551724138,0.18120805369127516,0.14878892733564014,0.4013840830449827,10.851587301587301,25.452439024390245,0.27589285714285716,23.0,3.0,18.0,1.0,3.0,2.0,5.0,24.0,4.0,11.0,27.0,5.0,13.0,39.0,42.0,24.0,1.0,1.0,5.0,11.0,1.0,0.48148148148148145,0.32926829268292684,0.4166666666666667,0.4482758620689655,0.32926829268292684,0.017857142857142856,0.4107142857142857,0.41818181818181815,0.13043478260869565,0.08653846153846154,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.375,0.375,0.5,0.13043478260869565,0.3333333333333333,1.0,0.4444444444444444,0.75,0.0847457627118644,0.4,0.4583333333333333,0.375,0.012048192771084338,,,,,,,True,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,37377.0,623,63.0,1108,1101,308,267,152,2209,50.0,84.0,9.0,15.0,13.0,18.0,19.0,67.0,90.0,11.0,3.0,2.0,99.0,241,33.0,83.0,311.0,1139,14.0,33.0,4.0,3.0,31.0,20.0,52.0,10.0,48.0,94.0,116.0,82.0,10.0,11.0,30.0,32.0,7.0,39.0,6.0,1.0,18.0,4.0,10.0,85.0,7.0,8.0,,5.0,26.0,1.0,32,15.0,47,6.0,17.0,11.0,6.0,20.0,3.0,13.0,12.0,7.0,5.0,32.0,7.0,15.0,47,2.0,70.0,2.0,5.0,98.0,7.0,30.0,19.0,5.0,,,4.0,1.0,,5.0,3.0,,,94.0,308,7.0,18.0,0.5858585858585859,0.6170212765957447,0.4107883817427386,0.42424242424242425,0.38461538461538464,0.41605839416058393,0.3783783783783784,0.3709677419354839,0.4825949367088608,0.39473684210526316,0.5227272727272727,0.12043795620437957,0.12448132780082988,0.19047619047619047,0.13432835820895522,27.25137039937353,0.625,0.023255813953488372,,0.06615776081424936,0.019851116625310174,0.04672897196261682,0.05303030303030303,0.062,0.028037383177570093,0.019417475728155338,0.022900763358778626,0.01775147928994083,0.04878048780487805,0.06,0.05755395683453238,0.05434782608695652,0.08024691358024691,0.057971014492753624,0.02631578947368421,0.045112781954887216,0.6,0.30656934306569344,0.5952380952380952,0.7352941176470589,0.42,0.24452554744525548,0.2835820895522388,0.3275862068965517,0.631578947368421,0.3284671532846715,0.040145985401459854,0.40540540540540543,0.6,0.1111111111111111,0.08108108108108109,0.2903225806451613,0.7222222222222222,0.03225806451612903,0.42700729927007297,0.47460930656934314,0.48774400000000007,0.4544919354838709,0.10101010101010101,0.11363636363636363,0.09967845659163987,0.3022508038585209,9.290871369294605,24.221212121212123,0.2779783393501805,30.0,7.0,22.0,,1.0,1.0,8.0,3.0,,1.0,10.0,,2.0,30.0,,3.0,1.0,,5.0,7.0,,1.0,0.30303030303030304,,0.2,0.30303030303030304,0.05555555555555555,0.3333333333333333,0.35294117647058826,0.8333333333333334,0.08029197080291971,0.3181818181818182,0.3181818181818182,1.0,0.2727272727272727,0.2727272727272727,1.0,0.02702702702702703,,,,,0.12903225806451613,0.125,0.5,0.2727272727272727,,1.0,1.0,,,,,True,,,
2230,1610612765,Maurice Evans,Maurice Evans,2230,DET,1171.0,20,-5.0,37,39,23,28,5,76,,,,,,,,,3.0,,,,,3,3.0,5.0,8.0,41,,,,2.0,2.0,,1.0,2.0,4.0,7.0,,,,,,,,,,,,,,,,,,2.0,1.0,,3,,3,,,,,,,,,,,,,2.0,3,,3.0,1.0,,6.0,,1.0,2.0,1.0,,,1.0,,,1.0,1.0,,,7.0,23,1.0,1.0,,,,,,0.25,,0.5,0.4444444444444444,1.0,0.7,0.5,,,,20.454545454545453,,,,0.06666666666666667,,0.3333333333333333,,0.14285714285714285,,,,,,,,,0.14285714285714285,0.3333333333333333,0.3333333333333333,,1.0,,,,,,,,,0.5,,,,,,,,,0.5,0.45225000000000004,,0.45743333333333336,0.14285714285714285,0.25,0.25,0.875,17.466666666666665,23.566666666666666,0.6216216216216216,,1.0,3.0,,,1.0,2.0,,,,1.0,,1.0,3.0,,,,,,,,1.0,0.3333333333333333,,0.5,0.3333333333333333,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.6666666666666666,0.5,,,,,,,,,,True,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,44723.0,745,58.0,1316,1307,383,319,184,2623,45.0,70.0,16.0,22.0,12.0,19.0,23.0,58.0,57.0,20.0,6.0,7.0,85.0,185,46.0,63.0,296.0,1356,18.0,28.0,10.0,8.0,68.0,21.0,41.0,16.0,17.0,86.0,64.0,106.0,24.0,17.0,9.0,34.0,20.0,54.0,11.0,9.0,15.0,4.0,15.0,128.0,11.0,31.0,1.0,18.0,32.0,9.0,59,43.0,102,10.0,12.0,10.0,2.0,17.0,5.0,8.0,14.0,9.0,4.0,31.0,9.0,11.0,23,2.0,59.0,5.0,4.0,76.0,7.0,36.0,5.0,11.0,4.0,1.0,8.0,2.0,1.0,15.0,9.0,1.0,,86.0,383,2.0,5.0,0.3764705882352941,0.4383561643835616,0.4594594594594595,0.6428571428571429,0.5121951219512195,0.5043290043290043,0.7894736842105263,0.6052631578947368,0.5566037735849056,0.8095238095238095,0.6515151515151515,0.19913419913419914,0.04864864864864865,0.05714285714285714,0.08620689655172414,19.40983606557377,0.5483870967741935,0.16666666666666666,0.016129032258064516,0.06956521739130435,0.06553911205073996,0.13846153846153847,0.06547619047619048,0.0847457627118644,0.0655226209048362,0.07258064516129033,0.08609271523178808,0.045454545454545456,0.07766990291262135,0.046153846153846156,0.06832298136645963,0.02830188679245283,0.09326424870466321,0.125,0.16,0.09009009009009009,0.6,0.30303030303030304,0.6428571428571429,0.6818181818181818,0.4222222222222222,0.2510822510822511,0.39655172413793105,0.4339622641509434,0.17391304347826086,0.24675324675324675,0.08658008658008658,0.5789473684210527,0.7272727272727273,0.0625,0.15789473684210525,0.3333333333333333,0.631578947368421,0.12280701754385964,0.5021645021645021,0.46899279475982547,0.5253064516129031,0.48426636363636366,0.13846153846153847,0.16822429906542055,0.22972972972972974,0.2905405405405405,8.35945945945946,25.471739130434784,0.29103343465045595,17.0,9.0,26.0,3.0,4.0,4.0,9.0,12.0,5.0,5.0,21.0,8.0,9.0,51.0,12.0,11.0,2.0,,2.0,1.0,,0.8095238095238095,0.45652173913043476,0.8,0.5625,0.45454545454545453,,0.2982456140350877,0.2982456140350877,0.5294117647058824,0.11255411255411256,0.34615384615384615,0.34615384615384615,0.7777777777777778,0.6,0.6,0.8333333333333334,0.10526315789473684,0.75,1.0,0.8333333333333334,0.8,0.15789473684210525,0.4444444444444444,0.7142857142857143,0.6470588235294118,,1.0,,1.0,2.0,3.0,,True,,,
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,9199.0,153,-12.0,272,271,112,81,45,543,3.0,11.0,,,2.0,5.0,2.0,3.0,13.0,27.0,2.0,18.0,11.0,27,33.0,8.0,69.0,301,3.0,5.0,3.0,,9.0,4.0,9.0,19.0,8.0,40.0,4.0,18.0,,27.0,2.0,12.0,4.0,16.0,3.0,1.0,6.0,3.0,3.0,36.0,3.0,3.0,,,8.0,1.0,9,6.0,15,1.0,14.0,3.0,11.0,5.0,1.0,4.0,7.0,1.0,2.0,12.0,1.0,10.0,34,4.0,12.0,1.0,3.0,8.0,,,4.0,,,,,,,,,,,40.0,112,5.0,4.0,0.18181818181818182,0.18181818181818182,0.4074074074074074,0.6,0.4444444444444444,0.5083333333333333,0.5625,0.5714285714285714,0.5390625,0.5625,0.625,0.55,0.07407407407407407,0.09090909090909091,,23.60248447204969,0.4166666666666667,0.07692307692307693,,0.1038961038961039,0.031578947368421054,,0.07894736842105263,0.07142857142857142,0.045112781954887216,0.03125,0.045454545454545456,0.024390243902439025,0.06896551724137931,0.1111111111111111,0.10344827586206896,0.05,0.14285714285714285,,,0.029411764705882353,,0.18333333333333332,0.2727272727272727,0.3,,0.05,0.6666666666666666,0.6666666666666666,,0.21666666666666667,0.45,,,,0.25,0.17857142857142858,0.4,0.6428571428571429,0.7333333333333333,0.4764833333333334,0.41502142857142854,0.4700892857142857,,,0.13043478260869565,0.5797101449275363,10.1,25.48787878787879,0.4117647058823529,6.0,3.0,6.0,1.0,1.0,,1.0,10.0,,8.0,13.0,1.0,8.0,24.0,15.0,10.0,,,1.0,,,0.6153846153846154,0.3939393939393939,0.3333333333333333,0.42105263157894735,0.3939393939393939,0.07692307692307693,0.46153846153846156,0.5,0.3333333333333333,0.1,0.5,0.5,1.0,0.37037037037037035,0.37037037037037035,0.5,0.125,1.0,1.0,,,0.03571428571428571,,0.4444444444444444,0.37037037037037035,,,,,,,,True,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,17479.0,291,3.0,508,499,188,158,84,1007,20.0,26.0,9.0,10.0,3.0,3.0,5.0,10.0,42.0,1.0,,1.0,45.0,78,1.0,15.0,105.0,526,12.0,14.0,,2.0,26.0,11.0,16.0,1.0,10.0,32.0,72.0,18.0,14.0,1.0,2.0,2.0,4.0,6.0,2.0,2.0,1.0,1.0,,16.0,9.0,22.0,,9.0,30.0,11.0,50,31.0,81,1.0,3.0,3.0,,5.0,3.0,2.0,8.0,3.0,3.0,13.0,1.0,31.0,47,2.0,32.0,5.0,3.0,32.0,,8.0,8.0,10.0,1.0,1.0,8.0,,2.0,11.0,7.0,2.0,,32.0,188,4.0,7.0,0.8,0.9473684210526315,0.5769230769230769,0.8571428571428571,0.6875,0.569620253164557,0.8571428571428571,0.6470588235294118,0.5526315789473685,0.8125,0.5925925925925926,0.012658227848101266,0.02564102564102564,0.07692307692307693,,18.030050083472453,0.38461538461538464,0.34375,,0.18404907975460122,0.1134020618556701,0.15,0.1323529411764706,0.17488789237668162,0.1183206106870229,0.14285714285714285,0.15789473684210525,0.07368421052631578,0.125,0.15,0.21311475409836064,0.20512820512820512,0.14285714285714285,0.13513513513513514,0.17391304347826086,0.03333333333333333,0.6363636363636364,0.3291139240506329,0.7692307692307693,0.8333333333333334,0.65,0.12658227848101267,0.5,0.5,0.8,0.5316455696202531,0.012658227848101266,0.7142857142857143,0.9,0.2222222222222222,,0.17647058823529413,1.0,0.058823529411764705,0.34177215189873417,0.43483797468354424,0.55072,0.4071705882352942,0.09195402298850575,0.09302325581395349,0.24761904761904763,0.3047619047619048,10.692307692307692,24.7,0.3700787401574803,20.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,0.47619047619047616,0.47619047619047616,0.95,,,,,,,,,,,,,,,,,,4.0,,,,,,True,,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,33736.0,562,46.0,991,978,232,192,137,1969,15.0,28.0,4.0,9.0,3.0,5.0,27.0,61.0,47.0,54.0,11.0,15.0,57.0,136,72.0,27.0,228.0,1029,4.0,15.0,11.0,,23.0,13.0,26.0,20.0,10.0,57.0,60.0,54.0,6.0,54.0,3.0,24.0,6.0,30.0,6.0,,12.0,5.0,7.0,66.0,4.0,8.0,4.0,14.0,63.0,10.0,87,16.0,103,4.0,8.0,4.0,4.0,12.0,4.0,6.0,11.0,6.0,1.0,23.0,1.0,34.0,58,4.0,42.0,3.0,1.0,51.0,3.0,22.0,5.0,14.0,,,9.0,2.0,3.0,14.0,8.0,,,57.0,232,6.0,5.0,0.5263157894736842,0.5555555555555556,0.41911764705882354,0.26666666666666666,0.5,0.4831730769230769,0.4423076923076923,0.5108695652173914,0.49137931034482757,0.42592592592592593,0.5089285714285714,0.34615384615384615,0.022058823529411766,0.07142857142857142,0.01639344262295082,22.23190932868352,0.5217391304347826,0.2702702702702703,0.09090909090909091,0.18,0.0226628895184136,0.16091954022988506,0.03125,0.17620137299771166,0.02494802494802495,0.0297029702970297,0.03418803418803419,0.007407407407407408,0.0136986301369863,0.05454545454545454,0.12396694214876033,0.21686746987951808,0.2054794520547945,0.16071428571428573,0.16129032258064516,0.034782608695652174,0.5714285714285714,0.1346153846153846,0.5357142857142857,0.5769230769230769,0.5333333333333333,0.2932692307692308,0.4426229508196721,0.45,0.4444444444444444,0.22596153846153846,0.25961538461538464,0.34615384615384615,0.4444444444444444,,0.4230769230769231,0.10869565217391304,0.6,0.32608695652173914,0.4807692307692308,0.4397786057692308,0.4825666666666667,0.4230739130434783,0.09691629955947137,0.14193548387096774,0.10087719298245613,0.25,10.623529411764705,25.12777777777778,0.2341069626639758,15.0,4.0,18.0,,,,5.0,25.0,5.0,7.0,29.0,5.0,7.0,87.0,,25.0,1.0,1.0,,,,1.0,0.4027777777777778,0.45454545454545453,0.35,0.4027777777777778,,0.3191489361702128,0.3191489361702128,0.6666666666666666,0.08653846153846154,0.2222222222222222,0.2222222222222222,1.0,0.46296296296296297,0.46296296296296297,1.0,,,,0.45454545454545453,1.0,0.10869565217391304,,0.4666666666666667,0.46296296296296297,,5.0,,,,,1.0,True,,,
905,1610612765,Dale Davis,Dale Davis,905,DET,723.0,12,-13.0,23,27,10,10,1,50,,,,,,,,1.0,,,,,,1,,2.0,2.0,29,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,2,,2,,,,,,,,,,,,,1.0,3,,3.0,1.0,1.0,4.0,,1.0,1.0,,,,,,,,,,,2.0,10,,1.0,,,,,,,,,0.3333333333333333,,0.5,,,,,12.5,,0.3333333333333333,,,,0.5,,0.16666666666666666,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,0.3267,,0.3267,0.5,0.5,,1.0,9.8,,0.43478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,
960,1610612765,Tony Delk,Tony Delk,960,DET,5091.0,85,,148,149,52,43,22,297,4.0,5.0,2.0,2.0,1.0,1.0,,4.0,12.0,5.0,1.0,2.0,10.0,21,7.0,3.0,26.0,157,4.0,6.0,1.0,,8.0,2.0,7.0,2.0,3.0,7.0,16.0,4.0,2.0,5.0,1.0,2.0,1.0,3.0,1.0,,,,2.0,7.0,,3.0,,2.0,8.0,,10,3.0,13,,3.0,1.0,2.0,1.0,,1.0,1.0,,,2.0,,3.0,10,1.0,6.0,,,4.0,,,2.0,,,,,,,,,,,7.0,52,1.0,2.0,0.8,0.8888888888888888,0.47619047619047616,0.6666666666666666,0.2857142857142857,0.4107142857142857,0.5714285714285714,0.2222222222222222,0.43333333333333335,0.5714285714285714,0.3181818181818182,0.25,0.047619047619047616,,0.25,18.07909604519774,0.5,,,0.17391304347826086,0.057692307692307696,0.11764705882352941,,0.15873015873015872,0.04,0.11764705882352941,0.06666666666666667,,,,0.06666666666666667,0.25,0.21052631578947367,0.09090909090909091,0.16666666666666666,,,0.17857142857142858,0.8,0.8,0.5,0.14285714285714285,,,,0.42857142857142855,0.17857142857142858,0.2857142857142857,1.0,0.5,0.14285714285714285,0.1111111111111111,1.0,0.2222222222222222,0.42857142857142855,0.441725,0.4427916666666667,0.41349444444444444,,,0.3076923076923077,0.2692307692307692,13.028571428571427,24.928571428571427,0.35135135135135137,6.0,,2.0,,,,,1.0,,,1.0,,,3.0,,1.0,,,,,,1.0,0.14285714285714285,,,0.14285714285714285,,0.5,0.5,1.0,0.07142857142857142,,,,0.2,0.2,1.0,,,,,,,,,0.2,,,,,,,,True,,,
