EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,PenaltyDefPoss,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG3M,FG3A,FtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,NonHeaveArc3FGM,OffTwoPtRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffAtRimReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceFtPoints,Loose Ball Fouls,DefShortMidRangeReboundPct,SecondChanceCorner3FGA,SecondChanceFG3A,FTDefRebounds,BadPassSteals,LostBallTurnovers,Technical Free Throw Trips,DefFTReboundPct,DefCorner3ReboundPct,SecondChanceCorner3Frequency,BlockedShortMidRange,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,NonShootingPenaltyNonTakeFouls,LostBallOutOfBoundsTurnovers,on,PenaltyArc3FGM,PenaltyArc3FGA,ShortMidRangeAssists,Loose Ball Fouls Drawn,Offensive Fouls Drawn,OffShortMidRangeReboundPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,ShortMidRangePctBlocked,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,DefensiveGoaltends,OffCorner3ReboundPct
101122,1610612754,Danny Granger,Danny Granger,101122,IND,122.0,2,3,4,3.0,7,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.333333333333336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5381,0.5381,1.0,1.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1533,1610612754,Anthony Johnson,Anthony Johnson,1533,IND,2796.0,47,83,84,26.0,167,1.0,5.0,1.0,1.0,5.0,11.0,16.0,84,2.0,3.0,8.0,2.0,,,,,8.0,26.0,0.2,0.2,0.45454545454545453,0.6666666666666666,0.5,0.875,0.5,0.8,19.78021978021978,,0.38461538461538464,0.2,0.3333333333333333,,0.25,1.0,0.5384615384615384,0.4820884615384615,0.441025,0.5,9.763636363636364,0.3132530120481928,15.0,18.0,7.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,3.0,1.0,2.0,6.0,2.0,8.0,1.0,1.0,3.0,3.0,18.0,1.0,1.0,1.0,3.0,4.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,5.0,6.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,0.15384615384615385,0.18181818181818182,0.4,1.0,0.1,0.06666666666666667,0.16666666666666666,0.08888888888888889,0.034482758620689655,0.2,0.14285714285714285,0.1,0.08333333333333333,0.46153846153846156,0.6666666666666666,0.6666666666666666,0.25,0.07692307692307693,1.0,1.0,1.0,0.07692307692307693,0.25,1.0,0.13333333333333333,0.15384615384615385,24.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1536,1610612754,Stephen Jackson,Stephen Jackson,1536,IND,2754.0,46,81,82,26.0,163,3.0,5.0,,,10.0,16.0,30.0,84,4.0,6.0,9.0,6.0,,,,,9.0,26.0,0.3,0.3333333333333333,0.625,0.6666666666666666,0.65,0.6666666666666666,0.6818181818181818,0.75,26.96629213483146,,0.25,0.6,0.6,0.6666666666666666,,,0.45,0.47637,0.3992333333333334,0.3,10.4125,0.32098765432098764,11.0,21.0,7.0,3.0,7.0,1.0,1.0,,,3.0,2.0,4.0,4.0,,,1.0,14.0,6.0,3.0,,3.0,,3.0,,,1.0,2.0,6.0,,,,5.0,5.0,1.0,6.0,1.0,1.0,,1.0,,2.0,,,,1.0,4.0,5.0,3.0,,,1.0,0.5,,0.5,0.2,,,,0.16129032258064516,,,0.10869565217391304,0.03571428571428571,,0.26666666666666666,0.1111111111111111,,0.35,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.05,1.0,1.0,1.0,0.15,,,0.13636363636363635,0.16666666666666666,25.15,1.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.045454545454545456,0.14285714285714285,0.14285714285714285,0.2,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.63335,0.06666666666666667,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,2203.0,37,65,65,10.0,130,1.0,1.0,,,1.0,2.0,4.0,72,,,,2.0,,,,,,10.0,1.0,1.0,0.5,,0.5,,0.6666666666666666,,4.109589041095891,,0.5,1.0,1.0,1.0,,,0.5,0.5384,,,8.25,0.15384615384615385,-3.0,11.0,7.0,,1.0,,,,,,,,2.0,,,,,,,,2.0,,2.0,,,2.0,,4.0,,,3.0,2.0,5.0,3.0,8.0,2.0,2.0,,,,,,,1.0,5.0,2.0,2.0,1.0,,,,,,,,,,,0.1,0.3,,0.16666666666666666,0.11538461538461539,,,0.16666666666666666,0.3333333333333333,0.5,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,2.0,,,3.0,,,,,,,,1.0,,0.15,0.42857142857142855,,,,,,,,,,,,0.5,2.0,1.0,0.25,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
978,1610612754,Peja Stojakovic,Peja Stojakovic,978,IND,3043.0,51,90,91,27.0,181,2.0,3.0,,,8.0,15.0,22.0,92,3.0,3.0,11.0,10.0,1.0,1.0,1.0,,11.0,27.0,0.625,0.625,0.5333333333333333,1.0,0.4444444444444444,1.0,0.475,0.9,21.42857142857143,,0.16666666666666666,0.6666666666666666,1.0,1.0,,,0.3333333333333333,0.4423166666666667,0.3776333333333333,0.5,14.366666666666667,0.3,9.0,21.0,7.0,6.0,12.0,,1.0,,,2.0,,3.0,6.0,,,5.0,6.0,,2.0,1.0,3.0,1.0,4.0,,1.0,2.0,1.0,9.0,,,3.0,5.0,9.0,,9.0,1.0,,,,,1.0,,1.0,3.0,4.0,4.0,7.0,1.0,1.0,1.0,,,,,0.16666666666666666,0.06666666666666667,0.3333333333333333,,0.14285714285714285,0.1875,,0.1568627450980392,,,0.125,0.08333333333333333,0.15384615384615385,0.6666666666666666,0.5,0.5,0.5,0.05555555555555555,,,,0.1111111111111111,,,0.05263157894736842,0.0625,24.766666666666666,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0.648,,,,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,3.0,0.25,0.3333333333333333,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,2372.0,40,71,71,20.0,142,4.0,5.0,1.0,1.0,9.0,13.0,24.0,67,2.0,3.0,6.0,12.0,3.0,2.0,3.0,2.0,6.0,20.0,0.6666666666666666,0.6666666666666666,0.6923076923076923,0.6666666666666666,0.6923076923076923,0.6666666666666666,0.75,0.75,28.205128205128204,0.6666666666666666,0.38461538461538464,0.8,0.8,0.75,0.3333333333333333,1.0,0.38461538461538464,0.42929999999999996,0.38633333333333336,0.25,8.723076923076924,0.28169014084507044,14.0,16.0,6.0,3.0,4.0,,,,,,,,6.0,,,2.0,6.0,,,,2.0,,2.0,,,1.0,1.0,4.0,,,1.0,5.0,7.0,1.0,8.0,1.0,1.0,,3.0,,6.0,1.0,,1.0,4.0,8.0,7.0,3.0,1.0,1.0,,,,,,,,,0.15625,0.08333333333333333,,0.13636363636363635,0.041666666666666664,,,0.2727272727272727,,0.3076923076923077,0.75,0.75,1.0,,,,,,,,0.2,0.2,,,,2.0,4.0,,1.0,1.0,2.0,,,1.0,,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.05,,,0.3076923076923077,0.5,0.5,,,,,,,,0.08333333333333333,,,0.2857142857142857,,,1.0,,2.0,,0.5,0.3333333333333333,,1.0,1.0,0.08333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
101180,1610612754,Sarunas Jasikevicius,Sarunas Jasikevicius,101180,IND,247.0,4,7,7,1.0,14,,,,,,,,8,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,-6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,847.0,14,24,26,9.0,50,,,,,,1.0,3.0,29,,,3.0,,,,,,3.0,9.0,,,,,,,0.5,1.5,16.0,,,,,,,,0.5,0.45905,,1.0,18.8,0.375,,5.0,1.0,,1.0,,,,,1.0,,1.0,3.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,3.0,,,,,,,,0.5,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,0.3333333333333333,,24.7,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1513,1610612754,Scot Pollard,Scot Pollard,1513,IND,464.0,8,14,14,10.0,28,,,,,,,,10,,,,,,,,,,10.0,,,,,,,,,7.142857142857142,,,,,,,,,,,,,0.7142857142857143,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,4.0,,4.0,1.0,,,1.0,,1.0,,1.0,1.0,4.0,,,,,,,,,,,,,,0.14285714285714285,0.5,,0.2727272727272727,,,,0.2,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,2.0,,True,,,,,,,,,,,,,,,,,,,,,,,,
2410,1610612754,Fred Jones,Fred Jones,2410,IND,294.0,5,10,9,2.0,19,,,,,,,,8,,,,,,,,,,2.0,,,,,,,,,20.0,,,,,,,,,,,,,0.2,-2.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,
