EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PtsPutbacks,HeaveAttempts,OffThreePtRebounds,FTDefRebounds,SelfOReb,Offensive Fouls,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,OffCorner3ReboundPct,SecondChanceTurnovers,Loose Ball Fouls,DefensiveGoaltends,OffensiveGoaltends,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,Fg3aBlocked,FTOffRebounds,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,on,StepOutOfBoundsTurnovers
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,12161.0,203,17,379,377,168.0,157.0,47,756,12.0,15.0,2.0,2.0,3.0,3.0,2.0,6.0,5.0,13.0,2.0,4.0,1.0,1.0,7.0,1.0,4.0,19.0,34.0,3.0,11.0,16.0,63.0,423,3.0,3.0,1.0,6.0,3.0,8.0,5.0,10.0,16.0,16.0,22.0,9.0,7.0,1.0,1.0,14.0,5.0,19.0,4.0,1.0,7.0,2.0,5.0,43.0,2.0,5.0,8.0,13.0,2.0,15.0,3.0,2.0,1.0,9.0,5.0,1.0,4.0,1.0,10.0,6.0,3.0,4.0,20.0,4.0,17.0,3.0,7.0,3.0,1.0,1.0,1.0,16.0,168.0,4.0,0.42105263157894735,0.42105263157894735,1.0,0.2727272727272727,0.2727272727272727,0.5588235294117647,1.0,0.375,0.5222222222222223,0.75,0.23076923076923078,0.6057692307692307,0.75,0.4444444444444444,0.24444444444444444,0.029411764705882353,0.16666666666666666,14.385150812064966,0.9,0.06299212598425197,0.01834862385321101,0.12195121951219512,0.07738095238095238,0.012269938650306749,0.03333333333333333,0.020833333333333332,0.06818181818181818,0.034482758620689655,0.07407407407407407,0.10714285714285714,0.15384615384615385,0.3333333333333333,0.8,0.8,0.4166666666666667,0.13333333333333333,0.3333333333333333,0.4,0.28888888888888886,0.38461538461538464,0.38461538461538464,0.6,0.08888888888888889,0.5,0.5,1.0,0.15555555555555556,0.14285714285714285,0.14285714285714285,1.0,0.5,1.0,0.25,0.23076923076923078,1.0,0.07692307692307693,0.3076923076923077,0.5777777777777777,0.14285714285714285,0.5127755555555554,0.5230250000000001,0.5140653846153845,0.14285714285714285,0.18421052631578946,0.09523809523809523,0.25396825396825395,8.652941176470588,24.827272727272728,0.44327176781002636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,14356.0,239,17,444,437,140.0,123.0,56,881,17.0,23.0,6.0,7.0,5.0,7.0,7.0,23.0,7.0,20.0,3.0,7.0,1.0,7.0,25.0,2.0,7.0,31.0,66.0,10.0,32.0,21.0,113.0,492,8.0,9.0,2.0,18.0,9.0,17.0,8.0,7.0,31.0,36.0,26.0,30.0,24.0,7.0,5.0,11.0,5.0,16.0,2.0,3.0,1.0,2.0,8.0,37.0,5.0,7.0,18.0,32.0,9.0,41.0,6.0,6.0,,9.0,5.0,1.0,4.0,,10.0,2.0,13.0,21.0,21.0,1.0,27.0,,10.0,3.0,2.0,,2.0,31.0,140.0,2.0,0.5806451612903226,0.6666666666666666,1.0,0.3125,0.3225806451612903,0.4696969696969697,0.8888888888888888,0.5294117647058824,0.46938775510204084,0.7272727272727273,0.48,0.509009009009009,0.75,0.5344827586206896,0.32653061224489793,0.07575757575757576,0.13043478260869565,23.725490196078432,0.9,0.11464968152866242,0.034722222222222224,0.15555555555555556,0.12376237623762376,0.04455445544554455,0.025,0.05,0.10416666666666667,0.1111111111111111,0.125,0.14705882352941177,0.18181818181818182,0.23469387755102042,0.7391304347826086,0.8095238095238095,0.5294117647058824,0.23469387755102042,0.30434782608695654,0.35,0.20408163265306123,0.35,0.35,0.8571428571428571,0.07142857142857142,0.42857142857142855,0.42857142857142855,1.0,0.25510204081632654,0.28,0.28,1.0,0.6363636363636364,0.8571428571428571,0.18181818181818182,0.28,0.7142857142857143,0.04,0.28,0.5612244897959183,0.2916666666666667,0.5003278350515463,0.573475,0.5015270833333333,0.10185185185185185,0.13157894736842105,0.1592920353982301,0.2743362831858407,8.924242424242424,25.346874999999997,0.3153153153153153,2.0,2.0,2.0,8.0,1.0,4.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.25,0.08695652173913043,0.4375,0.06896551724137931,0.022727272727272728,0.08333333333333333,0.0196078431372549,0.5,0.42857142857142855,0.16666666666666666,0.2857142857142857,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,True,
1913,1610612764,Michael Ruffin,Michael Ruffin,1913,WAS,4070.0,68,1,124,127,50.0,51.0,16,251,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,2.0,,,,2.0,139,1.0,1.0,,2.0,1.0,2.0,,,2.0,,2.0,,,,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,10.0,4.0,1.0,8.0,10.0,6.0,16.0,1.0,1.0,,,,2.0,,,2.0,1.0,8.0,10.0,2.0,1.0,2.0,,1.0,,2.0,1.0,2.0,2.0,50.0,,,,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.3333333333333333,1.0,0.5,,0.5,,3.546099290780142,,0.1702127659574468,0.1,0.058823529411764705,0.140625,0.10344827586206896,,0.1111111111111111,0.058823529411764705,0.2222222222222222,0.23809523809523808,,0.16666666666666666,1.0,0.5,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,0.5,,,1.0,,0.63965,0.7115,0.63965,0.3333333333333333,0.3333333333333333,1.0,1.0,0.85,,0.4032258064516129,,,,2.0,,2.0,1.0,,1.0,,,,1.0,2.0,,,0.5,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.0625,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,
2217,1610612764,Brendan Haywood,Brendan Haywood,2217,WAS,8825.0,147,-28,266,275,42.0,44.0,40,541,11.0,14.0,3.0,3.0,1.0,1.0,4.0,7.0,,,,,,,,,,15.0,21.0,,,11.0,41.0,292,5.0,6.0,,11.0,1.0,1.0,,3.0,5.0,18.0,12.0,,,,,3.0,2.0,5.0,1.0,1.0,3.0,,,12.0,7.0,3.0,6.0,11.0,7.0,18.0,2.0,,2.0,2.0,,5.0,2.0,3.0,7.0,3.0,14.0,22.0,19.0,,23.0,3.0,12.0,1.0,8.0,7.0,8.0,5.0,42.0,1.0,0.6,0.6923076923076923,,,,0.7142857142857143,0.8333333333333334,1.0,0.7142857142857143,0.8333333333333334,1.0,0.6612903225806451,0.6111111111111112,0.625,,,,12.218649517684888,0.2857142857142857,0.056074766355140186,0.0660377358490566,0.13043478260869565,0.06923076923076923,0.050724637681159424,0.14814814814814814,0.04878048780487805,,0.09090909090909091,0.06666666666666667,0.05555555555555555,0.4,0.6666666666666666,0.7857142857142857,0.7857142857142857,0.7272727272727273,0.3333333333333333,0.5714285714285714,0.5714285714285714,,,,,,,,,,,,,0.5,1.0,,1.0,1.0,,,0.6666666666666666,,0.5451523809523809,0.5120333333333333,0.6871,0.4,0.4,0.2682926829268293,0.12195121951219512,3.0,,0.15789473684210525,,1.0,,4.0,,,2.0,,,1.0,,,1.0,2.0,2.0,,,0.3333333333333333,,0.02631578947368421,,,0.25,0.25,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,
2240,1610612764,Gilbert Arenas,Gilbert Arenas,2240,WAS,17063.0,284,-1,526,527,172.0,159.0,69,1053,24.0,43.0,3.0,4.0,5.0,8.0,6.0,10.0,15.0,41.0,4.0,5.0,,16.0,41.0,2.0,21.0,45.0,94.0,20.0,46.0,54.0,204.0,584,6.0,12.0,2.0,16.0,9.0,22.0,21.0,32.0,74.0,20.0,70.0,36.0,40.0,16.0,4.0,25.0,7.0,32.0,5.0,2.0,20.0,,5.0,71.0,4.0,5.0,21.0,26.0,7.0,33.0,13.0,7.0,6.0,10.0,3.0,10.0,7.0,1.0,20.0,6.0,9.0,21.0,52.0,2.0,70.0,11.0,31.0,7.0,3.0,1.0,4.0,74.0,172.0,7.0,0.2222222222222222,0.23809523809523808,0.6,0.43478260869565216,0.4444444444444444,0.4787234042553192,0.5,0.4090909090909091,0.5357142857142857,0.5357142857142857,0.4883720930232558,0.6011904761904762,0.5333333333333333,0.6166666666666667,0.32857142857142857,0.0425531914893617,,31.074380165289256,0.5,0.1099476439790576,0.022857142857142857,0.09615384615384616,0.10699588477366255,0.02857142857142857,0.021739130434782608,0.014084507042253521,0.06666666666666667,0.09803921568627451,0.15,0.13157894736842105,,0.30714285714285716,0.5581395348837209,0.5853658536585366,0.20833333333333334,0.07142857142857142,0.6,0.6,0.29285714285714287,0.36585365853658536,0.38461538461538464,0.2,0.03571428571428571,0.8,0.8,1.0,0.29285714285714287,0.3902439024390244,0.3902439024390244,0.5,0.2857142857142857,0.75,0.14285714285714285,0.18604651162790697,0.625,,0.4883720930232558,0.6357142857142857,0.4,0.5111782608695652,0.4949444444444444,0.46607804878048786,0.19875776397515527,0.2719298245614035,0.0784313725490196,0.3627450980392157,9.655319148936169,26.099999999999994,0.3269961977186312,8.0,1.0,8.0,6.0,1.0,3.0,,3.0,3.0,1.0,,1.0,1.0,2.0,4.0,0.38095238095238093,0.046511627906976744,,0.04285714285714286,0.034482758620689655,0.03333333333333333,0.04285714285714286,0.5,0.3333333333333333,,0.38095238095238093,0.02127659574468085,0.1,2.0,,,,1.0,1.0,24.0,4.0,1.0,2.0,1.0,1.0,1.0,0.5,0.04878048780487805,0.5,,,,,,,,True,
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,15369.0,256,-4,474,475,146.0,127.0,62,949,12.0,23.0,3.0,7.0,4.0,7.0,8.0,22.0,19.0,42.0,,1.0,,3.0,13.0,1.0,5.0,39.0,87.0,3.0,14.0,24.0,111.0,522,5.0,14.0,1.0,15.0,13.0,27.0,5.0,16.0,45.0,32.0,46.0,6.0,13.0,3.0,8.0,12.0,4.0,16.0,3.0,1.0,5.0,2.0,5.0,36.0,13.0,9.0,32.0,45.0,15.0,60.0,12.0,7.0,5.0,9.0,1.0,4.0,8.0,1.0,13.0,6.0,11.0,31.0,21.0,,29.0,2.0,12.0,3.0,4.0,3.0,4.0,45.0,146.0,3.0,0.41025641025641024,0.4444444444444444,0.6666666666666666,0.21428571428571427,0.21428571428571427,0.4482758620689655,0.35714285714285715,0.48148148148148145,0.4306930693069307,0.3333333333333333,0.453125,0.4824561403508772,0.4411764705882353,0.55,0.13861386138613863,0.09195402298850575,0.09090909090909091,23.217550274223036,0.6923076923076923,0.1787709497206704,0.08074534161490683,0.1956521739130435,0.18222222222222223,0.06222222222222222,0.125,0.06153846153846154,0.1111111111111111,0.10204081632653061,0.27631578947368424,0.17647058823529413,0.25,0.22772277227722773,0.5217391304347826,0.7058823529411765,0.25,0.21782178217821782,0.36363636363636365,0.4,0.4158415841584158,0.4523809523809524,0.4523809523809524,0.42105263157894735,0.009900990099009901,,,,0.12871287128712872,0.23076923076923078,0.25,0.6666666666666666,0.4666666666666667,0.42857142857142855,0.06666666666666667,0.21875,0.5714285714285714,,0.15625,0.36633663366336633,0.23076923076923078,0.46152722772277227,0.51775,0.44054375,0.10810810810810811,0.12371134020618557,0.13513513513513514,0.40540540540540543,11.389655172413791,26.07857142857143,0.3080168776371308,1.0,5.0,1.0,6.0,,1.0,4.0,3.0,2.0,2.0,,,,2.0,8.0,0.2,0.2608695652173913,0.21052631578947367,0.015625,0.07142857142857142,0.01818181818181818,0.0625,0.5,0.625,,0.2,,,1.0,5.0,,,,,3.0,,1.0,1.0,,,1.0,,,,1.0,1.0,0.07142857142857142,0.07692307692307693,0.045454545454545456,,,True,
2407,1610612764,Jared Jeffries,Jared Jeffries,2407,WAS,12255.0,204,-11,382,380,125.0,117.0,50,762,12.0,24.0,4.0,10.0,2.0,4.0,1.0,6.0,2.0,5.0,1.0,3.0,,,3.0,,,15.0,35.0,1.0,6.0,10.0,43.0,430,4.0,10.0,1.0,12.0,3.0,6.0,,7.0,13.0,22.0,8.0,3.0,3.0,,5.0,6.0,3.0,9.0,2.0,1.0,2.0,4.0,,21.0,14.0,3.0,13.0,17.0,19.0,36.0,1.0,1.0,,5.0,1.0,4.0,4.0,,9.0,2.0,7.0,18.0,15.0,5.0,14.0,,6.0,1.0,7.0,4.0,7.0,13.0,125.0,1.0,0.7333333333333333,0.8461538461538461,1.0,0.16666666666666666,0.16666666666666666,0.42857142857142855,0.4,0.5,0.4024390243902439,0.36363636363636365,0.5,0.4479166666666667,0.42857142857142855,0.5909090909090909,0.14634146341463414,0.14285714285714285,,12.984054669703873,0.5555555555555556,0.09558823529411764,0.109375,0.09090909090909091,0.09467455621301775,0.10734463276836158,0.125,0.14285714285714285,0.045454545454545456,0.08108108108108109,0.14545454545454545,0.08333333333333333,0.1111111111111111,0.5853658536585366,0.5,0.631578947368421,0.75,0.14634146341463414,0.16666666666666666,0.16666666666666666,0.12195121951219512,0.4,0.4,1.0,0.07317073170731707,0.3333333333333333,0.3333333333333333,1.0,0.07317073170731707,,,,0.9090909090909091,0.4,,0.6666666666666666,0.5,,,0.7317073170731707,,0.5724256097560976,0.59046,0.5715333333333333,0.1276595744680851,0.14634146341463414,0.27906976744186046,0.3023255813953488,5.217142857142857,24.066666666666663,0.32722513089005234,,4.0,,4.0,,5.0,1.0,1.0,2.0,2.0,,,3.0,3.0,4.0,,0.20833333333333334,0.07692307692307693,0.10204081632653061,0.06382978723404255,0.11904761904761904,0.05,0.42857142857142855,,0.25,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,0.09090909090909091,True,
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,908.0,15,-3,26,26,12.0,10.0,4,52,,2.0,,1.0,,2.0,,,1.0,1.0,,,,,,,,1.0,3.0,,,2.0,4.0,32,,1.0,,,1.0,3.0,,2.0,4.0,2.0,,,,,,,,,,,,,,,1.0,1.0,3.0,4.0,1.0,5.0,2.0,,2.0,,,,,,,,,3.0,2.0,,4.0,,1.0,1.0,1.0,1.0,1.0,4.0,12.0,1.0,1.0,1.0,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.4,,0.5,,,,16.666666666666668,,0.42857142857142855,0.1111111111111111,0.3333333333333333,0.4,0.07692307692307693,0.25,,0.5,0.5,0.3333333333333333,0.3333333333333333,,0.6666666666666666,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,1.0,,,0.6666666666666666,,,,0.6666666666666666,,0.47689999999999994,0.6315,0.47689999999999994,0.25,0.25,,1.0,6.2,,0.46153846153846156,,,,,,,,,,,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2873,1610612764,Billy Thomas,Billy Thomas,2873,WAS,308.0,5,7,9,11,5.0,7.0,1,20,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,2.0,2.0,6,,,,,,,,2.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,4.0,,,2.0,,,,2.0,5.0,2.0,,,,,,,,,,,,0.25,,0.5,0.5,1.0,,36.36363636363637,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,1.0,,0.67575,,,,,,1.0,0.4,25.7,0.5555555555555556,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101182,1610612764,Donell Taylor,Donell Taylor,101182,WAS,192.0,3,-4,6,5,6.0,5.0,1,11,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,10,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,1.0,,,14.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,0.561,,0.561,,,,,,22.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
