EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,DefShortMidRangeReboundPct,PenaltyCorner3Frequency,SecondChanceAtRimFGM,ShortMidRangeFGM,PenaltyCorner3FGM,SecondChanceFG2M,PtsUnassisted3s,PtsPutbacks,Arc3Assists,FTDefRebounds,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,BlockedAtRim,SecondChanceFg2Pct,SecondChanceEfgPct,DefFTReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,ShortMidRangePctAssisted,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,DefensiveGoaltends,3SecondViolations,on,SecondChanceArc3FGM,SecondChanceFG3M,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3
1716,1610612739,Larry Hughes,Larry Hughes,1716,CLE,12229.0,204,-7.0,372.0,376,80.0,106.0,62.0,748,9.0,19.0,2.0,1.0,2.0,13.0,10.0,25.0,1.0,2.0,2.0,10.0,2.0,1.0,2.0,19.0,57.0,3.0,12.0,9.0,56.0,400.0,4.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,3.0,8.0,16.0,22.0,9.0,10.0,2.0,8.0,16.0,1.0,17.0,1.0,6.0,4.0,6.0,35.0,1.0,5.0,4.0,6.0,10.0,6.0,16.0,2.0,17.0,5.0,12.0,6.0,2.0,4.0,5.0,2.0,2.0,1.0,11.0,2.0,5.0,7.0,16.0,11.0,1.0,14.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,8.0,80.0,3.0,2.0,0.42105263157894735,0.42105263157894735,1.0,0.25,0.5,0.25,0.3333333333333333,0.16666666666666666,0.34057971014492755,0.3125,0.37333333333333335,0.07142857142857142,0.36363636363636365,0.17391304347826086,0.14035087719298245,0.10526315789473684,0.46153846153846156,19.41309255079007,0.5454545454545454,0.04580152671755725,0.030864197530864196,0.09302325581395349,0.037037037037037035,0.05747126436781609,0.031746031746031744,0.02040816326530612,0.06521739130434782,0.014925373134328358,0.043478260869565216,0.044444444444444446,0.0784313725490196,0.0625,0.18181818181818182,0.05128205128205128,1.0,0.2753623188405797,0.47368421052631576,0.5294117647058824,0.4444444444444444,0.18840579710144928,0.36231884057971014,0.4,0.4,0.4,0.028985507246376812,0.5,0.5,1.0,0.14492753623188406,0.2,0.2,1.0,0.3333333333333333,0.3333333333333333,0.25,0.5,0.25,0.5,0.4492753623188406,0.2,0.4883007246376811,0.49661,0.5122187500000001,0.0821917808219178,0.09836065573770492,0.017857142857142856,0.14285714285714285,10.071929824561403,24.691666666666663,0.21505376344086022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1800,1610612739,Damon Jones,Damon Jones,1800,CLE,2513.0,42,9.0,72.0,72,37.0,35.0,12.0,144,,,,,,,1.0,1.0,,1.0,1.0,3.0,1.0,,2.0,1.0,1.0,1.0,4.0,,5.0,70.0,,1.0,,,,,,3.0,,,2.0,,3.0,3.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,1.0,2.0,3.0,,3.0,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,,37.0,1.0,,1.0,1.0,1.0,0.25,,0.25,1.0,,0.5,,0.5,,,0.8,,,,5.681818181818182,,0.06666666666666667,,0.1111111111111111,,0.07692307692307693,,,,,,,,0.125,,,,,,,,,0.2,1.0,1.0,1.0,0.2,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,1.0,,,0.6666666666666666,,0.8,0.3333333333333333,0.46924,,0.5116499999999999,,,,,17.6,25.474999999999998,0.5138888888888888,1.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,23496.0,392,-59.0,684.0,687,153.0,205.0,106.0,1371,49.0,73.0,12.0,13.0,19.0,15.0,21.0,64.0,3.0,5.0,10.0,34.0,1.0,3.0,11.0,75.0,152.0,13.0,39.0,44.0,233.0,731.0,20.0,1.0,4.0,22.0,21.0,37.0,5.0,13.0,21.0,78.0,40.0,110.0,9.0,34.0,10.0,4.0,34.0,6.0,40.0,2.0,16.0,4.0,14.0,86.0,1.0,12.0,11.0,37.0,52.0,13.0,65.0,4.0,12.0,5.0,7.0,18.0,5.0,10.0,20.0,1.0,8.0,4.0,38.0,4.0,12.0,14.0,28.0,56.0,,64.0,10.0,28.0,8.0,5.0,,5.0,3.0,78.0,153.0,4.0,8.0,0.26666666666666666,0.2857142857142857,0.23076923076923078,0.3333333333333333,0.38461538461538464,0.3333333333333333,0.4934210526315789,0.5675675675675675,0.49476439790575916,0.57,0.5368663594470046,0.4782608695652174,0.6190476190476191,0.20418848167539266,0.02631578947368421,0.0273972602739726,0.13333333333333333,31.637717121588086,0.47368421052631576,0.14624505928853754,0.041237113402061855,0.13414634146341464,0.016666666666666666,0.14328358208955225,0.037037037037037035,0.11956521739130435,0.014492753623188406,,,0.07792207792207792,0.23423423423423423,0.1076923076923077,0.23529411764705882,0.041237113402061855,0.6,0.38219895287958117,0.6712328767123288,0.6901408450704225,0.2653061224489796,0.07853403141361257,0.33507853403141363,0.328125,0.328125,0.3333333333333333,0.02617801047120419,0.6,0.6,0.3333333333333333,0.17801047120418848,0.29411764705882354,0.29411764705882354,0.2,0.5714285714285714,0.047619047619047616,0.38,0.6842105263157895,0.22,0.2727272727272727,0.5863874345549738,0.29411764705882354,0.5141828947368421,0.5160825,0.5098408163265306,0.1339712918660287,0.16470588235294117,0.0944206008583691,0.33476394849785407,9.219736842105263,25.733333333333334,0.2236842105263158,2.0,0.07692307692307693,0.04,7.0,5.0,2.0,9.0,30.0,10.0,4.0,4.0,2.0,3.0,5.0,1.0,2.0,5.0,0.45,0.42857142857142855,0.12121212121212122,0.05555555555555555,0.3333333333333333,0.38461538461538464,0.5833333333333334,0.14285714285714285,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2760,1610612739,Anderson Varejao,Anderson Varejao,2760,CLE,5745.0,96,-24.0,170.0,183,72.0,100.0,27.0,353,7.0,13.0,4.0,3.0,6.0,3.0,,1.0,,,,,,,,9.0,17.0,,,4.0,22.0,199.0,6.0,,2.0,12.0,4.0,8.0,,,2.0,10.0,12.0,6.0,,,,1.0,2.0,,2.0,,2.0,,,4.0,2.0,4.0,3.0,10.0,13.0,7.0,20.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,,,,3.0,,1.0,10.0,19.0,5.0,2.0,4.0,,1.0,1.0,,,,,10.0,72.0,5.0,1.0,0.6666666666666666,0.8571428571428571,,,,,0.5294117647058824,0.5,0.5294117647058824,0.5,0.5789473684210527,0.8571428571428571,0.5555555555555556,,0.058823529411764705,0.07692307692307693,,10.891089108910892,0.3333333333333333,0.1724137931034483,0.05970149253731343,0.125,0.1111111111111111,0.15853658536585366,0.07058823529411765,0.1111111111111111,,0.034482758620689655,0.15384615384615385,0.11764705882352941,0.037037037037037035,0.13333333333333333,0.1111111111111111,0.14285714285714285,,0.7647058823529411,0.5384615384615384,0.5833333333333334,0.5714285714285714,0.17647058823529413,0.058823529411764705,,,,,,,,,,,,0.6666666666666666,,0.75,0.5,,,0.7647058823529411,,0.5302058823529411,0.61692,0.4998125,0.05555555555555555,0.05555555555555555,0.5454545454545454,0.45454545454545453,2.9705882352941178,,0.4235294117647059,,0.5,,3.0,2.0,,5.0,,4.0,,,,1.0,2.0,1.0,,,0.8333333333333334,0.8333333333333334,,,0.6666666666666666,0.6666666666666666,0.75,0.3333333333333333,,1.0,0.25,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,
727,1610612739,Eric Snow,Eric Snow,727,CLE,24486.0,408,-55.0,714.0,719,174.0,226.0,112.0,1433,16.0,31.0,,3.0,8.0,7.0,15.0,37.0,,,,1.0,,,1.0,32.0,75.0,,1.0,22.0,86.0,765.0,4.0,,1.0,3.0,6.0,14.0,,1.0,12.0,24.0,36.0,28.0,,1.0,,6.0,33.0,3.0,36.0,1.0,15.0,2.0,16.0,75.0,3.0,7.0,8.0,25.0,33.0,10.0,43.0,,11.0,1.0,10.0,17.0,4.0,12.0,4.0,,5.0,,21.0,2.0,6.0,18.0,36.0,23.0,3.0,29.0,3.0,10.0,6.0,3.0,,3.0,3.0,24.0,174.0,5.0,6.0,0.5625,0.5625,,,,,0.4266666666666667,0.42857142857142855,0.42105263157894735,0.4,0.48314606741573035,0.3,0.5454545454545454,0.013157894736842105,0.08,0.12903225806451613,0.2857142857142857,13.048635824436536,0.8095238095238095,0.09578544061302682,0.023026315789473683,0.09411764705882353,0.04838709677419355,0.0953757225433526,0.0273224043715847,0.04,,0.022388059701492536,0.06976744186046512,0.1518987341772152,0.08771929824561403,0.07575757575757576,0.15789473684210525,,1.0,0.40789473684210525,0.5161290322580645,0.5925925925925926,0.3125,0.09210526315789473,0.4868421052631579,0.40540540540540543,0.40540540540540543,0.8666666666666667,,,,,0.013157894736842105,,,,,,0.5333333333333333,0.375,0.06666666666666667,,0.42105263157894735,,0.46431599999999995,0.367025,0.4769785714285714,0.12048192771084337,0.12195121951219512,0.03488372093023256,0.27906976744186046,9.814666666666666,36.9,0.24369747899159663,,0.04411764705882353,,,1.0,,1.0,,,2.0,,,4.0,,2.0,,,0.25,0.25,,,0.14285714285714285,0.2,,,,,,,3.0,,,,,,,,,,,True,,,,,,,,,,,,,,
2562,1610612739,Sasha Pavlovic,Sasha Pavlovic,2562,CLE,83.0,1,-4.0,4.0,4,4.0,4.0,,8,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
923,1610612739,Donyell Marshall,Donyell Marshall,923,CLE,8651.0,144,-2.0,259.0,251,103.0,136.0,41.0,510,6.0,11.0,5.0,3.0,6.0,5.0,,5.0,4.0,14.0,4.0,9.0,1.0,2.0,3.0,7.0,21.0,8.0,23.0,10.0,48.0,273.0,7.0,1.0,5.0,11.0,3.0,9.0,3.0,8.0,4.0,19.0,6.0,8.0,21.0,9.0,4.0,4.0,2.0,,2.0,,2.0,,,4.0,,10.0,5.0,12.0,20.0,12.0,32.0,1.0,3.0,2.0,1.0,2.0,,1.0,1.0,,1.0,,3.0,,,8.0,14.0,7.0,1.0,11.0,,3.0,2.0,4.0,1.0,4.0,2.0,19.0,103.0,2.0,2.0,0.42857142857142855,0.75,0.875,0.34782608695652173,0.375,0.34782608695652173,0.3333333333333333,0.3333333333333333,0.4318181818181818,0.4411764705882353,0.47959183673469385,0.5,0.5,0.5227272727272727,0.19047619047619047,0.2727272727272727,0.2,16.99346405228758,0.6666666666666666,0.14814814814814814,0.09900990099009901,0.14705882352941177,,0.14782608695652175,0.07633587786259542,0.13513513513513514,0.1111111111111111,0.06521739130434782,,0.2857142857142857,0.11904761904761904,0.10714285714285714,0.3333333333333333,0.04,0.5,0.25,0.5454545454545454,0.75,0.5,0.11363636363636363,0.11363636363636363,,,,0.3181818181818182,0.2857142857142857,0.2857142857142857,0.75,0.20454545454545456,0.4444444444444444,0.4444444444444444,1.0,0.625,0.125,0.35294117647058826,0.5,0.17647058823529413,0.6666666666666666,0.7727272727272727,0.4444444444444444,0.5079113636363636,0.51811875,0.5416470588235294,0.06382978723404255,0.125,0.22916666666666666,0.3958333333333333,7.142857142857143,24.213043478260875,0.39768339768339767,5.0,0.05555555555555555,0.29411764705882354,3.0,1.0,1.0,3.0,3.0,6.0,,3.0,,1.0,1.0,,1.0,3.0,0.42857142857142855,0.375,0.23076923076923078,,0.2,0.25,0.6,,0.2,2.0,0.16666666666666666,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,
2400,1610612739,Drew Gooden,Drew Gooden,2400,CLE,15377.0,256,-37.0,439.0,444,61.0,80.0,73.0,883,17.0,31.0,19.0,,3.0,25.0,9.0,22.0,,,,,,,,40.0,78.0,,,15.0,95.0,461.0,28.0,,4.0,34.0,7.0,11.0,,,2.0,16.0,40.0,40.0,,,,9.0,5.0,2.0,7.0,,3.0,,2.0,16.0,,27.0,10.0,32.0,62.0,28.0,90.0,3.0,2.0,,2.0,8.0,,2.0,8.0,1.0,6.0,1.0,16.0,1.0,4.0,18.0,40.0,17.0,,16.0,2.0,8.0,1.0,2.0,,2.0,2.0,16.0,61.0,6.0,1.0,0.5,0.6666666666666666,,,,,0.5128205128205128,0.6363636363636364,0.5128205128205128,0.6363636363636364,0.5588235294117647,0.5666666666666667,0.6666666666666666,,0.11538461538461539,0.1935483870967742,0.08,19.238095238095237,0.5,0.18285714285714286,0.13170731707317074,0.2127659574468085,,0.1891891891891892,0.11392405063291139,0.1875,0.1568627450980392,0.07777777777777778,,0.1320754716981132,0.18309859154929578,0.2631578947368421,,0.10344827586206896,1.0,0.3974358974358974,0.5483870967741935,0.68,0.4117647058823529,0.32051282051282054,0.28205128205128205,0.4090909090909091,0.42857142857142855,0.8888888888888888,,,,,,,,,0.6785714285714286,,0.2727272727272727,,,,0.3974358974358974,,0.4722730769230769,0.5307892857142857,0.4204818181818182,0.09523809523809523,0.09523809523809523,0.35789473684210527,0.16842105263157894,7.975641025641025,,0.13895216400911162,,0.23529411764705882,,11.0,14.0,,15.0,,20.0,2.0,20.0,1.0,4.0,3.0,2.0,,2.0,0.5357142857142857,0.5357142857142857,0.8695652173913043,,0.56,0.6086956521739131,0.5789473684210527,0.09090909090909091,,1.0,0.1111111111111111,0.35714285714285715,,,0.045454545454545456,,,,,,,,,True,,,,,,,,,,,,,,
2436,1610612739,Flip Murray,Flip Murray,2436,CLE,12600.0,210,-54.0,361.0,360,108.0,135.0,51.0,721,12.0,28.0,,4.0,6.0,5.0,4.0,19.0,1.0,6.0,1.0,6.0,,,1.0,18.0,52.0,2.0,12.0,12.0,54.0,398.0,3.0,1.0,2.0,4.0,5.0,8.0,1.0,3.0,8.0,21.0,12.0,24.0,6.0,5.0,1.0,6.0,8.0,2.0,10.0,1.0,5.0,,3.0,22.0,1.0,1.0,6.0,8.0,14.0,2.0,16.0,1.0,5.0,4.0,1.0,,,,3.0,2.0,,,3.0,,,7.0,13.0,8.0,,14.0,,5.0,2.0,1.0,,1.0,1.0,21.0,108.0,3.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.18181818181818182,0.34615384615384615,0.625,0.328125,0.5909090909090909,0.38028169014084506,0.4,0.7,0.1875,0.11538461538461539,0.14285714285714285,0.2,17.74580335731415,,0.0625,0.006896551724137931,0.13043478260869565,0.03225806451612903,0.08045977011494253,0.011363636363636364,,,0.014705882352941176,0.05263157894736842,0.06060606060606061,0.09523809523809523,0.1388888888888889,0.1,0.027777777777777776,1.0,0.4375,0.42857142857142855,0.5,0.3333333333333333,0.078125,0.296875,0.21052631578947367,0.2222222222222222,0.25,0.09375,0.16666666666666666,0.16666666666666666,1.0,0.09375,0.16666666666666666,0.25,1.0,,,0.5454545454545454,0.6666666666666666,0.09090909090909091,,0.625,0.2,0.5440896825396825,0.4549,0.591275,0.07246376811594203,0.08771929824561403,0.07407407407407407,0.3888888888888889,7.713461538461539,25.375,0.29916897506925205,2.0,,0.18181818181818182,,2.0,1.0,1.0,,,1.0,,,,,,,1.0,0.3333333333333333,0.25,,,0.4,0.5,,,0.5,,,0.5,,,0.05263157894736842,1.0,1.0,2.0,0.16666666666666666,0.3333333333333333,0.25,,,True,,,,,,,,,,,,,,
980,1610612739,Zydrunas Ilgauskas,Zydrunas Ilgauskas,980,CLE,17214.0,287,-42.0,495.0,497,78.0,101.0,76.0,992,25.0,35.0,18.0,4.0,6.0,29.0,13.0,35.0,,,,,,,,44.0,99.0,,,23.0,111.0,522.0,22.0,,9.0,39.0,5.0,10.0,,,9.0,19.0,54.0,34.0,,,,7.0,9.0,1.0,10.0,,4.0,,5.0,21.0,5.0,18.0,11.0,29.0,43.0,23.0,66.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,14.0,1.0,2.0,5.0,18.0,3.0,2.0,22.0,35.0,19.0,1.0,28.0,2.0,12.0,3.0,23.0,5.0,23.0,15.0,19.0,78.0,5.0,3.0,0.6136363636363636,0.8181818181818182,,,,,0.4444444444444444,0.5,0.4444444444444444,0.5,0.4955357142857143,0.75,0.6333333333333333,,0.0707070707070707,0.08571428571428572,0.13793103448275862,22.375215146299485,0.2222222222222222,0.15591397849462366,0.08256880733944955,0.2,0.13157894736842105,0.16597510373443983,0.08984375,0.12307692307692308,0.05263157894736842,0.07291666666666667,0.14285714285714285,0.1724137931034483,0.1518987341772152,0.21428571428571427,0.15384615384615385,0.08333333333333333,0.6521739130434783,0.35353535353535354,0.7142857142857143,0.78125,0.52,0.29292929292929293,0.35353535353535354,0.37142857142857144,0.37142857142857144,0.9230769230769231,,,,,,,,,0.8181818181818182,,0.6,0.6666666666666666,,,0.35353535353535354,,0.45992020202020195,0.5589157894736841,0.5482400000000001,0.11009174311926606,0.11009174311926606,0.35135135135135137,0.17117117117117117,8.650505050505052,,0.15757575757575756,,0.14285714285714285,,14.0,6.0,,15.0,,22.0,1.0,3.0,,3.0,2.0,1.0,,16.0,0.6818181818181818,0.6818181818181818,0.125,0.1,0.20689655172413793,0.24,0.7777777777777778,0.14285714285714285,,,,0.3333333333333333,2.0,3.0,,,,,,,,1.0,5.0,True,,,,,,,,,,,,,,
