EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyFG2M,PenaltyPoints,PtsPutbacks,OffThreePtRebounds,LostBallTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,2pt And 1 Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceFG3M,SecondChanceFG3A,NonHeaveArc3FGM,Fg2aBlocked,ShortMidRangeAssists,LostBallSteals,BlockedLongMidRange,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,NonHeaveArc3Accuracy,FTOffRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,OffFTReboundPct,SecondChanceArc3FGA,PenaltyArc3FGM,PtsUnassisted3s,Arc3Assists,SecondChanceArc3Frequency,PenaltyArc3Accuracy,RecoveredBlocks,LongMidRangePctBlocked,BlocksRecoveredPct,on,BlockedShortMidRange,Defensive 3 Seconds Violations,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,3756.0,63,-16,115,117,46,45,12.0,232,6.0,9.0,1.0,2.0,1.0,4.0,7.0,13,3.0,17.0,137,1.0,4.0,2.0,4.0,2.0,10.0,4.0,2.0,3.0,5.0,3.0,1.0,1.0,13.0,3.0,2.0,5.0,1.0,8.0,3.0,11.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,1.0,1.0,6.0,2.0,1.0,46,1.0,0.7142857142857143,0.7142857142857143,0.5384615384615384,0.25,0.5384615384615384,0.25,0.53125,0.3333333333333333,13.740458015267174,0.5,0.3333333333333333,0.16666666666666666,0.06818181818181818,0.09523809523809523,0.13725490196078433,0.05555555555555555,0.1111111111111111,0.045454545454545456,0.375,0.11764705882352941,0.08333333333333333,0.1111111111111111,0.3333333333333333,0.6923076923076923,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3076923076923077,0.25,0.25,1.0,0.5,0.5,1.0,0.6923076923076923,0.5312307692307692,0.42533333333333334,0.3781,0.13333333333333333,0.13333333333333333,0.23529411764705882,5.769230769230769,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2048,1610612749,Jamaal Magloire,Jamaal Magloire,2048,MIL,2203.0,37,-8,67,68,27,36,11.0,135,2.0,2.0,1.0,1.0,,1.0,3.0,6,4.0,10.0,74,2.0,2.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,3.0,3.0,5.0,1.0,9.0,4.0,13.0,,1.0,1.0,2.0,,1.0,,3.0,1.0,2.0,4.0,7.0,1.0,,8.0,4.0,,27,,0.6666666666666666,1.0,0.5,1.0,0.5,1.0,0.5,0.6,16.455696202531644,0.6666666666666666,0.25,0.19230769230769232,0.13043478260869565,0.5,0.25,0.13333333333333333,0.125,0.2222222222222222,0.375,0.09090909090909091,0.5,,,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,,,,0.5,1.0,,0.3333333333333333,0.4279833333333333,0.46115,0.4624,0.4,0.4,0.6,5.6499999999999995,0.40298507462686567,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.5,0.5,0.5,0.14285714285714285,0.5,0.14285714285714285,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,3194.0,53,-11,99,98,52,45,12.0,197,7.0,11.0,,2.0,5.0,8.0,15.0,23,11.0,44.0,121,,3.0,3.0,3.0,13.0,8.0,22.0,1.0,1.0,2.0,1.0,,1.0,5.0,4.0,2.0,1.0,1.0,4.0,6.0,10.0,2.0,1.0,1.0,2.0,1.0,,,2.0,2.0,,1.0,12.0,,,13.0,6.0,2.0,52,2.0,0.26666666666666666,0.26666666666666666,0.6521739130434783,,0.6111111111111112,,0.6875,0.3,29.56521739130435,1.0,0.25,0.038461538461538464,0.125,0.14285714285714285,0.075,0.14285714285714285,0.16666666666666666,0.125,,,0.125,0.16666666666666666,0.18181818181818182,0.4074074074074074,0.6363636363636364,0.6363636363636364,0.14285714285714285,0.2962962962962963,0.625,0.625,0.4,0.6666666666666666,,,0.5555555555555556,0.49247037037037034,0.5027666666666667,0.49857999999999997,0.2,0.23076923076923078,0.06818181818181818,7.752173913043479,0.5252525252525253,5.0,6.0,3.0,4.0,10.0,29.0,,2.0,1.0,,,,,29.0,1.0,0.7692307692307693,0.7666666666666667,0.8529411764705882,0.2,,0.25,0.14814814814814814,0.75,0.75,0.3333333333333333,0.4,0.8333333333333334,0.6590909090909091,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,6.0,3.0,3.0,3.0,1.0,0.25,0.5,0.25,0.14814814814814814,0.25,0.037037037037037035,1.0,1.0,1.0,0.1111111111111111,0.06666666666666667,1.0,0.06666666666666667,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2294,1610612749,Charlie Bell,Charlie Bell,2294,MIL,6476.0,108,-21,207,208,98,104,22.0,415,10.0,20.0,1.0,2.0,2.0,11.0,12.0,32,7.0,46.0,240,1.0,2.0,,5.0,12.0,8.0,16.0,7.0,,7.0,,2.0,4.0,14.0,2.0,,1.0,,1.0,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,,4.0,3.0,6.0,15.0,7.0,,1.0,7.0,3.0,1.0,98,1.0,0.3333333333333333,0.36363636363636365,0.375,0.5,0.45348837209302323,0.8333333333333334,0.5,0.8333333333333334,21.27659574468085,0.75,,0.01818181818181818,0.0273972602739726,,0.011494252873563218,0.021505376344086023,0.038461538461538464,,,0.03225806451612903,,,,0.46511627906976744,0.5,0.625,0.3,0.2558139534883721,0.18181818181818182,0.18181818181818182,0.5,0.6666666666666666,0.5,,0.7209302325581395,0.5231011627906976,0.5487166666666666,0.5178625,0.06666666666666667,0.08823529411764706,0.10869565217391304,6.396875,0.47342995169082125,3.0,7.0,,1.0,5.0,16.0,2.0,,1.0,,2.0,1.0,2.0,16.0,5.0,0.4166666666666667,0.40625,0.47058823529411764,,,,0.023255813953488372,,,,0.4375,0.42857142857142855,0.34782608695652173,4.0,7.0,1.0,3.0,4.0,1.0,5.0,11.0,1.0,4.0,3.0,15.0,4.0,1.0,1.0,0.45454545454545453,0.25,0.45454545454545453,0.2558139534883721,,0.16279069767441862,0.5714285714285714,0.5714285714285714,1.0,0.09302325581395349,0.1875,0.3333333333333333,0.0625,24.245454545454546,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.15625,0.2,1.0,0.1,0.25,0.25,1.0,0.3333333333333333,1.0,1.0,0.25,,,,,,,,,,,,,,True,,,,,,,,
2551,1610612749,T.J. Ford,T.J. Ford,2551,MIL,3135.0,52,24,96,95,53,44,14.0,191,3.0,6.0,1.0,1.0,3.0,5.0,7.0,15,5.0,19.0,94,2.0,2.0,,4.0,9.0,2.0,12.0,10.0,1.0,11.0,1.0,3.0,5.0,23.0,1.0,,5.0,,5.0,2.0,7.0,1.0,1.0,,2.0,2.0,4.0,,6.0,5.0,1.0,5.0,4.0,1.0,,5.0,3.0,,53,,0.14285714285714285,0.16666666666666666,0.4666666666666667,1.0,0.4117647058823529,0.6666666666666666,0.5,0.6666666666666666,21.73913043478261,0.3333333333333333,,0.1724137931034483,0.03125,,0.10869565217391304,0.023255813953488372,,,0.14285714285714285,0.17647058823529413,,,0.1,0.35294117647058826,0.5,0.5,,0.29411764705882354,0.6,0.6,0.3333333333333333,0.3333333333333333,1.0,,0.47058823529411764,0.4774,0.5374166666666667,0.481545,0.15789473684210525,0.17647058823529413,0.21052631578947367,7.446666666666666,0.5520833333333334,3.0,5.0,1.0,4.0,5.0,15.0,2.0,,,,,,,15.0,1.0,0.5555555555555556,0.5,0.625,,,0.2,0.23529411764705882,0.25,0.25,,0.5,0.6,0.7894736842105263,,1.0,,,1.0,1.0,,2.0,,1.0,5.0,,1.0,1.0,,,,,0.11764705882352941,,0.058823529411764705,,,,0.058823529411764705,,,0.1,26.05,,1.0,,,1.0,,,2.0,1.0,,,,,,0.16666666666666666,,,,0.3333333333333333,,,,1.0,4.0,1.0,0.14285714285714285,,,,,,,,,,True,,,,,,,,
2590,1610612749,Mo Williams,Mo Williams,2590,MIL,3157.0,53,-49,105,107,40,54,7.0,212,1.0,5.0,,,6.0,10.0,10.0,18,,23.0,145,,,,,5.0,6.0,14.0,6.0,1.0,7.0,,5.0,1.0,15.0,,,3.0,,3.0,,3.0,,1.0,1.0,3.0,1.0,2.0,,5.0,1.0,4.0,10.0,2.0,,1.0,,,,40,,0.3,0.3,0.5555555555555556,,0.42592592592592593,,0.42592592592592593,,28.31858407079646,0.6,,0.125,,,0.075,,,,0.14285714285714285,0.16666666666666666,,,,0.18518518518518517,0.2,0.3333333333333333,1.0,0.37037037037037035,0.6,0.6,0.3333333333333333,,,,0.5185185185185185,0.45505384615384625,,0.4444041666666667,,,,11.972222222222221,0.38095238095238093,,1.0,3.0,3.0,3.0,9.0,,,2.0,,,,,9.0,4.0,0.6,0.34615384615384615,0.34615384615384615,,,,0.1111111111111111,1.0,1.0,,0.07692307692307693,,0.391304347826087,,,,,9.0,8.0,1.0,9.0,1.0,8.0,,,9.0,,,0.1111111111111111,0.125,0.1111111111111111,0.3333333333333333,,,,,,0.3333333333333333,,,0.6153846153846154,27.355555555555554,,,1.0,,1.0,1.0,2.0,,,,,0.1111111111111111,0.4,,,0.1111111111111111,0.1111111111111111,,,,,0.1111111111111111,,2.0,,,1.0,1.0,3.0,1.0,1.0,0.125,,,,True,,,,,,,,
2250,1610612749,Bobby Simmons,Bobby Simmons,2250,MIL,1999.0,33,-4,66,66,26,32,9.0,132,,,,,1.0,5.0,1.0,5,,2.0,71,,,,,1.0,,2.0,,1.0,1.0,1.0,,,3.0,1.0,2.0,1.0,,3.0,1.0,4.0,,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,,,2.0,,,,,,26,,,,0.2,,0.14285714285714285,,0.14285714285714285,,14.473684210526315,0.75,,0.047619047619047616,0.04,0.18181818181818182,0.09375,0.03225806451612903,0.125,,,0.09090909090909091,0.25,,,,,,,0.7142857142857143,0.2,0.2,,,,,0.2857142857142857,0.4067142857142857,,0.45009999999999994,,,,17.02,0.3939393939393939,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,2.0,,,2.0,,,,,,0.2857142857142857,,,,,,0.2857142857142857,,,0.6666666666666666,25.65,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
389,1610612749,Toni Kukoc,Toni Kukoc,389,MIL,1212.0,20,-7,37,36,8,22,2.0,73,,,,,,1.0,,2,1.0,7.0,47,,,,,,,,3.0,,3.0,,1.0,2.0,6.0,,1.0,1.0,1.0,3.0,,3.0,,,,1.0,,1.0,,2.0,1.0,2.0,3.0,2.0,1.0,,2.0,1.0,,8,,,,,,0.5,,0.5,,22.5,0.5,0.3333333333333333,0.2,,0.125,0.15384615384615385,,,,,0.25,0.2,,,,,,,0.16666666666666666,,,,,,,0.6666666666666666,0.4892916666666667,,,0.14285714285714285,0.3333333333333333,,9.6,0.21621621621621623,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,0.16666666666666666,,,,,,,1.0,2.0,,,2.0,,2.0,4.0,,,,6.0,2.0,,1.0,0.5,,0.5,0.6666666666666666,,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,,,,24.575,,,1.0,,,1.0,,,,,,,,,,0.5,0.5,1.0,,,,0.5,,1.0,,,,,,,,,,,,True,,,,,,,,
693,1610612749,Joe Smith,Joe Smith,693,MIL,4495.0,75,-18,139,142,63,67,16.0,281,,1.0,,,8.0,15.0,10.0,20,5.0,25.0,170,3.0,3.0,,6.0,10.0,16.0,4.0,2.0,1.0,3.0,,1.0,1.0,7.0,2.0,4.0,8.0,2.0,14.0,4.0,18.0,,,,,,1.0,,1.0,1.0,6.0,11.0,6.0,,1.0,8.0,3.0,1.0,63,1.0,0.8,1.0,0.5,1.0,0.5,1.0,0.5208333333333334,1.0,15.625,,0.2857142857142857,0.21621621621621623,0.041666666666666664,0.2222222222222222,0.21818181818181817,0.06666666666666667,0.0625,0.04,0.09090909090909091,0.3,0.25,0.16666666666666666,,0.05,,,,0.75,0.5333333333333333,0.5714285714285714,1.0,,,,0.05,0.38292,0.39715,0.36359,0.13043478260869565,0.13043478260869565,0.24,15.395000000000001,0.45323741007194246,,,2.0,4.0,7.0,17.0,4.0,2.0,,,1.0,1.0,1.0,17.0,,0.7,0.7,0.7083333333333334,0.16666666666666666,0.4,0.16666666666666666,0.2,0.5,0.5,,,,0.68,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.05,,,,,,,,,,,,1.0,2.0,,,,,1.0,,,1.0,0.06666666666666667,1.0,True,,,,,,,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,945.0,16,8,33,33,19,17,2.0,66,5.0,6.0,1.0,2.0,,,8.0,9,1.0,17.0,29,1.0,2.0,,2.0,1.0,12.0,4.0,,,,,,,,2.0,1.0,1.0,,2.0,2.0,4.0,1.0,,,,,,,,,1.0,3.0,2.0,,,2.0,2.0,,19,,0.75,0.8571428571428571,0.8888888888888888,0.5,0.8888888888888888,0.5,0.9444444444444444,0.5,25.0,,,0.1,0.15384615384615385,0.16666666666666666,0.125,0.125,0.5,,,0.1111111111111111,,0.25,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8,,,,,1.0,0.5,,0.6666666666666666,0.529,0.5394,0.5453,0.2222222222222222,0.2222222222222222,0.11764705882352941,3.4000000000000004,0.5757575757575758,1.0,1.0,3.0,3.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,0.11764705882352941,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,True,,,,,,,,
