EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimFrequency,ShortMidRangeFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,SecondChanceFG2M,PenaltyFG2M,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceAtRimFGA,LongMidRangeFGM,Arc3Assists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,BadPassSteals,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsPutbacks,Offensive Fouls,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyCorner3FGA,ShortMidRangeAssists,SelfOReb,ThreePtShootingFoulsDrawn,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,PenaltyFG3M,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3FGM,Technical Free Throw Trips,PenaltyArc3Accuracy,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,StepOutOfBoundsTurnovers
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,304.0,5,-9.0,10,9,5,3,,19,,,,,,3.0,15,,,,,,3.0,,,,,1.0,,,,,,,,1,,,,,,,3.0,5,,0.75,,0.75,,,20.0,,,,,,,,1.0,0.575625,,0.575625,,,,1.0,,0.5,,,,,1.0,2.0,2.0,,1.0,2.0,,,2.0,,,3.0,,2.0,1.0,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,1.0,0.5,0.5,,,,0.75,,0.75,1.0,,,,,,,,,,,,1.0,0.5,0.5,1.0,,1.0,0.5,24.450000000000003,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5,,,,,1.0,,0.5,True,,,,,
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,1827.0,30,,54,53,12,15,5.0,107,3.0,1.0,6.0,10.0,5.0,13.0,49,1.0,,,2.0,2.0,4.0,1.0,,,6.0,,,,,3.0,,,2.0,6,5.0,,1.0,6.0,3.0,,4.0,12,,0.4642857142857143,,0.5,0.1,0.3333333333333333,29.31034482758621,,,,,0.2727272727272727,0.5454545454545454,0.3333333333333333,0.36363636363636365,0.4521590909090909,0.3767,0.47605000000000003,0.21428571428571427,0.23076923076923078,,0.3076923076923077,5.7299999999999995,0.2222222222222222,1.0,,2.0,1.0,,1.0,1.0,4.0,,1.0,,1.0,1.0,4.0,4.0,,,1.0,,,,,,,,,1.0,5.0,6.0,,,3.0,1.0,,0.5,0.5,,,,0.4,,0.5,0.36363636363636365,,0.3333333333333333,0.09090909090909091,0.22727272727272727,0.25,0.23076923076923078,0.3333333333333333,0.25,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.09090909090909091,,,,,0.3333333333333333,,25.2,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.1,0.3333333333333333,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,
1088,1610612763,Chucky Atkins,Chucky Atkins,1088,MEM,2127.0,35,-15.0,62,65,21,18,7.0,127,3.0,2.0,,7.0,3.0,9.0,77,,,,3.0,3.0,7.0,,,,1.0,1.0,,,,,,,2.0,3,4.0,,1.0,4.0,,2.0,7.0,21,2.0,0.4090909090909091,,0.5833333333333334,,,15.492957746478874,,,,,0.3333333333333333,,0.5,0.5555555555555556,0.5171,,0.5919,,,,0.7777777777777778,10.071428571428571,0.3387096774193548,1.0,1.0,,4.0,,2.0,1.0,3.0,,2.0,,2.0,1.0,,6.0,,,2.0,,5.0,,5.0,,2.0,3.0,10.0,,1.0,1.0,,,,,,,,,,,0.42857142857142855,,0.6666666666666666,0.3333333333333333,,0.5,0.2222222222222222,0.034482758620689655,,0.03125,,,0.3333333333333333,0.3333333333333333,,,,0.4444444444444444,0.2222222222222222,,,,0.5,0.25,,25.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,0.08333333333333333,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,
1517,1610612763,Bobby Jackson,Bobby Jackson,1517,MEM,2780.0,46,-27.0,79,81,23,31,8.0,160,4.0,1.0,2.0,8.0,1.0,14.0,95,1.0,,2.0,1.0,,,,,,1.0,1.0,,4.0,2.0,9.0,1.0,3.0,1.0,5,2.0,,1.0,2.0,1.0,,,23,,0.5,0.5,,,,25.84269662921348,0.4444444444444444,,,,0.3076923076923077,0.15384615384615385,0.3333333333333333,0.6923076923076923,0.4864038461538462,0.38895,0.5036333333333333,0.07142857142857142,0.1111111111111111,0.14285714285714285,,7.2875,0.2911392405063291,3.0,,1.0,2.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,,2.0,4.0,6.0,,3.0,4.0,1.0,,,,,,,,,1.0,1.0,,2.0,5.0,2.0,,0.4,0.4,,0.2,0.2,0.625,1.0,,0.5,0.5,,0.38461538461538464,0.029411764705882353,,0.024390243902439025,,,0.75,0.75,0.3333333333333333,0.5,0.5,0.15384615384615385,0.3076923076923077,0.25,0.25,,,0.3333333333333333,0.25,24.32,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,0.05555555555555555,,,,0.5,0.5,1.0,,,,1.0,1.0,1.0,,3.0,0.07692307692307693,,,,,0.5,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,False,,,,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,1013.0,17,-1.0,29,31,14,12,2.0,60,,,,,,,28,,,,,,,,,1.0,4.0,,,,,,,,,1,2.0,,1.0,,,,,14,,,,,,,,,,0.1,,,,,,,,,,,,,,0.4827586206896552,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,0.18181818181818182,0.5,0.23076923076923078,,0.5,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.25,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,False,,,,,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,2320.0,39,-14.0,67,70,22,24,3.0,137,5.0,1.0,,6.0,5.0,13.0,78,,,,1.0,1.0,1.0,1.0,,1.0,7.0,1.0,,,,2.0,,1.0,2.0,5,9.0,1.0,2.0,8.0,4.0,,1.0,22,,0.65,,0.16666666666666666,0.16666666666666666,0.2,16.901408450704228,,,0.045454545454545456,,0.8333333333333334,,1.0,0.8333333333333334,0.5995333333333334,,0.6813,0.4,0.4,,0.07692307692307693,2.9333333333333336,0.3283582089552239,3.0,,,1.0,,,,4.0,,,,,,2.0,6.0,,,,,,,,,,,,,5.0,6.0,1.0,,2.0,,1.0,0.25,0.25,,,,0.6666666666666666,,,0.6666666666666666,,,,0.18518518518518517,,0.16129032258064516,0.2,,0.6,0.75,,,,0.16666666666666666,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,0.5,,0.25,,,0.1,0.25,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,False,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,3378.0,56,-47.0,96,100,30,22,13.0,196,4.0,2.0,2.0,14.0,2.0,12.0,127,,,,7.0,,6.0,1.0,,,6.0,2.0,,2.0,,3.0,,1.0,,2,3.0,1.0,,2.0,1.0,,6.0,30,,0.3157894736842105,,0.42857142857142855,0.07142857142857142,,19.819819819819816,0.6666666666666666,,,,0.2222222222222222,0.1111111111111111,0.2857142857142857,0.4444444444444444,0.4897916666666667,,0.49065714285714285,0.05263157894736842,0.06666666666666667,,0.5,12.964285714285712,0.3125,3.0,2.0,,8.0,,4.0,,5.0,,4.0,,3.0,,8.0,2.0,,,4.0,,4.0,,4.0,,2.0,2.0,8.0,1.0,5.0,6.0,,2.0,1.0,,,0.8,0.8,,,,0.35714285714285715,,0.42857142857142855,0.2777777777777778,,0.42857142857142855,0.2222222222222222,0.12195121951219512,0.16666666666666666,0.1276595744680851,,0.16666666666666666,0.75,0.75,0.6666666666666666,,,0.4444444444444444,0.2222222222222222,,,,1.0,,,25.200000000000003,,2.0,,,,,2.0,,1.0,,,,,,,,,,0.5,,,,,,0.125,0.16666666666666666,,,,0.25,0.25,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,0.25,0.25,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,3302.0,55,-31.0,96,96,29,24,11.0,192,6.0,2.0,11.0,23.0,6.0,28.0,121,1.0,2.0,2.0,8.0,4.0,12.0,1.0,,1.0,9.0,,,1.0,1.0,3.0,,2.0,2.0,4,5.0,,1.0,6.0,1.0,2.0,12.0,29,2.0,0.5384615384615384,0.5,0.6,0.043478260869565216,0.16666666666666666,26.605504587155963,0.3333333333333333,,0.024390243902439025,,0.2608695652173913,0.4782608695652174,0.25,0.2608695652173913,0.42263043478260875,,0.4503375,0.041666666666666664,0.041666666666666664,0.07142857142857142,0.42857142857142855,7.339130434782609,0.3020833333333333,4.0,1.0,4.0,6.0,,,,11.0,,,,4.0,,6.0,16.0,,,,,3.0,,3.0,,1.0,1.0,6.0,1.0,7.0,8.0,,,2.0,1.0,,0.2727272727272727,0.2727272727272727,,,,0.4782608695652174,,0.5,0.4782608695652174,,0.5,,0.17073170731707318,0.2,0.17391304347826086,,0.2,0.6666666666666666,0.8,0.25,0.36363636363636365,0.36363636363636365,0.2608695652173913,,,,,0.5,,,,,3.0,,1.0,,,,,1.0,,,,,,,,,,,,,0.14285714285714285,,1.0,0.1875,0.25,,,,0.5,0.5,0.6666666666666666,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,False,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,2826.0,47,-27.0,84,84,22,14,12.0,168,2.0,,3.0,9.0,1.0,11.0,102,2.0,,2.0,,,,1.0,3.0,5.0,9.0,1.0,,1.0,,3.0,,1.0,1.0,6,8.0,,1.0,3.0,2.0,,,22,,0.4583333333333333,0.3333333333333333,,0.1111111111111111,0.5,15.463917525773196,0.3333333333333333,0.1,0.13157894736842105,,0.18181818181818182,0.2727272727272727,,0.36363636363636365,0.44759999999999994,0.486525,0.43635,0.16666666666666666,0.2,0.18181818181818182,,10.577777777777778,0.2619047619047619,1.0,,3.0,4.0,,,,5.0,,2.0,1.0,,1.0,2.0,8.0,,,,,,,,,,,,,4.0,4.0,,1.0,2.0,,1.0,0.2,0.25,,,,0.5555555555555556,0.5,,0.45454545454545453,0.3333333333333333,,0.18181818181818182,0.10810810810810811,,0.09523809523809523,0.2857142857142857,,0.5,1.0,,1.0,1.0,0.36363636363636365,,,,,,,,23.0,2.0,1.0,,2.0,,,1.0,,,1.0,,,,,,,,,,,,0.25,0.07692307692307693,,0.06666666666666667,0.06666666666666667,,,0.3333333333333333,0.25,0.25,,0.6666666666666666,1.0,,2.0,,1.0,2.0,1.0,0.18181818181818182,,,,0.5,,1.0,,,,0.2222222222222222,0.2857142857142857,,1.0,,,,1.0,,,,,,0.3333333333333333,,,,,,,False,,,,1.0,
2766,1610612763,Antonio Burks,Antonio Burks,2766,MEM,753.0,13,9.0,23,23,9,8,,46,1.0,1.0,,1.0,1.0,3.0,17,,,,1.0,1.0,3.0,,,,1.0,1.0,1.0,,,,,,1.0,2,1.0,,,2.0,,1.0,3.0,9,1.0,0.75,,0.75,,,8.695652173913043,,,,,1.0,,1.0,1.0,0.7474,,0.7474,,,,1.0,,0.391304347826087,1.0,1.0,,,,,,1.0,,,,1.0,,,2.0,,,,,2.0,,2.0,,1.0,1.0,4.0,,1.0,1.0,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,0.125,,0.1111111111111111,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,2030.0,34,-21.0,58,59,19,10,6.0,117,7.0,2.0,1.0,9.0,1.0,13.0,73,4.0,,8.0,2.0,,2.0,1.0,4.0,4.0,6.0,,,2.0,1.0,3.0,,,1.0,3,3.0,,2.0,2.0,1.0,,2.0,19,,0.65,1.0,0.5,0.1111111111111111,0.14285714285714285,20.3125,0.6666666666666666,0.2222222222222222,0.17391304347826086,0.5,0.7777777777777778,0.1111111111111111,1.0,0.7777777777777778,0.5285777777777777,0.5403749999999999,0.5562499999999999,0.1,0.1,0.6153846153846154,0.15384615384615385,2.7777777777777777,0.3275862068965517,5.0,1.0,1.0,1.0,,,,6.0,,,4.0,1.0,,2.0,10.0,,,,,1.0,,1.0,,1.0,,2.0,,2.0,2.0,,1.0,1.0,,1.0,0.16666666666666666,0.5,,,,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,,0.08333333333333333,,0.07407407407407407,0.25,,0.7142857142857143,0.8333333333333334,0.2,1.0,1.0,0.1111111111111111,,,,,0.5,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,0.1,,,,,,,,1.0,4.0,,,,,8.0,,,,,,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,False,,,,,
2054,1610612763,Jake Tsakalidis,Jake Tsakalidis,2054,MEM,929.0,15,-11.0,27,28,14,7,3.0,55,3.0,1.0,1.0,4.0,1.0,7.0,33,2.0,1.0,3.0,1.0,1.0,1.0,,3.0,3.0,4.0,,,1.0,,2.0,,,3.0,3,1.0,,,2.0,1.0,,1.0,14,,0.7,0.5,0.25,,,22.580645161290324,0.5,0.3333333333333333,0.25,0.5,0.75,0.25,1.0,0.75,0.50815,0.58875,0.6136,0.2,0.2,0.42857142857142855,0.14285714285714285,1.575,0.5185185185185185,2.0,,1.0,,,,,3.0,,,1.0,,,2.0,4.0,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,0.3333333333333333,0.5,,,,0.75,0.5,,0.75,0.5,,,0.09090909090909091,,0.09090909090909091,,,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,0.16666666666666666,,1.0,,,,,1.0,1.0,,,,,2.0,,,,,,0.5,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,False,,,,,1.0
